Index,Message,Description,Message Abstract,Description Abstract
11,Translated using Weblate (Indonesian),Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/id/,Translated using Weblate (Indonesian),Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
12,Translated using Weblate (Japanese),Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
13,Translated using Weblate (Ukrainian),Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (18 of 18 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
14,Release 2.0.2 (#253),,Release 2.0.2 (#253),
15,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: link/"
16,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: link/"
17,Update translation template,,Update translation template,
18,Update calculator.metainfo.xml.in (#256),,Update calculator.metainfo.xml.in (#256),
19,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: link/"
20,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: link/"
21,Update translation template,,Update translation template,
22,Metainfo Improvements (#255),,Metainfo Improvements (#255),
23,Translated using Weblate (Indonesian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/id/,Translated using Weblate (Indonesian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
24,Translated using Weblate (Indonesian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/id/,Translated using Weblate (Indonesian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
25,Translated using Weblate (Indonesian),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/id/,Translated using Weblate (Indonesian),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
26,Translated using Weblate (Indonesian),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/id/,Translated using Weblate (Indonesian),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
27,Fix meson warnings (#254),,Fix meson warnings (#254),
28,Bump flatpak/flatpak-github-actions from 5 to 6 (#252),Bumps flatpak/flatpak-github-actions from 5 to 6. - Release notes - Commits  updated-dependencies: - dependency-name: flatpak/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump flatpak/flatpak-github-actions from 5 to 6 (#252),Bumps flatpak/flatpak-github-actions from 5 to 6. - Release notes - Commits updated-dependencies: - dependency-name: flatpak/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
29,Bump runtime to 7.2 (#251),  Bump runtime to 7.2   Update ci.yml   Update merge.yml   Update release.yml ,Bump runtime to 7.2 (#251),Bump runtime to 7.2 Update ci.yml Update merge.yml Update release.yml
30,Update flatpak actions to new namespace (#250),,Update flatpak actions to new namespace (#250),
31,Bump docker/setup-qemu-action from 1 to 2 (#248),Bumps docker/setup-qemu-action from 1 to 2. - Release notes - Commits  updated-dependencies: - dependency-name: docker/setup-qemu-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump docker/setup-qemu-action from 1 to 2 (#248),Bumps docker/setup-qemu-action from 1 to 2. - Release notes - Commits updated-dependencies: - dependency-name: docker/setup-qemu-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
32,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#249),Bumps bilelmoussaoui/flatpak-github-actions from 4 to 5. - Release notes - Commits  updated-dependencies: - dependency-name: bilelmoussaoui/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#249),Bumps bilelmoussaoui/flatpak-github-actions from 4 to 5. - Release notes - Commits updated-dependencies: - dependency-name: bilelmoussaoui/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
33,Create .github/dependabot.yml,,Create .github/dependabot.yml,
34,Switch to GHCR container (#247),,Switch to GHCR container (#247),
35,Translated using Weblate (Georgian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ka/,Translated using Weblate (Georgian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
36,Paste text into entry on Ctrl+V (#245),,Paste text into entry on Ctrl+V (#245),
37,Copy entry content on Ctrl+C (#244),  Copy shortcut   Fix   Fix   Fix lint    Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,Copy entry content on Ctrl+C (#244),Copy shortcut Fix Fix Fix lint Co-authored-by: Jeremy Wootten jeremy@elementaryos.org
38,Translated using Weblate (Georgian),Currently translated at 23.3% (7 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ka/,Translated using Weblate (Georgian),Currently translated at 23.3% (7 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
39,Translated using Weblate (Georgian),Currently translated at 3.3% (1 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ka/,Translated using Weblate (Georgian),Currently translated at 3.3% (1 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
40,Translated using Weblate (Georgian),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ka/,Translated using Weblate (Georgian),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
41,Translated using Weblate (Georgian),Currently translated at 76.5% (36 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ka/,Translated using Weblate (Georgian),Currently translated at 76.5% (36 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
42,Translated using Weblate (Georgian),Currently translated at 76.5% (36 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ka/,Translated using Weblate (Georgian),Currently translated at 76.5% (36 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
43,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/nb/,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
44,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/en_GB/,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
45,Translated using Weblate (Dutch),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/nl/,Translated using Weblate (Dutch),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
46,Translated using Weblate (Dutch),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/nl/,Translated using Weblate (Dutch),Currently translated at 56.6% (17 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
47,Translated using Weblate (Marathi),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/mr/,Translated using Weblate (Marathi),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
48,Translated using Weblate (Norwegian Nynorsk),Currently translated at 82.9% (39 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nn/,Translated using Weblate (Norwegian Nynorsk),Currently translated at 82.9% (39 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
49,Translated using Weblate (Russian),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
50,Translated using Weblate (Japanese),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
51,actions/checkout@v3 (#239),,actions/checkout@v3 (#239),
52,"Hardcode elementary styles, set empty title label (#238)",,"Hardcode elementary styles, set empty title label (#238)",
53,Application: use startup () and clean up (#237),,Application: use startup () and clean up (#237),
54,Translated using Weblate (Hungarian),Currently translated at 70.0% (21 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 70.0% (21 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
55,Translated using Weblate (Slovak),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/sk/,Translated using Weblate (Slovak),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
56,Translated using Weblate (Japanese),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
57,Translated using Weblate (Portuguese),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pt/,Translated using Weblate (Portuguese),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
58,Translated using Weblate (French),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
59,Translated using Weblate (Russian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
60,Translated using Weblate (Hebrew),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
61,Translated using Weblate (Catalan),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
62,Translated using Weblate (Polish),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
63,Update screenshot filename in README.md (#235),,Update screenshot filename in README.md (#235),
64,Update screenshots (#234),,Update screenshots (#234),
65,Release 2.0.1 (#230),  Release 2.0.1   Update meson.build   Update io.elementary.calculator.appdata.xml.in   Update io.elementary.calculator.appdata.xml.in ,Release 2.0.1 (#230),Release 2.0.1 Update meson.build Update io.elementary.calculator.appdata.xml.in Update io.elementary.calculator.appdata.xml.in
66,Translated using Weblate (Japanese),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
67,Translated using Weblate (Ukrainian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (30 of 30 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
68,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: link/"
69,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: link/"
70,Update translation template,,Update translation template,
71,Update io.elementary.calculator.appdata.xml.in,,Update io.elementary.calculator.appdata.xml.in,
72,Changed HeaderBar Style to Granite.STYLE_CLASS_FLAT (#213),,Changed HeaderBar Style to Granite.STYLE_CLASS_FLAT (#213),
73,Update Flatpak runtime to 7.1 (#233),,Update Flatpak runtime to 7.1 (#233),
74,Translated using Weblate (Catalan),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
75,Redesign app icon (#232),,Redesign app icon (#232),
76,Translated using Weblate (French),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
77,Translated using Weblate (Japanese),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
78,Translated using Weblate (Portuguese),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pt/,Translated using Weblate (Portuguese),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
79,Translated using Weblate (Hungarian),Currently translated at 67.8% (19 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 67.8% (19 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
80,Translated using Weblate (Hungarian),Currently translated at 67.8% (19 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 67.8% (19 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
81,Translated using Weblate (Hungarian),Currently translated at 64.2% (18 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 64.2% (18 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
82,Translated using Weblate (Hebrew),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
83,Translated using Weblate (Catalan),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
84,Translated using Weblate (Polish),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
85,Translated using Weblate (Turkish),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/tr/,Translated using Weblate (Turkish),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
86,Translated using Weblate (Russian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
87,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
88,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: link/"
89,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: link/"
90,Update translation template,,Update translation template,
91,Update io.elementary.calculator.appdata.xml.in,,Update io.elementary.calculator.appdata.xml.in,
92,Update Gettext Action,,Update Gettext Action,
93,Translated using Weblate (Russian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
94,Translated using Weblate (Hungarian),Currently translated at 64.2% (18 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 64.2% (18 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
95,Translated using Weblate (Russian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
96,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
97,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
98,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
99,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
100,Translated using Weblate (Korean),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ko/,Translated using Weblate (Korean),Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
101,Translated using Weblate (Korean),Currently translated at 75.0% (21 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ko/,Translated using Weblate (Korean),Currently translated at 75.0% (21 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
102,Translated using Weblate (Korean),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ko/,Translated using Weblate (Korean),Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
103,Translated using Weblate (Korean),Currently translated at 75.0% (21 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ko/,Translated using Weblate (Korean),Currently translated at 75.0% (21 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
104,Translated using Weblate (Korean),Currently translated at 57.1% (16 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ko/,Translated using Weblate (Korean),Currently translated at 57.1% (16 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
105,Translated using Weblate (Korean),Currently translated at 68.0% (32 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ko/,Translated using Weblate (Korean),Currently translated at 68.0% (32 of 47 strings) Translation: Calculator/Calculator Translate-URL: link/
106,Translated using Weblate (Korean),Currently translated at 46.4% (13 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ko/,Translated using Weblate (Korean),Currently translated at 46.4% (13 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
107,Translated using Weblate (Korean),Currently translated at 46.4% (13 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ko/,Translated using Weblate (Korean),Currently translated at 46.4% (13 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: link/
