Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
121,Translated using Weblate (Finnish),0.5967554,Updated translations,Currently translated at 91.4% (43 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/mr/,0
122,Release 1.7.2 (#216),0.53778994,Update for OS 7 and Gtk 4,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/tr/,0
123,Translated using Weblate (Russian),0.62689763,Updated translations,Currently translated at 60.7% (17 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pt_BR/,0
124,Update CMakeLists.txt file to include .desktop file in the translation catalog,0.59487706,Updated translations,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pt_BR/,0
125,Display of error messages,0.6606628,* Less aggressive error messages,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pt_BR/,0
126,Copy entry content on Ctrl+C (#244),0.3893789,Fix inserting multi-byte characters,Currently translated at 85.1% (40 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pt_BR/,0
127,minor changes.,0.51901215,Other updates:,Currently translated at 85.1% (40 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pt_BR/,0
128,Improve decimal precision (#13),0.6427402,Fix an issue with negative decimals without leading digits,Currently translated at 85.1% (40 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pt_BR/,0
129,giving combobox a min size.,0.34778422,Use slim titlebar,Currently translated at 68.0% (32 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pt_BR/,0
130,"fix next minus number / operator bug, add tests (#60)",0.5466926,Fix an issue with negative decimals without leading digits,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hans/,0
131,Flatpak: Add granite master (#164),0.40585166,Flat titlebar,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hans/,0
132,Update issues URL (#27),0.4260834,Other updates:,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hans/,0
133,ui cleanups,0.3745516,Other updates:,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hans/,0
134,Fixed entry backspace,0.44062883,Focus the main text entry on startup,Currently translated at 78.7% (37 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/mr/,0
135,Release 1.6.2 (#184),0.5201077,Update to elementary 6.1 runtime,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
136,Translated using Weblate (Catalan),0.6135652,Updated translations,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
137,Changed the type of Gtk.MessageType for the infobar to WARNING instead of ERROR (#70),0.503667,Update for OS 7 and Gtk 4,Currently translated at 97.8% (46 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
138,Now using translator-credits,0.70912886,* Improved translations,Currently translated at 97.8% (46 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,1
139,Remove fields for deprecated about dialog (#45),0.42818707,"Add a ""Clear History"" button to the history dialog",Currently translated at 97.8% (46 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
140,Translated using Weblate (Luxembourgish),0.5645632,* Improved translations,Currently translated at 87.2% (41 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
141,nan,0.26135147,* Improved translations,Currently translated at 87.2% (41 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
142,bug fixes and updated po file,0.5075414,Fix selection replace,Currently translated at 87.2% (41 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
143,Fix for layout misplacement (#142),0.4797115,Fix missing icon for Ukrainian,Currently translated at 87.2% (41 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nl/,0
144,Update flatpak actions to new namespace (#250),0.4359867,Flat titlebar,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
145,don't install extra.mo files (#47),0.29859,Fix inserting multi-byte characters,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
