Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
98,Merge pull request #978 from nestjs/dependabot/npm_and_yarn/apollo-server-core-2.15.0,0.98366404,Merge pull request #978 from nestjs/dependabot/npm_and_yarn/apollo-server-core-2.15.0 (e1d65c3),,1
99,chore(): release v7.9.7,0.6852789,chore(deps): update dependency prettier to v2.0.2 (7efd346),,0
100,build: Added apollo tslib,0.75536233,2079 build: add tslib dependency to the @nestjs/apollo package (@JaLe29),,1
101,Merge pull request #381 from nestjs/renovate/lint-staged-9.x,0.93792164,Merge pull request #1435 from nestjs/renovate/eslint-7.x (c8853a3),fix: metadata storage refactor caused a bug in field resolver,1
102,test: add integration test for federation module,0.9611611,test: add integration test for federation module (073a701),chore(deps): update dependency prettier to v2.8.5,1
103,chore(deps): update dependency ts-jest to v25.2.0,0.97993374,chore(deps): update dependency ts-jest to v25.3.0 (08e9166),,1
104,chore(deps): update dependency lint-staged to v10.1.1,0.9789344,chore(deps): update dependency lint-staged to v10.4.0 (b0931e9),When creating a field resolver with an input we reached a bad edge case where the fields array was fetched via reference instead of an immutable array. This caused artifacts appearing in the array and bad metadata appeared when trying to parse the schema. Returning a new array from the metadata instead of the reference for the existing array solves this issue,1
105,chore(deps): update dependency husky to v4.0.5,0.98317534,chore(deps): update dependency husky to v4.2.4 (58157ad),,1
106,feat(): update to the latest version (nest monorepo),0.7416049,2158 chore(deps): update jest monorepo (@renovate[bot]),,1
107,chore(deps): update dependency lint-staged to v10.0.7,0.97930753,chore(deps): update dependency lint-staged to v10.4.0 (b0931e9),chore(deps): update dependency @types/jest to v29.4.4,1
108,chore(deps): update dependency @apollo/federation to v0.16.10,0.98464453,chore(deps): update dependency @apollo/federation to v0.16.10 (0f84053),fix(deps): update dependency ws to v8.13.0,1
109,Merge pull request #1437 from nestjs/renovate/typescript-eslint-monorepo,0.984777,Merge pull request #1437 from nestjs/renovate/typescript-eslint-monorepo (1bb61e6),,1
110,chore(deps): update dependency lint-staged to v9.2.3,0.97809756,chore(deps): update dependency lint-staged to v10.4.0 (b0931e9),,1
111,chore(deps): update dependency release-it to v12.6.1,0.9807411,chore(deps): update dependency release-it to v12.6.3 (5810101),,1
112,chore(deps): update typescript-eslint monorepo to v5.38.1,0.98458743,chore(deps): update typescript-eslint monorepo to v5.3.1 (3666470),,1
113,Merge pull request #2175 from nestjs/renovate/graphql-tools-monorepo,0.98539084,* Merge pull request #1677 from nestjs/renovate/graphql-tools-monorepo (5716371),,1
114,feat(): add decorator type argument to type utils,0.9286574,feat(): add decorator type argument to type utils (6628cea),,1
115,chore(deps): update dependency @types/jest to v26.0.8,0.9887295,chore(deps): update dependency @types/jest to v26.0.2 (a557382),,1
116,Merge pull request #2716 from nestjs/renovate/nest-monorepo,0.9723048,Merge pull request #784 from nestjs/renovate/nest-monorepo (61d174d),,1
117,Update CHANGELOG.md,0.6739019,Update README.md (3560e24),,0
118,chore(deps): update commitlint monorepo to v14,0.9779656,chore(deps): update commitlint monorepo to v14 (84215ec),,1
119,chore(): release v7.9.8,0.6994376,chore(deps): update dependency prettier to v2.3.0 (3c59f1a),,0
120,chore(deps): update dependency ts-jest to v26.4.1,0.98745894,chore(deps): update dependency ts-jest to v26.5.0 (2749464),chore: update peer deps to @nestjs/graphql v11,1
121,chore(deps): update dependency mercurius to v8.13.0,0.8557378,2619 chore(deps): update dependency mercurius to v12.2.0 (@renovate[bot]),Update @nestjs/apollo and @nestjs/mercurius to declare @nestjs/graphql v11 as peer dep.,1
122,chore(deps): update dependency rxjs to v7.8.1,0.9762321,chore(deps): update dependency rxjs to v7.4.0 (89c8436),,1
123,chore(deps): update nest monorepo to v8.2.0,0.9764793,chore(deps): update nest monorepo to v8.1.0 (6942eea),,1
124,fix(federation): inherit the date time scalar (from auto generated schema),0.97175056,fix(federation): inherit the date time scalar (from auto generated schema) (02fb373),,1
125,test(): update printedSchemaSnapshot,0.90481186,test(): update printedSchemaSnapshot (bfb28fb),,1
126,Merge pull request #445 from nestjs/renovate/husky-3.x,0.9298215,Merge pull request #1435 from nestjs/renovate/eslint-7.x (c8853a3),,1
127,chore(deps): update dependency rxjs to v7.5.7,0.9736429,chore(deps): update dependency rxjs to v7.4.0 (89c8436),chore(deps): update dependency lint-staged to v13.2.0,1
128,Merge branch 'master' of github.com:thiagomini/nest-graphql into test/function-utils,0.8161609,Merge branch 'call-apollo-start' of github.com:kuskoman/graphql; branch 'master' of github.com:nestjs/graphql (725526b),chore(deps): update apollo graphql packages,1
129,chore(deps): update dependency lint-staged to v10.2.6,0.9819512,chore(deps): update dependency lint-staged to v10.2.2 (2e8da57),,1
130,fix(deps): update dependency @nestjs/mapped-types to v0.4.1,0.97966075,fix(deps): update dependency @nestjs/mapped-types to v0.4.0 (0da5a2c),,1
131,chore(deps): update dependency @types/node to v18.15.6,0.97061646,chore(deps): update dependency @types/node to v14.14.39 (1a3901a),,1
132,chore(deps): update typescript-eslint monorepo to v4.11.0,0.98683935,chore(deps): update typescript-eslint monorepo to v4.10.0 (206e148),,1
133,Merge pull request #150 from nestjs/renovate/prettier-1.x,0.88259906,Merge pull request #686 from nestjs/renovate/eslint-config-prettier-6.x (1cfad42),,1
134,chore(): release v7.5.1,0.7044658,chore(deps): update dependency prettier to v2.3.0 (3c59f1a),chore(deps): update nest monorepo to v9.3.9,1
135,chore(deps): update dependency release-it to v15.1.3,0.97054,chore(deps): update dependency release-it to v12.6.1 (05a1f98),,1
136,test: bump reverse lookup gateway e2e test timeout,0.5624529,"fix(): fix orphaned types factory, update e2e test (735f110)",,0
137,chore(deps): update typescript-eslint monorepo to v5.30.0,0.987211,chore(deps): update typescript-eslint monorepo to v5.4.0 (30fc907),,1
138,ci(): fix package lock file,0.8180119,ci(): sync package lock file (575d851),chore(deps): update dependency @as-integrations/fastify to v1.3.2,1
139,Retrict subscriptions WS server to add listeners only to corresponding path,0.8287286,2314 fix: Restrict subscriptions WS server to add listeners only to its own path (@GValeriy),,1
140,chore(): release v7.2.0,0.71998507,chore(deps): update dependency prettier to v2.3.0 (3c59f1a),fix(deps): update graphql-tools monorepo,1
141,chore(): release v7.10.2,0.7221067,chore(deps): update dependency release-it to v14.2.2 (78c5c0c),chore(deps): update dependency mercurius to v12.2.0,1
142,chore(deps): update typescript-eslint monorepo to v4.6.1,0.9823927,chore(deps): update typescript-eslint monorepo to v4.10.0 (206e148),fix(deps): update dependency graphql-ws to v5.12.0,1
143,chore(deps): update dependency eslint-config-prettier to v8.3.0,0.98545086,chore(deps): update dependency eslint-config-prettier to v8.3.0 (3497195),fix(deps): update dependency ws to v8.12.1,1
144,chore(deps): update nest monorepo to v6.0.1,0.9795253,chore(deps): update nest monorepo to v7.1.1 (1e60e01),,1
145,fix(deps): update dependency @graphql-tools/utils to v8.6.1,0.944337,fix(deps): update dependency @graphql-tools/merge to v6.2.7 (5a9ce8d),,1
146,chore(deps): update dependency class-transformer to v0.3.1,0.97234994,chore(deps): update dependency class-transformer to v0.3.1 (63ff160),,1
147,chore(deps): update dependency ts-jest to v25.3.0,0.9837128,chore(deps): update dependency ts-jest to v25.3.0 (08e9166),,1
148,fix(deps): update dependency @nestjs/mapped-types to v0.1.0,0.9804509,fix(deps): update dependency @nestjs/mapped-types to v0.4.0 (0da5a2c),,1
149,fix(): add missing const,0.8101382,* fix(): add missing const (e1fa414),,1
150,chore(deps): update dependency ts-node to v8.1.0,0.97573197,chore(deps): update dependency ts-node to v10.4.0 (6433024),fix: Field Middlewares do not work on interfaces of interfaces,1
151,Merge pull request #625 from nestjs/renovate/uuid-7.x,0.97996175,Merge pull request #625 from nestjs/renovate/uuid-7.x (fea803e),,1
152,chore(): publish 6.0.1 release,0.65646267,chore(deps): update dependency release-it to v12.6.1 (05a1f98),feat(federation): Update Apollo Federation v2.3 @link imports,0
153,chore(): release v9.0.5,0.72926974,chore(deps): update dependency prettier to v2.3.0 (3c59f1a),"feat: upgrade Mercurius, Apollo, GraphQL to the latest versions",1
154,fix(mapped-types): eagarly load type function,0.92851293,fix(mapped-types): eagarly load type function (cd66002),,1
155,fix(deps): update graphql-tools monorepo to v6.2.4,0.9886999,fix(deps): update graphql-tools monorepo to v6.2.4 (1a76ed6),,1
156,chore(deps): update dependency @types/node to v12.12.14,0.98428845,chore(deps): update dependency @types/node to v12.20.2 (1a71052),,1
157,chore(deps): update typescript-eslint monorepo to v5.34.0,0.9829164,chore(deps): update typescript-eslint monorepo to v5.4.0 (30fc907),,1
158,fix: typo,0.83823884,fix: typo (bd35661),,1
159,feat(): add lazy metadata storage for type-graphql,0.69315165,feat(): migrate to graphql tools (remove merge-graphql-schemas) (0bc3daa),,0
160,chore(deps): update dependency ts-node to v10.3.1,0.9794053,chore(deps): update dependency ts-node to v10.3.0 (0aa17f7),,1
161,Merge pull request #343 from nestjs/renovate/lodash-monorepo,0.9644207,Merge pull request #1026 from nestjs/renovate/lodash-monorepo (080670e),,1
162,chore(deps): update dependency typescript to v3.5.3,0.9755449,chore(deps): update dependency typescript to v4.1.3 (705572d),,1
163,Merge pull request #1959 from nestjs/renovate/ts-jest-27.x,0.9523368,Merge pull request #1703 from nestjs/renovate/ts-jest-27.x (0d474e4),,1
164,fix(deps): update dependency lodash to v4.17.17,0.9767144,fix(deps): update dependency lodash to v4.17.20 (7131f19),,1
165,Merge pull request #433 from nestjs/renovate/nest-monorepo,0.9568418,Merge pull request #784 from nestjs/renovate/nest-monorepo (61d174d),,1
166,chore(deps): update dependency lerna to v5.1.0,0.9121194,chore(deps): update dependency release-it to v14.2.1 (c005290),,1
167,chore(deps): update nest monorepo to v7.3.1,0.98627424,chore(deps): update nest monorepo to v7.0.3 (62008d4),,1
168,fix: add all options for ApolloServer to Gateway,0.94611037,fix: add all options for ApolloServer to Gateway (5c6e168),,1
169,chore(deps): update dependency eslint-plugin-import to v2.24.1,0.98464394,chore(deps): update dependency eslint-plugin-import to v2.20.2 (42b6301),,1
170,chore(deps): update dependency fastify to v3.29.0,0.88040215,2064 chore(deps): update dependency fastify to v3.27.4 (@renovate[bot]),,1
171,chore(deps): update dependency rimraf to v4.1.2,0.84101015,chore(deps): update dependency release-it to v13.1.0 (bdf1780),Adds following Apollo Federation  imports: @composeDirective @interfaceObject Resolves: link BREAKING CHANGE: While this PR does not change any API it could be considered a breaking change as code-first users will be automatically upgraded to the latest version of the federation spec (v2.3) which requires usage of a compatible composition version and Gateway/Router.,1
172,Create lock.yml,0.83933485,Create lock.yml (76a6b0b),,1
173,chore(deps): update dependency graphql to v15.3.0,0.9822585,chore(deps): update dependency graphql to v15.3.0 (211a088),,1
174,chore(deps): update apollo graphql packages to v2.9.15,0.9862368,chore(deps): update apollo graphql packages to v2.13.1 (01ee594),,1
175,chore(deps): update dependency @apollo/federation to ^0.13.0,0.9777598,chore(deps): update dependency @apollo/federation to ^0.13.0 (e1c0847),,1
176,Merge pull request #280 from nestjs/dependabot/npm_and_yarn/js-yaml-3.13.1,0.9260284,Merge pull request #1466 from nestjs/dependabot/npm_and_yarn/y18n-4.0.1 (0355735),,1
177,fix(): fix incompatibility with apollo/subgraph@0.1.5,0.9792864,fix(): fix incompatibility with apollo/subgraph@0.1.5 (60ee0d0),,1
178,chore(deps): update typescript-eslint monorepo to v5.44.0,0.9864582,chore(deps): update typescript-eslint monorepo to v4.5.0 (4653e92),,1
179,Merge branch 'plugin-fix-proposal' of link into tngmichael-plugin-fix-proposal,0.95722353,Merge branch 'plugin-fix-proposal' of link into tngmichael-plugin-fix-proposal (261afba),,1
180,Merge pull request #2173 from quinnjr/patch-1,0.8525829,Merge pull request #855 from LMFinney/patch-1 (115b0af),,1
181,Merge pull request #789 from nestjs/renovate/nestjs-mapped-types-0.x,0.9866526,Merge pull request #789 from nestjs/renovate/nestjs-mapped-types-0.x (26e222c),,1
182,Merge pull request #2666 from roypeled/master,0.8559963,Merge pull request #667 from igrek8/master (18ee9ed),,1
183,chore(deps): bump vm2 from 3.9.9 to 3.9.14,0.8800856,2629 chore(deps): bump vm2 from 3.9.9 to 3.9.14 (@dependabot[bot]),,1
184,chore(): release v7.2.4,0.7270797,chore(deps): update dependency prettier to v2.3.0 (3c59f1a),"The problem - If you have a class Foo, which implements a GQL interface IBar, and IBar implements GQL interface IBaz, field middlewares defined on IBar would work, but on IBaz they would get ignored. object-type-definition.factory.ts#generateFields will create a custom field resolver if a middleware definition exists on that field. Before the fix, the method would get a class; if it implements a (GQL) interface it will only get its interface and merge the interface fields with the class' fields, ignoring any interfaces implemented by the class' first interface. The fix creates a new private method which will recursively get the interfaces of a class, and the interfaces of the returned interfaces, and merge all the fields into an array.",1
185,Merge pull request #2793 from jensbodal/chore/apollo-subgraph,0.7997268,Merge pull request #1797 from iMobs/upgrade-apollo-federation-with-subgraph (0af4f4a),merge,1
186,chore(deps): update typescript-eslint monorepo to v2.32.0,0.98118305,chore(deps): update typescript-eslint monorepo to v2.25.0 (0810944),,1
187,Merge pull request #1561 from Koala-gentil/enums-as-types,0.9668976,Merge pull request #1561 from Koala-gentil/enums-as-types (9a1cdb2),feat(types): Type check Field defaultValue,1
188,Merge remote-tracking branch 'origin/master' into improve-compilation-time,0.6117982,Merge branch 'master' of link (0e10bc8),fix(graphql): generate fields as optional when they contain arguments,0
189,Merge pull request #426 from nestjs/renovate/lint-staged-9.x,0.92522275,Merge pull request #1435 from nestjs/renovate/eslint-7.x (c8853a3),Fix/apollo context,1
190,Merge pull request #2500 from sam-super/fix-not-null-default-val,0.7133398,"2500 fix: enable non-nullable, defaulted fields in code-first schema (@sam-super)",,1
191,v10.0.9,0.9423268,v10.1.0,,1
192,Merge pull request #207 from Fyzu/fix/move-type-graphql-to-optional,0.79764473,Merge pull request #1452 from nestjs/renovate/apollo-graphql-packages (fa18db8),,1
193,Merge pull request #174 from nestjs/renovate/node-10.x,0.9490944,Merge pull request #1426 from nestjs/renovate/node-14.x (58e9ea6),,1
194,fix(deps): update dependency tslib to v2.3.0,0.97528327,fix(deps): update dependency tslib to v2.3.0 (0f2a43c),,1
195,Merge pull request #292 from nestjs/renovate/typescript-3.x,0.9556128,Merge pull request #1556 from nestjs/renovate/typescript-4.x (f07a22c),,1
196,chore(deps): update nest monorepo to v7.6.1,0.98604447,chore(deps): update nest monorepo to v7.0.3 (62008d4),,1
197,chore(deps): update dependency @types/node to v14.17.4,0.98374784,chore(deps): update dependency @types/node to v14.14.39 (1a3901a),,1
