Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Merge pull request #2833 from nestjs/renovate/tslib-2.x,0.9936447,Merge pull request #1182 from nestjs/renovate/tslib-2.x (767e655),fix(deps): update dependency tslib to v2.5.2,1
fix(deps): update dependency tslib to v2.5.2,0.95713186,fix(deps): update dependency tslib to v2.2.0 (85432c8),,1
chore(deps): update dependency @types/node to v18.16.13,0.9794245,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency rimraf to v5.0.1,0.77046704,chore(deps): update dependency release-it to v14.5.0 (76a65a4),,1
chore(deps): bump vm2 from 3.9.17 to 3.9.19,0.8974473,#2782 chore(deps): bump vm2 from 3.9.15 to 3.9.17 (@dependabot[bot]),Bumps vm2 from 3.9.17 to 3.9.19. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update dependency @types/node to v18.16.12,0.97893643,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update node.js to v20,0.913845,chore(deps): update node.js to v17 (fa39ec6),,1
chore(deps): update nest monorepo to v9.4.1,0.9696873,chore(deps): update nest monorepo to v7.4.4 (2afb3f8),,1
chore(deps): update dependency @types/node to v18.16.10,0.9793565,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update typescript-eslint monorepo to v5.59.6,0.9815198,chore(deps): update typescript-eslint monorepo to v5.1.0 (168e2da),,1
fix(deps): update dependency graphql-ws to v5.13.1,0.9596104,fix(deps): update dependency graphql-ws to v5.5.1 (1c6ae5b),,1
Merge pull request #2809 from HeroJourneyClub/master,0.72897416,Merge pull request #850 from danielsantiago/master (e1caaa8),[#2800] Fix graphql schema generation with plugin introspectComments enabled,1
Merge pull request #2793 from jensbodal/chore/apollo-subgraph,0.81081736,Merge pull request #1797 from iMobs/upgrade-apollo-federation-with-subgraph (0af4f4a),chore(deps): set @apollo/subgraph as optional,1
chore(deps): update dependency @types/node to v18.16.9,0.9795133,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency @types/node to v18.16.8,0.9790472,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
fix(deps): update dependency @graphql-tools/merge to v8.4.2,0.9417256,fix(deps): update dependency @graphql-tools/merge to v6.2.7 (5a9ce8d),,1
chore(deps): update dependency @types/node to v18.16.7,0.9795426,chore(deps): update dependency @types/node to v16.11.7 (d773947),,1
chore(deps): update dependency @types/node to v18.16.6,0.9800048,chore(deps): update dependency @types/node to v16.11.6 (766c893),,1
chore(deps): update typescript-eslint monorepo to v5.59.5,0.981274,chore(deps): update typescript-eslint monorepo to v5.1.0 (168e2da),,1
chore(deps): update dependency @types/node to v18.16.5,0.9773977,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency eslint to v8.40.0,0.9734156,chore(deps): update dependency eslint to v8.1.0 (b4f6f99),,1
chore(deps): update dependency @types/node to v18.16.4,0.97827786,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency lerna to v6.6.2,0.80156314,#2869 chore(deps): update dependency lerna to v7.0.1 - autoclosed (@renovate[bot]),,1
chore(deps): update commitlint monorepo to v17.6.3,0.9698863,chore(deps): update commitlint monorepo to v13.2.0 (0a746ce),,1
[#2800] Fix graphql schema generation with plugin introspectComments enabled,0.9680195,#2809 [#2800] Fix graphql schema generation with plugin introspectComments enabled (@msimon),,1
chore(deps): update dependency mercurius-integration-testing to v8.1.1,0.80609286,#2619 chore(deps): update dependency mercurius to v12.2.0 (@renovate[bot]),,1
chore(deps): update dependency release-it to v15.10.3,0.932896,chore(deps): update dependency release-it to v13 (1a84d43),,1
chore(deps): update dependency mercurius-integration-testing to v8.1.0,0.80960625,#2619 chore(deps): update dependency mercurius to v12.2.0 (@renovate[bot]),,1
chore(deps): update typescript-eslint monorepo to v5.59.2,0.9825779,chore(deps): update typescript-eslint monorepo to v5.1.0 (168e2da),,1
chore(deps): update dependency release-it to v15.10.2,0.92895377,chore(deps): update dependency release-it to v14.5.0 (76a65a4),,1
chore(deps): update dependency @types/node to v18.16.3,0.9782274,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency @types/node to v18.16.2,0.97733724,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency fastify to v4.17.0,0.88150716,#2859 chore(deps): update dependency fastify to v4.18.0 (@renovate[bot]),,1
chore(deps): update dependency rxjs to v7.8.1,0.9814384,chore(deps): update dependency rxjs to v7.4.0 (89c8436),,1
chore(deps): set @apollo/subgraph as optional,0.6766823,chore(): set apollo-server-testing as optional (4703450),Set @apollo/subgraph as an optional peer dependency in @nestjs/apollo @apollo/subgraph should only be needed if using Apollo Federation/Apollo Gateway.,0
chore(deps): update dependency lint-staged to v13.2.2,0.9706291,chore(deps): update dependency lint-staged to v12.0.3 (f20fe04),,1
chore(deps): update dependency fastify to v4.16.3,0.8657967,#2859 chore(deps): update dependency fastify to v4.18.0 (@renovate[bot]),,1
chore(deps): update dependency @types/node to v18.16.1,0.97692704,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update typescript-eslint monorepo to v5.59.1,0.9827516,chore(deps): update typescript-eslint monorepo to v5.1.0 (168e2da),,1
test: temporarily skip mercurius gateway e2e tests (flaky),0.45731884,test: add integration test for gateway module (bef82ab),,0
Merge branch 'master' of https://github.com/nestjs/graphql,0.99496555,Merge branch 'master' of https://github.com/nestjs/graphql (9336bc9),,1
test: update serialized graph snapshot,0.5052748,test(): update printedSchemaSnapshot (bfb28fb),,0
Merge pull request #2716 from nestjs/renovate/nest-monorepo,0.99022055,Merge pull request #784 from nestjs/renovate/nest-monorepo (61d174d),chore(deps): update nest monorepo to v9.4.0,1
chore(deps): update nest monorepo to v9.4.0,0.9697444,chore(deps): update nest monorepo to v7.4.4 (2afb3f8),,1
Merge pull request #2727 from nestjs/dependabot/npm_and_yarn/undici-5.21.0,0.8504206,Merge pull request #1198 from nestjs/dependabot/npm_and_yarn/object-path-0.11.5 (439ac34),chore(deps): bump undici from 5.18.0 to 5.21.0,1
Merge pull request #2773 from nestjs/renovate/graphql-tools-monorepo,0.9930878,Merge pull request #1453 from nestjs/renovate/graphql-tools-monorepo (9587d6e),fix(deps): update graphql-tools monorepo,1
test: bump reverse lookup gateway e2e test timeout,0.48885632,test: add integration test for gateway module (bef82ab),,0
Merge pull request #2782 from nestjs/dependabot/npm_and_yarn/vm2-3.9.17,0.91804,Merge pull request #1806 from nestjs/dependabot/npm_and_yarn/tar-6.1.11 (c3340b4),chore(deps): bump vm2 from 3.9.15 to 3.9.17,1
Merge pull request #2788 from boundstate/fix-plugin-win-paths,0.6989125,#2788 fix(plugin): don't prefix absolute win paths (@mikejpeters),fix(plugin): don't prefix absolute win paths,0
fix(plugin): don't prefix absolute win paths,0.9211309,#2788 fix(plugin): don't prefix absolute win paths (@mikejpeters),,1
chore(deps): update dependency prettier to v2.8.8,0.96116304,chore(deps): update dependency prettier to v2.2.1 (eaf8aac),,1
chore(deps): update dependency @types/node to v18.16.0,0.97647715,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency eslint to v8.39.0,0.9745122,chore(deps): update dependency eslint to v8.3.0 (9f0503f),,1
chore(deps): update dependency @types/node to v18.15.13,0.966174,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): bump vm2 from 3.9.15 to 3.9.17,0.8999086,#2782 chore(deps): bump vm2 from 3.9.15 to 3.9.17 (@dependabot[bot]),Bumps vm2 from 3.9.15 to 3.9.17. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update dependency @types/node to v18.15.12,0.96631205,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): update dependency @types/jest to v29.5.1,0.9650272,chore(deps): update dependency @types/jest to v26 (5b9c918),,1
chore(deps): update commitlint monorepo to v17.6.1,0.96968216,chore(deps): update commitlint monorepo to v14 (84215ec),,1
chore(deps): update typescript-eslint monorepo to v5.59.0,0.98399675,chore(deps): update typescript-eslint monorepo to v5.1.0 (168e2da),,1
v11.0.5,0.8808863,v11.0.0 (2023-03-10),,1
Merge pull request #2766 from nestjs/dependabot/npm_and_yarn/vm2-3.9.15,0.9215672,Merge pull request #1806 from nestjs/dependabot/npm_and_yarn/tar-6.1.11 (c3340b4),chore(deps): bump vm2 from 3.9.14 to 3.9.15,1
Merge pull request #2748 from JCQuintas/master,0.8013481,Merge pull request #850 from danielsantiago/master (e1caaa8),feat(graphql): Allow ObjectType to inherit description,1
chore(deps): update typescript-eslint monorepo to v5.58.0,0.9845097,chore(deps): update typescript-eslint monorepo to v3.5.0 (4774e7a),,1
chore(deps): update dependency rimraf to v5,0.7680937,chore(deps): update dependency release-it to v14.5.0 (76a65a4),,1
chore(deps): update dependency eslint to v8.38.0,0.9812306,chore(deps): update dependency eslint to v8 (53a5a31),,1
chore(deps): bump vm2 from 3.9.14 to 3.9.15,0.8961595,#2629 chore(deps): bump vm2 from 3.9.9 to 3.9.14 (@dependabot[bot]),Bumps vm2 from 3.9.14 to 3.9.15. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update dependency lint-staged to v13.2.1,0.9703326,chore(deps): update dependency lint-staged to v12.0.3 (f20fe04),,1
Merge pull request #2756 from nestjs/renovate/graphql-ws-5.x,0.99165756,Merge pull request #1711 from nestjs/renovate/graphql-ws-5.x (58aa25b),fix(deps): update dependency graphql-ws to v5.12.1,1
Merge pull request #2755 from nestjs/renovate/ts-morph-18.x,0.98509985,Merge pull request #1558 from nestjs/renovate/ts-morph-11.x (bcb9eab),chore(deps): update dependency ts-morph to v18,1
chore(deps): update dependency ts-morph to v18,0.9677199,chore(deps): update dependency ts-morph to v13 (0d36dd7),,1
chore(deps): bump undici from 5.18.0 to 5.21.0,0.8969459,#2727 chore(deps): bump undici from 5.18.0 to 5.21.0 (@dependabot[bot]),Bumps undici from 5.18.0 to 5.21.0. - Release notes - Commits  updated-dependencies: - dependency-name: undici   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
fix(deps): update dependency graphql-ws to v5.12.1,0.97657084,fix(deps): update dependency graphql-ws to v5.5.1 (1c6ae5b),,1
Merge pull request #2757 from nestjs/renovate/cimg-node-16.x,0.87632734,Merge pull request #1426 from nestjs/renovate/node-14.x (58e9ea6),chore(deps): update node.js to v16.20,1
test: remove redundant tests,0.5141028,test(): fix integration tests (69ec075),,0
chore(deps): update typescript-eslint monorepo to v5.57.1,0.98318386,chore(deps): update typescript-eslint monorepo to v3.5.0 (4774e7a),,1
chore(deps): update dependency release-it to v15.10.1,0.92580473,chore(deps): update dependency release-it to v14.5.0 (76a65a4),,1
chore(deps): update dependency ts-jest to v29.1.0,0.9605775,chore(deps): update dependency ts-jest to v26.1.1 (1938ac1),,1
chore(deps): update dependency release-it to v15.10.0,0.9277617,chore(deps): update dependency release-it to v14.10.0 (9c57d60),,1
chore(deps): update node.js to v16.20,0.9773584,chore(deps): update node.js to v16 (95a2264),,1
chore(deps): update dependency eslint to v8.37.0,0.97410697,chore(deps): update dependency eslint to v8.1.0 (b4f6f99),,1
chore(deps): update dependency @types/node to v18.15.11,0.9662341,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): update dependency @commitlint/cli to v17.5.1,0.9280703,chore(deps): update dependency @commitlint/cli to v13.2.1 (521d8e1),,1
chore(deps): update typescript-eslint monorepo to v5.57.0,0.98447645,chore(deps): update typescript-eslint monorepo to v3.5.0 (4774e7a),,1
feat(graphql): Allow ObjectType to inherit description,0.6632136,#2092 fix(graphql): support nested arrays when generating type defs (@kamilmysliwiec),,0
chore(deps): update dependency @types/node to v18.15.10,0.9618468,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency @types/node to v18.15.9,0.96425354,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): update dependency lerna to v6.6.1,0.8046584,#2869 chore(deps): update dependency lerna to v7.0.1 - autoclosed (@renovate[bot]),,1
chore(deps): update dependency @types/node to v18.15.8,0.9644441,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency release-it to v15.9.3,0.93282616,chore(deps): update dependency release-it to v13 (1a84d43),,1
chore(deps): update dependency @types/node to v18.15.7,0.9656724,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): update dependency prettier to v2.8.7,0.95645845,chore(deps): update dependency prettier to v2.2.1 (eaf8aac),,1
chore(deps): update dependency rimraf to v4.4.1,0.7978219,chore(deps): update dependency release-it to v14.4.0 (83436e2),,1
chore(deps): update dependency @types/node to v18.15.6,0.9629122,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency @commitlint/cli to v17.5.0,0.9261375,chore(deps): update dependency @commitlint/cli to v13.2.1 (521d8e1),,1
chore(deps): update dependency release-it to v15.9.1,0.9344543,chore(deps): update dependency release-it to v14.10.0 (9c57d60),,1
chore(deps): update dependency prettier to v2.8.6,0.95792925,chore(deps): update dependency prettier to v2.2.1 (eaf8aac),,1
chore(deps): update dependency fastify to v4.15.0,0.86313367,#2859 chore(deps): update dependency fastify to v4.18.0 (@renovate[bot]),,1
chore(deps): update dependency @types/node to v18.15.5,0.9619316,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): update dependency eslint-config-prettier to v8.8.0,0.9838718,chore(deps): update dependency eslint-config-prettier to v8.2.0 (80989c3),,1
chore(deps): update typescript-eslint monorepo to v5.56.0,0.98764133,chore(deps): update typescript-eslint monorepo to v5.1.0 (168e2da),,1
v11.0.4,0.88472354,v10.1.0,,1
fix(apollo): custom error foramtter should take original and formatted error,0.53710353,feat(@nestjs/graphql): base exception filter for apollo exceptions (422d392),,0
Merge pull request #2724 from roypeled/master,0.77932477,Merge pull request #850 from danielsantiago/master (e1caaa8),fix: metadata storage refactor caused a bug in field resolver,1
Merge pull request #2725 from nestjs/renovate/prettier-2.x,0.8688555,Merge pull request #686 from nestjs/renovate/eslint-config-prettier-6.x (1cfad42),chore(deps): update dependency prettier to v2.8.5,1
chore(deps): update dependency prettier to v2.8.5,0.95760363,chore(deps): update dependency prettier to v2.2.1 (eaf8aac),,1
fix: metadata storage refactor caused a bug in field resolver,0.92487454,#2724 fix: metadata storage refactor caused a bug in field resolver (@roypeled),When creating a field resolver with an input we reached a bad edge case where the fields array was fetched via reference instead of an immutable array. This caused artifacts appearing in the array and bad metadata appeared when trying to parse the schema. Returning a new array from the metadata instead of the reference for the existing array solves this issue,1
chore(deps): update dependency @types/jest to v29.5.0,0.96488756,chore(deps): update dependency @types/jest to v26 (5b9c918),,1
chore(deps): update dependency release-it to v15.9.0,0.9356042,chore(deps): update dependency release-it to v14.10.0 (9c57d60),,1
Merge pull request #2717 from nestjs/renovate/jest-monorepo,0.9810662,Merge pull request #1553 from nestjs/renovate/major-jest-monorepo (6e1013b),chore(deps): update dependency @types/jest to v29.4.4,1
Merge pull request #2706 from nestjs/renovate/ws-8.x,0.98685974,Merge pull request #1705 from nestjs/renovate/ws-8.x (fc5e747),fix(deps): update dependency ws to v8.13.0,1
chore(deps): update dependency @types/jest to v29.4.4,0.9686473,chore(deps): update dependency @types/jest to v26.0.20 (9d3d5ae),,1
chore(deps): update dependency @mercuriusjs/federation to v1.0.1,0.9023058,#2866 chore(deps): update dependency @mercuriusjs/federation to v2 (@renovate[bot]),,1
chore(deps): update dependency @types/jest to v29.4.2,0.967895,chore(deps): update dependency @types/jest to v26.0.20 (9d3d5ae),,1
chore(deps): update dependency @types/node to v18.15.3,0.96313804,chore(deps): update dependency @types/node to v16.11.8 (f3aa059),,1
chore(deps): update dependency @types/jest to v29.4.1,0.96677244,chore(deps): update dependency @types/jest to v26.0.20 (9d3d5ae),,1
chore(deps): update typescript-eslint monorepo to v5.55.0,0.9869034,chore(deps): update typescript-eslint monorepo to v5.1.0 (168e2da),,1
chore(deps): update dependency @types/node to v18.15.2,0.96433276,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): update dependency @types/node to v18.15.1,0.96365106,chore(deps): update dependency @types/node to v14.17.2 (66ba50c),,1
chore(deps): update dependency eslint to v8.36.0,0.97649753,chore(deps): update dependency eslint to v8.1.0 (b4f6f99),,1
fix(deps): update dependency ws to v8.13.0,0.93525827,fix(deps): update dependency ws to v8.3.0 (c0b9e94),,1
v11.0.3,0.88021535,v11.0.0 (2023-03-10),,1
Merge pull request #2705 from dariuszkuc/peer_deps,0.7128807,* Merge pull request #1670 from andreialecu/patch-2 (1f9404c),chore: update peer deps to @nestjs/graphql v11,1
chore: update peer deps to @nestjs/graphql v11,0.7015364,chore(deps): update dependency graphql-subscriptions to v2 (79c8b51),Update @nestjs/apollo and @nestjs/mercurius to declare @nestjs/graphql v11 as peer dep.,1
v11.0.2,0.88653684,v10.1.0,,1
fix(apollo): include original error (response) to avoid more breaking changes,0.55945677,fix(): fix incompatibility with apollo/subgraph@0.1.5 (60ee0d0),,0
v11.0.1,0.8939843,v10.1.0,,1
"fix(apollo): fix errors formatting, mapping from http errors",0.601815,#2245 fix(apollo): Update resolveReference location (@trevor-scheer),,0
v11.0.0,0.87971723,v11.0.0 (2023-03-10),,1
Merge pull request #2703 from nestjs/renovate/lint-staged-13.x,0.8887434,Merge pull request #1435 from nestjs/renovate/eslint-7.x (c8853a3),chore(deps): update dependency lint-staged to v13.2.0,1
Merge pull request #2701 from nestjs/renovate/apollo-graphql-packages,0.9902446,Merge pull request #1615 from nestjs/renovate/apollo-graphql-packages (f857911),chore(deps): update apollo graphql packages,1
chore(deps): update dependency lint-staged to v13.2.0,0.9715649,chore(deps): update dependency lint-staged to v12.0.3 (f20fe04),,1
test(mercurius): update sdl snapshot,0.48435315,fix(test): fix sorted schema snapshot (b4cf611),,0
chore(deps): update dependency mercurius-integration-testing to v8,0.7961978,#2797 chore(deps): update dependency mercurius to v13 (@renovate[bot]),,1
fix: downgrade to subgraph 2.2.3,0.73957396,fix(): fix incompatibility with apollo/subgraph@0.1.5 (60ee0d0),,1
chore(deps): update apollo graphql packages,0.9757163,chore(deps): update apollo graphql packages (83e6b3d),,1
Merge pull request #2693 from nestjs/renovate/nest-monorepo,0.989263,Merge pull request #784 from nestjs/renovate/nest-monorepo (61d174d),chore(deps): update nest monorepo to v9.3.9,1
