Index,Message,Description,Message Abstract,Description Abstract
16,Version Packages (#2322),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,Version Packages (#2322),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
17,Replace all references to the master branch with main,,Replace all references to the master branch with main,
18,Use onlyUpdatePeerDependentsWhenOutOfRange,,Use onlyUpdatePeerDependentsWhenOutOfRange,
19,Upgrade Changesets and some CI setups (#2321),,Upgrade Changesets and some CI setups (#2321),
20,Add changeset about exports field being added to the package.json manifests,,Add changeset about exports field being added to the package.json manifests,
21,exports field has been added to the package.json manifests (#2308),  add package entry points   Add package.json#exports to more packages and introduce import-condition-proxy.mjs where needed   Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,exports field has been added to the package.json manifests (#2308),add package entry points Add package.json#exports to more packages and introduce import-condition-proxy.mjs where needed Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com
22,"add missing export syntax for delay function, helloSaga, incrementAsync & watchIncrementAsync function generator because it's needed on the next step (testing section) of the tutorial (#2115)",,"add missing export syntax for delay function, helloSaga, incrementAsync & watchIncrementAsync function generator because it's needed on the next step (testing section) of the tutorial (#2115)",
23,Add not working on RN disclaimer to babel-plugin Readme (#2220),As per https://github.com/redux-saga/redux-saga/issues/1831,Add not working on RN disclaimer to babel-plugin Readme (#2220),As per link
24,Adds isAborted method and joiners array property to mock task (#2297),"  Adds isAborted and joiners to mock task   Refactors mock task internals to have status enum   Removes setRunning, ensures valid transitions, adds tests & updates docs   Adds more cancel & join tests for mock tasks   Re-adds setRunning with deprecation warning   Creates changeset ",Adds isAborted method and joiners array property to mock task (#2297),"Adds isAborted and joiners to mock task Refactors mock task internals to have status enum Removes setRunning, ensures valid transitions, adds tests & updates docs Adds more cancel & join tests for mock tasks Re-adds setRunning with deprecation warning Creates changeset"
25,Updates types to eliminate void-emitting channel pitfall (#2296),  Updates types to eliminate void-emitting channel pitfall   Creates changeset ,Updates types to eliminate void-emitting channel pitfall (#2296),Updates types to eliminate void-emitting channel pitfall Creates changeset
26,Adds return type parameter to Saga (#2295),,Adds return type parameter to Saga (#2295),
27,Clarify race behavior when one effect throws (#2234),"The explanation surrounding the example race() use didn't previously mention that if call(fetchUsers) rejects, that rejection reason is thrown by race.  Clarify what happens when a racing effect throws.",Clarify race behavior when one effect throws (#2234),"The explanation surrounding the example race() use didn't previously mention that if call(fetchUsers) rejects, that rejection reason is thrown by race.  Clarify what happens when a racing effect throws."
28,Add multicastChannel documentation (#2250),  fix heading for using channels to communicate between sagas   first step documenting multicastChannel ,Add multicastChannel documentation (#2250),fix heading for using channels to communicate between sagas first step documenting multicastChannel
29,Fixed an issue with arguments that exceed the maximum value for the internally-used setTimeout (#2293),,Fixed an issue with arguments that exceed the maximum value for the internally-used setTimeout (#2293),
30,Switch to alternative method for checking bundle sizes (#2292),  Remove bundlesize CI check and instead use compressed-size-action to check for bundle sizes   rm bundlesize   update yarn.lock ,Switch to alternative method for checking bundle sizes (#2292),Remove bundlesize CI check and instead use compressed-size-action to check for bundle sizes rm bundlesize update yarn.lock
31,Fixed a missing parenthesis in a doc (#2281),Add closing parenthesis,Fixed a missing parenthesis in a doc (#2281),Add closing parenthesis
32,Added mention about manual browser tab opening after compilation (#2275)," docs(BeginneruTutorial): manual browser tab opening  Added mention that tab will not open automatically, you need to open it manually  Update docs/introduction/BeginnerTutorial.md  Co-authored-by: Eric Bower me@erock.io Co-authored-by: Eric Bower me@erock.io",Added mention about manual browser tab opening after compilation (#2275),"docs(BeginneruTutorial): manual browser tab opening Added mention that tab will not open automatically, you need to open it manually Update docs/introduction/BeginnerTutorial.md Co-authored-by: Eric Bower me@erock.io Co-authored-by: Eric Bower me@erock.io"
33,Removed outdated link to an article that no longer exists (#2303),Tried to see if it had been hosted elsewhere but no luck.,Removed outdated link to an article that no longer exists (#2303),Tried to see if it had been hosted elsewhere but no luck.
34,Make Task interface generic (#2004),  Improve Task typing.   Default to the outer type param within Task interface   Add changeset   Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,Make Task interface generic (#2004),Improve Task typing. Default to the outer type param within Task interface Add changeset Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com
35,Inlined Redux Action type to fix compatibility with strict package managers (#2270),  Add redux as dependency of @redux-saga/types   Create silly-dogs-compete.md   Inline Action type   Update silly-dogs-compete.md   Action type is string   Update .changeset/silly-dogs-compete.md   Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,Inlined Redux Action type to fix compatibility with strict package managers (#2270),Add redux as dependency of @redux-saga/types Create silly-dogs-compete.md Inline Action type Update silly-dogs-compete.md Action type is string Update .changeset/silly-dogs-compete.md Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com
36,Ensure that tests do not run in parallel to workaround dtslint issues (#2282),,Ensure that tests do not run in parallel to workaround dtslint issues (#2282),
37,Update CI to use latest node versions and fix cps regression in TS@4.x (#2261),  update ci yml   update contributing guide   remove expectation thats failing tests   update bundlesize   dtslint failing because of concurrency issues   use new setup-node gh action   remove parallel from tests because dtslint tests are clobbering each other   fix cps type error when function provided doesn't have a cps callback function   remove conditional type for cps   Tweak types for cps   Require cps callback in all overloads   add pull request to github action   add changeset   upgrade dtslint   Update .changeset/itchy-worms-give.md   Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,Update CI to use latest node versions and fix cps regression in TS@4.x (#2261),update ci yml update contributing guide remove expectation thats failing tests update bundlesize dtslint failing because of concurrency issues use new setup-node gh action remove parallel from tests because dtslint tests are clobbering each other fix cps type error when function provided doesn't have a cps callback function remove conditional type for cps Tweak types for cps Require cps callback in all overloads add pull request to github action add changeset upgrade dtslint Update .changeset/itchy-worms-give.md Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com
38,STOP WAR IN UKRAINE (#2266),  Banner: stop war in ukraine   Revert formatting.   Revert automatic formatting.   Simplify styles a little bit   Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,STOP WAR IN UKRAINE (#2266),Banner: stop war in ukraine Revert formatting. Revert automatic formatting. Simplify styles a little bit Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com
39,Specify the file name to make changes in while following beginners tutorial (#2249),,Specify the file name to make changes in while following beginners tutorial (#2249),
40,Tweak how we link to the GoodUI in the Recipes doc,,Tweak how we link to the GoodUI in the Recipes doc,
41,Fixed broken image links in the README (#2233),,Fixed broken image links in the README (#2233),
42,Added Carbon Ads to sidebar,,Added Carbon Ads to sidebar,
43,Upgrade Docusaurus (#2228),,Upgrade Docusaurus (#2228),
44,Update localized READMEs (#1888),so that they can follow the following changes https://github.com/redux-saga/redux-saga/commit/89a11479a6ed953c522b57ef23b6e14758d64278#diff-04c6e90faac2675aa89e2176d2eec7d8 https://github.com/redux-saga/redux-saga/commit/1a3b846908a0a0501955deb92a5660700646b4e8#diff-04c6e90faac2675aa89e2176d2eec7d8,Update localized READMEs (#1888),so that they can follow the following changes link link
45,docs: fix broken links (#2194),,docs: fix broken links (#2194),
46,Fix rendering backers & sponsors on the site,,Fix rendering backers & sponsors on the site,
47,Fixed website links and images (#2170),  fix image and doc links   fix code blocks rendering without theme   make footer links open in same tab ,Fixed website links and images (#2170),fix image and doc links fix code blocks rendering without theme make footer links open in same tab
48,Remove some more GitBook leftovers,,Remove some more GitBook leftovers,
49,Merge pull request #2159 from acdvs/docusaurus,Move documentation to Docusaurus,Merge pull request #2159 from acdvs/docusaurus,Move documentation to Docusaurus
50,"Drop GitBook dependencies, create lockfile for the website",,"Drop GitBook dependencies, create lockfile for the website",
51,add /page.html to /page redirects,,add /page.html to /page redirects,
52,"fix ""edit this page"" links",,"fix ""edit this page"" links",
53,add CNAME that will be copied over on each deploy,,add CNAME that will be copied over on each deploy,
54,fix prism code light  theme,,fix prism code light  theme,
55,fix blockquote style,,fix blockquote style,
56,"move docs to root for compatibility, default to light theme",,"move docs to root for compatibility, default to light theme",
57,fix doc links,,fix doc links,
58,remove TOC from API doc,,remove TOC from API doc,
59,"remove unneeded docs, move API doc",,"remove unneeded docs, move API doc",
60,add home page example usage,,add home page example usage,
61,"add supporters, improve style and layout",,"add supporters, improve style and layout",
62,improve style,,improve style,
63,"replace some template content, begin restyle",,"replace some template content, begin restyle",
64,"add intro pages, add external links",,"add intro pages, add external links",
65,add home page with nav links,,add home page with nav links,
66,"simplify ""recipes"" path",,"simplify ""recipes"" path",
67,move docs to match old paths,,move docs to match old paths,
68,"initialize Docusaurus, set up existing docs",,"initialize Docusaurus, set up existing docs",
69,Fixed misspelled effectMiddlewares in the docs (#2143),,Fixed misspelled effectMiddlewares in the docs (#2143),
70,Fixed typo (#2136),,Fixed typo (#2136),
71,Fix grammar in RootSaga.md (#2134),,Fix grammar in RootSaga.md (#2134),
72,"Fix typo period(.) -> comma(,) (#2095)",,"Fix typo period(.) -> comma(,) (#2095)",
73,Wrap taken action types in quotes in the docs as referenced constants don't appear anywhere in the snippets (#2038),  Docs fix   Docs correction ,Wrap taken action types in quotes in the docs as referenced constants don't appear anywhere in the snippets (#2038),Docs fix Docs correction
74,Update URL to the redux documentation in the docs (#2086),,Update URL to the redux documentation in the docs (#2086),
75,Add warnings for invalid use of take effect (#2068),  Add warnings for invalid use of take effect   A little bit more descriptive changeset   Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com,Add warnings for invalid use of take effect (#2068),Add warnings for invalid use of take effect A little bit more descriptive changeset Co-authored-by: Mateusz Burzyński mateuszburzynski@gmail.com
76,Fix typo middlware -> middleware. (#2066),,Fix typo middlware -> middleware. (#2066),
77,Merge pull request #1991 from superburrito/docs/redux-saga-in-chat-apps,Add chat article to external resources list,Merge pull request #1991 from superburrito/docs/redux-saga-in-chat-apps,Add chat article to external resources list
78,Merge pull request #2017 from manonthemat/docs,markdown change,Merge pull request #2017 from manonthemat/docs,markdown change
79,Merge pull request #2039 from smilealdway/patch-1,Removed --save option from npm install,Merge pull request #2039 from smilealdway/patch-1,Removed --save option from npm install
80,Add the reference link to issue#570 in rootSaga section (#2044),,Add the reference link to issue#570 in rootSaga section (#2044),
81,Removed --save option from npm install,As of npm 5 and in latest npm/cli save is a default option. One may use --no-save to skip saving to package.json,Removed --save option from npm install,As of npm 5 and in latest npm/cli save is a default option. One may use --no-save to skip saving to package.json
82,Fix wrong URLs to dispatch API (#2036),,Fix wrong URLs to dispatch API (#2036),
83,Update API reference with correct links to Redux docs (#2027),"Fix links for ""dispatch"" to a proper page: https://redux.js.org/api/store/#dispatchaction, the previous one leaded to 404.",Update API reference with correct links to Redux docs (#2027),"Fix links for ""dispatch"" to a proper page: link, the previous one leaded to 404."
84,removed semi-colons from code blocks in Tutorial,to be in line with rest of code,removed semi-colons from code blocks in Tutorial,to be in line with rest of code
85,Fix funding.url in redux-saga package.json (#2010),xstate was listed as the opencollective url - this should be https://opencollective.com/redux-saga instead.,Fix funding.url in redux-saga package.json (#2010),xstate was listed as the opencollective url - this should be link instead.
86,Add import statement in effects example (#2001),,Add import statement in effects example (#2001),
87,fix typos in documentation (#1992),,fix typos in documentation (#1992),
88,Add chat article to external resources list,,Add chat article to external resources list,
89,Add funding information,,Add funding information,
90,v1.1.3,,v1.1.3,
91,Apply fix for TS@3.7 duplicated identifiers in TS@>=3.6 typings,,Apply fix for TS@3.7 duplicated identifiers in TS@>=3.6 typings,
92,v1.1.2,,v1.1.2,
93,Add Square Logo (#1957),  Add square logo   Update logo readme   Resize logo in the readme   Fix alt text in Readme   Resize image to reach the edges for uniformity in logo designs   Use alternative square logo design ,Add Square Logo (#1957),Add square logo Update logo readme Resize logo in the readme Fix alt text in Readme Resize image to reach the edges for uniformity in logo designs Use alternative square logo design
94,Added license section to the README (#1959),,Added license section to the README (#1959),
95,Switch to node@12 for release workflow,,Switch to node@12 for release workflow,
96,Remove explicit installation of yarn on CI - as it is available by default when using actions/setup-node,,Remove explicit installation of yarn on CI - as it is available by default when using actions/setup-node,
97,Upgrade node action input name to node-version,,Upgrade node action input name to node-version,
98,Use yarn to run prerelease script,,Use yarn to run prerelease script,
99,Update @changesets/cli,,Update @changesets/cli,
100,Use changesets (#1954),,Use changesets (#1954),
101,Use GitHub actions as CI (#1952),,Use GitHub actions as CI (#1952),
102,Use yarn to run npm scripts,,Use yarn to run npm scripts,
103,Remove unused rollup-plugin-uglify from devDeps,,Remove unused rollup-plugin-uglify from devDeps,
104,Remove postinstall script,,Remove postinstall script,
105,Remove explicit usage of @babel/plugin-proposal-object-rest-spread (it's handled by @babel/preset-env automatically),,Remove explicit usage of @babel/plugin-proposal-object-rest-spread (it's handled by @babel/preset-env automatically),
106,Upgrade some devDeps (mainly Babel-related),,Upgrade some devDeps (mainly Babel-related),
107,Fix swapped words (#1948),,Fix swapped words (#1948),
108,Add dev mode error for forking an effect creator (#1947),  Add dev mode error for fork   Fix test ,Add dev mode error for forking an effect creator (#1947),Add dev mode error for fork Fix test
109,v1.1.1,,v1.1.1,
110,v1.1.1-alpha.0,,v1.1.1-alpha.0,
111,Fix types resolution for effects,,Fix types resolution for effects,
112,v1.1.0,,v1.1.0,
113,Upgrade most devDeps,,Upgrade most devDeps,
114,Update some transitive dev dependencies,,Update some transitive dev dependencies,
115,Upgrade TS (dev dep),,Upgrade TS (dev dep),
116,Remove typings-tester,,Remove typings-tester,
117,Fix grammar (#1926),,Fix grammar (#1926),
118,Merge pull request #1892 from gilbsgilbs/generator-return-types,Leverage TS 3.6 generator return types for Saga Iterators.,Merge pull request #1892 from gilbsgilbs/generator-return-types,Leverage TS 3.6 generator return types for Saga Iterators.
119,Remove old typescript tests.,Also removed files that should have remained untracked and that have confused dtslint.,Remove old typescript tests.,Also removed files that should have remained untracked and that have confused dtslint.
120,Migrate to dtslint and more types improvements.,,Migrate to dtslint and more types improvements.,
121,Merge branch 'master' into generator-return-types,,Merge branch 'master' into generator-return-types,
122,Merge pull request #1922 from superburrito/issues/1921,Reword api docs for PUT,Merge pull request #1922 from superburrito/issues/1921,Reword api docs for PUT
123,Edit phrasing to account for scheduling,,Edit phrasing to account for scheduling,
124,Reword api docs for PUT,,Reword api docs for PUT,
125,Merge pull request #1920 from slorber/patch-1,"doc: takeLatest: ""spawns"" => ""forks""",Merge pull request #1920 from slorber/patch-1,"doc: takeLatest: ""spawns"" => ""forks"""
126,Update README.md,,Update README.md,
127,Merge pull request #1915 from sultanassi95/patch-1,Fix grammar mistake in docs,Merge pull request #1915 from sultanassi95/patch-1,Fix grammar mistake in docs
128,FIX Vocab.,,FIX Vocab.,
129,Merge pull request #1906 from scastiel/patch-1,Add an article to external resources,Merge pull request #1906 from scastiel/patch-1,Add an article to external resources
130,Merge pull request #1909 from gabormagyari/master,do not attach cancel functions on noop,Merge pull request #1909 from gabormagyari/master,do not attach cancel functions on noop
131,do not attach cancel functions on noop,,do not attach cancel functions on noop,
132,Add an article to external resources,Hi! I wrote an article about Redux-Saga on my blog. The idea is to understand it better by reimplementing it in a minimalistic way. I thought it could help some other developers.,Add an article to external resources,Hi! I wrote an article about Redux-Saga on my blog. The idea is to understand it better by reimplementing it in a minimalistic way. I thought it could help some other developers.
133,Use typesVersions to keep backwards compatibility with TS<3.6,,Use typesVersions to keep backwards compatibility with TS<3.6,
134,Set SagaIterator TNext type to any.,See https://github.com/redux-saga/redux-saga/pull/1892#discussion_r304728796,Set SagaIterator TNext type to any.,See link
135,Fix return type of the delay effect.,,Fix return type of the delay effect.,
136,Update to TS 3.6.,,Update to TS 3.6.,
137,Leverage TS 3.6 generator return types for Saga Iterators., Add a generic return type to SagaIterator Update effect types to set the proper return type Improve type inference for CombinatorEffect,Leverage TS 3.6 generator return types for Saga Iterators.,Add a generic return type to SagaIterator Update effect types to set the proper return type Improve type inference for CombinatorEffect
138,v1.0.5,,v1.0.5,
139,Build dedicated effects UMD bundles,,Build dedicated effects UMD bundles,
140,v1.0.4,,v1.0.4,
141,Build unminified ES-browser build too,,Build unminified ES-browser build too,
142,Merge pull request #1875 from ethan-marsh/root-saga-patterns-docs,Update Root Saga Patterns docs,Merge pull request #1875 from ethan-marsh/root-saga-patterns-docs,Update Root Saga Patterns docs
143,Update Root Saga Patterns docs,,Update Root Saga Patterns docs,
144,v1.0.3,,v1.0.3,
145,Merge pull request #1837 from bugtype/master,Add html-webpack-plugin module in package.json,Merge pull request #1837 from bugtype/master,Add html-webpack-plugin module in package.json
146,Merge pull request #1836 from gingerrific/gingerrific-docs,Update pronoun usage in FutureActions.md,Merge pull request #1836 from gingerrific/gingerrific-docs,Update pronoun usage in FutureActions.md
147,Merge pull request #1852 from mhxbe/bugfix/1848-fix-unpkg-links,1848 Fix broken unpkg links for redux-saga,Merge pull request #1852 from mhxbe/bugfix/1848-fix-unpkg-links,1848 Fix broken unpkg links for redux-saga
148,Merge pull request #1855 from guillaumewuip/update-HelpWorkerParameters-without-action,Update HelperWorkerParameters to match saga that don't use action,Merge pull request #1855 from guillaumewuip/update-HelpWorkerParameters-without-action,Update HelperWorkerParameters to match saga that don't use action
149,Merge pull request #1865 from sanjaypojo/patch-1,Fix error in docs: rootSaga pattern code example,Merge pull request #1865 from sanjaypojo/patch-1,Fix error in docs: rootSaga pattern code example
150,Fix error in rootSaga pattern code example,The array of sagas needs to be passed to an all which is missing,Fix error in rootSaga pattern code example,The array of sagas needs to be passed to an all which is missing
151,Update HelperWorkerParameters to match saga that don't use action,,Update HelperWorkerParameters to match saga that don't use action,
152,1848 Fix broken unpkg links for redux-saga,,1848 Fix broken unpkg links for redux-saga,
153,Merge pull request #1823 from antododo/patch-1,Remove unnecessary exports in Beginner Tutorial's code snippet,Merge pull request #1823 from antododo/patch-1,Remove unnecessary exports in Beginner Tutorial's code snippet
154,Add html-webpack-plugin module in package.json,,Add html-webpack-plugin module in package.json,
155,Update pronoun usage in FutureActions.md,switch his to their,Update pronoun usage in FutureActions.md,switch his to their
156,Merge pull request #1824 from ishitatsuyuki/book-lang,Book: specify language,Merge pull request #1824 from ishitatsuyuki/book-lang,Book: specify language
157,Merge pull request #1833 from Fs00/master,Fix and improve debounce code example in API reference,Merge pull request #1833 from Fs00/master,Fix and improve debounce code example in API reference
158,Fix and improve debounce code example in API docs,,Fix and improve debounce code example in API docs,
159,Book: specify language,,Book: specify language,
160,remove unnecessary exports after refactoring,"when we refactor, we only need to export the rootSaga and not incrementAsync() & watchIncrementAsync().",remove unnecessary exports after refactoring,"when we refactor, we only need to export the rootSaga and not incrementAsync() & watchIncrementAsync()."
161,Merge pull request #1809 from nathan-lapinski/add-cancel-to-creatMockTask,Add cancel function to the object returned by createMockTask,Merge pull request #1809 from nathan-lapinski/add-cancel-to-creatMockTask,Add cancel function to the object returned by createMockTask
162,Add cancel function to the object returned by createMockTask,,Add cancel function to the object returned by createMockTask,
163,Merge pull request #1803 from redux-saga/fix-put-test,Fix one of the tests for put effect.,Merge pull request #1803 from redux-saga/fix-put-test,Fix one of the tests for put effect.
164,Fix one of the tests for put effect.,,Fix one of the tests for put effect.,
165,Merge pull request #1801 from redux-saga/use-yarn,Use yarn and its workspaces,Merge pull request #1801 from redux-saga/use-yarn,Use yarn and its workspaces
166,Use yarn and its workspaces,,Use yarn and its workspaces,
167,Fix saga monitor imports in real world example,,Fix saga monitor imports in real world example,
168,v1.0.2,,v1.0.2,
169,Merge pull request #1785 from cucumber-ltd/prevent-cancellation-of-ended-tasks-on-join,Prevent cancellation of ended joined tasks,Merge pull request #1785 from cucumber-ltd/prevent-cancellation-of-ended-tasks-on-join,Prevent cancellation of ended joined tasks
170,Merge branch 'add-codesanbox-examples',,Merge branch 'add-codesanbox-examples',
171,Convert sagaMonitor example to simple-saga-monitor package,,Convert sagaMonitor example to simple-saga-monitor package,
172,lerna --parallel ignores build order,,lerna --parallel ignores build order,
173,use saga monitor in real-world,,use saga monitor in real-world,
174,build saga monitor,,build saga monitor,
175,import monitor directly;,,import monitor directly;,
176,add saga=monitor for dev,,add saga=monitor for dev,
177,examples: support codesandbox integration,,examples: support codesandbox integration,
178,Merge branch 'dont-stringify-args',,Merge branch 'dont-stringify-args',
179,"Bring back including correct numbers in validation error for call(delay, ms)",,"Bring back including correct numbers in validation error for call(delay, ms)",
180,Dont ignore scripts while bootstrapping - should be less confusing when people try to run examples in freshly cloned & installed repo,,Dont ignore scripts while bootstrapping - should be less confusing when people try to run examples in freshly cloned & installed repo,
181,Update babel plugin snapshots,,Update babel plugin snapshots,
182,Merge pull request #1745 from redux-saga/babel-plugin-issue-1742,Babel-plugin dont handle empty location,Merge pull request #1745 from redux-saga/babel-plugin-issue-1742,Babel-plugin dont handle empty location
183,Merge pull request #1795 from aikoven/fix-take-typings,typings: fix take typings for array of heterogeneous action creators,Merge pull request #1795 from aikoven/fix-take-typings,typings: fix take typings for array of heterogeneous action creators
184,Fix take typings for array of heterogeneous action creators,,Fix take typings for array of heterogeneous action creators,
185,Don't stringify args[0] in checks of io.call().,,Don't stringify args[0] in checks of io.call().,
186,Prevent cancellation of ended joined tasks,"Cancelling a join task caused all nested forked tasks to be cancelled as well, regardless of their status. This means an finished/ended forked task was cancelled unnecessarily. Because the joiners property is changed from an array to null when the task is ended, the subsequent cancellation that tries to remove the joiner from joiners caused a Cannot read property 'indexOf' of null error. We added a guard in the cancel callback that ensures the task is running. We wonder if the joiners property should be reset to [] instead of null. It's another way of fixing this issue.",Prevent cancellation of ended joined tasks,"Cancelling a join task caused all nested forked tasks to be cancelled as well, regardless of their status. This means an finished/ended forked task was cancelled unnecessarily. Because the joiners property is changed from an array to null when the task is ended, the subsequent cancellation that tries to remove the joiner from joiners caused a Cannot read property 'indexOf' of null error. We added a guard in the cancel callback that ensures the task is running. We wonder if the joiners property should be reset to [] instead of null. It's another way of fixing this issue."
187,Fix typo in api docs (#1780),,Fix typo in api docs (#1780),
188,Merge pull request #1777 from drfloob/patch-1,fix link in API docs,Merge pull request #1777 from drfloob/patch-1,fix link in API docs
189,fix link in API docs,race(effects) link pointed at #alleffects.,fix link in API docs,race(effects) link pointed at #alleffects.
190,Merge pull request #1774 from NickHeiner/patch-1,Minor grammar fixes to docs.,Merge pull request #1774 from NickHeiner/patch-1,Minor grammar fixes to docs.
191,Minor grammar fixes to docs.,,Minor grammar fixes to docs.,
192,Merge pull request #1773 from bwyap/fix-testing-docs-example,fix: import in testing code example,Merge pull request #1773 from bwyap/fix-testing-docs-example,fix: import in testing code example
193,fix: import in testing code example,,fix: import in testing code example,
194,Merge pull request #1772 from 37108/fix-japanese-readme,updated README_ja.md based on 1cfd88d,Merge pull request #1772 from 37108/fix-japanese-readme,updated README_ja.md based on 1cfd88d
195,updated README_ja.md,,updated README_ja.md,
196,update advanced testing doc to use runSaga toPromise function (#1771),,update advanced testing doc to use runSaga toPromise function (#1771),
197,Merge pull request #1769 from aikoven/action-pattern-inference,typings: better inference of action types from action pattern,Merge pull request #1769 from aikoven/action-pattern-inference,typings: better inference of action types from action pattern
198,Better inference of action types from action pattern,,Better inference of action types from action pattern,
199,v1.0.1,,v1.0.1,
200,Fix lerna alias in testing-utils,,Fix lerna alias in testing-utils,
201,Wrap leftover validation in take creator in env check,,Wrap leftover validation in take creator in env check,
202,Merge branch 'is-redux-action',Conflicts: packages/is/index.d.ts,Merge branch 'is-redux-action',Conflicts: packages/is/index.d.ts
203,Tweak is.sagaAction typing,,Tweak is.sagaAction typing,
204,Dont use is.sagaAction in core (saves 20b),,Dont use is.sagaAction in core (saves 20b),
205,Update babel-plugin-annotate-pure-calls,,Update babel-plugin-annotate-pure-calls,
206,Merge pull request #1758 from redux-saga/fix-endless-loop,Fix endless loop while createTaskIterator gets a function that return…,Merge pull request #1758 from redux-saga/fix-endless-loop,Fix endless loop while createTaskIterator gets a function that return…
207,Add a test case that checks whether fork properly handle promises that resolves undefined,,Add a test case that checks whether fork properly handle promises that resolves undefined,
208,Merge pull request #1759 from Dai7Igarashi/igarashi/fix-saga,Bug Fixed ValidEffect in @redux-saga/types,Merge pull request #1759 from Dai7Igarashi/igarashi/fix-saga,Bug Fixed ValidEffect in @redux-saga/types
209,Change ValidEffect to Effect in @redux-saga/types,,Change ValidEffect to Effect in @redux-saga/types,
210,"Revert ""Fixed ValidEffect in @redux-saga/types""",This reverts commit 3fb93db592cb3be7c11c60299acebfe38ddb2174.,"Revert ""Fixed ValidEffect in @redux-saga/types""",This reverts commit 3fb93db592cb3be7c11c60299acebfe38ddb2174.
211,Fixed ValidEffect in @redux-saga/types,,Fixed ValidEffect in @redux-saga/types,
212,Fix endless loop while createTaskIterator gets a function that returns a Promise resolved with undefined.,,Fix endless loop while createTaskIterator gets a function that returns a Promise resolved with undefined.,
213,Merge pull request #1754 from teamable-software/bugfix-1753-call-first-arg-symbol,Fixes #1753 issue when the first arg of call effect's function is a Symbol,Merge pull request #1754 from teamable-software/bugfix-1753-call-first-arg-symbol,Fixes #1753 issue when the first arg of call effect's function is a Symbol
