Index,Message,Description,Message Abstract,Description Abstract
68,chore(deps-dev): bump webpack-cli from 5.0.2 to 5.1.0,Bumps webpack-cli from 5.0.2 to 5.1.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: webpack-cli   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump webpack-cli from 5.0.2 to 5.1.0,Bumps webpack-cli from 5.0.2 to 5.1.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: webpack-cli   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
69,chore: update package.json description,1) Added ECMAScript to the list of modules packed 2) Fixed grammar,chore: update package.json description,1) Added ECMAScript to the list of modules packed 2) Fixed grammar
70,add test,,add test,
71,use prefix,,use prefix,
72,fix: failed with debug hash,,fix: failed with debug hash,
73,fix: logic for false,,fix: logic for false,
74,fix: use rel modulepreload for esm modules,,fix: use rel modulepreload for esm modules,
75,Merge pull request #17136 from webpack/thelarkinn/refactor-module-types,refactor(types): Improve module type strictness for Module.prototype.type expand ModuleTypeConstants,Merge pull request #17136 from webpack/thelarkinn/refactor-module-types,refactor(types): Improve module type strictness for Module.prototype.type expand ModuleTypeConstants
76,test: fix,,test: fix,
77,test: fix,,test: fix,
78,test: added,,test: added,
79,fix: crash with importModule when CSS enabled,,fix: crash with importModule when CSS enabled,
80,fix import ordering,,fix import ordering,
81,remove testing code,,remove testing code,
82,Initial take,,Initial take,
83,fix: nesting,,fix: nesting,
84,fix: reset modeData in nested,,fix: reset modeData in nested,
85,test: more,,test: more,
86,test: more,,test: more,
87,refactor: more,,refactor: more,
88,fix: more bugs,,fix: more bugs,
89,refactor: code,,refactor: code,
90,fix: more bugs with nesting,,fix: more bugs with nesting,
91,test: fix again,,test: fix again,
92,test: fix,,test: fix,
93,test: fix,,test: fix,
94,fix: regression with url inside at-rules,,fix: regression with url inside at-rules,
95,test: pure,,test: pure,
96,refactor: code,,refactor: code,
97,refactor: code,,refactor: code,
98,fix: handle var() function in at-rules,,fix: handle var() function in at-rules,
99,yarn fix,,yarn fix,
100,document deserialize empty string type for module.type,,document deserialize empty string type for module.type,
101,revert readable id change in ConsumeSharedModule,,revert readable id change in ConsumeSharedModule,
102,refactor: logic,,refactor: logic,
103,refactor(types): Improve module type strictness and refactor module type string usages in module subclasses,,refactor(types): Improve module type strictness and refactor module type string usages in module subclasses,
104,fix: avoid extra space,,fix: avoid extra space,
105,fix: handle nested syntax,,fix: handle nested syntax,
106,test: more,,test: more,
107,refactor: prepare,,refactor: prepare,
108,refactor: more types,,refactor: more types,
109,fix: bug wrong dependency position,,fix: bug wrong dependency position,
110,fix: bug with animation rename,,fix: bug with animation rename,
111,fix: bug with nested indentifier,,fix: bug with nested indentifier,
112,test: more,,test: more,
113,refactor: logic,,refactor: logic,
114,fix: logic,,fix: logic,
115,refactor: logic,,refactor: logic,
116,refactor: logic,,refactor: logic,
117,refactor: types and better name,,refactor: types and better name,
118,refactor: put id and class together,,refactor: put id and class together,
119,fix: do not reset mode after semicolon,,fix: do not reset mode after semicolon,
120,fix: improve error message,,fix: improve error message,
121,fix: bug with container and unknown at-rules,,fix: bug with container and unknown at-rules,
122,fix: bug,,fix: bug,
123,fix: bug,,fix: bug,
124,fix: perf,,fix: perf,
125,test: more,,test: more,
126,test: more,,test: more,
127,fix: avoid extra check,,fix: avoid extra check,
128,refactor: remove nothing code,,refactor: remove nothing code,
129,test: nested CSS,,test: nested CSS,
130,test: more,,test: more,
131,fix: handle @property,,fix: handle @property,
132,fix: handle @layer,,fix: handle @layer,
133,5.82.0,,5.82.0,
134,Merge pull request #17118 from webpack/fix-do-not-parse-broken-import,fix: any @import rules must precede all other rules,Merge pull request #17118 from webpack/fix-do-not-parse-broken-import,fix: any @import rules must precede all other rules
135,Merge pull request #16990 from Zlatkovsky/zlatkovsky/trusted-types-options,"Allow specifying ""onPolicyCreationFailure"" mode for trusted types",Merge pull request #16990 from Zlatkovsky/zlatkovsky/trusted-types-options,"Allow specifying ""onPolicyCreationFailure"" mode for trusted types"
136,Merge pull request #17115 from webpack/fix-css-nested-output,fix: respect media/supports/layer from parent CSS module,Merge pull request #17115 from webpack/fix-css-nested-output,fix: respect media/supports/layer from parent CSS module
137,Merge pull request #17107 from webpack/some-types,refactor(type): small improve,Merge pull request #17107 from webpack/some-types,refactor(type): small improve
138,Merge pull request #17116 from webpack/fix-hash-in-url,fix: handle #hash URL as external,Merge pull request #17116 from webpack/fix-hash-in-url,fix: handle #hash URL as external
139,Merge pull request #16945 from snitin315/feat/url-deps-mf,feat: add URL dependencies support to consume shared module via module federation,Merge pull request #16945 from snitin315/feat/url-deps-mf,feat: add URL dependencies support to consume shared module via module federation
140,Merge remote-tracking branch 'origin/main' into zlatkovsky/trusted-types-options,,Merge remote-tracking branch 'origin/main' into zlatkovsky/trusted-types-options,
141,Merge pull request #17113 from burhanuday/feat/update-types-extends,feat: update webpack types to support extends property in webpack,Merge pull request #17113 from burhanuday/feat/update-types-extends,feat: update webpack types to support extends property in webpack
142,"Updated ""Defaults.unittest.js""",,"Updated ""Defaults.unittest.js""",
143,Add option to continue on trusted-types policy-creation failure,"Webpack already allows for specifying a trusted-types policy name. However, its current implementation is such that if a call to trustedTypes.createPolicy fails, the code will immediately stop executing. This isn't necessarily desirable, as an application could be in the early phases of rolling out trusted types, and thus have the CSP rule for trusted-types LibraryA LibraryB etc, BUT have require-trusted-types-for 'script' be in ""report only"" mode (Content-Security-Policy-Report-Only). In such a configuration, and when the webpacked code is dynamically-loaded into an application, adding the policy name to the webpack config will break old versions. This PR keeps the original behavior, but introduces a new option for onPolicyCreationFailure: ""continue"" | ""stop"" (with ""stop"" remaining the default). If a developer chooses the ""continue"" option, the policy-creation will be wrapped in a try/catch. There is no security risk to this, since for host applications that DO have strict enforcement of trusted-types, the code will simply fail when the dangerous sink is used (e.g., when doing parseFromString). And likewise, wrapping in try/catch and doing nothing on catch is OK, because the code already deals with the possibility of the trustedTypes API not being available on the browser.",Add option to continue on trusted-types policy-creation failure,"Webpack already allows for specifying a trusted-types policy name. However, its current implementation is such that if a call to trustedTypes.createPolicy fails, the code will immediately stop executing. This isn't necessarily desirable, as an application could be in the early phases of rolling out trusted types, and thus have the CSP rule for trusted-types LibraryA LibraryB etc, BUT have require-trusted-types-for 'script' be in ""report only"" mode (Content-Security-Policy-Report-Only). In such a configuration, and when the webpacked code is dynamically-loaded into an application, adding the policy name to the webpack config will break old versions. This PR keeps the original behavior, but introduces a new option for onPolicyCreationFailure: ""continue"" | ""stop"" (with ""stop"" remaining the default). If a developer chooses the ""continue"" option, the policy-creation will be wrapped in a try/catch. There is no security risk to this, since for host applications that DO have strict enforcement of trusted-types, the code will simply fail when the dangerous sink is used (e.g., when doing parseFromString). And likewise, wrapping in try/catch and doing nothing on catch is OK, because the code already deals with the possibility of the trustedTypes API not being available on the browser."
144,test: more,,test: more,
145,test: fix,,test: fix,
146,fix: do not handle keyframes in global mode,,fix: do not handle keyframes in global mode,
147,chore: fix lint,,chore: fix lint,
148,test: update,,test: update,
149,chore: update types,,chore: update types,
150,Merge pull request #17111 from webpack/dependabot/npm_and_yarn/date-fns-2.30.0,chore(deps-dev): bump date-fns from 2.29.3 to 2.30.0,Merge pull request #17111 from webpack/dependabot/npm_and_yarn/date-fns-2.30.0,chore(deps-dev): bump date-fns from 2.29.3 to 2.30.0
151,fix: error resistence for other errors,,fix: error resistence for other errors,
152,test: update more snapshots,,test: update more snapshots,
153,fix: linting error in extends item definition,,fix: linting error in extends item definition,
154,test: update test snapshots,,test: update test snapshots,
155,fix: error resistence for broken keyframes,,fix: error resistence for broken keyframes,
156,fix: do not handle @namespace,,fix: do not handle @namespace,
157,fix: do not handle @import after rule,,fix: do not handle @import after rule,
158,fix: handle #hash URL as external,,fix: handle #hash URL as external,
159,test: update snapshots,,test: update snapshots,
160,fix: avoid extra inheritance,,fix: avoid extra inheritance,
161,fix: respect inherit for CSS modules,,fix: respect inherit for CSS modules,
162,Merge pull request #17106 from webpack/ignore-unstable-coverage,refactor: ignore unstable coverage,Merge pull request #17106 from webpack/ignore-unstable-coverage,refactor: ignore unstable coverage
163,test: add cases to consume sharded modules when specified in uppercase,,test: add cases to consume sharded modules when specified in uppercase,
164,refactor: fix type,,refactor: fix type,
165,feat: make RexExps case-insensitive,,feat: make RexExps case-insensitive,
166,Merge pull request #17112 from webpack/dependabot/npm_and_yarn/types/node-18.16.3,chore(deps-dev): bump @types/node from 18.16.2 to 18.16.3,Merge pull request #17112 from webpack/dependabot/npm_and_yarn/types/node-18.16.3,chore(deps-dev): bump @types/node from 18.16.2 to 18.16.3
167,Merge pull request #17109 from webpack/dependabot/npm_and_yarn/assemblyscript-0.27.5,chore(deps-dev): bump assemblyscript from 0.27.4 to 0.27.5,Merge pull request #17109 from webpack/dependabot/npm_and_yarn/assemblyscript-0.27.5,chore(deps-dev): bump assemblyscript from 0.27.4 to 0.27.5
168,fix: paths,,fix: paths,
169,"Revert ""fix: extends ref should point to correct item""",This reverts commit 02201ea1cbbb3d14e63848c06f342f9d83f58e2b.,"Revert ""fix: extends ref should point to correct item""",This reverts commit 02201ea1cbbb3d14e63848c06f342f9d83f58e2b.
170,fix: extends ref should point to correct item,,fix: extends ref should point to correct item,
171,feat: update webpack types to support extends property in webpack config file,,feat: update webpack types to support extends property in webpack config file,
172,chore(deps-dev): bump @types/node from 18.16.2 to 18.16.3,"Bumps @types/node from 18.16.2 to 18.16.3. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @types/node from 18.16.2 to 18.16.3,"Bumps @types/node from 18.16.2 to 18.16.3. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
173,chore(deps-dev): bump date-fns from 2.29.3 to 2.30.0,Bumps date-fns from 2.29.3 to 2.30.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: date-fns   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump date-fns from 2.29.3 to 2.30.0,Bumps date-fns from 2.29.3 to 2.30.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: date-fns   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
174,chore(deps-dev): bump assemblyscript from 0.27.4 to 0.27.5,Bumps assemblyscript from 0.27.4 to 0.27.5. - Release notes - Commits  updated-dependencies: - dependency-name: assemblyscript   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump assemblyscript from 0.27.4 to 0.27.5,Bumps assemblyscript from 0.27.4 to 0.27.5. - Release notes - Commits updated-dependencies: - dependency-name: assemblyscript   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
175,refactor: fix type,,refactor: fix type,
176,refactor: more ignore,,refactor: more ignore,
177,refactor(type): small improve,,refactor(type): small improve,
178,Merge pull request #17064 from webpack/dependabot/npm_and_yarn/assemblyscript-0.27.4,chore(deps-dev): bump assemblyscript from 0.27.3 to 0.27.4,Merge pull request #17064 from webpack/dependabot/npm_and_yarn/assemblyscript-0.27.4,chore(deps-dev): bump assemblyscript from 0.27.3 to 0.27.4
179,Merge pull request #17052 from webpack/dependabot/npm_and_yarn/eslint-8.39.0,chore(deps-dev): bump eslint from 8.38.0 to 8.39.0,Merge pull request #17052 from webpack/dependabot/npm_and_yarn/eslint-8.39.0,chore(deps-dev): bump eslint from 8.38.0 to 8.39.0
180,Merge pull request #17075 from webpack/dependabot/npm_and_yarn/lint-staged-13.2.2,chore(deps-dev): bump lint-staged from 13.2.1 to 13.2.2,Merge pull request #17075 from webpack/dependabot/npm_and_yarn/lint-staged-13.2.2,chore(deps-dev): bump lint-staged from 13.2.1 to 13.2.2
181,chore: ignore unstable coverage,,chore: ignore unstable coverage,
182,Merge pull request #17089 from webpack/fix-css-external,test: externals imports at top,Merge pull request #17089 from webpack/fix-css-external,test: externals imports at top
183,test: update,,test: update,
184,Merge pull request #17097 from webpack/refactor-types-css,refactor(type): css,Merge pull request #17097 from webpack/refactor-types-css,refactor(type): css
185,Merge pull request #17096 from webpack/thelarkinn/types-bee,refactor(types): Increase type coverage & docs for BasicEvaluatedExpression,Merge pull request #17096 from webpack/thelarkinn/types-bee,refactor(types): Increase type coverage & docs for BasicEvaluatedExpression
186,Merge pull request #17095 from webpack/fix-more-types,refactor(types): more types for JSON type,Merge pull request #17095 from webpack/fix-more-types,refactor(types): more types for JSON type
187,refactor(types): more types,,refactor(types): more types,
188,refactor(types): Increase type coverage & docs for B.E.E,,refactor(types): Increase type coverage & docs for B.E.E,
189,refactor(types): more types,,refactor(types): more types,
190,Merge pull request #17094 from webpack/thelarkinn/doc-js-parser-1,refactor(types): Improve types coverage & docs for js parser,Merge pull request #17094 from webpack/thelarkinn/doc-js-parser-1,refactor(types): Improve types coverage & docs for js parser
191,refactor(types): more types,,refactor(types): more types,
192,refactor(types): some more types,,refactor(types): some more types,
193,add new type updates supporting the new type coverage in parser,,add new type updates supporting the new type coverage in parser,
194,feat: more types for JSON type,,feat: more types for JSON type,
195,refactor(types): Improve types coverage & docs for js parser,,refactor(types): Improve types coverage & docs for js parser,
196,Merge pull request #17088 from webpack/feat-allow-cli-to-be-esm,feat: allow CLI to be ESM,Merge pull request #17088 from webpack/feat-allow-cli-to-be-esm,feat: allow CLI to be ESM
197,test: externals imports at top,,test: externals imports at top,
198,feat: allow CLI to be ESM,,feat: allow CLI to be ESM,
199,Merge pull request #17084 from webpack/dependabot/npm_and_yarn/types/node-18.16.2,chore(deps-dev): bump @types/node from 18.15.13 to 18.16.2,Merge pull request #17084 from webpack/dependabot/npm_and_yarn/types/node-18.16.2,chore(deps-dev): bump @types/node from 18.15.13 to 18.16.2
200,chore(deps-dev): bump @types/node from 18.15.13 to 18.16.2,"Bumps @types/node from 18.15.13 to 18.16.2. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @types/node from 18.15.13 to 18.16.2,"Bumps @types/node from 18.15.13 to 18.16.2. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com"
201,Merge pull request #17079 from An0nie/fix/template-string-compare-issue,fix: template string comparison optimization issue,Merge pull request #17079 from An0nie/fix/template-string-compare-issue,fix: template string comparison optimization issue
202,Merge pull request #17054 from webpack/dependabot/npm_and_yarn/webpack-cli-5.0.2,chore(deps-dev): bump webpack-cli from 5.0.1 to 5.0.2,Merge pull request #17054 from webpack/dependabot/npm_and_yarn/webpack-cli-5.0.2,chore(deps-dev): bump webpack-cli from 5.0.1 to 5.0.2
203,fix: template string compare issue,,fix: template string compare issue,
204,chore(deps-dev): bump lint-staged from 13.2.1 to 13.2.2,Bumps lint-staged from 13.2.1 to 13.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: lint-staged   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump lint-staged from 13.2.1 to 13.2.2,Bumps lint-staged from 13.2.1 to 13.2.2. - Release notes - Commits updated-dependencies: - dependency-name: lint-staged   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
205,Merge pull request #17074 from alexkuz/patch-2,Optimize numberHash.js,Merge pull request #17074 from alexkuz/patch-2,Optimize numberHash.js
206,Optimize numberHash.js,Remove inner cycles from hashing algorithm,Optimize numberHash.js,Remove inner cycles from hashing algorithm
207,Merge pull request #17072 from webpack/thelarkinn/document-numberhash,refactor(types): Improve type coverage & docs for numberHash,Merge pull request #17072 from webpack/thelarkinn/document-numberhash,refactor(types): Improve type coverage & docs for numberHash
208,refactor(types): Improve type coverage & docs for numberHash,,refactor(types): Improve type coverage & docs for numberHash,
209,Merge pull request #17070 from webpack/thelarkinn/document-stringxor,Increase type coverage and documentation for StringXor class.,Merge pull request #17070 from webpack/thelarkinn/document-stringxor,Increase type coverage and documentation for StringXor class.
210,add additional link to StringXor usage,,add additional link to StringXor usage,
211,refactor(types): Increase type coverage & docs for StringXor,,refactor(types): Increase type coverage & docs for StringXor,
212,5.81.0,,5.81.0,
213,Merge pull request #17057 from webpack/import-support,feat: CSS import and allow to hook module creation,Merge pull request #17057 from webpack/import-support,feat: CSS import and allow to hook module creation
