Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
22,Update workflow java version to 11,0.80569863,Update to Java 11,,1
23,Add ugly hacky oreo notification support,0.5759852,Change notification icon by @PanderMusubi,Simplify Navigation Header,0
24,Version 2.0.1,0.5689317,Initial Release,Fix MessageImageCombiner error,0
25,Add main activity and push service,0.5675491,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
26,Move encrypting key to before deploy,0.30934727,Allow usage of user certificates (#131 by @KROSF),,0
27,Replace custom splashscreen with native one,0.793939,Add native android splash screen,,1
28,Implement changes required by new Kotlin codebase,0.5483082,Migrate to Kotlin,,0
29,Merge pull request #255 from cyb3rko/fix-log-clear,0.557781,Fix error when refreshing the app by @cyb3rko ,,0
30,Merge branch 'master' of github.com:gotify/android into feature/self-signed-ssl,0.53578293,Migrate to GitHub actions (#157),,0
31,"Revert ""Update *SdkVersion""",0.57316566,Notification improvements (#18 partly fixed in #16 & #22 by @schwma),,0
32,TranslucentStatusBar by default.,0.47048134,Keep selected application on screen rotation (#207 via #208 by @Sternagfonkel),Design Renewal,0
33,Map Gotify message priorities to notification channels,0.70686936,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,1
34,Format android manifest,0.54620004,Migrate to android view bindings by @cyb3rko,,0
35,Update spotless,0.5468148,Update dependencies,,0
36,Use data class,0.34304774,Add fastlane metadata + images,,0
37,Merge pull request #279 from cyb3rko/fix-pink-background,0.581989,Fix error when refreshing the app by @cyb3rko ,,0
38,Fix cancelable client name dialog,0.6166686,Delete client on logout (#114),,0
39,Add support for opening urls when clicking on notifications  (#91),0.8095954,Add support for open url on notification click (#66 via #91 by @mzoeller),,1
40,Add manifest (with push service),0.49883968,Add notification permission popup,,0
41,Version 2.0.11,0.5762875,Update dependencies (#110),,0
42,Add state holder for message activity,0.6427162,Do not start message activity twice (#23),,0
43,Add delete app option,0.7372418,Add delete application button (#150 by @p1gp1g),,1
44,Add travis script,0.4073953,Add compact message layout by @cyb3rko,,0
45,Remove javax generated annotation for now,0.5113586,Update to Java 11,,0
46,Show messages that were missed while being disconnected & Use models,0.5948207,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
47,Add java 8 requirement,0.520742,Update to Java 11,Native splashscreen,0
48,Fix clearing log not updating textview,0.8090498,Update log view after log is cleared,,1
49,Make new methods for undoing deletions synchronized.,0.46298265,Add delete application button (#150 by @p1gp1g),Fix missing permissions on newer Android versions,0
50,Replace legacy support library only with swipe refresh layout library,0.48193836,Fix CVE-2019-11932 by removing the android-gif-drawable-library (#87),,0
51,Enable vibration by default for high and default importance notification channels,0.53893656,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
52,Update missed components,0.6573092,Update several dependencies (#87),,0
53,Add battery and notification improvements,0.50773203,Change notification icon by @PanderMusubi,,0
54,Use QuickPermissions fork + use custom dialogs,0.42924714,Allow cleartext traffic (#31 fixed in #34),Codebase rewrite to Kotlin,0
55,Remove nullability of ClientFactory functions returns,0.47025865,Delete client on logout (#114),,0
56,Truncate precise timestamp to seconds.,0.62561405,Show precise timestamp on click (#90 via #103 by @leopoldsedev),Fixes #262,0
57,Fix workflow build lint error,0.39958587,Fix error when refreshing the app by @cyb3rko ,,0
58,Remove unused intent filter,0.52652323,Add setting to exclude the message activity from the recent apps by @sgpublic ,deletebutton,0
59,Add Home-Component,0.4156282,Add compact message layout by @cyb3rko,,0
60,Implement general coroutine helper method,0.3349588,Update app design by @cyb3rko ,,0
61,Update compile sdk,0.55725384,Update dependencies,,0
62,Adjust notification channel names to include their corresponding gotify priorities,0.7350063,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,1
63,Version 2.0.2,0.5445567,Update several dependencies (#87),,0
64,Update app bar design,0.67327034,Update app design by @cyb3rko ,,0
65,Update AppCompat to newest version,0.6224136,Update app design by @cyb3rko ,,0
66,Fix typo,0.46681976,Fix release,,0
67,Implement compact message layout in Adapter,0.7441646,Add compact message layout by @cyb3rko,,1
68,Merge pull request #286 from cyb3rko/fdroid-metadata,0.5131247,Migrate to android view bindings by @cyb3rko,,0
69,Update build badge,0.49963823,Update dependencies,,0
70,Rename de.gotify to com.github.gotify,0.49441236,Migrate to GitHub actions (#157),,0
71,Version 2.0.13,0.5529616,Update several dependencies (#87),,0
72,Adapt delete button code to fit with other changes.,0.632692,Add delete application button (#150 by @p1gp1g),,0
73,Update Spotless gradle plugin,0.5024564,Update dependencies,,0
74,Update Messages design,0.6404885,Messages are now rendered as text/plain by default. In v2.0.6 it was text/markdown.,,0
75,Clear notifications on open app (#93),0.9017156,Clear notifications on open app (#62 via #93 by @mzoeller),,1
76,Update Nav Header placeholder text,0.5400876,Change label of foreground notification by @Sternagfonkel,,0
77,Version 2.5.1,0.55042875,Update several dependencies (#87),,0
78,Wait for network when websocket connection failed,0.815938,Fix closed WebSocket connection on timeout (#129 via #137),,1
79,Rewrite 'api' to Kotlin,0.5823019,Migrate to Kotlin,,0
80,Add logo,0.5328966,Add compact message layout by @cyb3rko,,0
81,Remove old project,0.5273278,Delete client on logout (#114),,0
82,Version 2.0.14,0.5910137,Update dependencies,,0
83,Merge pull request #278 from cyb3rko/notification-channels,0.60450447,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
84,Ignore events from already discarded websocket listeners,0.60197425,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
85,Use singleTask launch mode,0.38392794,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
86,Add exclude from recents,0.47096807,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
87,Version 2.2.0,0.5240755,Update dependencies,,0
88,Ignore multiple reconnects,0.6572112,Prevent duplicated WebSocket connections (#137),,0
89,Add markdown support to notifications,0.8716731,Add markdown support in notifications (#184 by @Sternagfonkel),,1
90,Change login icons to ion & Format,0.6014979,Change notification icon by @PanderMusubi,,0
91,Try to instantly reconnect to WS on first error,0.64591587,Fix scheduled reconnect (#117),Fix clearing log not updating textview,0
92,Rewrite 'service' to Kotlin,0.5789659,Migrate to Kotlin,,0
93,Migrate gotify to new client,0.5667355,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
94,Fix ugly hacky oreo notification support,0.58711845,Fix error when refreshing the app by @cyb3rko ,,0
95,Add gotify icon,0.5617184,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
96,Version 2.3.1,0.5494884,Update dependencies,,0
97,Fix thread safety for drawer onClose,0.38032,Prevent duplicated WebSocket connections (#137),,0
98,Fix missing permissions on newer Android versions,0.7003615,Remove unused permission (READ_PHONE_STATE),,1
99,Version 2.1.2,0.5288028,Update several dependencies (#87),Major build updates,0
100,Add README,0.43775922,Add copy logs button (#57 via #105 by @happymario),,0
101,Update oauth package and ignore linting for it,0.49494871,Update several dependencies (#87),,0
102,Don't scroll to position when undoing a deletion.,0.4689689,Add delete application button (#150 by @p1gp1g),,0
103,MovementPlugin fixes clicking links,0.4733686,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
104,Fix Java requirement,0.57994235,Update to Java 11,,0
105,Change swipe color to softer red.,0.4438817,Improve link colors by @Sternagfonkel,,0
106,Add missed messages util,0.66036797,Add 'no messages' text with explanation how to send messages (#97 by @leopoldsedev),,0
107,Load data: urls in markdown,0.7171926,Support data: image urls in markdown (#107 via #108),,1
108,Change wording,0.7690166,Rename some texts,,1
109,Correct class and method visibility modifiers,0.35482967,Use extra property to determine how the message content is rendered (#67) ,,0
110,Rewrite 'messages' to Kotlin,0.585683,Add 'no messages' text with explanation how to send messages (#97 by @leopoldsedev),,0
111,Start Gotify WebSocketService on boot completed,0.7004891,Start Gotify on boot (#25 fixed in #32 by @schwma),,1
112,Add common utils,0.41283548,Add fastlane metadata + images,,0
113,Version 2.1.1,0.6000552,Initial Release,,0
114,Use big style for foreground notification,0.57932776,Make the foreground notification less intrusive (#30 fxied in #33 by @ialokim),,0
115,Fix error when combining Message and Image,0.60858667,Fix not loading images (#47),Increase minSdkVersion,0
116,Use application index in menu items,0.41852292,Keep selected application on screen rotation (#207 via #208 by @Sternagfonkel),,0
117,Update butterknife,0.4613945,Update several dependencies (#87),,0
118,Fix showSnackbar function,0.50640315,Keep selected application on screen rotation (#207 via #208 by @Sternagfonkel),"This reverts commit 5360cf401e2a17790a1fd08f09ff6003060466ab. Changing this requires modification of the app. It is not required just yet, so revert this for now.",0
119,Delete client on logout,0.92764616,Delete client on logout (#114),,1
120,Fix not working scheduled reconnect,0.90779483,Fix scheduled reconnect (#117),,1
121,Disallow null response of SuccessCallback,0.4915359,Fix uncaught exception while parsing message id (#119 via #127 and #125),Improve wording,0
122,Fill xml message layouts with dummy values,0.51026917,Add compact message layout by @cyb3rko,,0
123,Replace Butterknife code with ViewBinding,0.45161253,Allow cleartext traffic (#31 fixed in #34),Refactor Butterknife to ViewBinding,0
124,colorPrimary changed for transplant status bar.,0.43151098,Improve link colors by @Sternagfonkel,,0
125,Make logs copyable,0.5997951,Add copy logs button (#57 via #105 by @happymario),,0
126,Rewrite 'init' to Kotlin,0.55349785,Migrate to Kotlin,Compact message layout,0
127,Remove Butterknife dependencies,0.48458514,Update dependencies,,0
128,Cut the username prefix of url in Nav Header,0.5215596,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
129,Add react native js components,0.35111928,Improve websocket reconnects,,0
130,Set message notification accent color to colorPrimary,0.5505128,Change notification icon by @PanderMusubi,,0
131,Disallow push message if no applications exist,0.7272613,Disallow sending messages if no applications exists (#182 by @Sternagfonkel),,1
132,Move appIdToApp to WebSocketService,0.62719727,Improve websocket reconnects,,0
133,Fix icons,0.6205461,Change notification icon by @PanderMusubi,,0
134,Fix thread safety,0.4932253,Prevent duplicated WebSocket connections (#137),,0
135,Add api utils,0.48094794,Add client::notification.bigImageUrl extra (#200 by @ngruychev),Co-authored-by: Matthias Weis matthias1.weis@web.de,0
136,Version 2.4.0,0.58088785,Update dependencies,,0
137,Version 2.0.4,0.5746156,Update dependencies,,0
138,Shrink signature of channel fallback creation method,0.4200374,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
139,Fix support for base64 images,0.8412968,Fix base64 markdown images,,1
140,"Add handling for extra ""android::action:onReceive:intentUrl""",0.5618348,Migrate to android view bindings by @cyb3rko,,0
141,Merge pull request #22 from schwma/master,0.4701077,Notification improvements (#18 partly fixed in #16 & #22 by @schwma),java.lang.RuntimeException:   at android.app.ActivityThread.performLaunchActivity (ActivityThread.java:2957)   at android.app.ActivityThread.handleLaunchActivity (ActivityThread.java:3032)   at android.app.ActivityThread.-wrap11 (Unknown Source)   at android.app.ActivityThread$H.handleMessage (ActivityThread.java:1696)   at android.os.Handler.dispatchMessage (Handler.java:105)   at android.os.Looper.loop (Looper.java:164)   at android.app.ActivityThread.main (ActivityThread.java:6944)   at java.lang.reflect.Method.invoke (Native Method)   at com.android.internal.os.Zygote$MethodAndArgsCaller.run (Zygote.java:327)   at com.android.internal.os.ZygoteInit.main (ZygoteInit.java:1374) Caused by: java.lang.IllegalArgumentException:   at okhttp3.HttpUrl$Builder.parse (HttpUrl.java:1333)   at okhttp3.HttpUrl.get (HttpUrl.java:916)   at retrofit2.Retrofit$Builder.baseUrl (Retrofit.java:458)   at com.github.gotify.api.ClientFactory.defaultClient (ClientFactory.java:47)   at com.github.gotify.api.ClientFactory.clientToken (ClientFactory.java:28)   at com.github.gotify.sharing.ShareActivity.onCreate (ShareActivity.java:82)   at android.app.Activity.performCreate (Activity.java:7183)   at android.app.Instrumentation.callActivityOnCreate (Instrumentation.java:1220)   at android.app.ActivityThread.performLaunchActivity (ActivityThread.java:2910),0
142,Use long for ids,0.3615776,Add fastlane metadata + images,Fixes #81,0
143,Shrink url validation,0.5362069,Support data: image urls in markdown (#107 via #108),,0
144,Remove unused dialog style,0.49844372,Messages are now rendered as text/plain by default. In v2.0.6 it was text/markdown.,,0
145,Rewrite 'picasso' to Kotlin,0.5342756,Migrate to Kotlin,,0
146,Merge pull request #258 from cyb3rko/kotlin-rewrite,0.5642458,Add compact message layout by @cyb3rko,closes #185,0
147,Add gradlew,0.44473892,Add fastlane metadata + images,,0
148,Only restart web socket if url/token was changed,0.69185096,Improve websocket reconnects,,0
149,Fix link color for dark mode,0.6958104,Improve link colors by @Sternagfonkel,,0
150,Downgrade appcompat (breaks build),0.4956145,Update dependencies (https://github.com/gotify/android/commit/4a1eb50d132e7a5b2ffb9a408c66a80725882ab0),,0
151,Update swagger client,0.57336414,Update app design by @cyb3rko ,,0
152,Fix signing,0.75228465,Fix APK signing,,1
153,Version 2.0.7,0.5768261,Update several dependencies (#87),,0
154,Update retrofit,0.63787204,Update dependencies,,0
155,Add privacy policy,0.5093781,Add notification permission popup,Fixes #179,0
156,Rewrite 'settings' to Kotlin,0.62134737,Migrate to Kotlin,,0
157,Show appicon in notifications,0.8086231,Show app icon in notifications (#106 by @newhinton),,1
158,Added SSL Validation Override and CA Selection,0.5227677,Support self-signed certificates (#13 fixed in #15 by @gjabell),,0
159,Add logs button to Login,0.8925488,Add logs button to login (#23),Fixes 164,1
160,Change client to retrofit2,0.5177897,Improve websocket reconnects,,0
161,Apply Material 3 design to preference switch,0.43362063,Add compact message layout by @cyb3rko,,0
162,"Revert ""Remove message delete button.""",0.75125116,Add delete message undo (#99 by @leopoldsedev),,1
163,Replace MessageActivity's AsyncTasks with Coroutines,0.55889064,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
164,Let Nav Header expand to fit multi line textviews,0.48717466,Add compact message layout by @cyb3rko,Fixes #136,0
165,Update androidx dependencies as far as possible,0.67931587,Update dependencies (https://github.com/gotify/android/commit/4a1eb50d132e7a5b2ffb9a408c66a80725882ab0),,0
166,Update dependencies,1.0000002,Update dependencies,  Added setting to toggle precise date as default display   Applied spotless   Improved time format setting with a ListPreference   Fixed default time format value in list preference   Co-authored-by: Rémi Rigal remi.rigal@orange.com,1
167,Add push service,0.5582686,Add share and push message support (#72 via #122 by @tomasvanagas),,0
168,Add generated client,0.51175237,Add client::notification.bigImageUrl extra (#200 by @ngruychev),,0
169,Add init activity,0.38663417,Do not start message activity twice (#23),,0
170,Various UI enhancements.,0.51887214,Add native android splash screen,,0
171,Merge pull request #248 from cyb3rko/butterknife-to-viewbinding,0.6083883,Migrate to android view bindings by @cyb3rko,,0
172,Add fdroid badge,0.4552338,Change label of foreground notification by @Sternagfonkel,,0
173,Version 2.0.3,0.55479467,Update several dependencies (#87),,0
174,Merge pull request #41 from eternal-flame-AD/upstream-patch-network,0.5884886,Listen to network changes to prevent unnecessary reconnects (#40 fixed in #41 by @eternal-flame-AD),,0
175,Add settings wrapper,0.4662794,Add compact message layout by @cyb3rko,,0
176,Add LoginActivity,0.7251192,Add logs button to login (#23),,1
177,Update notification logo (#243),0.7087682,Change notification icon by @PanderMusubi,,1
178,Call Snackbar in Coroutine from Main thread,0.4098619,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
179,Add markdown strike-through support (#183),0.84284675,Add support for strike-through in markdown messages (#183 by @Sternagfonkel),,1
180,Replace LogsActivity's AsyncTask with Coroutine,0.49997082,Add copy logs button (#57 via #105 by @happymario),,0
181,Merge branch 'master' into kotlin-rewrite,0.5189905,Migrate to Kotlin,,0
182,Update Settings design,0.5633001,Update app design by @cyb3rko ,"Documentation for postDelayed:  Causes the Runnable r to be added to the message queue, to be run after the specified amount of time elapses. The runnable will be run on the thread to which this handler is attached. The time-base is {@link android.os.SystemClock#uptimeMillis}. Time spent in deep sleep will add an additional delay to execution.  TL;DR: if the CPU is in deep sleep, the postDelayed runnable won't be executed.",0
183,Fixed Picasso + refactors,0.50349665,Fix base64 markdown images,api.deleteClient() only create a call but doesn't execute it.,0
184,Update gradle wrapper,0.4838909,Change label of foreground notification by @Sternagfonkel,,0
185,Move source files from 'java' to 'kotlin' folder,0.58639586,Migrate to Kotlin,,0
186,Satisfy new PendingIntent requirements for api version 31,0.4654354,Allow cleartext traffic (#31 fixed in #34),,0
187,Version 2.3.0,0.5423272,Update dependencies,,0
188,Move channel creation to WebSocketService,0.6251509,Improve websocket reconnects,,0
189,Implement optional separate app notification channels,0.7173039,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,disable updating when text is selected Closes #105,1
190,Implement undo snackbar when deleting messages by swiping.,0.65116996,Delete messages by swiping (#38 via #99 by @leopoldsedev),,0
191,Merge pull request #275 from cyb3rko/message-image-combine-fix,0.5939586,Add compact message layout by @cyb3rko,,0
192,Merge pull request #34 from gotify/cleartext-traffic,0.63517296,Allow cleartext traffic (#31 fixed in #34),,0
193,Increase minSdkVersion to 23,1.0,Increase minSdkVersion to 23,,1
194,Use an dialog to show advanced settings,0.41837198,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
195,Fix pink button background bug,0.48812118,Fix styling of messages (#37 fixed in #54 by @hugegreenbug),,0
196,Merge pull request #35 from gotify/deps,0.42247,Start Gotify on boot (#25 fixed in #32 by @schwma),,0
197,Move deprecated package in manifest to namespace declaration,0.39198345,Rename some texts,This reverts commit b0e85623861e48abb1c6fb49800234f453fc82ee.,0
198,Reverse Log entries to have newest at the top,0.55803597,Update log view after log is cleared,"Previously the MessageFacade and MessageStateHolder both had their own state of the last deleted message, which was redundant. Now only MessageStateHolder governs the state of a pending deletion and MessageFacade handles commiting the deletion to the server.",0
199,Version 2.0.12,0.536876,Update several dependencies (#87),,0
200,Update Logs design,0.7178469,Update log view after log is cleared,,1
201,Fix NPE,0.5886163,Fix APK signing,,0
202,Prevent duplicate notification sounds from message group notification,0.61264,Do not start message activity twice (#23),"This seems to cause an issue where onSwipe is not being called anymore afterwards. Steps to reproduce: 1. Delete a message 2. Scroll a little bit down 3. Undo delete 4. Try delete again -> Swiping works, but callback is not being called.",0
203,Adjust notification channel importances,0.66929394,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,"When swiping away a message it is only removed from the local message lists and a snackbar appears. When the snackbar is dismissed or the user deletes another message the delete request is sent to the server. If the user presses ""undo"" on the snackbar the message is reinserted into the local lists at its previous position.",0
204,Limit reconnect timeout,0.77651227,Limit the reconnect timeout https://github.com/gotify/android/commit/7da23cf94a8b3b340fad879bd8a7398184ddefc9,,1
205,Disallow null response in Callback,0.4947104,Fix uncaught exception while parsing message id (#119 via #127 and #125),,0
206,Update Nav Header component style,0.48590598,Fix navigation drawer header when having a long server URL by @cyb3rko ,,0
207,Version 2.0.8,0.57091725,Update several dependencies (#87),,0
208,Version 2.1.0,0.5756264,Initial Release,,0
209,Update gradle + android gradle,0.5668795,Update dependencies (https://github.com/gotify/android/commit/4a1eb50d132e7a5b2ffb9a408c66a80725882ab0),Scrolling interaction works out of the box only if ListView is the only child of SwipeRefreshLayout. See https://stackoverflow.com/a/26296897,0
210,Rewrite 'sharing' to Kotlin,0.5620265,Migrate to Kotlin, Add information (link to documentation) when no messages are present Add example URL in LoginActivity to indicate the expected format Fix capitalization in UI,0
211,Rewrite 'log' to Kotlin,0.59124714,Migrate to Kotlin,"The problem is that HttpUrl.parse parses URLs with trailing whitespace without problems, but during the URL parsing in ClientFactory an exception is thrown in that case. Other errors when instantiating the API client are now handled as well.",0
212,Simply Log retrieval,0.58554834,Update log view after log is cleared,,0
213,Remove unused .jar import,0.37877944,Fix CVE-2019-11932 by removing the android-gif-drawable-library (#87),,0
214,Add image resources,0.6905788,Add fastlane metadata + images,,0
215,Removed catch-all hostname verifier if a cert is present,0.44499367,Delete client on logout (#114),,0
216,Version 2.1.3,0.55140114,Update several dependencies (#87),,0
217,Add funding info,0.35702115,Add share and push message support (#72 via #122 by @tomasvanagas),,0
218,Fix F-Droid metadata folder,0.5398295,Fix CVE-2019-11932 by removing the android-gif-drawable-library (#87),,0
219,Reimplement ConcurrentHashMap for Picasso,0.45804137,Add fastlane metadata + images,,0
220,Add cache for images (#88),0.7111421,Cache images to disk (#88 by @dylanparker),,1
221,Add travis build,0.35247272,Add dark mode (#26 via #110),,0
222,Add permission ACCESS_NETWORK_STATE,0.5810637,Add notification permission popup,,0
223,Update client,0.68561184,Update dependencies,,0
224,Support URLs with path prefix (#46),0.52330256,Show full url in connection string (#59 fixed in #60),,0
225,Migrate to github actions,0.90807086,Migrate to GitHub actions (#157),,1
226,message body autolink,0.6731071,Add android autolink to message item (#39 fixed in #43 by @eternal-flame-AD),,0
227,Add MessagesActivity,0.6447273,Add setting to exclude the message activity from the recent apps by @sgpublic ,Without this plugin links aren't clickable.,0
228,Cherry-picked Advanced Settings dialog,0.43195415,Add setting to exclude the message activity from the recent apps by @sgpublic ,,0
229,Merge pull request #251 from cyb3rko/increase-minSdkVersion,0.607532,Increase minSdkVersion to 23,,0
230,Fix crash on share when not loggedin,0.761819,"Fix crash when sharing, but there is no active user",,1
231,Improve readme,0.4570511,Allow cleartext traffic (#31 fixed in #34),,0
232,Simplify refreshAll onclick method,0.44347692,Improve websocket reconnects,,0
233,Fix ShareActivity back button,0.5768435,"Fix crash when sharing, but there is no active user",,0
234,Add navigation for Home - Messages,0.5435393,Add compact message layout by @cyb3rko,,0
235,Update android lib deps,0.606968,Update dependencies (https://github.com/gotify/android/commit/4a1eb50d132e7a5b2ffb9a408c66a80725882ab0),,0
236,Use new sdk implementation syntax,0.41985342,Increase targetSdkVersion to 33,,0
237,Merge pull request #15 from gjabell/feature/self-signed-ssl,0.6295196,Support self-signed certificates (#13 fixed in #15 by @gjabell),,0
238,Add gitignore,0.58893836,Migrate to GitHub actions (#157),,0
239,Show full url in connection string,0.87301576,Show full url in connection string (#59 fixed in #60),,1
240,Update targetSdkVersion to 33,0.9115944,Increase targetSdkVersion to 33,,1
241,Merge pull request #268 from intergalacticfm/deletebutton,0.55456644,Add delete application button (#150 by @p1gp1g),,0
242,Set Java requirement to version 11,0.80149686,Update to Java 11,,1
243,Rewrite root directory files to Kotlin,0.5520536,Migrate to Kotlin,"Images didn't load correctly when the following scenario occurred: * ApplicationHolder#request * MessagesActivity.SelectApplicationAndUpdateMessages#execute * MessagesActivity.SelectApplicationAndUpdateMessages#doInBackground   - method returns List, but images are ""null"" because     apps aren't loaded yet. * MessagesActivity#onUpdateApps   - Now apps were loaded and cached. * MessagesActivity.SelectApplicationAndUpdateMessages#onPostExecute   - receives List from #doInBackgroud with ""null"" images -> Messages with ""null"" images are rendered in the ListView",0
244,Add message layout setting to SettingsPage (incl. restart dialog),0.6201873,Add compact message layout by @cyb3rko,See gotify/server#127 gotify/server#122,0
245,Make gradlew executable,0.31985518,Make message content copyable (#21 fixed in #64),Add android autolink to message item layout,0
246,Reformat smaller parts of code,0.4808029,Rename some texts,,0
247,Use table aware movement plugin,0.41825536,Add fastlane metadata + images,listen for network changes,0
248,Remove message delete button.,0.7504728,Add delete message undo (#99 by @leopoldsedev),removes obsolete reconnect callbacks scheduled before network reconnects to prevent unwanted reconnection also renamed WebSocketConnection.onFailure to onNetworkFailure to clear confusion,1
249,Images plugin allows images,0.5625457,Fix not loading images (#47),,0
250,Use constants for preference keys,0.25921565,Support self-signed certificates (#13 fixed in #15 by @gjabell),,0
251,Fix unexpected settings dialog behaviour,0.52334166,Fix crash when polling new messages and the request fails,,0
252,Update markwon,0.6023518,Add markdown support in notifications (#184 by @Sternagfonkel),,0
253,Add License,0.47225705,Allow usage of user certificates (#131 by @KROSF),,0
254,Add long press option to copy content to clipboard (#135),0.6817837,Add long press to copy message (#128 via #135 by @KROSF),,0
255,Set color on foreground notification,0.66969645,Change label of foreground notification by @Sternagfonkel,Update retrofit,0
256,Add log utils,0.6355841,Add logs button to login (#23),,0
257,Merge pull request #273 from cyb3rko/design-renewal,0.6047839,Update app design by @cyb3rko ,Allow cleartext traffic,0
258,Autolink web prevents other markdown links from beeing rendered,0.56119895,Support data: image urls in markdown (#107 via #108),,0
259,Add notification support,0.7588242,Add markdown support in notifications (#184 by @Sternagfonkel),,1
260,Add gradle config,0.41165635,Add client::notification.bigImageUrl extra (#200 by @ngruychev),Some changes to foreground notification (channel),0
261,Set connection timeout to 10 seconds,0.62395215,Limit the reconnect timeout https://github.com/gotify/android/commit/7da23cf94a8b3b340fad879bd8a7398184ddefc9,Start Gotify WebSocketService on boot completed,0
262,Fix freeze when login URL has trailing whitespace.,0.79130983,Fix crash when login url has trailing whitespace (#96 by @leopoldsedev),,1
263,Replace ShareActivity's AsyncTask with Coroutine,0.4343069,"Fix crash when sharing, but there is no active user",,0
264,Merge pull request #32 from schwma/start-on-boot,0.6009349,Start Gotify on boot (#25 fixed in #32 by @schwma),,0
265,Add markdown support for messages,0.78124213,Add markdown support in notifications (#184 by @Sternagfonkel),,1
266,Document steps to update client,0.54180753,Update dependencies,OAuth2 isnt used therefore we can ignore it,0
267,Make title bold,0.42103833,Rename some texts,,0
268,Add .gitignore,0.50799847,Migrate to GitHub actions (#157),,0
269,Remove reconnect callback,0.6587629,Fix scheduled reconnect (#117),,0
270,Add empty proguard rules,0.34122324,Change label of foreground notification by @Sternagfonkel,New notifications created a new activity even if the activity was already on top,0
271,Add model structures,0.34799266,Add compact message layout by @cyb3rko,,0
272,Reduced the title font size (#54),0.47723314,Add compact message layout by @cyb3rko,Map Gotify message priorities to notification channels,0
273,Fix incoming message crash,0.74642754,Fix crash when polling new messages and the request fails,Added SSL Validation Override and CA Selection,1
274,Switch channel id components,0.47032893,Add setting for separate notification channels per Gotify application by @cyb3rko and @newhinton ,,0
275,Show restart dialog on setting change,0.5058334,Do not start message activity twice (#23),,0
276,Add warning message when using http,0.51995575,Add support for open url on notification click (#66 via #91 by @mzoeller),,0
277,Merge pull request #276 from cyb3rko/simplify-header,0.6211405,Add compact message layout by @cyb3rko,,0
