Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
26,"Always use ""double quotes""",0.3162005,"Use type=""html"" to skirt around double escaping problem (#127)",,0
27,limit feed to 10 posts,0.94923687,Limit feed to 10 posts (#41),Merge pull request 327,1
28,Update history to reflect merge of #187 [ci skip],0.53818893,Update CI status badge (#363),,0
29,Simplify regular expression,0.8921493,Simplify minify regular expression (#141),Merge pull request 348,1
30,Merge pull request #30 from jekyll/trailing-slash,0.5865023,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
31,update tests,0.59829366,Test feeds that have a site.lang (#164),Merge pull request 337,0
32,Merge pull request #29 from jekyll/jekyll-feed,0.6946261,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
33,Add 2.4 and start  testing it.,0.492663,Enable testing for Windows platform (#265),,0
34,"use assign, not capture",0.3965657,Fold private methods into the :render method as local variables (#327),,0
35,balance whitespace,0.5923016,Use new normalize_whitespace filter (#143),,0
36,Use jekyll-last-modified-at for updated date,0.6528609,Remove check for older version of Jekyll (#234),,0
37,Release :gem: v0.15.1,0.6975399,Release: v0.12.0 (#271),,0
38,xml escape the excerpt,0.68953705,XML escape the ID field (#39),,0
39,Update history to reflect merge of #73,0.45550779,Markdownify content prior to generation (#37),,0
40,Merge pull request #139 from jekyll/pr/rubocop,0.5953125,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Merge pull request 326,0
41,rename to jekyll-feed,0.9041287,Rename to Jekyll Feed (#29),,1
42,Merge pull request #82 from pathawks/regex,0.52530175,Consolidate regexps for stripping whitespace (#82),fix #323,0
43,Fix Liquid error,0.6224432,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
44,style: target Ruby 2.4,0.77467495,Rubocop: Target Ruby 2.2 (#195),,1
45,Release: v0.12.0 (#271),1.0000002,Release: v0.12.0 (#271),,1
46,Update history to reflect merge of #264 [ci skip],0.5085229,Markdownify content prior to generation (#37),Merge pull request 316,0
47,Update history to reflect merge of #205 [ci skip],0.506818,Update CI status badge (#363),,0
48,Use https in more places.,0.82032377,"Use https in more places. (#165, props @XhmikosR)",,1
49,Add workflow to release gem via GH Action (#355),1.0,Add workflow to release gem via GH Action (#355),,1
50,add failing excerpt tests,0.51709557,Quiet known warnings in tests (#103),Merge pull request 153,0
51,Merge branch 'master' into html,0.39657828,Add xml:base to content tag for relative urls (#43),,0
52,Merge pull request #110 from jekyll/whitespace-fix,0.5920136,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Merge pull request 264,0
53,Merge pull request #160 from jekyll/pr/rubocop,0.5894338,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
54,Feed by tag (#264),0.7413962,Add feed_meta tag (#25),Merge pull request 307,1
55,Merge pull request #6 from pathawks/Date,0.36217973,XML escape the title field of feed_meta (#306),,0
56,Support author as object,0.56670046,Find author by reference (#106),Merge pull request 233,0
57,Update history to reflect merge of #138 [ci skip],0.5217327,Update CI status badge (#363),,0
58,Update Copyright notice,0.403966,Markdownify content prior to generation (#37),Merge pull request 314,0
59,Merge pull request #53 from jekyll/loosen-jekyll-version-requirements,0.67720246,"Loosen Jekyll version requirements (#53, props @envygeeks)",,0
60,Merge branch 'master' into jekyll-feed,0.6444827,Rename to Jekyll Feed (#29),Merge pull request 309,0
61,Update history to reflect merge of #153 [ci skip],0.51729906,Update CI status badge (#363),,0
62,Require Jekyll 3.3.0,0.77468884,"Loosen Jekyll version requirements (#53, props @envygeeks)",Merge pull request 306,1
63,Merge pull request #31 from pathawks/author-object,0.44822407,XML escape the title field of feed_meta (#306),Ruby 2.4 is now EOL,0
64,Allow disabling of jekyll-feed while in development (#370),1.0,Allow disabling of jekyll-feed while in development (#370),,1
65,Update History.markdown,0.64122754,Markdownify content prior to generation (#37),Merge pull request 305,0
66,Merge pull request #73 from pathawks/liquid,0.35557646,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
67,Update history to reflect merge of #119 [ci skip],0.53122735,Update CI status badge (#363),Release: v0.13.0,0
68,Break test with unescaped XML,0.6557636,XML escape the ID field (#39),Minor enhancements:  Excerpt only flag (#287) Add media:content tag (#290)  Fix #283,0
69,Update history to reflect merge of #348 [ci skip],0.569885,Update CI status badge (#363),,0
70,Drop support for Jekyll 2,0.9456152,Drop support for Jekyll 2 (#105),Merge pull request 290,1
71,Failing Test: Feed should filter out drafts before applying limit,0.769542,Filter out drafts before limit (#154),,1
72,test: update type ,0.57762074,Test feeds that have a site.lang (#164),Merge pull request 287,0
73,Update history to reflect merge of #384 [ci skip],0.5657784,Update CI status badge (#363),,0
74,Consolidate regexs,0.7507119,Consolidate regexps for stripping whitespace (#82),Merge pull request 249,1
75,Do not strip newlines from post content,0.58165556,Replace newlines with spaces in title and summary elements (#67),,0
76,Merge pull request #39 from jekyll/xml-escape-id,0.61810595,XML escape the ID field (#39),,0
77,Merge pull request #162 from XhmikosR/patch-1,0.39746183,XML escape the title field of feed_meta (#306),,0
78,add trailing slash back in,0.6280758,Remove trailing slash from feed ID (#159),Merge pull request 272,0
79,Conditionally add strip filter for Jekyll 2,0.62448734,"Loosen Jekyll version requirements (#53, props @envygeeks)",,0
80,Update history to reflect merge of #113 [ci skip],0.55132246,Update CI status badge (#363),Merge pull request 271,0
81,rubocop -a,0.9101095,rubocop -a (#160),,1
82,Add metadata to the ignores.,0.5177768,Add feed_meta tag (#25),Merge pull request 265,0
83,Update history to reflect merge of #265 [ci skip],0.5316616,Update CI status badge (#363),,0
84,style: Add empty line after guard clause,0.48512766,Replace newlines with spaces in title and summary elements (#67),Merge pull request 258,0
85,Remove references to jekyll-sitemap,0.64900094,Remove check for older version of Jekyll (#234),,0
86,Add support to drafts (#316),0.9897971,Add support for drafts (#316),,1
87,"MetaTag: when encoding for XML special characters, handle non-string objects (#326)",1.0,"MetaTag: when encoding for XML special characters, handle non-string objects (#326)",,1
88,Update history to reflect merge of #188 [ci skip],0.53531194,Update CI status badge (#363),Merge pull request 248,0
89,Update history to reflect merge of #149,0.4858935,Markdownify content prior to generation (#37),,0
90,Release :gem: v0.6.0,0.71319866,Release: v0.12.0 (#271),,1
91,Lock RuboCop to v1.18.x (#348),1.0,Lock RuboCop to v1.18.x (#348),test: update type in defaults,1
92,Update history to reflect merge of #164 [ci skip],0.5417445,Update CI status badge (#363),type is pages since Jekyll 3,0
93,Render sitemap with Jekyll rather than just Liquid,0.664251,Properly render post content with Jekyll (#73),,0
94,Conditionally load GFM parser in CI builds,0.434559,Simplify testing feed_meta tag (#101),,0
95,"just kidding, we do need to escape html in the body",0.48952806,"Use type=""html"" to skirt around double escaping problem (#127)",,0
96,style: fix offenses in specs (#248),1.0,style: fix offenses in specs (#248),Merge pull request 241,1
97,Fix generation of feed when post title contains HTML (#305),0.9279054,Fix feed link when post title contains HTML (#305),,1
98,Add basic i18n support,0.57601535,Think about how i18n might work (#75),Merge pull request 240,0
99,Release :gem: v0.16.0,0.7200595,Release: v0.12.0 (#271),,1
100,Update history to reflect merge of #381 [ci skip],0.57310224,Update CI status badge (#363),Merge pull request 234,0
101,Add Ruby 3.0 to CI (#337),0.9999999,Add Ruby 3.0 to CI (#337),,1
102,Merge pull request #55 from jekyll/fix-testing-for-54-and-jekyll-3,0.7508403,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Merge pull request 228,1
103,Remove trailing slash from feed ID,0.9515248,Remove trailing slash from feed ID (#159),,1
104,Update history to reflect merge of #201 [ci skip],0.5350672,Update CI status badge (#363),,0
105,Update history to reflect merge of #314 [ci skip],0.52453893,Update CI status badge (#363),Merge pull request 222,0
106,use the post url,0.61500585,Fix feed link when post title contains HTML (#305),,0
107,Include Jekyll version information,0.9594946,Include Jekyll version information (#11),,1
108,add gem badge,0.6354294,Fix: Add note about using plugins instead of gems key (#197),Merge pull request 232,0
109,Merge branch 'Haacked-115-fix-seo-thumbnail',0.3251925,Fix: Add note about using plugins instead of gems key (#197),,0
110,Update history to reflect merge of #233 [ci skip],0.52276886,Update CI status badge (#363),Merge pull request 230,0
111,Fix #208 (#209),0.57345873,style: fix offenses in specs (#248),,0
112,Update history to reflect merge of #100 [ci skip],0.5239165,Markdownify content prior to generation (#37),,0
113,xml escape the ID field,0.91700065,XML escape the ID field (#39),Merge pull request 223,1
114,Support Typhoeus 1.0 (#232),1.0000001,Support Typhoeus 1.0 (#232),,1
115,Update history to reflect merge of #287 [ci skip],0.5236691,Update CI status badge (#363),,0
116,spec: checking for excerpt should ask for XML node's content,0.5771296,XML escape the title field of feed_meta (#306),Merge pull request 209,0
117,typo in version number,0.5801404,Correct typo in tests (#102),,0
118,use absolute_url to generate the feed_meta url,0.94276524,Use absolute_url to generate the feed_meta url (#150),,1
119,Merge pull request #134 from jekyll/pr/newfilters,0.5804335,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
120,Enable testing for Windows platform (#265),1.0000004,Enable testing for Windows platform (#265),Merge pull request 205,1
121,Merge pull request #42 from pathawks/last-modified-at,0.38861448,Excerpt only flag (#287),,0
122,Replace newlines with space,0.7984761,Replace newlines with spaces in title and summary elements (#67),Merge pull request 201,1
123,Rubocop: Target Ruby 2.1 (#195),0.9969854,Rubocop: Target Ruby 2.2 (#195),,1
124,Update history to reflect merge of #326 [ci skip],0.5421157,Update CI status badge (#363),,0
125,chore(deps): bump rubucop-jekyll,0.6288767,Bump Rubocop (#230),,0
126,Merge pull request #45 from jekyll/url-uri,0.6280973,Use author.uri in all places (https://github.com/jekyll/jekyll-feed/pull/45),,0
127,Merge branch 'master' of https://github.com/jekyll/jekyll-feed,0.64909226,Moved to @jekyll org (#3),,0
128,Update history to reflect merge of #307 [ci skip],0.5393475,Update CI status badge (#363),,0
129,Correct typo in tests,0.9020133,Correct typo in tests (#102),Merge pull request 197,1
130,Refactor spec so it allows for easier overriding of config options,0.5060252,Refactor to remove redundant calls and variables (#240),,0
131,fix whitespace,0.6787852,Fix mangling of whitespace when site.lang is set (#110),Merge pull request 164,0
132,Merge pull request #113 from jekyll/pr/post_author,0.59222317,Moved to @jekyll org (#3),,0
133,Refactor to be more DRY and test stylesheet exists,0.50402147,Make feed stylesheet optional (#149),Merge pull request 195,0
134,Loosen Jekyll Version Requirements.,0.8529494,"Loosen Jekyll version requirements (#53, props @envygeeks)",,1
135,Update history to reflect merge of #290 [ci skip],0.5158224,Update CI status badge (#363),Merge pull request 188,0
136,Add support for post image,0.92711306,Add support for post image (#104),,1
137,Update history to reflect merge of #160 [ci skip],0.5117594,Update CI status badge (#363),Merge pull request 187,0
138,Update history to reflect merge of #134 [ci skip],0.5309709,Update CI status badge (#363),,0
139,XML escape the title field of feed_meta (#306),1.0,XML escape the title field of feed_meta (#306),,1
140,Update history to reflect merge of #365 [ci skip],0.56562966,Update CI status badge (#363),,0
141,Update history to reflect merge of #72,0.45622295,Markdownify content prior to generation (#37),Merge pull request 168,0
142,Update history to reflect merge of #110 [ci skip],0.5224478,Update CI status badge (#363),It has been outputting invalid XML like ,0
143,Merge pull request #133 from jekyll/pr/stylesheet,0.56476086,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
144,fix author uri tag,0.7593094,Fix for duplicate closing </url> tag when author.uri was specified.,Merge pull request 165,1
145,Move version to its own file for easier bumping,0.3839644,Lock RuboCop to v1.18.x (#348),,0
146,Merge pull request #120 from jhabdas/master,0.40125662,Simplify testing feed_meta tag (#101),,0
147,Test feeds that have a site.lang (#164),1.0,Test feeds that have a site.lang (#164),,1
148,Remove contents from feed path spec,0.6952653,Remove trailing slash from feed ID (#159),Merge pull request 162,0
149,Update history to reflect merge of #240 [ci skip],0.503473,Markdownify content prior to generation (#37),,0
150,Update feed.xml,0.9172944,Update feed.xml (#162),,1
151,Use Travis to cut new gems,0.6263531,Bump Ruby for Travis (#188),,0
152,Use SmartyPants,0.63211495,Use smartify filter (#117),Merge pull request 159,0
153,add xml:base attribute to the feed tag,0.7359302,Add xml:base to content tag for relative urls (#43),,1
154,Update history to reflect merge of #165 [ci skip],0.53816503,Update CI status badge (#363),,0
155,Merge pull request #92 from akhyarrh/patch-2,0.38039857,Escape image URL (#209),Merge pull request 160,0
156,Add Ruby 3.1 to the CI matrix (#365),1.0000002,Add Ruby 3.1 to the CI matrix (#365),,1
157,Merge pull request #49 from pathawks/fix-liquid-error,0.467646,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Fixes #158,0
158,Update history to reflect merge of #101 [ci skip],0.546103,Update CI status badge (#363),,0
159,Merge pull request #80 from pathawks/baseurl,0.49077773,Assign url_base before first usage (#133),Merge pull request 152,0
160,Merge pull request #102 from jekyll/pr/test-typo,0.5952785,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
161,Check post.categories instead of post.category (#357),1.0,Check post.categories instead of post.category (#357),,1
162,Test with Rubocop in CI,0.63938296,rubocop -a (#160),,0
163,Merge pull request #68 from pathawks/Tests,0.48550445,Simplify testing feed_meta tag (#101),Merge pull request 154,0
164,document,0.45253503,Find author by reference (#106),,0
165,update CI config,0.68379694,Update CI status badge (#363),,0
166,Merge pull request #165 from XhmikosR/master,0.41089946,"Use https in more places. (#165, props @XhmikosR)",,0
167,Use Module#method_defined?,0.9384104,Use Module#method_defined? (#83),Merge pull request 151,1
168,make xslt optional,0.51717,Add XML stylesheet example with XSLT (#119),,0
169,Update README.md,0.5053847,Update feed.xml (#162),,0
170,whitespace,0.5942163,Use new normalize_whitespace filter (#143),,0
171,Merge pull request #44 from jekyll/author-uri-tag-fix,0.5964584,Fix for duplicate closing </url> tag when author.uri was specified.,,0
172,Update history to reflect merge of #168 [ci skip],0.55121106,Update CI status badge (#363),Merge pull request 150,0
173,Create spec for feed_path,0.7229122,"Custom feed path support (#54, props @orderedlist)",,1
174,Merge pull request #13 from pathawks/whitespace,0.46486995,Consolidate regexps for stripping whitespace (#82),,0
175,Add Rubocop,0.9037368,Add Rubocop (#81),,1
176,Test against Ruby 2.1 to 2.4 (#188),0.9569328,Test against Ruby 2.5 (#201),Make feed stylesheet optional,1
177,Do not rely on jekyll-last-modified-at,0.7978341,Do not require jekyll-last-modified-at in tests (#87),,1
178,"Use type=""html"" to skirt around double escaping problem",0.94978225,"Use type=""html"" to skirt around double escaping problem (#127)",,1
179,Merge pull request #8 from pathawks/UnusedNS,0.36177734,Excerpt only flag (#287),,0
180,Merge pull request #12 from pathawks/permalink,0.39077926,Add support for post image (#104),Merge pull request 143,0
181,History.markdown: Fix release date of 0.9.3,0.5697131,Release: v0.12.0 (#271),,0
182,Add support for description in front matter (#297),0.8076387,Add support for page.description in front matter to become entry <summary> (#297),,1
183,Merge pull request #60 from jekyll/excerpt-test,0.5869797,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Merge pull request 141,0
184,Cleanup post_author logic,0.95518446,Cleanup post_author logic (#113),,1
185,Merge branch 'master' of https://github.com/benbalter/jekyll-rss-feed,0.58699185,Moved to @jekyll org (#3),,0
186,Merge pull request #95 from jeremiemartinez/filter-drafts,0.53438824,Filter out drafts before limit (#154),,0
187,normalize whitespace,0.8139981,Use new normalize_whitespace filter (#143),Merge pull request 139,1
188,Update history to reflect merge of #228 [ci skip],0.5100341,Update CI status badge (#363),,0
189,Fix merge conflicts?,0.4528584,Development Fixes,,0
190,Merge pull request #18 from XhmikosR/patch-1,0.39992985,XML escape the title field of feed_meta (#306),Merge pull request 134,0
191,Do not output blank title attribute,0.6035322,XML escape the title field of feed_meta (#306),,0
192,Filter drafts from feed.xml,0.6482823,Update feed.xml (#162),,0
193,Merge pull request #81 from pathawks/rubocop,0.49249086,Add Rubocop (#81),Merge pull request 138,0
194,whitespace and ordering,0.5112761,Use new normalize_whitespace filter (#143),"Setting @site.config[""time""] causes problems when Jekyll is operating in --draft mode. See: https://github.com/jekyll/jekyll-feed/issues/135",0
195,Categories and collections (#228),1.0,Categories and collections (#228),,1
196,Refactor to remove redundant calls and variables (#240),1.0000001,Refactor to remove redundant calls and variables (#240),,1
197,Merge pull request #143 from jekyll/pull/normalize_whitespace,0.5456793,Consolidate regexps for stripping whitespace (#82),,0
198,Remove unused files from test,0.34277692,Remove check for older version of Jekyll (#234),,0
199,Update history to reflect merge of #327 [ci skip],0.53240377,Update CI status badge (#363),,0
200,Merge pull request #57 from jekyll/summary-be-empty,0.55272627,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
201,Merge pull request #3 from jekyll/change-owner,0.5600713,Moved to @jekyll org (#3),,0
202,Bump Rubocop (#230),1.0,Bump Rubocop (#230),Fixes #115,1
203,Update history to reflect merge of #82,0.42513764,Markdownify content prior to generation (#37),,0
204,Update history to reflect merge of #151 [ci skip],0.5330306,Update CI status badge (#363),,0
205,Dev: Standardize scripts,0.45067173,Simplify minify regular expression (#141),,0
206,Change to feed group for settings instead of feed_path,0.6771889,"Custom feed path support (#54, props @orderedlist)",,0
207,update docs to note ability to pass image as a hash,0.4784698,Support image.path when post.image is an object (#137),,0
208,Organize release notes,0.44341165,Include Jekyll version information (#11),Merge pull request 133,0
209,Test against Ruby 2.5 (#201),1.0,Test against Ruby 2.5 (#201),,1
210,update docs,0.5809064,DRY up and add more doc (#120),,0
211,chore(ci): Test with GitHub Actions,0.44451958,Simplify testing feed_meta tag (#101),,0
212,chore(release): :gem: 0.15.0,0.6422384,Release: v0.12.0 (#271),,0
213,Merge pull request #104 from jekyll/pr/image,0.5930581,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Merge pull request 127,0
214,Update history to reflect merge of #359 [ci skip],0.5643556,Update CI status badge (#363),,0
215,Update history to reflect merge of #222 [ci skip],0.5155084,Update CI status badge (#363),,0
216,Update history to reflect merge of #241 [ci skip],0.49137586,Update CI status badge (#363),,0
217,Update history to reflect merge of #117 [ci skip],0.5391799,Update CI status badge (#363),,0
218,Merge pull request #151 from jekyll/namespace,0.58050543,Moved to @jekyll org (#3),Merge pull request 117,0
219,Update history to reflect merge of #87,0.4368881,Update CI status badge (#363),,0
220,Use .atom extension since we write an Atom feed (#359),0.95146954,Use .atom extension in documented examples since we write an Atom feed (#359),,1
221,update readme,0.5614159,Update feed.xml (#162),Merge pull request 120,0
222,Fix self identifying content type,0.5222101,Add media:content tag (#290),,0
223,Update history to reflect merge of #152 [ci skip],0.5181507,Update CI status badge (#363),,0
224,Release :gem: v0.9.0,0.7152283,Release: v0.12.0 (#271),Merge pull request 119,1
225,Fix typos in Readme (#384),0.5401654,Correct typo in tests (#102),,0
226,Update history to reflect merge of #143 [ci skip],0.4973233,Update CI status badge (#363),,0
227,use markdownify as a stopgap,0.6881574,Markdownify content prior to generation (#37),,0
228,fix: rss required by Ruby 3.0,0.76240015,Require Ruby 2.3 (#222),,1
229,Merge pull request #37 from jekyll/html,0.5896287,Properly render post content with Jekyll (#73),,0
230,Update history to reflect merge of #234 [ci skip],0.50131637,Update CI status badge (#363),Merge pull request 113,0
231,spike out validation,0.5607964,Validate the resulting feed (#21),,0
232,keep closing tags consistent,0.5173073,Fix for duplicate closing </url> tag when author.uri was specified.,,0
233,Release :gem: 0.10.0,0.6799071,Release: v0.12.0 (#271),,0
234,chore(ci): test oldest and latest ruby versions only,0.66356105,Test against Ruby 2.5 (#201),,0
235,Add XML stylesheet example with XSLT,0.9613639,Add XML stylesheet example with XSLT (#119),,1
236,dev: update CI and style settings (#258),1.0,dev: update CI and style settings (#258),Merge pull request 110,1
237,Merge pull request #21 from jekyll/validation,0.6061857,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
238,Remove old shim for strip filter,0.6160056,Use filters to clean up Liquid template (#134),,0
239,docs: style feed,0.6670015,Make feed stylesheet optional (#149),,0
240,Merge pull request #152 from jekyll/pull/default-author,0.57785773,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
241,Merge pull request #99 from jekyll/pr/matrix,0.5488207,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
242,remove stylesheet and document,0.6345346,Make feed stylesheet optional (#149),Merge pull request 103,0
243,Refactor feed.xml to use prepend,0.69379985,Update feed.xml (#162),,0
244,Update history to reflect merge of #223 [ci skip],0.48921442,Update CI status badge (#363),Merge pull request 104,0
245,failing test for HTML rendering;,0.43937916,"Use type=""html"" to skirt around double escaping problem (#127)",,0
246,Release :gem: v0.9.3,0.71529984,Release: v0.12.0 (#271),,1
247,Update history to reflect merge of #83 [ci skip],0.506406,Update CI status badge (#363),,0
248,Update history to reflect merge of #105 [ci skip],0.5274897,Update CI status badge (#363),,0
249,Release :gem: v0.7.1,0.71890575,Release: v0.12.0 (#271),Merge pull request 105,1
250,Update history to reflect merge of #309 [ci skip],0.52006567,Update CI status badge (#363),,0
251,move to content,0.5271466,Add media:content tag (#290),,0
252,Update history to reflect merge of #99 [ci skip],0.52177954,Update CI status badge (#363),Merge pull request 106,0
253,"Don't set @site.config[""time""] on feed generation",0.9675157,"Don't set @site.config[""time""] on feed generation (#138)",,1
254,use uri in all places,0.5710206,Use author.uri in all places (https://github.com/jekyll/jekyll-feed/pull/45),,0
255,Rubocop ~> 0.57.2,0.8724593,Rubocop 0.55 (#223),Merge pull request 100,1
256,Release :gem: v0.5.0,0.7007419,Release: v0.12.0 (#271),,1
257,Merge pull request #43 from jekyll/xml-base,0.55450094,XML escape the ID field (#39),,0
258,Fix: Add note about using plugins instead of gems key (#197),0.9999998,Fix: Add note about using plugins instead of gems key (#197),,1
259,Release :gem: v0.7.0,0.7060287,Release: v0.12.0 (#271),,1
260,Use site.title in feed_meta if available,0.793447,"Feed uses site.title, or site.name if title doesn't exist (#72)",Merge pull request 101,1
261,Update history to reflect merge of #355 [ci skip],0.57069814,Update CI status badge (#363),,0
262,Update history to reflect merge of #209 [ci skip],0.495874,Markdownify content prior to generation (#37),,0
263,change namespace to jekyll from benbalter,0.69355536,Rename to Jekyll Feed (#29),Merge pull request 102,0
264,:gem: bump,0.70024556,Bump Rubocop (#230),,1
265,Merge pull request #119 from jhabdas/master,0.3900401,Simplify testing feed_meta tag (#101),,0
266,Merge pull request #149 from jekyll/optional-xslt,0.58509207,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Merge pull request 75,0
267,Update history to reflect merge of #103 [ci skip],0.532053,Update CI status badge (#363),,0
268,chore(deps): rubocop-jekyll 0.3.0,0.5829538,"Loosen Jekyll version requirements (#53, props @envygeeks)",,0
269,Test for existence using exist instead of truthy,0.3374097,Only test against Jekyll 3 (#99),Merge pull request 99,0
270,Make methods private where possible,0.6821959,Fold private methods into the :render method as local variables (#327),,0
271,Update history to reflect merge of #75 [ci skip],0.55355763,Update CI status badge (#363),,0
272,Merge pull request #127 from jekyll/pr/double-escape,0.5748949,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Add Rubocop,0
273,update test,0.5798698,Test feeds that have a site.lang (#164),,0
274,Update CI status badge (#363),1.0,Update CI status badge (#363),,1
275,"script/cibuild: use ""rake build"" instead of raw gem build",0.49411103,Add Ruby 3.0 to CI (#337),,0
276,Make explicit that this will sometimes be empty,0.40128872,"Check to ensure the post excerpt isn't blank before outputting (#57, props @parkr)",Filter drafts from feed.xml,0
277,Add note about StripWhitespace,0.64225936,Strip newlines (#13),,0
278,Update history to reflect merge of #249 [ci skip],0.49489298,Markdownify content prior to generation (#37),Update README.md,0
279,Merge pull request #154 from jekyll/pull/filter-drafts-before-limit,0.5736052,Filter out drafts before limit (#154),Mention change on #72 where title can be used.,0
280,Use date_to_rfc822 filter for date,0.4958343,Use smartify filter (#117),Separate each class/module into its own file,0
281,Update history to reflect merge of #271 [ci skip],0.4947871,Markdownify content prior to generation (#37),,0
282,Update history to reflect merge of #357 [ci skip],0.60024405,Update CI status badge (#363),,0
283,Update history to reflect merge of #195 [ci skip],0.52175355,Update CI status badge (#363),,0
284,Update history to reflect merge of #150 [ci skip],0.5132052,Markdownify content prior to generation (#37),,0
285,do it in one line,0.3128135,Strip newlines (#13),,0
286,Use secure protocol in example URL (#282),0.641276,"Use https in more places. (#165, props @XhmikosR)",,0
287,Re-introduce Ruby 2.3 support and test Jekyll 3.7+ (#272),1.0,Re-introduce Ruby 2.3 support and test Jekyll 3.7+ (#272),Merge pull request 83,1
288,chore(ci): start simple,0.36408618,And so it begins,I don't think the old way works the way you think it worked.,0
289,Merge pull request #291 from jekyll/pull/v0.13.0,0.64779127,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),[ci skip],0
290,Improve readability of entries in History document,0.42525002,Feed entries must contain <author> (#152),Merge pull request 82,0
291,Remove unused namespaces,0.48635012,Refactor to remove redundant calls and variables (#240),,0
292,Merge pull request #9 from pathawks/No_madeup_data,0.38967806,Simplify testing feed_meta tag (#101),feed_meta Should include baseurl,0
293,added test for _data/authors.yml data and corrected mistakes,0.5258909,Test feeds that have a site.lang (#164),,0
