Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
14,:sparkles: Update parameter names and order,0.5251409,"📝 Update order of examples, latest Python version first, and simplify version tab names. PR #9269 by @tiangolo.",Co-authored-by: Fernando Crozetta fernando@czetta.com Co-authored-by: Lorhan Sohaky 16273730+LorhanSohaky@users.noreply.github.com,0
15,✏ Fix typo in Benchmarks (#1995),0.9069191,✏ Fix typo in Benchmarks. PR #1995 by @AlejoAsd.,Co-authored-by: Artem Golicyn 86262613+AGolicyn@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
16,:memo: Add docs about params as functions for mypy (#231),0.5538218,"✨ Add support for adding multiple examples in request bodies and path, query, cookie, and header params. New docs: Declare Request Example Data. Initial PR #1267 by @austinorr.",,0
17,🔧 Update sponsors badge configs (#5155),0.91062725,🔧 Update sponsors badge configs. PR #5155 by @tiangolo.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
18,:memo: Update project generation docs (#1287),0.7671516,Update docs for project generation. PR #1287.,,1
19,"⬆ Upgrade internal testing dependencies: mypy to version 0.910, add newly needed type packages (#3350)",0.937204,"⬆ Upgrade internal testing dependencies: mypy to version 0.910, add newly needed type packages. PR #3350 by @ArcLightSlavik.",Add Russian translation for docs/ru/docs/tutorial/testing.md,1
20,🌐 Update Chinese translation for docs/zh/docs/tutorial/request-files.md (#4529),0.916365,🌐 Update Chinese translation for docs/zh/docs/tutorial/request-files.md. PR #4529 by @ASpathfinder.,,1
21,👥 Update FastAPI People (#4699),0.8744942,👥 Update FastAPI People. PR #4699 by @github-actions[bot].,Co-authored-by: Artem Golicyn 86262613+AGolicyn@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
22,:memo: Update release notes and OAuth2 scopes docs,0.73664016,Update wording in docs about OAuth2 scopes. PR #371 by @cjw296.,,1
23,🌐 Initiate Czech translation setup (#9288),0.93278503,🌐 Initiate Czech translation setup. PR #9288 by @3p1463k.,fix command to install requirements,1
24,"📝 Update docs for first-steps, links, rewordings (#1518)",0.9037347,"Update docs for first steps, links and rewording. PR #1518 by @yankeexe.",,1
25,⬆️ Upgrade Starlette to 0.17.1 (#4145),0.946883,⬆️ Upgrade Starlette to 0.17.1. PR #4145 by @simondale00.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
26,✏ Fix wrong import from typing module in Persian translations for docs/fa/docs/index.md (#6083),0.9657518,✏ Fix wrong import from typing module in Persian translations for docs/fa/docs/index.md. PR #6083 by @Kimiaattaei.,,1
27,:memo: Add body multiple parameters docs,0.614208,Add docs:,Initiate Czech translation setup Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,0
28,⬆ Upgrade Swagger UI - swagger-ui-dist@4 (#4347),0.8541607,"⬆ Upgrade Swagger UI - swagger-ui-dist@4. This handles a security issue in Swagger UI itself where it could be possible to inject HTML into Swagger UI. Please upgrade as soon as you can, in particular if you expose your Swagger UI (/docs) publicly to non-expert users. PR #4347 by @RAlanWright.",,1
29,⬆ Bump dawidd6/action-download-artifact from 2.23.0 to 2.24.0 (#5508),0.9534278,⬆ Bump dawidd6/action-download-artifact from 2.26.0 to 2.27.0. PR #9394 by @dependabot[bot].,,1
30,🔖 Release version 0.75.1,0.699336,"⬆️ Upgrade Uvicorn max version in public extras: all. From >=0.12.0,<0.18.0 to >=0.12.0,<0.19.0. PR #5401 by @tiangolo.",,0
31,📝 Fix image links for sponsors (#2304),0.90352917,📝 Fix image links for sponsors. PR #2304 by @tiangolo.,"Add Russian translation for docs/ru/docs/tutorial/response-status-code.md 🎨 [pre-commit.ci] Auto format from pre-commit.com hooks Apply suggestions from code review Co-authored-by: Vladislav Kramorenko 85196001+Xewus@users.noreply.github.com Replace 'response code' with 'status code', make minor translation improvements Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Vladislav Kramorenko 85196001+Xewus@users.noreply.github.com",1
32,🌐 Add Chinese translation for Benchmarks (#2119),0.89438796,🌐 Add Chinese translation for Benchmarks. PR #2119 by @spaceack.,,1
33,📝 Add warning about storing user passwords (#1336),0.76088005,Update warning about storing passwords in docs. PR #1336 by @skorokithakis.,,1
34,"🐛 Fix Watch Preview Docs GitHub Action, strike 2",0.78063124,Add GitHub Action to watch for missing preview docs and trigger a preview deploy. PR #1740.,,1
35,:construction_worker: Trigger Docker images build on Travis (#65),0.7295351,Trigger Docker images build on Travis CI automatically. PR #65.,,1
36,"🎨 Update type annotations for response_model, allow things like Union[str, None] (#5294)",0.9392027,"🎨 Update type annotations for response_model, allow things like Union[str, None]. PR #5294 by @tiangolo.",Bumps pypa/gh-action-pypi-publish from 1.6.4 to 1.8.5. - Release notes - Commits updated-dependencies: - dependency-name: pypa/gh-action-pypi-publish   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
37,✏ Fix typo in docs/en/docs/help-fastapi.md (#3760),0.95116353,✏ Fix typo in docs/en/docs/help-fastapi.md. PR #3760 by @jaystone776.,Bumps dawidd6/action-download-artifact from 2.26.0 to 2.27.0. - Release notes - Commits updated-dependencies: - dependency-name: dawidd6/action-download-artifact   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
38,🌐 Add Japanese translation for Contributing (#2067),0.92272055,🌐 Add Japanese translation for Contributing. PR #2067 by @komtaki.,,1
39,:sparkles: Add docs and tests for Jinja2 templates (#186),0.64707625,Update example for templates with Jinja to include HTML media type. PR #1690 by @frafra.,,0
40,🌐 Add Japanese translation for docs/ja/docs/advanced/index.md (#5043),0.93726027,🌐 Add Japanese translation for docs/ja/docs/advanced/index.md. PR #5043 by @wakabame.,,1
41,🌐 Tamil translations - initial setup (#5564),0.92834026,🌐 Tamil translations - initial setup. PR #5564 by @gusty1g.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
42,":memo: Update docs, clarify what's a schema",0.6067447,"📝 Add OpenAPI warning to ""Body - Fields"" docs with extra schema extensions. PR #4846 by @ml-evs.",,0
43,Change 'dicas de tipo' to 'type hints',0.6217293,Type Hints with Metadata Annotations.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,0
44,✏ Fix typo in body-nested-models.md (#3462),0.933825,✏ Fix typo in body-nested-models.md. PR #3462 by @jaystone776.,,1
45,📝 Add docs for creating a custom Response class (#5331),0.8885412,📝 Add docs for creating a custom Response class. PR #5331 by @tiangolo.,,1
46,🔧 Add Striveworks sponsor (#4596),0.90722543,🔧 Add Striveworks sponsor. PR #4596 by @tiangolo.,,1
47,"⬆️ Upgrade dependencies for doc and dev internal extras: Typer, Uvicorn (#5400)",0.9531773,"⬆️ Upgrade dependencies for doc and dev internal extras: Typer, Uvicorn. PR #5400 by @tiangolo.",✏️ Remove unnecessary asterisks from help doc,1
48,:lipstick: Fix logo size for GitHub,0.48883486,"Update GitHub Actions, refactor Gitter bot. PR #1746.",,0
49,📝 Add cookiecutter-spacy-fastapi to docs (#1390),0.666685,Add Favicons to docs. PR #53.,,0
50,🔖 Release version 0.65.3,0.6845659,"⬆️ Upgrade Uvicorn max version in public extras: all. From >=0.12.0,<0.18.0 to >=0.12.0,<0.19.0. PR #5401 by @tiangolo.",,0
51,:sparkles: Add automatic header handling for HTTP Basic Auth (#175),0.83205676,Upgrade HTTP Basic Auth handling with automatic headers (automatic browser login prompt). PR #175.,,1
52,🌐 Update Chinese translation for docs/zh/docs/tutorial/query-params-str-validations.md (#5255),0.9649651,🌐 Update Chinese translation for docs/zh/docs/tutorial/query-params-str-validations.md. PR #5255 by @hjlarry.,,1
53,Update fix SQLAlchemy support with ORM (#30),0.94311404,"Fix/add SQLAlchemy support, including ORM, and update docs for SQLAlchemy: #30",,1
54,:bug: Fix docs link in oauth2-scopes.md (#275),0.89629114,Fix broken link in docs about OAuth 2.0 with scopes. PR #275 by @dmontagu.,,1
55,🌐 Start Dutch translations (#4703),0.9030089,🌐 Start Dutch translations. PR #4703 by @tiangolo.,,1
56,🌐 Update German translation for docs/features.md (#3905),0.9120187,🌐 Update German translation for docs/features.md. PR #3905 by @jomue.,,1
57,":memo: Add docs for deployment, with Docker, HTTPS, etc",0.61061335,"📝 Add external link to docs: ""Fastapi, Docker(Docker compose) and Postgres"". PR #5033 by @krishnardt.",,0
58,:sparkles: Implement support for Pydantic's ORM mode (#322),0.873772,Add support for Pydantic's ORM mode:,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
59,"📝 Add external link to blog post ""Authenticate Your FastAPI App with Auth0"" (#2172)",0.9663382,"📝 Add external link to blog post ""Authenticate Your FastAPI App with Auth0"". PR #2172 by @dompatmore.",🔧 Remove Jina sponsor,1
60,:sparkles: Add support for OpenAPI Callbacks (#722),0.8895545,Add support for OpenAPI Callbacks:,,1
61,🌐 Add Portuguese translation for docs/advanced/index.md (#3460),0.8839712,🌐 Add Portuguese translation for docs/deployment/index.md. PR #3337 by @lsglucas.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Marcelo Trylesinski marcelotryle@gmail.com,1
62,Fix tags's declare,0.52113926,Add support for declaring metadata for tags in OpenAPI. New docs at Tutorial - Metadata and Docs URLs - Metadata for tags. PR #1348 by @thomas-maschler.,,0
63,"📝 Fix link to edit External Links, add additional link (#1669)",0.75313234,"📝 Add External Link, replaces #1898. PR #3571 by @tiangolo.",,1
64,:pencil2: Fix protocol separator typo (#647),0.59053886,➖ Remove Typer as a docs building dependency (covered by typer-cli) to fix pip resolver conflicts. PR #2539 by @tiangolo.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,0
65,✏ Fix minor typos in docs/en/docs/async.md (#5125),0.94139755,✏ Fix minor typos in docs/en/docs/async.md. PR #5125 by @Ksenofanex.,Co-authored-by: Fábio Ueno fabio.t.ueno@gmail.com,1
66,:memo: Add article about FastAPI to external links (#766),0.7491199,Add article to External Links: Почему Вы должны попробовать FastAPI?. PR #766 by @prostomarkeloff.,,1
67,:bug: Fix OpenAPI URL format for Starlette convertors (#234),0.8148296,"Fix OpenAPI documentation of Starlette URL convertors. Specially useful when using path convertors, to take a whole path as a parameter, like /some/url/{p:path}. PR #234 by @euri10.",Co-authored-by: Fábio Ueno fabio.t.ueno@gmail.com,1
68,:memo: Update mkdocs extensions,0.6345297,🐛 Fix calling mkdocs for languages as a subprocess to fix/enable MkDocs Material search plugin. PR #5501 by @tiangolo.,,0
69,":bookmark: Release 0.32.0, as PR ##347 might be a breaking change",0.6902803,PR #347.,Co-authored-by: stigsanek alexander.e.egorov@pikta.ru Co-authored-by: Marcelo Trylesinski marcelotryle@gmail.com,0
70,✅ Add test to support Enums with their own re-usable schema (#1461),0.6633674,✨ Add support for tags with Enums. PR #4468 by @tiangolo. New docs: Path Operation Configuration - Tags with Enums.,,0
71,:bookmark: Release 0.20.0,0.6041485,Highlights of this release:,Co-authored-by: Nina Hwang 79563565+NinaHwang@users.noreply.github.com Co-authored-by: Joona Yoon joonas-yoon@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
72,:memo: Add note on installing and running pytest,0.6263178,Add typing information to package including file py.typed. PR #209 by @meadsteve.,,0
73,:art: Improve automatic naming of path operations in API docs (#155),0.74077034,"Improve automatically generated names of path operations in OpenAPI (in API docs). A function read_items instead of having a generated name ""Read Items Get"" will have ""Read Items"". PR #155.",,1
74,✨ Update internal AsyncExitStack to fix context for dependencies with yield (#4575),0.940994,✨ Update internal AsyncExitStack to fix context for dependencies with yield. PR #4575 by @tiangolo.,,1
75,:lock: Fix clone field implementation to handle sub-models in response_model (#889),0.6704017,"Fix model filtering in response_model, cloning sub-models. PR #889.",docs(index): copy the new index.md from docs/en docs(index): add translation for docs/index.md Apply rjNemo's suggestions Apply Viicos's suggestions,0
76,:sparkles: Update tutorial src renamer to use sub-directories,0.5544721,"✨ Allow setting the response_class to RedirectResponse or FileResponse and returning the URL from the function. New and updated docs are in the tutorial section Custom Response - HTML, Stream, File, others, in RedirectResponse and in FileResponse. PR #3457 by @tiangolo.",,0
77,🌐 Add Japanese translation for Tutorial - Body (#1683),0.92093575,🌐 Add Japanese translation for Tutorial - Body. PR #1683 by @tokusumi.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
78,:bookmark: Release 0.29.1,0.6744715,Highlights of this release:,,0
79,👥 Update FastAPI People (#2880),0.8729137,👥 Update FastAPI People. PR #2880 by @github-actions[bot].,del docs/ru/docs/contributing.md ru translate for */docs/ru/docs/project-generation.md docs/ru/docs/benchmarks.md 🎨 [pre-commit.ci] Auto format from pre-commit.com hooks Delete project-generation.md Update benchmarks.md Update benchmarks.md Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
80,:lock: Ensure skip_defaults doesn't cause extra fields to be serialized (#485),0.48477465,"Remove deprecated skip_defaults, use instead exclude_unset.",,0
81,🌐🇵🇱 Add Polish translation for docs/pl/docs/tutorial/first-steps.md (#5024),0.94743896,🌐🇵🇱 Add Polish translation for docs/pl/docs/tutorial/first-steps.md. PR #5024 by @Valaraucoo.,"Fix: copy FieldInfo from Annotated arguments We need to copy the field_info to prevent ourselves from mutating it.  This allows multiple path or nested routers ,etc. 📝 Add comment in fastapi/dependencies/utils.py Co-authored-by: Nadav Zingerman 7372858+nzig@users.noreply.github.com ✅ Extend and tweak tests for Annotated ✅ Tweak coverage, it's probably covered by a different version of Python Co-authored-by: Sebastián Ramírez tiangolo@gmail.com Co-authored-by: Nadav Zingerman 7372858+nzig@users.noreply.github.com",1
82,⬆️ Upgrade Typer to include Rich in scripts for docs (#5502),0.9384211,⬆️ Upgrade Typer to include Rich in scripts for docs. PR #5502 by @tiangolo.,,1
83,:wrench: Add format-imports script,0.64287156,🐛 Fix docs script to generate a new translation language with overrides boilerplate. PR #3202 by @tiangolo.,,0
84,:globe_with_meridians: Translate index to Spanish (#1201),0.67423815,Add translation to Portuguese for Benchmarks - Comparações. PR #1274 by @Serrones.,,0
85,:memo: Make badges be links to new tab (_blank),0.66121006,"Add Gitter chat, badge, links, etc. link","🌐 💬  🩺  🦲 🎨 [pre-commit.ci] Auto format from pre-commit.com hooks 🛠️😊 ♻️ Rename emoji lang from emj to em, and main docs name as 😉 Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Axd1x8a 26704473+FeeeeK@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com",0
86,🌐 Add French translation for docs/fr/docs/history-design-future.md (#3451),0.9436072,🌐 Add French translation for docs/fr/docs/history-design-future.md. PR #3451 by @rjNemo.,,1
87,📝 Fix broken link to article: Machine learning model serving in Python using FastAPI and Streamlit (#2557),0.96572393,📝 Fix broken link to article: Machine learning model serving in Python using FastAPI and Streamlit. PR #2557 by @davidefiocco.,,1
88,:white_check_mark: Temporal ignore mypy missing imports,0.55035436,"📝 Update docs for testing, fix examples with relative imports. PR #5302 by @tiangolo.",,0
89,":construction_worker: Add scripts, stolen from Starlette",0.56393504,✨ Re-export Starlette's WebSocketException and add it to docs. PR #5629 by @tiangolo.,,0
90,🌐 Add Japanese translation for Tutorial - Query Parameters and String Validations (#1901),0.8868234,🌐 Add Japanese translation for Tutorial - Query Parameters and String Validations. PR #1901 by @SwftAlpc.,📝 Tweak tip recommending Annotated,1
91,🐛 Fix FastAPI People GitHub Action: set HTTPX timeout for GraphQL query request (#5222),0.97836727,🐛 Fix FastAPI People GitHub Action: set HTTPX timeout for GraphQL query request. PR #5222 by @iudeen.,,1
92,:recycle: Refine internal type declarations and logic around them (#338),0.57656115,Refine internal type declarations to improve/remove Mypy errors in users' code. PR #338.,,0
93,👥 Update FastAPI People (#5347),0.8772785,👥 Update FastAPI People. PR #5154 by @tiangolo.,"📝 Simplify names in Python versions in tabs in docs 📝 Update docs for Types Intro, explain Python 3.6+, Python 3.9+, Python 3.10+ 📝 Re-order all Python examples, show latest Python versions first",1
94,🔧 Add new banner sponsor badge for FastAPI courses bundle (#3288),0.9531255,🔧 Add new banner sponsor badge for FastAPI courses bundle. PR #3288 by @tiangolo.,,1
95,:memo: Add Body Schema tutorial section,0.61487687,🌐 Portuguese translation of Tutorial - Body - Fields. PR #3420 by @ComicShrimp.,"🍱 Add new source examples with Annotated for Query Params and String Validations 📝 Add new docs with Annotated for Query Params and String Validations 🚚 Rename incorrectly named tests for Query Params and str validations ✅ Add new tests with Annotated for Query Params and Sring Validations examples 🍱 Add new examples with Annotated for Intro to Python Types 📝 Update Python Types Intro, include Annotated 🎨 Fix formatting in Query params and string validation, and highlight 🍱 Add new Annotated source examples for Path Params and Numeric Validations 📝 Update docs for Path Params and Numeric Validations with Annotated 🍱 Add new source examples with Annotated for Body - Multiple Params 📝 Update docs with Annotated for Body - Multiple Parameters ✅ Add test for new Annotated examples in Body - Multiple Parameters 🍱 Add new Annotated source examples for Body Fields 📝 Update docs for Body Fields with new Annotated examples ✅ Add new tests for new Annotated examples for Body Fields 🍱 Add new Annotated source examples for Schema Extra (Example Data) 📝 Update docs for Schema Extra with Annotated ✅ Add tests for new Annotated examples for Schema Extra 🍱 Add new Annnotated source examples for Extra Data Types 📝 Update docs with Annotated for Extra Data Types ✅ Add tests for new Annotated examples for Extra Data Types 🍱 Add new Annotated source examples for Cookie Parameters 📝 Update docs for Cookie Parameters with Annotated examples ✅ Add tests for new Annotated source examples in Cookie Parameters 🍱 Add new Annotated examples for Header Params 📝 Update docs with Annotated examples for Header Parameters ✅ Add tests for new Annotated examples for Header Params 🍱 Add new Annotated examples for Form Data 📝 Update Annotated docs for Form Data ✅ Add tests for new Annotated examples in Form Data 🍱 Add new Annotated source examples for Request Files 📝 Update Annotated docs for Request Files ✅ Test new Annotated examples for Request Files 🍱 Add new Annotated source examples for Request Forms and Files ✅ Add tests for new Anotated examples for Request Forms and Files 🍱 Add new Annotated source examples for Dependencies and Advanced Dependencies ✅ Add tests for new Annotated dependencies 📝 Add new docs for using Annotated with dependencies including type aliases 📝 Update docs for Classes as Dependencies with Annotated 📝 Update docs for Sub-dependencies with Annotated 📝 Update docs for Dependencies in path operation decorators with Annotated 📝 Update docs for Global Dependencies with Annotated 📝 Update docs for Dependencies with yield with Annotated 🎨 Update format in example for dependencies with Annotated 🍱 Add source examples with Annotated for Security ✅ Add tests for new Annotated examples for security 📝 Update docs for Security - First Steps with Annotated 📝 Update docs for Security: Get Current User with Annotated 📝 Update docs for Simple OAuth2 with Password and Bearer with Annotated 📝 Update docs for OAuth2 with Password (and hashing), Bearer with JWT tokens with Annotated 📝 Update docs for Request Forms and Files with Annotated 🍱 Add new source examples for Bigger Applications with Annotated ✅ Add new tests for Bigger Applications with Annotated 📝 Update docs for Bigger Applications - Multiple Files with Annotated 🍱 Add source examples for background tasks with Annotated 📝 Update docs for Background Tasks with Annotated ✅ Add test for Background Tasks with Anotated 🍱 Add new source examples for docs for Testing with Annotated 📝 Update docs for Testing with Annotated ✅ Add tests for Annotated examples for Testing 🍱 Add new source examples for Additional Status Codes with Annotated ✅ Add tests for new Annotated examples for Additional Status Codes 📝 Update docs for Additional Status Codes with Annotated 📝 Update docs for Advanced Dependencies with Annotated 📝 Update docs for OAuth2 scopes with Annotated 📝 Update docs for HTTP Basic Auth with Annotated 🍱 Add source examples with Annotated for WebSockets ✅ Add tests for new Annotated examples for WebSockets 📝 Update docs for WebSockets with new Annotated examples 🍱 Add source examples with Annotated for Settings and Environment Variables 📝 Update docs for Settings and Environment Variables with Annotated 🍱 Add new source examples for testing dependencies with Annotated ✅ Add tests for new examples for testing dependencies 📝 Update docs for testing dependencies with new Annotated examples ✅ Update and fix marker for Python 3.9 test 🔧 Update Ruff ignores for source examples in docs ✅ Fix some tests in the grid for Python 3.9 (incorrectly testing 3.10) 🔥 Remove source examples and tests for (non existent) docs section about Annotated, as it's covered in all the rest of the docs",0
96,":arrow_up: Add tests, fix issues and update Pydantic",0.70200706,"🔧 Configure strict pytest options and update/refactor tests. Upgrade pytest to >=6.2.4,<7.0.0 and pytest-cov to >=2.12.0,<3.0.0. Initial PR #2790 by @graingert.",,1
97,:bookmark: Release version 0.47.0,0.58824754,⬆ Upgrade MkDocs Material and configs. PR #4385 by @tiangolo.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,0
98,🌐 Add translation for docs/zh/docs/advanced/response-cookies.md (#4638),0.9257192,🌐 Add translation for docs/zh/docs/advanced/response-cookies.md. PR #4638 by @zhangbo2012.,,1
99,📝 Update cors.md - CORS max_age 600 (#1301),0.84378314,"Update CORS docs, fix correct default of max_age=600. PR #1301 by @derekbekoe.",,1
100,:bookmark: Release 0.38.1,0.62233377,Highlights of this release:,,0
101,🌐 Add French translation for docs/fr/docs/advanced/index.md (#5673),0.9599593,🌐 Add French translation for docs/fr/docs/advanced/index.md. PR #5673 by @axel584.,,1
102,Remove extra code.,0.62532467,"Remove *, from functions in docs where it's not needed. PR #1239 by @pankaj-giri.",,0
103,:lipstick: Update index with new image names,0.5203875,"Update docs, images, tests.",,0
104,:memo: Update docs and index to make clear what FastAPI does,0.77793956,New docs about how to Help Maintain FastAPI.,,1
105,✨ Add Chinese translation for path-params-numeric-validations.md (#1506),0.86647993,Add translation to Chinese for Path Parameters and Numeric Validations - 路径参数和数值校验. PR #1506 by @waynerv.,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
106,:bookmark: Release 0.30.0,0.58714235,⬆ Upgrade MkDocs Material and configs. PR #4385 by @tiangolo.,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,0
107,⬆️ Upgrade Starlette version to >=0.27.0 for a security release (#9541),0.95219743,⬆️ Upgrade Starlette version to >=0.27.0 for a security release. PR #9541 by @tiangolo. Details on Starlette's security advisory.,,1
108,📝 Tweak and improve docs for Request Files (#4470),0.91896564,📝 Tweak and improve docs for Request Files. PR #4470 by @tiangolo.,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
109,✏ Fix command to install requirements in Windows (#9445),0.90945005,✏ Fix command to install requirements in Windows. PR #9445 by @MariiaRomanuik.,,1
110,🌐 Add French translation for docs/fr/docs/index.md (#9265),0.93126404,🌐 Add French translation for docs/fr/docs/advanced/index.md. PR #5673 by @axel584.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
111,📝 Update Sentry link in docs (#9218),0.88909173,📝 Update Sentry link in docs. PR #9218 by @smeubank.,,1
112,"🔧 Update sponsors, add: ExoFlare, Ines Course; remove: Dropbase, Vim.so, Calmcode; update: Striveworks, TalkPython and TestDriven.io (#4805)",0.9672669,"🔧 Update sponsors, add: ExoFlare, Ines Course; remove: Dropbase, Vim.so, Calmcode; update: Striveworks, TalkPython and TestDriven.io. PR #4805 by @tiangolo.",,1
113,:memo: Add docs for Form data,0.6448486,Add docs:,,0
114,🌐 Add Chinese translation for Tutorial - Extra Data Types (#2410),0.9368324,🌐 Add Chinese translation for Tutorial - Extra Data Types. PR #2410 by @maoyibo.,,1
115,♻ Assume request bodies contain JSON when no Content-Type header is provided (#3456),0.8371929,🔒 Check Content-Type request header before assuming JSON. Initial PR #2118 by @patrickkwang.,,1
116,🔖 Release version 0.79.0,0.6521081,This release has no breaking changes. 🎉,,0
117,🌐 Add Portuguese translation for the tutorial/index page (#1259),0.86221635,Add translation to Portuguese for Tutorial - User Guide - Intro - Tutorial - Guia de Usuário - Introdução. PR #1259 by @marcosmmb.,,1
118,🔧 Add Budget Insight sponsor (#4824),0.9204073,🔧 Add Budget Insight sponsor. PR #4824 by @tiangolo.,,1
119,"🔧 Update sponsors, remove Dropbase, add Doist (#5096)",0.9215044,"🔧 Update sponsors, remove Dropbase, add Doist. PR #5096 by @tiangolo.",,1
120,👷 Switch from Codecov to Smokeshow plus pytest-cov to pure coverage for internal tests (#5583),0.9458686,👷 Switch from Codecov to Smokeshow plus pytest-cov to pure coverage for internal tests. PR #5583 by @tiangolo.,,1
121,🐛 Prefer custom encoder over defaults if specified in jsonable_encoder (#2061),0.9171747,🐛 Prefer custom encoder over defaults if specified in jsonable_encoder. PR #2061 by @viveksunder.,,1
122,:sparkles: Add parameter dependencies to path operation decorators and include_router (#235),0.7776588,New documentation about dependencies in path operation decorators.,,1
123,:heavy_plus_sign: Add orjson to pip install fastapi[all] (#1161),0.82341886,Add orjson to pip install fastapi[all]. PR #1161 by @michael0liver.,,1
