Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
"🔧 Update sponsors, remove InvestSuite (#9612)",0.93582785,"🔧 Update sponsors, remove InvestSuite. PR #9612 by @tiangolo.",,1
⚡ Update create_cloned_field to use a global cache and improve startup performance (#4645),0.9433284,⚡ Update create_cloned_field to use a global cache and improve startup performance. PR #4645 by @madkinsz and previous original PR by @huonw.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com Co-authored-by: Huon Wilson wilson.huon@gmail.com,1
🌐 Add Chinese translation for docs/zh/docs/tutorial/static-files.md (#9436),0.9489366,🌐 Add Chinese translation for docs/zh/docs/tutorial/static-files.md. PR #9436 by @wdh99.,Add Chinese translation for docs/zh/docs/tutorial/static-files.md,1
🌐 Update Spanish translation including new illustrations in docs/es/docs/async.md (#9483),0.91583383,🌐 Update Spanish translation including new illustrations in docs/es/docs/async.md. PR #9483 by @andresbermeoq.,,1
✏️ Fix typo in Deta deployment tutorial (#9501),0.95465386,✏️ Fix typo in Deta deployment tutorial. PR #9501 by @lemonyte.,Fix typo (Data -> Deta),1
🌐 Add Russian translation for docs/ru/docs/tutorial/path-params.md (#9519),0.92800164,🌐 Add Russian translation for docs/ru/docs/tutorial/path-params.md. PR #9519 by @AGolicyn.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Vladislav Kramorenko 85196001+Xewus@users.noreply.github.com,1
🌐 Add Russian translation for docs/ru/docs/tutorial/path-params-numeric-validations.md (#9563),0.9532868,🌐 Add Russian translation for docs/ru/docs/tutorial/path-params-numeric-validations.md. PR #9563 by @ivan-abc.,Co-authored-by: Vladislav Kramorenko 85196001+Xewus@users.noreply.github.com,1
🌐 Add Russian translation for docs/ru/docs/deployment/concepts.md (#9577),0.9537359,🌐 Add Russian translation for docs/ru/docs/deployment/concepts.md. PR #9577 by @Xewus.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
🌐 Add Russian translation for docs/ru/docs/tutorial/body-multiple-params.md (#9586),0.9213321,🌐 Add Russian translation for docs/ru/docs/tutorial/body-multiple-params.md. PR #9586 by @Alexandrhub., 🌐 Add Russian translation for docs/tutorial/body-multiple-params.md  Co-authored-by: ivan-abc 36765187+ivan-abc@users.noreply.github.com Co-authored-by: Vladislav Kramorenko 85196001+Xewus@users.noreply.github.com,1
👥 Update FastAPI People (#9602),0.86225766,👥 Update FastAPI People. PR #5154 by @tiangolo.,Co-authored-by: github-actions github-actions@github.com,1
🔖 Release version 0.95.2,0.4842129,"⬆ Update typer[all] requirement from <0.7.0,>=0.6.1 to >=0.6.1,<0.8.0. PR #5639 by @dependabot[bot].",,0
⬆️ Upgrade Starlette version to >=0.27.0 for a security release (#9541),0.94641745,⬆️ Upgrade Starlette version to >=0.27.0 for a security release. PR #9541 by @tiangolo. Details on Starlette's security advisory.,,1
🐛 Fix flask.escape warning for internal tests (#9468),0.97343516,🐛 Fix flask.escape warning for internal tests. PR #9468 by @samuelcolvin.,  fix flask.escape warning   📝 Fix highlight in docs for WSGI    Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
"✅ Refactor 2 tests, for consistency and simplification (#9504)",0.9045009,"✅ Refactor 2 tests, for consistency and simplification. PR #9504 by @tiangolo.","✅ Refactor tests, for consistency and simplification",1
"✅ Refactor OpenAPI tests, prepare for Pydantic v2 (#9503)",0.95921934,"✅ Refactor OpenAPI tests, prepare for Pydantic v2. PR #9503 by @tiangolo.","  ✅ Refactor OpenAPI tests, move inline, prepare for Pydantic v2 tests   ✅ Fix test module loading for conditional OpenAPI   🐛 Fix missing pytest marker   ✅ Fix test for coverage ",1
📝 Update Deta deployment tutorial for compatibility with Deta Space (#6004),0.9689785,📝 Update Deta deployment tutorial for compatibility with Deta Space. PR #6004 by @mikBighne98.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Lemonyte 49930425+lemonyte@users.noreply.github.com Co-authored-by: xeust maxeust@gmail.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🌐 Add Portuguese translation for docs/pt/docs/advanced/events.md (#9326),0.9442626,🌐 Add Portuguese translation for docs/pt/docs/advanced/events.md. PR #9326 by @oandersonmagalhaes.,Co-authored-by: Fernando Crozetta fernando@czetta.com Co-authored-by: Lorhan Sohaky 16273730+LorhanSohaky@users.noreply.github.com,1
🌐 Add Russian translation for docs/ru/docs/deployment/manually.md (#9417),0.9635827,🌐 Add Russian translation for docs/ru/docs/deployment/manually.md. PR #9417 by @Xewus.,Co-authored-by: Artem Golicyn 86262613+AGolicyn@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🌐 Add setup for translations to Lao (#9396),0.9432883,🌐 Add setup for translations to Lao. PR #9396 by @TheBrown.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
🌐 Add Russian translation for docs/ru/docs/tutorial/testing.md (#9403),0.92599213,🌐 Add Russian translation for docs/ru/docs/tutorial/testing.md. PR #9403 by @Xewus.,Add Russian translation for docs/ru/docs/tutorial/testing.md,1
🌐 Add Russian translation for docs/ru/docs/deployment/https.md (#9428),0.95909995,🌐 Add Russian translation for docs/ru/docs/deployment/https.md. PR #9428 by @Xewus.,Co-authored-by: Artem Golicyn 86262613+AGolicyn@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix command to install requirements in Windows (#9445),0.93624413,✏ Fix command to install requirements in Windows. PR #9445 by @MariiaRomanuik.,fix command to install requirements,1
🌐 Add French translation for docs/fr/docs/advanced/response-directly.md (#9415),0.93980753,🌐 Add French translation for docs/fr/docs/advanced/response-directly.md. PR #9415 by @axel584.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🌐 Initiate Czech translation setup (#9288),0.9013585,🌐 Initiate Czech translation setup. PR #9288 by @3p1463k.,Initiate Czech translation setup Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix typo in Portuguese docs for docs/pt/docs/index.md (#9337),0.9212348,✏ Fix typo in Portuguese docs for docs/pt/docs/index.md. PR #9337 by @lucasbalieiro.,,1
🌐 Add Russian translation for docs/ru/docs/tutorial/response-status-code.md (#9370),0.9197214,🌐 Add Russian translation for docs/ru/docs/tutorial/response-status-code.md. PR #9370 by @nadia3373.,"  Add Russian translation for docs/ru/docs/tutorial/response-status-code.md   🎨 [pre-commit.ci] Auto format from pre-commit.com hooks   Apply suggestions from code review   Co-authored-by: Vladislav Kramorenko 85196001+Xewus@users.noreply.github.com  Replace 'response code' with 'status code', make minor translation improvements   Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Vladislav Kramorenko 85196001+Xewus@users.noreply.github.com",1
💚 Disable setup-python pip cache in CI (#9438),0.92247665,💚 Disable setup-python pip cache in CI. PR #9438 by @tiangolo.,,1
⬆ Bump pypa/gh-action-pypi-publish from 1.6.4 to 1.8.5 (#9346),0.9650946,⬆ Bump pypa/gh-action-pypi-publish from 1.6.4 to 1.8.5. PR #9346 by @dependabot[bot].,Bumps pypa/gh-action-pypi-publish from 1.6.4 to 1.8.5. - Release notes - Commits  updated-dependencies: - dependency-name: pypa/gh-action-pypi-publish   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
⬆ Bump dawidd6/action-download-artifact from 2.26.0 to 2.27.0 (#9394),0.9546733,⬆ Bump dawidd6/action-download-artifact from 2.26.0 to 2.27.0. PR #9394 by @dependabot[bot].,Bumps dawidd6/action-download-artifact from 2.26.0 to 2.27.0. - Release notes - Commits  updated-dependencies: - dependency-name: dawidd6/action-download-artifact   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
🔖 Release version 0.95.1,0.48977998,⬆️ Upgrade isort and update pre-commit. PR #5940 by @tiangolo.,,0
📝 Add notification message warning about old versions of FastAPI not supporting Annotated (#9298),0.9749098,📝 Add notification message warning about old versions of FastAPI not supporting Annotated. PR #9298 by @grdworkin.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
📝 Fix typo in docs/en/docs/advanced/behind-a-proxy.md (#5681),0.9717529,📝 Fix typo in docs/en/docs/advanced/behind-a-proxy.md. PR #5681 by @Leommjr.,Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
✏ Fix wrong import from typing module in Persian translations for docs/fa/docs/index.md (#6083),0.9517807,✏ Fix wrong import from typing module in Persian translations for docs/fa/docs/index.md. PR #6083 by @Kimiaattaei.,,1
"✏️ Fix format, remove unnecessary asterisks in docs/en/docs/help-fastapi.md (#9249)",0.9672912,"✏️ Fix format, remove unnecessary asterisks in docs/en/docs/help-fastapi.md. PR #9249 by @armgabrielyan.",✏️ Remove unnecessary asterisks from help doc,1
✏ Fix typo in docs/en/docs/tutorial/query-params-str-validations.md (#9272),0.9672648,✏ Fix typo in docs/en/docs/tutorial/query-params-str-validations.md. PR #9272 by @nicornk.,,1
✏ Fix typo/bug in inline code example in docs/en/docs/tutorial/query-params-str-validations.md (#9273),0.95838004,✏ Fix typo/bug in inline code example in docs/en/docs/tutorial/query-params-str-validations.md. PR #9273 by @tim-habitat.,,1
✏ Fix typo in docs/en/docs/tutorial/path-params-numeric-validations.md (#9282),0.9803752,✏ Fix typo in docs/en/docs/tutorial/path-params-numeric-validations.md. PR #9282 by @aadarsh977.,,1
✏ Fix typo: 'wll' to 'will' in docs/en/docs/tutorial/query-params-str-validations.md (#9380),0.9644319,✏ Fix typo: 'wll' to 'will' in docs/en/docs/tutorial/query-params-str-validations.md. PR #9380 by @dasstyxx.,,1
🌐 Add French translation for docs/fr/docs/advanced/index.md (#5673),0.90959686,🌐 Add French translation for docs/fr/docs/advanced/index.md. PR #5673 by @axel584.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🔧 Update sponsors: remove Jina (#9388),0.9287443,🔧 Update sponsors: remove Jina. PR #9388 by @tiangolo.,🔧 Remove Jina sponsor,1
🌐 Add Portuguese translation for docs/pt/docs/tutorial/body-nested-models.md (#4053),0.94783723,🌐 Add Portuguese translation for docs/pt/docs/tutorial/body-nested-models.md. PR #4053 by @luccasmmg.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Marcelo Trylesinski marcelotryle@gmail.com,1
🌐 Add Russian translation for docs/ru/docs/alternatives.md (#5994),0.9502078,🌐 Add Russian translation for docs/ru/docs/alternatives.md. PR #5994 by @Xewus.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🌐 Add Portuguese translation for docs/pt/docs/tutorial/extra-models.md (#5912),0.9536872,🌐 Add Portuguese translation for docs/pt/docs/tutorial/extra-models.md. PR #5912 by @LorhanSohaky.,Co-authored-by: Fábio Ueno fabio.t.ueno@gmail.com,1
🌐 Add Portuguese translation for docs/pt/docs/tutorial/path-operation-configuration.md (#5936),0.950168,🌐 Add Portuguese translation for docs/pt/docs/tutorial/path-operation-configuration.md. PR #5936 by @LorhanSohaky.,Co-authored-by: Fábio Ueno fabio.t.ueno@gmail.com,1
🌐 Add Russian translation for docs/ru/docs/contributing.md (#6002),0.93738914,🌐 Add Russian translation for docs/ru/docs/contributing.md. PR #5870 by @Xewus.,Co-authored-by: stigsanek alexander.e.egorov@pikta.ru Co-authored-by: Marcelo Trylesinski marcelotryle@gmail.com,1
🌐 Add Korean translation for docs/tutorial/dependencies/classes-as-dependencies.md (#9176),0.94314295,🌐 Add Korean translation for docs/tutorial/dependencies/classes-as-dependencies.md. PR #9176 by @sehwan505.,Co-authored-by: Nina Hwang 79563565+NinaHwang@users.noreply.github.com Co-authored-by: Joona Yoon joonas-yoon@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
🌐 Add Russian translation for docs/ru/docs/project-generation.md (#9243),0.9565994,🌐 Add Russian translation for docs/ru/docs/project-generation.md. PR #9243 by @Xewus.,,1
🌐 Add French translation for docs/fr/docs/index.md (#9265),0.9144329,🌐 Add French translation for docs/fr/docs/index.md. PR #9265 by @frabc.,  docs(index): copy the new index.md from docs/en   docs(index): add translation for docs/index.md   Apply rjNemo's suggestions   Apply Viicos's suggestions ,1
🌐 Add Russian translation for docs/ru/docs/tutorial/query-params-str-validations.md (#9267),0.9537269,🌐 Add Russian translation for docs/ru/docs/tutorial/query-params-str-validations.md. PR #9267 by @dedkot01.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
🌐 Add Russian translation for docs/ru/docs/benchmarks.md (#9271),0.9386879,🌐 Add Russian translation for docs/ru/docs/benchmarks.md. PR #9271 by @Xewus.,  del docs/ru/docs/contributing.md   ru translate for */docs/ru/docs/project-generation.md   docs/ru/docs/benchmarks.md   🎨 [pre-commit.ci] Auto format from pre-commit.com hooks   Delete project-generation.md   Update benchmarks.md   Update benchmarks.md    Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
🐛 Fix using Annotated in routers or path operations decorated multiple times (#9315),0.92293316,🐛 Fix using Annotated in routers or path operations decorated multiple times. PR #9315 by @sharonyogev.," Fix: copy FieldInfo from Annotated arguments  We need to copy the field_info to prevent ourselves from mutating it.  This allows multiple path or nested routers ,etc.  📝 Add comment in fastapi/dependencies/utils.py  Co-authored-by: Nadav Zingerman 7372858+nzig@users.noreply.github.com   ✅ Extend and tweak tests for Annotated   ✅ Tweak coverage, it's probably covered by a different version of Python    Co-authored-by: Sebastián Ramírez tiangolo@gmail.com Co-authored-by: Nadav Zingerman 7372858+nzig@users.noreply.github.com",1
"🔧 Update sponsors, add databento, remove Ines's course and StriveWorks (#9351)",0.91701436,"🔧 Update sponsors, add databento, remove Ines's course and StriveWorks. PR #9351 by @tiangolo.",,1
🌐 🔠 📄 🐢 Translate docs to Emoji 🥳 🎉 💥 🤯 🤯 (#5385),0.96038485,🌐 🔠 📄 🐢 Translate docs to Emoji 🥳 🎉 💥 🤯 🤯. PR #5385 by @LeeeeT.,"  🌐 💬  🩺  🦲   🎨 [pre-commit.ci] Auto format from pre-commit.com hooks   🛠️😊   ♻️ Rename emoji lang from emj to em, and main docs name as 😉    Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Axd1x8a 26704473+FeeeeK@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com",1
🔖 Release version 0.95.0,0.49523002,"⬆ Update typer[all] requirement from <0.7.0,>=0.6.1 to >=0.6.1,<0.8.0. PR #5639 by @dependabot[bot].",,0
📝 Tweak release notes,0.5831313,📝 Micro-tweak help docs. PR #5960 by @tiangolo.,,0
📝 Tweak tip recommending Annotated in docs (#9270),0.81900805,📝 Tweak tip recommending Annotated in docs. PR #9270 by @tiangolo.,📝 Tweak tip recommending Annotated,1
"📝 Update order of examples, latest Python version first, and simplify version tab names (#9269)",0.9400213,"📝 Update order of examples, latest Python version first, and simplify version tab names. PR #9269 by @tiangolo.","  📝 Simplify names in Python versions in tabs in docs   📝 Update docs for Types Intro, explain Python 3.6+, Python 3.9+, Python 3.10+   📝 Re-order all Python examples, show latest Python versions first ",1
"📝 Update all docs to use Annotated as the main recommendation, with new examples and tests (#9268)",0.9547262,"📝 Update all docs to use Annotated as the main recommendation, with new examples and tests. PR #9268 by @tiangolo.","  🍱 Add new source examples with Annotated for Query Params and String Validations   📝 Add new docs with Annotated for Query Params and String Validations   🚚 Rename incorrectly named tests for Query Params and str validations   ✅ Add new tests with Annotated for Query Params and Sring Validations examples   🍱 Add new examples with Annotated for Intro to Python Types   📝 Update Python Types Intro, include Annotated   🎨 Fix formatting in Query params and string validation, and highlight   🍱 Add new Annotated source examples for Path Params and Numeric Validations   📝 Update docs for Path Params and Numeric Validations with Annotated   🍱 Add new source examples with Annotated for Body - Multiple Params   📝 Update docs with Annotated for Body - Multiple Parameters   ✅ Add test for new Annotated examples in Body - Multiple Parameters   🍱 Add new Annotated source examples for Body Fields   📝 Update docs for Body Fields with new Annotated examples   ✅ Add new tests for new Annotated examples for Body Fields   🍱 Add new Annotated source examples for Schema Extra (Example Data)   📝 Update docs for Schema Extra with Annotated   ✅ Add tests for new Annotated examples for Schema Extra   🍱 Add new Annnotated source examples for Extra Data Types   📝 Update docs with Annotated for Extra Data Types   ✅ Add tests for new Annotated examples for Extra Data Types   🍱 Add new Annotated source examples for Cookie Parameters   📝 Update docs for Cookie Parameters with Annotated examples   ✅ Add tests for new Annotated source examples in Cookie Parameters   🍱 Add new Annotated examples for Header Params   📝 Update docs with Annotated examples for Header Parameters   ✅ Add tests for new Annotated examples for Header Params   🍱 Add new Annotated examples for Form Data   📝 Update Annotated docs for Form Data   ✅ Add tests for new Annotated examples in Form Data   🍱 Add new Annotated source examples for Request Files   📝 Update Annotated docs for Request Files   ✅ Test new Annotated examples for Request Files   🍱 Add new Annotated source examples for Request Forms and Files   ✅ Add tests for new Anotated examples for Request Forms and Files   🍱 Add new Annotated source examples for Dependencies and Advanced Dependencies   ✅ Add tests for new Annotated dependencies   📝 Add new docs for using Annotated with dependencies including type aliases   📝 Update docs for Classes as Dependencies with Annotated   📝 Update docs for Sub-dependencies with Annotated   📝 Update docs for Dependencies in path operation decorators with Annotated   📝 Update docs for Global Dependencies with Annotated   📝 Update docs for Dependencies with yield with Annotated   🎨 Update format in example for dependencies with Annotated   🍱 Add source examples with Annotated for Security   ✅ Add tests for new Annotated examples for security   📝 Update docs for Security - First Steps with Annotated   📝 Update docs for Security: Get Current User with Annotated   📝 Update docs for Simple OAuth2 with Password and Bearer with Annotated   📝 Update docs for OAuth2 with Password (and hashing), Bearer with JWT tokens with Annotated   📝 Update docs for Request Forms and Files with Annotated   🍱 Add new source examples for Bigger Applications with Annotated   ✅ Add new tests for Bigger Applications with Annotated   📝 Update docs for Bigger Applications - Multiple Files with Annotated   🍱 Add source examples for background tasks with Annotated   📝 Update docs for Background Tasks with Annotated   ✅ Add test for Background Tasks with Anotated   🍱 Add new source examples for docs for Testing with Annotated   📝 Update docs for Testing with Annotated   ✅ Add tests for Annotated examples for Testing   🍱 Add new source examples for Additional Status Codes with Annotated   ✅ Add tests for new Annotated examples for Additional Status Codes   📝 Update docs for Additional Status Codes with Annotated   📝 Update docs for Advanced Dependencies with Annotated   📝 Update docs for OAuth2 scopes with Annotated   📝 Update docs for HTTP Basic Auth with Annotated   🍱 Add source examples with Annotated for WebSockets   ✅ Add tests for new Annotated examples for WebSockets   📝 Update docs for WebSockets with new Annotated examples   🍱 Add source examples with Annotated for Settings and Environment Variables   📝 Update docs for Settings and Environment Variables with Annotated   🍱 Add new source examples for testing dependencies with Annotated   ✅ Add tests for new examples for testing dependencies   📝 Update docs for testing dependencies with new Annotated examples   ✅ Update and fix marker for Python 3.9 test   🔧 Update Ruff ignores for source examples in docs   ✅ Fix some tests in the grid for Python 3.9 (incorrectly testing 3.10)   🔥 Remove source examples and tests for (non existent) docs section about Annotated, as it's covered in all the rest of the docs ",1
✨Add support for PEP-593 Annotated for specifying dependencies and parameters (#4871),0.9735066,✨Add support for PEP-593 Annotated for specifying dependencies and parameters. PR #4871 by @nzig.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Sebastián Ramírez tiangolo@gmail.com,1
🔖 Release version 0.94.1,0.5066891,⬆️ Upgrade isort and update pre-commit. PR #5940 by @tiangolo.,,0
"🎨 Fix types for lifespan, upgrade Starlette to 0.26.1 (#9245)",0.9795172,"🎨 Fix types for lifespan, upgrade Starlette to 0.26.1. PR #9245 by @tiangolo.",,1
🔖 Release version 0.94.0,0.51409477,"⬆ Update typer[all] requirement from <0.7.0,>=0.6.1 to >=0.6.1,<0.8.0. PR #5639 by @dependabot[bot].",,0
