Index,Release Note
11,Packer patch release version 1.7.10
12,Packer patch release version 1.7.9
13,Packer patch release version 1.7.8
14,Packer release version 1.7.7 with improved HCP Packer registry support
15,Packer patch release version 1.7.6
16,Packer patch release version 1.7.5
17,Packer patch release version 1.7.4
18,Packer patch release version 1.7.3
19,Packer patch release version 1.7.2
20,Packer patch release version 1.7.1
21,"Packer release version 1.7.0, introducing to Packer init and datasources !"
22,Packer patch release version 1.6.6
23,Packer patch release version 1.6.5
24,fast-follow release 1.6.4 fixes some regressions in 1.6.3
25,release 1.6.3
26,1.6.2 patch release
27,1.6.1 patch release
28,
29,Version 1.5.6
30,
31,Version 1.5.4
32,
33,
34,
35,
36,This is the 1.4.5 release of Packer. 
37,Version 1.4.4 of Packer
38,Version 1.4.3 of Packer
