Index,Release Note
42,"1.2.0-rc2 (Unreleased)
UPGRADE NOTES:

The official Linux packages for the v1.2 series now require Linux kernel version 2.6.32 or later.
When making outgoing HTTPS or other TLS connections as a client, Terraform now requires the server to support TLS v1.2. TLS v1.0 and v1.1 are no longer supported. Any safely up-to-date server should support TLS 1.2, and mainstream web browsers have required it since 2020.

When making outgoing HTTPS or other TLS connections as a client, Terraform will no longer accept CA certificates signed using the SHA-1 hash function. Publicly trusted Certificate Authorities have not issued SHA-1 certificates since 2015.
(Note: the changes to Terraform's requirements when interacting with TLS servers apply only to requests made by Terraform CLI itself, such as provider/module installation and state storage requests. Terraform provider plugins include their own TLS clients which may have different requirements, and may add new requirements in their own releases, independently of Terraform CLI changes.)
* If you use the link, you should disable it as part of upgrading to Terraform v1.2 because similar functionality is now built in to Terraform itself.
The new behavior supports the same environment variable naming scheme but has a difference in priority order from the credentials helper: module environment variables will now take priority over credentials blocks in CLI configuration and credentials stored automatically by terraform login, which is not true for credentials provided by any credentials helper plugin. If you see Terraform using different credentials after upgrading, check to make sure you do not specify credentials for the same host in multiple locations.
If you use the credentials helper in conjunction with the link Terraform provider to manage Terraform Cloud or Terraform Enterprise objects with Terraform, you should also upgrade to version 0.31 of that provider, which added the corresponding built-in support for these environment variables.


NEW FEATURES:

module and module check blocks for resources, data sources, and module output values: module authors can now document assumptions and assertions about configuration and state values. If these conditions are not met, Terraform will report a custom error message to the user and halt further evaluation.
You may specify remote network service credentials using an environment variable named after the host name with a module prefix. For example, the value of a variable named module will be used as a bearer authorization token when the CLI makes service requests to the host name ""app.terraform.io"".
module is a new module argument which allows one to configure the replacement of a resource based on changes in a dependency.

ENHANCEMENTS:

The ""Invalid for_each argument"" error message for unknown maps/sets now includes an additional paragraph to try to help the user notice they can move apply-time values into the map values instead of the map keys, and thus avoid the problem without resorting to module. (link)
When showing the progress of a remote operation running in Terraform Cloud, Terraform CLI will include information about post-plan link. (link)
Error messages for preconditions, postconditions, and custom variable validations are now evaluated as expressions, allowing interpolation of relevant values into the output. (link)
There are some small improvements to the error and warning messages Terraform will emit in the case of invalid provider configuration passing between modules. There are no changes to which situations will produce errors and warnings, but the messages now include additional information intended to clarify what problem Terraform is describing and how to address it. (link)
When running module, only show external changes which may have contributed to the current plan (link)
Terraform will now show a slightly different note in the plan output if a data resource read is deferred to the apply step due to it depending on a managed resource that has changes pending. (link)
Add module environment variable fallback for module in the cloud configuration
Add module environment variable fallback for module in the cloud configuration
module can now be used to configure the module attribute in your cloud configuration
When running on macOS, Terraform will now use platform APIs to validate certificates presented by TLS (HTTPS) servers. This may change exactly which root certificates Terraform will accept as valid. (link)
The AzureRM Backend now defaults to using MSAL (and Microsoft Graph) rather than ADAL (and Azure Active Directory Graph) for authentication. (link)
The AzureRM Backend now supports authenticating as a service principal using OpenID Connect. (link)
Show remote host in error message for clarity when installation of provider fails (link)
Terraform now prints a warning when adding an attribute to module that is managed only by the provider (non-optional computed attribute). (link)
JSON plan and state output now includes exact type representations for output values. (link)
The module provisioner connection now supports SSH over HTTP proxy. (link)

BUG FIXES:

Terraform now handles type constraints, nullability, and custom variable validation properly for root module variables. Previously there was an order of operations problem where the nullability and custom variable validation were checked too early, prior to dealing with the type constraints, and thus that logic could potentially ""see"" an incorrectly-typed value in spite of the type constraint, leading to incorrect errors. (link)
Applying the various type conversion functions like module, module, etc to module will now return a null value of the intended type. For example, module converts from a null value of an unknown type to a null value of string type. Terraform can often handle such conversions automatically when needed, but explicit annotations like this can help Terraform to understand author intent when inferring type conversions for complex-typed values. (link)
When reporting a type mismatch between the true and false results of a conditional expression when both results are of the same structural type kind (object/tuple, or a collection thereof), Terraform will no longer return a confusing message like ""the types are object and object, respectively"", and will instead attempt to explain how the two structural types differ. (link)
Terraform now outputs an error when module is called with an IPv6 address, as it was previously documented to do. (link)
When performing advanced state management with the module commands, Terraform now checks the module field in the configuration before proceeding. (link)
When rendering a diff, Terraform now quotes the name of any object attribute whose string representation is not a valid identifier. (link)
Terraform will prioritize local terraform variables over remote terraform variables in operations such as module, module, module and module for workspaces in local execution mode. This behavior applies to both module backend and the module integration configuration. (link)
module: JSON plan output now correctly maps aliased providers to their configurations, and includes the full provider source address alongside the short provider name. (link)
The local token configuration in the module and module backend now has higher priority than the token specified in a CLI configuration. (link) 
The module integration now gracefully exits when module and an operation requires some user input.
The ssh client for provisioners is updated to use newer key algorithms, allowing it to connect to more recent versions of openssh servers (link)
A cancellation in the CLI may not be caught when using module, causing unintended changes to be applied (link)
A provider failing to return a schema could result in a panic (link)
"
43,"1.2.0-rc1 (Unreleased)
UPGRADE NOTES:

The official Linux packages for the v1.2 series now require Linux kernel version 2.6.32 or later.
When making outgoing HTTPS or other TLS connections as a client, Terraform now requires the server to support TLS v1.2. TLS v1.0 and v1.1 are no longer supported. Any safely up-to-date server should support TLS 1.2, and mainstream web browsers have required it since 2020.

When making outgoing HTTPS or other TLS connections as a client, Terraform will no longer accept CA certificates signed using the SHA-1 hash function. Publicly trusted Certificate Authorities have not issued SHA-1 certificates since 2015.
(Note: the changes to Terraform's requirements when interacting with TLS servers apply only to requests made by Terraform CLI itself, such as provider/module installation and state storage requests. Terraform provider plugins include their own TLS clients which may have different requirements, and may add new requirements in their own releases, independently of Terraform CLI changes.)
* If you use the link, you should disable it as part of upgrading to Terraform v1.2 because similar functionality is now built in to Terraform itself.
The new behavior supports the same environment variable naming scheme but has a difference in priority order from the credentials helper: module environment variables will now take priority over credentials blocks in CLI configuration and credentials stored automatically by terraform login, which is not true for credentials provided by any credentials helper plugin. If you see Terraform using different credentials after upgrading, check to make sure you do not specify credentials for the same host in multiple locations.
If you use the credentials helper in conjunction with the link Terraform provider to manage Terraform Cloud or Terraform Enterprise objects with Terraform, you should also upgrade to version 0.31 of that provider, which added the corresponding built-in support for these environment variables.


NEW FEATURES:

module and module check blocks for resources, data sources, and module output values: module authors can now document assumptions and assertions about configuration and state values. If these conditions are not met, Terraform will report a custom error message to the user and halt further evaluation.
You may specify remote network service credentials using an environment variable named after the host name with a module prefix. For example, the value of a variable named module will be used as a bearer authorization token when the CLI makes service requests to the host name ""app.terraform.io"".
module is a new module argument which allows one to configure the replacement of a resource based on changes in a dependency.

ENHANCEMENTS:

The ""Invalid for_each argument"" error message for unknown maps/sets now includes an additional paragraph to try to help the user notice they can move apply-time values into the map values instead of the map keys, and thus avoid the problem without resorting to module. (link)
When showing the progress of a remote operation running in Terraform Cloud, Terraform CLI will include information about post-plan link. (link)
Error messages for preconditions, postconditions, and custom variable validations are now evaluated as expressions, allowing interpolation of relevant values into the output. (link)
There are some small improvements to the error and warning messages Terraform will emit in the case of invalid provider configuration passing between modules. There are no changes to which situations will produce errors and warnings, but the messages now include additional information intended to clarify what problem Terraform is describing and how to address it. (link)
When running module, only show external changes which may have contributed to the current plan (link)
Add module environment variable fallback for module in the cloud configuration
Add module environment variable fallback for module in the cloud configuration
module can now be used to configure the module attribute in your cloud configuration
When running on macOS, Terraform will now use platform APIs to validate certificates presented by TLS (HTTPS) servers. This may change exactly which root certificates Terraform will accept as valid. (link)
The AzureRM Backend now defaults to using MSAL (and Microsoft Graph) rather than ADAL (and Azure Active Directory Graph) for authentication. (link)
The AzureRM Backend now supports authenticating as a service principal using OpenID Connect. (link)
Show remote host in error message for clarity when installation of provider fails (link)
Terraform now prints a warning when adding an attribute to module that is managed only by the provider (non-optional computed attribute). (link)
JSON plan and state output now includes exact type representations for output values. (link)
The module provisioner connection now supports SSH over HTTP proxy. (link)

BUG FIXES:

Terraform now handles type constraints, nullability, and custom variable validation properly for root module variables. Previously there was an order of operations problem where the nullability and custom variable validation were checked too early, prior to dealing with the type constraints, and thus that logic could potentially ""see"" an incorrectly-typed value in spite of the type constraint, leading to incorrect errors. (link)
Applying the various type conversion functions like module, module, etc to module will now return a null value of the intended type. For example, module converts from a null value of an unknown type to a null value of string type. Terraform can often handle such conversions automatically when needed, but explicit annotations like this can help Terraform to understand author intent when inferring type conversions for complex-typed values. (link)
When reporting a type mismatch between the true and false results of a conditional expression when both results are of the same structural type kind (object/tuple, or a collection thereof), Terraform will no longer return a confusing message like ""the types are object and object, respectively"", and will instead attempt to explain how the two structural types differ. (link)
Terraform now outputs an error when module is called with an IPv6 address, as it was previously documented to do. (link)
When performing advanced state management with the module commands, Terraform now checks the module field in the configuration before proceeding. (link)
When rendering a diff, Terraform now quotes the name of any object attribute whose string representation is not a valid identifier. (link)
Terraform will prioritize local terraform variables over remote terraform variables in operations such as module, module, module and module for workspaces in local execution mode. This behavior applies to both module backend and the module integration configuration. (link)
module: JSON plan output now correctly maps aliased providers to their configurations, and includes the full provider source address alongside the short provider name. (link)
The local token configuration in the module and module backend now has higher priority than the token specified in a CLI configuration. (link) 
The module integration now gracefully exits when module and an operation requires some user input.
The ssh client for provisioners is updated to use newer key algorithms, allowing it to connect to more recent versions of openssh servers (link)
A cancellation in the CLI may not be caught when using module, causing unintended changes to be applied (link)
A provider failing to return a schema could result in a panic (link)
"
44,"1.2.0 (Unreleased)
UPGRADE NOTES:

The official Linux packages for the v1.2 series now require Linux kernel version 2.6.32 or later.
When making outgoing HTTPS or other TLS connections as a client, Terraform now requires the server to support TLS v1.2. TLS v1.0 and v1.1 are no longer supported. Any safely up-to-date server should support TLS 1.2, and mainstream web browsers have required it since 2020.

When making outgoing HTTPS or other TLS connections as a client, Terraform will no longer accept CA certificates signed using the SHA-1 hash function. Publicly trusted Certificate Authorities have not issued SHA-1 certificates since 2015.
(Note: the changes to Terraform's requirements when interacting with TLS servers apply only to requests made by Terraform CLI itself, such as provider/module installation and state storage requests. Terraform provider plugins include their own TLS clients which may have different requirements, and may add new requirements in their own releases, independently of Terraform CLI changes.)
* If you use the link, you should disable it as part of upgrading to Terraform v1.2 because similar functionality is now built in to Terraform itself.
The new behavior supports the same environment variable naming scheme but has a difference in priority order from the credentials helper: module environment variables will now take priority over credentials blocks in CLI configuration and credentials stored automatically by terraform login, which is not true for credentials provided by any credentials helper plugin. If you see Terraform using different credentials after upgrading, check to make sure you do not specify credentials for the same host in multiple locations.
If you use the credentials helper in conjunction with the link Terraform provider to manage Terraform Cloud or Terraform Enterprise objects with Terraform, you should also upgrade to version 0.31 of that provider, which added the corresponding built-in support for these environment variables.


NEW FEATURES:

module and module check blocks for resources, data sources, and module output values: module authors can now document assumptions and assertions about configuration and state values. If these conditions are not met, Terraform will report a custom error message to the user and halt further evaluation.
You may specify remote network service credentials using an environment variable named after the host name with a module prefix. For example, the value of a variable named module will be used as a bearer authorization token when the CLI makes service requests to the host name ""app.terraform.io"".
module is a new module argument which allows one to configure the replacement of a resource based on changes in a dependency.

ENHANCEMENTS:

The ""Invalid for_each argument"" error message for unknown maps/sets now includes an additional paragraph to try to help the user notice they can move apply-time values into the map values instead of the map keys, and thus avoid the problem without resorting to module. (link)
When showing the progress of a remote operation running in Terraform Cloud, Terraform CLI will include information about post-plan link. (link)
Error messages for preconditions, postconditions, and custom variable validations are now evaluated as expressions, allowing interpolation of relevant values into the output. (link)
There are some small improvements to the error and warning messages Terraform will emit in the case of invalid provider configuration passing between modules. There are no changes to which situations will produce errors and warnings, but the messages now include additional information intended to clarify what problem Terraform is describing and how to address it. (link)
When running module, only show external changes which may have contributed to the current plan (link)
Add module environment variable fallback for module in the cloud configuration
Add module environment variable fallback for module in the cloud configuration
module can now be used to configure the module attribute in your cloud configuration
When running on macOS, Terraform will now use platform APIs to validate certificates presented by TLS (HTTPS) servers. This may change exactly which root certificates Terraform will accept as valid. (link)
The AzureRM Backend now defaults to using MSAL (and Microsoft Graph) rather than ADAL (and Azure Active Directory Graph) for authentication. (link)
The AzureRM Backend now supports authenticating as a service principal using OpenID Connect. (link)
Show remote host in error message for clarity when installation of provider fails (link)
Terraform now prints a warning when adding an attribute to module that is managed only by the provider (non-optional computed attribute). (link)
JSON plan and state output now includes exact type representations for output values. (link)

BUG FIXES:

Terraform now handles type constraints, nullability, and custom variable validation properly for root module variables. Previously there was an order of operations problem where the nullability and custom variable validation were checked too early, prior to dealing with the type constraints, and thus that logic could potentially ""see"" an incorrectly-typed value in spite of the type constraint, leading to incorrect errors. (link)
Applying the various type conversion functions like module, module, etc to module will now return a null value of the intended type. For example, module converts from a null value of an unknown type to a null value of string type. Terraform can often handle such conversions automatically when needed, but explicit annotations like this can help Terraform to understand author intent when inferring type conversions for complex-typed values. (link)
When reporting a type mismatch between the true and false results of a conditional expression when both results are of the same structural type kind (object/tuple, or a collection thereof), Terraform will no longer return a confusing message like ""the types are object and object, respectively"", and will instead attempt to explain how the two structural types differ. (link)
Terraform now outputs an error when module is called with an IPv6 address, as it was previously documented to do. (link)
When performing advanced state management with the module commands, Terraform now checks the module field in the configuration before proceeding. (link)
When rendering a diff, Terraform now quotes the name of any object attribute whose string representation is not a valid identifier. (link)
Terraform will prioritize local terraform variables over remote terraform variables in operations such as module, module, module and module for workspaces in local execution mode. This behavior applies to both module backend and the module integration configuration. (link)
module: JSON plan output now correctly maps aliased providers to their configurations, and includes the full provider source address alongside the short provider name. (link)
The local token configuration in the module and module backend now has higher priority than the token specified in a CLI configuration. (link) 
The module integration now gracefully exits when module and an operation requires some user input.
"
45,"1.1.9 (April 20, 2022)
BUG FIXES:

cli: Fix crash when using sensitive values in sets. (link)
cli: Fix double-quoted map keys when rendering a diff. (link)
core: Prevent errors when handling a data source with incompatible schema changes (link)

ENHANCEMENTS:
* cli: Terraform now supports link, a Terraform Cloud integration for executing remote operations, for the post plan stage of a run."
46,"1.2.0 (Unreleased)
UPGRADE NOTES:

The official Linux packages for the v1.2 series now require Linux kernel version 2.6.32 or later.
When making outgoing HTTPS or other TLS connections as a client, Terraform now requires the server to support TLS v1.2. TLS v1.0 and v1.1 are no longer supported. Any safely up-to-date server should support TLS 1.2, and mainstream web browsers have required it since 2020.
When making outgoing HTTPS or other TLS connections as a client, Terraform will no longer accept CA certificates signed using the SHA-1 hash function. Publicly trusted Certificate Authorities have not issued SHA-1 certificates since 2015.

(Note: the changes to Terraform's requirements when interacting with TLS servers apply only to requests made by Terraform CLI itself, such as provider/module installation and state storage requests. Terraform provider plugins include their own TLS clients which may have different requirements, and may add new requirements in their own releases, independently of Terraform CLI changes.)
NEW FEATURES:

module and module check blocks for resources, data sources, and module output values: module authors can now document assumptions and assertions about configuration and state values. If these conditions are not met, Terraform will report a custom error message to the user and halt further evaluation.
Terraform now supports link, a Terraform Cloud integration for executing remote operations, for the post plan stage of a run.

ENHANCEMENTS:

The ""Invalid for_each argument"" error message for unknown maps/sets now includes an additional paragraph to try to help the user notice they can move apply-time values into the map values instead of the map keys, and thus avoid the problem without resorting to module. (link)
When showing the progress of a remote operation running in Terraform Cloud, Terraform CLI will include information about post-plan link. (link)
Error messages for preconditions, postconditions, and custom variable validations are now evaluated as expressions, allowing interpolation of relevant values into the output. (link)
There are some small improvements to the error and warning messages Terraform will emit in the case of invalid provider configuration passing between modules. There are no changes to which situations will produce errors and warnings, but the messages now include additional information intended to clarify what problem Terraform is describing and how to address it. (link)
When running module, only show external changes which may have contributed to the current plan (link)
Add module environment variable fallback for module in the cloud configuration
Add module environment variable fallback for module in the cloud configuration
When running on macOS, Terraform will now use platform APIs to validate certificates presented by TLS (HTTPS) servers. This may change exactly which root certificates Terraform will accept as valid. (link)

BUG FIXES:

Terraform now handles type constraints, nullability, and custom variable validation properly for root module variables. Previously there was an order of operations problem where the nullability and custom variable validation were checked too early, prior to dealing with the type constraints, and thus that logic could potentially ""see"" an incorrectly-typed value in spite of the type constraint, leading to incorrect errors. (link)
module: JSON plan output now correctly maps aliased providers to their configurations, and includes the full provider source address alongside the short provider name. (link)
Terraform now prints a warning when adding an attribute to module that is managed only by the provider (non-optional computed attribute). (link)
Terraform will prioritize local terraform variables over remote terraform variables in operations such as module, module, module and module for workspaces in local execution mode. This behavior applies to both module backend and the module integration configuration. (link)
Terraform now outputs an error when module is called with an IPv6 address. (link)
When performing advanced state management with the module commands, Terraform now checks the module field in the configuration before proceeding. (link)
When rendering a diff, Terraform now quotes the name of any object attribute whose string representation is not a valid identifier. (link)

UPGRADE NOTES:

The Terraform Cloud integration relies on the Go-TFE SDK. Terraform has upgraded this dependency to use its new major version 1.0 [link]. link.
"
47,"1.1.8 (April 07, 2022)
BUG FIXES:

cli: Fix missing identifying attributes (e.g. ""id"", ""name"") when displaying plan diffs with nested objects. (link)
functions: Fix error when module function is called with a collection of string-encoded numbers, such as module. (link)
When rendering a diff, Terraform now quotes the name of any object attribute whose string representation is not a valid identifier. (link)
Terraform will no longer crash in the module phase if an error occurs during backend configuration. (link)
"
48,"1.2.0 (Unreleased)
NEW FEATURES:

module and module check blocks for resources, data sources, and module output values: module authors can now document assumptions and assertions about configuration and state values. If these conditions are not met, Terraform will report a custom error message to the user and halt further evaluation.
Terraform now supports link, a Terraform Cloud integration for executing remote operations, for the post plan stage of a run.

ENHANCEMENTS:

The ""Invalid for_each argument"" error message for unknown maps/sets now includes an additional paragraph to try to help the user notice they can move apply-time values into the map values instead of the map keys, and thus avoid the problem without resorting to module. (link)
When showing the progress of a remote operation running in Terraform Cloud, Terraform CLI will include information about post-plan link. (link)
Error messages for preconditions, postconditions, and custom variable validations are now evaluated as expressions, allowing interpolation of relevant values into the output. (link)
There are some small improvements to the error and warning messages Terraform will emit in the case of invalid provider configuration passing between modules. There are no changes to which situations will produce errors and warnings, but the messages now include additional information intended to clarify what problem Terraform is describing and how to address it. (link)
When running module, only show external changes which may have contributed to the current plan (link)

BUG FIXES:

Terraform now handles type constraints, nullability, and custom variable validation properly for root module variables. Previously there was an order of operations problem where the nullability and custom variable validation were checked too early, prior to dealing with the type constraints, and thus that logic could potentially ""see"" an incorrectly-typed value in spite of the type constraint, leading to incorrect errors. (link)
module: JSON plan output now correctly maps aliased providers to their configurations, and includes the full provider source address alongside the short provider name. (link)
Terraform now prints a warning when adding an attribute to module that is managed only by the provider (non-optional computed attribute). (link)
Terraform will prioritize local terraform variables over remote terraform variables in operations such as module, module, module and module for workspaces in local execution mode. This behavior applies to both module backend and the module integration configuration. (link)
Terraform now outputs an error when module is called with an IPv6 address. (link)

UPGRADE NOTES:

The Terraform Cloud integration relies on the Go-TFE SDK. Terraform has upgraded this dependency to use its new major version 1.0 [link]. link.
"
49,"1.1.7 (March 02, 2022)
BUG FIXES:

module: Improve performance for deeply-nested object values. The previous implementation was accidentally quadratic, which could result in very long execution time for generating JSON plans, and timeouts on Terraform Cloud and Terraform Enterprise. (link)
cloud: Update go-slug for terraform.tfstate exclusion to prevent a user from getting an error
    after migrating state to TFC.
"
50,"1.1.6 (February 16, 2022)
BUG FIXES:

cli: Prevent complex uses of the console-only module function. This function may only be used at the top level of console expressions, to display the type of a given value. Attempting to use this function in complex expressions will now display a diagnostic error instead of crashing. (link)
module: Will now correctly exit with error code module when the specified resources cannot be found in state. Previously Terraform would display appropriate diagnostic errors, but exit successfully. (link)
"
51,"1.1.5 (February 02, 2022)
ENHANCEMENTS:

backend/s3: Update AWS SDK to allow the use of the ap-southeast-3 region (link)

BUG FIXES:

cli: Fix crash when using autocomplete with long commands, such as module (link)
"
52,"1.1.4 (January 19, 2022)
BUG FIXES:

config: Non-nullable variables with null inputs were not given default values when checking validation statements (link)
config: Terraform will no longer incorrectly report ""Cross-package move statement"" when an external package has changed a resource from no module to using module, or vice-versa. (link)
"
53,"1.1.3 (January 06, 2022)
BUG FIXES:

module: Will now remove from link entries for providers not used in the current configuration. Previously it would leave formerly-used providers behind in the lock file, leading to ""missing or corrupted provider plugins"" errors when other commands verified the consistency of the installed plugins against the locked plugins. (link)
config: Fix panic when encountering an invalid provider block within a module (link)
config: Fix cycle error when the index of a module containing move statements is changed (link)
config: Fix inconsistent ordering with nested move operations (link)
config: Fix module block refactoring to include nested modules (link)
functions: Redact sensitive values from function call error messages (link)
module: Disable plan state lineage checks, ensuring that we can show plan files which were generated against non-default state files (link)
"
54,"1.1.2 (December 17, 2021)
If you are using Terraform CLI v1.1.0 or v1.1.1, please upgrade to this new version as soon as possible.
Terraform CLI v1.1.0 and v1.1.1 both have a bug where a failure to construct the apply-time graph can cause Terraform to incorrectly report success and save an empty state, effectively ""forgetting"" all existing infrastructure. Although configurations that already worked on previous releases should not encounter this problem, it's possible that incorrect future configuration changes would trigger this behavior during the apply step.
BUG FIXES:

config: Fix panic when using module in combination with module blocks within modules (link)
core: Fix condition which could lead to an empty state being written when there is a failure building the apply graph (link)
"
55,"1.1.1 (December 15, 2021)
If you are using Terraform CLI v1.1.0 or v1.1.1, please upgrade to the latest version as soon as possible.
Terraform CLI v1.1.0 and v1.1.1 both have a bug where a failure to construct the apply-time graph can cause Terraform to incorrectly report success and save an empty state, effectively ""forgetting"" all existing infrastructure. Although configurations that already worked on previous releases should not encounter this problem, it's possible that incorrect future configuration changes would trigger this behavior during the apply step.

BUG FIXES:

core: Fix crash with orphaned module instance due to changed module or module value (link)
core: Fix regression where some expressions failed during validation when referencing resources expanded with module or module (link)
"
56,"1.1.0 (December 08, 2021)
If you are using Terraform CLI v1.1.0 or v1.1.1, please upgrade to the latest version as soon as possible.
Terraform CLI v1.1.0 and v1.1.1 both have a bug where a failure to construct the apply-time graph can cause Terraform to incorrectly report success and save an empty state, effectively ""forgetting"" all existing infrastructure. Although configurations that already worked on previous releases should not encounter this problem, it's possible that incorrect future configuration changes would trigger this behavior during the apply step.

Terraform v1.1.0 is a new minor release, containing some new features and some bug fixes whose scope was too large for inclusion in a patch release.
NEW FEATURES:


module blocks for refactoring within modules: Module authors can now record in module source code whenever they've changed the address of a resource or resource instance, and then during planning Terraform will automatically migrate existing objects in the state to new addresses.
This therefore avoids the need for users of a shared module to manually run module after upgrading to a version of the module, as long as the change is expressible as static configuration. However, module will remain available for use in more complex migration situations that are not well-suited to declarative configuration.
* A new module block in the module settings block introduces a native Terraform Cloud integration for the link.
The Cloud integration includes several enhancements, including per-run variable support using the module flag, the ability to map Terraform Cloud workspaces to the current configuration via link, and an improved user experience for Terraform Cloud and Enterprise users with actionable error messages and prompts.
* module and module both now include additional annotations for resource instances planned for deletion to explain why Terraform has proposed that action.
For example, if you change the module argument for a resource to a lower number then Terraform will now mention that as part of proposing to destroy any existing objects that exceed the new count.


UPGRADE NOTES:
This release is covered by the link, but does include some changes permitted within those promises as described below.

Terraform on macOS now requires macOS 10.13 High Sierra or later; Older macOS versions are no longer supported.
The module command no longer supports module and module options. The validate graph is always the same as the plan graph anyway, and the ""eval"" graph was just an implementation detail of the module command. The default behavior of creating a plan graph should be a reasonable replacement for both of the removed graph modes. (Please note that module is not covered by the Terraform v1.0 compatibility promises, because its behavior inherently exposes Terraform Core implementation details, so we recommend it only for interactive debugging tasks and not for use in automation.)

module with a previously-saved plan file will now verify that the provider plugin packages used to create the plan fully match the ones used during apply, using the same checksum scheme that Terraform normally uses for the dependency lock file. Previously Terraform was checking consistency of plugins from a plan file using a legacy mechanism which covered only the main plugin executable, not any other files that might be distributed alongside in the plugin package.
This additional check should not affect typical plugins that conform to the expectation that a plugin package's contents are immutable once released, but may affect a hypothetical in-house plugin that intentionally modifies extra files in its package directory somehow between plan and apply. If you have such a plugin, you'll need to change its approach to store those files in some other location separate from the package directory. This is a minor compatibility break motivated by increasing the assurance that plugins have not been inadvertently or maliciously modified between plan and apply.
* module will now error when legacy module or module options are used without the module option on non-local backends. These options operate on a local state file only. Previously, these options were accepted but ignored silently when used with non-local backends. 
* In the AzureRM backend, the new opt-in option module switches to using MSAL authentication tokens and Microsoft Graph rather than using ADAL tokens and Azure Active Directory Graph, which is now link. The new mode will become the default in Terraform v1.2, so please plan to migrate to using this setting and test with your own Azure AD tenant prior to the Terraform v1.2 release.


ENHANCEMENTS:

config: Terraform now checks the syntax of and normalizes module source addresses (the module argument in module blocks) during configuration decoding rather than only at module installation time. This is largely just an internal refactoring, but a visible benefit of this change is that the module messages about module downloading will now show the canonical module package address Terraform is downloading from, after interpreting the special shorthands for common cases like GitHub URLs. (link)
config: Variables can now be declared as ""nullable"", which defines whether a variable can be null within a module. Setting module ensures that a variable value will never be module, and may instead take on the variable's default value if the caller sets it explicitly to module. (link)
module and module: When Terraform plans to destroy a resource instance due to it no longer being declared in the configuration, the proposed plan output will now include a note hinting at what situation prompted that proposal, so you can more easily see what configuration change might avoid the object being destroyed. (link)
module and module: Terraform will now report explicitly in the UI if it automatically moves a resource instance to a new address as a result of adding or removing the module argument from an existing resource. For example, if you previously had module without module, you might have module already bound to a remote object in your state. If you add module to that resource then Terraform would previously silently rebind the object to module as part of planning, whereas now Terraform will mention that it did so explicitly in the plan description. (link)
module: will now allow deleting a workspace whose state contains only data resource instances and output values, without running module first. Previously the presence of data resources would require using module to override the safety check guarding against accidentally forgetting about remote objects, but a data resource is not responsible for the management of its associated remote object(s) and so there's no reason to require explicit deletion. (link)
module: Terraform now uses precise type information for resources during config validation, allowing more problems to be caught that that step rather than only during the planning step. (link)
provisioner/remote-exec and provisioner/file: When using SSH agent authentication mode on Windows, Terraform can now detect and use link's SSH Agent, when available, in addition to the existing support for the third-party solution link that was already supported. (link)
cli: module will now return an error for module or module options used without the module option, unless the working directory is initialized to use the local backend. Previously Terraform would silently ignore those options, since they are applicable only to the local backend. (link)
module: now has a new module function, available only in the interactive console, for inspecting the exact type of a particular value as an aid to debugging. (link)

BUG FIXES:

config: module now works in override files. (link)
config: Upgrading an unknown single value to a list using a splat expression now correctly returns an unknown value and type. Previously it would sometimes ""overpromise"" a particular return type, leading to an inconsistency error during the apply step. (link)
config: Terraform is now more precise in its detection of data resources that must be deferred to the apply step due to their module arguments referring to not-yet-converged managed resources. (link)
config: module can no longer cause a null map to be converted to an empty map, which would otherwise potentially cause surprising side-effects in provider logic. (link)
core: Provider configuration obtained from interactive prompts will now be merged properly with settings given in the configuration. Previously this merging was incorrect in some cases. (link)
module: Improved rendering of changes inside attributes that accept lists, sets, or maps of nested object types. (link, link, link)
module: Will no longer try to apply a stale plan that was generated against an originally-empty state. Previously this was an unintended exception to the rule that a plan can only be applied to the state snapshot it was generated against. (link)
module: Attributes that are declared as using the legacy link behavior are now represented more faithfully in the JSON plan output. (link)
module: Will now update the backend configuration hash value at a more approprimate time, to ensure properly restarting a backend migration process that failed on the first attempt. (link)
backend/oss: Flatten module block arguments, so that they are more compatible with the module data source. (link)
"
