Index,Release Note,Release Note With Abstraction
18,"4.3.0 (2020-12-25)
Bug Fixes

fix problems with --mode and config resolution, there are situations when we resolve an invalid config file, the --mode option does not affect on config resolution, if you faced with an error after updating, please use the --config option
correct usage of cli-flags (#2205) (c8fc7d1)
defer setting default mode to core (#2095) (3eb410e)
respect the --watch-options-stdin option (2d1e001)
respect --color/--no-color option (#2042) (09bd812)
stringify stats using streaming approach (#2190) (9bf4e92)
use logger for error with proper exit code (#2076) (2c9069f)
reduce spammy logs (#2206) (9b3cc28)
respect the infrastructureLogging.level option (logger uses stderr) (#2144) (7daccc7)
respect all options from command line for the server command
help and version output
respect stats from the config (webpack@4) (#2098) (2d6e5c6)
fixed colors work with multi compiler mode (webpack@4)

Features

add bundle command (alias for webpack [options])
add pnpm support for package installation (#2040) (46cba36)
","4.3.0 (2020-12-25)
Bug Fixes
fix problems with --mode and config resolution, there are situations when we resolve an invalid config file, the --mode option does not affect on config resolution, if you faced with an error after updating, please use the --config option
correct usage of cli-flags (#2205) (c8fc7d1)
defer setting default mode to core (#2095) (3eb410e)
respect the --watch-options-stdin option (2d1e001)
respect --color/--no-color option (#2042) (09bd812)
stringify stats using streaming approach (#2190) (9bf4e92)
use logger for error with proper exit code (#2076) (2c9069f)
reduce spammy logs (#2206) (9b3cc28)
respect the infrastructureLogging.level option (logger uses stderr) (#2144) (7daccc7)
respect all options from command line for the server command
help and version output
respect stats from the config (webpack@4) (#2098) (2d6e5c6)
fixed colors work with multi compiler mode (webpack@4)
Features
add bundle command (alias for webpack [options])
add pnpm support for package installation (#2040) (46cba36)"
19,"4.2.0 (2020-11-04)
Bug Fixes

--config-name behaviour for functional configs (#2006) (29ecf8d)
assign cache value for default configs (#2013) (d2e3c74)
callback deprecation (#1977) (2cb0c0e)
handle core flags for webpack 4 (#2023) (ea66a7e)
help and version functionality (#1972) (e8010b3)

Features

export utils from core for other packages (#2011) (3004549)
progress supports string argument (#2000) (f13346e)
suggest the closest match based on the Levenshtein distance algorithm (#2010) (491a582)
","4.2.0 (2020-11-04)
Bug Fixes
--config-name behaviour for functional configs (#2006) (29ecf8d)
assign cache value for default configs (#2013) (d2e3c74)
callback deprecation (#1977) (2cb0c0e)
handle core flags for webpack 4 (#2023) (ea66a7e)
help and version functionality (#1972) (e8010b3)
Features
export utils from core for other packages (#2011) (3004549)
progress supports string argument (#2000) (f13346e)
suggest the closest match based on the Levenshtein distance algorithm (#2010) (491a582)"
20,"4.1.0 (2020-10-19)
Bug Fixes

avoid unnecessary stringify (#1920) (5ef1e7b)
colored output (#1944) (2bbbb14)
move init command to separate package (#1950) (92ad475)
output stacktrace on errors (#1949) (9ba9d6f)
run CLI after webpack installation (#1951) (564279e)
support any config name (#1926) (6f95b26)
support array of functions and promises (#1946) (2ace39b)
watch mode and options (#1931) (258219a)

Features

allow passing strings in env flag (#1939) (cc081a2)
","4.1.0 (2020-10-19)
Bug Fixes
avoid unnecessary stringify (#1920) (5ef1e7b)
colored output (#1944) (2bbbb14)
move init command to separate package (#1950) (92ad475)
output stacktrace on errors (#1949) (9ba9d6f)
run CLI after webpack installation (#1951) (564279e)
support any config name (#1926) (6f95b26)
support array of functions and promises (#1946) (2ace39b)
watch mode and options (#1931) (258219a)
Features
allow passing strings in env flag (#1939) (cc081a2)"
21,CHANGELOG,CHANGELOG
22,This is webpack-cli v4.0.0-beta.9. Changelog found here,This is webpack-cli v4.0.0-beta.9. Changelog found here
23,"Second beta of v4.
This release contains lots of bug fixes, refactors and features.
We switched to a better automation tool to generate the changelog. For this reason, we moved the old changelog here.
Current changelong is available here.","Second beta of v4.
This release contains lots of bug fixes, refactors and features.
We switched to a better automation tool to generate the changelog. For this reason, we moved the old changelog here.
Current changelong is available here."
24,"Version 3.3.10 comes with a new flag no-cache, version patches to security and removal of out-of-sync mono-repo tests. The change is considered a patch, since no functionality is changed.
Full changelog found here","Version 3.3.10 comes with a new flag no-cache, version patches to security and removal of out-of-sync mono-repo tests. The change is considered a patch, since no functionality is changed.
Full changelog found here"
25,This patch contains a fix for a hanging exit condition. A full changelog found here,This patch contains a fix for a hanging exit condition. A full changelog found here
26,Webpack-CLI v3.3.8 comes with a validation bugfix to support webpack 5 and version 4. A full changelog is found here,Webpack-CLI v3.3.8 comes with a validation bugfix to support webpack 5 and version 4. A full changelog is found here
27,Version 3.3.7 comes with vulnerability patches and a bugfix to using the CLI when there is no configuration file present. A full changelog found here,Version 3.3.7 comes with vulnerability patches and a bugfix to using the CLI when there is no configuration file present. A full changelog found here
28,"Webpack CLI v3.3.6 is a security patch that fixes vulnerabilities. Please upgrade if not done so already. A full changelog available here
Stay safe🙏🏽","Webpack CLI v3.3.6 is a security patch that fixes vulnerabilities. Please upgrade if not done so already. A full changelog available here
Stay safe🙏🏽"
29,Webpack-CLI v3.3.5 has a patch to remove the donation banner that causes some irritation around donations to webpack and for windows users. We've removed this and a full changelog is found here,Webpack-CLI v3.3.5 has a patch to remove the donation banner that causes some irritation around donations to webpack and for windows users. We've removed this and a full changelog is found here
30,"Webpack CLI version 3.3.4 is the last version we are going to support with the old CLI interface before version 4 is released. It comes with a bugfix for errors in a webpack configuration and fixes to infrastructure not related to the core packages. A full changelog is available here
Love, webpack team ♥️","Webpack CLI version 3.3.4 is the last version we are going to support with the old CLI interface before version 4 is released. It comes with a bugfix for errors in a webpack configuration and fixes to infrastructure not related to the core packages. A full changelog is available here
Love, webpack team ♥️"
31,"Webpack-CLI version 3.3.3 comes with infrastructure fixes, bugfixes against donation banner, bugfix when providing an array configuration, improved error messaging when dependencies are missing and much more. 
A full changelog is available here
Love, webpack team🥰","Webpack-CLI version 3.3.3 comes with infrastructure fixes, bugfixes against donation banner, bugfix when providing an array configuration, improved error messaging when dependencies are missing and much more. 
A full changelog is available here
Love, webpack team🥰"
32,"This version fixes permission errors on showing donation banner, security fixes, a way to disable it and has other ones. Full list of changes found here.","This version fixes permission errors on showing donation banner, security fixes, a way to disable it and has other ones. Full list of changes found here."
33,Version 3.3.1 comes with infrastructure fixes and various of improvements to the repository. Full changelog found here,Version 3.3.1 comes with infrastructure fixes and various of improvements to the repository. Full changelog found here
34,"Webpack-cli v.3.3.0 comes with fixes to tests, improved documentation and better default setting. It also has webpack v.5.0.0 support along with webpack v.4.0.0 support. 
Changelog available here. 
if you find any issues, please submit a bug. Happy hacking! 💙 ","Webpack-cli v.3.3.0 comes with fixes to tests, improved documentation and better default setting. It also has webpack v.5.0.0 support along with webpack v.4.0.0 support. 
Changelog available here. 
if you find any issues, please submit a bug. Happy hacking! 💙 "
35,"Version 3.2.2 comes with fixes to donation banner and stderr instead of stdout for information and json outputting.
Changelog found here","Version 3.2.2 comes with fixes to donation banner and stderr instead of stdout for information and json outputting.
Changelog found here"
36,In this release we reverted the donate script that caused issues on different platforms.,In this release we reverted the donate script that caused issues on different platforms.
37,"V.3.2.1 replaces opencollective dependency with a lighter version and it fixes configuration lookup using ts, babel and so on. 
Full changelog found here.","V.3.2.1 replaces opencollective dependency with a lighter version and it fixes configuration lookup using ts, babel and so on. 
Full changelog found here."
38,"Webpack-CLI v.3.2.0 comes with improved documentation, defaults settings, revised test infrastructure and other fixes. This version is tagged as a major, because we now support recursive configuration lookups.
For a detailed view of changes done, see our changelog.","Webpack-CLI v.3.2.0 comes with improved documentation, defaults settings, revised test infrastructure and other fixes. This version is tagged as a major, because we now support recursive configuration lookups.
For a detailed view of changes done, see our changelog."
39,"Version 3.1.2 fixes minor bugs, readme fixes and various of small regressions. 
You can safely update to webpack 3.1.2 from 3.1.0.
For a full view of changes done, you can browse those here.","Version 3.1.2 fixes minor bugs, readme fixes and various of small regressions. 
You can safely update to webpack 3.1.2 from 3.1.0.
For a full view of changes done, you can browse those here."
40,"Webpack CLI version 3.1.1 comes with minor fixes to infrastructure, fixing bugs, synchronization with webpack and updating the build system.
For a full overview of changes done, you can view it here
Monorepo packages has also been updated as patches and can be safely updated. ","Webpack CLI version 3.1.1 comes with minor fixes to infrastructure, fixing bugs, synchronization with webpack and updating the build system.
For a full overview of changes done, you can view it here
Monorepo packages has also been updated as patches and can be safely updated. "
41,Changelog can be found here,Changelog can be found here
42,3.0.8 (2018-06-16),3.0.8 (2018-06-16)
43,3.0.7 (2018-06-15),3.0.7 (2018-06-15)
44,3.0.6 (2018-06-13),3.0.6 (2018-06-13)
45,3.0.5 (2018-06-13),3.0.5 (2018-06-13)
46,3.0.4 (2018-06-12),3.0.4 (2018-06-12)
47,"
3.0.3 (2018-06-06)",3.0.3 (2018-06-06)
48,"
3.0.2 (2018-06-04)
Bug Fixes

use async / await for info command (#494) (6833db9)
","3.0.2 (2018-06-04)
Bug Fixes
use async / await for info command (#494) (6833db9)"
49,"
3.0.1 (2018-06-02)
Bug Fixes

fix path lookup & re-add infra docs (#480) (592fd11), closes #478
","3.0.1 (2018-06-02)
Bug Fixes
fix path lookup & re-add infra docs (#480) (592fd11), closes #478"
50,"
3.0.0 (2018-06-02)
This release has breaking changes and is not stable. You are advised to use webpack-cli v.3.0.2 and up.","3.0.0 (2018-06-02)
This release has breaking changes and is not stable. You are advised to use webpack-cli v.3.0.2 and up."
51,"
2.1.5 (2018-06-01)
Bug Fixes

entry: fix a bug when --display-entrypoints=false does not hide entries (#464) (c2398a2)
","2.1.5 (2018-06-01)
Bug Fixes
entry: fix a bug when --display-entrypoints=false does not hide entries (#464) (c2398a2)"
52,"
2.1.4 (2018-05-23)
Bug Fixes

dependencies: fix vulnerabilities (#458) (3953648)
","2.1.4 (2018-05-23)
Bug Fixes
dependencies: fix vulnerabilities (#458) (3953648)"
53,2.1.0 -> 2.1.3 are regressions and bugfixes from prior commits. 2.1.3 Changelog,2.1.0 -> 2.1.3 are regressions and bugfixes from prior commits. 2.1.3 Changelog
54,"
2.1.0 (2018-04-30)
Bug Fixes

removes debug in migrate (#342) (e9c6800)
ast: checks validity of an identifier (#360) (f42bdbd)
init: output file name for single output (#403) (c1c0df0)
loader,plugin: fix generators path bug (b4bfafb)

Features

--entry should override config.entry (#155) (#358) (9026556)
add envinfo as webpack-cli info command (51ab19f)
support --build-delimiter for opt-in output delimiter (#192) (#340) (d01af47)
use npm ci for tests (#367) (#368) (0de8a4e)
","2.1.0 (2018-04-30)
Bug Fixes
removes debug in migrate (#342) (e9c6800)
ast: checks validity of an identifier (#360) (f42bdbd)
init: output file name for single output (#403) (c1c0df0)
loader,plugin: fix generators path bug (b4bfafb)
Features
--entry should override config.entry (#155) (#358) (9026556)
add envinfo as webpack-cli info command (51ab19f)
support --build-delimiter for opt-in output delimiter (#192) (#340) (d01af47)
use npm ci for tests (#367) (#368) (0de8a4e)"
55,Changelog found here,Changelog found here
56,Changelog can be found here.,Changelog can be found here.
57,Changelog can be found here.,Changelog can be found here.
58,Version 2.0.11 fixes issues with the init command running behind proxies. The version updates dependencies to be coherent with webpack 4. Changelog can be found here.,Version 2.0.11 fixes issues with the init command running behind proxies. The version updates dependencies to be coherent with webpack 4. Changelog can be found here.
59,This release fixes the previous release. There were few missing files that were not published on npm,This release fixes the previous release. There were few missing files that were not published on npm
60,"
fix for extending tests to --json (@axe312ger, https://github.com/webpack/webpack-cli/pull/242)
added a new feature --silent. With this option the cli won't output anything (@jbottigliero,  https://github.com/webpack/webpack-cli/pull/241)
internal changes: removed flow and babel from the code base as it was giving serious problems with third party repositories
","fix for extending tests to --json (@axe312ger, link)
added a new feature --silent. With this option the cli won't output anything (@jbottigliero,  link)
internal changes: removed flow and babel from the code base as it was giving serious problems with third party repositories"
61,"
fixed cases of the new --output argument
fixed internal bin tests
added internal coverage check
fixed case where there was a missing internal library
","fixed cases of the new --output argument
fixed internal bin tests
added internal coverage check
fixed case where there was a missing internal library"
62,Small release where it's now possible to add --output as destination folder,Small release where it's now possible to add --output as destination folder
63,"Version 2.0.0 contains a lot of changes in the source code to improve the quality in the repository, and the work on a good project structure is underway. This version comes with additions of features that will help developers work better, as well as improvements in the source code. View the almost complete changelog here. This is a summary of the new release:

Internal Documentation is added
ECMAScript configurations are supported, this means you can write configurations, using import/export or other syntax sugary features that modern JavaScript has to offer
v8-compile-cache is added, which will speed up compilation time
webpack add is added (please do try it out and submit an issue with your feedback!)
webpack serve is enabled, which will run a development server for you
Source code quality, testing and repository structure is improved 
","Version 2.0.0 contains a lot of changes in the source code to improve the quality in the repository, and the work on a good project structure is underway. This version comes with additions of features that will help developers work better, as well as improvements in the source code. View the almost complete changelog here. This is a summary of the new release:
Internal Documentation is added
ECMAScript configurations are supported, this means you can write configurations, using import/export or other syntax sugary features that modern JavaScript has to offer
v8-compile-cache is added, which will speed up compilation time
webpack add is added (please do try it out and submit an issue with your feedback!)
webpack serve is enabled, which will run a development server for you
Source code quality, testing and repository structure is improved "
