Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
32,Update dependency fork-ts-checker-webpack-plugin to v3,0.89492464,fix(deps): update dependency fork-ts-checker-webpack-plugin to v5.0.4 (b3ee7c6),,1
33,Merge pull request #524 from nestjs/renovate/webpack-4.x,0.98916346,Merge pull request #524 from nestjs/renovate/webpack-4.x (896bb05),,1
34,update asset path for refactoring,0.60777307,"Revert ""fix(): copy all assets on build"" (bb8f35d1)",,0
35,chore(deps): update commitlint monorepo to v17.4.4,0.97845423,chore(deps): update commitlint monorepo to v17.4.4 (221e0469),,1
36,Merge pull request #261 from nestjs/renovate/angularcli-monorepo,0.9622787,Merge pull request #971 from nestjs/renovate/angularcli-monorepo (26443ed7),,1
37,Merge pull request #781 from nestjs/renovate/webpack-4.x,0.9748639,Merge pull request #524 from nestjs/renovate/webpack-4.x (896bb05),,1
38,Merge pull request #369 from nestjs/renovate/tslint-5.x,0.9423195,Merge pull request #1553 from nestjs/renovate/ts-node-10.x (73ba6289),,1
39,develop an import transform to add import for the new generated asset,0.5223045,"refactor(): run format, remove unused imports (a03eba4)",,0
40,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.2.13,0.98965126,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.2.13 (570ff621),fix(deps): update dependency webpack to v5.80.0,1
41,fix(deps): update dependency source-map-support to v0.5.21,0.98389244,fix(deps): update dependency source-map-support to v0.5.21 (769141a8),chore(deps): bump vm2 from 3.9.16 to 3.9.17,1
42,fixed: create project crash when underline in name,0.67580706,fix(options): allow underscore in names (83e6e167),chore(deps): update node.js to v20,0
43,chore(deps): update dependency jest to v27.3.0,0.96708024,chore(deps): update dependency jest to v27.2.1 (b1246420),chore(deps): update dependency vm2 to 3.9.17 [security],1
44,chore(deps): update dependency release-it to v15.9.0,0.98460346,chore(deps): update dependency release-it to v15.10.0 (07111244),fix: load the entry file supplied via command-line option,1
45,chore(deps): update dependency ts-jest to v27.0.7,0.9850307,chore(deps): update dependency ts-jest to v27.0.4 (dec7619e),perf(lib)!: prioritize 'nest-cli.json' file over all the others name patterns,1
46,chore(deps): update dependency eslint-plugin-import to v2.23.2,0.9860984,chore(deps): update dependency eslint-plugin-import to v2.23.1 (06ece66f),,1
47,chore(deps): update dependency @types/node to v14.14.39,0.9874565,chore(deps): update dependency @types/node to v14.14.45 (be720449),,1
48,nest-v4-rc2 : update @nestjs/schematics version,0.7646719,chore(deps): update @nestjs/schematics to v8.0.3 (aec631f8),,1
49,Merge pull request #6 from ThomRick/master,0.797264,Merge pull request #1350 from rmlzy/master (96347e27),,1
50,fix(deps): update dependency typescript to v3.3.3333,0.96180975,fix(deps): update dependency typescript to v4.8.3 (b2741913),,1
51,Merge pull request #929 from nestjs/renovate/jest-monorepo,0.98418605,Merge pull request #929 from nestjs/renovate/jest-monorepo (283dbec1),,1
52,Merge pull request #87 from nestjs/v4-docs,0.86234266,Merge pull request #722 from nestjs/renovate/webpack-4.x (dceee45),,1
53,Merge pull request #154 from nestjs/task/artefact,0.88055545,Merge pull request #1522 from nestjs/renovate/node-16.x (ba19e394),,1
54,chore(deps): update dependency jest to v27.1.1,0.98301387,chore(deps): update dependency jest to v27.2.1 (b1246420),,1
55,Merge pull request #151 from josiahdahl/bugfix-dasherize-install-directory,0.82203054,Merge pull request #1166 from ledniy/bugfix/config-custom-collection (c59c8273),,1
56,fix(engines) : set engines to display warning message if node and npm engines are not satisfied,0.5255421,fix: disable fork ts checker when any cli plugin is enabled (c90364da),,0
57,fix(deps): update dependency fork-ts-checker-webpack-plugin to v5.1.0,0.98880124,fix(deps): update dependency fork-ts-checker-webpack-plugin to v5.2.1 (12155011),,1
58,fix(deps): update angular-cli monorepo to v13.2.5,0.9775235,fix(deps): update angular-cli monorepo to v13.3.6 (a975628d),,1
59,feat(): add resource schematic,0.9087467,feat(): add resource schematic (b5f9ec1c),,1
60,chore(deps): update node.js to v20,0.97222346,chore(deps): update node.js to v20 (5905d100),Bumps vm2 from 3.9.16 to 3.9.17. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
61,chore(deps): update dependency ts-jest to v26.5.5,0.98352295,chore(deps): update dependency ts-jest to v26.5.2 (21925211),,1
62,Merge pull request #604 from nestjs/dependabot/npm_and_yarn/acorn-6.4.1,0.91314536,Merge pull request #1214 from nestjs/dependabot/npm_and_yarn/ws-7.5.0 (5c52d699),,1
63,feature(add) : develop add action and load the command,0.6209508,feat(): add strict option on new command (c028737d),,0
64,Merge pull request #257 from nestjs/renovate/jest-monorepo,0.9713604,Merge pull request #1642 from nestjs/renovate/jest-monorepo (94154780),,1
65,fix(deps): update dependency @types/webpack to v4.41.4,0.9872986,fix(deps): update dependency @types/webpack to v4.41.10 (4a0c336),,1
66,cleaning the code,0.58453643,chore(deps): cleanup dependencies (c5cb61f2),,0
67,Merge pull request #1534 from nestjs/renovate/angular-cli-monorepo,0.973245,Merge pull request #1385 from nestjs/renovate/angular-cli-monorepo (17c24391),feat: added new generate option to control spec file name,1
68,Merge pull request #530 from Sikora00/feature/directory-option,0.97574675,Merge pull request #530 from Sikora00/feature/directory-option (44b4ac5),,1
69,chore(deps): update dependency @types/node to v18.16.9,0.9879171,chore(deps): update dependency @types/node to v18.16.2 (a1728be8),,1
70,reniew : pass schematics command in schematic runner + separe command declarations from bin,0.56955904,refactor: clarify about schematics available on generate command (88752a6a),,0
71,fix: replace path aliases of imports of .tsx and .jsx files,0.97750235,fix: replace path aliases of imports of .tsx and .jsx files (83b54744),,1
72,chore(deps): update dependency @types/node to v18.15.11,0.9849516,chore(deps): update dependency @types/node to v18.11.19 (feadd167),,1
73,"refactor(): run format, remove unused imports",0.93013716,"refactor(): run format, remove unused imports (a03eba4)",,1
74,chore: publish 5.6.2 release,0.87550914,chore(): publish 6.13.0 release (a7167e3),fix(deps): update dependency rimraf to v4.4.1,1
75,fix(deps): update angular-cli monorepo to v14,0.9661882,fix(deps): update angular-cli monorepo to v14 (9fdb0897),fix(deps): update angular-cli monorepo to v15.2.6,1
76,chore(deps): update dependency ts-jest to v24.2.0,0.9790688,chore(deps): update dependency ts-jest to v24.3.0 (277e467),fix(deps): update dependency webpack to v5.79.0,1
77,Merge pull request #38 from gimox/develop,0.7717899,Merge pull request #1164 from nestjs/dependabot/npm_and_yarn/hosted-git-info-2.8.9 (a77a601e),chore(deps): update node.js to v19.9,1
78,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.1.1,0.9872655,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.0.2 (173716f7),fix(deps): update dependency tsconfig-paths to v4.2.0,1
79,fix configuration integration,0.7120583,fix(types) - update plugins configuration interface (14a5cd80),fix(deps): update dependency @nestjs/schematics to v9.1.0,1
80,chore(deps): update dependency @types/inquirer to v8.2.5,0.980168,chore(deps): update dependency @types/inquirer to v8.2.5 (50e5d484),chore(deps): update dependency vm2 to 3.9.16 [security],1
81,chore(): release v8.1.2,0.79832983,chore(): publish 6.13.0 release (a7167e3),,1
82,chore(deps): update dependency ts-loader to v8.0.8,0.9807849,chore(deps): update dependency ts-loader to v8.0.1 (1ec67292),chore(deps): bump vm2 from 3.9.14 to 3.9.16,1
83,Merge pull request #2010 from nestjs/renovate/tsconfig-paths-4.x,0.98213387,Merge pull request #2010 from nestjs/renovate/tsconfig-paths-4.x (b019a25b),feat: exec in configuration,1
84,Merge branch 'johnbiundo-biundo/add-lib-chooser',0.9483885,Merge branch 'johnbiundo-biundo/add-lib-chooser' (552ffc8),,1
85,feat(cli): added pnpm package manager support,0.94649,feat(cli): added pnpm package manager support (7efa387c),,1
86,Merge pull request #1863 from nestjs/renovate/major-angular-cli-monorepo,0.9792881,Merge pull request #1863 from nestjs/renovate/major-angular-cli-monorepo (56679f4c),Bumps vm2 from 3.9.14 to 3.9.16. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
87,Merge pull request #718 from nestjs/renovate/angularcli-monorepo,0.9780539,Merge pull request #701 from nestjs/renovate/angularcli-monorepo (06b97b6),,1
88,chore(deps): update dependency ts-jest to v25.2.0,0.97961235,chore(deps): update dependency ts-jest to v25.1.0 (b371827),,1
89,schematics : refactor configuration + remove unused code,0.69180954,refactor: clarify about schematics available on generate command (88752a6a),,0
90,chore(deps): update dependency ts-loader to v9.2.1,0.9830558,chore(deps): update dependency ts-loader to v9.3.0 (9858ddf9),,1
91,Merge pull request #269 from nestjs/renovate/node-11.x,0.9543155,Merge pull request #1640 from nestjs/renovate/node-16.x (010eb2e8),,1
92,feat: generate prompt for project selection,0.47882158,feat() support projects in add (ae386f5),,0
93,chore(deps): update dependency release-it to v12.6.1,0.96919477,chore(deps): update dependency release-it to v13.6.9 (569a4466),,1
94,chore(deps): update typescript-eslint monorepo to v5.38.1,0.9838077,chore(deps): update typescript-eslint monorepo to v5.36.0 (5bed4576),,1
95,Merge pull request #1815 from nestjs/renovate/typescript-4.x,0.9845854,Merge pull request #1815 from nestjs/renovate/typescript-4.x (3ab5a4e8),,1
96,Merge pull request #812 from nestjs/renovate/tsconfig-paths-webpack-plugin-3.x,0.991251,Merge pull request #812 from nestjs/renovate/tsconfig-paths-webpack-plugin-3.x (9155398e),,1
97,chore(deps): update dependency @types/jest to v26.0.8,0.9842842,chore(deps): update dependency @types/jest to v26.0.22 (4d11de87),,1
98,chore(deps): update commitlint monorepo to v14,0.9678429,chore(deps): update commitlint monorepo to v14 (d0b4dbca),,1
99,chore(deps): update dependency ts-jest to v26.4.1,0.98485464,chore(deps): update dependency ts-jest to v26.4.0 (649d7129),,1
100,Merge pull request #309 from nestjs/renovate/tslint-5.x,0.94739044,Merge pull request #1553 from nestjs/renovate/ts-node-10.x (73ba6289),https://github.com/nestjs/nest-cli/pull/2011#discussion_r1155183976,1
101,dockerize : try trick to allow yarn usage,0.5676101,feat: Compatibility With Yarn PnP (8a39a6b),,0
102,fix(SchematicRunner): Make binary resolver method public,0.51804465,fix(): resolve conflicts (0ae3673),,0
103,Merge pull request #1852 from nestjs/renovate/node-18.x,0.98461795,Merge pull request #1852 from nestjs/renovate/node-18.x (228728a8),,1
104,chore(deps): update dependency @types/node to v18.15.6,0.98465663,chore(deps): update dependency @types/node to v18.15.7 (5a7a2c17),,1
105,increase logger + remove crashed abstract command handler + fix mkdir FileSystemUtils Promise issues,0.5531066,Merge pull request #2046 from micalevisk/file-system-reader-refactor (6597e8db),,0
106,Merge pull request #2046 from micalevisk/file-system-reader-refactor,0.9771023,Merge pull request #2046 from micalevisk/file-system-reader-refactor (6597e8db),,1
107,chore(deps): update dependency @types/webpack-node-externals to v2.5.3,0.9863885,chore(deps): update dependency @types/webpack-node-externals to v2.5.2 (7041619e),,1
108,remove debug log to prevent crash with console default logger,0.46998367,fix(deps): update dependency tree-kill to v1.2.2 (61838bf),,0
109,fix() : add scripts to check version before publish on npm registry,0.6267827,chore(): update npmignore (45067bd1),,0
110,chore(deps): update dependency @types/node to v14.17.15,0.98647,chore(deps): update dependency @types/node to v14.17.2 (eafe2417),,1
111,chore(): release v7.5.1,0.841568,chore(): publish 6.13.0 release (a7167e3),,1
112,update generators and templates,0.5980276,fix(types) - update plugins configuration interface (1ca85ad2),,0
113,chore(deps): update dependency release-it to v15.1.3,0.98061585,chore(deps): update dependency release-it to v15.1.0 (3d734567),,1
114,ci(): fix package lock file,0.95296675,ci(): fix package lock file (0017465),,1
115,chore(deps): update typescript-eslint monorepo to v5.30.0,0.9846786,chore(deps): update typescript-eslint monorepo to v5.30.4 (a501337e),,1
116,fix() set filename and dirname to false (webpack),0.56604725,fix(webpack): add externals presets (74286eb4),,0
117,chore(): release v7.2.0,0.8165847,chore(): publish 6.13.0 release (a7167e3),,1
118,test(): include resource schematic in Nest collection tests,0.97357965,test(): include resource schematic in Nest collection tests (39008f56),,1
119,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.5.0,0.98890346,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.5.0 (520030f7),,1
120,chore(): publish 6.6.0 release,0.9124013,chore(): publish 6.13.0 release (a7167e3),,1
121,feat(cli): Remove unused variable,0.8673183,feat(cli): Remove unused variable (c2bebb9),,1
122,Merge pull request #999 from dariosena/feature/typescript41,0.98484707,Merge pull request #999 from dariosena/feature/typescript41 (7870f365),,1
123,chore(deps): update dependency tslint to v5.18.0,0.9387932,chore(deps): update dependency ts-loader to v7.0.5 (1724eda),,1
124,chore(deps): update dependency tslint to v5.15.0,0.9383345,chore(deps): update dependency ts-loader to v7.0.5 (1724eda),,1
125,chore(deps): update dependency eslint-config-prettier to v8.3.0,0.9790129,chore(deps): update dependency eslint-config-prettier to v8.3.0 (885d6668),,1
126,Merge pull request #252 from nestjs/renovate/angularcli-monorepo,0.9635998,Merge pull request #1039 from nestjs/renovate/angularcli-monorepo (47725e06),fix(deps): update dependency fork-ts-checker-webpack-plugin to v8,1
127,Merge pull request #235 from nestjs/renovate/pin-dependencies,0.87074196,Merge pull request #1640 from nestjs/renovate/node-16.x (010eb2e8),,1
128,chore(deps): update dependency vm2 to 3.9.16 [security],0.9834061,chore(deps): update dependency vm2 to 3.9.17 [security] (2feb22e6),fix(deps): update dependency @nestjs/schematics to v9.0.4,1
129,Merge pull request #1080 from nestjs/renovate/angularcli-monorepo,0.96971095,Merge pull request #1008 from nestjs/renovate/angularcli-monorepo (59309d03),chore: sort schematics in help message,1
130,chore(deps): update dependency ts-loader to v9.4.0,0.981707,chore(deps): update dependency ts-loader to v9.3.0 (9858ddf9),,1
131,chore(deps): update dependency ts-loader to v8.0.15,0.9838331,chore(deps): update dependency ts-loader to v8.0.1 (1ec67292),,1
132,chore(deps): update dependency ts-node to v8.1.0,0.9746215,chore(deps): update dependency ts-node to v10.8.1 (11913531),chore(deps): update node.js to v19.7,1
133,chore(deps): update dependency @types/node to v12.12.14,0.9887358,chore(deps): update dependency @types/node to v12.12.15 (0a1d589),fix(deps): update angular-cli monorepo to v15.2.4,1
134,dept(cli-framework) : refactor update command using commander,0.6417276,fix(deps): update dependency commander to v4.1.0 (508ea25),,0
135,dept(cli-framework) : develop question generators,0.53343743,refactor(cli): Schematic runner should use node require mechanism (66e54674),,0
136,fix(4.0.0) : unable to use generate command,0.63808763,fix(): fatal errors during build won't prompt (webpack) (cf4ba4a1),,0
137,Merge pull request #236 from nestjs/renovate/inquirer-0.x,0.9591993,Merge pull request #521 from nestjs/renovate/inquirer-7.x (f45bbc2),,1
138,fix(): fix tsconfig paths on windows,0.9352193,fix(): fix tsconfig paths on windows (6ebe17a),,1
139,task(tests) : ignore error in Makefile --> just produce report,0.46313518,test(): add non-null assertion to tsconfig paths hook test (a83145d8),,0
140,Merge pull request #1694 from nestjs/renovate/angular-cli-monorepo,0.9839339,Merge pull request #1694 from nestjs/renovate/angular-cli-monorepo (90785e30),,1
141,chore(deps): update dependency release-it to v13.6.3,0.98114574,chore(deps): update dependency release-it to v13.5.5 (dd06913),,1
142,reniew : develop the generate command,0.5614291,refactor: clarify about schematics available on generate command (88752a6a),,0
143,chore(deps): update dependency @types/inquirer to v7.3.1,0.9782727,chore(deps): update dependency @types/inquirer to v7.3.3 (4e7949a2),,1
144,Merge pull request #24 from wbhob/develop,0.7766452,Merge pull request #1031 from JoshuaCWebDeveloper/fix-1030 (7970a2c6),,1
145,chore(deps): update dependency eslint-plugin-import to v2.24.1,0.98664135,chore(deps): update dependency eslint-plugin-import to v2.23.1 (06ece66f),,1
146,Merge pull request #563 from nestjs/renovate/major-angularcli-monorepo,0.9744618,Merge pull request #769 from nestjs/renovate/major-angularcli-monorepo (0048f488),,1
147,Merge branch 'develop',0.66368514,Merge branch 'getspooky-my-branch' (e186d776),,0
148,improvement: support nest-cli.json (w/ dot),0.6606674,Merge pull request #1284 from nestjs/renovate/node-emoji-1.x (8b091c10),,0
149,Merge pull request #1359 from iloverink/fix-dep,0.9439206,Merge pull request #1359 from iloverink/fix-dep (bcaa0ab4),,1
150,style(): minor formatting changes,0.89903724,style(): minor formatting changes (111e39f4),,1
151,fix(deps): update angular-cli monorepo to v14.0.2,0.97445184,fix(deps): update angular-cli monorepo to v14.2.2 (d55f79dd),,1
152,chore(deps): update dependency ts-loader to v9.4.2,0.9826941,chore(deps): update dependency ts-loader to v9.3.0 (9858ddf9),,1
153,Merge pull request #485 from nestjs/renovate/angularcli-monorepo,0.9628824,Merge pull request #985 from nestjs/renovate/angularcli-monorepo (0c361316),,1
154,chore(deps): update dependency @types/node to v11.13.4,0.98306704,chore(deps): update dependency @types/node to v16.11.7 (a0e14355),,1
155,Merge pull request #1074 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x,0.9921398,Merge pull request #1074 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x (b28d1764),,1
156,added watchAssets option fo watching non-ts files,0.54167783,fix: fix watch compile error when tsconfig modified (1001a53f),,0
157,Merge pull request #1095 from nestjs/renovate/webpack-5.x,0.989123,Merge pull request #1095 from nestjs/renovate/webpack-5.x (8244969a),,1
158,Merge pull request #208 from nestjs/5.7.0,0.9228878,Merge pull request #1488 from nestjs/renovate/webpack-5.x (f187f912),,1
159,chore(deps): update dependency @types/node to v14.17.21,0.9890676,chore(deps): update dependency @types/node to v14.17.2 (eafe2417),,1
160,chore(deps): update dependency @types/node to v14.17.4,0.9887212,chore(deps): update dependency @types/node to v14.17.2 (eafe2417),,1
161,chore(deps): update dependency @types/inquirer to v8,0.9736575,chore(deps): update dependency @types/inquirer to v8 (3a795007),,1
162,describe command arguments and options object + abstract command handler to setLogger by default,0.4120813,feat(): add strict option on new command (c028737d),,0
163,chore(deps): update dependency @types/jest to v27.0.2,0.98473823,chore(deps): update dependency @types/jest to v27.0.2 (278be052),,1
164,Merge pull request #372 from nestjs/renovate/ts-jest-24.x,0.95301163,Merge pull request #1377 from nestjs/renovate/ts-jest-27.x (bfed4d22),,1
165,Merge branch 'update-test-template' into next-patch,0.60969317,Merge branch 'sheerlox-feat/manual-restart-watchmode' (122a18f6),,0
166,fix(deps): update dependency inquirer to v7.0.4,0.9804456,fix(deps): update dependency inquirer to v7.0.3 (053523d),,1
167,fix(deps): update dependency webpack to v5.28.0,0.9869331,fix(deps): update dependency webpack to v5.65.0 (59a11521),,1
168,chore(deps): update dependency @types/node to v12.20.1,0.9842198,chore(deps): update dependency @types/node to v12.20.5 (ca79626e),,1
169,Update dependency @types/node to v12.7.8,0.8518323,chore(deps): update dependency @types/node to v12.20.2 (4ceb7148),,1
170,refactoring : add default configuration emition when project new command is executed,0.56543577,refactor: rename 'restartable' to 'manualRestart' (8148e821),,0
171,Merge pull request #427 from nestjs/renovate/rimraf-2.x,0.9677454,Merge pull request #547 from nestjs/renovate/rimraf-3.x (160f542),,1
172,develop unit tests and component asset generator,0.63017654,test(): update schematic option unit tests (6cf2df92),,0
173,chore(github): add issue template,0.69036627,chore(): migrate to github issues forms (953a8801),,0
174,chore(deps): update dependency release-it to v14.14.1,0.98511475,chore(deps): update dependency release-it to v14.4.0 (09a7eb33),,1
175,Merge pull request #13 from ThomRick/master,0.7981334,Merge pull request #1350 from rmlzy/master (96347e27),,1
176,Merge branch 'boenrobot-node-loader',0.94773805,Merge branch 'boenrobot-node-loader' (dc116fd),,1
177,chore(deps): update dependency @commitlint/cli to v17.0.2,0.9831492,chore(deps): update dependency @commitlint/cli to v17.5.0 (05c7db1f),,1
178,chore(deps): update dependency release-it to v14.0.2,0.98151207,chore(deps): update dependency release-it to v14.4.0 (09a7eb33),,1
179,Merge pull request #378 from x3cion/schematic-runner-pathfinding,0.7241949,Merge pull request #1229 from nestjs/renovate/tsconfig-paths-3.x (25944699),,1
180,chore(): publish 6.2.0 release,0.8850697,chore(): publish 6.13.0 release (a7167e3),,1
181,dept(cli-framework) : refactor generate command to use commander,0.5741428,refactor: clarify about schematics available on generate command (88752a6a),chore(deps): update node.js to v19.6,0
182,Merge pull request #565 from nestjs/renovate/webpack-4.x,0.97989213,Merge pull request #554 from nestjs/renovate/webpack-4.x (e648629),fix(deps): update angular-cli monorepo to v15.1.5,1
183,Merge pull request #185 from nestjs/feature/source-root,0.86099535,Merge pull request #1488 from nestjs/renovate/webpack-5.x (f187f912),,1
184,Merge pull request #1820 from jmcdo29/fix/pnpm-install,0.9811271,Merge pull request #1820 from jmcdo29/fix/pnpm-install (9594c91d),,1
185,chore(deps): update dependency @types/jest to v24.9.0,0.9806211,chore(deps): update dependency @types/jest to v24.0.24 (b2991dc),,1
186,fix(deps): update angular-cli monorepo to v15.2.6,0.97158194,fix(deps): update angular-cli monorepo to v15.1.5 (a2d47a5a),,1
187,chore(deps): update dependency release-it to v12.5.0,0.9698055,chore(deps): update dependency release-it to v13.5.5 (dd06913),,1
188,Add list of available schematics for nest generate command help,0.61635196,"test(): include 'configuration', 'resolver', 'interface' schematic in Nest collection tests (db671c7c)",,0
189,Merge branch 'TimonLukas-master',0.88427824,Merge branch 'TimonLukas-master' (6086dc2),,1
190,feature(skip-install) : manage skip install option in new action,0.59466785,feat: allows skip-install for add (76b282ed),,0
191,fix(deps): update dependency tsconfig-paths to v4.2.0,0.974354,fix(deps): update dependency tsconfig-paths to v4.1.1 (56955936),,1
192,Merge pull request #389 from nestjs/renovate/ts-loader-6.x,0.9472312,* Merge pull request #1854 from nestjs/renovate/ts-loader-9.x (d9ab4ff5),fix(deps): update dependency tsconfig-paths to v4.1.2,1
193,fix(new) : manage brackets in schematic options,0.5724827,refactor: clarify about schematics available on generate command (88752a6a),,0
194,chore(deps): update dependency prettier to v2.2.1,0.9699975,chore(deps): update dependency prettier to v2.0.4 (02374c7),chore(deps): update dependency http-cache-semantics to 4.1.1 [security],1
195,Merge pull request #1319 from ajubin/master,0.9832044,Merge pull request #1319 from ajubin/master (a3500007),chore(deps): bump http-cache-semantics from 4.1.0 to 4.1.1,1
196,chore(deps): update dependency eslint to v7.1.0,0.97707844,chore(deps): update dependency eslint to v7.4.0 (999eb019),,1
197,chore(deps): update dependency ts-node to v8.5.2,0.9761834,chore(deps): update dependency ts-node to v10.8.1 (11913531),,1
198,1.4.7,0.6263734,chore(deps): bump ini from 1.3.5 to 1.3.8 (192ab2bc),Bumps http-cache-semantics from 4.1.0 to 4.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: http-cache-semantics   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,0
199,task(tests) : run e2e tests on pull request + build branch + build edge,0.5495851,test: fix error (2ec59190),fix(deps): update dependency fork-ts-checker-webpack-plugin to v7.3.0,0
200,Merge pull request #2054 from nestjs/renovate/webpack-5.x,0.9897401,Merge pull request #2054 from nestjs/renovate/webpack-5.x (2f939625),fix(deps): update angular-cli monorepo to v15.1.4,1
201,chore(deps): update dependency husky to v4.3.0,0.97452086,chore(deps): update dependency husky to v4.3.0 (d7e52714),chore(deps): update dependency json5 to 2.2.2 [security],1
202,chore(deps): update commitlint monorepo to v17.6.3,0.9795704,chore(deps): update commitlint monorepo to v17.0.3 (70c20988),chore(deps): update node.js to v19.5,1
203,1.8.0,0.62475777,chore(deps): bump ws from 7.3.1 to 7.5.0 (8b90ee8a),fix(deps): update dependency typescript to v4.9.5,0
204,chore(deps): update dependency ts-loader to v8.0.18,0.98623586,chore(deps): update dependency ts-loader to v8.0.1 (1ec67292),fix(watch-compiler): merge compiler options with config file options,1
