Index,Message,Description,Message Abstract,Description Abstract
1766,fix(deps): update dependency rimraf to v3.0.1,,fix(deps): update dependency rimraf to v3.0.1,
1767,chore(deps): update dependency @types/jest to v25,,chore(deps): update dependency @types/jest to v25,
1768,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.0.3,,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.0.3,
1769,Merge pull request #543 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.4,Merge pull request #543 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.4
1770,fix(deps): update dependency inquirer to v7.0.4,,fix(deps): update dependency inquirer to v7.0.4,
1771,chore(): publish 6.14.1 release,,chore(): publish 6.14.1 release,
1772,Merge branch 'boenrobot-node-loader',,Merge branch 'boenrobot-node-loader',
1773,"refactor(): run format, remove unused imports",,"refactor(): run format, remove unused imports",
1774,Merge branch 'node-loader' of https://github.com/boenrobot/nest-cli into boenrobot-node-loader,,Merge branch 'node-loader' of link into boenrobot-node-loader,
1775,Merge pull request #539 from nestjs/renovate/fork-ts-checker-webpack-plugin-4.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.0.2,Merge pull request #539 from nestjs/renovate/fork-ts-checker-webpack-plugin-4.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.0.2
1776,chore(deps): update dependency ts-jest to v25,,chore(deps): update dependency ts-jest to v25,
1777,chore(deps): update dependency @types/jest to v24.9.1,,chore(deps): update dependency @types/jest to v24.9.1,
1778,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.0.2,,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.0.2,
1779,Merge pull request #535 from nestjs/renovate/copyfiles-2.x,fix(deps): update dependency copyfiles to v2.2.0,Merge pull request #535 from nestjs/renovate/copyfiles-2.x,fix(deps): update dependency copyfiles to v2.2.0
1780,Merge pull request #537 from nestjs/renovate/webpack-4.x,fix(deps): update dependency @types/webpack to v4.41.3,Merge pull request #537 from nestjs/renovate/webpack-4.x,fix(deps): update dependency @types/webpack to v4.41.3
1781,chore(deps): update dependency jest to v25,,chore(deps): update dependency jest to v25,
1782,"refactor(plugins) Plugins are loaded via node's require mechanisms, instead of a plain file call, allowing control of main file to be delegated to package, as well as support any format supported by the running node version (js, mjs, etc.)",,"refactor(plugins) Plugins are loaded via node's require mechanisms, instead of a plain file call, allowing control of main file to be delegated to package, as well as support any format supported by the running node version (js, mjs, etc.)",
1783,fix(deps): update dependency @types/webpack to v4.41.3,,fix(deps): update dependency @types/webpack to v4.41.3,
1784,fix(deps): update dependency copyfiles to v2.2.0,,fix(deps): update dependency copyfiles to v2.2.0,
1785,Merge pull request #534 from nestjs/renovate/fork-ts-checker-webpack-plugin-4.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4,Merge pull request #534 from nestjs/renovate/fork-ts-checker-webpack-plugin-4.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4
1786,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4,,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4,
1787,chore(deps): update dependency @types/jest to v24.9.0,,chore(deps): update dependency @types/jest to v24.9.0,
1788,ci(): fix package-lock,,ci(): fix package-lock,
1789,chore(): publish 6.14.0 release,,chore(): publish 6.14.0 release,
1790,Merge pull request #527 from egodsk/feature/generate-options,feat(cli): add generateOptions to configuration,Merge pull request #527 from egodsk/feature/generate-options,feat(cli): add generateOptions to configuration
1791,feat(cli) add generateOptions to configuration,,feat(cli) add generateOptions to configuration,
1792,Merge pull request #530 from Sikora00/feature/directory-option,feat(cli): add directory option to the application schematic,Merge pull request #530 from Sikora00/feature/directory-option,feat(cli): add directory option to the application schematic
1793,feat(cli): add directory option to the application schematic,Closes #283,feat(cli): add directory option to the application schematic,Closes #283
1794,chore(deps): update dependency ts-node to v8.6.2,,chore(deps): update dependency ts-node to v8.6.2,
1795,fix(cli) getValueOrDefault allow false value,,fix(cli) getValueOrDefault allow false value,
1796,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1797,Merge branch 'johnbiundo-biundo/add-lib-chooser',,Merge branch 'johnbiundo-biundo/add-lib-chooser',
1798,fix(): resolve conflicts,,fix(): resolve conflicts,
1799,chore(deps): update dependency ts-node to v8.6.1,,chore(deps): update dependency ts-node to v8.6.1,
1800,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1801,chore(): publish 6.13.3 release,,chore(): publish 6.13.3 release,
1802,fix(): reverse module paths (typescript loader),,fix(): reverse module paths (typescript loader),
1803,Merge pull request #524 from nestjs/renovate/webpack-4.x,fix(deps): update dependency @types/webpack to v4.41.2,Merge pull request #524 from nestjs/renovate/webpack-4.x,fix(deps): update dependency @types/webpack to v4.41.2
1804,chore(deps): update dependency ts-node to v8.6.0,,chore(deps): update dependency ts-node to v8.6.0,
1805,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1806,fix(): change to posix slashes in win32 (ts paths),,fix(): change to posix slashes in win32 (ts paths),
1807,fix(deps): update dependency @types/webpack to v4.41.2,,fix(deps): update dependency @types/webpack to v4.41.2,
1808,Merge pull request #518 from nestjs/renovate/commander-4.x,fix(deps): update dependency commander to v4.1.0,Merge pull request #518 from nestjs/renovate/commander-4.x,fix(deps): update dependency commander to v4.1.0
1809,Merge pull request #521 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.3,Merge pull request #521 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.3
1810,chore(deps): update dependency ts-jest to v24.3.0,,chore(deps): update dependency ts-jest to v24.3.0,
1811,fix(deps): update dependency inquirer to v7.0.3,,fix(deps): update dependency inquirer to v7.0.3,
1812,fix(deps): update dependency commander to v4.1.0,,fix(deps): update dependency commander to v4.1.0,
1813,Merge pull request #511 from nestjs/renovate/webpack-4.x,fix(deps): update dependency webpack to v4.41.5,Merge pull request #511 from nestjs/renovate/webpack-4.x,fix(deps): update dependency webpack to v4.41.5
1814,fix(): fix tsconfig paths on windows,,fix(): fix tsconfig paths on windows,
1815,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1816,fix(deps): update dependency webpack to v4.41.5,,fix(deps): update dependency webpack to v4.41.5,
1817,test(): fix unit tests for nest collection,,test(): fix unit tests for nest collection,
1818,Merge pull request #517 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.2,Merge pull request #517 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.2
1819,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1820,chore(): publish 6.13.0 release,,chore(): publish 6.13.0 release,
1821,fix(deps): update dependency inquirer to v7.0.2,,fix(deps): update dependency inquirer to v7.0.2,
1822,bugfix(cli) use outDir from asset item instead of the default one,,bugfix(cli) use outDir from asset item instead of the default one,
1823,chore(deps): update dependency @types/jest to v24.0.25,,chore(deps): update dependency @types/jest to v24.0.25,
1824,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1825,ci(): regenerate lock file,,ci(): regenerate lock file,
1826,chore(deps): update dependency @types/jest to v24.0.24,,chore(deps): update dependency @types/jest to v24.0.24,
1827,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1828,deps(): downgrade angular devkit monorepo,,deps(): downgrade angular devkit monorepo,
1829,Merge pull request #503 from nestjs/renovate/node-12.x,chore(deps): update dependency @types/node to v12.12.21,Merge pull request #503 from nestjs/renovate/node-12.x,chore(deps): update dependency @types/node to v12.12.21
1830,Merge pull request #498 from nestjs/renovate/tree-kill-1.x,fix(deps): update dependency tree-kill to v1.2.2,Merge pull request #498 from nestjs/renovate/tree-kill-1.x,fix(deps): update dependency tree-kill to v1.2.2
1831,Merge pull request #499 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.1,Merge pull request #499 from nestjs/renovate/inquirer-7.x,fix(deps): update dependency inquirer to v7.0.1
1832,Merge pull request #501 from nestjs/renovate/webpack-4.x,fix(deps): update dependency webpack to v4.41.4,Merge pull request #501 from nestjs/renovate/webpack-4.x,fix(deps): update dependency webpack to v4.41.4
1833,fix(deps): update dependency webpack to v4.41.4,,fix(deps): update dependency webpack to v4.41.4,
1834,ci(): sync package lock file,,ci(): sync package lock file,
1835,deps(): remove typescript from dev deps,,deps(): remove typescript from dev deps,
1836,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1837,chore(): bump release,,chore(): bump release,
1838,chore(deps): update dependency @types/node to v12.12.21,,chore(deps): update dependency @types/node to v12.12.21,
1839,chore(deps): update dependency @types/node to v12.12.20,,chore(deps): update dependency @types/node to v12.12.20,
1840,fix(deps): update dependency inquirer to v7.0.1,,fix(deps): update dependency inquirer to v7.0.1,
1841,fix(deps): update dependency tree-kill to v1.2.2,,fix(deps): update dependency tree-kill to v1.2.2,
1842,chore(deps): update dependency @types/node to v12.12.15,,chore(deps): update dependency @types/node to v12.12.15,
1843,build(): remove --prod flag in npm install,,build(): remove --prod flag in npm install,
1844,ci(): update Dockerfile,,ci(): update Dockerfile,
1845,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1846,lint(): fix tslint issues,,lint(): fix tslint issues,
1847,chore(deps): update dependency typescript to v3.7.3,,chore(deps): update dependency typescript to v3.7.3,
1848,fix(): load local binaies when available,,fix(): load local binaies when available,
1849,fix(): fix plugins path resolve issue,,fix(): fix plugins path resolve issue,
1850,fix(): use posix.relative in paths plugin,,fix(): use posix.relative in paths plugin,
1851,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1852,fix(): add missing --exec option to nest start,,fix(): add missing --exec option to nest start,
1853,chore(deps): update dependency ts-node to v8.5.4,,chore(deps): update dependency ts-node to v8.5.4,
1854,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1855,chore(): publish 6.12.5 release,,chore(): publish 6.12.5 release,
1856,Merge pull request #485 from nestjs/renovate/angularcli-monorepo,fix(deps): update angularcli monorepo,Merge pull request #485 from nestjs/renovate/angularcli-monorepo,fix(deps): update angularcli monorepo
1857,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1858,chore(): publish 6.12.4 release,,chore(): publish 6.12.4 release,
1859,chore(deps): update dependency ts-node to v8.5.3,,chore(deps): update dependency ts-node to v8.5.3,
1860,fix(deps): update angularcli monorepo,,fix(deps): update angularcli monorepo,
1861,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1862,fix(): fix tsconfig-paths built-in plugin behavior,,fix(): fix tsconfig-paths built-in plugin behavior,
1863,Merge pull request #480 from nestjs/renovate/fork-ts-checker-webpack-plugin-3.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.1,Merge pull request #480 from nestjs/renovate/fork-ts-checker-webpack-plugin-3.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.1
1864,chore(deps): update dependency @types/node to v12.12.14,,chore(deps): update dependency @types/node to v12.12.14,
1865,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.1,,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.1,
1866,chore(deps): update dependency @types/node to v12.12.12,,chore(deps): update dependency @types/node to v12.12.12,
1867,chore(deps): update dependency ts-jest to v24.2.0,,chore(deps): update dependency ts-jest to v24.2.0,
1868,chore(deps): update dependency @types/webpack-node-externals to v1.7.0,,chore(deps): update dependency @types/webpack-node-externals to v1.7.0,
1869,chore(deps): update dependency @types/node to v12.12.11,,chore(deps): update dependency @types/node to v12.12.11,
1870,Merge pull request #469 from nestjs/renovate/webpack-4.x,fix(deps): update dependency @types/webpack to v4.41.0,Merge pull request #469 from nestjs/renovate/webpack-4.x,fix(deps): update dependency @types/webpack to v4.41.0
1871,chore(deps): update dependency @types/node to v12.12.9,,chore(deps): update dependency @types/node to v12.12.9,
1872,fix(): fix plugins in the incremental mode,,fix(): fix plugins in the incremental mode,
1873,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1874,deps(): run npm audit fix,,deps(): run npm audit fix,
1875,fix(deps): update dependency @types/webpack to v4.41.0,,fix(deps): update dependency @types/webpack to v4.41.0,
1876,chore(deps): update dependency @types/node to v12.12.8,,chore(deps): update dependency @types/node to v12.12.8,
1877,chore(deps): update dependency ts-node to v8.5.2,,chore(deps): update dependency ts-node to v8.5.2,
1878,fix() add missing whitespace,,fix() add missing whitespace,
1879,chore(): publish 6.12.0 release,,chore(): publish 6.12.0 release,
1880,Merge branch 'sametab-feature/config-option',,Merge branch 'sametab-feature/config-option',
1881,feat(): run prettier and update description,,feat(): run prettier and update description,
1882,Merge branch 'feature/config-option' of https://github.com/sametab/nest-cli into sametab-feature/config-option,,Merge branch 'feature/config-option' of link into sametab-feature/config-option,
1883,Merge pull request #463 from nestjs/renovate/angularcli-monorepo,fix(deps): update angularcli monorepo,Merge pull request #463 from nestjs/renovate/angularcli-monorepo,fix(deps): update angularcli monorepo
1884,fix(deps): update angularcli monorepo,,fix(deps): update angularcli monorepo,
1885,Merge pull request #454 from nestjs/renovate/commander-4.x,fix(deps): update dependency commander to v4.0.1,Merge pull request #454 from nestjs/renovate/commander-4.x,fix(deps): update dependency commander to v4.0.1
1886,Merge pull request #459 from nestjs/renovate/ora-4.x,fix(deps): update dependency ora to v4.0.3,Merge pull request #459 from nestjs/renovate/ora-4.x,fix(deps): update dependency ora to v4.0.3
1887,fix(deps): update dependency ora to v4.0.3,,fix(deps): update dependency ora to v4.0.3,
1888,chore(deps): update dependency @types/jest to v24.0.23,,chore(deps): update dependency @types/jest to v24.0.23,
1889,Adds --config option to build and start commands,,Adds --config option to build and start commands,
1890,fix(deps): update dependency commander to v4.0.1,,fix(deps): update dependency commander to v4.0.1,
1891,chore(deps): update dependency ts-node to v8.5.0,,chore(deps): update dependency ts-node to v8.5.0,
1892,chore(): publish 6.11.5 release,,chore(): publish 6.11.5 release,
1893,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1894,fix(): invalid plugin loader behavior,,fix(): invalid plugin loader behavior,
1895,chore(deps): update dependency prettier to v1.19.1,,chore(deps): update dependency prettier to v1.19.1,
1896,chore(deps): update dependency prettier to v1.19.0,,chore(deps): update dependency prettier to v1.19.0,
1897,chore(deps): update dependency @types/node to v12.12.7,,chore(deps): update dependency @types/node to v12.12.7,
1898,Merge pull request #445 from nestjs/renovate/angularcli-monorepo,fix(deps): update angularcli monorepo,Merge pull request #445 from nestjs/renovate/angularcli-monorepo,fix(deps): update angularcli monorepo
1899,Merge pull request #446 from nestjs/renovate/fork-ts-checker-webpack-plugin-3.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.0,Merge pull request #446 from nestjs/renovate/fork-ts-checker-webpack-plugin-3.x,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.0
1900,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.0,,fix(deps): update dependency fork-ts-checker-webpack-plugin to v3.1.0,
1901,fix(deps): update angularcli monorepo,,fix(deps): update angularcli monorepo,
1902,chore(deps): update dependency typescript to v3.7.2,,chore(deps): update dependency typescript to v3.7.2,
1903,chore(deps): update dependency @types/node to v12.12.6,,chore(deps): update dependency @types/node to v12.12.6,
1904,Update dependency tslint to v5.20.1,,Update dependency tslint to v5.20.1,
1905,Update dependency @types/jest to v24.0.22,,Update dependency @types/jest to v24.0.22,
1906,Update renovate.json,,Update renovate.json,
1907,Merge pull request #435 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.12.5,Merge pull request #435 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.12.5
1908,Merge pull request #437 from nestjs/renovate/webpack-4.x,Update dependency @types/webpack to v4.39.8,Merge pull request #437 from nestjs/renovate/webpack-4.x,Update dependency @types/webpack to v4.39.8
1909,Merge pull request #439 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo,Merge pull request #439 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo
1910,Merge pull request #440 from nestjs/renovate/commander-4.x,Update dependency commander to v4,Merge pull request #440 from nestjs/renovate/commander-4.x,Update dependency commander to v4
1911,fix() use tsconfig-paths instead of path-to-regexp,,fix() use tsconfig-paths instead of path-to-regexp,
1912,Update dependency @types/node to v12.12.5,,Update dependency @types/node to v12.12.5,
1913,Update dependency @types/webpack to v4.39.8,,Update dependency @types/webpack to v4.39.8,
1914,Update dependency commander to v4,,Update dependency commander to v4,
1915,Update angularcli monorepo,,Update angularcli monorepo,
1916,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1917,Update README.md,,Update README.md,
1918,Merge pull request #433 from nestjs/renovate/jest-24.x,Update dependency @types/jest to v24.0.21,Merge pull request #433 from nestjs/renovate/jest-24.x,Update dependency @types/jest to v24.0.21
1919,Update dependency @types/jest to v24.0.21,,Update dependency @types/jest to v24.0.21,
1920,Merge pull request #434 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.12.0,Merge pull request #434 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.12.0
1921,Update dependency @types/node to v12.12.0,,Update dependency @types/node to v12.12.0,
1922,chore() publish 6.11.2 release,,chore() publish 6.11.2 release,
1923,Merge pull request #431 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo,Merge pull request #431 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo
1924,Merge pull request #432 from nestjs/renovate/fork-ts-checker-webpack-plugin-3.x,Update dependency fork-ts-checker-webpack-plugin to v3,Merge pull request #432 from nestjs/renovate/fork-ts-checker-webpack-plugin-3.x,Update dependency fork-ts-checker-webpack-plugin to v3
1925,Update dependency fork-ts-checker-webpack-plugin to v3,,Update dependency fork-ts-checker-webpack-plugin to v3,
1926,Update angularcli monorepo,,Update angularcli monorepo,
1927,Merge pull request #428 from nestjs/renovate/fork-ts-checker-webpack-plugin-2.x,Update dependency fork-ts-checker-webpack-plugin to v2,Merge pull request #428 from nestjs/renovate/fork-ts-checker-webpack-plugin-2.x,Update dependency fork-ts-checker-webpack-plugin to v2
1928,Merge pull request #429 from nestjs/renovate/jest-24.x,Update dependency @types/jest to v24.0.20,Merge pull request #429 from nestjs/renovate/jest-24.x,Update dependency @types/jest to v24.0.20
1929,fix() cast program variable,,fix() cast program variable,
1930,fix() fallback to createProgram func,,fix() fallback to createProgram func,
1931,Update dependency @types/jest to v24.0.20,,Update dependency @types/jest to v24.0.20,
1932,Update dependency fork-ts-checker-webpack-plugin to v2,,Update dependency fork-ts-checker-webpack-plugin to v2,
1933,chore() publish 6.11.0 release,,chore() publish 6.11.0 release,
1934,chore() publish 6.11.0-next.1 release,,chore() publish 6.11.0-next.1 release,
1935,fix() set filename and dirname to false (webpack),,fix() set filename and dirname to false (webpack),
1936,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1937,Merge pull request #421 from iamsteeve/small-fix-webpack-node-env,fix() NODE_ENV had a string 'none' (webpack),Merge pull request #421 from iamsteeve/small-fix-webpack-node-env,fix() NODE_ENV had a string 'none' (webpack)
1938,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1939,feat() allow force use tsc,,feat() allow force use tsc,
1940,feat() pass program to plugins,,feat() pass program to plugins,
1941,Merge pull request #412 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo,Merge pull request #412 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo
1942,Update angularcli monorepo,,Update angularcli monorepo,
1943,Merge pull request #414 from nestjs/renovate/jest-24.x,Update dependency @types/jest to v24.0.19,Merge pull request #414 from nestjs/renovate/jest-24.x,Update dependency @types/jest to v24.0.19
1944,Update dependency @types/jest to v24.0.19,,Update dependency @types/jest to v24.0.19,
1945,Merge pull request #416 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.11.7,Merge pull request #416 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.11.7
1946,Merge pull request #427 from nestjs/renovate/rimraf-2.x,Update dependency @types/rimraf to v2.0.3,Merge pull request #427 from nestjs/renovate/rimraf-2.x,Update dependency @types/rimraf to v2.0.3
1947,Merge pull request #424 from nestjs/renovate/ts-loader-6.x,Update dependency ts-loader to v6.2.1,Merge pull request #424 from nestjs/renovate/ts-loader-6.x,Update dependency ts-loader to v6.2.1
1948,Merge pull request #413 from nestjs/renovate/fork-ts-checker-webpack-plugin-1.x,Update dependency fork-ts-checker-webpack-plugin to v1.6.0,Merge pull request #413 from nestjs/renovate/fork-ts-checker-webpack-plugin-1.x,Update dependency fork-ts-checker-webpack-plugin to v1.6.0
1949,Merge pull request #410 from nestjs/renovate/typescript-3.x,Update dependency typescript to v3.6.4,Merge pull request #410 from nestjs/renovate/typescript-3.x,Update dependency typescript to v3.6.4
1950,Merge pull request #409 from nestjs/renovate/webpack-4.x,Update dependency webpack to v4.41.2,Merge pull request #409 from nestjs/renovate/webpack-4.x,Update dependency webpack to v4.41.2
1951,Update dependency @types/rimraf to v2.0.3,,Update dependency @types/rimraf to v2.0.3,
1952,Update dependency @types/node to v12.11.7,,Update dependency @types/node to v12.11.7,
1953,Update dependency fork-ts-checker-webpack-plugin to v1.6.0,,Update dependency fork-ts-checker-webpack-plugin to v1.6.0,
1954,Update dependency ts-loader to v6.2.1,,Update dependency ts-loader to v6.2.1,
1955,Fix webpack config - NODE_ENV had a string 'none',,Fix webpack config - NODE_ENV had a string 'none',
1956,Update dependency webpack to v4.41.2,,Update dependency webpack to v4.41.2,
1957,fix() resolve packages based on process cwd,,fix() resolve packages based on process cwd,
1958,feat() support projects in add,"add feature to prompt for project improve help messages fix test script remove hard-coded messages refactor generate action to use utils display CLI version for info command clean up prompts update readme Make all command help consistent (Initial cap, period)",feat() support projects in add,"add feature to prompt for project improve help messages fix test script remove hard-coded messages refactor generate action to use utils display CLI version for info command clean up prompts update readme Make all command help consistent (Initial cap, period)"
1959,chore() publsih 6.10.4 release,,chore() publsih 6.10.4 release,
1960,fix(): close process after installing packages,,fix(): close process after installing packages,
1961,Merge pull request #408 from wszgrcy/master,fix(cli): webpack in docker can't watch,Merge pull request #408 from wszgrcy/master,fix(cli): webpack in docker can't watch
1962,fix(): fix plugin error typo,,fix(): fix plugin error typo,
1963,fix() resolve plugins path,,fix() resolve plugins path,
1964,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1965,fix() support passing options (plugins),,fix() support passing options (plugins),
1966,Update dependency typescript to v3.6.4,,Update dependency typescript to v3.6.4,
1967,Update lib/compiler/webpack-compiler.ts,Co-Authored-By: Kamil Mysliwiec mail@kamilmysliwiec.com,Update lib/compiler/webpack-compiler.ts,Co-Authored-By: Kamil Mysliwiec mail@kamilmysliwiec.com
1968,Update lib/compiler/webpack-compiler.ts,Co-Authored-By: Kamil Mysliwiec mail@kamilmysliwiec.com,Update lib/compiler/webpack-compiler.ts,Co-Authored-By: Kamil Mysliwiec mail@kamilmysliwiec.com
1969,Merge pull request #407 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.12,Merge pull request #407 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.12
1970,Merge pull request #396 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo,Merge pull request #396 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo
1971,Merge pull request #404 from theghostyced/master,test() writes additional test for the filesystem reader,Merge pull request #404 from theghostyced/master,test() writes additional test for the filesystem reader
1972,fix webpack in docker can't watch,,fix webpack in docker can't watch,
1973,Update dependency @types/node to v12.7.12,,Update dependency @types/node to v12.7.12,
1974,refactor(file-system.reader): Write test for the filesystem reader,- Refactor the file,refactor(file-system.reader): Write test for the filesystem reader,- Refactor the file
1975,Merge pull request #401 from theghostyced/patch-3,format() maintain consistency across all imports,Merge pull request #401 from theghostyced/patch-3,format() maintain consistency across all imports
1976,Maintain consistency across all imports,,Maintain consistency across all imports,
1977,Merge pull request #403 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.11,Merge pull request #403 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.11
1978,Merge pull request #402 from theghostyced/patch-4,docs() creates a PULL_REQUEST_TEMPLATE template,Merge pull request #402 from theghostyced/patch-4,docs() creates a PULL_REQUEST_TEMPLATE template
1979,Update PULL_REQUEST_TEMPLATE.md,,Update PULL_REQUEST_TEMPLATE.md,
1980,Update angularcli monorepo,,Update angularcli monorepo,
1981,Update dependency @types/node to v12.7.11,,Update dependency @types/node to v12.7.11,
1982,Create PULL_REQUEST_TEMPLATE.md,,Create PULL_REQUEST_TEMPLATE.md,
1983,chore() publish 6.10.1 release,,chore() publish 6.10.1 release,
1984,Merge branch 'master' of https://github.com/nestjs/nest-cli,,Merge branch 'master' of link,
1985,"fix() windows build, monorepo issue (webpack)",,"fix() windows build, monorepo issue (webpack)",
1986,Merge pull request #387 from nestjs/renovate/webpack-4.x,Update dependency @types/webpack to v4.39.2,Merge pull request #387 from nestjs/renovate/webpack-4.x,Update dependency @types/webpack to v4.39.2
1987,Merge pull request #388 from nestjs/renovate/ora-4.x,Update dependency ora to v4.0.2,Merge pull request #388 from nestjs/renovate/ora-4.x,Update dependency ora to v4.0.2
1988,Merge pull request #389 from nestjs/renovate/ts-loader-6.x,Update dependency ts-loader to v6.2.0,Merge pull request #389 from nestjs/renovate/ts-loader-6.x,Update dependency ts-loader to v6.2.0
1989,Merge pull request #393 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.9,Merge pull request #393 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.9
1990,feat() partially support project references,,feat() partially support project references,
1991,chore() publish 6.10.0 release,,chore() publish 6.10.0 release,
1992,Update dependency @types/node to v12.7.9,,Update dependency @types/node to v12.7.9,
1993,Update dependency ts-loader to v6.2.0,,Update dependency ts-loader to v6.2.0,
1994,Update dependency ora to v4.0.2,,Update dependency ora to v4.0.2,
1995,Update dependency @types/webpack to v4.39.2,,Update dependency @types/webpack to v4.39.2,
1996,chore() publish 6.9.1 version,,chore() publish 6.9.1 version,
1997,Merge branch 'MarkPieszak-feat/prompts',,Merge branch 'MarkPieszak-feat/prompts',
1998,refactor() adjust to repo coding rules,,refactor() adjust to repo coding rules,
1999,fix prompt logic,,fix prompt logic,
2000,fix: unit tests,,fix: unit tests,
2001,fix: pure functions,,fix: pure functions,
2002,Merge branch 'master' of https://github.com/nestjs/nest-cli into feat/prompts,,Merge branch 'master' of link into feat/prompts,
2003,Merge pull request #382 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo,Merge pull request #382 from nestjs/renovate/angularcli-monorepo,Update angularcli monorepo
2004,Merge pull request #383 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.8,Merge pull request #383 from nestjs/renovate/node-12.x,Update dependency @types/node to v12.7.8
2005,Merge pull request #384 from nestjs/renovate/commander-3.x,Update dependency commander to v3.0.2,Merge pull request #384 from nestjs/renovate/commander-3.x,Update dependency commander to v3.0.2
2006,minor tweak,,minor tweak,
2007,fix multiple edge cases,,fix multiple edge cases,
2008,feat: generate prompt for project selection,,feat: generate prompt for project selection,
2009,Update dependency commander to v3.0.2,,Update dependency commander to v3.0.2,
2010,Update dependency @types/node to v12.7.8,,Update dependency @types/node to v12.7.8,
2011,Update angularcli monorepo,,Update angularcli monorepo,
2012,Merge pull request #378 from x3cion/schematic-runner-pathfinding,refactor() make schematic runner more robust,Merge pull request #378 from x3cion/schematic-runner-pathfinding,refactor() make schematic runner more robust
