Index,Message,Description,Message Abstract,Description Abstract
23,chore(deps): update dependency ember-resolver to ^10.1.0 (#8587),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency ember-resolver to ^10.1.0 (#8587),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
24,chore: update various deps (#8588),  update ember-auto-import   more fixes   fix ember-auto-import ,chore: update various deps (#8588),update ember-auto-import more fixes fix ember-auto-import
25,"bump pnpm, ember-auto-import override",,"bump pnpm, ember-auto-import override",
26,Release v5.1.0-alpha.7,,Release v5.1.0-alpha.7,
27,Release v5.1.0-alpha.6,,Release v5.1.0-alpha.6,
28,Release v5.1.0-alpha.5,,Release v5.1.0-alpha.5,
29,fix(deps): update dependency glob to ^9.3.5 (#8562),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency glob to ^9.3.5 (#8562),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
30,Release v5.1.0-alpha.4,,Release v5.1.0-alpha.4,
31,Release v5.1.0-alpha.3,,Release v5.1.0-alpha.3,
32,Release v5.1.0-alpha.2,,Release v5.1.0-alpha.2,
33,chore(deps): update dependency @types/ember__component to ^4.0.13 (#8575),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/ember__component to ^4.0.13 (#8575),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
34,Fix: don't clear RecordArray if remaining record does not match the removed record (#8570),  Update record-array-test.js   add fix    Co-authored-by: Chris Thoburn runspired@gmail.com,Fix: don't clear RecordArray if remaining record does not match the removed record (#8570),Update record-array-test.js add fix Co-authored-by: Chris Thoburn runspired@gmail.com
35,Release v5.1.0-alpha.1,,Release v5.1.0-alpha.1,
36,chore(deps): update code-quality (#8559),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update code-quality (#8559),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
37,fix README hook name,,fix README hook name,
38,Release v5.1.0-alpha.0,,Release v5.1.0-alpha.0,
39,Release v5.0.0-alpha.3,,Release v5.0.0-alpha.3,
40,chore(deps): update dependency eslint-plugin-ember to ^11.5.1 (#8558),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint-plugin-ember to ^11.5.1 (#8558),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
41,Release v5.0.0-alpha.2,,Release v5.0.0-alpha.2,
42,fix perf check,,fix perf check,
43,chore: remove 4.x deprecations (#8550),  chore: remove 4.x deprecations   more test fixes   fix tests   fix embroider scenario ,chore: remove 4.x deprecations (#8550),chore: remove 4.x deprecations more test fixes fix tests fix embroider scenario
44,chore(deps): update dependency eslint-plugin-ember to ^11.5.0 (#8556),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint-plugin-ember to ^11.5.0 (#8556),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
45,chore(deps): update dependency @rollup/plugin-node-resolve to ^15.0.2 (#8551),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @rollup/plugin-node-resolve to ^15.0.2 (#8551),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
46,"fix: fix polymorphic assertions when deprecated code is removed, improve polymorphic dx (#8555)",  stash   work towards better schema errors   fix tests and fix bugs found as edge cases ,"fix: fix polymorphic assertions when deprecated code is removed, improve polymorphic dx (#8555)",stash work towards better schema errors fix tests and fix bugs found as edge cases
47,Release v5.0.0-alpha.1,,Release v5.0.0-alpha.1,
48,Release v5.0.0-alpha.0,,Release v5.0.0-alpha.0,
49,Changelog for v4.12.0,,Changelog for v4.12.0,
50,Release v4.12.0-alpha.20,,Release v4.12.0-alpha.20,
51,docs: updates to deprecation guides for remaining 4.x deprecations (#8548),  updates to deprecation guides   more guides   update abort/error guidance ,docs: updates to deprecation guides for remaining 4.x deprecations (#8548),updates to deprecation guides more guides update abort/error guidance
52,"feat: Future.abort, additional tests and minor fixes (#8547)",  feat: Request.abort   fix lint ,"feat: Future.abort, additional tests and minor fixes (#8547)",feat: Request.abort fix lint
53,chore(deps): update code-quality to ^5.57.1 (#8545),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update code-quality to ^5.57.1 (#8545),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
54,chore(deps): update dependency ember-source to ~4.12.0 (#8546),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency ember-source to ~4.12.0 (#8546),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
55,feat: error documents (#8544),  feat: cache/peek errd requests   add more tests and fix more scenarios   fix lint   fix tests ,feat: error documents (#8544),feat: cache/peek errd requests add more tests and fix more scenarios fix lint fix tests
56,add more comments to npmrc,,add more comments to npmrc,
57,nightly => deprecation workflow,,nightly => deprecation workflow,
58,reduce delta,,reduce delta,
59,feat: pnpm v8 and associated fixes,,feat: pnpm v8 and associated fixes,
60,chore(deps): update dependency typescript to v5 (#8488),  chore(deps): update dependency typescript to v5   fix types for TS v5    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@gmail.com,chore(deps): update dependency typescript to v5 (#8488),chore(deps): update dependency typescript to v5 fix types for TS v5 Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@gmail.com
61,fix(deps): update dependency glob to ^9.3.4 (#8541),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency glob to ^9.3.4 (#8541),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
62,feat: full-relationship definitions when scaffolding with blueprints (#8542),  docs: show correct relationship definitions   fix tests ,feat: full-relationship definitions when scaffolding with blueprints (#8542),docs: show correct relationship definitions fix tests
63,feat: Rich Documents (#8539),  feat: Rich Documents   fix hydration tests   fix lint   add more testing   more tests   fix lint ,feat: Rich Documents (#8539),feat: Rich Documents fix hydration tests fix lint add more testing more tests fix lint
64,chore: updated/added some test coverage for RecordArray (#8540),  updated some tests   fix lint ,chore: updated/added some test coverage for RecordArray (#8540),updated some tests fix lint
65,Release v4.12.0-alpha.19,,Release v4.12.0-alpha.19,
66,add docs notices (#8538),,add docs notices (#8538),
67,chore(deps): update dependency eslint to ^8.37.0 (#8525),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to ^8.37.0 (#8525),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
68,"feat: documentation for Model, the RequestStateService + some docs fixes (#8537)",  update more docs   add some overviews   model docs ,"feat: documentation for Model, the RequestStateService + some docs fixes (#8537)",update more docs add some overviews model docs
69,chore(deps): update asset-compilation to ^7.21.4 (#8536),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update asset-compilation to ^7.21.4 (#8536),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
70,feat: Store and Graph READMEs + Store Overview (#8534),  feat: improved README and overview for the Store   fix unsaved changes   add graph readme   improved description for model ,feat: Store and Graph READMEs + Store Overview (#8534),feat: improved README and overview for the Store fix unsaved changes add graph readme improved description for model
71,chore(deps): update dependency webpack to ^5.77.0 (#8532),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency webpack to ^5.77.0 (#8532),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
72,Release v4.12.0-alpha.18,,Release v4.12.0-alpha.18,
73,"Feat: README files for Debug, Adapter and Serializer (#8533)",  chore: update licence year   feat: ReadMe for the Adapter Package   feat: readme for the serializer package   fix: ensure readme and license assets are published   nicer description   add readme for debug package   better description ,"Feat: README files for Debug, Adapter and Serializer (#8533)",chore: update licence year feat: ReadMe for the Adapter Package feat: readme for the serializer package fix: ensure readme and license assets are published nicer description add readme for debug package better description
74,feat: stable document identity (#8531),,feat: stable document identity (#8531),
75,tests: add tests for meta documents (#8529),"  add tests for caching meta documents   restructure tests   improve request typings   add tests for Cache.put with cacheOptions.key   refactor and expand data-document tests   simplify schema story, unify with other APIs   document notifications   bugfix ",tests: add tests for meta documents (#8529),"add tests for caching meta documents restructure tests improve request typings add tests for Cache.put with cacheOptions.key refactor and expand data-document tests simplify schema story, unify with other APIs document notifications bugfix"
76,Release v4.12.0-alpha.17,,Release v4.12.0-alpha.17,
77,"feat: enable request cache without hydration, better error handling by Fetch Handler (#8518)",  better error handling   feat: enable request cache without hydration (#8528)   fix: enable cache without hydration   move test files to correct location   add more tests   fix tests   fix types ,"feat: enable request cache without hydration, better error handling by Fetch Handler (#8518)",better error handling feat: enable request cache without hydration (#8528) fix: enable cache without hydration move test files to correct location add more tests fix tests fix types
78,docs: small cleanups for style (#8526),  fix fetch package overview   fix indentation in docs   fix tests   try again ,docs: small cleanups for style (#8526),fix fetch package overview fix indentation in docs fix tests try again
79,chore(deps): update dependency eslint-plugin-ember to ^11.4.9 (#8523),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint-plugin-ember to ^11.4.9 (#8523),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
80,Release v4.12.0-alpha.16,,Release v4.12.0-alpha.16,
81,updates to testem config,,updates to testem config,
82,docs: various documentation cleanup to support new features in 4.12 (#8505),  update canary flag docs   updates   add json-api cache README   docs updates   more docs fixes   more docs fixes ,docs: various documentation cleanup to support new features in 4.12 (#8505),update canary flag docs updates add json-api cache README docs updates more docs fixes more docs fixes
83,chore(deps): update code-quality to ^5.57.0 (#8521),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update code-quality to ^5.57.0 (#8521),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
84,chore(deps): update pnpm to v7.30.5 (#8520),  chore(deps): update pnpm to v7.30.5   Update package.json    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@users.noreply.github.com,chore(deps): update pnpm to v7.30.5 (#8520),chore(deps): update pnpm to v7.30.5 Update package.json Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@users.noreply.github.com
85,fix lts test,,fix lts test,
86,Release v4.12.0-alpha.15,,Release v4.12.0-alpha.15,
87,deactivate firefox,,deactivate firefox,
88,fix: ensure cache-handler works as expected (#8517),  fix: ensure cache-handler works as expected   update tests and fix impl   remove debuggers   fix _keyedArrays ,fix: ensure cache-handler works as expected (#8517),fix: ensure cache-handler works as expected update tests and fix impl remove debuggers fix _keyedArrays
89,chore(deps): update pnpm to v7.30.4 (#8512),  chore(deps): update pnpm to v7.30.4   Update package.json    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@users.noreply.github.com,chore(deps): update pnpm to v7.30.4 (#8512),chore(deps): update pnpm to v7.30.4 Update package.json Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@users.noreply.github.com
90,docs: add additional 4.x deprecation guides (#8513),  docs: add additional 4.x deprecation guides   and a few more ,docs: add additional 4.x deprecation guides (#8513),docs: add additional 4.x deprecation guides and a few more
91,chore: update private-build-infra to v2-lite (#8509),  chore: update private-build-infra to v2-lite   lint fixes   more fixes   Make ts types correct booleans   ts fixes   path cleanup   fix docs   fix lint   fixup tests and build   fixup commit    Co-authored-by: Chris Thoburn runspired@gmail.com,chore: update private-build-infra to v2-lite (#8509),chore: update private-build-infra to v2-lite lint fixes more fixes Make ts types correct booleans ts fixes path cleanup fix docs fix lint fixup tests and build fixup commit Co-authored-by: Chris Thoburn runspired@gmail.com
92,Release v4.12.0-alpha.14,,Release v4.12.0-alpha.14,
93,updates to lifetimes service and CacheHandler install (#8511),  updates to lifetimes service and CacheHandler install   update asserts to be more permissive   intercept fewer things with legacy handler ,updates to lifetimes service and CacheHandler install (#8511),updates to lifetimes service and CacheHandler install update asserts to be more permissive intercept fewer things with legacy handler
94,Release v4.12.0-alpha.13,,Release v4.12.0-alpha.13,
95,Release v4.12.0-alpha.12,,Release v4.12.0-alpha.12,
96,chore: update imports to support RFC tweaks (#8501),  chore: update imports to support RFC tweaks   fix lint   fix lint ,chore: update imports to support RFC tweaks (#8501),chore: update imports to support RFC tweaks fix lint fix lint
97,fix pnpm,,fix pnpm,
98,chore(deps): update pnpm to v7.30.3 (#8498),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update pnpm to v7.30.3 (#8498),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
99,chore(deps): update dependency prettier to ^2.8.7 (#8502),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency prettier to ^2.8.7 (#8502),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
100,chore: remove canary-features package in favor of type files (#8504),  chore: remove canary-features package in favor of type files   Fix requireModule and add new files to private-build-infra/canary-features ,chore: remove canary-features package in favor of type files (#8504),chore: remove canary-features package in favor of type files Fix requireModule and add new files to private-build-infra/canary-features
101,feat: deprecation guides for most 4.x deprecations (#8500),  feat: deprecation guides for 4.x   cleanup   update docs   document individual deprecation stripping   document a few more   three more deprecations documented ,feat: deprecation guides for most 4.x deprecations (#8500),feat: deprecation guides for 4.x cleanup update docs document individual deprecation stripping document a few more three more deprecations documented
102,chore(deps): update dependency rollup to ^3.20.2 (#8503),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency rollup to ^3.20.2 (#8503),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
103,feat: relationship fetching as legacy op (#8487),"  feat: findRecord as legacy op, native promises   fix asset check?   try again ",feat: relationship fetching as legacy op (#8487),"feat: findRecord as legacy op, native promises fix asset check? try again"
104,chore(deps): update dependency rollup to ^3.20.1 (#8497),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency rollup to ^3.20.1 (#8497),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
105,fix(deps): update dependency rimraf to ^4.4.1 (#8496),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency rimraf to ^4.4.1 (#8496),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
106,fix(deps): update dependency glob to ^9.3.2 (#8495),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency glob to ^9.3.2 (#8495),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
107,chore(deps): update dependency webpack to ^5.76.3 (#8494),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency webpack to ^5.76.3 (#8494),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
108,Release v4.12.0-alpha.11,,Release v4.12.0-alpha.11,
109,fix(deps): update dependency glob to ^9.3.1 (#8492),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency glob to ^9.3.1 (#8492),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
110,chore(deps): update dependency rollup to ^3.20.0 (#8490),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency rollup to ^3.20.0 (#8490),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
111,chore(deps): update code-quality (#8489),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update code-quality (#8489),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
112,Release v4.12.0-alpha.10,,Release v4.12.0-alpha.10,
113,chore: fixup some tests (#8485),  chore: cleanup some tests   fix ,chore: fixup some tests (#8485),chore: cleanup some tests fix
114,reduce PR noise (#8486),,reduce PR noise (#8486),
115,feat: break saveRecord up into legacy operations (#8484),  feat: break saveRecord up into legacy operations   fix things   test cleanup ,feat: break saveRecord up into legacy operations (#8484),feat: break saveRecord up into legacy operations fix things test cleanup
116,chore: legacy-handler findRecord support (#8476),  chore: refactor owner of request-cache   fix types   simplify entanglement   more entanglement cutting   fix order   centralize snapshot creation   move findRecord logic into the legacy-handler   fix validation   54 failures to go   lots of cleanup on peer-deps etc.   lots of progress   more   delet file again   remove debugger   fix lint   nice things   fix tests   fix tests   fix ,chore: legacy-handler findRecord support (#8476),chore: refactor owner of request-cache fix types simplify entanglement more entanglement cutting fix order centralize snapshot creation move findRecord logic into the legacy-handler fix validation 54 failures to go lots of cleanup on peer-deps etc. lots of progress more delet file again remove debugger fix lint nice things fix tests fix tests fix
117,chore(deps): update dependency webpack to ^5.76.2 (#8483),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency webpack to ^5.76.2 (#8483),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
118,chore: begin restricting imports (#8482),  chore: begin restricting imports   playing around   Cleanup   more cleanup   fix   fixes ,chore: begin restricting imports (#8482),chore: begin restricting imports playing around Cleanup more cleanup fix fixes
119,chore(deps): update dependency eslint-plugin-ember to ^11.4.8 (#8480),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint-plugin-ember to ^11.4.8 (#8480),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
120,"chore: bump pnpm, remove @glimmer/env dependency (#8481)",  chore: update pnpm configs   update env source   bump lockfile   dedupe   hoist-em   fix lint   fix   fixes   fix things   Addtmpt   nice   duh ,"chore: bump pnpm, remove @glimmer/env dependency (#8481)",chore: update pnpm configs update env source bump lockfile dedupe hoist-em fix lint fix fixes fix things Addtmpt nice duh
121,chore(deps): update asset-compilation to ^7.21.3 (#8478),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update asset-compilation to ^7.21.3 (#8478),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
122,fix(deps): update dependency glob to ^9.3.0 (#8477),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency glob to ^9.3.0 (#8477),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
123,Release v4.12.0-alpha.9,,Release v4.12.0-alpha.9,
124,fix fastboot testing (#8479),,fix fastboot testing (#8479),
125,feat: Store.request (#8472),"  all the, nice things   more nice things   ember-data auto configures request manager   fix lockfile   feat: queryRecord op   feat query/findAll via handler   nice things   fast node setup   somehow mostly working   cleanup   lots of fixes   all the things   more   restructure   fix all the things   final tweaks   fix lint   fix docs   deactivate fastboot test   remove   fixes ",feat: Store.request (#8472),"all the, nice things more nice things ember-data auto configures request manager fix lockfile feat: queryRecord op feat query/findAll via handler nice things fast node setup somehow mostly working cleanup lots of fixes all the things more restructure fix all the things final tweaks fix lint fix docs deactivate fastboot test remove fixes"
126,chore(deps): update code-quality to ^5.55.0 (#8474),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update code-quality to ^5.55.0 (#8474),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
127,chore: remove ember-fetch weirdness (#8473),  chore: remove ember-fetch weirdness   master => main   nicer fastboot tests   fix types   test harness cleanup ,chore: remove ember-fetch weirdness (#8473),chore: remove ember-fetch weirdness master => main nicer fastboot tests fix types test harness cleanup
128,feat: cache.peek() (#8471),"  implement resource peek   add more tests, cleanum impl   relationship peek support   fix types ",feat: cache.peek() (#8471),"implement resource peek add more tests, cleanum impl relationship peek support fix types"
129,chore: test/type/docs support for cache v2.1 (#8468),,chore: test/type/docs support for cache v2.1 (#8468),
130,chore: nicer CI jobs (#8470),  fixeS   fix firefox   more firefox fire   fixeS   bump supported node compat   add 14.x for another few weeks ,chore: nicer CI jobs (#8470),fixeS fix firefox more firefox fire fixeS bump supported node compat add 14.x for another few weeks
131,chore: speed-up CI progression,,chore: speed-up CI progression,
132,chore:  reduce CI workload (#8469),  chore:  reduce CI workload   fix yml ,chore:  reduce CI workload (#8469),chore:  reduce CI workload fix yml
133,Release v4.12.0-alpha.8,,Release v4.12.0-alpha.8,
134,docs: add module overview for Store (#8467),,docs: add module overview for Store (#8467),
135,chore: port types from #8315 (#8462),  chore: port types from #8315   fix docs ,chore: port types from #8315 (#8462),chore: port types from #8315 fix docs
136,chore: cleanup RecordData naming remnants (#8463),  chore: cleanup RecordData naming remnants   fix tests   fix tests   fix ,chore: cleanup RecordData naming remnants (#8463),chore: cleanup RecordData naming remnants fix tests fix tests fix
137,chore(deps): update dependency webpack to ^5.76.1 (#8466),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency webpack to ^5.76.1 (#8466),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
138,chore(deps): update dependency eslint to ^8.36.0 (#8465),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to ^8.36.0 (#8465),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
139,chore(deps): update dependency rollup to ^3.19.1 (#8464),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency rollup to ^3.19.1 (#8464),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
140,feat: fix CI caches,,feat: fix CI caches,
141,docs: update READMEs to be more useful (#8461),  docs: update READMEs to be more useful   updates   more updates   more updates ,docs: update READMEs to be more useful (#8461),docs: update READMEs to be more useful updates more updates more updates
142,chore(deps): update dependency rollup to ^3.19.0 (#8459),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency rollup to ^3.19.0 (#8459),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
143,feat: Cache.put (#8375),  feat: cache-put   fix prod builds   fix all the tests ,feat: Cache.put (#8375),feat: cache-put fix prod builds fix all the tests
144,feat: Store.cache and Store.createCache (#8458),  cleanup   add docs   fixes   more fixes   more progress   fixes   all the fixes   fix docs   fix more tests ,feat: Store.cache and Store.createCache (#8458),cleanup add docs fixes more fixes more progress fixes all the fixes fix docs fix more tests
145,fix(deps): update dependency rimraf to ^4.4.0 (#8447),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency rimraf to ^4.4.0 (#8447),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
146,chore(deps): update dependency webpack to ^5.76.0 (#8457),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency webpack to ^5.76.0 (#8457),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
