Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
chore(deps): update code-quality (#8619),0.64864826,#5700 [CHORE] remove deprecations targeted for 3.5 (#5700),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency rollup to ^3.23.0 (#8620),0.74162656,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
"There are cases where payload is an object, and normalizeErrorRespons… (#8621)",0.67126954,#8621 fix: normalizeErrorResponse should be resilient to non-string details (@NullVoxPopuli),"  There are cases where payload is an object, and normalizeErrorResponse ends up returning [object Object] for ""detail""   Add comment about JSON.stringify   Update rest.ts ",0
chore(deps): update dependency tslib to ^2.5.2 (#8617),0.66532826,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update code-quality (#8611),0.6335323,#5700 [CHORE] remove deprecations targeted for 3.5 (#5700),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency rimraf to ^5.0.1 (#8616),0.70001894,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore(deps): update build-tools to v3 (#8615),0.61148965,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency @embroider/macros to ^1.11.0 (#8614),0.66620874,#8308 fix: prepack addon tree for embroider (@runspired),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency @ember/string to ^3.1.1 (#8612),0.7819919,#8423 cleanup: move @ember/string to ember-data peer-dependencies (@runspired),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore(deps): update dependency rollup to ^3.22.0 (#8613),0.7435417,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore: Update webpack (#8608),0.5451729,#5508 [CHORE] Update Dependencies,  chore: bump webpack   move to deps from dev-deps   update deps ,0
chore(deps): update pnpm to v8.5.0 (#8604),0.7074972,"#8481 chore: bump pnpm, remove @glimmer/env dependency (@runspired)",  chore(deps): update pnpm to v8.5.0   Update package.json   use patch    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@gmail.com,1
fix(deps): update dependency semver to ^7.5.1 (#8605),0.60434186,#4214 Fix AMD dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update code-quality (#8602),0.6396464,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency rollup to ^3.21.7 (#8603),0.74149466,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
docs: fix forgotten references to FetchManager (#8601),0.85612094,#8601 docs: fix forgotten references to FetchManager (@runspired),,1
Release v5.1.0-alpha.10,0.7776713,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.1.0-alpha.9,0.76339585,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.1.0-alpha.8,0.7840023,"Release 2.5.0-beta.4 (April 1, 2016)",,1
fix: docs generation should maintain a stable relative path (#8598),0.88198394,#8598 fix: docs generation should maintain a stable relative path (@runspired),,1
Avoid unnecessary identity notification when record is saved (#8566),0.934993,#8566 Avoid unnecessary identity notification when record is saved (@robbytx),"  Add failing test   Ignore JetBrains IDE files   Revise failing test   Call setRecordId only for new records   Add (failing) test for updated id from server   update test   error when appropriate, thread context to give cache responsibility   fix lint    Co-authored-by: Chris Thoburn runspired@gmail.com",1
fix: dont share promise cache for all fields (#8597),0.89000404,#8597 fix: dont share promise cache for all fields (@runspired),,1
fix: LegacyHandler should provide unfrozen options to Adapters (resolves #8576),0.6484117,#4264 Moved the adapter errors into the public API space., Co-authored-by: Chris Thoburn runspired@gmail.com,0
fix: restore Store extends EmberObject :( (#8594),0.9224391,#8594 fix: restore Store extends EmberObject :( (@runspired),  fix: restore Store extends EmberObject :(   fix EmberObject bs ,1
chore(deps): update dependency eslint to ^8.40.0 (#8593),0.6127484,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency ember-cli-fastboot to ^4.1.1 (#8592),0.71826935,#5382 [FIX] update ember-cli-dependency-checker to avoid deprecation warning,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore(deps): update dependency rimraf to v5 (#8563),0.67113364,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
remove unneeded glob (#8591),0.46818858,#5471 [CHORE] cull unnecessary files left from previous build setups,,0
chore(deps): update dependency rollup to ^3.21.5 (#8577),0.74130905,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore(deps): update code-quality (#8580),0.6364423,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore: bump webpack (#8590),0.54218155,#4809 bump ember-cli,,0
chore: bump build deps (#8589),0.5762562,#5329 bump rsvp,,0
chore(deps): update dependency ember-resolver to ^10.1.0 (#8587),0.7942829,#3905 [BUGFIX release] Update the dependencies for Ember 2.x,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore: update various deps (#8588),0.7373611,#5508 [CHORE] Update Dependencies,  update ember-auto-import   more fixes   fix ember-auto-import ,1
"bump pnpm, ember-auto-import override",0.6150372,#3888 [BUGFIX release] import from ember-inflector to use the default instance,,0
Release v5.1.0-alpha.7,0.784721,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.1.0-alpha.6,0.788348,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.1.0-alpha.5,0.80005455,"Release 2.5.0-beta.4 (April 1, 2016)",,1
fix(deps): update dependency glob to ^9.3.5 (#8562),0.5688307,#5551 Fix floating dependencies test suite (#5551),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
Release v5.1.0-alpha.4,0.80458987,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.1.0-alpha.3,0.79653347,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.1.0-alpha.2,0.81096286,"Release 2.5.0-beta.4 (April 1, 2016)",,1
chore(deps): update dependency @types/ember__component to ^4.0.13 (#8575),0.8065993,#3905 [BUGFIX release] Update the dependencies for Ember 2.x,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
Fix: don't clear RecordArray if remaining record does not match the removed record (#8570),0.8187872,#8570 Fix: don't clear RecordArray if remaining record does not match the removed record (@esbanarango),  Update record-array-test.js   add fix    Co-authored-by: Chris Thoburn runspired@gmail.com,1
Release v5.1.0-alpha.1,0.7900231,"Release 2.5.0-beta.4 (April 1, 2016)",,1
chore(deps): update code-quality (#8559),0.65479743,#5700 [CHORE] remove deprecations targeted for 3.5 (#5700),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
fix README hook name,0.6160835,#5165 [DOC] Update README build step script name,,0
Release v5.1.0-alpha.0,0.80040944,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.0.0-alpha.3,0.8074739,"Release 2.5.0-beta.4 (April 1, 2016)",,1
chore(deps): update dependency eslint-plugin-ember to ^11.5.1 (#8558),0.7909058,#3905 [BUGFIX release] Update the dependencies for Ember 2.x,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
Release v5.0.0-alpha.2,0.8219657,"Release 2.5.0-beta.4 (April 1, 2016)",,1
fix perf check,0.5038136,#4656 [PERF backport to beta] fix sub-optimal compiler output (#4655),,0
chore: remove 4.x deprecations (#8550),0.9233804,#8550 chore: remove 4.x deprecations (@runspired),  chore: remove 4.x deprecations   more test fixes   fix tests   fix embroider scenario ,1
chore(deps): update dependency eslint-plugin-ember to ^11.5.0 (#8556),0.79191095,#3905 [BUGFIX release] Update the dependencies for Ember 2.x,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore(deps): update dependency @rollup/plugin-node-resolve to ^15.0.2 (#8551),0.63928837,#8108 fix earlier versions of node-14 (@runspired),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
"fix: fix polymorphic assertions when deprecated code is removed, improve polymorphic dx (#8555)",0.96010715,"#8555 fix: fix polymorphic assertions when deprecated code is removed, improve polymorphic dx (@runspired)",  stash   work towards better schema errors   fix tests and fix bugs found as edge cases ,1
Release v5.0.0-alpha.1,0.8130274,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Release v5.0.0-alpha.0,0.8115867,"Release 2.5.0-beta.4 (April 1, 2016)",,1
Changelog for v4.12.0,0.7636439,#4094 Update changelog for 2.3.2 release,,1
Release v4.12.0-alpha.20,0.77238977,"Release 2.12.0-beta.4 (February 24, 2017)",,1
docs: updates to deprecation guides for remaining 4.x deprecations (#8548),0.9595342,#8548 docs: updates to deprecation guides for remaining 4.x deprecations (@runspired),  updates to deprecation guides   more guides   update abort/error guidance ,1
"feat: Future.abort, additional tests and minor fixes (#8547)",0.93729734,"#8547 feat: Future.abort, additional tests and minor fixes (@runspired)",  feat: Request.abort   fix lint ,1
chore(deps): update code-quality to ^5.57.1 (#8545),0.6391033,#5700 [CHORE] remove deprecations targeted for 3.5 (#5700),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency ember-source to ~4.12.0 (#8546),0.822675,#3905 [BUGFIX release] Update the dependencies for Ember 2.x,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
feat: error documents (#8544),0.88382894,#8544 feat: error documents (@runspired),  feat: cache/peek errd requests   add more tests and fix more scenarios   fix lint   fix tests ,1
add more comments to npmrc,0.5019409,#4278 Uses bin/start with friendly error message for npm start.,,0
nightly => deprecation workflow,0.52633387,#5411 Remove deprecations scheduled for 3.0,,0
reduce delta,0.27627337,#4152 Remove extra definition of InvalidError,,0
feat: pnpm v8 and associated fixes,0.5683979,"#8481 chore: bump pnpm, remove @glimmer/env dependency (@runspired)",,0
chore(deps): update dependency typescript to v5 (#8488),0.6118506,#5508 [CHORE] Update Dependencies,  chore(deps): update dependency typescript to v5   fix types for TS v5    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@gmail.com,0
fix(deps): update dependency glob to ^9.3.4 (#8541),0.5692414,#5551 Fix floating dependencies test suite (#5551),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
feat: full-relationship definitions when scaffolding with blueprints (#8542),0.94891703,#8542 feat: full-relationship definitions when scaffolding with blueprints (@runspired),  docs: show correct relationship definitions   fix tests ,1
feat: Rich Documents (#8539),0.86268795,#8539 feat: Rich Documents (@runspired),  feat: Rich Documents   fix hydration tests   fix lint   add more testing   more tests   fix lint ,1
chore: updated/added some test coverage for RecordArray (#8540),0.9105052,#8540 chore: updated/added some test coverage for RecordArray (@runspired),  updated some tests   fix lint ,1
Release v4.12.0-alpha.19,0.76902294,"Release 2.4.0-beta.2 (February 2, 2016)",,1
add docs notices (#8538),0.6117863,#4632 [DOC ds-extended-errors] Add docs for extended errors,,0
chore(deps): update dependency eslint to ^8.37.0 (#8525),0.62535894,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
"feat: documentation for Model, the RequestStateService + some docs fixes (#8537)",0.93667006,"#8537 feat: documentation for Model, the RequestStateService + some docs fixes (@runspired)",  update more docs   add some overviews   model docs ,1
chore(deps): update asset-compilation to ^7.21.4 (#8536),0.59635484,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
feat: Store and Graph READMEs + Store Overview (#8534),0.9042734,#8534 feat: Store and Graph READMEs + Store Overview (@runspired),  feat: improved README and overview for the Store   fix unsaved changes   add graph readme   improved description for model ,1
chore(deps): update dependency webpack to ^5.77.0 (#8532),0.60345614,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
Release v4.12.0-alpha.18,0.76458853,"Release 2.12.0-beta.4 (February 24, 2017)",,1
"Feat: README files for Debug, Adapter and Serializer (#8533)",0.9302143,"#8533 Feat: README files for Debug, Adapter and Serializer (@runspired)",  chore: update licence year   feat: ReadMe for the Adapter Package   feat: readme for the serializer package   fix: ensure readme and license assets are published   nicer description   add readme for debug package   better description ,1
feat: stable document identity (#8531),0.8914112,#8531 feat: stable document identity (@runspired),,1
tests: add tests for meta documents (#8529),0.8933307,#8529 tests: add tests for meta documents (@runspired),"  add tests for caching meta documents   restructure tests   improve request typings   add tests for Cache.put with cacheOptions.key   refactor and expand data-document tests   simplify schema story, unify with other APIs   document notifications   bugfix ",1
Release v4.12.0-alpha.17,0.76713765,"Release 2.12.0-beta.4 (February 24, 2017)",,1
"feat: enable request cache without hydration, better error handling by Fetch Handler (#8518)",0.93200266,"#8518 feat: enable request cache without hydration, better error handling by Fetch Handler (@runspired)",  better error handling   feat: enable request cache without hydration (#8528)   fix: enable cache without hydration   move test files to correct location   add more tests   fix tests   fix types ,1
docs: small cleanups for style (#8526),0.8693747,#8526 docs: small cleanups for style (@runspired),  fix fetch package overview   fix indentation in docs   fix tests   try again ,1
chore(deps): update dependency eslint-plugin-ember to ^11.4.9 (#8523),0.782478,#3905 [BUGFIX release] Update the dependencies for Ember 2.x,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
Release v4.12.0-alpha.16,0.77311224,"Release 2.4.0-beta.2 (February 2, 2016)",,1
updates to testem config,0.5321689,"#8027 fix test runs, update lts support tests (@runspired)",,0
docs: various documentation cleanup to support new features in 4.12 (#8505),0.95158505,#8505 docs: various documentation cleanup to support new features in 4.12 (@runspired),  update canary flag docs   updates   add json-api cache README   docs updates   more docs fixes   more docs fixes ,1
chore(deps): update code-quality to ^5.57.0 (#8521),0.64378273,#5700 [CHORE] remove deprecations targeted for 3.5 (#5700),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update pnpm to v7.30.5 (#8520),0.7307953,"#8481 chore: bump pnpm, remove @glimmer/env dependency (@runspired)",  chore(deps): update pnpm to v7.30.5   Update package.json    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@users.noreply.github.com,1
fix lts test,0.650661,"#8027 fix test runs, update lts support tests (@runspired)",,0
Release v4.12.0-alpha.15,0.77108824,"Release 2.12.0-beta.4 (February 24, 2017)",,1
deactivate firefox,0.32314825,#3345 [CLEANUP] drop IE8 support,,0
fix: ensure cache-handler works as expected (#8517),0.8541687,#8517 fix: ensure cache-handler works as expected (@runspired),  fix: ensure cache-handler works as expected   update tests and fix impl   remove debuggers   fix _keyedArrays ,1
chore(deps): update pnpm to v7.30.4 (#8512),0.73198825,"#8481 chore: bump pnpm, remove @glimmer/env dependency (@runspired)",  chore(deps): update pnpm to v7.30.4   Update package.json    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: Chris Thoburn runspired@users.noreply.github.com,1
docs: add additional 4.x deprecation guides (#8513),0.93056405,#8513 docs: add additional 4.x deprecation guides (@runspired),  docs: add additional 4.x deprecation guides   and a few more ,1
chore: update private-build-infra to v2-lite (#8509),0.59101355,#5508 [CHORE] Update Dependencies,  chore: update private-build-infra to v2-lite   lint fixes   more fixes   Make ts types correct booleans   ts fixes   path cleanup   fix docs   fix lint   fixup tests and build   fixup commit    Co-authored-by: Chris Thoburn runspired@gmail.com,0
Release v4.12.0-alpha.14,0.7660875,"Release 2.12.0-beta.4 (February 24, 2017)",,1
updates to lifetimes service and CacheHandler install (#8511),0.9221026,#8511 updates to lifetimes service and CacheHandler install (@runspired),  updates to lifetimes service and CacheHandler install   update asserts to be more permissive   intercept fewer things with legacy handler ,1
Release v4.12.0-alpha.13,0.77523273,"Release 2.13.0-beta.4 (April 12, 2017)",,1
Release v4.12.0-alpha.12,0.77404505,"Release 2.12.0-beta.4 (February 24, 2017)",,1
chore: update imports to support RFC tweaks (#8501),0.9447456,#8501 chore: update imports to support RFC tweaks (@runspired),  chore: update imports to support RFC tweaks   fix lint   fix lint ,1
fix pnpm,0.52030516,"#8481 chore: bump pnpm, remove @glimmer/env dependency (@runspired)",,0
chore(deps): update pnpm to v7.30.3 (#8498),0.73247194,"#8481 chore: bump pnpm, remove @glimmer/env dependency (@runspired)",Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore(deps): update dependency prettier to ^2.8.7 (#8502),0.68385553,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore: remove canary-features package in favor of type files (#8504),0.9677279,#8504 chore: remove canary-features package in favor of type files (@richgt),  chore: remove canary-features package in favor of type files   Fix requireModule and add new files to private-build-infra/canary-features ,1
feat: deprecation guides for most 4.x deprecations (#8500),0.95461655,#8500 feat: deprecation guides for most 4.x deprecations (@runspired),  feat: deprecation guides for 4.x   cleanup   update docs   document individual deprecation stripping   document a few more   three more deprecations documented ,1
chore(deps): update dependency rollup to ^3.20.2 (#8503),0.73959106,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
feat: relationship fetching as legacy op (#8487),0.92448246,#8487 feat: relationship fetching as legacy op (@runspired),"  feat: findRecord as legacy op, native promises   fix asset check?   try again ",1
chore(deps): update dependency rollup to ^3.20.1 (#8497),0.7333741,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
fix(deps): update dependency rimraf to ^4.4.1 (#8496),0.5415677,#4214 Fix AMD dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
fix(deps): update dependency glob to ^9.3.2 (#8495),0.55755275,#5551 Fix floating dependencies test suite (#5551),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency webpack to ^5.76.3 (#8494),0.60149926,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
Release v4.12.0-alpha.11,0.7694534,"Release 2.12.0-beta.4 (February 24, 2017)",,1
fix(deps): update dependency glob to ^9.3.1 (#8492),0.55372536,#5551 Fix floating dependencies test suite (#5551),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency rollup to ^3.20.0 (#8490),0.73683584,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
chore(deps): update code-quality (#8489),0.6330048,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
Release v4.12.0-alpha.10,0.7714814,"Release 2.12.0-beta.4 (February 24, 2017)",,1
chore: fixup some tests (#8485),0.8353204,#8485 chore: fixup some tests (@runspired),  chore: cleanup some tests   fix ,1
reduce PR noise (#8486),0.66023,#8486 chore: reduce PR CI noise (@runspired),,0
feat: break saveRecord up into legacy operations (#8484),0.9205437,#8484 feat: break saveRecord up into legacy operations (@runspired),  feat: break saveRecord up into legacy operations   fix things   test cleanup ,1
chore: legacy-handler findRecord support (#8476),0.9303009,#8476 chore: legacy-handler findRecord support (@runspired),  chore: refactor owner of request-cache   fix types   simplify entanglement   more entanglement cutting   fix order   centralize snapshot creation   move findRecord logic into the legacy-handler   fix validation   54 failures to go   lots of cleanup on peer-deps etc.   lots of progress   more   delet file again   remove debugger   fix lint   nice things   fix tests   fix tests   fix ,1
chore(deps): update dependency webpack to ^5.76.2 (#8483),0.60157204,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore: begin restricting imports (#8482),0.882322,#8482 chore: begin restricting imports (@runspired),  chore: begin restricting imports   playing around   Cleanup   more cleanup   fix   fixes ,1
chore(deps): update dependency eslint-plugin-ember to ^11.4.8 (#8480),0.78707725,#3905 [BUGFIX release] Update the dependencies for Ember 2.x,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
"chore: bump pnpm, remove @glimmer/env dependency (#8481)",0.93604374,"#8481 chore: bump pnpm, remove @glimmer/env dependency (@runspired)",  chore: update pnpm configs   update env source   bump lockfile   dedupe   hoist-em   fix lint   fix   fixes   fix things   Addtmpt   nice   duh ,1
chore(deps): update asset-compilation to ^7.21.3 (#8478),0.58657736,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
fix(deps): update dependency glob to ^9.3.0 (#8477),0.5491698,#5551 Fix floating dependencies test suite (#5551),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
Release v4.12.0-alpha.9,0.75590837,"Release 2.12.0-beta.4 (February 24, 2017)",,1
fix fastboot testing (#8479),0.91043144,#8479 fix fastboot testing (@runspired),,1
feat: Store.request (#8472),0.8739952,#8472 feat: Store.request (@runspired),"  all the, nice things   more nice things   ember-data auto configures request manager   fix lockfile   feat: queryRecord op   feat query/findAll via handler   nice things   fast node setup   somehow mostly working   cleanup   lots of fixes   all the things   more   restructure   fix all the things   final tweaks   fix lint   fix docs   deactivate fastboot test   remove   fixes ",1
chore(deps): update code-quality to ^5.55.0 (#8474),0.6364634,#5700 [CHORE] remove deprecations targeted for 3.5 (#5700),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore: remove ember-fetch weirdness (#8473),0.9507916,#8473 chore: remove ember-fetch weirdness (@runspired),  chore: remove ember-fetch weirdness   master => main   nicer fastboot tests   fix types   test harness cleanup ,1
feat: cache.peek() (#8471),0.8764046,#8471 feat: cache.peek() (@runspired),"  implement resource peek   add more tests, cleanum impl   relationship peek support   fix types ",1
chore: test/type/docs support for cache v2.1 (#8468),0.5673722,#8455 chore: rename Cache.sync to Cache.patch to mirror RFC (@runspired),,0
chore: nicer CI jobs (#8470),0.87266123,#8470 chore: nicer CI jobs (@runspired),  fixeS   fix firefox   more firefox fire   fixeS   bump supported node compat   add 14.x for another few weeks ,1
chore: speed-up CI progression,0.5456653,#8469 chore:  reduce CI workload (@runspired),,0
chore:  reduce CI workload (#8469),0.89838433,#8469 chore:  reduce CI workload (@runspired),  chore:  reduce CI workload   fix yml ,1
Release v4.12.0-alpha.8,0.7698418,"Release 2.12.0-beta.4 (February 24, 2017)",,1
docs: add module overview for Store (#8467),0.84362614,#8467 docs: add module overview for Store (@runspired),,1
chore: port types from #8315 (#8462),0.89175165,#8462 chore: port types from #8315 (@runspired),  chore: port types from #8315   fix docs ,1
chore: cleanup RecordData naming remnants (#8463),0.89744025,#8463 chore: cleanup RecordData naming remnants (@runspired),  chore: cleanup RecordData naming remnants   fix tests   fix tests   fix ,1
chore(deps): update dependency webpack to ^5.76.1 (#8466),0.60229325,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency eslint to ^8.36.0 (#8465),0.60801995,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
chore(deps): update dependency rollup to ^3.19.1 (#8464),0.73206407,#5508 [CHORE] Update Dependencies,Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,1
feat: fix CI caches,0.5427462,#8455 chore: rename Cache.sync to Cache.patch to mirror RFC (@runspired),,0
docs: update READMEs to be more useful (#8461),0.90296835,#8461 docs: update READMEs to be more useful (@runspired),  docs: update READMEs to be more useful   updates   more updates   more updates ,1
