Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
21,Merge remote-tracking branch 'origin/2.0' into 2.0,0.422912,Fix scope separator in Gitlab provider (#512)﻿," Add ability to override access token request headers  This moves the currently hardcoded getAccessTokenResponse into their own method.  This allows children providers to construct their own headers as needed. A perfect example of the necessity of this feature is the newer Pinterest v5 API.  In order to exchange the code for an access token, they require an Authorization header composed of a base64 encoded client_id and client_secret.  Without this change, the Pinterest Provider would need to entirely reimplement the getAccessTokenResponse method.  With this change, the Pinterest Provider could simply: php protected function getTokenHeaders() {     return array_merge(         parent::getTokenHeaders(),         [             'Authorization' => 'Basic ' . base64_encode(""{$this->clientId}:{$this->clientSecret}""),         ]     ); }  formatting  Co-authored-by: Taylor Otwell taylor@laravel.com",0
22,styleCi patch,0.37460774,add/set approvedScopes in User (#572),,0
23,Send client fields to Bitbucket,0.48322758,Fix bitbucket provider (#475),  Add correct encoding and the required state param.   Set default state when stateless.   Update TwitterProvider.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
24,add to doc block.,0.40941828,Fix containter call (#450),,0
25,Fix scope separator in Gitlab provider,0.97530663,Fix scope separator in Gitlab provider (#512)﻿,,1
26,Merge pull request #206 from lucasmichot/feature/master/no-suggest,0.46712476,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
27,Merge pull request #173 from rick20/2.0,0.45522493,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
28,add reset methods for octane,0.85512006,Add reset methods for Octane (07840c0)﻿,,1
29,Merge pull request #6 from adamgoose/master,0.49130365,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
30,Make buildProvider available for usage.,0.447111,Update provider to use DeferrableProvider instead (#529)﻿,,0
31,Merge pull request #48 from jaden/docfix,0.4442411,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
32,getUserByToken app secret proof fix,0.47489396,add/set approvedScopes in User (#572),,0
33,wording,0.41305327,﻿,  Update tests.yml   Update composer.json ,0
34,Merge branch 'track-approved-scopes' into 5.x,0.442894,Fix scope separator in Gitlab provider (#512)﻿,,0
35,Missing docblock,0.43470508,Fix a bug with no LinkedIn image (81adfcc),,0
36,Added more tests,0.35208306,Add support for OAuth 2.0 PKCE extension (#518)﻿,,0
37,StyleCI fix,0.38746148,Fix a bug with no LinkedIn image (81adfcc),,0
38,Merge pull request #251 from gabriel-caruso/composer,0.46656772,Fix containter call (#450),,0
39,Remove a binding.,0.676896,Removed,,0
40,Merge pull request #19 from lucasmichot/patch-1,0.5195173,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
41,Fixed identation (#625),0.49993348,add/set approvedScopes in User (#572),,0
42,Avoid FQN in code.,0.38837257,Add custom exceptions for providers of One (#440),[5.x] Use release target branch in changelog compare URL,0
43,"Change default graph version, manualy set desired version",0.61985373,Allow to manually set desired Facebook graph version (#408),,0
44,Merge pull request #148 from lucasmichot/feature/2.0/user-property,0.5162107,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
45,fix typo.,0.39523697,Changed,,0
46,Merge pull request #413 from iamgergo/4.0,0.4948679,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
47,Add a note on not including state and response_type,0.41215646,Include grant_type=authorization code in token request parameters (#488)﻿,,0
48,Merge pull request #78 from barryvdh/patch-1,0.49320072,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
49,Added support for Facebook popup dialog,0.5938749,Allow to manually set desired Facebook graph version (#408),,0
50,Update AbstractUser.php,0.5649698,Drop PHP 7.1 support (6e21f1a),,0
51,Merge pull request #340 from derekmd/google-payload-name-is-optional,0.66002053,Handle Google responses excluding 'name' (#340),,0
52,Some doccblocks style fixes,0.4617489,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
53,Use ubuntu-18.04,0.40926215,Laravel 6.0 support (#390),,0
54,Fixing things.,0.47580045,Changed,,0
55,Always sort require.,0.19918999,﻿,,0
56,Handle 'scope' for Twitter Oauth1 (#548),0.99999994,Handle 'scope' for Twitter Oauth1 (#548)﻿,Laravel 9 support,1
57,Merge pull request #533 from laravel/ubuntu,0.44776142,Update Google API urls (#346),,0
58,Laravel 9 support,0.9367899,Laravel 9 Support (#571),,1
59,Merge pull request #575 from stefanzweifel/patch-1,0.48216364,Fix containter call (#450),  Fixed DocBlock return type   Update Provider.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
60,Merge branch '4.0',0.29799634,Add support for OAuth 2.0 PKCE extension (#518)﻿,,0
61,Update .editorconfig,0.43840662,Add support for OAuth 2.0 PKCE extension (#518)﻿,Co-authored-by: Sergey Lebedev sergey.lebedev@corp.mail.ru,0
62,Merge pull request #90 from joebenson/patch-1,0.48158678,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,Update phpunit.xml.dist,0
63,Using Proper Guzzle Client,0.5681273,Support Guzzle 7 (#449),,0
64,Merge pull request #465 from laravel/laravel8,0.52401865,Update Google API urls (#346),Test against php 8.1,0
65,Merge pull request #286 from jasonmccreary/gitlab-support,0.6164767,Fix scope separator in Gitlab provider (#512)﻿,,0
66,Ensure the $user property can be accessed.,0.52206475,Cache User instance to allow $provider->user() to be called multiple times (#498)﻿,,0
67,formating,0.32142794,﻿,,0
68,Also permits phpunit ~5.0,0.50421894,Make enablePKCE public (#550)﻿,,0
69,Merge pull request #56 from dexbarrett/github-email,0.5221592,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603," don't use strlen to check $state  If $state is null, PHP8.1 will throw a warning with strlen. strlen(): Passing null to parameter #1 ($string) of type string is deprecated.  Update AbstractProvider.php  Co-authored-by: Taylor Otwell taylor@laravel.com",0
70,Fixed some DocBlocks that had missing sections and wrong types.,0.43303633,Fix scope separator in Gitlab provider (#512)﻿,,0
71,Merge pull request #166 from lucasmichot/feature/2.0/tests-psr4,0.44785696,PHP 8.2 support by @driesvints in https://github.com/laravel/socialite/pull/607,,0
72,Add changelog,0.47152966,Changed,,0
73,Merge pull request #113 from Max13/2.0,0.42872876,Fix containter call (#450),,0
74,documenting magic method in Socialite facade,0.46075538,Add app property by @driesvints in https://github.com/laravel/socialite/pull/621,,0
75,inherit doc,0.30293065,Fix containter call (#450),,0
76,update docs,0.47604138,Update provider to use DeferrableProvider instead (#529)﻿,,0
77,fixes repeat typo,0.36861032,Fix containter call (#450),  Handle 'scope' for Twitter Oauth1   Update TwitterProvider.php   Co-authored-by: Diego Sinclair diego@iconosqua.re Co-authored-by: Taylor Otwell taylor@laravel.com,0
78,Merge pull request #196 from GrahamCampbell/patch-1,0.51598233,Fix containter call (#450),,0
79,Merge pull request #455 from laravel/driesvints-patch-1,0.4784829,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
80,Merge pull request #257 from kamui545/phpdoc_redirect,0.5029238,Drop PHP 7.1 support (6e21f1a),,0
81,Fixed test: FB api version,0.4191901,Drop PHP 7.1 support (6e21f1a),,0
82,first commit.,0.31810552,﻿,Use ubuntu-18.04,0
83,Merge pull request #504 from laravel/revert-picture-endpoint-pr,0.43142176,Fix scope separator in Gitlab provider (#512)﻿,,0
84,Pull the state from the session,0.3624887,Removed,,0
85,Upgrade Facebook Graph API version from 2.7 to 2.8.,0.8066374,Change default Facebook graph version to 3.3 (#408),,1
86,Update .gitattributes,0.55621946,Fix scope separator in Gitlab provider (#512)﻿,,0
87,Merge pull request #252 from dericcain/patch-1,0.5201676,Fix containter call (#450),,0
88,Merge pull request #141 from emmanuelgautier/patch-1,0.46646047,Fix containter call (#450),,0
89,fix authcontroller example namespace,0.4077677,Fix scope separator in Gitlab provider (#512)﻿,,0
90,Merge pull request #172 from EveryWell/2.0,0.42867017,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,  fix PKCE for token request (follow up on #518)   adds test for PKCE token endpoint request   make the linter happy ,0
91,Also tests with PHP >= 5.4,0.66891515,PHP 8 Support (#495)﻿,,0
92,Merge pull request #202 from lucasmichot/feature/3.0/illuminate-session-store,0.44401875,Add support for OAuth 2.0 PKCE extension (#518)﻿,,0
93,Tune up PHPunit.,0.5851801,Drop PHP 7.1 support (6e21f1a),,0
94,Parse the access token.,0.4832311,Include grant_type=authorization code in token request parameters (#488)﻿,,0
95,cleaning up some code.,0.4419594,Fix containter call (#450),Co-authored-by: Dries Vints dries@vints.io,0
96,fix class name.,0.46292505,Use proper localized name (#329), adds the PKCE logic in the core OAuth 2 provider enables PKCE with Google,0
97,Support Guzzle 7,0.9307848,Support Guzzle 7 (#449),,1
98,Added link field (profileUrl),0.5515318,Fix a bug with no LinkedIn image (81adfcc),Fix scope separator in Gitlab provider,0
99,Change code to use array_helper,0.36112913,PHP 8 Support (#495)﻿,,0
100,update change log,0.54226863,Changed,[5.x] Added support for self hosted Gitlab instances,0
101,Fixed missing import statement,0.47365105,Fix containter call (#450),,0
102,Merge pull request #203 from jasonmccreary/bitbucket-fix,0.57679826,Fix bitbucket provider (#475),,0
103,Merge pull request #187 from teertz/2.0,0.43408877,Fix scope separator in Gitlab provider (#512)﻿,,0
104,Change $scopeSeparator to a space in BitbucketProvider,0.5759762,Fix scope separator in Gitlab provider (#512)﻿,[5.x] Revert Facebook picture access token changes,0
105,fix PKCE for token request (#520),0.7180562,Make PKCE opt-in (#523),,1
106,fix docs,0.5569179,Fix bitbucket provider (#475),,0
107,cleaning up.,0.33135912,Removed,,0
108,add/set approvedScopes in User,0.9362823,add/set approvedScopes in User (#572),,1
109,Bump Graph API version to v2.10,0.6070618,Change default Facebook graph version to 3.3 (#408),[5.x] Cache User instance to allow $provider->user() to be called multiple times,0
110,Merge pull request #390 from driesvints/prepare-for-release,0.44092384,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),,0
111,Fix typo.,0.44351524,Changed,"Revert ""Add getRaw method to the User contract""",0
112,Send appsecret_proof on getUserByToken method.,0.4675765,Add app property by @driesvints in https://github.com/laravel/socialite/pull/621,,0
113,logo,0.44895834,﻿,Add getRaw method to the User contract,0
114,Added support for self hosted Gitlab instances,0.64388245,Only use the read_user scope for GitLab by default (#403),,0
115,Merge pull request #236 from lucasmichot/feature/3.0/docblocks,0.56082153,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
116,Merge pull request #280 from browner12/patch-1,0.4694115,Fix containter call (#450),,0
117,bitbucket oauth2,0.56274176,Fix bitbucket provider (#475),[5.x] PHP 8 Support,0
118,Add setting custom request parameters to redirect,0.43645936,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
119,Fix for hidden email,0.526785,Fix bug with no LinkedIn email addresses (#355),,0
120,Merge pull request #283 from wgmv/remove_google_plus,0.58055896,Handle Google responses excluding 'name' (#340),,0
121,Updated StyleCI changes,0.48291987,Changed,,0
122,Merge pull request #73 from lucasmichot/patch-1,0.49606466,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
123,Override SocialiteServiceProvider::isDeferred() to mark as deferred.,0.9678184,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),,1
124,Merge pull request #255 from carusogabriel/patch-1,0.54442054,Fix containter call (#450),,0
125,Fixing Token Client,0.53384286,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,[5.x] include grant_type=authorization code in token request parameters,0
126,Avoid FQCN and prefer imports.,0.33583042,Add custom exceptions for providers of One (#440),,0
127,Allows the caller to set the Client,0.557845,Cache User instance to allow $provider->user() to be called multiple times (#498)﻿,,0
128,Replaced G+ by OpenID in scopes,0.47177628,Fix scope separator in Gitlab provider (#512)﻿,[5.x] Update the badges to use shields.io,0
129,Merge branch 'master' of github.com:laravel/socialite,0.47921705,Use Authorization header for Github provider (#430),,0
130,Fix section heading level in readme.md,0.3507216,Fix scope separator in Gitlab provider (#512)﻿,,0
131,Update php versions in .travis.yml,0.5293472,Removed support for PHP 7.0 (#311),Fix bitbucket,0
132,use HTTPS links where appropriate,0.43545532,Update Google API urls (#346),,0
133,formatting fixes,0.44893223,Fix containter call (#450),,0
134,Support Auto-Discovery,0.30413038,Support Guzzle 7 (#449),[5.x] Update UPGRADE.md,0
135,Bump Graph API version to v3.0,0.65375125,Change default Facebook graph version to 3.3 (#408),,0
136,Support Laravel 8,0.8999064,"Support Laravel 8 (#465, #466)",,1
137,Fix styling (StyleCI),0.32932764,Fix a bug with no LinkedIn image (81adfcc),Fix guzzle version,0
138,Update CHANGELOG.md,0.6404136,Changed,,0
139,pass extra options to config,0.46227363,add/set approvedScopes in User (#572),[5.x] Update SocialiteManager,0
140,Always query and http_build_query when possible (#555),0.45689094,Only use the read_user scope for GitLab by default (#403),,0
141,Merge pull request #201 from lucasmichot/feature/3.0/fix-bitbucket-provider,0.7039321,Fix bitbucket provider (#475),[5.x] Support Laravel 8,1
142,Update dependencies,0.47627142,Update provider to use DeferrableProvider instead (#529)﻿,,0
143,Make PHPUnit config .dist,0.52218276,PHP 8 Support (#495)﻿,,0
144,Update Facebook Graph API version to v2.6,0.8251729,Change default Facebook graph version to 3.3 (#408),,1
145,adding guzzle 6 support,0.70040405,Support Guzzle 7 (#449),Update tests.yml,1
146,Adding some readme notes.,0.34006804,Changed,,0
147,Update SocialiteManager.php (#596),0.62565506,PHP 8.2 support by @driesvints in https://github.com/laravel/socialite/pull/607,Conflicts: CHANGELOG.md composer.json,0
148,convert to psr2,0.35650885,Make PKCE opt-in (#523),,0
149,Merge pull request #470 from laravel/update-upgrade-guide,0.52283186,Update Google API urls (#346),[4.x] Fix container call,0
150,formatting,0.32448524,﻿,,0
151,Make PKCE opt-in (#523),1.0000001,Make PKCE opt-in (#523),,1
152,move contracts.,0.3376059,Changed,,0
153,[5.x] Don't use strlen to check $state (#554),0.40679583,Fix containter call (#450),Support Guzzle 7,0
154,Fix spacing.,0.39138192,Fix scope separator in Gitlab provider (#512)﻿,,0
155,Apply suggestions from code review,0.3963645,Include grant_type=authorization code in token request parameters (#488)﻿,[4.x] Remove guzzlehttp/guzzle ~5.0 workaround,0
156,Prepare for Laravel 6.0 release,0.83130276,Laravel 6.0 support (#390)," This package has required Composer dependency ""guzzlehttp/guzzle"": ""~6.0"" since Socialite 3.0 and Laravel 5.4 (2017 January 15) https://github.com/laravel/socialite/commit/811a7446d869dfdd9625cdfb3fa0b70207805eb2#diff-b5d0ee8c97c7abd7e3fa29b9a27d1780 guzzlehttp/guzzle 7.x removes property GuzzleHttp\ClientInterface::VERSION: https://github.com/guzzle/guzzle/blob/master/UPGRADING.md#60-to-70  This removes code no longer called that will cause issues when dependencies are updated to ""guzzlehttp/guzzle"": ""^6.3|^7.0"" like laravel/framework's 6.x & 7.x has now.",1
157,Merge pull request #233 from Daedalus11069/Daedalus11069-bitbucket-scope-delimiter,0.51029927,Fix scope separator in Gitlab provider (#512)﻿,[4.x] Changes the description of the buildAuthUrlFromBase() method,0
158,fix method order,0.3981772,Fix containter call (#450),,0
159,Merge pull request #92 from chako91/patch-1,0.4377008,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
160,Documentation cleanup,0.43236074,Removed,,0
161,Remove Laravel\Socialite\One\ProviderInterface as it,0.6009845,Drop Laravel 5.7 support (0bd64ae),,0
162,Change scope of,0.5068562,Changed,,0
163,"Added ""avatar_original"" which returns a full size photo instead of 50x50 for Google provider.",0.5099455,Use proper key name for original avatar in Google Provider (5ec0024),[5.x] Add custom exceptions for providers of One,0
164,Merge branch '3.0',0.31174046,Add support for OAuth 2.0 PKCE extension (#518)﻿,,0
165,Add VersionEye dependencies status,0.47086406,Add support for OAuth 2.0 PKCE extension (#518)﻿,,0
166,Fix #214 for v2.0 branch,0.4974403,Fix bitbucket provider (#475),[4.x] Removed array access on the container instance in SocialiteManger.php,0
167,Create pull-requests.yml,0.53421426,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
168,Updates LinkedIn OAuth URL,0.5941594,Fix bug with no LinkedIn email addresses (#355),Replaced deprecated app property in SocialiteManager,0
169,Update SocialiteManager,0.5988635,Fix User return types by @antoinelame in https://github.com/laravel/socialite/pull/614,,0
170,Changed isNewUser call to shouldBypassCache,0.5589088,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),Conflicts: .travis.yml,0
171,lint,0.2664739,﻿,[4.0] Switch to Github Actions,0
172,Missing return value.,0.35960338,Fix containter call (#450),,0
173,Add original/large avatars,0.50161695,Use proper key name for original avatar in Google Provider (5ec0024),Conflicts: CHANGELOG.md,0
174,Use proper key name,0.58265346,Use proper key name for original avatar in Google Provider (5ec0024),,0
175,Add twitter location and description fields,0.549169,Add Twitter OAuth2 provider (#574)﻿,[4.x] use Authorization header instead of using the access_token query parameter,0
176,Merge pull request #241 from gpedro/patch-1,0.52279365,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
177,Create provider for Gitlab,0.62834555,Fix scope separator in Gitlab provider (#512)﻿,[4.0] Remove useless Arr::where call,0
178,Merge pull request #80 from rafaelbeckel/patch-1,0.4435562,Remove guzzlehttp/guzzle ~5.0 workaround (#448),[4.0] Enforce stricter assertions,0
179,Merge pull request #34 from GrahamForks/patch-1,0.509259,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
180,Merge pull request #145 from lucasmichot/feature/2.0/docsblocks-style-fixes,0.5600134,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
181,Merge pull request #296 from lucasmichot/feature/2.0/arr-helper,0.5073347,Remove guzzlehttp/guzzle ~5.0 workaround (#448),Fix PHPUnit 8->9 deprectiations messages,0
182,Merge pull request #482 from pataar/patch-1,0.449704,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
183,Merge pull request #299 from lucasmichot/feature/3.0/fix-teardown-visibility,0.54412854,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
184,fix for no filled email in FB,0.57737136,Fix bug with no LinkedIn email addresses (#355),,0
185,Update phpunit.xml.dist,0.49281004,Update provider to use DeferrableProvider instead (#529)﻿,[4.x] Test on 7.4,0
186,Make sure the state is truely random,0.24717507,Security,,0
187,Added docs on stateless auth,0.45878845,Add support for OAuth 2.0 PKCE extension (#518)﻿,"[8.x] Fix docs, import contract",0
188,Merge pull request #54 from JoeForks/feature/bitbucket,0.5408749,Fix bitbucket provider (#475),,0
189,removed array access on the container instance in SocialiteManger.php,0.4471218,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),Conflicts: CHANGELOG.md,0
190,Update docs on retrieving user via token,0.48947477,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
191,fix formatting issues,0.39869648,Fix containter call (#450),[4.x] Override SocialiteServiceProvider::isDeferred() to mark as deferred.,0
192,Merge pull request #177 from charlesyapp/2.0,0.45768276,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,Illuminate\Contracts\Support\DeferrableProvider is only available under 5.8 and above. Since we still supporting 5.7 the only option is to override the method.,0
193,fix facade.,0.4493314,﻿,,0
194,Merge pull request #279 from browner12/patch-1,0.4911493,Fix containter call (#450),"[4.x] Change default graph version, manually set desired version",0
195,support auto-discovery coming in Laravel 5.5,0.6554539,Laravel 9 Support (#571),,0
196,[5.x] Laravel v10 Support (#618),0.88885856,Laravel 6.0 support (#390),,1
197,move method order,0.22481677,Use proper localized name (#329),,0
198,styleci fix,0.39396894,add/set approvedScopes in User (#572),,0
199,fix key.,0.41210738,Fix bitbucket provider (#475),,0
200,Merge pull request #94 from GrahamForks/cs,0.4310954,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
201,Add Twitter OAuth2 provider (#574),1.0,Add Twitter OAuth2 provider (#574)﻿,,1
202,Update composer.json,0.37140667,Add app property by @driesvints in https://github.com/laravel/socialite/pull/621,,0
203,Merge branch 'add-refresh-token-simplified' of https://github.com/asaph/socialite into asaph-add-refresh-token-simplified,0.4681903,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,[3.0] Update .styleci.yml,0
204,Create issues.yml,0.38446748,Add reset methods for Octane (07840c0)﻿,,0
205,Merge pull request #499 from rihardssceredins/feature/user-get-raw,0.5406988,Fix User return types by @antoinelame in https://github.com/laravel/socialite/pull/614,[5.x] Only use the read_user scope for GitLab by default,0
206,Added GitHub and email login and signup,0.5120025,Use Authorization header for Github provider (#430),"  If the user created the application without checking any of the   scope checkboxes, GitLab will implicitly check all the boxes when   submitting the form. This can result in all scopes being granted   to the application, which is very broad.   If the user created the application with only the read_user scope   being grantable to applications, Socialite will work correctly out   of the box (without requiring the user to override the scopes being   requested on the Laravel side).   This closes #402.",0
207,Update SocialiteManager.php,0.60375917,PHP 8.2 support by @driesvints in https://github.com/laravel/socialite/pull/607,,0
208,fix StyleCI fail,0.46052563,Fix a bug with no LinkedIn image (81adfcc),,0
209,Merge pull request #110 from Max13/2.0,0.45428306,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
210,fixing multiple cs issues,0.41493863,Fix containter call (#450),Conflicts: CHANGELOG.md,0
211,Merge pull request #3 from adamgoose/master,0.4751307,Fix User return types by @antoinelame in https://github.com/laravel/socialite/pull/614,,0
212,Defaulting to POST requests,0.47262427,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),,0
213,"changed API url to not use google+, updated mapping of user object",0.7578169,Update Google API urls (#346),,1
214,shorten note,0.33874893,Changed,,0
215,Remove unused variables.,0.63964343,Removed,Conflicts: composer.json,0
216,Stop using legacy mocking syntax. (#556),0.38776904,Removed,[4.0] Prepare for Laravel 6.0 release,0
217,guzzle options formatting,0.41079476,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
218,fix some code formatting issues,0.50899875,Fix containter call (#450),documenting magic method in Socialite facade,0
219,Merge pull request #139 from SammyK/graph-v2.6,0.49278694,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
220,Merge pull request #150 from lucasmichot/feature/2.0/travis-prefer-dist,0.45798796,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
221,Merge pull request #35 from rysi3k/master,0.4527334,Make PKCE opt-in (#523),,0
222,Merge pull request #111 from KerryJones/2.0,0.4850475,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
223,Merge pull request #158 from lucasmichot/feature/2.0/fix-user-access,0.5268116,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
224,Merge pull request #346 from driesvints/update-google-provider,0.68263733,Update Google API urls (#346),,0
225,Merge pull request #165 from lucasmichot/feature/2.0/sort-composer-require,0.43519711,Fix scope separator in Gitlab provider (#512)﻿,,0
226,Added missing import,0.3904227,Removed,[4.0] Update socialite website url,0
227,Test on php 7.1 too,0.64302117,Drop PHP 7.1 support (6e21f1a),,0
228,Update LinkedInProvider.php,0.5970384,Fix bug with no LinkedIn email addresses (#355),,0
229,indentation pls,0.29625255,Add correct encoding and the required state param by @xhezairbey in https://github.com/laravel/socialite/pull/599,,0
230,This allows ->user() to be called multiple times. Handy if you want to call it in a form request to do some validation before accessing it in the controller. More info: #490.,0.5996176,Cache User instance to allow $provider->user() to be called multiple times (#498)﻿,,0
231,Add missing $redirectUrl property definition to AbstractProvider,0.45062453,Override SocialiteServiceProvider::isDeferred() to mark as deferred (#412),,0
232,Merge pull request #448 from derekmd/remove-guzzle-5-workaround,0.6063167,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
233,Send grant_type as POST param,0.66910905,Include grant_type=authorization code in token request parameters (#488)﻿,[4.0] Fix bug with no LinkedIn email addresses,0
234,Test against PHP 7.2,0.6387388,PHP 8 Support (#495)﻿,In certain situations it's possible that LinkedIn doesn't returns any email addresses because they're private and not available through the API. At the moment the current provider always expects one so this change allows also to retrieve the user without expecting an email address. Fixes https://github.com/laravel/socialite/issues/347,0
235,Enforce consistant use of Arr::get.,0.26466614,Only use the read_user scope for GitLab by default (#403),,0
236,Merge pull request #169 from lucasmichot/feature/2.0/return-store,0.4711684,Fix containter call (#450),,0
237,Merge pull request #171 from lucasmichot/patch-1,0.5043203,Add ability to override access token request headers by @JasonTolliver in https://github.com/laravel/socialite/pull/603,,0
238,update docs.,0.4706447,Update provider to use DeferrableProvider instead (#529)﻿,,0
239,Merge pull request #7 from adamgoose/master,0.4681396,Fix User return types by @antoinelame in https://github.com/laravel/socialite/pull/614,This key name was incorrectly changed in https://github.com/laravel/socialite/pull/346,0
240,Use stricter assertions,0.28692546,Security,,0
241,Merge pull request #500 from laravel/revert-499-feature/user-get-raw,0.4971827,Remove guzzlehttp/guzzle ~5.0 workaround (#448),,0
242,Update provider to use DeferrableProvider instead of overriding isDeferred method (#529),0.93629915,Update provider to use DeferrableProvider instead (#529)﻿,[4.0] Update Google API urls,1
243,Fix StyleCI warnings,0.45426938,Fix a bug with no LinkedIn image (81adfcc),"These updates ensure we're using the latest API urls from Google and continue to provide a working app after the shutdown of the Google+ functionality in March 2019. By changing to the new v3 url for the user info retrieval, some of the keys from the response have changed. I've added the mappings to the old keys for the raw user data so nothing should break. These can be removed in v5.0 of Socialite.",0
244,Final cleanup,0.466999,Removed,,0
245,Update GithubProvider.php,0.5852299,Use Authorization header for Github provider (#430),,0
246,readme,0.3251898,Only use the read_user scope for GitLab by default (#403),,0
247,Revert dependency changes,0.5623085,Changed,,0
248,Merge pull request #424 from lucasmichot/feature/4.0/stricter-assertions,0.52130044,Fix containter call (#450),[4.0] Handle Google responses excluding 'name',0
