Index,Message,Description,Message Abstract,Description Abstract
47,Merge pull request #575 from stefanzweifel/patch-1,[5.x] Use release target branch in changelog compare URL,Merge pull request #575 from stefanzweifel/patch-1,[5.x] Use release target branch in changelog compare URL
48,Use release target branch in changelog compare URL,,Use release target branch in changelog compare URL,
49,Update CHANGELOG.md,,Update CHANGELOG.md,
50,Create update-changelog.yml,,Create update-changelog.yml,
51,Merge branch 'track-approved-scopes' into 5.x,,Merge branch 'track-approved-scopes' into 5.x,
52,formatting,,formatting,
53,Update CHANGELOG.md,,Update CHANGELOG.md,
54,Add Twitter OAuth2 provider (#574),,Add Twitter OAuth2 provider (#574),
55,use the scopeSeparator,,use the scopeSeparator,
56,switch approved scopes to an array,,switch approved scopes to an array,
57,lint,,lint,
58,lint,,lint,
59,add/set approvedScopes in User,,add/set approvedScopes in User,
60,Update CHANGELOG.md,,Update CHANGELOG.md,
61,Merge pull request #571 from laravel/develop,Laravel 9 support,Merge pull request #571 from laravel/develop,Laravel 9 support
62,Update CHANGELOG.md,,Update CHANGELOG.md,
63,Fix PHP 8.1 issues (#567),,Fix PHP 8.1 issues (#567),
64,Fixed DocBlock return type (#565),  Fixed DocBlock return type   Update Provider.php   Co-authored-by: Taylor Otwell taylor@laravel.com,Fixed DocBlock return type (#565),Fixed DocBlock return type Update Provider.php Co-authored-by: Taylor Otwell taylor@laravel.com
65,Laravel 9 support,,Laravel 9 support,
66,removed unnecessary assignment (#564),Co-authored-by: Sergey Lebedev sergey.lebedev@corp.mail.ru,removed unnecessary assignment (#564),Co-authored-by: Sergey Lebedev sergey.lebedev@corp.mail.ru
67,Merge pull request #560 from laravel/driesvints-patch-1,Update phpunit.xml.dist,Merge pull request #560 from laravel/driesvints-patch-1,Update phpunit.xml.dist
68,Update phpunit.xml.dist,,Update phpunit.xml.dist,
69,Merge pull request #559 from sergiy-petrov/sergiy-petrov-patch-3,Test against php 8.1,Merge pull request #559 from sergiy-petrov/sergiy-petrov-patch-3,Test against php 8.1
70,Update tests.yml,,Update tests.yml,
71,No need to call request has twice (#557),,No need to call request has twice (#557),
72,Always query and http_build_query when possible (#555),,Always query and http_build_query when possible (#555),
73,Stop using legacy mocking syntax. (#556),,Stop using legacy mocking syntax. (#556),
74,[5.x] Don't use strlen to check $state (#554)," don't use strlen to check $state  If $state is null, PHP8.1 will throw a warning with strlen. strlen(): Passing null to parameter #1 ($string) of type string is deprecated.  Update AbstractProvider.php  Co-authored-by: Taylor Otwell taylor@laravel.com",[5.x] Don't use strlen to check $state (#554),"don't use strlen to check $state If $state is null, PHP8.1 will throw a warning with strlen. strlen(): Passing null to parameter #1 ($string) of type string is deprecated. Update AbstractProvider.php Co-authored-by: Taylor Otwell taylor@laravel.com"
75,Apply fixes from StyleCI,,Apply fixes from StyleCI,
76,Change logo to work on Dark Theme (#553),,Change logo to work on Dark Theme (#553),
77,Update CHANGELOG.md,,Update CHANGELOG.md,
78,make enablePKCE public (#550),,make enablePKCE public (#550),
79,Update CHANGELOG.md,,Update CHANGELOG.md,
80,logo,,logo,
81,art,,art,
82,Handle 'scope' for Twitter Oauth1 (#548),  Handle 'scope' for Twitter Oauth1   Update TwitterProvider.php   Co-authored-by: Diego Sinclair diego@iconosqua.re Co-authored-by: Taylor Otwell taylor@laravel.com,Handle 'scope' for Twitter Oauth1 (#548),Handle 'scope' for Twitter Oauth1 Update TwitterProvider.php Co-authored-by: Diego Sinclair diego@iconosqua.re Co-authored-by: Taylor Otwell taylor@laravel.com
83,Update 1_Bug_report.md,,Update 1_Bug_report.md,
84,Update CHANGELOG.md,,Update CHANGELOG.md,
85,add reset methods for octane,,add reset methods for octane,
86,Update tests.yml,,Update tests.yml,
87,Merge pull request #533 from laravel/ubuntu,Use ubuntu-18.04,Merge pull request #533 from laravel/ubuntu,Use ubuntu-18.04
88,Use ubuntu-18.04,,Use ubuntu-18.04,
89,Update CHANGELOG.md,,Update CHANGELOG.md,
90,Update provider to use DeferrableProvider instead of overriding isDeferred method (#529),,Update provider to use DeferrableProvider instead of overriding isDeferred method (#529),
91,Update CHANGELOG.md,,Update CHANGELOG.md,
92,Update CHANGELOG.md,,Update CHANGELOG.md,
93,Make PKCE opt-in (#523),,Make PKCE opt-in (#523),
94,Update CHANGELOG.md,,Update CHANGELOG.md,
95,fix PKCE for token request (#520),  fix PKCE for token request (follow up on #518)   adds test for PKCE token endpoint request   make the linter happy ,fix PKCE for token request (#520),fix PKCE for token request (follow up on #518) adds test for PKCE token endpoint request make the linter happy
96,Apply fixes from StyleCI (#519),,Apply fixes from StyleCI (#519),
97,formatting,,formatting,
98,add docblocks for new PKCE methods,,add docblocks for new PKCE methods,
99,rename closures in test,,rename closures in test,
100,Apply suggestions from code review,Co-authored-by: Dries Vints dries@vints.io,Apply suggestions from code review,Co-authored-by: Dries Vints dries@vints.io
101,add support for OAuth 2.0 PKCE extension, adds the PKCE logic in the core OAuth 2 provider enables PKCE with Google,add support for OAuth 2.0 PKCE extension,adds the PKCE logic in the core OAuth 2 provider enables PKCE with Google
102,Update CHANGELOG.md,,Update CHANGELOG.md,
103,Merge pull request #512 from jdecool/fix-gitlab-provider,Fix scope separator in Gitlab provider,Merge pull request #512 from jdecool/fix-gitlab-provider,Fix scope separator in Gitlab provider
104,Fix scope separator in Gitlab provider,,Fix scope separator in Gitlab provider,
105,Merge pull request #510 from JeroenVanOort/support-self-hosted-gitlab,[5.x] Added support for self hosted Gitlab instances,Merge pull request #510 from JeroenVanOort/support-self-hosted-gitlab,[5.x] Added support for self hosted Gitlab instances
106,Applied feedback,,Applied feedback,
107,Added support for self hosted Gitlab instances,,Added support for self hosted Gitlab instances,
108,Update CHANGELOG.md,,Update CHANGELOG.md,
109,Merge pull request #504 from laravel/revert-picture-endpoint-pr,[5.x] Revert Facebook picture access token changes,Merge pull request #504 from laravel/revert-picture-endpoint-pr,[5.x] Revert Facebook picture access token changes
110,Update FacebookProvider.php,,Update FacebookProvider.php,
111,Add lastToken method,,Add lastToken method,
112,Revert Facebook picture access token changes,,Revert Facebook picture access token changes,
113,Update CHANGELOG.md,,Update CHANGELOG.md,
114,Merge pull request #498 from rihardssceredins/feature/user-cache,[5.x] Cache User instance to allow $provider->user() to be called multiple times,Merge pull request #498 from rihardssceredins/feature/user-cache,[5.x] Cache User instance to allow $provider->user() to be called multiple times
115,Update AbstractProvider.php,,Update AbstractProvider.php,
116,Merge pull request #500 from laravel/revert-499-feature/user-get-raw,"Revert ""Add getRaw method to the User contract""",Merge pull request #500 from laravel/revert-499-feature/user-get-raw,"Revert ""Add getRaw method to the User contract"""
117,"Revert ""Add getRaw method to the User contract""",,"Revert ""Add getRaw method to the User contract""",
118,Merge pull request #499 from rihardssceredins/feature/user-get-raw,Add getRaw method to the User contract,Merge pull request #499 from rihardssceredins/feature/user-get-raw,Add getRaw method to the User contract
119,Add getRaw to the User contract,,Add getRaw to the User contract,
120,This allows ->user() to be called multiple times. Handy if you want to call it in a form request to do some validation before accessing it in the controller. More info: #490.,,This allows ->user() to be called multiple times. Handy if you want to call it in a form request to do some validation before accessing it in the controller. More info: #490.,
121,Update CHANGELOG.md,,Update CHANGELOG.md,
122,Merge pull request #495 from laravel/php8,[5.x] PHP 8 Support,Merge pull request #495 from laravel/php8,[5.x] PHP 8 Support
123,PHP 8 Support,,PHP 8 Support,
124,Update .gitattributes,,Update .gitattributes,
125,update change log,,update change log,
126,formatting,,formatting,
127,styleci fix,,styleci fix,
128,facebook fix to get rid of tokenless user picture endpoint,,facebook fix to get rid of tokenless user picture endpoint,
129,Update CHANGELOG.md,,Update CHANGELOG.md,
130,Merge pull request #488 from aaronpk/oauth2-token-fields,[5.x] include grant_type=authorization code in token request parameters,Merge pull request #488 from aaronpk/oauth2-token-fields,[5.x] include grant_type=authorization code in token request parameters
131,remove tokenfields override from providers since it is included in the abstract provider now,,remove tokenfields override from providers since it is included in the abstract provider now,
132,include grant_type=authorization code in token request parameters,,include grant_type=authorization code in token request parameters,
133,Merge pull request #482 from pataar/patch-1,[5.x] Update the badges to use shields.io,Merge pull request #482 from pataar/patch-1,[5.x] Update the badges to use shields.io
134,[5.x] Update the badges to use shields.io,,[5.x] Update the badges to use shields.io,
135,Update CHANGELOG.md,,Update CHANGELOG.md,
136,Merge pull request #475 from kawax/bitbucket,Fix bitbucket,Merge pull request #475 from kawax/bitbucket,Fix bitbucket
137,Fix bitbucket,,Fix bitbucket,
138,Update CHANGELOG.md,,Update CHANGELOG.md,
139,Merge pull request #470 from laravel/update-upgrade-guide,[5.x] Update UPGRADE.md,Merge pull request #470 from laravel/update-upgrade-guide,[5.x] Update UPGRADE.md
140,Update UPGRADE.md,,Update UPGRADE.md,
141,Update CHANGELOG.md,,Update CHANGELOG.md,
142,Merge pull request #467 from ankurk91/ankurk91-patch-1,Fix guzzle version,Merge pull request #467 from ankurk91/ankurk91-patch-1,Fix guzzle version
143,Fix guzzle version,,Fix guzzle version,
144,Merge pull request #466 from laravel/update-manager,[5.x] Update SocialiteManager,Merge pull request #466 from laravel/update-manager,[5.x] Update SocialiteManager
145,Update SocialiteManager,,Update SocialiteManager,
146,Merge pull request #465 from laravel/laravel8,[5.x] Support Laravel 8,Merge pull request #465 from laravel/laravel8,[5.x] Support Laravel 8
147,Support Laravel 8,,Support Laravel 8,
148,Merge branch '4.0' into master,,Merge branch '4.0' into master,
149,Fix test,,Fix test,
150,Merge pull request #455 from laravel/driesvints-patch-1,Update tests.yml,Merge pull request #455 from laravel/driesvints-patch-1,Update tests.yml
151,Update tests.yml,,Update tests.yml,
152,Merge branch '4.0',Conflicts: CHANGELOG.md composer.json,Merge branch '4.0',Conflicts: CHANGELOG.md composer.json
153,Update CHANGELOG.md,,Update CHANGELOG.md,
154,Merge pull request #450 from laravel/fix-socialite-manager,[4.x] Fix container call,Merge pull request #450 from laravel/fix-socialite-manager,[4.x] Fix container call
155,Fix container call,,Fix container call,
156,Revert dependency changes,,Revert dependency changes,
157,Update CHANGELOG.md,,Update CHANGELOG.md,
158,Merge pull request #449 from GrahamCampbell/patch-1,Support Guzzle 7,Merge pull request #449 from GrahamCampbell/patch-1,Support Guzzle 7
159,Support Guzzle 7,,Support Guzzle 7,
160,Merge pull request #448 from derekmd/remove-guzzle-5-workaround,[4.x] Remove guzzlehttp/guzzle ~5.0 workaround,Merge pull request #448 from derekmd/remove-guzzle-5-workaround,[4.x] Remove guzzlehttp/guzzle ~5.0 workaround
161,Remove guzzlehttp/guzzle 5.x workaround," This package has required Composer dependency ""guzzlehttp/guzzle"": ""~6.0"" since Socialite 3.0 and Laravel 5.4 (2017 January 15) https://github.com/laravel/socialite/commit/811a7446d869dfdd9625cdfb3fa0b70207805eb2#diff-b5d0ee8c97c7abd7e3fa29b9a27d1780 guzzlehttp/guzzle 7.x removes property GuzzleHttp\ClientInterface::VERSION: https://github.com/guzzle/guzzle/blob/master/UPGRADING.md#60-to-70  This removes code no longer called that will cause issues when dependencies are updated to ""guzzlehttp/guzzle"": ""^6.3|^7.0"" like laravel/framework's 6.x & 7.x has now.",Remove guzzlehttp/guzzle 5.x workaround,"This package has required Composer dependency ""guzzlehttp/guzzle"": ""~6.0"" since Socialite 3.0 and Laravel 5.4 (2017 January 15) link guzzlehttp/guzzle 7.x removes property GuzzleHttp\ClientInterface::VERSION: link This removes code no longer called that will cause issues when dependencies are updated to ""guzzlehttp/guzzle"": ""^6.3|^7.0"" like laravel/framework's 6.x & 7.x has now."
162,Merge pull request #447 from rafaellaurindo/two-user-docs,[4.x] Changes the description of the buildAuthUrlFromBase() method,Merge pull request #447 from rafaellaurindo/two-user-docs,[4.x] Changes the description of the buildAuthUrlFromBase() method
163,Update AbstractProvider.php,,Update AbstractProvider.php,
164,docs(2user): fixes method description for build auth url,,docs(2user): fixes method description for build auth url,
165,Update tests.yml,,Update tests.yml,
166,Update config.yml,,Update config.yml,
167,Update 1_Bug_report.md,,Update 1_Bug_report.md,
168,Merge pull request #440 from hareku/custom-exception,[5.x] Add custom exceptions for providers of One,Merge pull request #440 from hareku/custom-exception,[5.x] Add custom exceptions for providers of One
169,Add missing temporary credentials custom exception,,Add missing temporary credentials custom exception,
170,Add missing oauth verifier custom exception,,Add missing oauth verifier custom exception,
171,Merge pull request #439 from ctwillie/remove-container-array-access-in-socialmanager-class,[4.x] Removed array access on the container instance in SocialiteManger.php,Merge pull request #439 from ctwillie/remove-container-array-access-in-socialmanager-class,[4.x] Removed array access on the container instance in SocialiteManger.php
172,removed array access on the container instance in SocialiteManger.php,,removed array access on the container instance in SocialiteManger.php,
173,Merge pull request #438 from ctwillie/feature/replace-deprecated-app-property-with-container,Replaced deprecated app property in SocialiteManager,Merge pull request #438 from ctwillie/feature/replace-deprecated-app-property-with-container,Replaced deprecated app property in SocialiteManager
174,Replaced deprecated app property with container property in SocialiteManger class,,Replaced deprecated app property with container property in SocialiteManger class,
175,Merge branch '4.0',Conflicts: .travis.yml,Merge branch '4.0',Conflicts: .travis.yml
176,Merge pull request #434 from laravel/github-actions,[4.0] Switch to Github Actions,Merge pull request #434 from laravel/github-actions,[4.0] Switch to Github Actions
177,Switch to Github Actions,,Switch to Github Actions,
178,Merge branch '4.0',Conflicts: CHANGELOG.md,Merge branch '4.0',Conflicts: CHANGELOG.md
179,Update CHANGELOG.md,,Update CHANGELOG.md,
180,Merge pull request #430 from WessamSaeid/use-Authorization-header-for-github-provider,[4.x] use Authorization header instead of using the access_token query parameter,Merge pull request #430 from WessamSaeid/use-Authorization-header-for-github-provider,[4.x] use Authorization header instead of using the access_token query parameter
181,use Authorization header instead of using the access_token query parameter,,use Authorization header instead of using the access_token query parameter,
182,Merge pull request #423 from lucasmichot/feature/4.0/useless-arr-where,[4.0] Remove useless Arr::where call,Merge pull request #423 from lucasmichot/feature/4.0/useless-arr-where,[4.0] Remove useless Arr::where call
183,Merge pull request #424 from lucasmichot/feature/4.0/stricter-assertions,[4.0] Enforce stricter assertions,Merge pull request #424 from lucasmichot/feature/4.0/stricter-assertions,[4.0] Enforce stricter assertions
184,Enforce stricter assertions,,Enforce stricter assertions,
185,Remove useless Arr::where call,,Remove useless Arr::where call,
186,Merge pull request #422 from lucasmichot/feature/4.0/fix-phpunit-8-depreciations,Fix PHPUnit 8->9 deprectiations messages,Merge pull request #422 from lucasmichot/feature/4.0/fix-phpunit-8-depreciations,Fix PHPUnit 8->9 deprectiations messages
187,Fix PHPUnit 8->9 deprectiations messages,,Fix PHPUnit 8->9 deprectiations messages,
188,Update branch alias,,Update branch alias,
189,Update branch alias,,Update branch alias,
190,Merge pull request #414 from laravel/php74,[4.x] Test on 7.4,Merge pull request #414 from laravel/php74,[4.x] Test on 7.4
191,Test on 7.4,,Test on 7.4,
192,Merge pull request #413 from iamgergo/4.0,"[8.x] Fix docs, import contract",Merge pull request #413 from iamgergo/4.0,"[8.x] Fix docs, import contract"
193,"fix docs, imports",,"fix docs, imports",
194,Merge branch '4.0',Conflicts: CHANGELOG.md,Merge branch '4.0',Conflicts: CHANGELOG.md
195,Update CHANGELOG.md,,Update CHANGELOG.md,
196,Merge pull request #412 from crynobone/patch-1,[4.x] Override SocialiteServiceProvider::isDeferred() to mark as deferred.,Merge pull request #412 from crynobone/patch-1,[4.x] Override SocialiteServiceProvider::isDeferred() to mark as deferred.
197,Override SocialiteServiceProvider::isDeferred() to mark as deferred.,Illuminate\Contracts\Support\DeferrableProvider is only available under 5.8 and above. Since we still supporting 5.7 the only option is to override the method.,Override SocialiteServiceProvider::isDeferred() to mark as deferred.,Illuminate\Contracts\Support\DeferrableProvider is only available under 5.8 and above. Since we still supporting 5.7 the only option is to override the method.
198,Update CHANGELOG.md,,Update CHANGELOG.md,
199,Merge pull request #408 from jdrzejb/feature/change-default-graph-version,"[4.x] Change default graph version, manually set desired version",Merge pull request #408 from jdrzejb/feature/change-default-graph-version,"[4.x] Change default graph version, manually set desired version"
200,Update FacebookProvider.php,,Update FacebookProvider.php,
201,Fix fixture,,Fix fixture,
202,Unnecessary spacing,,Unnecessary spacing,
203,Fix CI issues,,Fix CI issues,
204,"Change default graph version, manualy set desired version",,"Change default graph version, manualy set desired version",
205,Merge branch '4.0',,Merge branch '4.0',
206,Update templates,,Update templates,
207,Merge branch '4.0',,Merge branch '4.0',
208,Merge pull request #404 from GrahamCampbell/patch-1,[3.0] Update .styleci.yml,Merge pull request #404 from GrahamCampbell/patch-1,[3.0] Update .styleci.yml
209,Update .styleci.yml,,Update .styleci.yml,
210,Merge pull request #403 from Calinou/gitlab-use-restricted-scope,[5.x] Only use the read_user scope for GitLab by default,Merge pull request #403 from Calinou/gitlab-use-restricted-scope,[5.x] Only use the read_user scope for GitLab by default
211,Only use the read_user scope for GitLab by default,"  If the user created the application without checking any of the   scope checkboxes, GitLab will implicitly check all the boxes when   submitting the form. This can result in all scopes being granted   to the application, which is very broad.   If the user created the application with only the read_user scope   being grantable to applications, Socialite will work correctly out   of the box (without requiring the user to override the scopes being   requested on the Laravel side).   This closes #402.",Only use the read_user scope for GitLab by default,"If the user created the application without checking any of the   scope checkboxes, GitLab will implicitly check all the boxes when   submitting the form. This can result in all scopes being granted   to the application, which is very broad. If the user created the application with only the read_user scope   being grantable to applications, Socialite will work correctly out   of the box (without requiring the user to override the scopes being   requested on the Laravel side). This closes #402."
212,Merge branch '4.0',,Merge branch '4.0',
213,Apply fixes from StyleCI (#391),,Apply fixes from StyleCI (#391),
214,Order imports alphabetically,,Order imports alphabetically,
215,Merge branch '4.0',Conflicts: CHANGELOG.md,Merge branch '4.0',Conflicts: CHANGELOG.md
216,Update CHANGELOG.md,,Update CHANGELOG.md,
217,Update dependencies,,Update dependencies,
218,Drop PHP 7.1 support,,Drop PHP 7.1 support,
219,Drop Laravel 5.8 support,,Drop Laravel 5.8 support,
220,Merge branch '4.0',Conflicts: composer.json,Merge branch '4.0',Conflicts: composer.json
221,Merge pull request #390 from driesvints/prepare-for-release,[4.0] Prepare for Laravel 6.0 release,Merge pull request #390 from driesvints/prepare-for-release,[4.0] Prepare for Laravel 6.0 release
222,Prepare for Laravel 6.0 release,,Prepare for Laravel 6.0 release,
223,Merge pull request #387 from danieldevsquad/documenting_facade,documenting magic method in Socialite facade,Merge pull request #387 from danieldevsquad/documenting_facade,documenting magic method in Socialite facade
224,documenting magic method in Socialite facade,,documenting magic method in Socialite facade,
225,Update CHANGELOG.md,,Update CHANGELOG.md,
226,Drop old Laravel versions,,Drop old Laravel versions,
227,Merge branch '4.0',,Merge branch '4.0',
228,Update constraints,,Update constraints,
229,Merge branch '4.0',,Merge branch '4.0',
230,Add .styleci.yml to .gitattributes,,Add .styleci.yml to .gitattributes,
231,Merge pull request #360 from kpdcdg/4.0,[4.0] Update socialite website url,Merge pull request #360 from kpdcdg/4.0,[4.0] Update socialite website url
232,Update socialite website,,Update socialite website,
233,Merge branch '4.0',,Merge branch '4.0',
234,Add styleci config,,Add styleci config,
235,Update changelog,,Update changelog,
236,Merge branch '4.0',,Merge branch '4.0',
237,Update changelog,,Update changelog,
238,Merge pull request #355 from driesvints/fix-bug-with-empty-email-addresses-for-linkedin,[4.0] Fix bug with no LinkedIn email addresses,Merge pull request #355 from driesvints/fix-bug-with-empty-email-addresses-for-linkedin,[4.0] Fix bug with no LinkedIn email addresses
239,Fix bug with no LinkedIn email addresses,In certain situations it's possible that LinkedIn doesn't returns any email addresses because they're private and not available through the API. At the moment the current provider always expects one so this change allows also to retrieve the user without expecting an email address. Fixes https://github.com/laravel/socialite/issues/347,Fix bug with no LinkedIn email addresses,In certain situations it's possible that LinkedIn doesn't returns any email addresses because they're private and not available through the API. At the moment the current provider always expects one so this change allows also to retrieve the user without expecting an email address. Fixes link
240,Github templates,,Github templates,
241,Matrix build,,Matrix build,
242,Update changelog,,Update changelog,
243,Update changelog,,Update changelog,
244,Use proper key name,This key name was incorrectly changed in https://github.com/laravel/socialite/pull/346,Use proper key name,This key name was incorrectly changed in link
245,Update changelog,,Update changelog,
246,Update changelog,,Update changelog,
247,Merge pull request #346 from driesvints/update-google-provider,[4.0] Update Google API urls,Merge pull request #346 from driesvints/update-google-provider,[4.0] Update Google API urls
248,Update Google API urls,"These updates ensure we're using the latest API urls from Google and continue to provide a working app after the shutdown of the Google+ functionality in March 2019. By changing to the new v3 url for the user info retrieval, some of the keys from the response have changed. I've added the mappings to the old keys for the raw user data so nothing should break. These can be removed in v5.0 of Socialite.",Update Google API urls,"These updates ensure we're using the latest API urls from Google and continue to provide a working app after the shutdown of the Google+ functionality in March 2019. By changing to the new v3 url for the user info retrieval, some of the keys from the response have changed. I've added the mappings to the old keys for the raw user data so nothing should break. These can be removed in v5.0 of Socialite."
249,Merge branch '4.0',,Merge branch '4.0',
250,Update changelog,,Update changelog,
251,Allow Laravel 5.8 installs,,Allow Laravel 5.8 installs,
252,Use new versioning,,Use new versioning,
253,Merge pull request #340 from derekmd/google-payload-name-is-optional,[4.0] Handle Google responses excluding 'name',Merge pull request #340 from derekmd/google-payload-name-is-optional,[4.0] Handle Google responses excluding 'name'
254,Handle Google responses excluding 'name',It's possible for Google's API response to exclude the 'name' key in its JSON payload.,Handle Google responses excluding 'name',It's possible for Google's API response to exclude the 'name' key in its JSON payload.
255,Update changelog,,Update changelog,
256,Merge pull request #329 from Crypton33/4.0,[4.0] LinkedIn provider tweaks,Merge pull request #329 from Crypton33/4.0,[4.0] LinkedIn provider tweaks
257,Fix StyleCI warnings,,Fix StyleCI warnings,
258,Exposed the first_name and last_name fields in the LinkedIn user,,Exposed the first_name and last_name fields in the LinkedIn user,
259,LinkedIn name is now retrieved correctly for users with locale other than en_US,,LinkedIn name is now retrieved correctly for users with locale other than en_US,
260,Merge branch '4.0',,Merge branch '4.0',
261,Update changelog,,Update changelog,
262,Fix a bug with no LinkedIn image,When a person hasn't got an image set for their account its images won't be returned as an array. We'll now default to an empty array. Fixes https://github.com/laravel/socialite/issues/328,Fix a bug with no LinkedIn image,When a person hasn't got an image set for their account its images won't be returned as an array. We'll now default to an empty array. Fixes link
263,Update .editorconfig,,Update .editorconfig,
264,Merge branch '4.0',,Merge branch '4.0',
265,Update changelog,,Update changelog,
266,Merge pull request #316 from joshbrown/fix-google-response-object,Fix mapping Google Userinfo to User Object,Merge pull request #316 from joshbrown/fix-google-response-object,Fix mapping Google Userinfo to User Object
267,Fix mapping Google Response to User Object,,Fix mapping Google Response to User Object,
268,Update branch-alias,,Update branch-alias,
269,Merge pull request #310 from driesvints/update-linkedin-provider,[4.0] Update LinkedIn provider,Merge pull request #310 from driesvints/update-linkedin-provider,[4.0] Update LinkedIn provider
270,Merge pull request #311 from driesvints/update-dependencies,[4.0] Update dependencies,Merge pull request #311 from driesvints/update-dependencies,[4.0] Update dependencies
271,Merge pull request #312 from driesvints/changelog,[4.0] Add changelog and upgrade guide,Merge pull request #312 from driesvints/changelog,[4.0] Add changelog and upgrade guide
272,Add upgrade guide,,Add upgrade guide,
273,Add changelog,,Add changelog,
274,Update branch-alias,,Update branch-alias,
275,Stop testing on 7.0,,Stop testing on 7.0,
276,Bump dependencies,,Bump dependencies,
