Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Translated using Weblate (Dutch),0.48295522,Updated translations,Currently translated at 100.0% (115 of 115 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/nl/,0
Translated using Weblate (French),0.49974912,Updated translations,Currently translated at 100.0% (115 of 115 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/fr/,0
Translated using Weblate (Indonesian),0.47265768,Updated translations,Currently translated at 100.0% (115 of 115 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/id/,0
Move menu to FoldersListView (#905),0.3986021,Secondary-click menu on the conversations list,,0
Application: force use of Portals (#902),0.26827455,* Don't automatically load messages on the first run,,0
Move capability (#895),0.2327736,New features:,,0
Improve performance when moving messages (#897),0.47733876,Fix a freeze when archiving the last message in a folder,,0
Application: hard code Gtk theme settings (#892),0.3962531,WelcomeView: Updates for gtk4 by @leolost2605 in https://github.com/elementary/mail/pull/870,Co-authored-by: Ryan Kornheisl ryan@skarva.tech Co-authored-by: Gustavo Marques pushstarttocontinue@outlook.com,0
Metainfo: add #567 fix (#901),0.4822634,Metainfo Improvements by @danirabbit in https://github.com/elementary/mail/pull/821,,0
Fix an issue that causes mail to never connect to the network (#899),0.47463912,Fix an issue where some mail fails to be deleted,,0
Handle network availability (#871),0.22235236,Send a notification when new messages arrive,,0
Translated using Weblate (Georgian),0.41277,Updated translations,Currently translated at 100.0% (104 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/ka/,0
Translated using Weblate (Finnish),0.46832597,Updated translations,Currently translated at 98.0% (102 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/fi/,0
Translated using Weblate (Turkish),0.4617622,Updated translations,Currently translated at 100.0% (104 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/tr/,0
Unify trash/archive (#888),0.288643,Fix a freeze when archiving the last message in a folder,,0
Always start InboxMonitor (#890),0.5549811,Application: use startup by @danirabbit in https://github.com/elementary/mail/pull/837,,0
MainWindow: Updates for gtk4 (#867),0.5891075,WelcomeView: Updates for gtk4 by @leolost2605 in https://github.com/elementary/mail/pull/870,,0
WebView: Update height after images were loaded (#889),0.23443078,Application.css: add scrolledwindow undershoot by @danirabbit in https://github.com/elementary/mail/pull/869,,0
Release 7.1.0 (#885),0.544795,This release contains minor fixes for deprecations and missing translations.,,0
Composer: Remove Ctrl + Backspace/Delete shortcuts (#887),0.8562608,Composer: Remove Ctrl + Backspace/Delete shortcuts by @lenemter in https://github.com/elementary/mail/pull/887,,1
MessageListItem: Make Gravatar work again (#883),0.8431599,MessageListItem: Make Gravatar work again by @leolost2605 in https://github.com/elementary/mail/pull/883,,1
Add 7.1.0 release notes (#884),0.5358897,This release contains minor fixes for deprecations and missing translations.,,0
InsertLinkDialog: Update for GTK4 (#878),0.81093526,InsertLinkDialog: Update for GTK4 by @leolost2605 in https://github.com/elementary/mail/pull/878,,1
"Composer: set parent internally, use present (#872)",0.7635958,"Composer: set parent internally, use present by @danirabbit in https://github.com/elementary/mail/pull/872",,1
Composer: add keyboard shortcuts (#873),0.77523804,Composer: add keyboard shortcuts by @danirabbit in https://github.com/elementary/mail/pull/873,,1
WelcomeView: Updates for gtk4 (#870),0.7555944,WelcomeView: Updates for gtk4 by @leolost2605 in https://github.com/elementary/mail/pull/870,,1
Translated using Weblate (Portuguese),0.53343976,Updated translations,Currently translated at 100.0% (104 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/pt/,0
MessageList: Use parameters for reply etc. actions (#859),0.8798541,MessageList: Use parameters for reply etc. actions by @leolost2605 in https://github.com/elementary/mail/pull/859,,1
ConversationList: put the filter menu next to the searchbar (#868),0.80554104,ConversationList: put the filter menu next to the searchbar by @danirabbit in https://github.com/elementary/mail/pull/868,,1
Application.css: add scrolledwindow undershoot (#869),0.7766031,Application.css: add scrolledwindow undershoot by @danirabbit in https://github.com/elementary/mail/pull/869,,1
Composer: Remove unused can_change_sender (#865),0.88566357,Composer: Remove unused can_change_sender by @leolost2605 in https://github.com/elementary/mail/pull/865,Co-authored-by: Danielle Foré danielle@elementary.io,1
Composer: use Hdy.Window and Hdy.HeaderBar (#864),0.7493224,Composer: use Hdy.Window and Hdy.HeaderBar by @danirabbit in https://github.com/elementary/mail/pull/864,,1
Composer: remove construction property that is always true (#863),0.85798764,Composer: remove construction property that is always true by @danirabbit in https://github.com/elementary/mail/pull/863,,1
Remove inline composer (#860),0.7740632,Remove inline composer by @leolost2605 in https://github.com/elementary/mail/pull/860,,1
AttachmentButton: Updates for gtk4 (#862),0.85379064,AttachmentButton: Updates for gtk4 by @leolost2605 in https://github.com/elementary/mail/pull/862,,1
ConversationListItem: Small updates for gtk4 (#861),0.8164362,ConversationListItem: Small updates for gtk4 by @leolost2605 in https://github.com/elementary/mail/pull/861,,1
Derive MessageListBox from Gtk.Box in preparation for GTK4 (#856),0.8928431,Derive MessageListBox from Gtk.Box in preparation for GTK4 by @leolost2605 in https://github.com/elementary/mail/pull/856,,1
Handle account adding live (#855),0.6061909,Handle account adding live by @leolost2605 in https://github.com/elementary/mail/pull/855,,0
MessageList: code style and cleanup (#853),0.7919394,MessageList: code style and cleanup by @danirabbit in https://github.com/elementary/mail/pull/853,,1
MainWindow: don't allow pane to shrink past contents (#854),0.78164434,MainWindow: don't allow pane to shrink past contents by @danirabbit in https://github.com/elementary/mail/pull/854,,1
Mail.MessageList: Subclass Gtk.Box instead of Gtk.ListBox (#845),0.88414836,Subclass Gtk.Box instead of Gtk.ListBox in Mail.MessageListBox by @leolost2605 in https://github.com/elementary/mail/pull/845,,1
Application: use startup (#837),0.4420455,Application: use startup by @danirabbit in https://github.com/elementary/mail/pull/837,,0
Update POTFILES,0.2558677,* Updated translations,,0
Prep GTK4: Include AttachmentBar in MessageListItem (#849),0.8732996,Prep GTK4: Include AttachmentBar in MessageListItem by @leolost2605 in https://github.com/elementary/mail/pull/849,,1
Bump flatpak/flatpak-github-actions from 5 to 6 (#850),0.7975174,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in https://github.com/elementary/mail/pull/850,Bumps flatpak/flatpak-github-actions from 5 to 6. - Release notes - Commits  updated-dependencies: - dependency-name: flatpak/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
MessageListItem: Prep for GTK4 (#848),0.7841743,Prep for GTK4 MessageListItem cleanup by @leolost2605 in https://github.com/elementary/mail/pull/848,,1
InlineComposer: Various preparations for gtk4 (#846),0.7785201,InlineComposer: Small preparations for GTK4 by @leolost2605 in https://github.com/elementary/mail/pull/846,"Update margins, construct with properties, update styleclasses",1
Replace unnecessary grids with boxes (#843),0.63136613,Replace unnecessary grids with boxes by @leolost2605 in https://github.com/elementary/mail/pull/843,,0
MessageListBox: set action enabled directly (#840),0.8401746,MessageListBox: set action enabled directly by @danirabbit in https://github.com/elementary/mail/pull/840,,1
Dialogs use present and response connect (#838),0.737663,Dialogs use present and response connect by @danirabbit in https://github.com/elementary/mail/pull/838,,1
"AttachmentBar: Update style classes, include dialog (#841)",0.843976,"AttachmentBar: Update style classes, include dialog by @danirabbit in https://github.com/elementary/mail/pull/841",,1
"ComposerWidget: replace grid/box, code style (#839)",0.84999615,"ComposerWidget: replace grid/box, code style by @danirabbit in https://github.com/elementary/mail/pull/839",,1
Update flatpak actions to new namespace (#834),0.8051461,Update flatpak actions to new namespace by @davidmhewitt in https://github.com/elementary/mail/pull/834,,1
Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#832),0.67610806,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in https://github.com/elementary/mail/pull/850,Bumps bilelmoussaoui/flatpak-github-actions from 4 to 5. - Release notes - Commits  updated-dependencies: - dependency-name: bilelmoussaoui/flatpak-github-actions   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump docker/setup-qemu-action from 1 to 2 (#833),0.6419052,Bump docker/setup-qemu-action from 1 to 2 by @dependabot in https://github.com/elementary/mail/pull/833,Bumps docker/setup-qemu-action from 1 to 2. - Release notes - Commits  updated-dependencies: - dependency-name: docker/setup-qemu-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Create .github/dependabot.yml,0.38445547,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 by @dependabot in https://github.com/elementary/mail/pull/832,,0
Switch to GHCR container (#831),0.5455613,Switch to GHCR container by @davidmhewitt in https://github.com/elementary/mail/pull/831,,0
ci: Use JSON instead of YAML (#829),0.71089095,ci: Use JSON instead of YAML by @tintou in https://github.com/elementary/mail/pull/829,,1
MessageListItem: avoid crashing on empty Mime (#828),0.88873416,MessageListItem: avoid crashing on empty Mime by @tintou in https://github.com/elementary/mail/pull/828,,1
Make SourceList internal (#827),0.59607255,Make SourceList internal by @danirabbit in https://github.com/elementary/mail/pull/827,,0
Release 7.0.1 (#826),0.5659236,This release contains minor fixes for deprecations and missing translations.,,0
Update appdata,0.4685932,Updated app icon,,0
Fix #814: Crash on setting a message flag,0.7578945,Fix #814: Crash on setting a message flag by @leolost2605 in https://github.com/elementary/mail/pull/825,"Fixed an issue that led mail to misbehave/crash when trying to set a message flag (like read, unread, starred, etc.).",1
Translated using Weblate (Arabic),0.4785441,Updated translations,Currently translated at 89.4% (93 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/ar/,0
Metainfo Improvements (#821),0.61684823,Metainfo Improvements by @danirabbit in https://github.com/elementary/mail/pull/821,,0
Update io.elementary.mail.appdata.xml.in,0.63194764,build: fix documentation build by @bobby285271 in https://github.com/elementary/mail/pull/795,,0
Make a link containing '%' valid (#810) (#813),0.63573736,Make a link containing '%' valid (Fix for #810) by @leolost2605 in https://github.com/elementary/mail/pull/813,,0
Translated using Weblate (Norwegian Nynorsk),0.50219566,Updated translations,Currently translated at 60.0% (33 of 55 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/nn/,0
build: support webkit2gtk-4.1 (#794),0.76050186,build: support webkit2gtk-4.1 by @bobby285271 in https://github.com/elementary/mail/pull/794,  build: support webkit2gtk-4.1   Try-catch GLib.Uri.parse   Co-authored-by: Marius Meisenzahl meisenzahl@users.noreply.github.com   Fix build with 5157f41   Update Application.vala   Co-authored-by: Marco Betschart email@marco.betschart.name Co-authored-by: Marius Meisenzahl meisenzahl@users.noreply.github.com,1
actions/checkout@v3 (#811),0.56704617,actions/checkout@v3 by @meisenzahl in https://github.com/elementary/mail/pull/811,,0
Docs: Add curiously omitted dependency on meson to the readme (#803),0.66577566,Docs: Add curiously omitted dependency on meson to the readme by @turbobastii in https://github.com/elementary/mail/pull/803,,0
Translated using Weblate (Slovak),0.4622859,Updated translations,Currently translated at 100.0% (104 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/sk/,0
Translated using Weblate (Kurdish (Central)),0.43996477,Updated translations,Currently translated at 3.5% (2 of 56 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/ckb/,0
Translated using Weblate (Welsh),0.4220099,Updated translations,Currently translated at 8.6% (9 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/cy/,0
Translated using Weblate (Korean),0.44281554,Updated translations,Currently translated at 100.0% (104 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/ko/,0
build: fix documentation build (#795),0.5683098,build: fix documentation build by @bobby285271 in https://github.com/elementary/mail/pull/795,,0
Translated using Weblate (Chinese (Simplified)),0.46364343,Updated translations,Currently translated at 100.0% (104 of 104 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/zh_Hans/,0
MainWindow: Spelling: ellipsis (#791),0.7112716,MainWindow: Spelling: ellipsis by @comradekingu in https://github.com/elementary/mail/pull/791,,1
Release 7.0.0 (#781),0.56403035,This release contains minor fixes for deprecations and missing translations.,,0
Actions: bump release to horus,0.28860193,Update flatpak actions to new namespace by @davidmhewitt in https://github.com/elementary/mail/pull/834,,0
Update screenshot,0.46419436,Updated app icon,,0
MainWindow: Use multiple headerbars (#776),0.47392583,Composer: use Hdy.Window and Hdy.HeaderBar by @danirabbit in https://github.com/elementary/mail/pull/864,,0
Show recipient in Sent folder instead of sender (#771),0.95721674,Display recipient in Sent folder instead of sender,,1
Flatpak: update to Platform 7 (#782),0.6402512,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in https://github.com/elementary/mail/pull/850,,0
Fix #764: Mail Account Duplication (#769),0.61017853,Removed duplicate sender addresses when composing a message,,0
Fix FolderThreadNode use after free crash (#770),0.64333236,Fix a potential crash when changing folders,,0
Round app icon (#780),0.7036895,Updated app icon,  Round app icon   Copy in Micah's versions   Adjust 48px colors   fix some shapes and alignment   fix nesting corner radii   cleanup   128px cleanup ,1
Translated using Weblate (Czech),0.47503442,Updated translations,Currently translated at 100.0% (51 of 51 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/cs/,0
ComposerWidget: Make ACTION_ENTRIES private (#765),0.4618838,"ComposerWidget: replace grid/box, code style by @danirabbit in https://github.com/elementary/mail/pull/839",Fixes compilation with latest valac.,0
Release 6.4.0 (#761),0.55789495,This release contains minor fixes for deprecations and missing translations.,,0
Fix crash of background process (#760),0.48369676,Fix a potential crash when changing folders,  Fix crash of background process   Added description in AppData   Getting rid of main_window instance variable ,0
Rename Office 365 to Microsoft 365 (#759),0.75849336,Renamed Office 365 to Microsoft 365 to follow suite on Microsoft's rebranding,Solves #758,1
Added support for Unified Inbox for Office 365 accounts (#753),0.5207572,Handle account adding live by @leolost2605 in https://github.com/elementary/mail/pull/855,  Added support for Unified Inbox for Office 365 accounts   Use ascii_casecmp   Fix Linting Error   Fixed AppData   Co-authored-by: Marius Meisenzahl meisenzahl@users.noreply.github.com,0
Fix UI freeze because of uint underflow (#755),0.3078211,Fix a potential crash while loading messages,,0
Session: get_own_addresses should return a unique list of email addresses (#756),0.50267684,Removed duplicate sender addresses when composing a message,"In the Composer Widget, the from dropdown has duplicate entries, these duplicate come from session.get_own_addresses. This solves the symptom by making get_own_addresses return a unique list of email addresses. Closes https://github.com/elementary/mail/issues/750",0
ComposerWindow: Use subject as title (#747),0.8816011,Use message subject for composer window title,,1
Meson: remove positional arguments from i18n.merge_file (#751),0.33379325,Docs: Add curiously omitted dependency on meson to the readme by @turbobastii in https://github.com/elementary/mail/pull/803,,0
Release 6.3.1 (#740),0.5411273,This release contains minor fixes for deprecations and missing translations.,  Release 6.3.1   Update meson.build   Update io.elementary.mail.appdata.xml.in   Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
avoid assertion error in add_internal_resource when content_id is… (#736),0.17117132,Make a link containing '%' valid (Fix for #810) by @leolost2605 in https://github.com/elementary/mail/pull/813,  avoid assertion error in add_internal_resource when content_id is null   inverted if to reduce diff   Update src/MessageList/MessageListItem.vala   Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
Flatpak: Remove accountsservice hole (#731),0.52988285,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in https://github.com/elementary/mail/pull/850,No longer needed because of new settings portal Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
Release 6.3.0 (#726),0.57209176,This release contains minor fixes for deprecations and missing translations.,  Release 6.2.1   Update meson.build   Update meson.build   Update io.elementary.mail.appdata.xml.in   Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
Fix #674: Cannot delete emails (#656),0.7121793,Fix an issue where some mail fails to be deleted,,1
Add sort_func to the MessageListBox (#712),0.5551644,Ensure conversations are re-sorted by date when new messages appear,Sort the message listbox on date as occasionally EDS will not iterate in order,0
Spelling: Secondary (#730),0.23223484,MainWindow: Spelling: ellipsis by @comradekingu in https://github.com/elementary/mail/pull/791,,0
add account to account removed signal (#727),0.4216625,Handle account adding live by @leolost2605 in https://github.com/elementary/mail/pull/855,  add account to account removed signal   Incorporate PR fixes   typo   typo ,0
Fix some whitespace (#725),0.2697832,Replace unnecessary grids with boxes by @leolost2605 in https://github.com/elementary/mail/pull/843, After if {} Before } else { Before } catch {,0
Make sure we show composer is session was already started (#724),0.4971112,Disable the composer while messages are being sent,,0
Autoselect next message after archiving the selected one (#720),0.95965517,Autoselect the next message after archiving,,1
Store sent as SEEN (#723),0.29488382,Mark sent messages as read,  Store sent as SEEN   Updated appdata ,0
Wait until session is started before launching ComposerWindow (#718),0.5446787,Disable the composer while messages are being sent,  Wait until session is started before launching ComposerWindow   Updated AppData   Reverted appdata changes ,0
Avoid trying to select an item that doesn't exist (#715) (#717),0.26289815,Autoselect the next message after archiving,Return null when index is greater than items,0
Add accent color to unread message (#709),0.87198836,Use accent color for unread message titles,,1
Translated using Weblate (Chinese (Traditional)),0.44991398,Updated translations,Currently translated at 72.5% (74 of 102 strings) Translation: Mail/Mail Translate-URL: https://l10n.elementary.io/projects/mail/mail/zh_Hant/,0
Add conversation list context menu (#710),0.7489096,Secondary-click menu on the conversations list,  Add conversation list context menu   lint   lint + bug fix   Pull Request Updates   Switch from press event to release event Make select_row_internal protected and rename to select_row  lint  Co-authored-by: Marco Betschart email@marco.betschart.name,1
Use local time in the message header (#711),0.94062364,Use local time in message headers,,1
Release 6.2.0 (#699),0.54467505,This release contains minor fixes for deprecations and missing translations.,  Release 6.2.0   Update meson.build   Update io.elementary.mail.appdata.xml.in   Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
MainWindow: Add an actionbar to conversationlist (#703),0.56822824,Secondary-click menu on the conversations list,,0
Add aarch64 architecture support to flatpak builds (#706),0.5274613,Bump flatpak/flatpak-github-actions from 5 to 6 by @dependabot in https://github.com/elementary/mail/pull/850,,0
Temporarily disable the filter function while batch removals are made (#701),0.32641533,Fix a hang when deleting the last message in a mailbox,,0
Manual Refresh (#680),0.300635,* Don't automatically load messages on the first run,,0
Automatically select next message after delete. (#660),0.9514982,Automatically select the next message after deleting,,1
"Avoid storing to ""Sent"" twice for outlook.com (#702)",0.8392406,Make sure we don't save sent messages twice for outlook.com accounts,  Avoid storing to sent twice for outlook.com   Updated cangelog ,1
"Filter conversations for ""Unread"" and/or ""Starred"" (#678)",0.9303808,Filter unread or starred conversations,,1
Show time in message header (#683),0.782642,Use local time in message headers,  Show time in message header   Added possibility to translate datetime string ,1
Reorder conversations (#665),0.64701223,Ensure conversations are re-sorted by date when new messages appear,"  Cache timestamp to avoid compare_func from crashing   If the newest timestamp has changed, re-insert it   Check entire thread for unread   Tidy up code   Tidy up formatting   Only set flags on unread messages in the thread   Refactor methods to make them more re-usable   Fix linting error   Fix flag errors and formatting   Added null checks as requested   Co-authored-by: Marco Betschart email@marco.betschart.name",0
Adjust InboxMonitor start (#691),0.54754925,Application: use startup by @danirabbit in https://github.com/elementary/mail/pull/837,  Added hash and equal functions to Mail.Backend.Account   Use session.get_accounts () instead of building from list_sources () since session.start () already does that for you.  Update add/remove events to suit account instead of source  Update folder_changed event to use account instead of source   Fix linting errors   Added locks as requested   Co-authored-by: Marco Betschart email@marco.betschart.name,0
Improve search performance (#676),0.8659377,Improve search performance,,1
Add Support for the org.freedesktop.portal.Email portal (#682),0.5733317,Release 7.0.1 by @danirabbit in https://github.com/elementary/mail/pull/826,  Add support for attachments in a mailto query link   Use Gee.HashMultiMap   Attachments can be passed as URI ,0
po: Add InboxMonitor.vala (#692),0.49837708,Handle account adding live by @leolost2605 in https://github.com/elementary/mail/pull/855,,0
Meson: rename daemon and remove config (#686),0.35786703,Docs: Add curiously omitted dependency on meson to the readme by @turbobastii in https://github.com/elementary/mail/pull/803,Co-authored-by: Marco Betschart email@marco.betschart.name,0
Notifications (#679),0.49399698,Send a notification when new messages arrive,,0
Session: do not use our own Camel.Sasl subclass (#681),0.2601435,Switch to GHCR container by @davidmhewitt in https://github.com/elementary/mail/pull/831,Use the right one already provided by Camel,0
vapi: Use Camel vapi from latest master (#667),0.2106415,This release contains minor fixes for deprecations and missing translations.,Keep it updated with the latest binding fixes upstream.,0
Release 6.1.1 (#669),0.5522085,This release contains minor fixes for deprecations and missing translations.,  Release 6.1.1   Update meson.build ,0
Cache timestamp to avoid compare_func from crashing (#664),0.25136206,Ensure conversations are re-sorted by date when new messages appear,,0
Set the correct from address on reply (#634),0.85557306,"Set the correct ""From"" address when replying and multiple accounts are set up",This change makes sure Mail sets the correct from address when multiple accounts are configured. Also for multiple accounts we show the from address at all times to allow the user to change it when necessary.,1
Translated using Weblate (Spanish),0.53033346,Updated translations,Currently translated at 82.6% (19 of 23 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/es/,0
README: Removed Evolution account setup hint (#653),0.42640412,build: fix documentation build by @bobby285271 in https://github.com/elementary/mail/pull/795,Because on Odin this is no longer valid. Online Accounts now allows for setting up the mail account.,0
Fix #582: Calculate the page height correctly (#655),0.2652142,This release contains minor fixes for deprecations and missing translations.,,0
AppData: Use Banana 300 for brand banner (#648),0.36593515,Updated app icon,,0
Fix #619: Don't save draft if no changes were made (#630),0.714972,Only save drafts when there are new changes,,1
Moved undo toast to message view (#629),0.7680298,Move Undo notification to the message view,,1
Update release.yml,0.3904959,This release contains minor fixes for deprecations and missing translations.,,0
Release 6.1.0 (#628),0.5642786,This release contains minor fixes for deprecations and missing translations.,,0
Don't store two copies in Sent for Office 365 and Google (#625),0.550994,Make sure we don't save sent messages twice for outlook.com accounts,,0
Fixes #608: Random crash when changing folder (#624),0.8037928,Fix a potential crash when changing folders,,1
Edit draft (#626),0.4736905,Edit saved draft messages,,0
Translated using Weblate (Punjabi),0.41669756,Updated translations,Currently translated at 14.2% (2 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/pa/,0
meson: require libhandy-1 >= 1.1.90 (#622),0.47178435,Docs: Add curiously omitted dependency on meson to the readme by @turbobastii in https://github.com/elementary/mail/pull/803,The Hdy.Avatar loadable-icon property was added in libhandy 1.1.90.,0
Translated using Weblate (Silesian),0.4398988,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/szl/,0
Translated using Weblate (Marathi),0.4157931,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/mr/,0
Translated using Weblate (Galician),0.4948042,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/gl/,0
Translated using Weblate (Esperanto),0.47942364,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/eo/,0
Translated using Weblate (Serbian),0.4659149,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/sr/,0
Translated using Weblate (Slovenian),0.43717664,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/sl/,0
Translated using Weblate (Portuguese (Brazil)),0.5189289,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/pt_BR/,0
Translated using Weblate (Lithuanian),0.48514068,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/lt/,0
Translated using Weblate (Italian),0.45245504,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/it/,0
Translated using Weblate (Croatian),0.45390505,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/hr/,0
Translated using Weblate (Danish),0.47544867,Updated translations,Currently translated at 85.7% (12 of 14 strings) Translation: Mail/Mail (Extra) Translate-URL: https://l10n.elementary.io/projects/mail/extra/da/,0
