Index,Message,Description,Message Abstract,Description Abstract
71,"Update requirements to PHP 8.0, 8.1, Symfony ^6 (#1758)","  Update requirements to PHP 8.0, 8.1, Symfony ^6   Test on PHP 8.0, 8.1, dropping 7.4   Tagging v13.2.0 ","Update requirements to PHP 8.0, 8.1, Symfony ^6 (#1758)","Update requirements to PHP 8.0, 8.1, Symfony ^6 Test on PHP 8.0, 8.1, dropping 7.4 Tagging v13.2.0"
72,Tagging v13.1.1,,Tagging v13.1.1,
73,Revert #1754 (#1755),,Revert #1754 (#1755),
74,Tagging 13.1.0,,Tagging 13.1.0,
75,Change minio install to /opt/bin (#1754),,Change minio install to /opt/bin (#1754),
76,Update golang version to 1.17.6 (#1751),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.17.6 (#1751),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
77,Make mongodb install aware of CPU Arch being used (#1749),  Make mongodb install aware of CPU Arch being used   Tagging v13.0.2 ,Make mongodb install aware of CPU Arch being used (#1749),Make mongodb install aware of CPU Arch being used Tagging v13.0.2
78,add mongodb backup (#1746),,add mongodb backup (#1746),
79,Wordpress - Enable debug mode automatically (#1747),"Due to homestead being a development platform, enabling WP_DEBUG automatically makes sense.",Wordpress - Enable debug mode automatically (#1747),"Due to homestead being a development platform, enabling WP_DEBUG automatically makes sense."
80,Tagging 13.0.1,,Tagging 13.0.1,
81,add mongodb.so to php8.1 php.ini (#1745),,add mongodb.so to php8.1 php.ini (#1745),
82,Bump MongoDB PHP driver to v1.12.0 (#1743),  mongodb.sh: bump PHP driver to 1.11.0   mongodb.sh: bump PHP driver to v1.12.0   Co-authored-by: Dusan Maric maricd@firstbeatmedia.com,Bump MongoDB PHP driver to v1.12.0 (#1743),mongodb.sh: bump PHP driver to 1.11.0 mongodb.sh: bump PHP driver to v1.12.0 Co-authored-by: Dusan Maric maricd@firstbeatmedia.com
83,Update golang version to 1.17.5 (#1742),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.17.5 (#1742),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
84,"13.0.0 - PHP 8.1 Default Requires Base Box  >= 12.0.0, < 13.0.0 (#1739)", Default to PHP 8.1 Tagging v13.0.0 and update constraints Update minio feature to be aware of CPU arch (#1734) Update cpu arch conditional check for minio Add test aliases for both Pest and PHPunit dynamically (#1738) Update localized aliases,"13.0.0 - PHP 8.1 Default Requires Base Box  >= 12.0.0, < 13.0.0 (#1739)",Default to PHP 8.1 Tagging v13.0.0 and update constraints Update minio feature to be aware of CPU arch (#1734) Update cpu arch conditional check for minio Add test aliases for both Pest and PHPunit dynamically (#1738) Update localized aliases
85,Add test aliases for both Pest and PHPunit dynamically (#1738),This is from @freekmurze blog https://freek.dev/2142-a-bash-function-to-run-tests-for-both-phpunit-and-pest,Add test aliases for both Pest and PHPunit dynamically (#1738),This is from @freekmurze blog link
86,Update golang version to 1.17.4 (#1736),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.17.4 (#1736),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
87,Tagging v12.8.0,,Tagging v12.8.0,
88,Use 192.168.56.56 as the default IP for Homestead,,Use 192.168.56.56 as the default IP for Homestead,
89,Update golang version to 1.17.3 (#1727),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.17.3 (#1727),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
90,Update MongoDB to v1.11.1,,Update MongoDB to v1.11.1,
91,mongodb.sh: bump PHP driver to 1.11.0 (#1725),Co-authored-by: Dusan Maric maricd@firstbeatmedia.com,mongodb.sh: bump PHP driver to 1.11.0 (#1725),Co-authored-by: Dusan Maric maricd@firstbeatmedia.com
92,Fix cpu detection for golang install,,Fix cpu detection for golang install,
93,Update golang feature to be aware of CPU arch (#1723),Partially resolves https://github.com/laravel/homestead/issues/1722,Update golang feature to be aware of CPU arch (#1723),Partially resolves link
94,"Remove docker feature, since it's already on homestead base image (#1716)",Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,"Remove docker feature, since it's already on homestead base image (#1716)",Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
95,Tagging v12.7.1,,Tagging v12.7.1,
96,Updating default Homestead.yaml/json,,Updating default Homestead.yaml/json,
97,Deduplicate django installation (#1712),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Deduplicate django installation (#1712),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
98,Update golang version to 1.17.2 (#1711),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.17.2 (#1711),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
99,Tagging v12.7.0,,Tagging v12.7.0,
100,Add a script we can use to clean up tasks in flight,,Add a script we can use to clean up tasks in flight,
101,Install ca_certificates & Tag bump,,Install ca_certificates & Tag bump,
102,Tagging v12.6.0,,Tagging v12.6.0,
103,Change logo to work on Dark Theme (#1703),,Change logo to work on Dark Theme (#1703),
104,Apply fixes from StyleCI,,Apply fixes from StyleCI,
105,Process headers & rewrites for wsl:create-sites,,Process headers & rewrites for wsl:create-sites,
106,Apply fixes from StyleCI,,Apply fixes from StyleCI,
107,Update golang version to 1.17.1 (#1699),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.17.1 (#1699),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
108,Move services configuration after feature installation #1694,,Move services configuration after feature installation #1694,
109,feat(php) enable php-fpm on box startup (#1691),,feat(php) enable php-fpm on box startup (#1691),
110,Fix shebang for php81.sh script (#1690),,Fix shebang for php81.sh script (#1690),
111,pass all our params to create site,,pass all our params to create site,
112,Site option feature parity for PHP from Ruby,,Site option feature parity for PHP from Ruby,
113,Tagging v12.5.0,,Tagging v12.5.0,
114,Adding support for PHP 8.1,,Adding support for PHP 8.1,
115,Tagging v12.4.2,,Tagging v12.4.2,
116,Fix port sent/to issue where the values had been flipped,,Fix port sent/to issue where the values had been flipped,
117,"Removed older php version in favor of the ""Feature scripts for old PHP versions"" (#1684)",,"Removed older php version in favor of the ""Feature scripts for old PHP versions"" (#1684)",
118,Tagging 12.4.1,,Tagging 12.4.1,
119,Restart php when installing/adding,,Restart php when installing/adding,
120,Tagging v12.4.0,,Tagging v12.4.0,
121,Tagging v12.3.3,,Tagging v12.3.3,
122,Update Go to 1.17,,Update Go to 1.17,
123,Update Installation for TimescaleDB,,Update Installation for TimescaleDB,
124,Update golang version to 1.16.7 (#1678),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16.7 (#1678),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
125,Ensure we purge the entire contents of lib mysql,Somewhat related to https://github.com/laravel/homestead/issues/1618,Ensure we purge the entire contents of lib mysql,Somewhat related to link
126,Mongo install should check for php version existence before installing,Only configure MongoDB for installed PHP versions.,Mongo install should check for php version existence before installing,Only configure MongoDB for installed PHP versions.
127,Reduce number of default ports Add old defaults to ports example,Reduces networking overhead by sharing fewer ports by default.,Reduce number of default ports Add old defaults to ports example,Reduces networking overhead by sharing fewer ports by default.
128,Merge branch 'php-versions' into main,,Merge branch 'php-versions' into main,
129,Adding/Tweaking PHP version scripts,,Adding/Tweaking PHP version scripts,
130,Bump MongoDB PHP driver to 1.10.0 (#1675),  mongodb.sh: update PHP driver to v1.7.4   Features: mongodb.sh: fix dpkg error   mongodb.sh: fix dpkg error   mongodb.sh: bump PHP driver version to 1.8.0   mongodb: update PHP driver to PHP8 compatible v1.9.0   mongodb.sh: bump PHP driver version to 1.10.0   Co-authored-by: Dusan Maric maricd@firstbeatmedia.com,Bump MongoDB PHP driver to 1.10.0 (#1675),mongodb.sh: update PHP driver to v1.7.4 Features: mongodb.sh: fix dpkg error mongodb.sh: fix dpkg error mongodb.sh: bump PHP driver version to 1.8.0 mongodb: update PHP driver to PHP8 compatible v1.9.0 mongodb.sh: bump PHP driver version to 1.10.0 Co-authored-by: Dusan Maric maricd@firstbeatmedia.com
131,Merge branch 'main' into master,,Merge branch 'main' into master,
132,mongodb.sh: bump PHP driver version to 1.10.0,,mongodb.sh: bump PHP driver version to 1.10.0,
133,Update after.sh (#1672), Update after.sh  Updates Node version  Update after.sh,Update after.sh (#1672),Update after.sh Updates Node version Update after.sh
134,Update golang version to 1.16.6 (#1673),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16.6 (#1673),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
135,Fix typo in configure syntax breaking php gloabal key,,Fix typo in configure syntax breaking php gloabal key,
136,Tagging v12.3.1,,Tagging v12.3.1,
137,Update Blackfire to v2 (#1671),,Update Blackfire to v2 (#1671),
138,add support for vagrant-goodhosts (#1667),Co-authored-by: David Thomas dt@humaan.com.au,add support for vagrant-goodhosts (#1667),Co-authored-by: David Thomas dt@humaan.com.au
139,Add feature scripts for old PHP versions. Enable easy site to feature,,Add feature scripts for old PHP versions. Enable easy site to feature,
140,"When clearing variables, check if the file exists first.",,"When clearing variables, check if the file exists first.",
141,Adding old PHP versions as feature scripts,,Adding old PHP versions as feature scripts,
142,TimescaleDB Should use PostgreSQL 13,,TimescaleDB Should use PostgreSQL 13,
143,Adding Flyway & Heroku CLI as feature scripts,,Adding Flyway & Heroku CLI as feature scripts,
144,Update Readme to remove reference to 20.04 branch.,20.04 and 18.04 branches should not be used and considered archived.,Update Readme to remove reference to 20.04 branch.,20.04 and 18.04 branches should not be used and considered archived.
145,Merge remote-tracking branch 'origin/main' into main,,Merge remote-tracking branch 'origin/main' into main,
146,Removed PostgreSQL < 13 for WSL & TimescaleDB,,Removed PostgreSQL < 13 for WSL & TimescaleDB,
147,Debugging inline provisioners (#1663),,Debugging inline provisioners (#1663),
148,Update golang version to 1.16.5 (#1660),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16.5 (#1660),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
149,Add Author (#1659),,Add Author (#1659),
150,Tagging v12.3.0,,Tagging v12.3.0,
151,Update aliases for Xdebug 3,,Update aliases for Xdebug 3,
152,Updates to fix mariadb,,Updates to fix mariadb,
153,Adding feature 'r-base' (#1653),,Adding feature 'r-base' (#1653),
154,Update golang version to 1.16.4 (#1649),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16.4 (#1649),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
155,Remove usage of bintray for rabbitmq (#1646),,Remove usage of bintray for rabbitmq (#1646),
156,Added swoole for Octane (#1642),,Added swoole for Octane (#1642),
157,Update meilisearch.sh (#1643),Listen to all incoming connections instead of specific ip,Update meilisearch.sh (#1643),Listen to all incoming connections instead of specific ip
158,Tagging v12.2.0,,Tagging v12.2.0,
159,WIP: Support Site types in WSL (#1640), Add support for site types in WSL  Addresses #1638  Apply fixes from StyleCI (#1639),WIP: Support Site types in WSL (#1640),Add support for site types in WSL Addresses #1638 Apply fixes from StyleCI (#1639)
160,Fix Minio Buckets Being Setup Incorrectly (#1633),,Fix Minio Buckets Being Setup Incorrectly (#1633),
161,Add executable path and default homestead IP on ExecStart (#1636),,Add executable path and default homestead IP on ExecStart (#1636),
162,Update golang version to 1.16.3 (#1637),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16.3 (#1637),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
163,Update timescaledb2 to support postgres 13 (#1635),,Update timescaledb2 to support postgres 13 (#1635),
164,Removed trailing slash from apache config (#1630),Co-authored-by: Firoj Ghimire firoj@socialknowledge.com,Removed trailing slash from apache config (#1630),Co-authored-by: Firoj Ghimire firoj@socialknowledge.com
165,Apache corrupts files on mounted folder (#1631),"https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=900821 I encountered this issue under hyper-v. The proposed fix disables mmap, which seems to be broken on cifs.",Apache corrupts files on mounted folder (#1631),"link I encountered this issue under hyper-v. The proposed fix disables mmap, which seems to be broken on cifs."
166,tagging v12.1.1,,tagging v12.1.1,
167,Default MySQL to be true,Resolves https://github.com/laravel/homestead/issues/1625,Default MySQL to be true,Resolves link
168,Update golang version to 1.16.2 (#1629),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16.2 (#1629),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
169,Update golang version to 1.16.1 (#1628),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16.1 (#1628),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
170,Apply fixes from StyleCI (#1626),,Apply fixes from StyleCI (#1626),
171,"When creating WSL Sites, clear any existing nginx sites",,"When creating WSL Sites, clear any existing nginx sites",
172,Tagging v12.1.0,,Tagging v12.1.0,
173,Merge branch 'main' of github.com:laravel/homestead into main,,Merge branch 'main' of github.com:laravel/homestead into main,
174,Updates for WSL2,,Updates for WSL2,
175,"Adding Meilisearch feature, thanks to CorruptedCyborg for the gist",,"Adding Meilisearch feature, thanks to CorruptedCyborg for the gist",
176,Standardize on client_max_body_size at 100M,,Standardize on client_max_body_size at 100M,
177,remove client_max_body_size from site types so FPM takes priority,,remove client_max_body_size from site types so FPM takes priority,
178,Update readme for supported versions,,Update readme for supported versions,
179,Update golang version to 1.16 (#1616),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.16 (#1616),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
180,Allow specifying a full proxy_pass value with the to key in the homestead.yml (#1611),,Allow specifying a full proxy_pass value with the to key in the homestead.yml (#1611),
181,Added query logging for MariaDB (#1601),  Added query logging for MariaDB   Disable query logging by default ,Added query logging for MariaDB (#1601),Added query logging for MariaDB Disable query logging by default
182,Update golang version to 1.15.8 (#1609),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.15.8 (#1609),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
183,Trader PHP extension (#1608),  use postgresdb2 by default for postgres 11 and 12   fixed mongo url   retracted mongodb url change   added trader PHP extension as a feature   fixed mongo url   retracted mongodb url change   added trader PHP extension as a feature ,Trader PHP extension (#1608),use postgresdb2 by default for postgres 11 and 12 fixed mongo url retracted mongodb url change added trader PHP extension as a feature fixed mongo url retracted mongodb url change added trader PHP extension as a feature
184,"Tagging v12.0.0, requires vagrant box v11.0.0",,"Tagging v12.0.0, requires vagrant box v11.0.0",
185,Upgrade TimescaleDB to 2.0 for Postgres 11 and 12 (#1602),  use postgresdb2 by default for postgres 11 and 12   fixed mongo url   retracted mongodb url change ,Upgrade TimescaleDB to 2.0 for Postgres 11 and 12 (#1602),use postgresdb2 by default for postgres 11 and 12 fixed mongo url retracted mongodb url change
186,Increase maximum size of the client request body (#1600),https://www.cyberciti.biz/faq/linux-unix-bsd-nginx-413-request-entity-too-large/,Increase maximum size of the client request body (#1600),link/
187,Update references to master branch to main,,Update references to master branch to main,
188,Update golang version to 1.15.7 (#1594),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com,Update golang version to 1.15.7 (#1594),Signed-off-by: Ricardo Seriani ricardo.seriani@gmail.com
189,Add support for VirtualBox's --paravirtprovider flag #1580,,Add support for VirtualBox's --paravirtprovider flag #1580,
190,fixed mongodb-org-4.4 in mongodb.sh (#1588),,fixed mongodb-org-4.4 in mongodb.sh (#1588),
191,Removed the wsl2 systemd script from wsl-init (#1589),no longer work,Removed the wsl2 systemd script from wsl-init (#1589),no longer work
192,Clean up Readme,,Clean up Readme,
