Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
[chore] Normalize Travis CI builds (#480),0.4280005,Test build with Ruby 2.4 on CI (#184),Merge pull request 480,0
Update history to reflect merge of #479 [ci skip],0.4220997,Reintroduce removed social includes for backwards compatibility (#217),,0
Place skins in minima/skins to clarify purpose (#479),0.410291,Demo minima on GitHub Pages (#76),Merge pull request 479,0
Improve customizability of the theme (#478),0.60556495,More easily customizable CSS (#117), Improve customizability of the theme,0
Update history to reflect merge of #475 [ci skip],0.40658605,Reintroduce removed social includes for backwards compatibility (#217),,0
Update .gitignore (#475),0.4119496,Look for site.github.url if it exists (#25),Merge pull request 475,0
Update history to reflect merge of #470 [ci skip],0.39421532,Reintroduce removed social includes for backwards compatibility (#217),,0
Remove RSS icon from the social media list (#470),0.4949773,social icons should resolve baseurl properly (#201),Merge pull request 470,0
Update history to reflect merge of #468 [ci skip],0.41675726,Reintroduce removed social includes for backwards compatibility (#217),,0
Rename favicons.html to custom-head.html (#468),0.4153409,replace example/index.html with example/index.md (#58),Merge pull request 468,0
Adjust margins of headings to make sections clear (#467),0.47058177,Scale headings relative to base-font-size (#78),Co-authored-by: Joel Glovier 1319791+jglovier@users.noreply.github.com,0
Update history to reflect merge of #458 [ci skip],0.40996796,Reintroduce removed social includes for backwards compatibility (#217),,0
Set margin-bottom of pagination (#458),0.298195,Stick footer for short posts (#223),Merge pull request 458,0
Update history to reflect merge of #462 [ci skip],0.4066742,Reintroduce removed social includes for backwards compatibility (#217),,0
Export a variable to let users to custom the font family of code (#462),0.4473872,Add better system fonts (#205),Merge pull request 462,0
Update history to reflect merge of #461 [ci skip],0.4026464,Reintroduce removed social includes for backwards compatibility (#217),,0
Set margins of hr to improve readability (#461),0.38306475,Remove whitespace due to Liquid tags in generated HTML (#202),Merge pull request 461,0
Update history to reflect merge of #455 [ci skip],0.40044093,Reintroduce removed social includes for backwards compatibility (#217),,0
Fix a bug of incorrect parsing of page.modified_date (#455),0.36510658,Use date_format if set in configuration (#70),Merge pull request 455,0
Update history to reflect merge of #432 [ci skip],0.39853013,Reintroduce removed social includes for backwards compatibility (#217),,0
Show the last modified date of posts (#432),0.2581366,Use date_format if set in configuration (#70),Merge pull request 432,0
Update history to reflect merge of #450 [ci skip],0.38899943,Reintroduce removed social includes for backwards compatibility (#217),,0
Support pagination through posts in home layout (#450),0.46745938,Move contents of the index.html page to the 'home' layout (#48),Merge pull request 450,0
Update history to reflect merge of #449 [ci skip],0.4072664,Reintroduce removed social includes for backwards compatibility (#217),,0
Improve readability of post titles with diacritics (#449),0.33175865,Add better system fonts (#205),Merge pull request 449,0
Update history to reflect merge of #384 [ci skip],0.40424457,Reintroduce removed social includes for backwards compatibility (#217),,0
Drop support for scalar 'author' configuration (#384),0.31357974,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 384,0
Update history to reflect merge of #448 [ci skip],0.40351337,Reintroduce removed social includes for backwards compatibility (#217),,0
Re-implement site footer markup and styles (#448),0.48861027,Avoid build errors introduced in 2.2.0  (#141) for websites using minima and a custom footer,Merge pull request 448,0
Update history to reflect merge of #348 [ci skip],0.41668263,Reintroduce removed social includes for backwards compatibility (#217),,0
Support mutiple authors on post layout (#348),0.22820929,Stick footer for short posts (#223),Merge pull request 348,0
Update history to reflect merge of #445 [ci skip],0.4028069,Reintroduce removed social includes for backwards compatibility (#217),,0
Stop prefixing CSS calc with -webkit- (#445),0.38874692,Move instruction for CSS in install section (#37),Merge pull request 445,0
Update history to reflect merge of #352 [ci skip],0.40834528,Reintroduce removed social includes for backwards compatibility (#217),,0
Add GitLab to social (#352),0.5041827,Add more social links (#141),Merge pull request 352,0
Update history to reflect merge of #410 [ci skip],0.40281647,Reintroduce removed social includes for backwards compatibility (#217),,0
Add social support for dev.to (#410),0.46688798,Add more social links (#141),Merge pull request 410,0
Update history to reflect merge of #443 [ci skip],0.39405927,Revert social_sites hash for retrocompatibility (#190),,0
Add stackoverflow to social media list (#443),0.59184444,Add more social links (#141),Merge pull request 443,0
Update history to reflect merge of #438 [ci skip],0.4088016,Reintroduce removed social includes for backwards compatibility (#217),,0
Update README section on adding favicons to site (#438),0.4922774,Update README with theme content description (#91),Merge pull request 438,0
Update history to reflect merge of #441 [ci skip],0.41932485,Reintroduce removed social includes for backwards compatibility (#217),,0
Add font-size styles for elements h5 and h6 (#441),0.5344691,Scale headings relative to base-font-size (#78),Merge pull request 441,0
Update history to reflect merge of #437 [ci skip],0.4079926,Reintroduce removed social includes for backwards compatibility (#217),,0
Assign static value to variable outside forloop (#437),0.107879594,Update config description comment (#203),Merge pull request 437,0
Update history to reflect merge of #439 [ci skip],0.4111842,Reintroduce removed social includes for backwards compatibility (#217),,0
Ignore .jekyll-cache (#439),0.6362014,Example should require Jekyll 3.3 (#61),Merge pull request 439,0
Update history to reflect merge of #436 [ci skip],0.4126805,Reintroduce removed social includes for backwards compatibility (#217),,0
"Use ""rem"" unit in relative-font-size mixin (#436)",0.5409085,Use relative size for fonts and line-height (#103),Merge pull request 436,0
Update history to reflect merge of #321 [ci skip],0.41004282,Reintroduce removed social includes for backwards compatibility (#217),,0
Add overflow-wrap: break-word to body tag (#321),0.42747414,Remove whitespace due to Liquid tags in generated HTML (#202),Merge pull request 321,0
Update history to reflect merge of #303 [ci skip],0.40282393,Reintroduce removed social includes for backwards compatibility (#217),,0
fix: make page.list_title optional (#303),0.45596287,Docs: clarification about page title (#142),Merge pull request 303,0
Update history to reflect merge of #296 [ci skip],0.4081573,Reintroduce removed social includes for backwards compatibility (#217),,0
fix: overflow auto for tables (#296),0.47636306,Add default table styles (#144),Merge pull request 296,0
Update history to reflect merge of #435 [ci skip],0.3849813,Reintroduce removed social includes for backwards compatibility (#217),,0
"Use ""em"" unit in relative-font-size mixin (#435)",0.553871,Use relative size for fonts and line-height (#103),Merge pull request 435,0
Update history to reflect merge of #373 [ci skip],0.4214518,Reintroduce removed social includes for backwards compatibility (#217),,0
docs: remove Google+ (#373),0.3865071,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 373,0
Update history to reflect merge of #390 [ci skip],0.3795886,Reintroduce removed social includes for backwards compatibility (#217),,0
Removed hyphens (#390),0.519513,Corrected misspelled word (#72),Merge pull request 390,0
Update history to reflect merge of #433 [ci skip],0.40119952,Reintroduce removed social includes for backwards compatibility (#217),,0
Add a placeholder of favicons (#433),0.43439323,social icons should resolve baseurl properly (#201),Merge pull request 433,0
Update history to reflect merge of #426 [ci skip],0.42109185,Reintroduce removed social includes for backwards compatibility (#217),,0
Set the border-radius of .highlight (#426),0.31616372,More easily customizable CSS (#117),Merge pull request 426,0
Update history to reflect merge of #386 [ci skip],0.40654755,Reintroduce removed social includes for backwards compatibility (#217),,0
Add rel=me attributes to social links (#386),0.6702368,Add more social links (#141),Merge pull request 386,0
Update history to reflect merge of #404 [ci skip],0.42230135,Reintroduce removed social includes for backwards compatibility (#217),,0
Solarized skins (#404),0.28753972,Add better system fonts (#205),Merge pull request 404,0
Update history to reflect merge of #336 [ci skip],0.42124695,Reintroduce removed social includes for backwards compatibility (#217),,0
Allow skins to be defined and customized easily (#336),0.53526247,More easily customizable CSS (#117),Merge pull request 336,0
Update screenshot to reflect current rendering (#415),0.38547206,Update Example to resemble Default site (#24), Update screenshot to reflect current rendering,0
Update history to reflect merge of #400 [ci skip],0.3776192,Reintroduce removed social includes for backwards compatibility (#217),,0
Add Keybase to social links (#400),0.69696045,Add more social links (#141),Merge pull request 400,0
Update history to reflect merge of #399 [ci skip],0.41374058,Reintroduce removed social includes for backwards compatibility (#217),,0
Update History.markdown (#399),0.3780924,replace example/index.html with example/index.md (#58),Merge pull request 399,0
Correct typo in config file (#385),0.5701137,Update config description comment (#203),,0
Remove redundant title from footer (#319),0.4186804,Docs: clarification about page title (#142),,0
Move 'Subscribe' anchor's start tag in home.html (#312),0.47558704,Move contents of the index.html page to the 'home' layout (#48), Move 'Subscribe' anchor's start tag in home.html Reduce line-length of 'Subscribe' anchor tag  Co-Authored-By: Ashwin Maroli ashmaroli@users.noreply.github.com,0
Update README documentation (#381),0.61169744,Update README with theme content description (#91),,0
Fix footer stacking issue for smaller view sizes (#379),0.48758876,Avoid build errors introduced in 2.2.0  (#141) for websites using minima and a custom footer,,0
Remove google+ from social icons SVG (#370),0.5520285,social icons should resolve baseurl properly (#201),,0
https link (#362),0.49490654,Add more social links (#141),,0
Allow testing with Jekyll 4.x (#351),0.9498249,Allow use and testing with Jekyll 4.x (#398),,1
removed closed down Google+ Service (#361),0.35860735,Google analytics support (#26),,0
Update history to reflect merge of #347 [ci skip],0.41383976,Reintroduce removed social includes for backwards compatibility (#217),,0
chore (ci): remove deprecated sudo: false in .travis.yml (#347),0.31011638,Remove the Rakefile (#118),Merge pull request 347,0
Update history to reflect merge of #346 [ci skip],0.420133,Reintroduce removed social includes for backwards compatibility (#217),,0
Update multiline config comment. (#346),0.88525903,Update config description comment (#203),Merge pull request 346,1
Docs: Fix disclaimer italics in README (#344),0.42427564,Update README with theme content description (#91),,0
Add a disclaimer to the README (#343),0.39928773,Update README with theme content description (#91),,0
Convert social-links column into a row of icons (#146),0.5922153,Add more social links (#141),,0
chore(deps): relax version constraint on bundler (#331),0.35819197,Update gemspec to require at least Jekyll 3.3 (#59),,0
fix a typo (#326),0.6949589,Corrected misspelled word (#72),,0
fix: adopt GitHub Pages nomenclature (#305),0.4818261,priority to site.url when site.github.url is available (#46),,0
"Add rel=""me"" to micro.blog link (#315)",0.3986612,Add more social links (#141),,0
Fix site title line height (#314),0.4269756,Use relative size for fonts and line-height (#103),,0
Remove unused none display in _layout.scss (#313),0.39534065,Remove duplicate .sass-cache  (#71),,0
Added rel=me to Mastodon (#308),0.64918506,Adding Mastodon to the social networks (#198),Mastodon uses this to verify a personal link. (https://docs.joinmastodon.org/usage/basics/#link-verification),0
style: Subscribe feed link (#300),0.49802,Handle RSS feed with jekyll-feed (#183),,0
Add Telegram to social (#297),0.5225121,Add more social links (#141),,0
refactor scss to mobile-first (#130),0.4486108,Close #55: Improve mobile user experience (#62)," refactor SCSS to mobile-first  Styles meant for small screens is moved from media queries to become the default styles, and styles affecting larger screens are moved into media queries.  Remove all uses of desktop-first media-query mixin set new variables to value of old variables add comment as deprecation warning for media query mixin",0
Vertically aligned middle for social icons (#271),0.4640112,social icons should resolve baseurl properly (#201),,0
Fix SVG validation error (#236),0.5017474,Consolidate trigger SVG paths (#148),"Attribute ""xmlns"" is not allowed to appear in element ""symbol"".",0
Migrate from analytics.js to gtag.js (#281),0.60712886,Google analytics support (#26), Replace analytics.js with gtag.js,0
Removed unnecessary role attribute from header tag (#204),0.33135802,add header_pages config to link only specific files in header (#52),,0
fix(css): prevent site title from getting covered by hamburger menu (#179),0.4309811,fix: styling main element in IE 11 (#199),,0
HTML escape author in posts (#132),0.41150007,Fix html proofer errors (#49),,0
Add YouTube channel to social (#292),0.5738807,Add more social links (#141)," Add YouTube channel to social  Support channels, by adding youtube_channel, and youtube_channel_name, since most names are randomly generated IDs, e.g. UCvmINlrza7JHB1zkIOuXEbw). For example, youtube_channel: UCvmINlrza7JHB1zkIOuXEbw youtube_channel_name: jekyll  This preserves the existing youtube_username setting, since it should will support the other URL systems on YouTube, legacy usernames and new custom URLs, see: https://support.google.com/youtube/answer/6180214",0
Add support for micro.blog social media (#267),0.45223883,Add more social links (#141),,0
update 'customization' in README (#79),0.6522559,Update README with theme content description (#91),,0
Hide nav toggle if nav is empty. (#289),0.32355013,Document how to customize navigation links (#192),Nav toggle button would display in mobile view even if nav dropdown is empty.,0
Update URL on #158 (#290),0.51004905,Update default local URL (#120),,0
README update re Disqus (#284),0.814799,Add support to Disqus (#21),Need to add full url to config for disqus to work.,1
docs: customize favicons (#287),0.4229251,More easily customizable CSS (#117),,0
Add favicon (#278),0.44944257,Add more social links (#141), Add default favicon Docs: change default favicon,0
Bigger font-size for h1 in posts (#273),0.47649318,Scale headings relative to base-font-size (#78),,0
Merge pull request #254 from ashawley/fix-header-pages-config,0.47435415,add header_pages config to link only specific files in header (#52),Fix example header_pages in config,0
Fix example header_pages in config,0.6530638,add header_pages config to link only specific files in header (#52),"Change path to about.md, since about.html is confusing.",0
Update history to reflect merge of #248 [ci skip],0.41447896,Reintroduce removed social includes for backwards compatibility (#217),,0
flexbox bug fix (footer overlapping) (#248),0.3725964,Avoid build errors introduced in 2.2.0  (#141) for websites using minima and a custom footer,Merge pull request 248,0
Correct inclusion of www prefix to prevent redirects (#233),0.3808174,social icons should resolve baseurl properly (#201),,0
Merge pull request #229 from jekyll/pull/release-2.5.0,0.5820615,Add jekyll-seo-tag dependency (#139),Release 2.5.0,0
Merge branch 'master' into pull/release-2.5.0,0.24841875,"Github and Twitter includes have been removed in the footer, please update your layout like so.",,0
Add missing hyphen (#232),0.41589475,Corrected misspelled word (#72),,0
Release 💎 2.5.0,0.44122046,Remove 2.0 post-install message (#82),,0
consolidate trigger SVG paths (#148),0.99999976,Consolidate trigger SVG paths (#148),,1
Update config (#228),0.7473553,Update config description comment (#203), Fix link to feed Rely on defaults,1
Stick footer for short posts (#223),0.99999994,Stick footer for short posts (#223),Fix #222,1
Release :gem: 2.4.1 (#221),0.62566215,Test build with Ruby 2.4 on CI (#184),,0
reintroduce removed social includes (#217),0.9032936,Reintroduce removed social includes for backwards compatibility (#217),,1
Fix typo (#213),0.6725276,Corrected misspelled word (#72),,0
Release :gem: 2.4.0 (#210),0.6336992,Test build with Ruby 2.4 on CI (#184),,0
Release :gem: 2.4.0 (#209),0.6230558,Test build with Ruby 2.4 on CI (#184),,0
Improve thw wording in index.md (#175),1.0,Improve thw wording in index.md (#175),The current comment in index.md was confusing to me as a new Jekyll developer; it seemed to suggest that the content should be added directly to _layouts/home.html instead of index.md. This fix strives to clarify the roles of each file.,1
Remove whitespace due to Liquid tags in generated HTML (#202),1.0000001,Remove whitespace due to Liquid tags in generated HTML (#202),,1
Add better system fonts (#205),1.0000001,Add better system fonts (#205),Add a system font stack to support different OSes for a more comfortable & pleasing look. This exact stack is used by https://github.com/ as well,1
Update config description comment (#203),0.9999999,Update config description comment (#203),,1
social icons should resolve baseurl properly (#201),0.99999964,social icons should resolve baseurl properly (#201),,1
Update history to reflect merge of #199 [ci skip],0.4190383,Reintroduce removed social includes for backwards compatibility (#217),,0
fix: styling main element in IE 11 (#199),1.0000001,fix: styling main element in IE 11 (#199),Merge pull request 199,1
Update history to reflect merge of #198 [ci skip],0.4251426,Reintroduce removed social includes for backwards compatibility (#217),,0
Adding Mastodon to the social networks (#198),0.99999976,Adding Mastodon to the social networks (#198),Merge pull request 198,1
Release 💎  v2.3.0 (#195),0.4472718,Remove 2.0 post-install message (#82),,0
Test against Ruby 2.4 (#184),0.7033227,Test build with Ruby 2.4 on CI (#184),,1
Reindent layout (#194),0.30738294,More easily customizable CSS (#117),props @ashmaroli,0
Add support for excerpts on homepage (#90),0.9489513,Add option to show excerpts on the homepage (#90),,1
Fix link to feed (#183),0.5458726,Handle RSS feed with jekyll-feed (#183),fix #98,0
frozen string literal (#193),0.24620906,Fix gemspec regex (#31),,0
Document header_pages (#192),0.5214851,add header_pages config to link only specific files in header (#52),props @dirkgomez @adamvoss,0
Merge pull request #191 from jekyll/release-2.2.1,0.59292865,Add jekyll-seo-tag dependency (#139),Release 2.2.1,0
Release :gem: v2.2.1,0.6304676,Test build with Ruby 2.4 on CI (#184),,0
Rubocop,0.2800677,Fix gemspec regex (#31),,0
Merge pull request #190 from ashawley/revert-2a5bcb0,0.42142564,Reintroduce removed social includes for backwards compatibility (#217),Revert social_sites hash,0
Revert 2a5bcb0 by removing social_sites hash,0.89368045,Revert social_sites hash for retrocompatibility (#190),,1
Merge pull request #189 from AndrewJudson/ajudson/fix_readme,0.47844303,Update README with theme content description (#91),Update social_sites in README,0
Update social_sites in README,0.5616375,Revert social_sites hash for retrocompatibility (#190),This changes the documentation to match the version in _config.yml in https://github.com/jekyll/minima/pull/141.,0
Merge pull request #186 from jekyll/pull/release-2.2.0,0.5994034,Add jekyll-seo-tag dependency (#139),Release :gem:  v2.2.0,0
Release :gem:  v2.2.0,0.632825,Test build with Ruby 2.4 on CI (#184),,0
Merge pull request #141 from ashawley/domingohui-master,0.33455744,Add jekyll-seo-tag dependency (#139),Refactor social links,0
Merge branch 'master' into domingohui-master,0.2041436,"Github and Twitter includes have been removed in the footer, please update your layout like so.",,0
Merge pull request #177 from MikkCZ/issue-158,0.34789857,Reintroduce removed social includes for backwards compatibility (#217),Honor DNT for Google Analytics,0
Merge branch 'master' into issue-158,0.2704928,Remove incomplete status from spec summary (#63),,0
Add note to History.markdown,0.3688176,Add Microformats markup (#160),,0
Rename icons.svg to minima-social-icons.svg,0.5183347,social icons should resolve baseurl properly (#201),,0
Add relative_url for link to feed.xml,0.4779892,Handle RSS feed with jekyll-feed (#183),,0
Add social_sites hash,0.73629004,Revert social_sites hash for retrocompatibility (#190),,1
Sync about page with template in jekyll,0.49834463,Example should require Jekyll 3.3 (#61),,0
Drop xmlns from svg tag,0.48503387,Consolidate trigger SVG paths (#148),,0
Drop Stackoverflow since username problems,0.24416813,Revert social_sites hash for retrocompatibility (#190),,0
Don't escape social usernames expecting + or /,0.40277946,Revert social_sites hash for retrocompatibility (#190),,0
Fix paths to social links for Flickr and SO,0.6195913,social icons should resolve baseurl properly (#201),,0
Mention social links in README,0.6116241,Add more social links (#141),,0
Remove viewBox property from .svg-icon CSS,0.3996505,Consolidate trigger SVG paths (#148),,0
Remove unnecessary whitespace change,0.5741508,Remove whitespace due to Liquid tags in generated HTML (#202),,0
Use rss title in config for social link,0.51596624,Handle RSS feed with jekyll-feed (#183),,0
cgi and html escape social usernames,0.35413206,Revert social_sites hash for retrocompatibility (#190),,0
Fix social includes in about,0.6143462,Reintroduce removed social includes for backwards compatibility (#217),,0
Move links to social.html,0.6665547,Add more social links (#141),,0
Fix defect with boolean operator and include,0.286588,Fix html proofer errors (#49),,0
Vertical align,0.36186376,$table-text-align: left !default;,,0
Fix svg vertical align,0.45200604,Consolidate trigger SVG paths (#148),,0
Make icon's vertical spacing global,0.3638248,Use relative size for fonts and line-height (#103),,0
Remove email icon,0.31193456,social icons should resolve baseurl properly (#201),,0
Fix icon spacing,0.35629913,Use standardized tab size of 2 spaces (#44),,0
Remove encoding info,0.2558685,Remove 2.0 post-install message (#82),,0
Remove  in svg,0.5024252,Consolidate trigger SVG paths (#148),,0
Remove old svg,0.5072108,Consolidate trigger SVG paths (#148),,0
Fix include link,0.40323415,Reintroduce removed social includes for backwards compatibility (#217),,0
Cleaner svg includes; svg sprite,0.54960847,Consolidate trigger SVG paths (#148),,0
Merge pull request #176 from jekyll/license,0.5301539,Allow use and testing with Jekyll 4.x (#398),Update Copyright notice,0
"Honor DNT for Google Analytics, fix #157",0.59790844,Google analytics support (#26),,0
Update LICENSE.txt,0.32317603,Update config description comment (#203),,0
Merge pull request #174 from jekyll/history,0.5336945,Add jekyll-seo-tag dependency (#139),Update History.markdown,0
Merge branch 'master' into history,0.2188111,"Github and Twitter includes have been removed in the footer, please update your layout like so.",,0
Merge pull request #137 from ashmaroli/flexible-home-layout,0.4693996,Move contents of the index.html page to the 'home' layout (#48),Increase flexibility of 'home' layout,0
Merge branch 'master' into flexible-home-layout,0.4623719,Move contents of the index.html page to the 'home' layout (#48),,0
Merge pull request #151 from ashmaroli/trim-gemspec,0.5168045,Fix gemspec regex (#31),Remove redundant entries in gemspec,0
Merge branch 'master' into trim-gemspec,0.4769919,Use upstream gemspec file matcher (#9),,0
Update History.markdown,0.3509757,replace example/index.html with example/index.md (#58),,0
Merge pull request #160 from barryf/microformats,0.4955776,Add Microformats markup (#160),Add Microformats markup,0
Use  for h-card URL. Add u-url to social.,0.56868726,Add more social links (#141),,0
Add Microformats markup to posts and home.,0.7141615,Add Microformats markup (#160),,1
Merge pull request #154 from ashmaroli/History,0.34895825,Reintroduce removed social includes for backwards compatibility (#217),Update history to reflect merge of #139 [ci skip],0
Update history to reflect merge of #139,0.3746954,Revert social_sites hash for retrocompatibility (#190),,0
Merge pull request #139 from jekyll/jekyll-seo-tag-dependency,0.8217896,Add jekyll-seo-tag dependency (#139),Add jekyll-seo-tag dependency,1
Merge branch 'master' into jekyll-seo-tag-dependency,0.7136092,Add jekyll-seo-tag dependency (#139),,1
Update history to reflect merge of #144 [ci skip],0.4087724,Reintroduce removed social includes for backwards compatibility (#217),,0
add default table styles (#144),1.0,Add default table styles (#144),Merge pull request 144,1
remove redundant entries in gemspec,0.56686807,Fix gemspec regex (#31),,0
Update history to reflect merge of #142 [ci skip],0.42046636,Reintroduce removed social includes for backwards compatibility (#217),,0
Docs: clarification about page title (#142),0.99999964,Docs: clarification about page title (#142),Merge pull request 142,1
docs: mention jekyll-seo-tag in the README,0.768723,Add jekyll-seo-tag dependency (#139),,1
remove whitespace,0.5745503,Remove whitespace due to Liquid tags in generated HTML (#202),,0
Make use of seo tag,0.37118733,Add jekyll-seo-tag dependency (#139),,0
add jekyll-seo-tag dependency,0.9536265,Add jekyll-seo-tag dependency (#139),,1
add documentation for flexible 'home' layout,0.4481237,Move contents of the index.html page to the 'home' layout (#48),,0
Increase flexibility of 'home' layout,0.5083046,Move contents of the index.html page to the 'home' layout (#48),,0
Update history to reflect merge of #88 [ci skip],0.41069672,Reintroduce removed social includes for backwards compatibility (#217),,0
handling content outside of posts (#88),1.0,Handling content outside of posts (#88),Merge pull request 88,1
