Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
38,Fix classloading in snakeyaml (#1340),0.9029529,Fix classloading in snakeyaml (#1340) @timja,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
39,Added basic jenkins conf demo,0.57421005,add updatecli for integrations jenkins.version (#2097) @jetersen,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
40,Add the JSON Schema Documentation page (#1030),0.9515152,Add the JSON Schema Documentation page (#1030) @sladyn98,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
41,Bump matrix-auth from 2.6.3 to 2.6.8 (#1669),0.95931387,Bump matrix-auth from 2.6.3 to 2.6.8 (#1669) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
42,Remove credentials from support plugin (#863),0.85477334,Removed the configurator for Credentials Plugin from Support plugin. Use Credentials 2.2.0+ instead (#863) @jetersen,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
43,Bump okio from 2.8.0 to 2.10.0 (#1671),0.9611701,Bump okio from 2.8.0 to 2.10.0 (#1671) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
44,[maven-release-plugin] prepare release configuration-as-code-1.0-rc1,0.6078929,* Bump config-file-provider from 3.10.0 to 3.11.1 (#2065) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
45,Fix erroneous removal of secret prefixes in SecretSource (#2007),0.9451971,Fix erroneous removal of secret prefixes in SecretSource (#2007) @chriskilding,,1
46,Bump docker-commons from 1.14 to 1.17 (#1502),0.9597138,Bump docker-commons from 1.14 to 1.17 (#1502) @dependabot,"... figuration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.375.3"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",1
47,exclude original snakeyaml from plugin (#819),0.94033796,exclude original snakeyaml from the plugin (#819) @casz,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
48,Bump joda-time from 2.10.5 to 2.10.6 (#1470),0.9689404,Bump joda-time from 2.10.5 to 2.10.6 (#1470) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
49,[maven-release-plugin] prepare release parent-1.5,0.5907004,* build(deps-dev): Bump maven-plugin from 3.19 to 3.20 (#2158) @dependabot,"... figuration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.375.2"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",0
50,include all rootConfigurators,0.50414205,Ignore unknown root elements starting with x- (#1379) @jetersen,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
51,Bump netty.version from 4.1.51.Final to 4.1.52.Final (#1459),0.9757173,Bump netty.version from 4.1.51.Final to 4.1.52.Final (#1459) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
52,Add a configurable delay to avoid race condition in initializer (#1204),0.8760383,280 workaround - Add a configurable delay to avoid race condition in initializer (#1204) @jtnord,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
53,Improve documentation/wording further,0.7769662,fix and improve generated documentation,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
54,Changed docker cloud test and configuration file,0.66453004,doc: update Docker Cloud examples (#1960) @bguerin,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
55,Add demos for mesos cloud configuration (#137),0.5976243,add terraform demo,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
56,Bump job-dsl from 1.74 to 1.77 (#1536),0.9640653,Bump job-dsl from 1.74 to 1.77 (#1536) @dependabot,"... guration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.375.1"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",1
57,Bump artifactory from 3.4.0 to 3.11.2 (#1610),0.9609089,Bump artifactory from 3.4.0 to 3.11.2 (#1610) @basil,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
58,make job-dsl an optional dependency,0.58869404,Remove job-dsl from support plugin (#861) @casz,Co-authored-by: Tim Jacomb 21194782+timja@users.noreply.github.com,0
59,docs: Allow blank issues (#2107),0.9172573,docs: Allow blank issues (#2107) @NotMyFault,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
60,Validate proxy demo with the integrations framework (#1106),0.9567872,Validate proxy demo with the integrations framework (#1106) @v1v,,1
61,also support symlinks,0.63275397,  We no longer follow symlinks or hidden files due to this change,,0
62,[maven-release-plugin] prepare release configuration-as-code-1.41,0.6241421,"This release was broken, it caused https://github.com/jenkinsci/configuration-as-code-plugin/issues/1339, fixed in https://github.com/jenkinsci/configuration-as-code-plugin/pull/1340, released in v1.38 🌈",,0
63,fix documentation link ,0.77639544,fix and improve generated documentation,,1
64,Modernize GH Action CI (#1812),0.87605,Modernize GH Action CI (#1812) @offa,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
65,It has been renamed to master.componentName (#1256),0.88887626,It has been renamed to master.componentName (#1256) @jhonmike,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
66,Update error message in RoundTripAbstractTest (#1144),0.9439169,Update error message in RoundTripAbstractTest (#1144) @Smasherr,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
67,Fix broken sonar config (#996),0.8968359,Fix broken sonar config (#996) @yogeek,"... guration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.361.3"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",1
68,build(deps): Bump netty-bom from 4.1.79.Final to 4.1.81.Final (#2123),0.97356,* build(deps): Bump netty-bom from 4.1.79.Final to 4.1.81.Final (#2123) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
69,Bump maven-artifact from 3.8.2 to 3.8.3 (#1779),0.969616,Bump maven-artifact from 3.8.2 to 3.8.3 (#1779) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
70,Bump joda-time from 2.10.12 to 2.10.13 (#1878),0.96740496,Bump joda-time from 2.10.12 to 2.10.13 (#1878) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
71,Move metricsAccessKey to new unclassified root,0.5136311,Upgrade metrics-plugin (#1289) @fcojfernandez,,0
72,ConfigurationAsCode.getBundledCasCURIs was broken. (#509),0.7012963,Fix codacy issues (#977) @casz,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
73,Test JCasC against 2.303.1 (#1702),0.95826674,Test JCasC against 2.303.1 (#1702) @basil,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
74,Use containsKey(..). #19,0.49961153,Clear information about overwriting configuration keys (#1533) @benjaoming,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
75,Bump annotations from 15.0 to 22.0.0 (#1709),0.960024,Bump annotations from 15.0 to 22.0.0 (#1709) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
76,Explain local run. (#614),0.46759087,SecretResolver support file and base64 variable expansion (#1408) @jetersen,,0
77,changelog 1.7 (#759),0.601455,Change log level to WARN when configuration sources could not be applied (#1131) @LorisSecuro,,0
78,Bump jenkins.version from 2.375.2 to 2.375.3 (#2205),0.88046515,Bump jenkins.version to 2.332.2 (#1944) @imonteroperez,,1
79,Added API restriction to Project Based Matrix Auth. For #122,0.63306487,Clarified Built-In and GitHub Authorizations for Global Matrix Auth Plugin (#1642) @dbeezt,,0
80,fix id for jetersen,0.59511495,Removed the configurator for Credentials Plugin from Support plugin. Use Credentials 2.2.0+ instead (#863) @jetersen,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
81,fix Job DSL race condition (#780),0.9515518,fix Job DSL race condition (#780) @casz,,1
82,credentials support,0.62362576,update doc with required version for credentials and role-strategy (#907) @casz,"... guration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.361.2"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",0
83,Fix JavaDocs (#136),0.6363421,Reference Javadoc from the Developer documentation page (#1054) @oleg-nenashev,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
84,Bump ldap from 2.4 to 2.7 (#1665),0.94991076,Bump ldap from 2.4 to 2.7 (#1665) @dependabot,,1
85,[maven-release-plugin] prepare release configuration-as-code-1.22,0.61484396,"This release was broken, it caused https://github.com/jenkinsci/configuration-as-code-plugin/issues/1339, fixed in https://github.com/jenkinsci/configuration-as-code-plugin/pull/1340, released in v1.38 🌈",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
86,Diagnosability - BaseConfigurator reports field which it failed to modify,0.5450841,"Data Bound Configurator: Take the @ParametersAreNonnullByDefault annotation into account when resolving mandatory fields. Supported scopes: class, package and method (#950) @AbhyudayaSharma",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
87,Rename reload command #592,0.59887826,Add another method for configuration reload (#1068) @szandala,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
88,Fix ToolDefaultPropertiesExportBlacklistTest#export_tool_configuration() when building the plugin on Windows (#946),0.9759047,Fix ToolDefaultPropertiesExportBlacklistTest#export_tool_configuration() when building the plugin on Windows (#946) @casz,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
89,Simplification using existing code,0.5623398,Update CD template to use re-useable workflow (#2008) @timja,"... guration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.361.1"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",0
90,"stapler only consider views on parent classes, not interfaces",0.4552551,add ConfiguredWithCode as class rule (#846) @casz,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
91,"Revert ""Replace Guava's cache with Caffeine."" (#1596)",0.93022513,"Revert ""Replace Guava's cache with Caffeine."" (#1596) @jtnord",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
92,"Trim file/URL input in HTML form on ""configuration-as-code"" page (#768)",0.5023462,Use CSS user-select to achieve easy copy paste of View Export (#853) @casz,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
93,fix checkstyle on windows (#881),0.9128114,fix checkstyle on windows (#881) @casz,,1
94,Fixed test for #153,0.68302655,Test against LTS 2.332.3 (#1966) @NotMyFault,,0
95,Bump error_prone_annotations from 2.3.3 to 2.3.4,0.9445077,Bump error_prone_annotations from 2.3.3 to 2.3.4 (#1286) @dependabot,,1
96,Update IMPLEMENTATION.md,0.6669673,(docs) update README.md (#1553) @vladdoster,,0
97,Bump jira from 3.5 to 3.6 (#1730),0.96121114,Bump jira from 3.5 to 3.6 (#1730) @dependabot,,1
98,Bump netty-bom from 4.1.69.Final to 4.1.72.Final (#1810),0.96515673,Bump netty-bom from 4.1.69.Final to 4.1.72.Final (#1810) @dependabot,"... guration-as-code-plugin/configuration-as-code-plugin/updatecli/update-jenkins.ps1 -PomPath integrations/pom.xml -NewVersion 2.346.3"" Made with ❤️️ by updatecli Co-authored-by: GitHub Actions 41898282+github-actions[bot]@users.noreply.github.com",1
99,add support for tool installations (git-client-plugin),0.62612516,  Added some more test helpers for other plugin devs to use,,0
100,Add Alauda Sync Plugin demo (#533),0.6442045,Adding saml plugin config in demo (#865) @anmolnagpal,,0
101,Bump atlassian-plugins-core from 4.0.0-m029 to 7.0.0-m03 (#1881),0.97852254,Bump atlassian-plugins-core from 4.0.0-m029 to 7.0.0-m03 (#1881) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
102,Bump hashicorp-vault-plugin from 2.4.0 to 2.5.0,0.9533222,Bump hashicorp-vault-plugin from 2.4.0 to 2.5.0 (#1042) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
103,Bump protobuf-java from 3.18.1 to 3.18.2 in /integrations (#1824),0.9732202,Bump protobuf-java from 3.18.1 to 3.18.2 in /integrations (#1824) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
104,Add Gitea demo configuration for jobs (#1791),0.9254912,Add Gitea demo configuration for jobs (#1791) @justusbunsi,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
105,build: Bump jenkins.version to 2.346.2 (#2046),0.90412545,* build: Bump jenkins.version to 2.346.2 (#2046) @NotMyFault,,1
106,Correct spelling of hpi.pluginChangelogUrl tag (#1248),0.956805,Correct spelling of hpi.pluginChangelogUrl tag (#1248) @MarkEWaite,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
107,fix documentation generation,0.92247355,fix and improve generated documentation,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
108,Fix too late initialization of secret sources (#1006),0.86071354,Secret sources get initialized too late (#1006) @Smasherr,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
109,build(deps-dev): Bump maven-plugin from 3.19 to 3.20 (#2158),0.9762032,* build(deps-dev): Bump maven-plugin from 3.19 to 3.20 (#2158) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
110,Bump netty-handler from 4.1.39.Final to 4.1.45.Final,0.9256419,Bump netty-handler from 4.1.17.Final to 4.1.39.Final (#999) @dependabot,Bumps gson from 2.9.0 to 2.9.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: com.google.code.gson:gson   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
111,Update pull_request_template.md (#634),0.6776959,Simplify the pull request template and update the checklist (#973) @oleg-nenashev,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
112,Added test for GitHub OAuth Plugin (#123),0.6911572,JENKINS-57557 - Add integration test with github-branch-source (#1071) @fcojfernandez,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
113,Create JEP.adoc,0.4747861,doc: rewrite JDK installation example using AdoptOpenJDK installer (#1849) @bguerin,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
114,"documentation updates (demos, contributors, etc)",0.8033351,many fixes to documentation and demos,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
115,Merge pull request #101 from oleg-nenashev/issue100-gitter-badge,0.62514496,Simplify the pull request template and update the checklist (#973) @oleg-nenashev,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
116,Revert lint changes.,0.5149825,35 changes,,0
117,Issue #29 - Allow configuring Slave2MasterSecurity within Jenkins settings,0.6327529,Fix the version specification for Jenkins 2.199 (#1268) @dg-nvm,,0
118,"Added demos for keycloak, ec2, embedded user db, jobs (#707)",0.6746801,Validate keycloak demo with the integrations framework (#1111) @v1v,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
119,Move Trigger Configuration Reload to a new feature page #1150 (#1155),0.93469024,Move Trigger Configuration Reload to a new feature page #1150 (#1155) @lunodesouza,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
120,Verified SSH credentials plugin by test and example,0.69211656,Remove ssh credentials from support plugin (#862) @casz,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
121,link to compatibility dashboard,0.6303036,Validate MSBuild plugin compatibility (#1318) @alecharp,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
122,Use schema library in test scope only (#1116),0.59055,Include only needed classes in test jar (#799) @ingwarsw,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
123,Merge pull request #109 from jenkinsci/108-provide-example-of-nodes-configuration,0.5505291,Simplify the pull request template and update the checklist (#973) @oleg-nenashev,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
124,Remove warning by default (#651),0.6467022,Bump warnings from 5.0.1 to 5.0.2 (#1485) @dependabot,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
125,Fix demo and bump ec2 test version (#931),0.965688,Fix demo and bump ec2 test version (#931) @res0nance,Co-authored-by: Joseph Petersen josephp90@gmail.com,1
126,Bump azure-keyvault from 1.4 to 2.0 (#1489),0.958074,Bump azure-keyvault from 1.4 to 2.0 (#1489) @dependabot,,1
127,Bump jenkins.version from 2.387 to 2.387.1 (#2225),0.885799,Bump jenkins.version to 2.332.2 (#1944) @imonteroperez,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
128,Add link to plugin developers guide from README (#1417),0.95237815,Add link to plugin developers guide from README (#1417) @alb-i986,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
129,Upgrade parent POM from 4.56 to 4.57 (#2242),0.9582317,Upgrade parent POM from 4.56 to 4.57 (#2242) @basil,,1
130,Deprecate misspelled Mapping.putIfNotEmpry in favor of Mapping.putIfNotEmpty (#1163),0.88322306,Remove misspelled Mapping.putIfNotEmpry in favor of Mapping.putIfNotEmpty (#1163) @bojanfilipovic,,1
131,Merge pull request #103 from jenkinsci/revert-58-issue51,0.5887746,Simplify the pull request template and update the checklist (#973) @oleg-nenashev,,0
132,build(deps-dev): Bump azure-keyvault from 185.v950b_a_591c8d5 to 188.vf46b_7fa_846a_1 in /integrations (#2260),0.80296785,* build(deps-dev): Bump simple-theme-plugin from 103.va_161d09c38c7 to 136.v23a_15f86c53d (#2184) @dependabot,,1
133,Adding Demo for View-Job-Filters plugin (#1603),0.94070876,Adding Demo for View-Job-Filters plugin (#1603) @dheerajodha,,1
134,Update Jenkins Chart Custom Values (#1916),0.92333674,Update Jenkins Chart Custom Values (#1916) @OmarCherdal1997,,1
135,once a Descriptor has been configured using it’s @DataBoundSetters we need to invoke save so configuration isn’t just in memory (#212),0.6271576,Re-parse vault configuration on every configure() call (#810) @fishi0x01,,0
136,build(deps-dev): Bump ec2 from 1.68 to 2.0.3 (#2143),0.97578263,* build(deps-dev): Bump ec2 from 1.68 to 2.0.3 (#2143) @dependabot,,1
137,close #93 release_status md to store release information data (#132),0.5180936,add Release drafter (#794) @casz,,0
138,Move mercurial ITs to the demos (#1089),0.95599675,Move mercurial ITs to the demos (#1089) @v1v,,1
139,Bump checkstyle from 8.25 to 8.26,0.91189075,Bump checkstyle from 8.25 to 8.26 (#1198) @dependabot,,1
140,update parent pom,0.83496356,Upgrade parent POM from 4.56 to 4.57 (#2242) @basil,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
141,DEMO: HELM: add more info about using k8s secrets when using the helm chart (#635),0.600138,Initiate new LTS baseline 2.361.x (#2093) @krisstern,,0
142,Plugins installation (#175),0.75355434,fix plugin installation,,1
143,Remove more unnecessary dependencies from integrations/ (#2240),0.95473254,Remove more unnecessary dependencies from integrations/ (#2240) @basil,,1
144,Remove role-strategy from support plugin (#897),0.8730981,Removed the configurator for Role Strategy from Support plugin. Use Role Strategy 2.11+ instead (#897) @jetersen,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
145,Fix #61 - Plugin runs in mvn hpi:run by default,0.68113256,Bump config-file-provider-plugin to 3.6.3 (#1381) @jetersen,,0
146,Bump joda-time from 2.10.3 to 2.10.4,0.9477542,Bump joda-time from 2.10.3 to 2.10.4 (#1072) @dependabot,,1
147,Don't ignore values if default on export (#806),0.7619839,Do not ignore values for DescriptorConfigurator due to load being called on export (#806) @timja,,1
148,Bump lombok from 1.18.20 to 1.18.22 (#1868),0.959342,Bump lombok from 1.18.20 to 1.18.22 (#1868) @dependabot,,1
149,Set permissions for GitHub actions (#1964),0.92019486,Set permissions for GitHub actions (#1964) @naveensrinivasan,,1
150,Limit concurrency on workflow (#1843),0.9267703,Limit concurrency on workflow (#1843) @jetersen,,1
151,doc: update Docker Cloud examples (#1960),0.92188466,doc: update Docker Cloud examples (#1960) @bguerin,,1
152,Implemented a configurator for AuthorizationStrategy.Unsecured,0.56723046,Allow reloading configuration with Overall/Manage permission (#1653) @quilicicf,,0
153,Bump jackson.version from 2.10.2 to 2.10.3,0.93993723,Bump jackson.version from 2.10.2 to 2.10.3 (#1322) @dependabot,,1
154,Documentation for #18 Artifactory plugin support,0.67225593,Validate Artifactory demo within the integrations submodule (#1080) @v1v,,0
155,README: Change the changelog badge label to make it more explicit (#1132),0.89185333,README: Change the changelog badge label to make it more explicit (#1132) @oleg-nenashev,,1
