Index,Message,Description,Message Abstract,Description Abstract
1523,chore(deps-dev): bump apollo-server-express from 3.10.3 to 3.10.4,Bumps apollo-server-express from 3.10.3 to 3.10.4. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: apollo-server-express   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump apollo-server-express from 3.10.3 to 3.10.4,Bumps apollo-server-express from 3.10.3 to 3.10.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: apollo-server-express   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
1524,chore(deps-dev): bump @nestjs/mongoose from 9.2.0 to 9.2.1,"Bumps @nestjs/mongoose from 9.2.0 to 9.2.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ""@nestjs/mongoose""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @nestjs/mongoose from 9.2.0 to 9.2.1,"Bumps @nestjs/mongoose from 9.2.0 to 9.2.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ""@nestjs/mongoose""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1525,chore(deps-dev): bump @types/http-errors from 2.0.0 to 2.0.1,"Bumps @types/http-errors from 2.0.0 to 2.0.1. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/http-errors""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @types/http-errors from 2.0.0 to 2.0.1,"Bumps @types/http-errors from 2.0.0 to 2.0.1. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/http-errors""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1526,feat(core): add middleware versioning support,add middleware versionig support for uri versioning with an alternative prefix,feat(core): add middleware versioning support,add middleware versionig support for uri versioning with an alternative prefix
1527,test(ingration): refactor middleware tests,refactor middleware tests to explicitly define versioning options,test(ingration): refactor middleware tests,refactor middleware tests to explicitly define versioning options
1528,test(integration): add middleware test,,test(integration): add middleware test,
1529,fix(core): fix middleware for versioned routes,fix middlewares for versioned routes using media type as versioning type,fix(core): fix middleware for versioned routes,fix middlewares for versioned routes using media type as versioning type
1530,fix(core): fix middleware for versioned routes,fix middlewares for versioned routes using header as versioning type,fix(core): fix middleware for versioned routes,fix middlewares for versioned routes using header as versioning type
1531,test(integration): wrap test case for uri version,wrap test case for uri versioning context to facilitate the addition of tests for other versioning types,test(integration): wrap test case for uri version,wrap test case for uri versioning context to facilitate the addition of tests for other versioning types
1532,feat(core): add version to middleware module,ensure middleware module considers path-versioning when applying middlewares,feat(core): add version to middleware module,ensure middleware module considers path-versioning when applying middlewares
1533,test(core): ensure middleware builder gets version,ensure middleware builder gets route version,test(core): ensure middleware builder gets version,ensure middleware builder gets route version
1534,feat(core): add version attribute to routes mapper,ensure routes mapper returns route's version when defined,feat(core): add version attribute to routes mapper,ensure routes mapper returns route's version when defined
1535,feat(core): add version attribute to routes mapper,ensure routes mapper returns route's version when defined,feat(core): add version attribute to routes mapper,ensure routes mapper returns route's version when defined
1536,fix(fastify): always return errors as application/json,"If user overrides the Content-Type but doesn't add a custom exception filter to handle errors, then Nest will respond with a JSON error object. We should ensure the Content-Type header matches the body in this case.",fix(fastify): always return errors as application/json,"If user overrides the Content-Type but doesn't add a custom exception filter to handle errors, then Nest will respond with a JSON error object. We should ensure the Content-Type header matches the body in this case."
1537,fix(express): always return errors as application/json,"If user overrides the Content-Type but doesn't add a custom exception filter to handle errors, then Nest will respond with a JSON error object. We should ensure the Content-Type header matches the body in this case.",fix(express): always return errors as application/json,"If user overrides the Content-Type but doesn't add a custom exception filter to handle errors, then Nest will respond with a JSON error object. We should ensure the Content-Type header matches the body in this case."
1538,Merge pull request #10468 from nestjs/dependabot/npm_and_yarn/nestjs/graphql-10.1.5,chore(deps-dev): bump @nestjs/graphql from 10.1.4 to 10.1.5,Merge pull request #10468 from nestjs/dependabot/npm_and_yarn/nestjs/graphql-10.1.5,chore(deps-dev): bump @nestjs/graphql from 10.1.4 to 10.1.5
1539,Merge pull request #10469 from nestjs/dependabot/npm_and_yarn/fastify/multipart-7.3.0,chore(deps-dev): bump @fastify/multipart from 7.2.0 to 7.3.0,Merge pull request #10469 from nestjs/dependabot/npm_and_yarn/fastify/multipart-7.3.0,chore(deps-dev): bump @fastify/multipart from 7.2.0 to 7.3.0
1540,Merge pull request #10472 from nestjs/dependabot/npm_and_yarn/graphql-tools-8.3.7,chore(deps-dev): bump graphql-tools from 8.3.6 to 8.3.7,Merge pull request #10472 from nestjs/dependabot/npm_and_yarn/graphql-tools-8.3.7,chore(deps-dev): bump graphql-tools from 8.3.6 to 8.3.7
1541,Merge pull request #10473 from nestjs/dependabot/npm_and_yarn/types/http-errors-2.0.0,chore(deps-dev): bump @types/http-errors from 1.8.2 to 2.0.0,Merge pull request #10473 from nestjs/dependabot/npm_and_yarn/types/http-errors-2.0.0,chore(deps-dev): bump @types/http-errors from 1.8.2 to 2.0.0
1542,Merge pull request #10482 from nestjs/dependabot/npm_and_yarn/types/node-18.11.8,chore(deps-dev): bump @types/node from 18.11.5 to 18.11.8,Merge pull request #10482 from nestjs/dependabot/npm_and_yarn/types/node-18.11.8,chore(deps-dev): bump @types/node from 18.11.5 to 18.11.8
1543,chore(deps-dev): bump @types/node from 18.11.5 to 18.11.8,"Bumps @types/node from 18.11.5 to 18.11.8. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @types/node from 18.11.5 to 18.11.8,"Bumps @types/node from 18.11.5 to 18.11.8. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1544,test(core): cover the scenario where the @Catch() is missing,,test(core): cover the scenario where the @Catch() is missing,
1545,feat(plataform-express): replace any return type on #listen,,feat(plataform-express): replace any return type on #listen,
1546,test(core): fix scenario on external exceptions handler,,test(core): fix scenario on external exceptions handler,
1547,chore: ignore from git swap files created by vim,,chore: ignore from git swap files created by vim,
1548,test(core): cover missing metadata on controller class scneario,,test(core): cover missing metadata on controller class scneario,
1549,feat(core): display class's name on request mapping exceptions,,feat(core): display class's name on request mapping exceptions,
1550,chore(deps-dev): bump @types/http-errors from 1.8.2 to 2.0.0,"Bumps @types/http-errors from 1.8.2 to 2.0.0. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/http-errors""   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @types/http-errors from 1.8.2 to 2.0.0,"Bumps @types/http-errors from 1.8.2 to 2.0.0. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/http-errors""   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com"
1551,chore(deps-dev): bump graphql-tools from 8.3.6 to 8.3.7,Bumps graphql-tools from 8.3.6 to 8.3.7. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: graphql-tools   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump graphql-tools from 8.3.6 to 8.3.7,Bumps graphql-tools from 8.3.6 to 8.3.7. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: graphql-tools   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
1552,test(common): add http exception tests,"add ""getStatus"" tests for all HttpException children classes",test(common): add http exception tests,"add ""getStatus"" tests for all HttpException children classes"
1553,test(common): add http exception tests,add tests for all HttpException children classes and fix NotAcceptableException wrong status code.,test(common): add http exception tests,add tests for all HttpException children classes and fix NotAcceptableException wrong status code.
1554,test(common): reuse error cause variable,reuse errorCause variable in HttpException test,test(common): reuse error cause variable,reuse errorCause variable in HttpException test
1555,feat(common): add error cause option,add error cause option to UnsupportedMediaTypeException.,feat(common): add error cause option,add error cause option to UnsupportedMediaTypeException.
1556,feat(common): add error cause option,add error cause option to UnprocessableEntityException.,feat(common): add error cause option,add error cause option to UnprocessableEntityException.
1557,feat(common): add error cause option,add error cause option to UnauthorizedException.,feat(common): add error cause option,add error cause option to UnauthorizedException.
1558,feat(common): add error cause option,add error cause option to ServiceUnavailableException.,feat(common): add error cause option,add error cause option to ServiceUnavailableException.
1559,feat(common): add error cause option,add error cause option to RequestTimeoutException.,feat(common): add error cause option,add error cause option to RequestTimeoutException.
1560,feat(common): add error cause option,add error cause option to PreconditionFailedException.,feat(common): add error cause option,add error cause option to PreconditionFailedException.
1561,feat(common): add error cause option,add error cause option to PayloadTooLargeException.,feat(common): add error cause option,add error cause option to PayloadTooLargeException.
1562,feat(common): add error cause option,add error cause option to NotImplementedException.,feat(common): add error cause option,add error cause option to NotImplementedException.
1563,feat(common): add error cause option,add error cause option to NotFoundException.,feat(common): add error cause option,add error cause option to NotFoundException.
1564,feat(common): add error cause option,add error cause option to NotAcceptableException.,feat(common): add error cause option,add error cause option to NotAcceptableException.
1565,feat(common): add error cause option,add error cause option to MisdirectedException.,feat(common): add error cause option,add error cause option to MisdirectedException.
1566,feat(common): add error cause option,add error cause option to MethodNotAllowedException.,feat(common): add error cause option,add error cause option to MethodNotAllowedException.
1567,feat(common): add error cause option,add error cause option to InternalServerErrorException.,feat(common): add error cause option,add error cause option to InternalServerErrorException.
1568,feat(common): add error cause option,add error cause option to ImATeapotException.,feat(common): add error cause option,add error cause option to ImATeapotException.
1569,feat(common): add error cause option,add error cause option to HttpVersionNotSupportedException.,feat(common): add error cause option,add error cause option to HttpVersionNotSupportedException.
1570,feat(common): add error cause option,add error cause option to GoneException.,feat(common): add error cause option,add error cause option to GoneException.
1571,feat(common): add error cause option,add error cause option to GatewayTimeoutException.,feat(common): add error cause option,add error cause option to GatewayTimeoutException.
1572,feat(common): add error cause option,add error cause option to ForbiddenException.,feat(common): add error cause option,add error cause option to ForbiddenException.
1573,docs(common): update exception docs,"update HttpException children classes docs to reflect the changes to the ""description"" parameter",docs(common): update exception docs,"update HttpException children classes docs to reflect the changes to the ""description"" parameter"
1574,feat(common): add error cause option,add error cause option to ConflictException.,feat(common): add error cause option,add error cause option to ConflictException.
1575,test(common): aggregate exception tests,aggregate HttpException children classes tests in a single run to reduce the code duplication,test(common): aggregate exception tests,aggregate HttpException children classes tests in a single run to reduce the code duplication
1576,test(common): test error cause option,test error cause option for BadRequestException.,test(common): test error cause option,test error cause option for BadRequestException.
1577,docs(common): add static method docs,add docs for HttpException.getHttpExceptionOptionsFrom explaining its intended usage.,docs(common): add static method docs,add docs for HttpException.getHttpExceptionOptionsFrom explaining its intended usage.
1578,refactor(common): extract description and options,create HttpException#extractDescriptionAndOptionsFrom method to return both description and options at the same time,refactor(common): extract description and options,create HttpException#extractDescriptionAndOptionsFrom method to return both description and options at the same time
1579,refactor(common): extract description and options,extract functions that provide valid values for description and http exception options to the HttpException class,refactor(common): extract description and options,extract functions that provide valid values for description and http exception options to the HttpException class
1580,feat(common): add error cause option,add error cause option to BadGatewayException.,feat(common): add error cause option,add error cause option to BadGatewayException.
1581,chore(common): change deprecated message,,chore(common): change deprecated message,
1582,refactor(common): add description attribute,add description attribute to HttpExceptionOptions interface so we can reuse it among children exceptions.,refactor(common): add description attribute,add description attribute to HttpExceptionOptions interface so we can reuse it among children exceptions.
1583,chore(deps-dev): bump @fastify/multipart from 7.2.0 to 7.3.0,"Bumps @fastify/multipart from 7.2.0 to 7.3.0. - Release notes - Commits  updated-dependencies: - dependency-name: ""@fastify/multipart""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @fastify/multipart from 7.2.0 to 7.3.0,"Bumps @fastify/multipart from 7.2.0 to 7.3.0. - Release notes - Commits updated-dependencies: - dependency-name: ""@fastify/multipart""   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com"
1584,chore(deps-dev): bump @nestjs/graphql from 10.1.4 to 10.1.5,"Bumps @nestjs/graphql from 10.1.4 to 10.1.5. - Release notes - Commits  updated-dependencies: - dependency-name: ""@nestjs/graphql""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @nestjs/graphql from 10.1.4 to 10.1.5,"Bumps @nestjs/graphql from 10.1.4 to 10.1.5. - Release notes - Commits updated-dependencies: - dependency-name: ""@nestjs/graphql""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1585,test(common): add http exception test,"add test for HttpException's getResponse method when used with a built-in exception and providing the ""description"" parameter as part of the ""options"" object.",test(common): add http exception test,"add test for HttpException's getResponse method when used with a built-in exception and providing the ""description"" parameter as part of the ""options"" object."
1586,refactor(common): rename method parameter,"rename HttpException createBody method parameter to better represent its usage. When this parameter is a string, it is used as a value to a 'message' key in the final object.",refactor(common): rename method parameter,"rename HttpException createBody method parameter to better represent its usage. When this parameter is a string, it is used as a value to a 'message' key in the final object."
1587,refactor(common): rearrange test blocks,"rearrange HttpException spec file test blocks to increase readability, better separating tests by methods and contexts.",refactor(common): rearrange test blocks,"rearrange HttpException spec file test blocks to increase readability, better separating tests by methods and contexts."
1588,refactor(common): change parameter assignment,change BadRequestException constructor parameters assignment to be clearer.,refactor(common): change parameter assignment,change BadRequestException constructor parameters assignment to be clearer.
1589,feat(common): add error cause option,add error cause option to bad request exception.,feat(common): add error cause option,add error cause option to bad request exception.
1590,chore(common): add deprecated warning,add deprecated warning for HttpException class when using the first argument as the error cause.,chore(common): add deprecated warning,add deprecated warning for HttpException class when using the first argument as the error cause.
1591,Merge pull request #10461 from nestjs/dependabot/npm_and_yarn/nestjs/graphql-10.1.4,chore(deps-dev): bump @nestjs/graphql from 10.1.3 to 10.1.4,Merge pull request #10461 from nestjs/dependabot/npm_and_yarn/nestjs/graphql-10.1.4,chore(deps-dev): bump @nestjs/graphql from 10.1.3 to 10.1.4
1592,chore(deps-dev): bump @nestjs/graphql from 10.1.3 to 10.1.4,"Bumps @nestjs/graphql from 10.1.3 to 10.1.4. - Release notes - Commits  updated-dependencies: - dependency-name: ""@nestjs/graphql""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @nestjs/graphql from 10.1.3 to 10.1.4,"Bumps @nestjs/graphql from 10.1.3 to 10.1.4. - Release notes - Commits updated-dependencies: - dependency-name: ""@nestjs/graphql""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1593,Merge pull request #10462 from nestjs/dependabot/npm_and_yarn/fastify/cors-8.1.1,chore(deps): bump @fastify/cors from 8.1.0 to 8.1.1,Merge pull request #10462 from nestjs/dependabot/npm_and_yarn/fastify/cors-8.1.1,chore(deps): bump @fastify/cors from 8.1.0 to 8.1.1
1594,Merge pull request #10463 from nestjs/dependabot/npm_and_yarn/nestjs/apollo-10.1.4,chore(deps-dev): bump @nestjs/apollo from 10.1.3 to 10.1.4,Merge pull request #10463 from nestjs/dependabot/npm_and_yarn/nestjs/apollo-10.1.4,chore(deps-dev): bump @nestjs/apollo from 10.1.3 to 10.1.4
1595,chore(deps-dev): bump @nestjs/apollo from 10.1.3 to 10.1.4,"Bumps @nestjs/apollo from 10.1.3 to 10.1.4. - Release notes - Commits  updated-dependencies: - dependency-name: ""@nestjs/apollo""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @nestjs/apollo from 10.1.3 to 10.1.4,"Bumps @nestjs/apollo from 10.1.3 to 10.1.4. - Release notes - Commits updated-dependencies: - dependency-name: ""@nestjs/apollo""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1596,chore(deps): bump @fastify/cors from 8.1.0 to 8.1.1,"Bumps @fastify/cors from 8.1.0 to 8.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: ""@fastify/cors""   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps): bump @fastify/cors from 8.1.0 to 8.1.1,"Bumps @fastify/cors from 8.1.0 to 8.1.1. - Release notes - Commits updated-dependencies: - dependency-name: ""@fastify/cors""   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1597,feat(common): add error options object,add error options object to HttpException constructor to allow use of error cause along with custom message.,feat(common): add error options object,add error options object to HttpException constructor to allow use of error cause along with custom message.
1598,fix(core): return response required for fastify v4,,fix(core): return response required for fastify v4,
1599,Merge pull request #10451 from nestjs/dependabot/npm_and_yarn/socket.io-client-4.5.3,chore(deps-dev): bump socket.io-client from 4.5.2 to 4.5.3,Merge pull request #10451 from nestjs/dependabot/npm_and_yarn/socket.io-client-4.5.3,chore(deps-dev): bump socket.io-client from 4.5.2 to 4.5.3
1600,Merge pull request #10452 from nestjs/dependabot/npm_and_yarn/supertest-6.3.1,chore(deps-dev): bump supertest from 6.3.0 to 6.3.1,Merge pull request #10452 from nestjs/dependabot/npm_and_yarn/supertest-6.3.1,chore(deps-dev): bump supertest from 6.3.0 to 6.3.1
1601,Merge pull request #10453 from nestjs/dependabot/npm_and_yarn/kafkajs-2.2.2,chore(deps-dev): bump kafkajs from 2.2.0 to 2.2.2,Merge pull request #10453 from nestjs/dependabot/npm_and_yarn/kafkajs-2.2.2,chore(deps-dev): bump kafkajs from 2.2.0 to 2.2.2
1602,Merge pull request #10454 from nestjs/dependabot/npm_and_yarn/ws-8.10.0,chore(deps): bump ws from 8.9.0 to 8.10.0,Merge pull request #10454 from nestjs/dependabot/npm_and_yarn/ws-8.10.0,chore(deps): bump ws from 8.9.0 to 8.10.0
1603,Merge pull request #10455 from nestjs/dependabot/npm_and_yarn/mongoose-6.7.0,chore(deps-dev): bump mongoose from 6.6.7 to 6.7.0,Merge pull request #10455 from nestjs/dependabot/npm_and_yarn/mongoose-6.7.0,chore(deps-dev): bump mongoose from 6.6.7 to 6.7.0
1604,Merge pull request #10456 from nestjs/dependabot/npm_and_yarn/amqp-connection-manager-4.1.9,chore(deps-dev): bump amqp-connection-manager from 4.1.7 to 4.1.9,Merge pull request #10456 from nestjs/dependabot/npm_and_yarn/amqp-connection-manager-4.1.9,chore(deps-dev): bump amqp-connection-manager from 4.1.7 to 4.1.9
1605,Merge pull request #10450 from nestjs/dependabot/npm_and_yarn/concurrently-7.5.0,chore(deps-dev): bump concurrently from 7.4.0 to 7.5.0,Merge pull request #10450 from nestjs/dependabot/npm_and_yarn/concurrently-7.5.0,chore(deps-dev): bump concurrently from 7.4.0 to 7.5.0
1606,Merge pull request #10457 from nestjs/dependabot/npm_and_yarn/types/node-18.11.5,chore(deps-dev): bump @types/node from 18.11.4 to 18.11.5,Merge pull request #10457 from nestjs/dependabot/npm_and_yarn/types/node-18.11.5,chore(deps-dev): bump @types/node from 18.11.4 to 18.11.5
1607,chore(deps-dev): bump @types/node from 18.11.4 to 18.11.5,"Bumps @types/node from 18.11.4 to 18.11.5. - Release notes - Commits  updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @types/node from 18.11.4 to 18.11.5,"Bumps @types/node from 18.11.4 to 18.11.5. - Release notes - Commits updated-dependencies: - dependency-name: ""@types/node""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1608,chore(deps-dev): bump amqp-connection-manager from 4.1.7 to 4.1.9,Bumps amqp-connection-manager from 4.1.7 to 4.1.9. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: amqp-connection-manager   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump amqp-connection-manager from 4.1.7 to 4.1.9,Bumps amqp-connection-manager from 4.1.7 to 4.1.9. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: amqp-connection-manager   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
1609,chore(deps-dev): bump mongoose from 6.6.7 to 6.7.0,Bumps mongoose from 6.6.7 to 6.7.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: mongoose   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump mongoose from 6.6.7 to 6.7.0,Bumps mongoose from 6.6.7 to 6.7.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: mongoose   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
1610,chore(deps): bump ws from 8.9.0 to 8.10.0,Bumps ws from 8.9.0 to 8.10.0. - Release notes - Commits  updated-dependencies: - dependency-name: ws   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump ws from 8.9.0 to 8.10.0,Bumps ws from 8.9.0 to 8.10.0. - Release notes - Commits updated-dependencies: - dependency-name: ws   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
1611,chore(deps-dev): bump kafkajs from 2.2.0 to 2.2.2,Bumps kafkajs from 2.2.0 to 2.2.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: kafkajs   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump kafkajs from 2.2.0 to 2.2.2,Bumps kafkajs from 2.2.0 to 2.2.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: kafkajs   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
1612,chore(deps-dev): bump supertest from 6.3.0 to 6.3.1,Bumps supertest from 6.3.0 to 6.3.1. - Release notes - Commits  updated-dependencies: - dependency-name: supertest   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump supertest from 6.3.0 to 6.3.1,Bumps supertest from 6.3.0 to 6.3.1. - Release notes - Commits updated-dependencies: - dependency-name: supertest   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
1613,chore(deps-dev): bump socket.io-client from 4.5.2 to 4.5.3,Bumps socket.io-client from 4.5.2 to 4.5.3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: socket.io-client   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump socket.io-client from 4.5.2 to 4.5.3,Bumps socket.io-client from 4.5.2 to 4.5.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: socket.io-client   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
1614,chore(deps-dev): bump concurrently from 7.4.0 to 7.5.0,Bumps concurrently from 7.4.0 to 7.5.0. - Release notes - Commits  updated-dependencies: - dependency-name: concurrently   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump concurrently from 7.4.0 to 7.5.0,Bumps concurrently from 7.4.0 to 7.5.0. - Release notes - Commits updated-dependencies: - dependency-name: concurrently   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
1615,test(fastify): add specs for sse,,test(fastify): add specs for sse,
1616,fix(sample): add force close connections option to fix restarts,,fix(sample): add force close connections option to fix restarts,
1617,feat(common): add option to enable force closing http connections,,feat(common): add option to enable force closing http connections,
1618,chore(@nestjs) publish v9.1.6 release,,chore(@nestjs) publish v9.1.6 release,
1619,Merge pull request #10423 from nestjs/dependabot/npm_and_yarn/cache-manager-5.1.1,chore(deps-dev): bump cache-manager from 4.1.0 to 5.1.1,Merge pull request #10423 from nestjs/dependabot/npm_and_yarn/cache-manager-5.1.1,chore(deps-dev): bump cache-manager from 4.1.0 to 5.1.1
1620,chore(deps-dev): bump cache-manager from 4.1.0 to 5.1.1,Bumps cache-manager from 4.1.0 to 5.1.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: cache-manager   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump cache-manager from 4.1.0 to 5.1.1,Bumps cache-manager from 4.1.0 to 5.1.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: cache-manager   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com
1621,Merge pull request #10364 from armujahid/formatContext,feat(common): ConsoleLogger: extract protected formatContext method,Merge pull request #10364 from armujahid/formatContext,feat(common): ConsoleLogger: extract protected formatContext method
1622,Merge pull request #10365 from armujahid/formatTimeStampDiff,feat(common): ConsoleLogger: extract protected formatTimestampDiff,Merge pull request #10365 from armujahid/formatTimeStampDiff,feat(common): ConsoleLogger: extract protected formatTimestampDiff
1623,Merge pull request #10431 from Hossein-s/fix-cache-store-type,fix(common): fix cache-manager v5 type compatibility,Merge pull request #10431 from Hossein-s/fix-cache-store-type,fix(common): fix cache-manager v5 type compatibility
1624,Merge pull request #10437 from nestjs/dependabot/npm_and_yarn/fastify/view-7.1.1,chore(deps-dev): bump @fastify/view from 7.1.0 to 7.1.1,Merge pull request #10437 from nestjs/dependabot/npm_and_yarn/fastify/view-7.1.1,chore(deps-dev): bump @fastify/view from 7.1.0 to 7.1.1
1625,Merge pull request #10370 from jmcdo29/test/cache-v5,"Revert ""Revert ""fix: update factory to account for old v4 syntax for cache stores""""",Merge pull request #10370 from jmcdo29/test/cache-v5,"Revert ""Revert ""fix: update factory to account for old v4 syntax for cache stores"""""
1626,Merge pull request #10441 from nestjs/dependabot/npm_and_yarn/mocha-10.1.0,chore(deps-dev): bump mocha from 10.0.0 to 10.1.0,Merge pull request #10441 from nestjs/dependabot/npm_and_yarn/mocha-10.1.0,chore(deps-dev): bump mocha from 10.0.0 to 10.1.0
1627,chore(deps-dev): bump @fastify/view from 7.1.0 to 7.1.1,"Bumps @fastify/view from 7.1.0 to 7.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: ""@fastify/view""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com",chore(deps-dev): bump @fastify/view from 7.1.0 to 7.1.1,"Bumps @fastify/view from 7.1.0 to 7.1.1. - Release notes - Commits updated-dependencies: - dependency-name: ""@fastify/view""   dependency-type: direct:development   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com"
1628,chore(deps-dev): bump mocha from 10.0.0 to 10.1.0,Bumps mocha from 10.0.0 to 10.1.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: mocha   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,chore(deps-dev): bump mocha from 10.0.0 to 10.1.0,Bumps mocha from 10.0.0 to 10.1.0. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: mocha   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
1629,Merge pull request #10434 from Tony133/chore/updated-imports,chore(core): updated imports,Merge pull request #10434 from Tony133/chore/updated-imports,chore(core): updated imports
1630,Merge pull request #10435 from Tony133/chore/remove-import-not-used,chore(core): remove import not used and added files index.ts,Merge pull request #10435 from Tony133/chore/remove-import-not-used,chore(core): remove import not used and added files index.ts
