Index,Message,Description,Message Abstract,Description Abstract
43,[1.x] Allows to install --pest in Laravel 10 (#251),  Fail command when pest fails to install   Apply fixes from StyleCI   wip   Adapts Laravel 10 pest installation   Fixes syntax error   Fixes array usage   adjusts default argument   Update InstallCommand.php   Update InstallCommand.php   fix command    Co-authored-by: StyleCI Bot bot@styleci.io Co-authored-by: Nuno Maduro enunomaduro@gmail.com Co-authored-by: Taylor Otwell taylor@laravel.com,[1.x] Allows to install --pest in Laravel 10 (#251),Fail command when pest fails to install Apply fixes from StyleCI wip Adapts Laravel 10 pest installation Fixes syntax error Fixes array usage adjusts default argument Update InstallCommand.php Update InstallCommand.php fix command Co-authored-by: StyleCI Bot bot@styleci.io Co-authored-by: Nuno Maduro enunomaduro@gmail.com Co-authored-by: Taylor Otwell taylor@laravel.com
44,Add translation to placeholder in delete-user-form.blade.php (#250),,Add translation to placeholder in delete-user-form.blade.php (#250),
45,Update tests.yml,,Update tests.yml,
46,remove specifying unnecessary __invoke method (#249),,remove specifying unnecessary __invoke method (#249),
47,Update CHANGELOG,,Update CHANGELOG,
48,fix: use autocomplete for all fields to ensure password manager compatibility (#245),,fix: use autocomplete for all fields to ensure password manager compatibility (#245),
49,Update CHANGELOG,,Update CHANGELOG,
50,Update tests.yml (#243),,Update tests.yml (#243),
51,add message,,add message,
52,Inform user of dependency install process (#241), Inform user of dependency install process  It informs the user that we are installing node dependencies. It would justify the blank delay screen while installing node dependencies.  Update InstallsBladeStack.php  Co-authored-by: Taylor Otwell taylor@laravel.com,Inform user of dependency install process (#241),Inform user of dependency install process It informs the user that we are installing node dependencies. It would justify the blank delay screen while installing node dependencies. Update InstallsBladeStack.php Co-authored-by: Taylor Otwell taylor@laravel.com
53,Update nav menu dark text to be consistent with nav link (#239),,Update nav menu dark text to be consistent with nav link (#239),
54,Update CHANGELOG,,Update CHANGELOG,
55,[1.x] Inertia v1 (#238),  Update dependencies   Rename imports   Update progress usage   Update setup arguments   Remove .value from Vue usePage()   Update Vite ssr.noExternal setting   Update to Inertia 1.0   Update Inertia Laravel package   Remove creation of Inertia config on SSR install   This is no longer required as Inertia will automatically detect SSR.  Remove ssr.noExternal from Vite config  This doesn't seem to be required any longer.   Remove unused import   Pass empty object to useForm ,[1.x] Inertia v1 (#238),Update dependencies Rename imports Update progress usage Update setup arguments Remove .value from Vue usePage() Update Vite ssr.noExternal setting Update to Inertia 1.0 Update Inertia Laravel package Remove creation of Inertia config on SSR install This is no longer required as Inertia will automatically detect SSR. Remove ssr.noExternal from Vite config This doesn't seem to be required any longer. Remove unused import Pass empty object to useForm
56,[1.x] Laravel v10 (#235),  Laravel v10   Update tests.yml   Update tests.yml   Update composer.json   Update tests.yml   Update tests.yml   wip   wip ,[1.x] Laravel v10 (#235),Laravel v10 Update tests.yml Update tests.yml Update composer.json Update tests.yml Update tests.yml wip wip
57,Use Illuminate console components (#237),,Use Illuminate console components (#237),
58,Prompt when the stack argument is not provided (#236),,Prompt when the stack argument is not provided (#236),
59,Update CHANGELOG,,Update CHANGELOG,
60,[1.x] Uses PHP Native Type Declarations 🐘  (#201),  Adds types to stubs   Fixes import order   Fixes $policies annotation   Improves types on Request::rules   Adds types to profile page related features (#234) ,[1.x] Uses PHP Native Type Declarations 🐘  (#201),Adds types to stubs Fixes import order Fixes $policies annotation Improves types on Request::rules Adds types to profile page related features (#234)
61,Update tests.yml,,Update tests.yml,
62,Update tests.yml,,Update tests.yml,
63,Update CHANGELOG,,Update CHANGELOG,
64,Fixed name of isFocused prop (#232),,Fixed name of isFocused prop (#232),
65,Remove unused vue imports (#231),  Remove unused usePage   Remove unused ref ,Remove unused vue imports (#231),Remove unused usePage Remove unused ref
66,Update CHANGELOG,,Update CHANGELOG,
67,vite 4 support (#226),,vite 4 support (#226),
68,Fixed capitilization of autoComplete prop (#230),,Fixed capitilization of autoComplete prop (#230),
69,[1.x] Blade stack - Moved duplicated logo component to guest layout (#228),  move duplicated logo component to guest layout   Added link to register page from login page   Added link to register page from login page   Update .gitignore   Remove link to registration page   remove auth card   Co-authored-by: Taylor Otwell taylor@laravel.com,[1.x] Blade stack - Moved duplicated logo component to guest layout (#228),move duplicated logo component to guest layout Added link to register page from login page Added link to register page from login page Update .gitignore Remove link to registration page remove auth card Co-authored-by: Taylor Otwell taylor@laravel.com
70,wip,,wip,
71,Fix typo in delete user forms (#225),,Fix typo in delete user forms (#225),
72,Update CHANGELOG,,Update CHANGELOG,
73,Use Default NPM Package Manager of User if Lock File Exists In Base Path (#224),  modified:   src/Console/InstallsBladeStack.php     modified:   src/Console/InstallsInertiaStacks.php   Update InstallsBladeStack.php   Update InstallsInertiaStacks.php   Co-authored-by: Taylor Otwell taylor@laravel.com,Use Default NPM Package Manager of User if Lock File Exists In Base Path (#224),modified:   src/Console/InstallsBladeStack.php     modified:   src/Console/InstallsInertiaStacks.php Update InstallsBladeStack.php Update InstallsInertiaStacks.php Co-authored-by: Taylor Otwell taylor@laravel.com
74,Update CHANGELOG,,Update CHANGELOG,
75,Fix close modal with escape keydown and cleanup import react (#218),  React formatting   Coherence type for input   Fix close modal with escape key and cleanup import react   fix label   add id for label and try delete import react in ssr.jsx   fix React import and refactor Modal with native Portal in headlessui   fix space   tiny fix ,Fix close modal with escape keydown and cleanup import react (#218),React formatting Coherence type for input Fix close modal with escape key and cleanup import react fix label add id for label and try delete import react in ssr.jsx fix React import and refactor Modal with native Portal in headlessui fix space tiny fix
76,status must be String (#219),,status must be String (#219),
77,fix-psr-4-warning (#221),,fix-psr-4-warning (#221),
78,Update CHANGELOG,,Update CHANGELOG,
79,Create issues.yml,,Create issues.yml,
80,Add missing translation methods to Blade stack (#215),  Add missing translation methods to Blade stack   formatting   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,Add missing translation methods to Blade stack (#215),Add missing translation methods to Blade stack formatting formatting Co-authored-by: Taylor Otwell taylor@laravel.com
81,formatting,,formatting,
82,React formatting (#214),  React formatting   Coherence type for input ,React formatting (#214),React formatting Coherence type for input
83,Vue code formatting (#212),  Configure StyleCI to format Vue files   Formatting ,Vue code formatting (#212),Configure StyleCI to format Vue files Formatting
84,Fix closing tag (#213),fix invalid closing tag.,Fix closing tag (#213),fix invalid closing tag.
85,Update CHANGELOG,,Update CHANGELOG,
86,Update PasswordUpdateTest.php (#211),,Update PasswordUpdateTest.php (#211),
87,Update CHANGELOG,,Update CHANGELOG,
88,Opt-in dark mode support :crescent_moon:  (#209),  Add opt-in dark mode support   Formatting ,Opt-in dark mode support :crescent_moon:  (#209),Add opt-in dark mode support Formatting
89,"Add ""Profile"" page (#205)",  Add profile page   Improve layout spacing and consistency between stacks   Fix Blade profile test   Update ProfileTest.php   Update ProfileTest.php   Update ProfileController.php   Update ProfileTest.php   Update ProfileTest.php   Update ProfileController.php   Simplify logic   Avoid route naming conflict   Add dedicated password controller   Display profile saved notification for Blade stack   Formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,"Add ""Profile"" page (#205)",Add profile page Improve layout spacing and consistency between stacks Fix Blade profile test Update ProfileTest.php Update ProfileTest.php Update ProfileController.php Update ProfileTest.php Update ProfileTest.php Update ProfileController.php Simplify logic Avoid route naming conflict Add dedicated password controller Display profile saved notification for Blade stack Formatting Co-authored-by: Taylor Otwell taylor@laravel.com
90,Update CHANGELOG,,Update CHANGELOG,
91,RegisteredUserController stubs should use the User model name instead of table name in the validators (#206), Class name instead of table name in validators:  Validators in RegisteredUserController stubs should reference the User class name instead of table name to avoid  error throw when registering a new user after change the database schema (postgres) from the 'users' table.  Fix code style: suggested by StyleCI.,RegisteredUserController stubs should use the User model name instead of table name in the validators (#206),Class name instead of table name in validators: Validators in RegisteredUserController stubs should reference the User class name instead of table name to avoid  error throw when registering a new user after change the database schema (postgres) from the 'users' table. Fix code style: suggested by StyleCI.
92,Update tests.yml,,Update tests.yml,
93,Update CHANGELOG,,Update CHANGELOG,
94,Apply fixes from StyleCI,,Apply fixes from StyleCI,
95,fix preloading in dev (#199),,fix preloading in dev (#199),
96,Update CHANGELOG,,Update CHANGELOG,
97,[1.x] Vite preloading (#196),  preloading   require latest laravel version ,[1.x] Vite preloading (#196),preloading require latest laravel version
98,[1.x]: Bumpp React and Vue Dependencies (#197),,[1.x]: Bumpp React and Vue Dependencies (#197),
99,"Replace double quote("") with single quote(') (#195)",Consistent design guideline,"Replace double quote("") with single quote(') (#195)",Consistent design guideline
100,Improves GitHub Actions Workflow (#194),  wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip   wip ,Improves GitHub Actions Workflow (#194),wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip
101,Update CHANGELOG,,Update CHANGELOG,
102,Upgrade to React 18 (#192),  Use React 18 createRoot API   Update to latest version of react (18)   Make styleci happy ,Upgrade to React 18 (#192),Use React 18 createRoot API Update to latest version of react (18) Make styleci happy
103,Fixes HandleInertiaRequests::handle related types. (#193),  types   types ,Fixes HandleInertiaRequests::handle related types. (#193),types types
104,Make Blade app header optional (#189),,Make Blade app header optional (#189),
105,Add verified middleware to Blade dashboard (#190),,Add verified middleware to Blade dashboard (#190),
106,Display errors alongside fields in Blade stack (#191),,Display errors alongside fields in Blade stack (#191),
107,Update CHANGELOG,,Update CHANGELOG,
108,Make app directory consistently lowercase (#187),,Make app directory consistently lowercase (#187),
109,Update CHANGELOG,,Update CHANGELOG,
110,"[1.x] Remove ""Breeze"" component prefix (#179)",  Remove Breeze prefix from components   Standardize layout components   Rename components that conflict with HTML elements ,"[1.x] Remove ""Breeze"" component prefix (#179)",Remove Breeze prefix from components Standardize layout components Rename components that conflict with HTML elements
111,Test stubs in CI (#184),,Test stubs in CI (#184),
112,Update CHANGELOG,,Update CHANGELOG,
113,support vite manifest change versions,,support vite manifest change versions,
114,Set application home URI to /dashboard (#181),"Set the application home to /dashboard since the /home URI does not exist by default but /dashboard exists on the Breeze Next.js example app. Alternatively, this could be set to ""/"" as this URL should be available on most apps. This then will be used by the VerifyEmailController for redirection to config('app.frontend_url').RouteServiceProvider::HOME.'?verified=1'.",Set application home URI to /dashboard (#181),"Set the application home to /dashboard since the /home URI does not exist by default but /dashboard exists on the Breeze Next.js example app. Alternatively, this could be set to ""/"" as this URL should be available on most apps. This then will be used by the VerifyEmailController for redirection to config('app.frontend_url').RouteServiceProvider::HOME.'?verified=1'."
115,[1.x] Install NPM dependencies and build assets (#180),  Install NPM dependencies and build assets   Update InstallCommand.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[1.x] Install NPM dependencies and build assets (#180),Install NPM dependencies and build assets Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com
116,Update CHANGELOG,,Update CHANGELOG,
117,[1.x] Style improvements (#177),  Remove unnecessary styles from Vue welcome page   Add missing dark variant for welcome nav links   Fix underlined trailing white space in Vue welcome page   Make StyleCI happy ,[1.x] Style improvements (#177),Remove unnecessary styles from Vue welcome page Add missing dark variant for welcome nav links Fix underlined trailing white space in Vue welcome page Make StyleCI happy
118,[1.x] Validate the stack argument (#178),  Validate the stack argument   Update InstallCommand.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[1.x] Validate the stack argument (#178),Validate the stack argument Update InstallCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com
119,[1.x] Display validation errors alongside their field (#175),  Add InputError component for React   Display validation errors alongside the fields ,[1.x] Display validation errors alongside their field (#175),Add InputError component for React Display validation errors alongside the fields
120,Update CHANGELOG,,Update CHANGELOG,
121,Switch to fonts.bunny.net instead of Google Fonts (#174),,Switch to fonts.bunny.net instead of Google Fonts (#174),
122,Transliterate throttle key (#173),,Transliterate throttle key (#173),
123,Update CHANGELOG,,Update CHANGELOG,
124,Improves console output of install command (#172),,Improves console output of install command (#172),
125,Update CHANGELOG,,Update CHANGELOG,
126,[1.x] Vite 3 support (#171),  vite 3 support   don't externalise inertia server   CS   Use a single Vite config file   Co-authored-by: Jess Archer jess@jessarcher.com,[1.x] Vite 3 support (#171),vite 3 support don't externalise inertia server CS Use a single Vite config file Co-authored-by: Jess Archer jess@jessarcher.com
127,Update CHANGELOG,,Update CHANGELOG,
128,Update SSR directory (#168),,Update SSR directory (#168),
129,Fix: React SSR installation error (#169),  Fix: React SSR installation error   Update InstallsInertiaStacks.php   Co-authored-by: Taylor Otwell taylor@laravel.com,Fix: React SSR installation error (#169),Fix: React SSR installation error Update InstallsInertiaStacks.php Co-authored-by: Taylor Otwell taylor@laravel.com
130,Laravel 8 don't support the vite. (#167),  Laravel 8 don't support the vite.   formatting   Co-authored-by: Tim MacDonald hello@timacdonald.me,Laravel 8 don't support the vite. (#167),Laravel 8 don't support the vite. formatting Co-authored-by: Tim MacDonald hello@timacdonald.me
131,add default reloading to breeze stacks (#166),,add default reloading to breeze stacks (#166),
132,Update CHANGELOG,,Update CHANGELOG,
133,fixes ziggy when using SSR and determining the current URL (#163),,fixes ziggy when using SSR and determining the current URL (#163),
134,bump tailwind forms issue to fix console warning withV Vite (#161),,bump tailwind forms issue to fix console warning withV Vite (#161),
135,[1.x] Vite (#158),  Use Vite   Update Vite entrypoint config   Style fixes   Update ziggy imports   see: https://github.com/laravel/jetstream/pull/1069/files  build SSR last to show built asset path  Co-authored-by: Tim MacDonald hello@timacdonald.me,[1.x] Vite (#158),Use Vite Update Vite entrypoint config Style fixes Update ziggy imports see: link build SSR last to show built asset path Co-authored-by: Tim MacDonald hello@timacdonald.me
136,fix Tailwindcss first party TypeScript types weren't working right (#160),,fix Tailwindcss first party TypeScript types weren't working right (#160),
137,Update CHANGELOG,,Update CHANGELOG,
138,bump TailwindCSS to 3.1 (#156),add new FirstParty TypeScript types to tailwind config,bump TailwindCSS to 3.1 (#156),add new FirstParty TypeScript types to tailwind config
139,Update pull-requests.yml,,Update pull-requests.yml,
140,Update update-changelog.yml,,Update update-changelog.yml,
141,Update pull-requests.yml,,Update pull-requests.yml,
142,Update CHANGELOG,,Update CHANGELOG,
143,[1.x] Improve Vite compatibility (#154),  Use jsx extension for files containing JSX   Switch to ESM imports   This improves the transition for Vite users.,[1.x] Improve Vite compatibility (#154),Use jsx extension for files containing JSX Switch to ESM imports This improves the transition for Vite users.
144,Update CHANGELOG,,Update CHANGELOG,
145,[1.x] Fix inability to click dropdown content in React version (#153)," Fix inability to click dropdown content in React version  The click-away element was covering the content, even though the content had a higher z-index, because the Transition component wrapped the content in a <div> that started a new stacking context due to the transform and opacity classes on it.  Linting",[1.x] Fix inability to click dropdown content in React version (#153),"Fix inability to click dropdown content in React version The click-away element was covering the content, even though the content had a higher z-index, because the Transition component wrapped the content in a  that started a new stacking context due to the transform and opacity classes on it. Linting"
146,Apply fixes from StyleCI,,Apply fixes from StyleCI,
147,[1.x] Simplify Tailwind installation (#155),  Remove duplicate app.css file   Use modern Tailwind directives   Remove redundant dependency ,[1.x] Simplify Tailwind installation (#155),Remove duplicate app.css file Use modern Tailwind directives Remove redundant dependency
148,Update CHANGELOG,,Update CHANGELOG,
149,wip,,wip,
150,Create pull-requests.yml,,Create pull-requests.yml,
151,Update CHANGELOG,,Update CHANGELOG,
152,[1.x] Add Inertia SSR Support  (#146),  feat: Add Inertia SSR Support.   feat: Add Support for Inertia React   style: fixes. ,[1.x] Add Inertia SSR Support  (#146),feat: Add Inertia SSR Support. feat: Add Support for Inertia React style: fixes.
153,Use .alias method from Mix (#145),,Use .alias method from Mix (#145),
154,update cors.php (#144),Co-authored-by: trungpv trungpv@trungpvs-MacBook-Pro-2.local,update cors.php (#144),Co-authored-by: trungpv trungpv@trungpvs-MacBook-Pro-2.local
155,Update .styleci.yml,,Update .styleci.yml,
156,Update .styleci.yml (#143),,Update .styleci.yml (#143),
157,Update CHANGELOG,,Update CHANGELOG,
158,wip,,wip,
159,updated inertia to current latest i.e. 0.11.0 (#142),,updated inertia to current latest i.e. 0.11.0 (#142),
160,"[1.x] Use central, reusable workflow to update changelog (#139)",  Use reusable workflow to update changelog   Update update-changelog.yml   Co-authored-by: Dries Vints dries@vints.io,"[1.x] Use central, reusable workflow to update changelog (#139)",Use reusable workflow to update changelog Update update-changelog.yml Co-authored-by: Dries Vints dries@vints.io
161,feat: add routes name to register and login  paths (#140),,feat: add routes name to register and login  paths (#140),
162,Remove unused import (#141),,Remove unused import (#141),
163,Update CHANGELOG.md,,Update CHANGELOG.md,
164,Update CHANGELOG.md,,Update CHANGELOG.md,
165,Update CHANGELOG.md,,Update CHANGELOG.md,
166,[1.x] Group common middleware instead of duplicating on inertia-common (#135),  [1.x] Group common middleware instead of duplicating   Update auth.php   fix styleci ,[1.x] Group common middleware instead of duplicating on inertia-common (#135),[1.x] Group common middleware instead of duplicating Update auth.php fix styleci
167,[1.x]: redirect to breeze 9.x instead of 8.x (#134),  [1.x]: redirect to breeze 9.x instead of 8.x   Update README.md   Co-authored-by: Taylor Otwell taylor@laravel.com,[1.x]: redirect to breeze 9.x instead of 8.x (#134),[1.x]: redirect to breeze 9.x instead of 8.x Update README.md Co-authored-by: Taylor Otwell taylor@laravel.com
168,[1.x] Group common middleware instead of duplicating (#131),  group common middleware instead of duplicating   Update auth.php   Update auth.php ,[1.x] Group common middleware instead of duplicating (#131),group common middleware instead of duplicating Update auth.php Update auth.php
169,Don't mix __() and trans() in the same file (#132),,Don't mix __() and trans() in the same file (#132),
170,Update asserted redirect route (#133),,Update asserted redirect route (#133),
171,update BladeStack dependencies (#129),,update BladeStack dependencies (#129),
172,update InertiaReactStack dependencies (#130),,update InertiaReactStack dependencies (#130),
173,update InitialVueStack packages to latest (#128),,update InitialVueStack packages to latest (#128),
174,Transition Inertia Vue stubs to <script setup> syntax (#127),  Transition to ,Transition Inertia Vue stubs to ,
175,fix url replacement,,fix url replacement,
176,Update CHANGELOG.md,,Update CHANGELOG.md,
177,update version,,update version,
178,update inertia version,,update inertia version,
179,Update app.blade.php (#125),"The meta tag approach for csrf tokens won't work in SPA apps, only in blade apps. Removing it fixed the issue I had with uploading files after I login!",Update app.blade.php (#125),"The meta tag approach for csrf tokens won't work in SPA apps, only in blade apps. Removing it fixed the issue I had with uploading files after I login!"
180,Merge pull request #124 from stefanzweifel/patch-1,[1.x] Use release target branch in changelog compare URL,Merge pull request #124 from stefanzweifel/patch-1,[1.x] Use release target branch in changelog compare URL
181,Use release target branch in changelog compare URL,,Use release target branch in changelog compare URL,
182,Update CHANGELOG.md,,Update CHANGELOG.md,
183,Merge pull request #121 from stefanzweifel/patch-1,[1.x] Push updated Changelog to default branch,Merge pull request #121 from stefanzweifel/patch-1,[1.x] Push updated Changelog to default branch
184,FIX: Api stack EmailVerificationTest (#122),,FIX: Api stack EmailVerificationTest (#122),
185,Use release.target_commitish as branch name,,Use release.target_commitish as branch name,
186,Push updated changelog to default branch,,Push updated changelog to default branch,
187,Fix exception throwing on older PHP versions (#120),,Fix exception throwing on older PHP versions (#120),
188,Update update-changelog.yml,,Update update-changelog.yml,
189,Update CHANGELOG.md,,Update CHANGELOG.md,
190,Merge pull request #119 from laravel/laravel9,Laravel 9 Support,Merge pull request #119 from laravel/laravel9,Laravel 9 Support
191,Laravel 9 Support,,Laravel 9 Support,
192,Fix API Controllers @return tag (#117),  Fix API Controllers @return tag   Use JsonResponse instated of RedirectResponse   Update EmailVerificationNotificationController.php   Co-authored-by: Taylor Otwell taylor@laravel.com,Fix API Controllers @return tag (#117),Fix API Controllers @return tag Use JsonResponse instated of RedirectResponse Update EmailVerificationNotificationController.php Co-authored-by: Taylor Otwell taylor@laravel.com
193,Remove brackets inside react label component (#116),,Remove brackets inside react label component (#116),
194,Update CHANGELOG.md,,Update CHANGELOG.md,
195,Update CHANGELOG.md,,Update CHANGELOG.md,
196,Update CHANGELOG.md,,Update CHANGELOG.md,
197,Rename update-changelog.md to update-changelog.yml,,Rename update-changelog.md to update-changelog.yml,
198,update outdated dependencies (#114),,update outdated dependencies (#114),
199,Fix Inertia Controllers @return tag and Inertia Vue Input Component (#112),  Fix correct @return tag for Inertia response   Fix Component/Input.vue autofocus   Update Input.vue   Update Input.vue   Co-authored-by: Taylor Otwell taylor@laravel.com,Fix Inertia Controllers @return tag and Inertia Vue Input Component (#112),Fix correct @return tag for Inertia response Fix Component/Input.vue autofocus Update Input.vue Update Input.vue Co-authored-by: Taylor Otwell taylor@laravel.com
200,Auto update changelog on release (#113),,Auto update changelog on release (#113),
201,Update CHANGELOG.md,,Update CHANGELOG.md,
202,Updates Tailwind on Installation to v3.0.0 (#110),  Change purge to content Tailwind v3.0.0   Changes flex-shrink to shrink Tailwind v3.0.0   Updates Tailwind on Installation to v3.0.0   Removed tailwind variants as no longer required ,Updates Tailwind on Installation to v3.0.0 (#110),Change purge to content Tailwind v3.0.0 Changes flex-shrink to shrink Tailwind v3.0.0 Updates Tailwind on Installation to v3.0.0 Removed tailwind variants as no longer required
203,Update CHANGELOG.md,,Update CHANGELOG.md,
204,Delete .DS_Store,,Delete .DS_Store,
205,Delete .DS_Store,,Delete .DS_Store,
206,"Breeze ""API"" / SPA Stack (#109)","This adds a new api ""stack"" to Breeze. This stack removes all JS and CSS related scaffolding and installs controllers that properly handle the API authentication (powered by Sanctum) that would typically be required when authenticating a JavaScript SPA such as applications powered by Next.js / Nuxt.js, etc.","Breeze ""API"" / SPA Stack (#109)","This adds a new api ""stack"" to Breeze. This stack removes all JS and CSS related scaffolding and installs controllers that properly handle the API authentication (powered by Sanctum) that would typically be required when authenticating a JavaScript SPA such as applications powered by Next.js / Nuxt.js, etc."
207,Use KeyboardEvent key attribute for Escape (#108),Use KeyboardEvent key attribute for Escape instead of deprecated keyCode. See https://developer.mozilla.org/en-US/docs/Web/API/KeyboardEvent/keyCode,Use KeyboardEvent key attribute for Escape (#108),Use KeyboardEvent key attribute for Escape instead of deprecated keyCode. See link
208,Change minimum Sanctum version to 2.8 (#107),Enables installation in PHP 8 projects,Change minimum Sanctum version to 2.8 (#107),Enables installation in PHP 8 projects
209,Update CHANGELOG.md,,Update CHANGELOG.md,
210,use named dashboard route (#106),Co-authored-by: Hamlet hamlet@ungads.com,use named dashboard route (#106),Co-authored-by: Hamlet hamlet@ungads.com
211,Apply fixes from StyleCI,,Apply fixes from StyleCI,
212,upgrade alpinejs to v3 (#105),  upgrade alpinejs to v3   add semicolon ,upgrade alpinejs to v3 (#105),upgrade alpinejs to v3 add semicolon
213,Update CHANGELOG.md,,Update CHANGELOG.md,
214,Merge branch '1.x' of github.com:laravel/breeze into 1.x,,Merge branch '1.x' of github.com:laravel/breeze into 1.x,
215,update namespace,,update namespace,
216,Change logo to work on Dark Theme (#101),,Change logo to work on Dark Theme (#101),
217,Update CHANGELOG.md,,Update CHANGELOG.md,
218,Fixes installation of pest on vue/react stacks (#100),,Fixes installation of pest on vue/react stacks (#100),
219,Update CHANGELOG.md,,Update CHANGELOG.md,
220,[1.x] Adds --pest option (#99),  Adds --pest option   Removes non used class   Removes non needed namespace ,[1.x] Adds --pest option (#99),Adds --pest option Removes non used class Removes non needed namespace
221,Update README.md (#98),,Update README.md (#98),
222,Reformat validation rules using the array syntax (#96),  Update NewPasswordController.php   Update PasswordResetLinkController.php   Update RegisteredUserController.php   Update LoginRequest.php ,Reformat validation rules using the array syntax (#96),Update NewPasswordController.php Update PasswordResetLinkController.php Update RegisteredUserController.php Update LoginRequest.php
223,Merge pull request #95 from buismaarten/patch-1,Fixed application logo indentation,Merge pull request #95 from buismaarten/patch-1,Fixed application logo indentation
224,Fixed application logo indentation,,Fixed application logo indentation,
225,Update CHANGELOG.md,,Update CHANGELOG.md,
226,Fix React Dropdown.js Link (#94),,Fix React Dropdown.js Link (#94),
