Index,Message,Description,Message Abstract,Description Abstract
13,"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270)""",This reverts commit 57dd98a038e5fdec66fa6f93e64eb9fd0a355f37.,"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270)""",This reverts commit 57dd98a038e5fdec66fa6f93e64eb9fd0a355f37.
14,"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271)""",This reverts commit 4d610143fa4c674ac84a04d1850cb9f3653caa2e.,"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271)""",This reverts commit 4d610143fa4c674ac84a04d1850cb9f3653caa2e.
15,"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272)""",This reverts commit fbfe63a2a3d57668b1c8a82749fa2294aa47d5e0.,"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272)""",This reverts commit fbfe63a2a3d57668b1c8a82749fa2294aa47d5e0.
16,"Revert ""revert moment js upgrade""",This reverts commit 53cbbb72923190f4b15f19a2ce8475898210ddc6.,"Revert ""revert moment js upgrade""",This reverts commit 53cbbb72923190f4b15f19a2ce8475898210ddc6.
17,"Revert ""revert moment js upgrade""",This reverts commit 7918f5e9a9e1a4e4991307c9598c3af250cc0bf1.,"Revert ""revert moment js upgrade""",This reverts commit 7918f5e9a9e1a4e4991307c9598c3af250cc0bf1.
18,"Revert ""force dependency version rather than range""",This reverts commit b72925a85c28f24dd66635003d6d510b869546a1.,"Revert ""force dependency version rather than range""",This reverts commit b72925a85c28f24dd66635003d6d510b869546a1.
19,force dependency version rather than range,Signed-off-by: Olivier Lamy olamy@apache.org,force dependency version rather than range,Signed-off-by: Olivier Lamy olamy@apache.org
20,revert moment js upgrade,Signed-off-by: Olivier Lamy olamy@apache.org,revert moment js upgrade,Signed-off-by: Olivier Lamy olamy@apache.org
21,revert moment js upgrade,Signed-off-by: Olivier Lamy olamy@apache.org,revert moment js upgrade,Signed-off-by: Olivier Lamy olamy@apache.org
22,Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org
23,Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org
24,Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org
25,Bump moment from 2.19.3 to 2.29.2 in /jenkins-design-language (#2269),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,Bump moment from 2.19.3 to 2.29.2 in /jenkins-design-language (#2269),Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org
26,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-config (#2362),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-config (#2362),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
27,Bump decode-uri-component in /blueocean-executor-info (#2365),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component in /blueocean-executor-info (#2365),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
28,Bump decode-uri-component in /jenkins-design-language (#2366),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component in /jenkins-design-language (#2366),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
29,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-web (#2367),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-web (#2367),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
30,Bump decode-uri-component in /blueocean-pipeline-editor (#2368),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component in /blueocean-pipeline-editor (#2368),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
31,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-dashboard (#2369),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-dashboard (#2369),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
32,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-core-js (#2370),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-core-js (#2370),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
33,Bump decode-uri-component in /blueocean-personalization (#2371),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits  updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump decode-uri-component in /blueocean-personalization (#2371),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
34,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-personalization (#2390),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-personalization (#2390),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
35,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-pipeline-editor (#2391),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-pipeline-editor (#2391),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
36,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-core-js (#2393),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-core-js (#2393),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
37,Bump ua-parser-js from 0.7.31 to 0.7.33 in /blueocean-executor-info (#2394),Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump ua-parser-js from 0.7.31 to 0.7.33 in /blueocean-executor-info (#2394),Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
38,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-dashboard (#2392),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-dashboard (#2392),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
39,Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395),Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395),Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
40,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-web (#2389),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-web (#2389),Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org
41,[maven-release-plugin] prepare for next development iteration,,[maven-release-plugin] prepare for next development iteration,
42,[maven-release-plugin] prepare release blueocean-parent-1.27.3,,[maven-release-plugin] prepare release blueocean-parent-1.27.3,
43,[JENKINS-70808] Fix isRestartable by only checking against the curren… (#2416) (#2417), [JENKINS-70808] Fix isRestartable by only checking against the current node [JENKINS-70808] Handle restartable computation in constructor  Co-authored-by: Allan Burdajewicz aburdajewicz@cloudbees.com,[JENKINS-70808] Fix isRestartable by only checking against the curren… (#2416) (#2417),[JENKINS-70808] Fix isRestartable by only checking against the current node [JENKINS-70808] Handle restartable computation in constructor Co-authored-by: Allan Burdajewicz aburdajewicz@cloudbees.com
44,Remove unused hudson.udp property (#2413),,Remove unused hudson.udp property (#2413),
45,[maven-release-plugin] prepare for next development iteration,,[maven-release-plugin] prepare for next development iteration,
46,[maven-release-plugin] prepare release blueocean-parent-1.27.2,,[maven-release-plugin] prepare release blueocean-parent-1.27.2,
47,"Revert ""[maven-release-plugin] prepare release blueocean-parent-1.27.2""",This reverts commit b5a742b3cf4e96ab8a02dd5903e8f25eeccf2e74.,"Revert ""[maven-release-plugin] prepare release blueocean-parent-1.27.2""",This reverts commit b5a742b3cf4e96ab8a02dd5903e8f25eeccf2e74.
48,[maven-release-plugin] prepare release blueocean-parent-1.27.2,,[maven-release-plugin] prepare release blueocean-parent-1.27.2,
49,fix some ATH  (#2412)," ath need xml bind  Signed-off-by: Olivier Lamy olamy@apache.org  fix xpath because of core upgrade, Log -> Sign  Signed-off-by: Olivier Lamy olamy@apache.org  Signed-off-by: Olivier Lamy olamy@apache.org",fix some ATH  (#2412),"ath need xml bind Signed-off-by: Olivier Lamy olamy@apache.org fix xpath because of core upgrade, Log -> Sign Signed-off-by: Olivier Lamy olamy@apache.org Signed-off-by: Olivier Lamy olamy@apache.org"
50,the method is called twice for the same object so at least we can store the result in a field which reduce call by 2 :) (#2408) (#2410),add some caching to avoid expensive call for completed run,the method is called twice for the same object so at least we can store the result in a field which reduce call by 2 :) (#2408) (#2410),add some caching to avoid expensive call for completed run
51,[JENKINS-70559] Fix class cast exception in ssh Pipeline editor (#2397),"  Set a version for aniaml-sniffer plugin   [JENKINS-70559] Fix class cast exception in ssh Pipeline editor   https://issues.jenkins.io/browse/JENKINS-70559 reports a class not found exception when using the Blue Ocean Pipeline editor to create a new Pipeline. The JGit project delivers org.eclipse.jgit.ssh.apache in addition to the org.eclipse.jgit.ssh.jsch library. The org.eclipse.jgit.ssh.apache library appears to be a complete replacement for git client plugin use cases. The JGIt project has declared their jsch library is deprecated and may be removed at any time. https://issues.jenkins.io/browse/JENKINS-69159 describes the transition the git client plugin has made from the unmaintained Jsch library to the Apache Mina SSHD library. https://www.matez.de/index.php/2020/06/22/the-future-of-jsch-without-ssh-rsa/ notes that Jsch is no longer receiving updates. This adds the JGit 6.4.0 jsch API library to the blue ocean git pipeline plugin so that the JSch symbols from JGit are resolved.  This may not be a long term solution, but it is much simpler than replacing the Jsch implementation with the Apache Mina SSHD implementation.",[JENKINS-70559] Fix class cast exception in ssh Pipeline editor (#2397),"Set a version for aniaml-sniffer plugin [JENKINS-70559] Fix class cast exception in ssh Pipeline editor link reports a class not found exception when using the Blue Ocean Pipeline editor to create a new Pipeline. The JGit project delivers org.eclipse.jgit.ssh.apache in addition to the org.eclipse.jgit.ssh.jsch library. The org.eclipse.jgit.ssh.apache library appears to be a complete replacement for git client plugin use cases. The JGIt project has declared their jsch library is deprecated and may be removed at any time. link describes the transition the git client plugin has made from the unmaintained Jsch library to the Apache Mina SSHD library. link/ notes that Jsch is no longer receiving updates. This adds the JGit 6.4.0 jsch API library to the blue ocean git pipeline plugin so that the JSch symbols from JGit are resolved.  This may not be a long term solution, but it is much simpler than replacing the Jsch implementation with the Apache Mina SSHD implementation."
52,[maven-release-plugin] prepare for next development iteration,,[maven-release-plugin] prepare for next development iteration,
53,[maven-release-plugin] prepare release blueocean-parent-1.27.1,,[maven-release-plugin] prepare release blueocean-parent-1.27.1,
54,Ceasing to test against non-block-scoped stage (#2385), Ceasing to test against non-block-scoped stage  Co-authored-by: Olivier Lamy olamy@apache.org,Ceasing to test against non-block-scoped stage (#2385),Ceasing to test against non-block-scoped stage Co-authored-by: Olivier Lamy olamy@apache.org
55,Bump actions/stale from 6 to 7 (#2378),Bumps actions/stale from 6 to 7. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump actions/stale from 6 to 7 (#2378),Bumps actions/stale from 6 to 7. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
56,RunSearch.collectRunsParallel returned nondeterministic order (#2386),,RunSearch.collectRunsParallel returned nondeterministic order (#2386),
57,add Jenkinsfile to build/push build image instead of another repo,Signed-off-by: Olivier Lamy olamy@apache.org,add Jenkinsfile to build/push build image instead of another repo,Signed-off-by: Olivier Lamy olamy@apache.org
58,[maven-release-plugin] prepare for next development iteration,,[maven-release-plugin] prepare for next development iteration,
59,[maven-release-plugin] prepare release blueocean-parent-1.27.0,,[maven-release-plugin] prepare release blueocean-parent-1.27.0,
60,Require Jenkins 2.361.4 and Java 11 (#2380),"Justifies an increment of the minor version number Earlier changes are bug fixes, but users will perceive it as more than a bug fix",Require Jenkins 2.361.4 and Java 11 (#2380),"Justifies an increment of the minor version number Earlier changes are bug fixes, but users will perceive it as more than a bug fix"
61,bump dot version due to accidental deploy,,bump dot version due to accidental deploy,
62,address review comments,,address review comments,
63,upgrade to run on java 11,,upgrade to run on java 11,
64,[maven-release-plugin] prepare for next development iteration,,[maven-release-plugin] prepare for next development iteration,
65,[maven-release-plugin] prepare release blueocean-parent-1.26.0,,[maven-release-plugin] prepare release blueocean-parent-1.26.0,
66,bump version to 1.26.0 because of a new feature,Signed-off-by: Olivier Lamy olamy@apache.org,bump version to 1.26.0 because of a new feature,Signed-off-by: Olivier Lamy olamy@apache.org
67,remove blueocean-autofavorite from aggregator (#2364),Signed-off-by: Olivier Lamy olamy@apache.org Signed-off-by: Olivier Lamy olamy@apache.org,remove blueocean-autofavorite from aggregator (#2364),Signed-off-by: Olivier Lamy olamy@apache.org Signed-off-by: Olivier Lamy olamy@apache.org
68,[JENKINS-47929] Extensible run details tabs (#2345), [JENKINS-47929] Extensible run details tabs  Co-authored-by: Stuart Rowe stuartr@ea.com,[JENKINS-47929] Extensible run details tabs (#2345),[JENKINS-47929] Extensible run details tabs Co-authored-by: Stuart Rowe stuartr@ea.com
69,Bump actions/stale from 5 to 6 (#2339),Bumps actions/stale from 5 to 6. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump actions/stale from 5 to 6 (#2339),Bumps actions/stale from 5 to 6. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
70,Remove usage of --ajp13Port (#2344),,Remove usage of --ajp13Port (#2344),
71,[maven-release-plugin] prepare for next development iteration,,[maven-release-plugin] prepare for next development iteration,
72,[maven-release-plugin] prepare release blueocean-parent-1.25.8,,[maven-release-plugin] prepare release blueocean-parent-1.25.8,
73,remove blueocean-jira from aggregator (#2336),,remove blueocean-jira from aggregator (#2336),
74,fix missing dependency (#2335),Signed-off-by: Olivier Lamy olamy@apache.org,fix missing dependency (#2335),Signed-off-by: Olivier Lamy olamy@apache.org
