Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Bump actions/stale from 7 to 8 (#2422),0.8767782,Bump actions/stale from 7 to 8 (#2422) @dependabot,Bumps actions/stale from 7 to 8. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
"Revert ""Bump moment from 2.19.3 to 2.29.2 in /jenkins-design-language (#2269)""",0.8768337,Bump moment from 2.19.3 to 2.29.2 in /jenkins-design-language (#2269) @dependabot,This reverts commit fa58295541ad59db8f05afe6a403558a155ab697.,1
"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270)""",0.8753211,Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270) @dependabot,This reverts commit 57dd98a038e5fdec66fa6f93e64eb9fd0a355f37.,1
"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271)""",0.87826407,Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271) @dependabot,This reverts commit 4d610143fa4c674ac84a04d1850cb9f3653caa2e.,1
"Revert ""Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272)""",0.90212405,Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272) @dependabot,This reverts commit fbfe63a2a3d57668b1c8a82749fa2294aa47d5e0.,1
"Revert ""revert moment js upgrade""",0.589905,Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272) @dependabot,This reverts commit 53cbbb72923190f4b15f19a2ce8475898210ddc6.,0
"Revert ""force dependency version rather than range""",0.49446827,📦 Dependency updates,This reverts commit b72925a85c28f24dd66635003d6d510b869546a1.,0
force dependency version rather than range,0.52139336,📦 Dependency updates,Signed-off-by: Olivier Lamy olamy@apache.org,0
revert moment js upgrade,0.5941727,Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272) @dependabot,Signed-off-by: Olivier Lamy olamy@apache.org,0
Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272),0.9668758,Bump moment from 2.19.3 to 2.29.2 in /blueocean-core-js (#2272) @dependabot,Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,1
Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271),0.955867,Bump moment from 2.19.3 to 2.29.2 in /blueocean-dashboard (#2271) @dependabot,Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,1
Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270),0.9367486,Bump moment from 2.19.3 to 2.29.2 in /blueocean-web (#2270) @dependabot,Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,1
Bump moment from 2.19.3 to 2.29.2 in /jenkins-design-language (#2269),0.96560836,Bump moment from 2.19.3 to 2.29.2 in /jenkins-design-language (#2269) @dependabot,Bumps moment from 2.19.3 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,1
Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-config (#2362),0.98577034,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-config (#2362) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump decode-uri-component in /blueocean-executor-info (#2365),0.926462,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-executor-info (#2365) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump decode-uri-component in /jenkins-design-language (#2366),0.9375746,Bump decode-uri-component from 0.2.0 to 0.2.2 in /jenkins-design-language (#2366) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-web (#2367),0.9756362,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-web (#2367) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump decode-uri-component in /blueocean-pipeline-editor (#2368),0.9273776,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-pipeline-editor (#2368) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-dashboard (#2369),0.98168373,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-dashboard (#2369) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-core-js (#2370),0.983961,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-core-js (#2370) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump decode-uri-component in /blueocean-personalization (#2371),0.8670318,Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-personalization (#2371) @dependabot,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-personalization (#2390),0.9902965,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-personalization (#2390) @dependabot,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-pipeline-editor (#2391),0.9950996,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-pipeline-editor (#2391) @dependabot,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-core-js (#2393),0.9897156,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-core-js (#2393) @dependabot,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ua-parser-js from 0.7.31 to 0.7.33 in /blueocean-executor-info (#2394),0.9913721,Bump ua-parser-js from 0.7.31 to 0.7.33 in /blueocean-executor-info (#2394) @dependabot,Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-dashboard (#2392),0.9875906,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-dashboard (#2392) @dependabot,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395),0.98470336,Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395) @dependabot,Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-web (#2389),0.9885515,Bump ua-parser-js from 0.7.19 to 0.7.33 in /blueocean-web (#2389) @dependabot,Bumps ua-parser-js from 0.7.19 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Olivier Lamy olamy@apache.org,1
[maven-release-plugin] prepare release blueocean-parent-1.27.3,0.65558875,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
[JENKINS-70808] Fix isRestartable by only checking against the curren… (#2416) (#2417),0.9715675,JENKINS-70808 - Fix isRestartable by only checking against the curren… (#2416) (#2417) @olamy,[JENKINS-70808] Fix isRestartable by only checking against the current node [JENKINS-70808] Handle restartable computation in constructor Co-authored-by: Allan Burdajewicz aburdajewicz@cloudbees.com,1
Remove unused hudson.udp property (#2413),0.40414447,Remove powermock usage (#2328) @olamy,,0
[maven-release-plugin] prepare release blueocean-parent-1.27.2,0.6554918,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
"Revert ""[maven-release-plugin] prepare release blueocean-parent-1.27.2""",0.58523995,Bump frontend-maven-plugin from 1.7.5 to 1.12.0 (#2173) @dependabot,This reverts commit b5a742b3cf4e96ab8a02dd5903e8f25eeccf2e74.,0
fix some ATH  (#2412),0.6198484,fix some ATH  by @olamy in link,"ath need xml bind Signed-off-by: Olivier Lamy olamy@apache.org fix xpath because of core upgrade, Log -> Sign Signed-off-by: Olivier Lamy olamy@apache.org Signed-off-by: Olivier Lamy olamy@apache.org",0
the method is called twice for the same object so at least we can store the result in a field which reduce call by 2 :) (#2408) (#2410),0.9910521,the method is called twice for the same object so at least we can store the result in a field which reduce call by 2 :) (#2408) by @olamy in link,add some caching to avoid expensive call for completed run,1
[JENKINS-70559] Fix class cast exception in ssh Pipeline editor (#2397),0.8837155,[JENKINS-70559] Fix class not found exception in ssh Pipeline editor by @MarkEWaite in link,"Set a version for aniaml-sniffer plugin [JENKINS-70559] Fix class cast exception in ssh Pipeline editor link reports a class not found exception when using the Blue Ocean Pipeline editor to create a new Pipeline. The JGit project delivers org.eclipse.jgit.ssh.apache in addition to the org.eclipse.jgit.ssh.jsch library. The org.eclipse.jgit.ssh.apache library appears to be a complete replacement for git client plugin use cases. The JGIt project has declared their jsch library is deprecated and may be removed at any time. link describes the transition the git client plugin has made from the unmaintained Jsch library to the Apache Mina SSHD library. link/ notes that Jsch is no longer receiving updates. This adds the JGit 6.4.0 jsch API library to the blue ocean git pipeline plugin so that the JSch symbols from JGit are resolved.  This may not be a long term solution, but it is much simpler than replacing the Jsch implementation with the Apache Mina SSHD implementation.",1
[maven-release-plugin] prepare release blueocean-parent-1.27.1,0.6568924,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
Ceasing to test against non-block-scoped stage (#2385),0.9643815,Ceasing to test against non-block-scoped stage (#2385) @jglick,Ceasing to test against non-block-scoped stage Co-authored-by: Olivier Lamy olamy@apache.org,1
Bump actions/stale from 6 to 7 (#2378),0.8851943,Bump actions/stale from 6 to 7 (#2378) @dependabot,Bumps actions/stale from 6 to 7. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
RunSearch.collectRunsParallel returned nondeterministic order (#2386),0.98763466,RunSearch.collectRunsParallel returned nondeterministic order (#2386) @jglick,,1
add Jenkinsfile to build/push build image instead of another repo,0.5516864,Bump cached-path-relative from 1.0.2 to 1.1.0 in /jenkins-design-language (#2244) @dependabot,Signed-off-by: Olivier Lamy olamy@apache.org,0
[maven-release-plugin] prepare release blueocean-parent-1.27.0,0.6623864,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
Require Jenkins 2.361.4 and Java 11 (#2380),0.7828694,Require Jenkins 2.361.4 and Java 11 (#2380) @MarkEWaite (#2379) @car-roll ,"Justifies an increment of the minor version number Earlier changes are bug fixes, but users will perceive it as more than a bug fix",1
bump dot version due to accidental deploy,0.4473104,Bump release-drafter/release-drafter from 5.17.5 to 5.17.6 (#2234) @dependabot,,0
address review comments,0.28489178,"Revert ""Make a comment more inclusive"" (#2285) @olamy",,0
upgrade to run on java 11,0.6547776,Test fixes on Java 11,,0
[maven-release-plugin] prepare release blueocean-parent-1.26.0,0.6592394,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
bump version to 1.26.0 because of a new feature,0.57410264,Bump bom-2.222.x from 26 to 28 (#2157) @dependabot,Signed-off-by: Olivier Lamy olamy@apache.org,0
remove blueocean-autofavorite from aggregator (#2364),0.98194885,remove blueocean-autofavorite from aggregator (#2364) @olamy,Signed-off-by: Olivier Lamy olamy@apache.org Signed-off-by: Olivier Lamy olamy@apache.org,1
[JENKINS-47929] Extensible run details tabs (#2345),0.9747895,JENKINS-47929 - Extensible run details tabs (#2345) @stuartrowe,[JENKINS-47929] Extensible run details tabs Co-authored-by: Stuart Rowe stuartr@ea.com,1
Bump actions/stale from 5 to 6 (#2339),0.870897,Bump actions/stale from 5 to 6 (#2339) @dependabot,Bumps actions/stale from 5 to 6. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Remove usage of --ajp13Port (#2344),0.4196825,Remove dependencies to joda-time (#2041) @veita,,0
[maven-release-plugin] prepare release blueocean-parent-1.25.8,0.6524054,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
remove blueocean-jira from aggregator (#2336),0.9149362,remove blueocean-jira from aggregator (#2336) @car-roll,,1
fix missing dependency (#2335),0.56688374,Bump bom-2.222.x from 26 to 28 (#2157) @dependabot,Signed-off-by: Olivier Lamy olamy@apache.org,0
[maven-release-plugin] prepare release blueocean-parent-1.25.7,0.6516684,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
Remove powermock usage (#2328),0.95794886,Remove powermock usage (#2328) @olamy,remove powermock usage Signed-off-by: Olivier Lamy olamy@apache.org,1
[JENKINS-47929] revert (#2330),0.8295759,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,"Revert ""[JENKINS-47929] Allow extensible run details tabs (#2268)"" update prettier parser Signed-off-by: Olivier Lamy olamy@apache.org",1
EOL JSR 305 (#2327),0.8449981,EOL JSR 305 (#2327) @basil,,1
Fix missing parentheses causing logic bug for tests tab failure count (#2305),0.93713135,Fix missing parentheses causing logic bug for tests tab failure count (#2305) @wmcbroomd2d,Co-authored-by: Olivier Lamy olamy@apache.org,1
Adding Blue Ocean statement (#2325),0.9021015,Adding Blue Ocean statement (#2325) @basil,,1
[maven-release-plugin] prepare release blueocean-parent-1.25.6,0.64833105,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
touch,0.23288023,"Bump parent version 4.16, bom version 25 (#2134) @olamy",Signed-off-by: Olivier Lamy olamy@apache.org,0
Removing instance-identity dependency,0.90864366,Removing instance-identity dependency (#2317) @jglick,,1
Make a comment more inclusive,0.71638894,"Revert ""Make a comment more inclusive"" (#2285) @olamy","Rather than ""master"" use ""main""",1
[maven-release-plugin] prepare release blueocean-parent-1.25.5,0.64380676,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
[maven-release-plugin] prepare release blueocean-parent-1.25.4,0.6489049,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
[SECURITY-2502],0.5879573,Security release 1.25.4 see advisory,,0
[SECURITY-714],0.47894657,Remove non needed anymore inner class (SECURITY-380 - ) (#2109) @res0nance,Remove BlueOcean Credentials Providers Signed-off-by: Olivier Lamy olamy@apache.org,0
Make a comment more inclusive (#2278),0.78880566,Make a comment more inclusive (#2278) @Ladyprowess,"Rather than ""master"" use ""controller""",1
"Revert ""Make a comment more inclusive (#2282)"" (#2285)",0.9108131,"Revert ""Make a comment more inclusive"" (#2285) @olamy",This reverts commit 8741d6e711a577d151a157664565234c52c38387.,1
Make a comment more inclusive (#2282),0.7879983,Make a comment more inclusive (#2282) @Ladyprowess,"Rather than ""master"" use ""main""",1
[JENKINS-68065] fix Bitbucket cloud job creation via wizard (#2275),0.98661566,JENKINS-68065 - fix Bitbucket cloud job creation via wizard (#2275) @olamy,[JENKINS-68065] fix Bitbucket cloud job creation via wizard fix mock recording Signed-off-by: Olivier Lamy olamy@apache.org,1
use already built image (#2283),0.93225235,use already built image (#2283) @olamy,Signed-off-by: Olivier Lamy olamy@apache.org,1
[JENKINS-41488] Better handling of scrolling (#2254),0.6190653,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,Co-authored-by: Matej Spiller Muys matej.spiller-muys@bitstamp.net,0
ignore out directory,0.27209455,Make executor plugin optional (#2117) @timja,Signed-off-by: Olivier Lamy olamy@apache.org,0
"Add description for plugin manager (JDL, core-js, jira) (#2274)",0.563806,Upgrade Jira plugin to 3.0.14 (#2059) @olamy,,0
rollbar not used anymore,0.32750097,Bump handlebars from 3.0.6 to 3.0.8 in /blueocean-web (#2249) @dependabot,,0
[JENKINS-47929] Allow extensible run details tabs (#2268),0.98313236,JENKINS-47929 Allow extensible run details tabs (#2268) @stuartrowe  ,Allow extensible run details tabs (revived from: link) Remove unused ExtensionValidator Remove unused navCount tracking in LocationService Remove top level Route '/:action' that was causing issues for blueocean-executor-info removing associated function getTopAction that is no longer reference 8 remove function getPipelineAction that was never referenced Co-authored-by: Stuart Rowe stuartr@ea.com Co-authored-by: Olivier Lamy olamy@apache.org,1
Bump actions/stale from 4 to 5 (#2273),0.8619847,Bump actions/stale from 5 to 6 (#2339) @dependabot,Bumps actions/stale from 4 to 5. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
avoid upgrade minor noise,0.41647023,📦 Dependency updates,,0
[maven-release-plugin] prepare release blueocean-parent-1.25.3,0.65013206,[JENKINS-52825] - Add blueocean-executor-info-plugin to the blueocean meta package as a dependancy (#1925) @halkeye,,0
Bump handlebars from 3.0.6 to 3.0.8 in /blueocean-web (#2249),0.9625145,Bump handlebars from 3.0.6 to 3.0.8 in /blueocean-web (#2249) @dependabot,Bumps handlebars from 3.0.6 to 3.0.8. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: handlebars   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump handlebars from 3.0.6 to 3.0.8 in /jenkins-design-language (#2246),0.97943974,Bump handlebars from 3.0.6 to 3.0.8 in /jenkins-design-language (#2246) @dependabot,Bumps handlebars from 3.0.6 to 3.0.8. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: handlebars   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
[JENKINS-53291] Fix pipeline editor to work with pipelines in folders (#2217),0.98876035,JENKINS-53291 - Fix pipeline editor to work with pipelines in folders (#2217) @sebracs,[JENKINS-53291] Do not split pipeline string for editor page [JENKINS-53291] Load pipeline link like render [JENKINS-53291] Remove unused split Co-authored-by: Olivier Lamy olamy@apache.org,1
Remove parboiled usage (#2252),0.87088215,Remove parboiled usage (#2252) @raul-arabaolaza,"It was a transitive dependency from token-macro and it has been removed in last releases, making BO to fail if the last version of token-macro is installed Plus, there is really no need to add a dependency just to check if a string is empty",1
Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-web (#2240),0.9680939,Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-web (#2240) @dependabot,Bumps cached-path-relative from 1.0.2 to 1.1.0. - Release notes - Commits updated-dependencies: - dependency-name: cached-path-relative   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump cached-path-relative in /blueocean-pipeline-editor (#2241),0.9365626,Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-pipeline-editor (#2241) @dependabot,Bumps cached-path-relative from 1.0.2 to 1.1.0. - Release notes - Commits updated-dependencies: - dependency-name: cached-path-relative   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-dashboard (#2242),0.9704039,Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-dashboard (#2242) @dependabot,Bumps cached-path-relative from 1.0.2 to 1.1.0. - Release notes - Commits updated-dependencies: - dependency-name: cached-path-relative   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-core-js (#2239),0.97946227,Bump cached-path-relative from 1.0.2 to 1.1.0 in /blueocean-core-js (#2239) @dependabot,Bumps cached-path-relative from 1.0.2 to 1.1.0. - Release notes - Commits updated-dependencies: - dependency-name: cached-path-relative   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
