Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Fix feature detection of React.startTransition (#10569),0.84636766,Adjust feature detection of React.startTransition to fix webpack + react 17 compilation error (#10569),,1
chore: Update version for release (#10564),0.551567,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",  chore: Update version for release   Update changelogs    Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org,0
Update the examples deps.,0.59403735,Updated dependencies:,Should fix the issues with StackBlitz,0
chore: Update version for release (pre) (#10554),0.5694333,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Use react concurrent mode state in RouterProvider (#10553),0.70555013,Wrap internal router state updates with React.startTransition (#10438),  Use react concurrent mode state in RouterProvider   Bum bundle ,1
chore: Update version for release (pre) (#10552),0.5706574,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Merge branch 'main' into release-next,0.35970566,We anticipate this will be the last beta release before v6 stable next week.,,0
Allow revalidations to complete if submitting fetcher is deleted (#10535),0.9677027,Allow fetcher revalidations to complete if submitting fetcher is deleted (#10535),,1
chore: format,0.5172777,2447ecb [added] formatPattern util method,,0
docs(start/tutorial): small update (#10548),0.6561313,f5d4f36 [fixed] Docs Update,,0
fix MD link,0.54664224,ca96f86 [fixed] typo in Link,,0
Clarify FAQ about pathless layout routes in data router upgrade doc,0.65605164,This change removes the internal module-level routerSingleton we create and maintain inside our data routers since it was causing a number of headaches for non-simple use cases:,,0
docs(start/overview): fix props in 'Nested Routes' section (#10537),0.72873753,"You can still nest your routes as before, paths are inherited from parents just like before but prop names have changed.",,1
chore: upgrade jest and jsdom (#10453),0.9523674,Upgrade jest and jsdom (#10453),"This lets us remove a polyfill and some other hacks, and brings along some additional jsdom features which will facilitate testing fixes to submitter serialization. Note:  * jsdom is making it harder to stub things, so we inject a jest-friendly    window into the router. I'm not a huge fan of DI when used solely for the    sake of testing, but this seems less terrible than other approaches (e.g.    (patch-package-ing jsdom, or monkey-patching Object.defineProperty) 🙃  * We use a yarn resolution to get the latest jsdom, despite the latest    jest pinning it at ^20.0.0. Per the maintainers, this is fine as jest    doesn't need any code changes to work with new jsdom, and there are no    concrete plans yet to ship a major version.",1
Define loaders and actions more clearly (#10531),0.5914258,// execute the appropriate action/loaders and return either the state or a,,0
Add action docs on multiple actions (#10527),0.4470051,Ignore pathless layout routes when looking for proper submission action function (#9455),,0
Ensure revalidations happen when hash is present (#10516),1.0000002,Ensure revalidations happen when hash is present (#10516),,1
throw on non-serializable state PUSH navigation (#10427),0.8485332,Re-throw DOMException (DataCloneError) when attempting to perform a PUSH navigation with non-serializable state. (#10427),,1
Update examples to use react-jsx (#10515),0.68389535,React 0.12,,0
Add missing Route import to docs,0.6366579,"      <Route path=""a"" lazy={() => import(""./a"")} />",,0
Wrap internal router state updates with React.startTransition (#10438),0.9999999,Wrap internal router state updates with React.startTransition (#10438),,1
Merge branch 'release-next' into dev,0.41947895,Development for v6 has switched from dev to the main branch.,,0
chore: Update version for release (#10500),0.56227654,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
Add docs on migrating from BrowserRouter to RouterProvider (#10376),0.6602393,<RouterProvider>,Co-authored-by: Michaël De Boey info@michaeldeboey.be,0
chore: Update version for release (pre) (#10495),0.5745329,"I've swapped out the version string to better represent the prerelease nature of the v4 branch currently. It may not have been obvious before, but according to semver, any version string with a -anything on the end is considered a prerelease version. I've seen some references to the versions before as 4.0.1 and 4.0.2. This isn't correct, as we haven't yet pushed a 4.0.0 final version. This is not production-ready code. We're not done building 4.0! ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Do not short circuit loaders on initial load when hash is present (#10493),0.6947157,Fix bug where initial data load would not kick off when hash is present (#10493),,0
Fix basename duplication in RouterProvider descendant routes (#10492),0.9639915,Fix basename duplication in descendant <Routes> inside a <RouterProvider> (#10492),,1
Export SetURLSearchParams type (#10444),0.99999976,Export SetURLSearchParams type (#10444),,1
"Revert ""sorry...""",0.40056038,  return ,This reverts commit 77ec0532fca7628f0b1b92fd989eb807ff7a84d1.,0
"Revert ""lol""",0.39883906,  return ,This reverts commit 2e00eea0d4d4034578afb929555594642c3d7f9e.,0
Corrected a grammatical mistake in a sentence (#10483),0.5092617,ca96f86 [fixed] typo in Link,,0
lol,0.30205712,        ,,0
sorry...,0.48437214,  ...,,0
fix: grammatical error in documentation (#10462),0.62028766,f5d4f36 [fixed] Docs Update,,0
docs(start/tutorial): fix typo (#10456),0.554628,ca96f86 [fixed] typo in Link,,0
ci(comment): update org (#10451),0.5012825,f5d4f36 [fixed] Docs Update,,0
chore: Update version for release (#10443),0.56001115,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
fix: surface errors to the proper error boundary after _internalSetRoutes (#10437),0.69698864,Fix Remix HMR-driven error boundaries by properly reconstructing new routes and manifest in _internalSetRoutes (#10437),  fix: surface errors to the proper error boundary after _internalSetRoutes   Update .changeset/hmr-error-boundary.md    Co-authored-by: Matt Brophy matt@brophy.org,0
chore: Update version for release (pre) (#10436),0.57867324,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Fix usage of Navigate in strict mode when using a data router (#10435),0.976962,Fix usage of <Navigate> in strict mode when using a data router (#10435),,1
Fix useNAvigate when called from  inside a  (#10432),0.7458552,Fix bug when calling useNavigate from <Routes> inside a <RouterProvider> (#10432),,1
Fix pathless relative routing with a basename (#10433),0.81476986,fix: Fix trailing slash behavior on pathless routing when using a basename (#9045),,1
Fix usage of Component API within descendant routes (#10434),0.985868,Fix usage of Component API within descendant <Routes> (#10434),,1
"Revert ""chore: update no-response workflow (#10355)"" (#10420)",0.40971047,Bugfix: Remove unintentionally released code change (#3280),,0
Update development repo docs,0.44119743,f5d4f36 [fixed] Docs Update,,0
chore: Update version for release (#10414),0.5550997,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
chore: Update version for release (pre) (#10410),0.57560474,"I've swapped out the version string to better represent the prerelease nature of the v4 branch currently. It may not have been obvious before, but according to semver, any version string with a -anything on the end is considered a prerelease version. I've seen some references to the versions before as 4.0.1 and 4.0.2. This isn't correct, as we haven't yet pushed a 4.0.0 final version. This is not production-ready code. We're not done building 4.0! ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Avoid unnecessary router subscribes (#10409),0.6029756,Removed subscriptions to avoid unneccessary rerendering in every <Route>,Co-authored-by: Alexander Nanberg alex.nanberg@hotmail.com,0
Fix up same-hash link short circuiting logic (#10408),0.62021375,Do not short circuit on hash change only mutation submissions (#9944),,0
Fix: validation isComplete in Docs/use fetcher (#10407),0.57487065,Provide fetcher submission to shouldRevalidate if the fetcher action redirects (#10208),Co-authored-by: Ivan Rodriguez ivan.rodriguez@tauruseer.com,0
Add docs on requetsContext,0.41817483,Docs,,0
Update caniuse-lite to get rid of warning from unit tests,0.4885943,Minor: Include full warning messages in non-minified UMD build (#3213),Browserslist: caniuse-lite is outdated. Please run:   npx update-browserslist-db@latest   Why you should do it regularly: https://github.com/browserslist/update-db#readme,0
chore: Update version for release (pre) (#10402),0.5730137,"I've swapped out the version string to better represent the prerelease nature of the v4 branch currently. It may not have been obvious before, but according to semver, any version string with a -anything on the end is considered a prerelease version. I've seen some references to the versions before as 4.0.1 and 4.0.2. This isn't correct, as we haven't yet pushed a 4.0.0 final version. This is not production-ready code. We're not done building 4.0! ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Add missing static propr for StaticRouterProvider (#10401),0.86467564,Fix missing StaticRouter (#4389 by @supasate),,1
"ci: disable github action file annotations for eslint, tsc, and jest (#10399)",0.43185556,ci: simplify dist/ directory for CJS/ESM only (#9017),Signed-off-by: Logan McAnsh logan@mcan.sh,0
chore: remove styfle/cancel-workflow-action usage (#10397),0.43751127,handlers) so we've removed it.,,0
chore: Update version for release (pre) (#10398),0.5694683,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
"Revert ""Add better control over submission serialization  (#10342)""",0.5513843,Fix <button formmethod> form submission overriddes (#9664),This reverts commit 9d81bf6438de6faef5f401a4c021dd93d5a80205.,0
"Revert ""Support direct handlers in useSubmit/fetcher.submit/fetcher.load (#10362)""",0.63913184,Allow fetcher revalidations to complete if submitting fetcher is deleted (#10535),This reverts commit 4357e373eac2612460f085c4d6d54851b456c9ab.,0
Allow useNavigate to be called from child component effects (#10394),0.82009685,"Fix detection of useNavigate in the render cycle by setting the activeRef in a layout effect, allowing the navigate function to be passed to child components and called in a useEffect there (#10394)",Co-authored-by: 42shadow42 42shadow42@gmail.com,1
refactor(react-router): Fix useRoutesImpl for SSR (#10395),0.75807476,feat: SSR Updates for React Router (#9058),,1
Clean up useRoutes RouterProvider detection (#10389),0.6331543,<RouterProvider>,,0
Remove outdated repo FAQ.md,0.46611488,bb7b666 [removed] .js files from repo root,,0
docs(routers/create-browser-router): fix Future Flags link (#10388),0.6196962,"Router.run(routes, Router.BrowserHistory, (Handler) => {",,0
Remove useSyncExternalStore in favor of useState (#10377),0.52746356,"Switched from useSyncExternalStore to useState for internal @remix-run/router router state syncing in <RouterProvider>. We found some subtle bugs where router state updates got propagated before other normal useState updates, which could lead to foot guns in useEffect calls. (#10377, #10409)",,0
Fix descendant Routes rendering alongside RouterProvider errors (#10374),0.928472,Fix bug preventing rendering of descendant <Routes> when RouterProvider errors existed (#10374),,1
Allow useRevalidate to resolve a loader-driven error boundary UI (#10369),0.9142229,Allow useRevalidator() to resolve a loader-driven error boundary scenario (#10369),,1
Fail gracefully on invalid Link to values (#10367),0.76800406,"Fail gracefully on <Link to=""//""> and other invalid URL values (#10367)",,1
Support direct handlers in useSubmit/fetcher.submit/fetcher.load (#10362),0.56813914,Provide fetcher submission to shouldRevalidate if the fetcher action redirects (#10208),,0
Add better control over submission serialization  (#10342),0.49149075,"fix: properly handle <Form encType=""multipart/form-data""> submissions (#8984)",,0
update useState URL to current (#10378),0.57146233,f2bf4bd [added] Router.PathState for keeping track of the current URL path,,0
chore: update LICENSE.md (#10368),0.4457761,This release adds missing LICENSE files to the published build.,  chore: update LICENSE.md   Update LICENSE.md   Update LICENSE.md    Co-authored-by: Michael Jackson michael@jackson.us,0
"revert: ""chore: update LICENSE.md""",0.49435738,This release adds missing LICENSE files to the published build.,,0
chore: update LICENSE.md,0.47889593,This release adds missing LICENSE files to the published build.,,0
chore: update no-response workflow (#10355),0.42918345,feat: Deferred API Updates (#9070),,0
chore: fix ESLint warnings (#10359),0.5759025,- Chore: Move ES module build to es/ (#3670),,0
chore(router): fix future flags table (#10358),0.56324536,Warn when using the history prop on a pre-configured Router (#5151 by @Aprillion),,0
Update routes.md fixing broken link (#10346),0.604736,Fix navigation for hash routers on manual URL changes (#9980),,0
Stabilize useNavigate/useSubmit/fetcher.submit for data routers (#10336),0.6855876,"When using a RouterProvider, useNavigate/useSubmit/fetcher.submit are now stable across location changes, since we can handle relative routing via the @remix-run/router instance and get rid of our dependence on useLocation() (#10336)",,0
Add proper 404 error for missing loader (#10345),0.7517244,Ensure proper 404 error on fetcher.load call to a route without a loader (#10345),,1
Fix fetcher revalidation logic (#10344),0.75774395,Allow fetcher revalidations to complete if submitting fetcher is deleted (#10535),  Fix fetcher revalidation logic   Fetchers no longer revalidate on search param changes or when routing to the same URL   Also fixed a semi-related bug where fetcher.load redirects wouldn't be marked as done on the completion of the redirect   bundle bump ,1
Add docs section in Link/Navlink for reloadDocument (#10338),0.48126933,"Add support for functions in <Link to> and <NavLink to> (#5331, #5368)",,0
fix inadvertent re-renders when using Component instead of element (#10287),0.8134668,Fix inadvertent re-renders when using Component instead of element on a route definition (#10287),Co-authored-by: Mark Dalgleish mark.john.dalgleish@gmail.com,1
Log loader/action errors in dev from default error boundary (#10286),0.86229306,Log loader/action errors caught by the default error boundary to the console in dev for easier stack trace evaluation (#10286),,1
docs(use-navigate.md): restore hint for replace (#10311),0.528171,"entry, it now uses replaceWith.",Co-authored-by: Axel Elanis@users.noreply.github.com,0
Update deferred.md (#10306),0.49516252,c3406eb9: fix: Rename <Deferred> to <Await> (#9095),,0
docs(create-browser-router.md): correct link (#10297),0.58638555,Use this link for the docs site from now on: https://react-router.now.sh/ We'll keep it updated.,,0
"fix(react-router): ""Current Future Flags"" table (#10296)",0.74078083,react-router@6.4.0-pre.11,,1
Add basic data router example (#10285),0.6860889,<DataRouterProvider>,,0
fix: Decouple AbortController for revalidating fetchers (#10271),0.76706344,Decouple AbortController usage between revalidating fetchers and the thing that triggered them such that the unmount/deletion of a revalidating fetcher doesn't impact the ongoing triggering navigation/revalidation (#10271),,1
chore: Update version for release (#10284),0.55165243,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
Add docs for data router SSR (#10254),0.6586516,SSR Updates for React Router (#9058),,0
chore(deps): bump mcansh/release-comment-action from 0.2.0 to 0.3.1 (#10279),0.4969077,Bumps the history dependency to version 4.9.0, chore(deps): bump mcansh/release-comment-action from 0.2.0 to 0.3.1  Bumps mcansh/release-comment-action from 0.2.0 to 0.3.1. - Release notes - Commits  updated-dependencies: - dependency-name: mcansh/release-comment-action   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com  Update release-comments.yml   Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Michaël De Boey info@michaeldeboey.be,0
docs(readme): Change links to full path (#10272),0.6053065,Link and navigate should properly respect the basename when using absolute paths.,,0
Disallow undefined as a return value from Loaderfunction/ActionFunction (#10267),0.9367069,Enhance LoaderFunction/ActionFunction return type to prevent undefined from being a valid return value (#10267),,1
ci: release commenting overhaul (#10265),0.51656455,Minor: Do not include unused deprecation logic in production builds (#3296),,0
Add Path definition to types,0.51827824,"Improved TypeScript signature for useMatch and matchPath. For example, when you call useMatch(""foo/:bar/:baz""), the path is parsed and the return type will be PathMatch<""bar"" | ""baz"">. (#8030)",Closes #10262,0
chore: Update version for release (pre) (#10260),0.55556506,"I've swapped out the version string to better represent the prerelease nature of the v4 branch currently. It may not have been obvious before, but according to semver, any version string with a -anything on the end is considered a prerelease version. I've seen some references to the versions before as 4.0.1 and 4.0.2. This isn't correct, as we haven't yet pushed a 4.0.0 final version. This is not production-ready code. We're not done building 4.0! ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
"Revert ""Exit prerelease mode""",0.40519875,"To cancel a ""transition from"", please refer to the Confirming Navigation guide.",This reverts commit 80e10e7ae97d9c95ff481b3dad725cefac1a2a2b.,0
fix lint issue anbd lint in CI (#10256),0.4470546,2fc9976 [fixed] eslint cleanup; trailing comma fix for IE,,0
chore(deps): bump actions/stale from 7 to 8 (#10253),0.5217546,Fix a few bugs where loader/action data wasn't properly cleared on errors (#9735),Bumps actions/stale from 7 to 8. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/stale   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
docs(start/concepts): fix typo (#10249),0.5373884,ca96f86 [fixed] typo in Link,,0
chore: Update version for release (pre) (#10248),0.5543969,"I've swapped out the version string to better represent the prerelease nature of the v4 branch currently. It may not have been obvious before, but according to semver, any version string with a -anything on the end is considered a prerelease version. I've seen some references to the versions before as 4.0.1 and 4.0.2. This isn't correct, as we haven't yet pushed a 4.0.0 final version. This is not production-ready code. We're not done building 4.0! ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Remove instanceof check for DeferredData (#10247),0.5396505,"return deferred([ await critical(), lazy() ])",,0
Match location.state type to code (#10244),0.4977033,| getQuery() | location.search |,Fixes #10241,0
chore: Update version for release (pre) (#10243),0.555511,"I've swapped out the version string to better represent the prerelease nature of the v4 branch currently. It may not have been obvious before, but according to semver, any version string with a -anything on the end is considered a prerelease version. I've seen some references to the versions before as 4.0.1 and 4.0.2. This isn't correct, as we haven't yet pushed a 4.0.0 final version. This is not production-ready code. We're not done building 4.0! ",,0
Add normalizeFormMEthod flag to the docs (#10242),0.6191077,When future.v7_normalizeFormMethod === true:,,0
Add docs on Future Flags (#10237),0.6748548,    // specify future flags here,,0
docs(start/concepts): fix warning (#10221),0.5351408,Re-enable proptypes warnings (@mjackson in 5f4b649),,0
don't include fetcher submision on navigation in fetch action redirect (#10225),0.6365948,// Perform a single-route query for the incoming Fetch Request.  This will,,0
Patch patch cause the spec is weird (#10216),0.60617423,Patch Changes,,0
Provide fetcher submission to shouldRevalidate if fetcher action redirects (#10208),0.9981241,Provide fetcher submission to shouldRevalidate if the fetcher action redirects (#10208),,1
Rename changesets,0.46842158,92b9077 [changed] file name of dist builds,,0
Add future.v7_normalizeFormMethod flag (#10207),0.93663836,When future.v7_normalizeFormMethod === true:,  Add future.v7_normalizeFormMethod flag   update Form/useSubmit types   Updates ,1
Fix route ID generation when using Fragments in createRoutesFromElements (#10193),1.0000002,Fix route ID generation when using Fragments in createRoutesFromElements (#10193),,1
docs(start/faq): fix grammar (#10205),0.504751,f5d4f36 [fixed] Docs Update,,0
Properly handle lazy errors during router initialization (#10201),0.98437464,Properly handle lazy() errors during router initialization (#10201),,1
Update examples to 6.9.0 for lazy/Component usage (#10202),0.5006764,"Note that as of v6.0.0-beta.3, the activeClassName and activeStyle props are removed completely. Adding support for functional className and style props to both v5 and v6 will give v5 users an easier upgrade path.",,0
Remove wrapper API from data browser router tests (#10196),0.54697716,"Router.run(routes, Router.BrowserHistory, (Handler) => {",,0
fix(react-router-dom): fix detectErrorBoundary function (#10190),0.8112135,react-router-dom@6.4.0-pre.15,,1
Convert data-memory-router-tests to use createMemoryRouter directly (#10188),0.6352728,Fix initialEntries type in createMemoryRouter (#9498),,0
Update examples to use 6.9.0 for lazy,0.48668438,of these mixins and need help upgrading from 0.8.0 -> 0.9.x find us on,,0
Fix fetcher.submission reference in docs,0.6115535,Allow fetcher revalidations to complete if submitting fetcher is deleted (#10535),,0
Fix links in changelogs to point to PRs,0.54036033,Full Changelog,,0
chore: Update version for release (#10185),0.5681133,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
Bang the root (#10182),0.3122195,@AchThomas made their first contribution in #9464,,0
Docs updates for lazy/Component/ErrorBoundary (#10178),0.5264432,f5d4f36 [fixed] Docs Update,,0
chore: Update version for release (pre) (#10174),0.5668973,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
Rename changesets for clarity,0.44400078,92b9077 [changed] file name of dist builds,,0
Add data router exports to react-router-dom-v5-compat (#10171),0.9330083,[react-router-dom-v5-compat] Add missed data router API re-exports (#10171),,1
Lazy Loaded Route Modules (#10045),0.79533446,Introducing Lazy Route Modules! (#10045),Co-authored-by: Mark Dalgleish mark.john.dalgleish@gmail.com,1
docs: updated NavLink docs,0.7007444,Add <NavLink strict> and <NavLink exact>,,1
the new way of describing app type in vite (#10165),0.42689466,"We have begun creating some examples for v6 that we hope will help developers make effective use of all the new features we have. So far, we have examples for the following:",,0
docs(routers/create-memory-router): fix typos (#10159),0.59169596,0a49665 [added] Router.makeHref,Co-authored-by: Mehdi Achour machour@gmail.com,0
docs(guides/deferred): add FAQ about using Response objects with defer (#10000),0.61421645,  return deferred({,,0
docs(hooks/use-submit): Fix typo (#10023),0.55002356,Fix <button formmethod> form submission overriddes (#9664),,0
fix: generatePath incorrectly applying parameters #9051 (#10078),0.94631904,Fix generatePath incorrectly applying parameters in some cases (#10078),,1
fix(react-router): improve memoization for context providers (#9983),0.7727223,"3. Stop providing API that conceals usage of context. It is now a documented feature of React so developers using Router can implement their own opinions on how best to use context: Mixins, higher-order components, decorators, etc. React Router no longer has an opinion, but instead uses the lowest level feature of React.  This project wants to be an incredibly useful routing library and doesn't want to get hung up on best-practice patterns for getting stuff from up top to down low.",Co-authored-by: Matt Brophy matt@brophy.org,1
docs(start/tutorial): Fix typo (#10154),0.54526365,ca96f86 [fixed] typo in Link,  Fix typo error   Update contributors.yml ,0
VisuallyHidden isn't the default export of @reach/visually-hidden (#10153),0.42339256,Fix ambiguous Miss component not rendering (@TimothyKrell in #3980),,0
docs(start/tutorial): fix EditContact loaded data (#10151),0.4256939,160c5ba [fixed] Removed  warning about no history in context,,0
Fix typescript error (#10149),0.6142577,Migrated the core codebase to TypeScript and added TypeScript declarations,,0
Specifiy that layouts require an  to work (#10147),0.4587332,"Makes ""layout routes"" (routes with no path) never match unless one of their children do. See #8085 ",  Add more info to docs   add name to contributors.yml   Update docs/start/concepts.md    Co-authored-by: Tim Dorr timdorr@users.noreply.github.com,0
chore: Update version for release (#10142),0.5645999,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
"docs(start/tutorial): fix highlighting in ""URL Params in Loaders"" step (#10140)",0.49202958,6c74c69 [changed] Combine URL helpers into URL module,,0
chore: Update version for release (pre) (#10137),0.57113117,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
fix: treat absolute/same-origin/different-basename  values as external (#10135),0.6191357,Treat same-origin absolute URLs in <Link to> as external if they are outside of the router basename (#10135),,0
docs(tutorial): Fix logic loader data in edit route (#10132),0.5816371,Load data with a Route loader and mutate with a Route action,,0
chore: Update version for release (pre) (#10129),0.5737834,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
"fix(router): ""hard"" redirect to different paths on the same origin if redirect location does not contain basename (#10076)",0.85318655,Correctly perform a hard redirect for same-origin absolute URLs outside of the router basename (#10076),Co-authored-by: Matt Brophy matt@brophy.org,1
chore: Update version for release (pre) (#10128),0.57120156,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Hotfix: absolute URLs on server router (#10112),0.70911,Correctly perform a hard redirect for same-origin absolute URLs outside of the router basename (#10076),Co-authored-by: Matt Brophy matt@brophy.org,1
chore: Update version for release (pre) (#10124),0.56775385,"Skipping the changelog on this one, as @ryanflorence has a heavily refactored version coming in the next day or two. Please wait for that release before upgrading if you're not blocked by the previous release's packaging issues. ",,0
Downgrade changeset to patch,0.6169826,Patch Changes,,0
feat: mutable route tree (#9996),0.5786949,9e449f5 [fixed] Match routes piece-by-piece,"  initial work + test outline   wip: addRoute,updateRoute,deleteRoute   refactor(hmr): internal api for updating routes and revalidating   refactor: _internalSetRoutes   test: update method name after rename   revalidate in tests   chore: remove data for routes with no loader test: cover navigation interruption   add changeset   Add a couple more tests   Fix invalid useRouteLoaderData test   Handle HMR use cases for revalidating fetchers   Bump bundle    Co-authored-by: Pedro Cattori pcattori@gmail.com Co-authored-by: Matt Brophy matt@brophy.org",0
null should be returned otherwise (#10117),0.6558311,Fix issue with useParams reading from null object (#6940),,0
loader is async (#10116),0.6945093,  export async function loader({ request }) {,,0
Update tutorial.md (#10113),0.44730574,f5d4f36 [fixed] Docs Update,,0
docs(route/route): fix an example code mistake (#10105),0.68020207,Add invariant for using <Route> inside <Routes> to help people make the change (#8238),,0
Update tutorial.md (#10101),0.4202686,Updated the contributing guide,,0
Move invariant to UNSAFE_ export (#10066),0.8916292,Change invariant to an UNSAFE_invariant export since it's only intended for internal use (#10066),,1
__staticRouterHydrationData html tag escape (#10068),0.7884741,Properly escape HTML characters in StaticRouterProvider serialized hydration data (#10068),Co-authored-by: Matt Brophy matt@brophy.org,1
"Revert ""docs(start/tutorial): remove unnecessary dependency (#10093)"" (#10099)",0.5473153,Minor: Remove support for installing from source (#3164),,0
docs(start/tutorial) fix: typo and highlighting (#10095),0.51102877,f5d4f36 [fixed] Docs Update,,0
fix demo error (#10096),0.5190078,5bd62b5 [fixed] errors in examples,,0
docs(start/tutorial): remove unnecessary dependency (#10093),0.5266718,Minor: Remove support for installing from source (#3164),,0
chore: allow local build dir to be absolute path (#10087),0.5260834,Absolute nested path support,,0
