Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Fix menuItem.URL when pageRef is not set,0.9523098,Fix menuItem.URL when pageRef is not set 5e5ce00d @bep #11062 ,Fixes #11062,1
Don't inject livereload script on hugo -w,0.9220282,Don't inject livereload script on hugo -w a191b38a @bep #11061 ,Fixes #11061,1
markup: Fix typo in function and struct names,0.9225111,markup: Fix typo in function and struct names 382c726e @alexandear ,,1
all: Replace deprecated ioutil with io and os,0.88594615,all: Replace deprecated ioutil with io and os 4c46f940 @alexandear ,,1
releaser: Bump versions for release of 0.112.6,0.876024,releaser: Bump versions for release of 0.102.0 0ff4a932 @bep ,[ci skip],1
Squashed 'docs/' changes from 1798dc0d5..1d5548d73,0.5899379,docs: Another fix related docs example d5601e83 @bep ,1d5548d73 build.cachebusters 3c966904d netlify: Hugo 0.112.5 b32c3a811 Bump min Go version to 1.19 when building from source (#2095) 9dea2d2f9 netlify: Hugo 0.112.4 b3fb4a1bc docs: Regenerate CLI docs 291ecd301 docs: Regen CLI docs c886958e2 Merge commit 'd3927310d5b2404c3238f9b899db3329ea516490' git-subtree-dir: docs git-subtree-split: 1d5548d7355be39364404a67eee7186d5ea71930,0
Merge commit 'dfb1895e4b82b2249d9baaed37ac7ae5e855a126',0.7283453,Merge branch 'release-0.86.1' 268065cb @bep ,,1
commands: Add --lang to hugo config,0.9369692,commands: Add --lang to hugo config 0ef29528 @bep #11057 ,Fixes #11057,1
"Make sure any default mounts show up in ""hugo config""",0.91176933,"Make sure any default mounts show up in ""hugo config"" e3ae8f02 @bep #11040 ",Fixes #11040,1
github: Fix Windows build,0.7715361,github: Fix Windows build 06faee5b @bep #11052 ,Also update some Actions to get rid of some warnings. Fixes #11052,1
deps: Update github.com/tdewolff/minify/v2 v2.12.5 => v2.12.6,0.9836319,deps: Update github.com/tdewolff/minify/v2 v2.12.5 => v2.12.6 409c6c3f @jmooring ,,1
tpl/tplimpl: Use .Language.LanguageCode in built-in templates,0.9823223,tpl/tplimpl: Use .Language.LanguageCode in built-in templates ff77a927 @jmooring ,,1
Fail on invalid defaultContentLanguage,0.904007,Fail on invalid defaultContentLanguage 9cdca1f9 @bep #11044 ,Fixes #11044,1
Avoid panic in invalid language config,0.91170526,Avoid panic in invalid language config 6462eecf @bep #11046 ,Fixes #11046,1
Don't panic on empty yaml config params,0.9489264,Don't panic on empty yaml config params a7d6b141 @bep #11047 ,Fixes #11047,1
Prevent double escaping of image alt-text in Goldmar typographer,0.97989285,Prevent double escaping of image alt-text in Goldmar typographer 3f497d49 @bep #11045 ,Fixes #11045,1
Fix potential deadlock in ByParam,0.8843631,Fix potential deadlock in ByParam 32585696 @bep #11039 ,Fixes #11039,1
releaser: Bump versions for release of 0.112.5,0.8915602,releaser: Bump versions for release of 0.102.0 0ff4a932 @bep ,[ci skip],1
Fix it so languageCode on top level config still works,0.92729306,Fix it so languageCode on top level config still works e3dfc76f @bep #11037 ,"This is common for monolingual sites, and we broke this in Hugo 0.112.4. Fixes #11037",1
releaser: Bump versions for release of 0.112.4,0.8905891,releaser: Bump versions for release of 0.102.0 0ff4a932 @bep ,[ci skip],1
commands: Add the common build flags to the config commands,0.77736086,commands: Add the common build flags to the config commands 51d0a0ab @bep #11018 ,Which allows to see the config with --theme applied. Updates #11018,1
Fix Processed images count regression for multiple languages,0.950806,Fix Processed images count regression for multiple languages fd099331 @bep #11002 ,Fixes #11002,1
commands: Reinstate some of the removed build flags (e.g. --theme) to new and mod,0.8283082,commands: Reinstate some of the removed build flags (e.g. --theme) to new and mod 43f1282e @bep #11018 ,Fixes #11018,1
Don't create the public folder unless needed,0.8414046,Don't create the public folder unless needed e96cdfe9 @bep #11031 ,Fixes #11031,1
docs: Regen CLI docs,0.93645525,docs: Regen CLI docs ffe3eb91 @bep ,,1
Merge commit 'd3927310d5b2404c3238f9b899db3329ea516490',0.72965366,Merge branch 'release-0.86.1' 268065cb @bep ,,1
Squashed 'docs/' changes from 39af43ef1..1798dc0d5,0.5835265,Replace /docs 39121de4 @bep ,"1798dc0d5 Update theme 403fa716e Update CLI documentation (#2092) aade5a09e Correct media subtype example 53cd9dea6 netlify: Hugo 0.112.3 b78b86cb1 Add source/target warning to resources.Copy (#2091) 50c299729 netlify: Hugo 0.112.2 73197046f Change config.xxx to hugo.xxx throughout the documentation (#2090) d489d4c6f Add hugo.WorkingDir to docs (#2089) 7487df809 Fix typos (#2088) 6d0572cd6 netlify: Hugo 0.112.1 6838600b2 netlify: Hugo 0.112.0 513e7a80f Merge branch 'tempv0.112.0' 91eb44275 Some more about 0.112.0 bd3b33a27 docs: Regen docshelper fb3027daf docs: Regen CLI docs 8e7b8e987 Merge commit 'f96384a3b596f9bc0a3a035970b09b2c601f0ccb' a942ceef4 tpl/tplimpl: Add img loading attribute to figure shortcode  (#10927) 0e0c7b25e tpl/urls: Return empty string when JoinPath has zero args 310ce949a tpl/urls: Add JoinPath template function ae435ca77 tpl: Add math.Abs f340139f8 Revert ""Update syntax-highlighting.md (#10929)"" (#10930) 917a0e24d Update syntax-highlighting.md (#10929) git-subtree-dir: docs git-subtree-split: 1798dc0d54ce048dd975863b490cd809ef14268a",0
commands: Fail the build when no config file or config dir,0.94778144,commands: Fail the build when no config file or config dir 273d9f69 @bep #11019 ,Fixes #11019,1
langs: Remove the Language.Params deprecation message for now,0.9584697,langs: Remove the Language.Params deprecation message for now a6257d8a @bep #11025 ,Closes #11025,1
Add language.LanguageCode,0.78538465,Add language.LanguageCode 6c2db0df @bep #11027 ,But keep an alias at Site Closes #11027,1
Fix --renderStaticToDisk regression,0.91963756,Fix --renderStaticToDisk regression 8f293a18 @bep #11026 ,Fixes #11026,1
commands: Re-introduce the -f shorthand for hugo new site,0.93233794,commands: Re-introduce the -f shorthand for hugo new site 901cd970 @bep #11015 ,Fixes #11015,1
commands: Move the --format flag to only the commands that support it,0.8692008,commands: Move the --format flag to only the commands that support it f86b5f70 @bep #11022 ,Fixes #11022,1
releaser: Bump versions for release of 0.112.3,0.8905926,releaser: Bump versions for release of 0.102.0 0ff4a932 @bep ,[ci skip],1
Fix regression when loading config  -e is empty or HUGO_ENV or HUGO_ENVIRONMENT is set,0.96234524,Fix regression when loading config  -e is empty or HUGO_ENV or HUGO_ENVIRONMENT is set 231374a1 @bep #11013 ,Fixes #11013,1
releaser: Bump versions for release of 0.112.2,0.8986095,releaser: Bump versions for release of 0.102.0 0ff4a932 @bep ,[ci skip],1
minifiers: Make sure JS.Version always has a value,0.84498936,minifiers: Make sure JS.Version always has a value dd679220 @bep #11012 ,Fixes #11012,1
Fix regression with site.IsServer when not running a server,0.9282539,Fix regression with site.IsServer when not running a server 9a235d0a @bep #11006 ,Fixes #11006,1
releaser: Bump versions for release of 0.112.1,0.8955573,releaser: Bump versions for release of 0.102.0 0ff4a932 @bep ,[ci skip],1
Fix regression when config for OutputFormat.BaseName is an empty string,0.971089,Fix regression when config for OutputFormat.BaseName is an empty string ed906a86 @bep #11000 ,Fixes #11000,1
releaser: Bump versions for release of 0.112.0,0.90664893,releaser: Bump versions for release of 0.102.0 0ff4a932 @bep ,[ci skip],1
circleci: Add github.com to known hosts,0.9544279,circleci: Add github.com to known hosts 70b2aaf8 @bep ,,1
"Revert ""build(deps): bump gocloud.dev from 0.24.0 to 0.29.0""",0.97685516,"Revert ""build(deps): bump gocloud.dev from 0.24.0 to 0.29.0"" f0149211 @bep #10993 ",This reverts commit baa556904279845f5c137d7a2ea54518784faab2. See #10993,1
"Revert ""postcss: Improve validation of option 'config'""",0.7940179,postcss: Improve validation of option 'config' 9a0370e8 @deining ,This reverts commit 9a0370e8eb71fed3ac04984020b6aa95c43f22ab. Closes #10990,1
Add --format to hugo config,0.950748,Add --format to hugo config 85b13c10 @bep ,Now default to TOML.,1
docs: Regen docshelper,0.8064444,docs: Regen docshelper 80e8bd3b @bep ,,1
commands: Add missing gen docshelper command,0.8832078,commands: Add missing gen docshelper command 943ff7f7 @bep #10953 ,Updates #10953,1
"Fix ""unknown command"" message when no suggestion",0.8981679,"Fix ""unknown command"" message when no suggestion 288be197 @bep #10953 ",Updates #10953,1
postcss: Improve validation of option 'config',0.94996226,postcss: Improve validation of option 'config' 9a0370e8 @deining ,,1
Merge commit 'f96384a3b596f9bc0a3a035970b09b2c601f0ccb',0.7427446,Merge branch 'release-0.86.1' 268065cb @bep ,,1
Squashed 'docs/' changes from 6e32d0591..39af43ef1,0.6192632,docs: Another fix related docs example d5601e83 @bep ,"39af43ef1 Update postprocess.md 3ec192d08 Update multilingual.md 7fc7bf862 Add a note about some changes in 0.112.0 742510ae8 Fix ordinal abbrev example fe557031a Correct spelling for 'GitHub' and 'GitLab' (#2082) 84a059b9a Fix typo in hosting-on-azure.md (#2080) 3383786fe Add i18n to list of directories affected by ignoreFiles 5bfb95234 Update 404.md (#2076) 87545a4fd Update hosting-on-cloudflare-pages.md (#2078) aa5952c28 Add default module mount to example (#2075) ced5292c8 Align permalinks examples (#2073) 77b5009fd Fix typo c79319a6a Clarify description of baseURL e93a9807b Fix typo in frontmatter description (#2071) 05fe9163a Remove erroneous statement aa59ef383 docs: Remove note about hugo server not using 404 (#2068) 4a387a6b8 Clarify findRESubmatch (#2065) 47a9181b5 Clarify findRE, replaceRE, and findRESubmatch (#2064) e5eedbb5e Update theme 5d392c3d4 Clarify pageRef menu property (#2059) a557b0ebf Fix typos on Configure Hugo page (#2058) 17ef283e6 Clarify module.replacements wording (#2052) 5db4aa421 Fixing broken links (#2057) 9afa0c2fa Fix broken links (#2055) 49b981b1f Correct repo URL for migration tool (contentful.com) (#2056) 969c24c16 Remove duplicate content 0b91e7676 Revert ""Delete duplicate content"" 3229e79f2 Delete duplicate content ec4eddb98 Fix typo 6509159d5 Describe snap package strict confinement (#2050) 1589bcdb7 Remove hugo.Generator admonition (#2048) 7e553d11b Add example 48bec0335 Replace blockquotes with admonitions where appropriate (#2043) 98226fe61 Remove orphaned param fron admonition calls (#2042) 2a37a1d21 Clarify cast functions (#2041) 03fd1d404 Fix typo 1898013ef Fix typos 944e27430 Replace output shortcode calls 0c66fb055 Add example of shortcode calls within sample code f25a79c69 Replace tip and warning shortcode calls 3afac22fc Refactor code shortcode ad65d2931 Clarify seq function 59f8a1f48 Clarify title function 47535dc87 Cleanup hasPrefix hasSuffix 7bee3e4c1 Cleanup action delimiters cc96070f0 Correct functions archetype ffe5d39b9 Remove duplicate shortcodes 075c9f3fe Remove old todos bc3ec033c Front matter cleanup (#2039) 928b94505 Add code fence types (#2038) 856fa293c Document .File.Filename (#2037) 0988c4a42 Update output-formats.md (#2036) 289da5658 Change findRe to findRE 1e50f0583 Update theme f90fb1bf5 Improve type formatting (#2032) 7785fa7d9 Use code-toggle shortcode where appropriate f11cabf37 Add space after and before action delimiters ac333c795 Replace erroneous use of nocopy shortcode param 064896c06 Use bool param when calling code-toggle fb33bf59b Update code-toggle shortcode 6ddeab4f8 Add missing go-html-template code fence type (#2030) 1bba4cefb Fix links (#2029) 77f4d6c32 Link destination cleanup (#2028) fc0ecc027 Improve breadcrumb example (#2026) 6148be2de Update the breadcrumb navigation example (#2025) 6ebb37b1b Clarify sort function (#2024) 31269bad9 Add Winget installation method (#1988) d6c5f940e Resource methods: add signatures, minor improvements (#2017) d2e594cbc Modify inner variable shortcode-template explanation (#1985) a54927a7f Update GitHub Pages starter workflow (#2023) 2964c2d44 Remove orphaned static files (#2022) 97e5567cc Complete documentation on '.Scratch' and '.Store' (#2016) fa7b2e299 Fix typo bdce77c57 Remove literal from example menu template c0f23b216 Correct and improve menu documentation (#2010) 464368fd9 Document .Page.Store (#2011) a3d7c4a3a Improve urls.Parse function (#2012) d2cec3776 Clarify postcss config option (#2013) eb3003fef Fixed typo (#2007) 90c82d7ea Clarify mermaid markdown example (#2004) 1b11dcd5c docs(Diagrams): Update mermaid import mechanism (#1967) 4aceb6855 Fingerprinting, asset management: minor improvements (#2003) bcbc519bb resources.GetRemote: minor improvement (#2002) d54185bef Clarify markdownify behavior (#1999) afb582a80 Clarify usage of slug in front matter (#1998) f71985315 Update hasSuffix.md 29ad622a3 netlify: Hugo 0.111.3 adf223ecc Merge branch 'tempv0.111.3' 06858c646 docs: Improve examples of variadic math functions 8b656994e tpl/math: Allow multi numbers in add, sub, mul, div, min and max 2a38c4046 tpl: Add hasSuffix alias 4e0b98d54 switch transfers to workers 11651ac0f customize parallel transfer count 142f5da81 Update GitHub hosting instructions (#1991) ad7901d2f netlify: Hugo 0.111.2 0651a76e0 add headings to distinguish render hook context params d96d75be4 netlify: Hugo 0.111.1 226cb9e3a Add a paragraph about the new page template function 4c0157a49 Add .Fragments docs 6c78c0679 netlify: Bump to Hugo 0.111.0 7b11c24cf Merge branch 'feat/related-fragments' 615d18ef8 Add Related fragments config a36449b0c cods: Regen docs helper 0272fa45f Merge commit '336622d5e7afd9334cd2de7150d4f16bdf7c24f9' c5a962b93 related: Add config option cardinalityThreshold f91677377  docs: Another fix related docs example 17aa939ea docs: Fix related docs example 12c449150 Merge commit 'cf591b7c0c598d34896709db6d28598da37e3ff6' cb998b3d6 Add page fragments support to Related git-subtree-dir: docs git-subtree-split: 39af43ef11c23b8eaea7e17b59ff065a169305ac",0
Avoid writing to hugo_stats.json when there are no changes,0.9714515,Avoid writing to hugo_stats.json when there are no changes 4cac5f5e @bep #10985 ,Fixes #10985,1
