Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
16,ui: add capabilities to pki key model (#18412),0.75905025,secrets/pki: Support ed25519 as a key for the pki backend [GH-11780],"Add stub ACME billing interfaces Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Add initial implementation of client count Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Correctly attribute to mount, namespace Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Refactor adding entities of custom types This begins to add custom types of events; presently these are counted as non-entity tokens, but prefixed with a custom ClientID prefix. In the future, this will be the basis for counting these events separately (into separate buckets and separate storage segments). Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Refactor creation of ACME mounts Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Add test case for billing Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Better support managed key system view casting Without an additional parameter, SystemView could be of a different internal implementation type that cannot be directly casted to in OSS. Use a separate parameter for the managed key system view to use instead. Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Refactor creation of mounts for enterprise Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Validate mounts in ACME billing tests Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Use a hopefully unique separator for encoded identifiers Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Use mount accesor, not path Co-authored-by: miagilepner mia.epner@hashicorp.com Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Rename AddEventToFragment->AddActivityToFragment Co-authored-by: Mike Palmiotto mike.palmiotto@hashicorp.com Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Co-authored-by: miagilepner mia.epner@hashicorp.com Co-authored-by: Mike Palmiotto mike.palmiotto@hashicorp.com",1
17,Metrics wrapper that adds the cluster name as a label. (#8961),0.60865843,hcp/status: Add cluster-level status information [GH-18351],Use generic help synopsis and help description values for the various ACME endpoints defined. Add missing values for the Vault ACME EAB apis,0
18,Merge pull request #6661 from jweissig/patch-4,0.5941796,pulling in link [GH-10756],VAULT-15547 First pass at agent/proxy decoupling VAULT-15547 Fix some imports VAULT-15547 cases instead of string.Title VAULT-15547 changelog VAULT-15547 Fix some imports VAULT-15547 some more dependency updates VAULT-15547 More dependency paths VAULT-15547 godocs for tests VAULT-15547 godocs for tests VAULT-15547 test package updates VAULT-15547 test packages VAULT-15547 add proxy to test packages VAULT-15547 gitignore VAULT-15547 address comments VAULT-15547 Some typos and small fixes,0
19,UI: Fix flaky time-related tests (#19521),0.5666716,api: Respect increment value in grace period calculations in LifetimeWatcher [GH-14836],,0
20,don't check capabilities before rendering the credentials route (#4446),0.5922363,credential/cert: adds error message if no tls connection is found during the AliasLookahead operation [GH-17904],core/server: add support to write pprof files to the filesystem via SIGUSR2 changelog Fix filepath join Use core logger Simplify logic Break on error,0
21,Merge pull request #1117 from hashicorp/add-time-to-responses,0.5806999,core/identity: Add machine-readable output to body of response upon alias clash during entity merge [GH-17459],,0
22,website: more auth,0.5451447,auth/token: The auth/token/revoke-accessor endpoint is now idempotent and will,Determine the allocation pool size for the spot fleet by the allocation strategy. This allows us to ensure a consistent attribute plan during re-runs which avoid rebuilding the target fleets. Signed-off-by: Ryan Cragun me@ryan.ec,0
23,secrets/gcp: add documentation for impersonated account support (#18519),0.9239863,secrets/gcp: added support for impersonated accounts [GH-19018],fix failing test more specific,1
24,initial commit before rebase to stay current with master,0.53843987,auth: load login MFA configuration upon restart [GH-15261],fixes issue creating mfa enforcement from method enforcement tab toolbar action adds changelog entry,0
25,Update usage of deprecated commands rekey and rotate in the documentation (#4703),0.56491166,information from the auto-auth config map on renewals or retries. [GH-11576],,0
26,Docs: OIDC flow endpoints (#12942),0.5744811,auth/oidc: Fixes OIDC auth from the Vault UI when using the implicit flow and form_post response mode. [GH-13493],Disable requiring EAB in ACME by default After an internal meeting it was decided that enabling EAB support by default was probably not the right decision. The main motivating factor being ease of use by end-users as the majority of implementations aren't expecting EAB to be required by default. Leverage function isPublicACMEDisabledByEnv and log parsing error Add logging to the new isPublicACMEDisabledByEnv function if we fail to parse the env var Leverage the function within the isAcmeDisabled function in acme_wrappers.go to not duplicate the env getting logic in two places. Fail closed when VAULT_DISABLE_PUBLIC_ACME is un-parsable.,0
27,Switch to jefferai/go-okta for now to work around Fatal lines in upstream (#2658),0.57547367,auth/okta: Update okta-sdk-golang dependency to version v2.9.1 for improved request backoff handling [GH-13439],,0
28,transit: change batch input format (#2331),0.64921534,ui: customizes empty state messages for transit and transform [GH-13090],split precomputed query worker and add unit tests add new client delete method and test add changelog fixes from pr review add missing comment fix comparison,0
29,Update ad plugin,0.59917396,"plugins: plugin list now accepts a -detailed flag, which display deprecation status and version info. [GH-17077]","Add a last issued date on ACME accounts When we issue a new ACME certificate, attempt to update the account's last issued field Within ACME account tidy, use both account creation and last issue date to provide a buffer before we mark the account as revoked. Cleanup the cert serial to account tracker Misc formatting fixes in JSON objects Move account max-cert-expiry updates within tidy Perform the account update of max-cert-expiry within    the tidy operation as it has the account write lock    and is already iterating over all orders. With this the order path does not need any account    level locks Prefix ACME account status constants with AccountStatusX",0
30,vault: Handle a negetive renew increment,0.63853383,Non-Expiring Leases: Vault and Vault Enterprise renewed nearly-expiring token,,0
31,add vsh to related tools page (#8566),0.57391304,"plugins: Add plugin version to auth register, list, and mount table [GH-16856]","Add Vault APIS to create, list, delete ACME EAB keys Add Vault authenticated APIs to create, list and delete ACME    EAB keys. Add supporting tests for all new apis Add require_eab to acme configuration Add EAB support to ACME Add EAB support to ACME PR feedback 1 Address missing err return within DeleteEab Move verifyEabPayload to acme_jws.go no code changes in this PR Update error message returned for error on account storage with EAB. PR feedback 2 Verify JWK signature payload after signature verification Introduce an ACME eab_policy in configuration Instead of a boolean on/off for require_eab, introduce named policies for ACME behaviour enforcing eab. The default policy of always-required, will force new accounts to have an EAB, and all operations in the future, will make sure the account has an EAB associated with it. Two other policies, not-required will allow any anonymous users to use ACME within PKI and 'new-account-required' will enforce new accounts going forward to require an EAB, but existing accounts will still be allowed to use ACME if they don't have an EAB associated with the account. Having 'always-required' as a policy, will override the environment variable to disable public acme as well. Add missing go-docs to new tests. Add valid eab_policy values in error message.",0
32,fix Issue #4952 static-secrets small typo (#4953),0.54626906,ui: Fixed bug where red spellcheck underline appears in sensitive/secret kv values when it should not appear [GH-15681],"initial WIP glimmerize the controller wip got the filter engine type by supported backends working got filter by engine type working wip need to refactor but working ish for name wip working state with both filters, does not work if both fiters are set fixed when you have two selected filters, but broken for multiples of the same type with different names remove repeated engineTypes in filter list add disabled to power select fix bug of glimmer for the concurrency task. wording fix remove linkableItem and the nested contextual compnents to help with loading speed. add changelog fix some tests add test coverage Update 20481.txt update changelog text test fixes 🤞 test fix? address a pr comment and save address pr comment",0
33,Merge branch 'vishal/vault' of link into vishalvault,0.45184675,Database plugin multiplexing: manage multiple database connections with a single plugin process [GH-14033],move private function to internal pkg for sharing rename to mc Signed-off-by: Daniel Huckins dhuckins@users.noreply.github.com rename to NewConfig Signed-off-by: Daniel Huckins dhuckins@users.noreply.github.com Signed-off-by: Daniel Huckins dhuckins@users.noreply.github.com,0
34,Merge pull request #702 from hashicorp/no-default-httpclient,0.54586256,core/api: Fix overwriting of request headers when using JSONMergePatch. [GH-14222],"Fixed a typo in the ""Environment Variable Example"" because it was generating a parsing error: template server error: error=""(dynamic): execute: template: :2:30: executing \""\"" at <.Data.data.payments_api_key>: can't evaluate field data in type *dependency.Secret""",0
35,Respect WithWrappingToken for all secret ID's in approle auth (#13241),0.72868514,api: respect WithWrappingToken() option during AppRole login authentication when used with secret ID specified from environment or from string [GH-13241],Signed-off-by: Jaymala Sinha jaymala@hashicorp.com,1
36,Fix Cassandra text,0.48905027,core (enterprise): Fix missing quotation mark in error message,,0
37,fixing the test for the wrong IAM Role ARN,0.565598,ui: Fix bug where edit role form on auth method is invalid by default [GH-12646],"added a note detailing that usage of -log-file functions as an additional output, does not replace journald / stdout",0
38,add error message when trying to rotate mssql root without password in configuration (#19103),0.69428927,secrets/database: Adds error message requiring password on root crednetial rotation. [GH-19103],,0
39,vault: reproducing GH-203,0.6361034,storage/raft: Tweak creation of vault.db file [GH-12034],"import rsa and ecdsa public keys allow import_version to update public keys - wip allow import_version to update public keys move check key fields into func put private/public keys in same switch cases fix method in UpdateKeyVersion move asymmetrics keys switch to its own method - WIP test import public and update it with private counterpart test import public keys use public_key to encrypt if RSAKey is not present and failed to decrypt if key version does not have a private key move key to KeyEntry parsing from Policy to KeyEntry method move extracting of key from input fields into helper function change back policy Import signature to keep backwards compatibility and add new method to import private or public keys test import with imported public rsa and ecdsa keys descriptions and error messages error messages, remove comments and unused code changelog documentation - wip suggested changes - error messages/typos and unwrap public key passed fix unwrap key error fail if both key fields have been set fix in extractKeyFromFields, passing a PolicyRequest wouldn't not work checks for read, sign and verify endpoints so they don't return errors when a private key was not imported and tests handle panic on ""export key"" endpoint if imported key is public fmt remove 'isPrivateKey' argument from 'UpdateKeyVersion' and 'parseFromKey' methods also: rename 'UpdateKeyVersion' method to 'ImportPrivateKeyForVersion' and 'IsPublicKeyImported' to 'IsPrivateKeyMissing' delete 'RSAPublicKey' when private key is imported path_export: return public_key for ecdsa and rsa when there's no private key imported allow signed data validation with pss algorithm remove NOTE comment fix typo in EC public key export where empty derBytes was being used export rsa public key in pkcs8 format instead of pkcs1 and improve test change logic on how check for is private key missing is calculated Co-authored-by: Alexander Scheel alex.scheel@hashicorp.com",0
40,website: add security disclosure page,0.59762883,secrets/pki: Add support for per-issuer Authority Information Access (AIA) URLs [GH-16563],Add requested generated secret example Fix code block types Update website/content/docs/secrets/kv/kv-v1.mdx Co-authored-by: Yoko Hyakuna yoko@hashicorp.com Update website/content/docs/secrets/kv/kv-v2.mdx Co-authored-by: Yoko Hyakuna yoko@hashicorp.com Co-authored-by: Yoko Hyakuna yoko@hashicorp.com,0
41,Add Artifactory build to the matrix (#17353),0.4051288,agent/template: add support for new 'writeToFile' template function [GH-12505],Update verify-changes to support external docs branches Signed-off-by: Jaymala Sinha jaymala@hashicorp.com Revert QT-545 as it Enos workflow is not a workflow_run event Signed-off-by: Jaymala Sinha jaymala@hashicorp.com Signed-off-by: Jaymala Sinha jaymala@hashicorp.com,0
42,Merge pull request #830 from mlafeldt/sorted-secret-output,0.5201485,secrets/pki: Ensure cross-cluster delta WAL write failure only logs to avoid unattended forwarding. [GH-20057],disable printing flags warning message for the ssh command adding a test CL add go doc on the test,0
43,UI: PKI config via import (#18504),0.711192,"secrets/pki: Allow issuer creation, import to change default issuer via default_follows_latest_issuer. [GH-17824]",move selectors to helper file wip cross sign acceptance tests finish tests,1
44,Fix logger output,0.632319,ui: Fix issue where logging in without namespace input causes error [GH-11094],use internal docker mirror for CI maybe it needs to be https no just kidding it's docker:// apparently overriding it globally causes creates to fail. time to override each image individually lol maybe this works,0
45,update docs and help text to include 'operator' (#4712),0.51868963,"core/metrics: Added ""vault operator usage"" command. [GH-10365]","Structure of ACME Tidy. The tidy endpoints/call information. Counts for status plumbing. Update typo calls, add information saving date of account creation. Missed some field locations. Set-up of Tidy command. Proper tidy function; lock to work with Remove order safety buffer. Missed a field. Read lock for account creation; Write lock for tidy (account deletion) Type issues fixed. fix range operator. Fix path_tidy read. Add fields to auto-tidy config. Add (and standardize) Tidy Config Response Test pass, consistent fields Changes from PR-Reviews. Update test to updated default due to PR-Review.",0
46,UI - replication path filtering (#7620),0.63016945,replication (enterprise): The /sys/replication/performance/primary/mount-filter endpoint has been removed. Please use Paths Filter instead.,Update elasticdb.mdx Remove success message of vault write operations from text blocks to better support copy&paste to console Update code block types Co-authored-by: Yoko Hyakuna yoko@hashicorp.com,0
47,auth/ldap: add username_as_alias config flag (#14324),0.8486153,auth/ldap: Add username_as_alias configurable to change how aliases are named [GH-14324],,1
48,vault: guard against potentially missing keyring,0.66250587,secrets/db: Fix bug where Vault can rotate static role passwords early during start up under certain conditions. [GH-12563],"remove undefined payload.issuer_id add info banner to parsed display view add tests clean up conditional, add specific banner test selector check for undefined length",0
49,Return absolute paths while listing in LDAP backend (#5537),0.5519397,openapi: Fix logic for labeling unauthenticated/sudo paths. [GH-19600],"By reversing the logic and adding a REMOVE_SYMBOLS environment variable that, when set, will remove symbols. This has been requested to re-enable Dynatrace support, which requires symbols are intact. Sadly this increases the size (on my mac) from 192,609,682 bytes to 236,696,722 bytes (+23% increase). I confirmed that this adds symbols back, and that dlv will load the Vault binary.",0
50,Fix the key rotation upgrade check error message,0.6191722,rafft: fix Raft TLS key rotation panic that occurs if active key is more than 24 hours old [GH-15156],"Move seal barrier type field from Access to autoSeal struct. Remove method Access.SetType(), which was only being used by a single test, and which can use the name option of NewTestSeal() to specify the type. Change method signatures of Access to match those of Wrapper. Turn seal.Access struct into an interface. Tweak Access implementation. Change access struct to have a field of type wrapping.Wrapper, rather than extending it. Add method Seal.GetShamirWrapper(). Add method Seal.GetShamirWrapper() for use by code that need to perform Shamir-specific operations.",0
51,Merge pull request #663 from curtisallen/update-acl,0.5204577,api: Move mergeStates and other required utils from agent to api module [GH-12731],Update interoperability-matrix.mdx Update interoperability-matrix.mdx Added MySQL as well,0
52,Delete package-lock.json (#12809),0.50455076,ui: JSON fields on database can be cleared on edit [GH-11708],CLI to take days as a unit of time CL,0
53,Update mongodb atlas plugin version (#11956),0.5831971,plugin: update the couchbase gocb version in the couchbase plugin [GH-12483],"When executing multi-stage, multi-namespace tests, stopping the ticker multiple times (via closing the StopTicker channel) results in a panic. Store whether or not we've stopped it once, and do not close it again. Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com",0
54,Add retry policy and fix documentation for Cassandra storage backend (#10467),0.6172945,core (enterprise): Add check to vault server command to ensure configured storage backend is supported.,Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com,0
55,Link to transform concepts page in sidebar. (#10392),0.5338725,ui: Added client side paging for namespace list view [GH-13195],,0
56,Update vendor'ed version of hashicorp/consul/lib,0.67746323,auth/jwt: Updates the hashicorp/cap library to v0.1.0 to,Refactor setting local addresses Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Validate wildcard domains in ACME test suite Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Add locking to DNS resolver Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Better removal semantics for records Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com,0
57,Cut version 1.0.3,0.6913116,1.13.0,,0
58,Move singleton mount fetching function to mount.go and fix tests,0.57609993,"openapi: generic_mount_paths: Move implementation fully into server, rather than partially in plugin framework; recognize all 4 singleton mounts (auth/token, cubbyhole, identity, system) rather than just 2; change parameter from {mountPath} to {_mount_path} [GH-18663]",,0
59,Add Transform to enterprise OpenAPI doc (#8746),0.69005775,openapi: add openapi response defintions to /sys/audit endpoints [GH-18456],refactor sidebar test swap out setFeatures make version test glimmery,0
60,Import fonts,0.50021845,"cli/transit: Fix import, import-version command invocation [GH-19373]",,0
61,external identity groups across mounts (#4365),0.7871417,identity: Use correct mount accessor when refreshing external group memberships. [GH-11506],,1
62,Fix hanadb link,0.61464816,ui: Fix Version History queryParams on LinkedBlock [GH-12079],"Export DockerAPI for use by other consumers As usage of DockerCluster gets more advanced, some users may want to interact with the container nodes of the cluster. While, if you already have a DockerAPI instance lying around you can reuse that safely, for use cases where an existing e.g., docker/testhelpers's runner instance is not available, reusing the existing cluster's DockerAPI is easiest. Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Add ability to exec commands without runner When modifying DockerTestCluster's containers manually, we might not have a Runner instance; instead, expose the ability to run commands via a DockerAPI instance directly, as they're awfully convenient. Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Add DNS resolver into ACME tests This updates the pkiext_binary tests to use an adjacent DNS resolver, allowing these tests to eventually be extended to solve DNS challenges, as modifying the /etc/hosts file does not allow this. Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Fix loading DNS resolver onto network Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Fix bug with DNS configuration validation Both conditionals here were inverted: address being empty means a bad specification was given, and the parse being nil means that it was not a valid IP address. Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Fix specifying TXT records, allow removing records Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com Signed-off-by: Alexander Scheel alex.scheel@hashicorp.com",0
63,Vault SSH: Exposed verify request/response messges to agent,0.60676223,"conditions, Vault would return an error message disclosing internal IP",,0
64,Hana - Add username customization  (#16631),0.77208257,secrets/database/hana: Add ability to customize dynamic usernames [GH-16631],,1
65,website: remove basic auth,0.67549026,auth: Remove support for legacy MFA,update version service render enterprise groups render enterprise params move group headers to within loop cleanup template update form tests change version service references to hasFeature to hasControlGroups getter add params to details view update version service test,0
66,Document autopilot metrics (#12612),0.65821326,metrics/autosnapshots (enterprise) : Fix bug that could cause,,0
67,Update API to use lease_id in body of sys/leases/revoke call (#7777),0.58683383,"core: Prevent panics in sys/leases/lookup, sys/leases/revoke, and sys/leases/renew endpoints if provided lease_id is null [GH-18951]","Do not serialize the entire internal object, instead return    just the Type and Value fields back to the caller. Also within authorization responses, return the base domain    on wildcard queries, dropping the *. as the RFC requests. Update tests to reflect/test this logic.",0
68,Change tab completion in the UI to prefer common prefix (#6759),0.49501514,ui: creates bar chart component for displaying client count data by namespace [GH-12437],Add Helios Design System Components (#19278) adds hds dependency updates reset import path sets minifyCSS advanced option to false Remove node-sass (#19376) removes node-sass and fixes sass compilation fixes active tab li class Sidebar Navigation Components (#19446) links ember-shared-components addon and imports styles adds sidebar frame and nav components updates HcNav component name to HcAppFrame and adds sidebar UserMenu component adds tests for sidebar components fixes tests updates user menu styling fixes typos in nav cluster component changes padding value in sidebar stylesheet to use variable Replace and remove old nav components with new ones (#19447) links ember-shared-components addon and imports styles adds sidebar frame and nav components updates activeCluster on auth service and adds activeSession prop for sidebar visibility replaces old nav components with new ones in templates fixes sidebar visibility issue and updates user menu label class removes NavHeader usage adds clients index route to redirect to dashboard removes unused HcAppFrame footer block and reduces page header top margin Nav component cleanup (#19681) removes nav-header components removes navbar styling removes status-menu component and styles removes cluster and auth info components removes menu-sidebar component and styling fixes tests Console Panel Updates (#19741) updates console panel styling adds test for opening and closing the console panel updates console panel background color to use hds token adds right margin to console panel input updates link-status banner styling updates hc nav components to new API Namespace Picker Updates (#19753) updates namespace-picker updates namespace picker menu styling adds bottom margin to env banner updates class order on namespace picker link restores manage namespaces refresh icon removes manage namespaces nav icon removes home link component (#20027) Auth and Error View Updates (#19749) adds vault logo to auth page updates top level error template updates loading substate handling and moves policies link from access to cluster nav (#20033) moves console panel to bottom of viewport (#20183) HDS Sidebar Nav Components (#20197) updates nav components to hds upgrades project yarn version to 3.5 fixes issues in app frame component updates sidenav actions to use icon button component Sidebar navigation acceptance tests (#20270) adds sidebar navigation acceptance tests and fixes other test failures console panel styling tweaks bumps addon version remove and ignore yarn install-state file fixes auth service and console tests moves classes from deleted files after bulma merge fixes sass syntax errors blocking build cleans up dart sass deprecation warnings adds changelog entry hides namespace picker when sidebar nav panel is minimized style tweaks fixes sidebar nav tests bumps hds addon to latest version and removes style override updates modify-passthrough-response helper updates sidebar nav tests mfa-setup test fix attempt fixes cluster mfa setup test remove deprecated yarn ignore-optional flag from makefile removes another instance of yarn ignore-optional and updates ui readme removes unsupported yarn verbose flag from ci-helper hides nav headings when user does not have access to any sub links removes unused optional deps and moves lint-staged to dev deps updates has-permission helper and permissions service tests fixes issue with console panel not filling container width,0
69,"Add ""auth"" command documentation",0.5607444,cli/namespace: Add detailed flag to output additional namespace information ,,0
70,UI: Add Typescript for PKI engine (#17927),0.6361413,New PKI UI: Add beta support for new and improved PKI UI [GH-18842],,0
71,Adds API docs for max_age role parameter of JWT/OIDC auth method (#10916),0.7990401,auth/jwt: Adds max_age role parameter and auth_time claim validation. [GH-10919],,1
72,Remove documenting that the token to revoke can be part of the URL as (#2250),0.62389344,not error out if the token has already been revoked. [GH-13661],,0
73,Merge pull request #1876 from icebourg/master,0.44010645,replication: Fix panic trying to update walState during identity group invalidation. [GH-1865],,0
74,Fix KV permissions error (#14276),0.6640959,ui: Fix KV secret showing in the edit form after a user creates a new version but doesn't have read capabilities [GH-14794],"We have a known issue that is difficult to address in released versions of Vault that OCSP GET requests can contain consecutive / characters which the Golang HTTP mux will force a redirection. Instead of failing various PRs and runs with this known issue, check to see if we are about to trigger it and if so skip the test. We have already at this point tested the POST version of the API.",0
75,Add comment around not allowing users to create JWT wrapping tokens,0.587811,activity: Omit wrapping tokens and control groups from client counts [GH-11826],,0
76,Vault documentation: release notes for 1.11.0 (#16005),0.82520604,Release vault v1.6.1,,1
77,"updating hcp link structs, and fix diagnose (#17097)",0.6105757,hcp/status: Add cluster-level status information [GH-18351],"When someone is fetching the order to get it's status, compute if we    need to bump the status to Ready like we do in finalize handler Add a wait state to the ACME docker test suite to deal with a race    condition",0
78,Clean up plugin tests with CA info,0.572657,plugins: Mark logical database plugins Removed and remove the plugin code. [GH-18039],,0
79,Bump some versions to prep,0.6863291,core: Bump Go version to 1.20.,Glimmerize masked-input Update secret-create-or-update to change masked-input value Use maskedInput for ssh configure privateKey Add download button to masked input and v2 secrets. Resolves #6364 Add changelog,0
80,Return 404 response when looking for a secret_id_accessor that does not exist (#12788),0.7661072,auth/approle: The role/:name/secret-id-accessor/lookup endpoint now returns a 404 status code when the secret_id_accessor cannot be found [GH-12788],"Initial refactoring of ACME PKI binary tests Rework test suite to use a single Vault cluster with    different mounts. Refactor convenience methods to write PKI tests. Add ACME test cases for mixed IP and DNS, along with IP only identifier requests Parallelize the Vault PKI test suite",1
81,Update reported version to 1.5.0 (#9708),0.7442391,go: Update go version to 1.15.7 [GH-10730],"Add HCP tabs, apply Vale suggestions, fix heading case Apply feedback Apply PM feedback Update website/content/docs/secrets/databases/oracle.mdx Co-authored-by: Yoko Hyakuna yoko@hashicorp.com Update website/content/docs/secrets/databases/oracle.mdx Co-authored-by: Yoko Hyakuna yoko@hashicorp.com Update website/content/docs/secrets/databases/oracle.mdx Co-authored-by: Yoko Hyakuna yoko@hashicorp.com Co-authored-by: Yoko Hyakuna yoko@hashicorp.com",1
82,Fix broken tests resulting from new mount config field passthrough_request_headers. (#6245),0.6511946,api: Fixed issue with internal/ui/mounts and internal/ui/mounts/(?P.+) endpoints where it was not properly handling /auth/ [GH-15552],,0
