Index,Message,Description,Message Abstract,Description Abstract
11,Correctly handle IME composition in <Combobox.Input> (#2426),  Don’t try to open combobox when composing characters   wip   Delay IME composition end until after keydown events   Use d.nextFrame to handle compositionend event   Update changelog ,Correctly handle IME composition in  (#2426),Don’t try to open combobox when composing characters wip Delay IME composition end until after keydown events Use d.nextFrame to handle compositionend event Update changelog
12,Fix memory leak in Popover component (#2430),  move useTabDirection and handleFocus to setup instead of render function   update changelog ,Fix memory leak in Popover component (#2430),move useTabDirection and handleFocus to setup instead of render function update changelog
13,1.7.13 - @headlessui/vue,,1.7.13 - @headlessui/vue,
14,0.1.3 - @headlessui/tailwindcss,,0.1.3 - @headlessui/tailwindcss,
15,1.7.14 - @headlessui/react,,1.7.14 - @headlessui/react,
16,update changelog,,update changelog,
17,update changelog,,update changelog,
18,Ensure DOM ref is properly handled in the RadioGroup component (#2424)," drop by prop  Otherwise it ends up in the DOM which doesn't hurt but isn't ideal either.  ensure we are reading the underlying DOM correctly  We assumed that the optionRef was HTMLElement | null, but if you use a custom component, then it is exposed as { $el: ref }, this is why we use the dom() helper.   add test to ensure using a custom as prop works as expected   update changelog ",Ensure DOM ref is properly handled in the RadioGroup component (#2424),"drop by prop Otherwise it ends up in the DOM which doesn't hurt but isn't ideal either. ensure we are reading the underlying DOM correctly We assumed that the optionRef was HTMLElement | null, but if you use a custom component, then it is exposed as { $el: ref }, this is why we use the dom() helper. add test to ensure using a custom as prop works as expected update changelog"
19,Don't scroll lock when transition isn't showing (#2422),  Add tests   Make transition initial state based on computed show prop   Update changelog ,Don't scroll lock when transition isn't showing (#2422),Add tests Make transition initial state based on computed show prop Update changelog
20,Merge className correctly when it’s a function (#2412), Add className tests for render  Fix snapshots   Merge className correctly when it’s a function   Update changelog ,Merge className correctly when it’s a function (#2412),Add className tests for render Fix snapshots Merge className correctly when it’s a function Update changelog
21,Improve Combobox types to improve false positives (#2411)," swap Combobox type order  If you use the default Combobox component then it defaults to Fragment. This also means that if you provide an additional prop that it would be forwarded to the Fragment but that won't work. You do get a runtime error, but the types aren't 100% clear on what's going on. In fact, they make it very confusing because it will use the last ""fallback"" in all the Combobox definitions which marks the value as ""multiple"". Concretely, this means: ```ts let [value, setValue] = useState('Tom Cook')  ``` Starts complaining about the value and onChange not handling the multiple case correctly. But it should complain about the placeholder. Switching the order does solve this, but it is not the cleanest solution. Maybe we should be explicit about the Fragment case somehow. However, there is a use case where I don't think TypeScript will be able to help and it's a bit unfortunate. ```ts let [value, setValue] = useState('Tom Cook')          {/* ... */}      ``` This is valid because at runtime we will forward all the props to the div. So not 100% sure what we should do here instead.  update changelog",Improve Combobox types to improve false positives (#2411),"swap Combobox type order If you use the default Combobox component then it defaults to Fragment. This also means that if you provide an additional prop that it would be forwarded to the Fragment but that won't work. You do get a runtime error, but the types aren't 100% clear on what's going on. In fact, they make it very confusing because it will use the last ""fallback"" in all the Combobox definitions which marks the value as ""multiple"". Concretely, this means: ```ts let [value, setValue] = useState('Tom Cook') modulets let [value, setValue] = useState('Tom Cook') module ``` This is valid because at runtime we will forward all the props to the div. So not 100% sure what we should do here instead. update changelog"
22,Fix className hydration for <Transition appear> (#2390),  Fix className hydration for <Transition appear>   Update changelog ,Fix className hydration for  (#2390),Fix className hydration for  Update changelog
23,Add ESM and types paths to package.json for TailwindCSS plugin (#2382),  Add ESM and types paths to package.json for TailwindCSS plugin   Move types declaration to first key in exports ,Add ESM and types paths to package.json for TailwindCSS plugin (#2382),Add ESM and types paths to package.json for TailwindCSS plugin Move types declaration to first key in exports
24,Add FocusTrap event listeners once document has loaded (#2389),  feat: addEventListener on document loaded   Refactor   Fix import   Update changelog   use function instead of arrow function   make callback in onDocumentReady mandatory    Co-authored-by: lkr lkr@bytedance.com Co-authored-by: Jordan Pittman jordan@cryptica.me Co-authored-by: Robin Malfait malfait.robin@gmail.com,Add FocusTrap event listeners once document has loaded (#2389),feat: addEventListener on document loaded Refactor Fix import Update changelog use function instead of arrow function make callback in onDocumentReady mandatory Co-authored-by: lkr lkr@bytedance.com Co-authored-by: Jordan Pittman jordan@cryptica.me Co-authored-by: Robin Malfait malfait.robin@gmail.com
25,[vue] Fix Combobox input disabled state (#2375),  [vue] Fix Combobox input disabled state   Add tests for disabled input in React and Vue   Update changelog    Co-authored-by: Jordan Pittman jordan@cryptica.me,[vue] Fix Combobox input disabled state (#2375),[vue] Fix Combobox input disabled state Add tests for disabled input in React and Vue Update changelog Co-authored-by: Jordan Pittman jordan@cryptica.me
26,"Fix ""Can't perform a React state update on an unmounted component."" when using the Transition component (#2374)",  only change flags when mounted   update changelog ,"Fix ""Can't perform a React state update on an unmounted component."" when using the Transition component (#2374)",only change flags when mounted update changelog
27,"Add form prop to form-like components such as RadioGroup, Switch, Listbox, and Combobox (#2356)",  Adds form prop to Switch component   add form prop to Switch component in Vue   tests for both React and Vue   add form prop to Combobox component   add form prop to Listbox comopnent   add form prop to RadioGroup component   update changelog   add Oxford comma   cleanup screen import    Co-authored-by: Robin Malfait malfait.robin@gmail.com,"Add form prop to form-like components such as RadioGroup, Switch, Listbox, and Combobox (#2356)",Adds form prop to Switch component add form prop to Switch component in Vue tests for both React and Vue add form prop to Combobox component add form prop to Listbox comopnent add form prop to RadioGroup component update changelog add Oxford comma cleanup screen import Co-authored-by: Robin Malfait malfait.robin@gmail.com
28,Fix focus styles showing up when using the mouse (#2347),"  update playground examples to use a shared Button   expose a ui-focus-visible variant   keep track of a data-headlessui-focus-visible attribute   do not set the tabindex   The focus was always set, but the ring wasn't showing up. This was also focusing a ring when the browser decided not the add one. Let's make the browser decide when to show this or not.  update changelog",Fix focus styles showing up when using the mouse (#2347),"update playground examples to use a shared Button expose a ui-focus-visible variant keep track of a data-headlessui-focus-visible attribute do not set the tabindex The focus was always set, but the ring wasn't showing up. This was also focusing a ring when the browser decided not the add one. Let's make the browser decide when to show this or not. update changelog"
29,1.7.12 - @headlessui/vue,,1.7.12 - @headlessui/vue,
30,1.7.13 - @headlessui/react,,1.7.13 - @headlessui/react,
31,Ensure hooks in the FocusTrap component only apply when mounted (#2331),  ensure hooks in the FocusTrap component only apply when mounted   update changelog ,Ensure hooks in the FocusTrap component only apply when mounted (#2331),ensure hooks in the FocusTrap component only apply when mounted update changelog
32,"Fix restore focus to buttons in Safari, when Dialog component closes (#2326)"," update dialog playground example  Includes a generic Button component that has explicit focus styles.  keep track of ""focus"" history  Safari doesn't ""focus"" buttons when you mousedown on them. This means that we don't capture the correct element to restore focus to when closing a Dialog for example. Now, we will make sure to keep track of a list of last ""focused"" items. We do this by also capturing elements when you ""click"", ""mousedown"" or ""focus"".   let's use a button instead of a div in tests   make target for Vue consistent with React   update changelog ","Fix restore focus to buttons in Safari, when Dialog component closes (#2326)","update dialog playground example Includes a generic Button component that has explicit focus styles. keep track of ""focus"" history Safari doesn't ""focus"" buttons when you mousedown on them. This means that we don't capture the correct element to restore focus to when closing a Dialog for example. Now, we will make sure to keep track of a list of last ""focused"" items. We do this by also capturing elements when you ""click"", ""mousedown"" or ""focus"". let's use a button instead of a div in tests make target for Vue consistent with React update changelog"
33,retry tests 3 times before failing (#2335),"Some tests are relying on timing specific tests and if the server (GitHub Actions) is a bit busy, then this can result in flakey tests. One day we will switch to tests in a real browser, but in the meantime this should be enough.",retry tests 3 times before failing (#2335),"Some tests are relying on timing specific tests and if the server (GitHub Actions) is a bit busy, then this can result in flakey tests. One day we will switch to tests in a real browser, but in the meantime this should be enough."
34,Fix invalid warning when using multiple Popover.Button components inside a Popover.Panel (#2333),  add a bunch of tests to ensure we won't regress on this again   fix incorrect warning when using multiple Popover.Button inside Popover.Panel   update changelog ,Fix invalid warning when using multiple Popover.Button components inside a Popover.Panel (#2333),add a bunch of tests to ensure we won't regress on this again fix incorrect warning when using multiple Popover.Button inside Popover.Panel update changelog
35,Fix XYZPropsWeControl and cleanup internal TypeScript types (#2329)," cleanup XYZPropsWeControl  The idea behind the PropsWeControl is that we can omit all the fields that we are controlling entirely. In this case, passing a prop like role, but if we already set the role ourselves then the prop won't do anything at all. This is why we want to alert the end user that it is an ""error"". It can also happen that we ""control"" the value by default, but keep incoming props into account. For example we generate a unique ID for most components, but you can provide your own to override it. In this case we don't want to include the ID in the XYZPropsWeControl. Additionally, we introduced some functionality months ago where we call event callbacks (onClick, ...) from the incoming props before our own callbacks. This means that by definition all onXYZ callbacks can be provided.  improve defining types  Whenever we explicitly provide custom types for certain props, then we make sure to omit those keys first from the original props (of let's say an input). This is important so that TypeScript doesn't try to ""merge"" those types together.   cleanup: move useEffect   add defaultValue explicitly   ensure tests are not using any because of onChange={console.log}   The console.log is typed as (...args: any[]) => void which means that it will incorrectly mark its incoming data as any as well. Converting it to x => console.log(x) makes TypeScript happy. Or in this case, angry since it found a bug. This is required because it can be that your value (e.g.: the value of a Combobox) is an object (e.g.: a User), but it is also nullable. Therefore we can provide the value null. This would mean that eventually this resolves to keyof null which is never, but we just want a string in this case. diff -export type ByComparator<T> = (keyof T & string) | ((a: T, b: T) => boolean) +export type ByComparator<T> = +  | (T extends null ? string : keyof T & string) +  | ((a: T, b: T) => boolean)   improve the internal types of the Combobox component   improve the internal types of the Disclosure component   improve the internal types of the Listbox component   improve the internal types of the Menu component   improve the internal types of the Popover component   improve the internal types of the Tabs component   improve the internal types of the Transition component   use Override in Hidden as well   cleanup unused code   don't check the useSyncExternalStoreShimClient   don't check the useSyncExternalStoreShimServer   improve types in the render tests   fix Ref<TTag> to be Ref<HTMLElement>   improve internal types of the Transition component (Vue)   add attrs.class as well   use different type for AnyComponent   update changelog ",Fix XYZPropsWeControl and cleanup internal TypeScript types (#2329),"cleanup XYZPropsWeControl The idea behind the PropsWeControl is that we can omit all the fields that we are controlling entirely. In this case, passing a prop like role, but if we already set the role ourselves then the prop won't do anything at all. This is why we want to alert the end user that it is an ""error"". It can also happen that we ""control"" the value by default, but keep incoming props into account. For example we generate a unique ID for most components, but you can provide your own to override it. In this case we don't want to include the ID in the XYZPropsWeControl. Additionally, we introduced some functionality months ago where we call event callbacks (onClick, ...) from the incoming props before our own callbacks. This means that by definition all onXYZ callbacks can be provided. improve defining types Whenever we explicitly provide custom types for certain props, then we make sure to omit those keys first from the original props (of let's say an input). This is important so that TypeScript doesn't try to ""merge"" those types together. cleanup: move useEffect add defaultValue explicitly ensure tests are not using any because of onChange={console.log} The console.log is typed as (...args: any[]) => void which means that it will incorrectly mark its incoming data as any as well. Converting it to x => console.log(x) makes TypeScript happy. Or in this case, angry since it found a bug. This is required because it can be that your value (e.g.: the value of a Combobox) is an object (e.g.: a User), but it is also nullable. Therefore we can provide the value null. This would mean that eventually this resolves to keyof null which is never, but we just want a string in this case. diff -export type ByComparator = (keyof T & string) | ((a: T, b: T) => boolean) +export type ByComparator = +  | (T extends null ? string : keyof T & string) +  | ((a: T, b: T) => boolean) improve the internal types of the Combobox component improve the internal types of the Disclosure component improve the internal types of the Listbox component improve the internal types of the Menu component improve the internal types of the Popover component improve the internal types of the Tabs component improve the internal types of the Transition component use Override in Hidden as well cleanup unused code don't check the useSyncExternalStoreShimClient don't check the useSyncExternalStoreShimServer improve types in the render tests fix Ref to be Ref improve internal types of the Transition component (Vue) add attrs.class as well use different type for AnyComponent update changelog"
36,Allow root containers from the Dialog component in the FocusTrap component (#2322),  add (failing) test to verify moving focus to 3rd party containers work   pass resolveRootContainers to FocusTrap   handle lazy containers in FocusTrap   update changelog ,Allow root containers from the Dialog component in the FocusTrap component (#2322),add (failing) test to verify moving focus to 3rd party containers work pass resolveRootContainers to FocusTrap handle lazy containers in FocusTrap update changelog
37,Enable native label behavior for Switch component (#2265),  add native label behavior for switch   Add reference tests for React and Vue   These don’t work in JSDOM so they’re skipped but we can use these to reference expected behavior once we have playwright-based tests   Fix Vue playground switch example   Only prevent default when the element is a label   Port change to Vue   Update changelog    Co-authored-by: Jordan Pittman jordan@cryptica.me,Enable native label behavior for Switch component (#2265),add native label behavior for switch Add reference tests for React and Vue These don’t work in JSDOM so they’re skipped but we can use these to reference expected behavior once we have playwright-based tests Fix Vue playground switch example Only prevent default when the element is a label Port change to Vue Update changelog Co-authored-by: Jordan Pittman jordan@cryptica.me
38,Ensure Transition component completes if nothing is transitioning (#2318)," make disposables consistent  Also added a group function, this allows us to spawn a sub disposables group that can be disposed on its own, but will also be disposed the moment the ""parent"" is disposed.   ensure Transition component works when nothing is transitioning   update changelog ",Ensure Transition component completes if nothing is transitioning (#2318),"make disposables consistent Also added a group function, this allows us to spawn a sub disposables group that can be disposed on its own, but will also be disposed the moment the ""parent"" is disposed. ensure Transition component works when nothing is transitioning update changelog"
39,1.7.11 - @headlessui/vue,,1.7.11 - @headlessui/vue,
40,1.7.12 - @headlessui/react,,1.7.12 - @headlessui/react,
41,Fix Dialog cleanup when the Dialog becomes hidden (#2303)," use the Dialog's parent as the root for the Intersection observer  We have some code that allows us to auto-close the dialog the moment it gets hidden. This is useful if you use a dialog for a mobile menu and you resizet he browser. If you wrap the dialog in a md:hidden then it auto closes. If we don't do this, then the dialog is still locking the scrolling, keeping the focus in the dialog, ... but it is not visible. To solve this we use an IntersectionObserver to verify that the boundingClientRect is ""gone"" (x = 0, y = 0, width = 0 and height = 0). However, the intersection observer is not always triggered. This happens if the main content is scrollable. Setting the root of the IntersectionObserver to the parent of the Dialog does seem to solve it. Not 100% sure what causes this behaviour exactly.   use a ResizeObserver instead of IntersectionObserver   implement a ResizeObserver for the tests   update changelog ",Fix Dialog cleanup when the Dialog becomes hidden (#2303),"use the Dialog's parent as the root for the Intersection observer We have some code that allows us to auto-close the dialog the moment it gets hidden. This is useful if you use a dialog for a mobile menu and you resizet he browser. If you wrap the dialog in a md:hidden then it auto closes. If we don't do this, then the dialog is still locking the scrolling, keeping the focus in the dialog, ... but it is not visible. To solve this we use an IntersectionObserver to verify that the boundingClientRect is ""gone"" (x = 0, y = 0, width = 0 and height = 0). However, the intersection observer is not always triggered. This happens if the main content is scrollable. Setting the root of the IntersectionObserver to the parent of the Dialog does seem to solve it. Not 100% sure what causes this behaviour exactly. use a ResizeObserver instead of IntersectionObserver implement a ResizeObserver for the tests update changelog"
42,fix false positive log when running tests,Let's wrap the test in act to get rid of the warning. In practice (while testing in the browser) the actual warning doesn't seem to affect the user experience at all. The act function is typed in a strange way (Promise<undefined> & void). Yet the actual contents of the act callback is returned as expected. Therefore we overrode the type of act to make sure this reflects reality better. (Thanks @thecrypticace!) Also added an additional check to make sure the actual container is available to extra ensure we are not lying by overriding the type.,fix false positive log when running tests,Let's wrap the test in act to get rid of the warning. In practice (while testing in the browser) the actual warning doesn't seem to affect the user experience at all. The act function is typed in a strange way (Promise & void). Yet the actual contents of the act callback is returned as expected. Therefore we overrode the type of act to make sure this reflects reality better. (Thanks @thecrypticace!) Also added an additional check to make sure the actual container is available to extra ensure we are not lying by overriding the type.
43,Fix change event incorrectly getting called on blur (#2296)," drop d.enqueue & d.workQueue  This was only used in tests and doesn't seem to be necessary.  drop handleChange from the ComboboxInput component  This only emitted a change event, which Vue already emits as well.  drop onChange from incoming props  This is an odd one. In Chrome this means that the @change is still being called, but if we keep it, then the @change is also called on blur resulting in odd bugs. Droping it fixes that issue. That said, the @change is still emitted and therefore the callback is properly called and the ComboboxInput still can interact with the @change event.  update changelog",Fix change event incorrectly getting called on blur (#2296),"drop d.enqueue & d.workQueue This was only used in tests and doesn't seem to be necessary. drop handleChange from the ComboboxInput component This only emitted a change event, which Vue already emits as well. drop onChange from incoming props This is an odd one. In Chrome this means that the @change is still being called, but if we keep it, then the @change is also called on blur resulting in odd bugs. Droping it fixes that issue. That said, the @change is still emitted and therefore the callback is properly called and the ComboboxInput still can interact with the @change event. update changelog"
44,Make React types more compatible with other libraries (#2282),  Export explicit props types   wip   wip   wip   wip dialog types   wip   Fix build   Upgrade esbuild   Add aliased types for ComponentLabel and ComponentDescription   Update lockfile   Update changelog   Update exported prop type names   Make onChange optional   Update tests   Use never in CleanProps   Using a branded type doesn’t work properly with unions   Fix types   wip   work on types   wip   wip   Tweak types in render helpers   Fix CS   Fix changelog   Tweak render prop types for combobox   Update hidden props type name   remove unused type   Tweak types   Update TypeScript version ,Make React types more compatible with other libraries (#2282),Export explicit props types wip wip wip wip dialog types wip Fix build Upgrade esbuild Add aliased types for ComponentLabel and ComponentDescription Update lockfile Update changelog Update exported prop type names Make onChange optional Update tests Use never in CleanProps Using a branded type doesn’t work properly with unions Fix types wip work on types wip wip Tweak types in render helpers Fix CS Fix changelog Tweak render prop types for combobox Update hidden props type name remove unused type Tweak types Update TypeScript version
45,Fix nested Popover components not opening (#2293),  fix nested Popovers not working   update changelog ,Fix nested Popover components not opening (#2293),fix nested Popovers not working update changelog
46,Ensure the main tree and parent Dialog components are marked as inert (#2290),"  drop @ts-expect-error, because inert is available now   fix logical error   We want to apply inert when we don't have nested dialogs, because if we do have nested dialogs, then the inert should be applied from the nested dialog (or visually the top most dialog).   update changelog   replace useInertOthers with useInert   add assertInert and assertNotInert accessibility assertion helpers   ensure the main tree root is marked as inert   As well as the parent dialogs in case of nested dialogs.",Ensure the main tree and parent Dialog components are marked as inert (#2290),"drop @ts-expect-error, because inert is available now fix logical error We want to apply inert when we don't have nested dialogs, because if we do have nested dialogs, then the inert should be applied from the nested dialog (or visually the top most dialog). update changelog replace useInertOthers with useInert add assertInert and assertNotInert accessibility assertion helpers ensure the main tree root is marked as inert As well as the parent dialogs in case of nested dialogs."
47,update CHANGELOG,,update CHANGELOG,
48,1.7.10 - @headlessui/vue,,1.7.10 - @headlessui/vue,
49,1.7.11 - @headlessui/react,,1.7.11 - @headlessui/react,
50,change test to test whether the underlying dom tag is changed to span when using as prop (#2283),Test in line 105 already covers using the as tag to change the underlying dom tag to an anchor tag. Therefore we can test whether a span tag is correctly rendered for example.,change test to test whether the underlying dom tag is changed to span when using as prop (#2283),Test in line 105 already covers using the as tag to change the underlying dom tag to an anchor tag. Therefore we can test whether a span tag is correctly rendered for example.
51,Start cleanup phase of the Dialog component when going into the Closing state (#2264)," introduce opening and closing states  Also represent them as bits so that we can easily combine them while we are transitioning from one state to the other.  update open/closed state checks  Instead of checking whether it is in one state or an other, we can check if the current state contains some potential sub-state. This allows us to still check if we are in the Open state, while also Closing because the state will be S.Open | S.Closing.   expose flags from the useFlags hook   add the Closing and Opening states to the Open/Closed state   create dedicated abcEnabled variables   keep the State.Closing into account for scroll locking and inert others   add a test for the Closing state impacting the Dialog component   cleanup unused imports   add unmount util to the Vue Test renderer   update changelog ",Start cleanup phase of the Dialog component when going into the Closing state (#2264),"introduce opening and closing states Also represent them as bits so that we can easily combine them while we are transitioning from one state to the other. update open/closed state checks Instead of checking whether it is in one state or an other, we can check if the current state contains some potential sub-state. This allows us to still check if we are in the Open state, while also Closing because the state will be S.Open | S.Closing. expose flags from the useFlags hook add the Closing and Opening states to the Open/Closed state create dedicated abcEnabled variables keep the State.Closing into account for scroll locking and inert others add a test for the Closing state impacting the Dialog component cleanup unused imports add unmount util to the Vue Test renderer update changelog"
52,update changelog,,update changelog,
53,refactor: use proper type for switch forward ref (#2277),,refactor: use proper type for switch forward ref (#2277),
54,Ensure we reset the activeOptionIndex if the active option is unmounted (#2274)," ensure we reset the activeOptionIndex if the active option is unmounted  Unmounting of the active option can happen when you are in a multi-select Combobox, and you filter out all the selected values. This means that the moment you press ""Enter"" on an active item, it becomes the selected item and therefore will be filtered out.  update changelog",Ensure we reset the activeOptionIndex if the active option is unmounted (#2274),"ensure we reset the activeOptionIndex if the active option is unmounted Unmounting of the active option can happen when you are in a multi-select Combobox, and you filter out all the selected values. This means that the moment you press ""Enter"" on an active item, it becomes the selected item and therefore will be filtered out. update changelog"
55,Re-focus Combobox.Input when a Combobox.Option is selected (#2272)," re-focus Combobox.Input when a Combobox.Option is selected  Except on mobile devices (ideally devices using a virtual keyboard), so that the virtual keyboard won't be triggered every single time we re-focus that input field.  update changelog",Re-focus Combobox.Input when a Combobox.Option is selected (#2272),"re-focus Combobox.Input when a Combobox.Option is selected Except on mobile devices (ideally devices using a virtual keyboard), so that the virtual keyboard won't be triggered every single time we re-focus that input field. update changelog"
56,Move aria-multiselectable to [role=listbox] in the Combobox component (#2271),  move aria-multiselectable to [role=listbox] in the Combobox component   update changelog ,Move aria-multiselectable to [role=listbox] in the Combobox component (#2271),move aria-multiselectable to [role=listbox] in the Combobox component update changelog
57,Don’t fire afterLeave event more than once for a given transition (#2267),  Don’t fire afterLeave event more than once for a given component   Port test to React   Fix CS   Remove focus on test   Update changelog ,Don’t fire afterLeave event more than once for a given transition (#2267),Don’t fire afterLeave event more than once for a given component Port test to React Fix CS Remove focus on test Update changelog
58,Ensure we handle null dataRef values correctly (#2258)," ensure we handle null dataRef values correctly  Initially when the dataRef is created, then the current value is going to be null. We didn't properly encode this in the types. Now that we do, it exposed some places where this was used incorrectly (because we assumed it was always defined).  update changelog",Ensure we handle null dataRef values correctly (#2258),"ensure we handle null dataRef values correctly Initially when the dataRef is created, then the current value is going to be null. We didn't properly encode this in the types. Now that we do, it exposed some places where this was used incorrectly (because we assumed it was always defined). update changelog"
59,cleanup CHANGELOG,,cleanup CHANGELOG,
60,1.7.10 - @headlessui/react,,1.7.10 - @headlessui/react,
61,update CHANGELOG,,update CHANGELOG,
62,"Revert ""Use the import * as React from 'react' pattern (#2242)""",This reverts commit 0276231c318f443f1821de29e7cb08b0c9b5f003.,"Revert ""Use the import * as React from 'react' pattern (#2242)""",This reverts commit 0276231c318f443f1821de29e7cb08b0c9b5f003.
63,1.7.9 - @headlessui/vue,,1.7.9 - @headlessui/vue,
64,1.7.9 - @headlessui/react,,1.7.9 - @headlessui/react,
65,Preserve default index when starting out with no tabs (#2250),  Preserve default index when starting out with no tabs   Add test to Vue   Add test for Vue   it already works here so… yeah,Preserve default index when starting out with no tabs (#2250),Preserve default index when starting out with no tabs Add test to Vue Add test for Vue it already works here so… yeah
66,Use the import * as React from 'react' pattern (#2242)," use the import * as React from 'react' pattern  We use named imports, but we have to import React itself as well for JSX because it compiles to React.createElement. We could get rid of our own JSX and use it directly, or we can use this import * as React from 'react' syntax. This fixes an issue for people using allowSyntheticDefaultImports: false in TypeScript. Fixes: #2117  update changelog",Use the import * as React from 'react' pattern (#2242),"use the import * as React from 'react' pattern We use named imports, but we have to import React itself as well for JSX because it compiles to React.createElement. We could get rid of our own JSX and use it directly, or we can use this import * as React from 'react' syntax. This fixes an issue for people using allowSyntheticDefaultImports: false in TypeScript. Fixes: #2117 update changelog"
67,"Fix ""This Suspense boundary received an update before it finished hydrating"" error in the Disclosure component (#2238)",  use startTransition to work around Suspense boundary crash   update changelog ,"Fix ""This Suspense boundary received an update before it finished hydrating"" error in the Disclosure component (#2238)",use startTransition to work around Suspense boundary crash update changelog
68,Don't break overflow when multiple dialogs are open at the same time (#2215),  Fix overflow when swapping dialogs that use transition   Refactor   refactor   wip   wip   wip   wip   wip   wip   wip   wip   Inline shim for ESM support   Until the official package adds an ESM version with a wildcard import we can’t use it. This version was copied from Remix Router   Add dialog shadow root examples   Fix SSR error   Add repro for iOS scrolling issue   Try to fix vercel build   idk what’s wrong here  Update repro  A transition is required to delay closing enough to demonstrate the bug   Port global dialog state to Vue   Add dialog test to Vue   wip   wip   Workaround bug   This shouldn’t happen at all and we need to find the source of the bug but this should “fix” things for the time being   wip   Rebuild overflow locking with simpler API   wip   wip   wip   wip   wip   wip   wip   wip   wip   Update deps   wip   simplify   Port to Vue   wip   wip   Tweak tests   Update changelog   Ensure meta callbacks are cleaned up   cleanup   wip ,Don't break overflow when multiple dialogs are open at the same time (#2215),Fix overflow when swapping dialogs that use transition Refactor refactor wip wip wip wip wip wip wip wip Inline shim for ESM support Until the official package adds an ESM version with a wildcard import we can’t use it. This version was copied from Remix Router Add dialog shadow root examples Fix SSR error Add repro for iOS scrolling issue Try to fix vercel build idk what’s wrong here Update repro A transition is required to delay closing enough to demonstrate the bug Port global dialog state to Vue Add dialog test to Vue wip wip Workaround bug This shouldn’t happen at all and we need to find the source of the bug but this should “fix” things for the time being wip Rebuild overflow locking with simpler API wip wip wip wip wip wip wip wip wip Update deps wip simplify Port to Vue wip wip Tweak tests Update changelog Ensure meta callbacks are cleaned up cleanup wip
