Index,Release Note,Release Note With Abstraction
13,"Fixed

Ensure disabled=""false"" is not incorrectly passed to the underlying DOM Node (#2138)
Fix arrow key handling in Tab (after DOM order changes) (#2145)
Fix Tab key with non focusable elements in Popover.Panel (#2147)
Don’t overwrite classes during SSR when rendering fragments (#2173)
Improve Combobox accessibility (#2153)
Fix crash when reading headlessuiFocusGuard of relatedTarget in the FocusTrap component (#2203)
Fix FocusTrap in Dialog when there is only 1 focusable element (#2172)
Improve Tabs wrapping around when controlling the component and overflowing the selectedIndex (#2213)
Fix shadow-root bug closing Dialog containers (#2217)

Added

Allow setting tabIndex on the Tab.Panel (#2214)

Changed

Adjust SSR detection mechanism (#2102)
","Fixed
Ensure disabled=""false"" is not incorrectly passed to the underlying DOM Node (#2138)
Fix arrow key handling in Tab (after DOM order changes) (#2145)
Fix Tab key with non focusable elements in Popover.Panel (#2147)
Don’t overwrite classes during SSR when rendering fragments (#2173)
Improve Combobox accessibility (#2153)
Fix crash when reading headlessuiFocusGuard of relatedTarget in the FocusTrap component (#2203)
Fix FocusTrap in Dialog when there is only 1 focusable element (#2172)
Improve Tabs wrapping around when controlling the component and overflowing the selectedIndex (#2213)
Fix shadow-root bug closing Dialog containers (#2217)
Added
Allow setting tabIndex on the Tab.Panel (#2214)
Changed
Adjust SSR detection mechanism (#2102)"
14,"Fixed

Fix SSR tab rendering on React 17 (#2102)
Fix arrow key handling in Tab (after DOM order changes) (#2145)
Fix false positive warning about using multiple <Popover.Button> components (#2146)
Fix Tab key with non focusable elements in Popover.Panel (#2147)
Fix false positive warning when using <Popover.Button /> in React 17 (#2163)
Fix failed to removeChild on Node bug (#2164)
Don’t overwrite classes during SSR when rendering fragments (#2173)
Improve Combobox accessibility (#2153)
Fix crash when reading headlessuiFocusGuard of relatedTarget in the FocusTrap component (#2203)
Fix FocusTrap in Dialog when there is only 1 focusable element (#2172)
Improve Tabs wrapping around when controlling the component and overflowing the selectedIndex (#2213)
Fix shadow-root bug closing Dialog containers (#2217)

Added

Allow setting tabIndex on the Tab.Panel (#2214)
","Fixed
Fix SSR tab rendering on React 17 (#2102)
Fix arrow key handling in Tab (after DOM order changes) (#2145)
Fix false positive warning about using multiple  components (#2146)
Fix Tab key with non focusable elements in Popover.Panel (#2147)
Fix false positive warning when using  in React 17 (#2163)
Fix failed to removeChild on Node bug (#2164)
Don’t overwrite classes during SSR when rendering fragments (#2173)
Improve Combobox accessibility (#2153)
Fix crash when reading headlessuiFocusGuard of relatedTarget in the FocusTrap component (#2203)
Fix FocusTrap in Dialog when there is only 1 focusable element (#2172)
Improve Tabs wrapping around when controlling the component and overflowing the selectedIndex (#2213)
Fix shadow-root bug closing Dialog containers (#2217)
Added
Allow setting tabIndex on the Tab.Panel (#2214)"
15,"Fixed

Improve scroll restoration after Dialog closes (b20e48dd)
","Fixed
Improve scroll restoration after Dialog closes (b20e48dd)"
16,"Fixed

Improve scroll restoration after Dialog closes (b20e48dd)
","Fixed
Improve scroll restoration after Dialog closes (b20e48dd)"
17,"Fixed

Fix regression where displayValue crashes (#2087)
Fix displayValue syncing when Combobox.Input is unmounted and re-mounted in different trees (#2090)
Fix FocusTrap escape due to strange tabindex values (#2093)
Improve scroll locking on iOS (#2100, 28234b0e)
","Fixed
Fix regression where displayValue crashes (#2087)
Fix displayValue syncing when Combobox.Input is unmounted and re-mounted in different trees (#2090)
Fix FocusTrap escape due to strange tabindex values (#2093)
Improve scroll locking on iOS (#2100, 28234b0e)"
18,"Fixed

Fix regression where displayValue crashes (#2087)
Fix displayValue syncing when Combobox.Input is unmounted and re-mounted in different trees (#2090)
Fix FocusTrap escape due to strange tabindex values (#2093)
Improve scroll locking on iOS (#2100, 28234b0e)
","Fixed
Fix regression where displayValue crashes (#2087)
Fix displayValue syncing when Combobox.Input is unmounted and re-mounted in different trees (#2090)
Fix FocusTrap escape due to strange tabindex values (#2093)
Improve scroll locking on iOS (#2100, 28234b0e)"
19,"Fixed

Reset form-like components when the parent <form> resets (#2004)
Ensure Popover doesn't crash when focus is going to window (#2019)
Ensure shift+home and shift+end works as expected in the ComboboxInput component (#2024)
Improve syncing of the ComboboxInput value (#2042)
Fix crash when using multiple mode without value prop (uncontrolled) for Listbox and Combobox components (#2058)
Allow passing in your own id prop (#2060)
Add null as a valid type for Listbox and Combobox in Vue (#2064, #2067)
Improve SSR for Tabs in Vue (#2068)
Ignore pointer events in Listbox, Menu, and Combobox when cursor hasn't moved (#2069)
Allow clicks inside dialog panel when target is inside shadow root (#2079)
","Fixed
Reset form-like components when the parent  resets (#2004)
Ensure Popover doesn't crash when focus is going to window (#2019)
Ensure shift+home and shift+end works as expected in the ComboboxInput component (#2024)
Improve syncing of the ComboboxInput value (#2042)
Fix crash when using multiple mode without value prop (uncontrolled) for Listbox and Combobox components (#2058)
Allow passing in your own id prop (#2060)
Add null as a valid type for Listbox and Combobox in Vue (#2064, #2067)
Improve SSR for Tabs in Vue (#2068)
Ignore pointer events in Listbox, Menu, and Combobox when cursor hasn't moved (#2069)
Allow clicks inside dialog panel when target is inside shadow root (#2079)"
20,"Fixed

Reset form-like components when the parent <form> resets (#2004)
Add warning when using <Popover.Button /> multiple times (#2007)
Ensure Popover doesn't crash when focus is going to window (#2019)
Ensure shift+home and shift+end works as expected in the Combobox.Input component (#2024)
Improve syncing of the Combobox.Input value (#2042)
Fix crash when using multiple mode without value prop (uncontrolled) for Listbox and Combobox components (#2058)
Apply enter and enterFrom classes in SSR for Transition component (#2059)
Allow passing in your own id prop (#2060)
Fix Dialog unmounting problem due to incorrect transitioncancel event in the Transition component on Android (#2071)
Ignore pointer events in Listbox, Menu, and Combobox when cursor hasn't moved (#2069)
Allow clicks inside dialog panel when target is inside shadow root (#2079)
","Fixed
Reset form-like components when the parent  resets (#2004)
Add warning when using  multiple times (#2007)
Ensure Popover doesn't crash when focus is going to window (#2019)
Ensure shift+home and shift+end works as expected in the Combobox.Input component (#2024)
Improve syncing of the Combobox.Input value (#2042)
Fix crash when using multiple mode without value prop (uncontrolled) for Listbox and Combobox components (#2058)
Apply enter and enterFrom classes in SSR for Transition component (#2059)
Allow passing in your own id prop (#2060)
Fix Dialog unmounting problem due to incorrect transitioncancel event in the Transition component on Android (#2071)
Ignore pointer events in Listbox, Menu, and Combobox when cursor hasn't moved (#2069)
Allow clicks inside dialog panel when target is inside shadow root (#2079)"
21,"Fixed

Move tailwindcss to devDependencies (#2040)
","Fixed
Move tailwindcss to devDependencies (#2040)"
22,"Fixed

Expose close function for Menu and MenuItem components (#1897)
Fix useOutsideClick, add improvements for ShadowDOM (#1914)
Prevent default slot warning when using a component for as prop (#1915)
Fire <ComboboxInput>'s @change handler when changing the value internally (#1916)
","Fixed
Expose close function for Menu and MenuItem components (#1897)
Fix useOutsideClick, add improvements for ShadowDOM (#1914)
Prevent default slot warning when using a component for as prop (#1915)
Fire 's @change handler when changing the value internally (#1916)"
23,"Fixed

Fix <Popover.Button as={Fragment} /> crash (#1889)
Expose close function for Menu and Menu.Item components (#1897)
Fix useOutsideClick, add improvements for ShadowDOM (#1914)
Fire <Combobox.Input>'s onChange handler when changing the value internally (#1916)
Add client-only to mark everything as client components (#1981)

Added

Warn when changing components between controlled and uncontrolled (#1878)
","Fixed
Fix  crash (#1889)
Expose close function for Menu and Menu.Item components (#1897)
Fix useOutsideClick, add improvements for ShadowDOM (#1914)
Fire 's onChange handler when changing the value internally (#1916)
Add client-only to mark everything as client components (#1981)
Added
Warn when changing components between controlled and uncontrolled (#1878)"
24,"Fixed

Call displayValue with a v-model of ref(undefined) on ComboboxInput (#1865)
Improve Portal detection for Popover components (#1842)
Fix crash when children are undefined (#1885)
Fix useOutsideClick swallowing events inside ShadowDOM (#1876)
Fix Tab incorrectly activating on focus event (#1887)
","Fixed
Call displayValue with a v-model of ref(undefined) on ComboboxInput (#1865)
Improve Portal detection for Popover components (#1842)
Fix crash when children are undefined (#1885)
Fix useOutsideClick swallowing events inside ShadowDOM (#1876)
Fix Tab incorrectly activating on focus event (#1887)"
25,"Fixed

Improve Portal detection for Popover components (#1842)
Fix useOutsideClick swallowing events inside ShadowDOM (#1876)
Fix Tab incorrectly activating on focus event (#1887)
","Fixed
Improve Portal detection for Popover components (#1842)
Fix useOutsideClick swallowing events inside ShadowDOM (#1876)
Fix Tab incorrectly activating on focus event (#1887)"
26,"Fixed

Prevent option selection in ComboboxInput while composing (#1850)
Ensure we handle the static prop in TabPanel components correctly (#1856)
","Fixed
Prevent option selection in ComboboxInput while composing (#1850)
Ensure we handle the static prop in TabPanel components correctly (#1856)"
27,"Fixed

Prevent option selection in Combobox.Input while composing (#1850)
Ensure we handle the static prop in Tab.Panel components correctly (#1856)
","Fixed
Prevent option selection in Combobox.Input while composing (#1850)
Ensure we handle the static prop in Tab.Panel components correctly (#1856)"
28,"Fixed

Improve iOS scroll locking (#1830)
Ensure Tab order stays consistent, and the currently active Tab stays active (#1837)
","Fixed
Improve iOS scroll locking (#1830)
Ensure Tab order stays consistent, and the currently active Tab stays active (#1837)"
29,"Fixed

Improve iOS scroll locking (#1830)
Add <fieldset disabled> check to radio group options in React (#1835)
Ensure Tab order stays consistent, and the currently active Tab stays active (#1837)
Ensure Combobox.Label is properly linked when rendered after Combobox.Button and Combobox.Input components (#1838)
Remove forceRerender from Tab component (#1846)
","Fixed
Improve iOS scroll locking (#1830)
Add  check to radio group options in React (#1835)
Ensure Tab order stays consistent, and the currently active Tab stays active (#1837)
Ensure Combobox.Label is properly linked when rendered after Combobox.Button and Combobox.Input components (#1838)
Remove forceRerender from Tab component (#1846)"
30,"Added

Add by prop for Listbox, Combobox and RadioGroup (#1482, #1717, #1814, #1815)
Make form components uncontrollable (#1683)
Add @headlessui/tailwindcss plugin (#1487)

Fixed

Fixed SSR support on Deno (#1671)
Don’t close dialog when opened during mouse up event (#1667)
Don’t close dialog when drag ends outside dialog (#1667)
Fix outside clicks to close dialog when nested, unopened dialogs are present (#1667)
Close Menu component when using tab key (#1673)
Resync input when display value changes (#1679, #1755)
Ensure controlled Tabs don't change automagically (#1680)
Improve outside click on Safari iOS (#1712)
Improve event handler merging (#1715)
Fix incorrect scrolling to the bottom when opening a Dialog (#1716)
Don't overwrite element.focus() on <PopoverPanel> (#1719)
Improve Combobox re-opening keyboard issue on mobile (#1732)
Only select the active option when using ""singular"" mode when pressing <tab> in the Combobox component (#1750)
Only restore focus to the MenuButton if necessary when activating a MenuOption (#1782)
Don't scroll when wrapping around in focus trap (#1789)
Improve accessibility when announcing ListboxOption and ComboboxOption components (#1812)
Expose the value from the Combobox and Listbox components slot (#1822)
Improve scroll lock on iOS (#1824)
","Added
Add by prop for Listbox, Combobox and RadioGroup (#1482, #1717, #1814, #1815)
Make form components uncontrollable (#1683)
Add @headlessui/tailwindcss plugin (#1487)
Fixed
Fixed SSR support on Deno (#1671)
Don’t close dialog when opened during mouse up event (#1667)
Don’t close dialog when drag ends outside dialog (#1667)
Fix outside clicks to close dialog when nested, unopened dialogs are present (#1667)
Close Menu component when using tab key (#1673)
Resync input when display value changes (#1679, #1755)
Ensure controlled Tabs don't change automagically (#1680)
Improve outside click on Safari iOS (#1712)
Improve event handler merging (#1715)
Fix incorrect scrolling to the bottom when opening a Dialog (#1716)
Don't overwrite element.focus() on  (#1719)
Improve Combobox re-opening keyboard issue on mobile (#1732)
Only select the active option when using ""singular"" mode when pressing  in the Combobox component (#1750)
Only restore focus to the MenuButton if necessary when activating a MenuOption (#1782)
Don't scroll when wrapping around in focus trap (#1789)
Improve accessibility when announcing ListboxOption and ComboboxOption components (#1812)
Expose the value from the Combobox and Listbox components slot (#1822)
Improve scroll lock on iOS (#1824)"
31,"Fixed

Fix bracket order of not variants (#1621)
","Fixed
Fix bracket order of not variants (#1621)"
32,"Added

Add by prop for Listbox, Combobox and RadioGroup (#1482, #1717, #1814, #1815)
Make form components uncontrollable (#1683)
Add @headlessui/tailwindcss plugin (#1487)

Fixed

Fixed SSR support on Deno (#1671)
Don’t close dialog when opened during mouse up event (#1667)
Don’t close dialog when drag ends outside dialog (#1667)
Fix outside clicks to close dialog when nested, unopened dialogs are present (#1667)
Close Menu component when using tab key (#1673)
Resync input when display value changes (#1679, #1755)
Ensure controlled Tabs don't change automagically (#1680)
Don't scroll lock when a Transition + Dialog is mounted but hidden (#1681)
Allow Popover close to be passed directly to onClick handlers (#1696)
Improve outside click on Safari iOS (#1712)
Improve event handler merging (#1715)
Fix incorrect scrolling to the bottom when opening a Dialog (#1716)
Improve Combobox re-opening keyboard issue on mobile (#1732)
Ensure Disclosure.Panel is properly linked (#1747)
Only select the active option when using ""singular"" mode when pressing <tab> in the Combobox component (#1750)
Improve the types of the Combobox component (#1761)
Only restore focus to the Menu.Button if necessary when activating a Menu.Option (#1782)
Don't scroll when wrapping around in focus trap (#1789)
Fix Transition component's incorrect cleanup and order of events (#1803)
Ensure enter transitions work when using unmount={false} (#1811)
Improve accessibility when announcing Listbox.Option and Combobox.Option components (#1812)
Fix ref stealing from children (#1820)
Expose the value from the Combobox and Listbox components render prop (#1822)
Improve scroll lock on iOS (#1824)
Fix maximum call stack size exceeded error on Tab component when using as={Fragment} (#1826)
Fix ""blank"" screen on initial load of Transition component (#1823)
","Added
Add by prop for Listbox, Combobox and RadioGroup (#1482, #1717, #1814, #1815)
Make form components uncontrollable (#1683)
Add @headlessui/tailwindcss plugin (#1487)
Fixed
Fixed SSR support on Deno (#1671)
Don’t close dialog when opened during mouse up event (#1667)
Don’t close dialog when drag ends outside dialog (#1667)
Fix outside clicks to close dialog when nested, unopened dialogs are present (#1667)
Close Menu component when using tab key (#1673)
Resync input when display value changes (#1679, #1755)
Ensure controlled Tabs don't change automagically (#1680)
Don't scroll lock when a Transition + Dialog is mounted but hidden (#1681)
Allow Popover close to be passed directly to onClick handlers (#1696)
Improve outside click on Safari iOS (#1712)
Improve event handler merging (#1715)
Fix incorrect scrolling to the bottom when opening a Dialog (#1716)
Improve Combobox re-opening keyboard issue on mobile (#1732)
Ensure Disclosure.Panel is properly linked (#1747)
Only select the active option when using ""singular"" mode when pressing  in the Combobox component (#1750)
Improve the types of the Combobox component (#1761)
Only restore focus to the Menu.Button if necessary when activating a Menu.Option (#1782)
Don't scroll when wrapping around in focus trap (#1789)
Fix Transition component's incorrect cleanup and order of events (#1803)
Ensure enter transitions work when using unmount={false} (#1811)
Improve accessibility when announcing Listbox.Option and Combobox.Option components (#1812)
Fix ref stealing from children (#1820)
Expose the value from the Combobox and Listbox components render prop (#1822)
Improve scroll lock on iOS (#1824)
Fix maximum call stack size exceeded error on Tab component when using as={Fragment} (#1826)
Fix ""blank"" screen on initial load of Transition component (#1823)"
33,"Fixed

Prevent cancelling transitions due to focus trap (#1664)
","Fixed
Prevent cancelling transitions due to focus trap (#1664)"
34,"Fixed

Fix getting Vue dom elements (#1610)
Ensure CMD+Backspace works in nullable mode for Combobox component (#1617)
Properly merge incoming props with own props (#1651)
Ensure PopoverPanel can be used inside <transition> (#1653)
","Fixed
Fix getting Vue dom elements (#1610)
Ensure CMD+Backspace works in nullable mode for Combobox component (#1617)
Properly merge incoming props with own props (#1651)
Ensure PopoverPanel can be used inside  (#1653)"
35,"Fixed

Ensure CMD+Backspace works in nullable mode for Combobox component (#1617)
","Fixed
Ensure CMD+Backspace works in nullable mode for Combobox component (#1617)"
36,"Fixed

Support <slot> children when using as=""template"" (#1548)
Improve outside click of Dialog component (#1546)
Detect outside clicks from within <iframe> elements (#1552)
Only render the Dialog on the client (#1566)
Improve Combobox input cursor position (#1574)
Fix scrolling issue in Tab component when using arrow keys (#1584)
Fix missing aria-expanded for ComboboxInput component (#1605)
","Fixed
Support  children when using as=""template"" (#1548)
Improve outside click of Dialog component (#1546)
Detect outside clicks from within  elements (#1552)
Only render the Dialog on the client (#1566)
Improve Combobox input cursor position (#1574)
Fix scrolling issue in Tab component when using arrow keys (#1584)
Fix missing aria-expanded for ComboboxInput component (#1605)"
37,"Fixed

Fix incorrect transitionend/transitioncancel events for the Transition component (#1537)
Improve outside click of Dialog component (#1546)
Detect outside clicks from within <iframe> elements (#1552)
Improve Combobox input cursor position (#1574)
Fix scrolling issue in Tab component when using arrow keys (#1584)
","Fixed
Fix incorrect transitionend/transitioncancel events for the Transition component (#1537)
Improve outside click of Dialog component (#1546)
Detect outside clicks from within  elements (#1552)
Improve Combobox input cursor position (#1574)
Fix scrolling issue in Tab component when using arrow keys (#1584)"
38,"Fixed

Ensure Escape propagates correctly in Combobox component (#1511)
Remove leftover code in Combobox component (#1514)
","Fixed
Ensure Escape propagates correctly in Combobox component (#1511)
Remove leftover code in Combobox component (#1514)"
39,"Fixed

Ensure Escape propagates correctly in Combobox component (#1511)
Remove leftover code in Combobox component (#1514)
Fix event handlers with arity > 1 (#1515)
Fix transition enter bug (#1519)
Fix render prop data in RadioGroup component (#1522)
","Fixed
Ensure Escape propagates correctly in Combobox component (#1511)
Remove leftover code in Combobox component (#1514)
Fix event handlers with arity > 1 (#1515)
Fix transition enter bug (#1519)
Fix render prop data in RadioGroup component (#1522)"
40,"Fixed

Allow to override the type on the ComboboxInput (#1476)
Ensure the the <PopoverPanel focus> closes correctly (#1477)
Only render the FocusSentinel if required in the Tabs component (#1493)
","Fixed
Allow to override the type on the ComboboxInput (#1476)
Ensure the the  closes correctly (#1477)
Only render the FocusSentinel if required in the Tabs component (#1493)"
41,"Fixed

Allow to override the type on the Combobox.Input (#1476)
Ensure the the <Popover.Panel focus> closes correctly (#1477)
Only render the FocusSentinel if required in the Tabs component (#1493)
Ensure the Transition stops once DOM Nodes are hidden (#1500)
","Fixed
Allow to override the type on the Combobox.Input (#1476)
Ensure the the  closes correctly (#1477)
Only render the FocusSentinel if required in the Tabs component (#1493)
Ensure the Transition stops once DOM Nodes are hidden (#1500)"
42,"Added

Add @headlessui/tailwindcss plugin (#1487)
","Added
Add @headlessui/tailwindcss plugin (#1487)"
43,"Fixed

Ensure DialogPanel exposes its ref (#1404)
Ignore Escape when event got prevented in Dialog component (#1424)
Improve FocusTrap behaviour (#1432)
Simplify Popover Tab logic by using sentinel nodes instead of keydown event interception (#1440)
Ensure the PopoverPanel is clickable without closing the Popover (#1443)
Improve ""Scroll lock"" scrollbar width for Dialog component (#1457)
Don’t throw when SSR rendering internal portals in Vue (#1459)
","Fixed
Ensure DialogPanel exposes its ref (#1404)
Ignore Escape when event got prevented in Dialog component (#1424)
Improve FocusTrap behaviour (#1432)
Simplify Popover Tab logic by using sentinel nodes instead of keydown event interception (#1440)
Ensure the PopoverPanel is clickable without closing the Popover (#1443)
Improve ""Scroll lock"" scrollbar width for Dialog component (#1457)
Don’t throw when SSR rendering internal portals in Vue (#1459)"
44,"Fixed

Fix closing of Popover.Panel in React 18 (#1409)
Ignore Escape when event got prevented in Dialog component (#1424)
Improve FocusTrap behaviour (#1432)
Simplify Popover Tab logic by using sentinel nodes instead of keydown event interception (#1440)
Ensure the Popover.Panel is clickable without closing the Popover (#1443)
Improve ""Scroll lock"" scrollbar width for Dialog component (#1457)
Make the ref optional in the Popover component (#1465)
Ensure the ref is forwarded on the Transition.Child component (#1473)
","Fixed
Fix closing of Popover.Panel in React 18 (#1409)
Ignore Escape when event got prevented in Dialog component (#1424)
Improve FocusTrap behaviour (#1432)
Simplify Popover Tab logic by using sentinel nodes instead of keydown event interception (#1440)
Ensure the Popover.Panel is clickable without closing the Popover (#1443)
Improve ""Scroll lock"" scrollbar width for Dialog component (#1457)
Make the ref optional in the Popover component (#1465)
Ensure the ref is forwarded on the Transition.Child component (#1473)"
45,"Fixed

Manually passthrough attrs for Combobox, Listbox and TabsGroup component (#1372)
Fix enter transitions in Vue (#1395)
","Fixed
Manually passthrough attrs for Combobox, Listbox and TabsGroup component (#1372)
Fix enter transitions in Vue (#1395)"
46,"Fixed

Fix hydration issue with Tab component (#1393)
","Fixed
Fix hydration issue with Tab component (#1393)"
