Index,Message,Description,Message Abstract,Description Abstract
46,Simplify conditional in SeoTag::Drop#date_modified (#343),Merge pull request 343,Simplify conditional in SeoTag::Drop#date_modified (#343),Merge pull request 343
47,Update history to reflect merge of #388 [ci skip],,Update history to reflect merge of #388 [ci skip],
48,Render og:locale meta only when defined explicitly (#388),Merge pull request 388,Render og:locale meta only when defined explicitly (#388),Merge pull request 388
49,Update history to reflect merge of #417 [ci skip],,Update history to reflect merge of #417 [ci skip],
50,Mutate hash literals instead of duplicating them (#417),Merge pull request 417,Mutate hash literals instead of duplicating them (#417),Merge pull request 417
51,Update history to reflect merge of #414 [ci skip],,Update history to reflect merge of #414 [ci skip],
52,Profile plugin using a third-party repo (#414),Merge pull request 414,Profile plugin using a third-party repo (#414),Merge pull request 414
53,Update history to reflect merge of #415 [ci skip],,Update history to reflect merge of #415 [ci skip],
54,Fix Travis builds for Jekyll 3.x (#415),Merge pull request 415,Fix Travis builds for Jekyll 3.x (#415),Merge pull request 415
55,Update history to reflect merge of #409 [ci skip],,Update history to reflect merge of #409 [ci skip],
56,Structured Data Testing Tool is deprecated (#409),Merge pull request 409,Structured Data Testing Tool is deprecated (#409),Merge pull request 409
57,Update history to reflect merge of #399 [ci skip],,Update history to reflect merge of #399 [ci skip],
58,Improve documentation on plugin usage (#399),Merge pull request 399,Improve documentation on plugin usage (#399),Merge pull request 399
59,Update history to reflect merge of #403 [ci skip],,Update history to reflect merge of #403 [ci skip],
60,Rename Google webmaster tools to Google Search Console and fix a few small issues (#403),Merge pull request 403,Rename Google webmaster tools to Google Search Console and fix a few small issues (#403),Merge pull request 403
61,Update history to reflect merge of #376 [ci skip],,Update history to reflect merge of #376 [ci skip],
62,Reduce allocations of instance-agnostic objects (#376),Merge pull request 376,Reduce allocations of instance-agnostic objects (#376),Merge pull request 376
63,Update history to reflect merge of #385 [ci skip],,Update history to reflect merge of #385 [ci skip],
64,chore(ci): bump Ruby versions (#385),Merge pull request 385,chore(ci): bump Ruby versions (#385),Merge pull request 385
65,Update history to reflect merge of #382 [ci skip],,Update history to reflect merge of #382 [ci skip],
66,style: align with latest jekyll-rubocop (#382),Merge pull request 382,style: align with latest jekyll-rubocop (#382),Merge pull request 382
67,Merge pull request #380 from jekyll/require_version,chore(dev): simplify require for version,Merge pull request #380 from jekyll/require_version,chore(dev): simplify require for version
68,chore(dev): simplify require for version,,chore(dev): simplify require for version,
69,Update history to reflect merge of #360 [ci skip],,Update history to reflect merge of #360 [ci skip],
70,Fix locale specs that use the fallback locale (#360),Merge pull request 360,Fix locale specs that use the fallback locale (#360),Merge pull request 360
71,Update history to reflect merge of #372 [ci skip],,Update history to reflect merge of #372 [ci skip],
72,chore(ci): test Jekyll v4.0 (#372),Merge pull request 372,chore(ci): test Jekyll v4.0 (#372),Merge pull request 372
73,Update history to reflect merge of #342 [ci skip],,Update history to reflect merge of #342 [ci skip],
74,Memoize #author_hash in SeoTag::AuthorDrop (#342),Merge pull request 342,Memoize #author_hash in SeoTag::AuthorDrop (#342),Merge pull request 342
75,Update history to reflect merge of #356 [ci skip],,Update history to reflect merge of #356 [ci skip],
76,Prefer site.tagline to site.description for page title (#356),Merge pull request 356,Prefer site.tagline to site.description for page title (#356),Merge pull request 356
77,Merge pull request #371 from coliff/patch-1,Update homepage,Merge pull request #371 from coliff/patch-1,Update homepage
78,Update jekyll-seo-tag.gemspec,update homepage link to: https://github.com/jekyll/jekyll-seo-tag,Update jekyll-seo-tag.gemspec,update homepage link to: link
79,Update history to reflect merge of #367 [ci skip],,Update history to reflect merge of #367 [ci skip],
80,Ensure a single leading @ for twitter usernames (#367),Merge pull request 367,Ensure a single leading @ for twitter usernames (#367),Merge pull request 367
81,Update history to reflect merge of #284 [ci skip],,Update history to reflect merge of #284 [ci skip],
82,Make Twitter card without having Twitter account (#284),Merge pull request 284,Make Twitter card without having Twitter account (#284),Merge pull request 284
83,Update history to reflect merge of #324 [ci skip],,Update history to reflect merge of #324 [ci skip],
84,Merge pull request #324 from AlekseySpiridonov/add-custom-paginator-message,Merge pull request 324,Merge pull request #324 from AlekseySpiridonov/add-custom-paginator-message,Merge pull request 324
85,Merge branch 'master' into add-custom-paginator-message,,Merge branch 'master' into add-custom-paginator-message,
86,Update history to reflect merge of #359 [ci skip],,Update history to reflect merge of #359 [ci skip],
87,HTTPS link to https://ogp.me/ (#359),Merge pull request 359,HTTPS link to link/ (#359),Merge pull request 359
88,Update history to reflect merge of #358 [ci skip],,Update history to reflect merge of #358 [ci skip],
89,remove Google+ from example snippet (#358),Merge pull request 358,remove Google+ from example snippet (#358),Merge pull request 358
90,Merge pull request #352 from coliff/patch-1,Update Google's structured-data docs URL to prevent redirect,Merge pull request #352 from coliff/patch-1,Update Google's structured-data docs URL to prevent redirect
91,Update Google's structured-data docs URL to prevent redirect,,Update Google's structured-data docs URL to prevent redirect,
92,Update history to reflect merge of #351 [ci skip],,Update history to reflect merge of #351 [ci skip],
93,use example.com for example URL (#351),Merge pull request 351,use example.com for example URL (#351),Merge pull request 351
94,Update history to reflect merge of #350 [ci skip],,Update history to reflect merge of #350 [ci skip],
95,HTTPS links (#350),Merge pull request 350,HTTPS links (#350),Merge pull request 350
96,Merge pull request #346 from jekyll/pull/release-2.6.1,Release: v2.6.1,Merge pull request #346 from jekyll/pull/release-2.6.1,Release: v2.6.1
97,Update release date,,Update release date,
98,Use the latest version of Rubygems,,Use the latest version of Rubygems,
99,Release: v2.6.1,,Release: v2.6.1,
100,Update history to reflect merge of #336 [ci skip],,Update history to reflect merge of #336 [ci skip],
101,Test against Jekyll 4.x (#336),Merge pull request 336,Test against Jekyll 4.x (#336),Merge pull request 336
102,Update history to reflect merge of #334 [ci skip],,Update history to reflect merge of #334 [ci skip],
103,Release :gem: v2.6.0 (#334),Merge pull request 334,Release :gem: v2.6.0 (#334),Merge pull request 334
104,Update history to reflect merge of #306 [ci skip],,Update history to reflect merge of #306 [ci skip],
105,Do not cache the drop payload for SeoTag (#306),Merge pull request 306,Do not cache the drop payload for SeoTag (#306),Merge pull request 306
106,Update history to reflect merge of #333 [ci skip],,Update history to reflect merge of #333 [ci skip],
107,chore (ci): remove deprecated sudo: false in .travis.yml (#333),Merge pull request 333,chore (ci): remove deprecated sudo: false in .travis.yml (#333),Merge pull request 333
108,Update history to reflect merge of #330 [ci skip],,Update history to reflect merge of #330 [ci skip],
109,Twitter Image and Title (#330),Merge pull request 330,Twitter Image and Title (#330),Merge pull request 330
110,Update history to reflect merge of #328 [ci skip],,Update history to reflect merge of #328 [ci skip],
111,Rectify error in Usage documentation (#328),Merge pull request 328,Rectify error in Usage documentation (#328),Merge pull request 328
112,prefix config key with 'seo_' to avoid conflicts,,prefix config key with 'seo_' to avoid conflicts,
113,Update history to reflect merge of #326 [ci skip],,Update history to reflect merge of #326 [ci skip],
114,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",Merge pull request 326,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",Merge pull request 326
115,Merge branch 'master' into this branch,,Merge branch 'master' into this branch,
116,Update history to reflect merge of #325 [ci skip],,Update history to reflect merge of #325 [ci skip],
117,Relax version constraint on Bundler (#325),Merge pull request 325,Relax version constraint on Bundler (#325),Merge pull request 325
118,Improve documentation for this enhancement,,Improve documentation for this enhancement,
119,undo unnecessary change,,undo unnecessary change,
120,Undo change outside the scope of this pull request,,Undo change outside the scope of this pull request,
121,Adding possibility to change pagination message by config file,"Default message can by overriten by ""paginator_message"" parameter in _config.yml",Adding possibility to change pagination message by config file,"Default message can by overriten by ""paginator_message"" parameter in _config.yml"
122,Update history to reflect merge of #320 [ci skip],,Update history to reflect merge of #320 [ci skip],
123,chore(deps): :up: rubocop-jekyll 0.4 (#320),Merge pull request 320,chore(deps): :up: rubocop-jekyll 0.4 (#320),Merge pull request 320
124,Update history to reflect merge of #319 [ci skip],,Update history to reflect merge of #319 [ci skip],
125,Correct RuboCop offenses in spec files (#319),Merge pull request 319,Correct RuboCop offenses in spec files (#319),Merge pull request 319
126,Update history to reflect merge of #316 [ci skip],,Update history to reflect merge of #316 [ci skip],
127,deps: bump rubocop-jekyll to 0.3.0 (#316),Merge pull request 316,deps: bump rubocop-jekyll to 0.3.0 (#316),Merge pull request 316
128,Update history to reflect merge of #302 [ci skip],,Update history to reflect merge of #302 [ci skip],
129,Lint Ruby code with rubocop-jekyll gem (#302),Merge pull request 302,Lint Ruby code with rubocop-jekyll gem (#302),Merge pull request 302
130,Update history to reflect merge of #296 [ci skip],,Update history to reflect merge of #296 [ci skip],
131,Update url of schema website (#296),Merge pull request 296,Update url of schema website (#296),Merge pull request 296
132,Merge pull request #293 from jekyll/release-2.5.0,Release :gem: 2.5.0,Merge pull request #293 from jekyll/release-2.5.0,Release :gem: 2.5.0
133,Release :gem: 2.5.0,,Release :gem: 2.5.0,
134,Update history to reflect merge of #292 [ci skip],,Update history to reflect merge of #292 [ci skip],
135,Target Ruby 2.3 and Rubocop 0.56.0 (#292),Merge pull request 292,Target Ruby 2.3 and Rubocop 0.56.0 (#292),Merge pull request 292
136,Update history to reflect merge of #289 [ci skip],,Update history to reflect merge of #289 [ci skip],
137,add tests for twitter.card types (#289),Merge pull request 289,add tests for twitter.card types (#289),Merge pull request 289
138,Merge pull request #288 from set0gut1/fix-markdown,Fix markdown for a code snippet and some indents,Merge pull request #288 from set0gut1/fix-markdown,Fix markdown for a code snippet and some indents
139,Fix markdown for indents,,Fix markdown for indents,
140,Fix markdown for a code snippet,,Fix markdown for a code snippet,
141,Update history to reflect merge of #225 [ci skip],,Update history to reflect merge of #225 [ci skip],
142,Configure default Twitter summary card type (V2) (#225),Merge pull request 225,Configure default Twitter summary card type (V2) (#225),Merge pull request 225
143,Update history to reflect merge of #280 [ci skip],,Update history to reflect merge of #280 [ci skip],
144,"docs/usage - replace ""below"" with correct link (#280)",Merge pull request 280,"docs/usage - replace ""below"" with correct link (#280)",Merge pull request 280
145,Update history to reflect merge of #250 [ci skip],,Update history to reflect merge of #250 [ci skip],
146,Include page number in title (#250),Merge pull request 250,Include page number in title (#250),Merge pull request 250
147,Merge pull request #253 from antoniotrento/patch-1,Update logo field information,Merge pull request #253 from antoniotrento/patch-1,Update logo field information
148,Merge branch 'master' into patch-1,,Merge branch 'master' into patch-1,
149,addressed feedback,,addressed feedback,
150,Update history to reflect merge of #276 [ci skip],,Update history to reflect merge of #276 [ci skip],
151,fix #275 (#276),Merge pull request 276,fix #275 (#276),Merge pull request 276
152,Merge pull request #273 from j-f1/patch-1,Don’t process the Liquid example in the advanced usage docs,Merge pull request #273 from j-f1/patch-1,Don’t process the Liquid example in the advanced usage docs
153,Don’t process the Liquid example in the advanced usage docs,,Don’t process the Liquid example in the advanced usage docs,
154,Merge pull request #268 from jekyll/pull/fix-267,Prevent {% seo %} Liquid parsing,Merge pull request #268 from jekyll/pull/fix-267,Prevent {% seo %} Liquid parsing
155,Prevent {% seo %} Liquid parsing,,Prevent {% seo %} Liquid parsing,
156,Update history to reflect merge of #263 [ci skip],,Update history to reflect merge of #263 [ci skip],
157,Add webmaster_verifications for baidu (#263),Merge pull request 263,Add webmaster_verifications for baidu (#263),Merge pull request 263
158,Merge pull request #254 from jekyll/copyright-notice,Update Copyright notice,Merge pull request #254 from jekyll/copyright-notice,Update Copyright notice
159,Merge branch 'master' into copyright-notice,,Merge branch 'master' into copyright-notice,
160,Update history to reflect merge of #260 [ci skip],,Update history to reflect merge of #260 [ci skip],
161,Test against Ruby 2.5 (#260),Merge pull request 260,Test against Ruby 2.5 (#260),Merge pull request 260
162,Update LICENSE.txt,,Update LICENSE.txt,
163,Merge branch 'master' into copyright-notice,,Merge branch 'master' into copyright-notice,
164,Update history to reflect merge of #255 [ci skip],,Update history to reflect merge of #255 [ci skip],
165,Use gems config key for Jekyll < 3.5.0 (#255),Merge pull request 255,Use gems config key for Jekyll < 3.5.0 (#255),Merge pull request 255
166,Update LICENSE.txt,,Update LICENSE.txt,
167,Update Copyright notice,Inspired by https://ben.balter.com/2015/06/03/copyright-notices-for-websites-and-open-source-projects/ :smile:,Update Copyright notice,Inspired by link/ :smile:
168,Merge pull request #252 from jekyll/release-2.4.0,Release 2.4.0,Merge pull request #252 from jekyll/release-2.4.0,Release 2.4.0
169,Update History.markdown,,Update History.markdown,
170,Update logo field information,"As requested by @benbalter I modified the description in the bulleted list associated with the logo field, thanks to the help",Update logo field information,"As requested by @benbalter I modified the description in the bulleted list associated with the logo field, thanks to the help"
171,Release :gem:  2.4.0,Fix #251,Release :gem:  2.4.0,Fix #251
172,Update history to reflect merge of #181 [ci skip],,Update history to reflect merge of #181 [ci skip],
173,Try testing on Ruby v2.3 and 2.4 (#181),Merge pull request 181,Try testing on Ruby v2.3 and 2.4 (#181),Merge pull request 181
174,Update history to reflect merge of #242 [ci skip],,Update history to reflect merge of #242 [ci skip],
175,Travis: Test against Rubies (#242),Merge pull request 242,Travis: Test against Rubies (#242),Merge pull request 242
176,Update history to reflect merge of #243 [ci skip],,Update history to reflect merge of #243 [ci skip],
177,Avoid deprecation warning when building docs (#243),Merge pull request 243,Avoid deprecation warning when building docs (#243),Merge pull request 243
178,Merge pull request #249 from jekyll/strip-null-values,Strip null values from JSON-LD hash,Merge pull request #249 from jekyll/strip-null-values,Strip null values from JSON-LD hash
179,strip null values from JSON-LD hash,,strip null values from JSON-LD hash,
180,add failing tests for stripping null values,,add failing tests for stripping null values,
181,Merge pull request #246 from localheinz/fix/self-closing,Fix: Consistently use self-closing tags,Merge pull request #246 from localheinz/fix/self-closing,Fix: Consistently use self-closing tags
182,Fix: Consistently use self-closing tags,,Fix: Consistently use self-closing tags,
183,Merge pull request #241 from jekyll/pull/rubocop-update,Style: Rubocop auto-correct,Merge pull request #241 from jekyll/pull/rubocop-update,Style: Rubocop auto-correct
184,Style: Rubocop auto-correct,,Style: Rubocop auto-correct,
185,Merge pull request #237 from jekyll/unified-bass-drop,Pass the unified drop to the template rather than an ad-hoc payload,Merge pull request #237 from jekyll/unified-bass-drop,Pass the unified drop to the template rather than an ad-hoc payload
186,add unit tests for Jekyll::SeoTag,,add unit tests for Jekyll::SeoTag,
187,"Template payload should be a UnifiedPayloadDrop, not a hash",,"Template payload should be a UnifiedPayloadDrop, not a hash",
188,Merge pull request #236 from DirtyF/meta-generator,Add meta generator,Merge pull request #236 from DirtyF/meta-generator,Add meta generator
189,Fix test - props @Parkr,,Fix test - props @Parkr,
190,add jekyll version to the drop,,add jekyll version to the drop,
191,add test for Jekyll version,,add test for Jekyll version,
192,add meta generator,,add meta generator,
193,Bump to 2.3.0,,Bump to 2.3.0,
194,"correct source and dest dir paths in spec helper, props @bogdanvlviv",,"correct source and dest dir paths in spec helper, props @bogdanvlviv",
195,Escape dir,,Escape dir,
196,Update for #232,,Update for #232,
197,Merge pull request #232 from jekyll/define-path-with-dir,Define path with dir,Merge pull request #232 from jekyll/define-path-with-dir,Define path with dir
198,Merge branch 'master' into define-path-with-dir,,Merge branch 'master' into define-path-with-dir,
199,Define path with dir,,Define path with dir,
200,Update for 2.3.0,,Update for 2.3.0,
201,Merge pull request #231 from jekyll/cache-template,Cache parsed template,Merge pull request #231 from jekyll/cache-template,Cache parsed template
202,cache parsed template,,cache parsed template,
203,Merge pull request #229 from jekyll/drop-it-like-its-hot,"Convert author, image, and JSON-LD to dedicated drops",Merge pull request #229 from jekyll/drop-it-like-its-hot,"Convert author, image, and JSON-LD to dedicated drops"
204,whitespace,,whitespace,
205,typo in code comment,,typo in code comment,
206,add json_ld back to JSONLD to avoid a breaking change,,add json_ld back to JSONLD to avoid a breaking change,
207,Merge pull request #230 from serra/patch-1,gems: is deprecated in current Jekyll version of github-pages,Merge pull request #230 from serra/patch-1,gems: is deprecated in current Jekyll version of github-pages
208,gems: is deprecated in current Jekyll version of github-pages,Jekyll 3.5: Deprecation: The 'gems' configuration option has been renamed to 'plugins'. Please update your config file accordingly.,gems: is deprecated in current Jekyll version of github-pages,Jekyll 3.5: Deprecation: The 'gems' configuration option has been renamed to 'plugins'. Please update your config file accordingly.
209,fix regex syntax,,fix regex syntax,
210,make the json minification spec explicit,,make the json minification spec explicit,
211,make the json minification test less order dependent,,make the json minification test less order dependent,
212,"drop the a, just JSON",,"drop the a, just JSON",
213,add tests for JSON-LD drop,,add tests for JSON-LD drop,
214,convert JSON LD to a drop,,convert JSON LD to a drop,
215,Drop#image should return nil if there is no image#path in order to avoid a breaking change,,Drop#image should return nil if there is no image#path in order to avoid a breaking change,
216,break image logic into its own drop,,break image logic into its own drop,
217,move author drop tests to their own spec,,move author drop tests to their own spec,
218,move author logic to its own drop,,move author logic to its own drop,
219,Update for #227,,Update for #227,
220,Merge pull request #227 from jekyll/site-authors-array,Ensure site.data.authors is properly formatted before attempting to retrieve author meta,Merge pull request #227 from jekyll/site-authors-array,Ensure site.data.authors is properly formatted before attempting to retrieve author meta
221,correct rubocop offenses,,correct rubocop offenses,
222,Merge branch 'site-authors-array' of https://github.com/jekyll/jekyll-seo-tag into site-authors-array,,Merge branch 'site-authors-array' of link into site-authors-array,
223,add explicit test for site.data.authors[author] as a string,,add explicit test for site.data.authors[author] as a string,
224,Merge branch 'master' into site-authors-array,,Merge branch 'master' into site-authors-array,
225,Update for #228,,Update for #228,
226,Merge pull request #228 from jekyll/fix-for-invalid-url,Fix for image.path causing an invalid url error,Merge pull request #228 from jekyll/fix-for-invalid-url,Fix for image.path causing an invalid url error
227,fix for image.path causing an invalid url error,,fix for image.path causing an invalid url error,
228,comment site_author_hash,,comment site_author_hash,
229,ensure site.data.authors is in the expected format before resolving author meta,,ensure site.data.authors is in the expected format before resolving author meta,
230,add failing test for site.authors as an array,,add failing test for site.authors as an array,
231,add anchor.js,,add anchor.js,
232,fix installation numbering,,fix installation numbering,
233,fix readme h1,,fix readme h1,
234,move readme to docs folder because SEO,,move readme to docs folder because SEO,
235,Merge pull request #212 from jekyll/docs,Move docs to their own folder,Merge pull request #212 from jekyll/docs,Move docs to their own folder
236,appease rubocop,,appease rubocop,
237,move docs to their own folder,,move docs to their own folder,
238,Update history to reflect merge of #211,,Update history to reflect merge of #211,
239,Merge pull request #211 from 8parth/master,use canonical_url specified in page if present,Merge pull request #211 from 8parth/master,use canonical_url specified in page if present
240,"dont use unless and else, per rubocop",,"dont use unless and else, per rubocop",
241,update canoncial URL expectation,,update canoncial URL expectation,
242,Explicitly test both canonical URL cases,,Explicitly test both canonical URL cases,
243,s/if !/unless/,,s/if !/unless/,
244,Updated Readme with instructions of setting customized Canonical URL,,Updated Readme with instructions of setting customized Canonical URL,
245,Stray puts removed from test of canonical url,,Stray puts removed from test of canonical url,
246,.present? changed to to_s.empty? as .present? is rails specific,,.present? changed to to_s.empty? as .present? is rails specific,
247,rubocop offenses fixed,,rubocop offenses fixed,
248,use canonical_url specified in page if present,,use canonical_url specified in page if present,
249,Update History.markdown,,Update History.markdown,
250,Bump to 2.2.3,,Bump to 2.2.3,
251,Update for #206,,Update for #206,
252,Merge pull request #206 from jekyll/guard-against-empty-strings,Guard against empty title or description strings,Merge pull request #206 from jekyll/guard-against-empty-strings,Guard against empty title or description strings
253,dont double format site title,,dont double format site title,
254,use site_description as page_description fallback,,use site_description as page_description fallback,
255,memoize site_description,,memoize site_description,
256,guard against empty strings not being nil,,guard against empty strings not being nil,
257,add explicit test for all descriptions being nil,,add explicit test for all descriptions being nil,
258,Update for #203,,Update for #203,
259,Merge pull request #203 from jekyll/nil-twitter-delete,Guard against the author's Twitter handle being Nil when stripping @'s,Merge pull request #203 from jekyll/nil-twitter-delete,Guard against the author's Twitter handle being Nil when stripping @'s
260,fix for calling delete! on NiLClass,,fix for calling delete! on NiLClass,
261,Add failing test for https://github.com/jekyll/jekyll-seo-tag/issues/202,,Add failing test for link,
262,Bump to 2.2.2,,Bump to 2.2.2,
263,Update History.markdown,,Update History.markdown,
264,Update History.markdown,,Update History.markdown,
265,Merge pull request #199 from jekyll/nil-image-path-fix,Guard against invalid or missing URLs,Merge pull request #199 from jekyll/nil-image-path-fix,Guard against invalid or missing URLs
266,Merge branch 'master' into nil-image-path-fix,,Merge branch 'master' into nil-image-path-fix,
267,guard against invalid or missing URLs,,guard against invalid or missing URLs,
268,update failing tests for bad URLs,,update failing tests for bad URLs,
269,failing test for nil image paths,,failing test for nil image paths,
270,Update History.markdown,,Update History.markdown,
271,Merge pull request #197 from jekyll/guard-against-arrays,Guard against arrays in subhashes,Merge pull request #197 from jekyll/guard-against-arrays,Guard against arrays in subhashes
272,ensure subhashes are hashes,,ensure subhashes are hashes,
273,update test expectations,,update test expectations,
274,failing test for site.social and page.seo being arrays,,failing test for site.social and page.seo being arrays,
275,Merge pull request #194 from jekyll/static-gemfile,Remove dynamic logic from Gemfile,Merge pull request #194 from jekyll/static-gemfile,Remove dynamic logic from Gemfile
276,Merge branch 'master' into static-gemfile,,Merge branch 'master' into static-gemfile,
277,Update for 2.2.1,,Update for 2.2.1,
278,Bump to 2.2.1,,Bump to 2.2.1,
279,remove dynamic logic from Gemfile,,remove dynamic logic from Gemfile,
280,Merge pull request #192 from jekyll/author-by-reference,Fix for including name when author is passed by reference,Merge pull request #192 from jekyll/author-by-reference,Fix for including name when author is passed by reference
281,Merge branch 'master' into author-by-reference,,Merge branch 'master' into author-by-reference,
282,Merge pull request #189 from aav7fl/to_liquid,Fixes #187 Invalid Date,Merge pull request #189 from aav7fl/to_liquid,Fixes #187 Invalid Date
283,fix for including name when author is passed by reference,,fix for including name when author is passed by reference,
284,Merge branch 'master' into to_liquid,,Merge branch 'master' into to_liquid,
285,add test for front matter defaults,,add test for front matter defaults,
286,Handle nil exception,,Handle nil exception,
287,Fix #187,,Fix #187,
288,Update History.markdown,,Update History.markdown,
289,Merge pull request #184 from jekyll/drop,Convert seo_author_* logic to a drop,Merge pull request #184 from jekyll/drop,Convert seo_author_* logic to a drop
290,output image as an imageObject if we have additional image properties,,output image as an imageObject if we have additional image properties,
291,Merge branch 'master' into drop,,Merge branch 'master' into drop,
292,Merge pull request #185 from aav7fl/master,Fix issue #183 image.itemtype,Merge pull request #185 from aav7fl/master,Fix issue #183 image.itemtype
293,add test for specifying image height and width,,add test for specifying image height and width,
294,use reduce to format strings,,use reduce to format strings,
295,use addressible to determine absolute urls,,use addressible to determine absolute urls,
296,better homepage_or_about detection,,better homepage_or_about detection,
297,memoize fallback_data,,memoize fallback_data,
298,remove stray begin block,,remove stray begin block,
299,memoize name,,memoize name,
300,memoize title?,,memoize title?,
301,check author passed as a hash in json-ld,,check author passed as a hash in json-ld,
302,Appease lord RuboCop,,Appease lord RuboCop,
303,change wording,,change wording,
304,Merge branch 'master' into master,,Merge branch 'master' into master,
305,Fix issue #183 image.itemtype,,Fix issue #183 image.itemtype,
306,add datePublished to JSON-LD schema,,add datePublished to JSON-LD schema,
307,remove unused date method,,remove unused date method,
308,call it an integration spec,,call it an integration spec,
309,silence Jekyll output,,silence Jekyll output,
310,specify timezone in tests,,specify timezone in tests,
311,use ruby to generate json-ld,,use ruby to generate json-ld,
312,use attr_accessor,,use attr_accessor,
313,add spec for filters class,,add spec for filters class,
314,move filters to their own class,,move filters to their own class,
315,ensure to_h doesnt cause things to explode,,ensure to_h doesnt cause things to explode,
316,memoize drop,,memoize drop,
317,make rubocop happy,,make rubocop happy,
318,simplify tests,,simplify tests,
319,add image specs,,add image specs,
320,moar tests,,moar tests,
321,memoize all the things,,memoize all the things,
322,add tests for drop,,add tests for drop,
323,escape urls,,escape urls,
324,remove stubbed context,,remove stubbed context,
325,rubocop,,rubocop,
326,convert logic to a drop,,convert logic to a drop,
