Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Finishing depdency upgrade and handling breaking changes,0.50547695,Upgraded dependencies (thanks @JedWatson ),,0
Upgrading dependencies,0.8443115,Dependency updates:,,1
Merge pull request #4802 from ashmore11/master,0.7256703,Merged pull requests:,Upgrade to Babel 7,1
Merge branch 'master' into master,0.44560158,Merged pull requests:,,0
Merge pull request #4921 from MatsuriJapon/lang-cookie-opts,0.6744878,"Add support for language cookie options (#4921, thanks @Hsn723 )",add support for language cookie options,0
Updating readme and license for 2019,0.4316642, * A number of dependencies were updated to address warnings & deprecations:,,0
add support for cookie options,0.7421665,"Add support for language cookie options (#4921, thanks @Hsn723 )",,1
Fixing information about 4.x release notes,0.55647105,Note this release replaces v4.2.0,,0
Merge pull request #4863 from agmt5989/patch-2,0.7303878,Merged pull requests:,"Updated index.md, fixed mongoose plugins hyperlink",1
Merge branch 'master' into patch-2,0.540621,Merged pull requests:,,0
Merge pull request #4885 from akopcz2/CVE-2018-1000620,0.6377214,Merged pull requests:,"Removing deprecated package ""letsencrypt-express"" and replacing it with ""greenlock-express""",0
Merge branch 'master' into CVE-2018-1000620,0.5684043,Merged pull requests:,,0
Merge pull request #4799 from ebrahimamer/patch-1,0.67320204,Merged pull requests:,Update part-3.md,0
Update part-3.md,0.4876074," * Fix typos in  yo-generator.md and application-updates.md  (#4581 & #4582, thanks @gsklee)",Fix example for clarity,0
Merge pull request #4831 from laurenskling/patch-3,0.72226644,Merged pull requests:,Add _req_user to removed item so you can use this in the remove pre/p…,1
Merge pull request #4881 from Eyecone/patch-1,0.6929472,Merged pull requests:,part-2.md fix copypasta error,0
Merge pull request #4878 from d400800/patch-1,0.73857415,Merged pull requests:,Update part-4.md,1
Merge pull request #4912 from realThinhIT/master,0.64053446,Merged pull requests:,Fix NumberColumn for money formatting be independent from path name,0
Merge pull request #4900 from cheng306/master,0.73204136,Merged pull requests:,Update part-4.md,1
Fix NumberColumn for money formatting be independent from path name,0.96163195,"Fix NumberColumn for money formatting be independent from path name (#4912, thanks @realThinhIT)",,1
Update part-4.md,0.5344232,- Update on 0.4 branch #3022,change from  var Event = keystone.List('Event');  to  var Event = keystone.list('Event');,0
Merge pull request #4896 from keystonejs/remove-ljharb-eslint-config,0.61979985,- Update eslint-config-keystone to version 2.3.1 🚀 #3018 (greenkeeperio-bot),Removing unused devDependency,0
Merge pull request #4897 from keystonejs/pr/4887,0.67051136,Merged pull requests:,Make TinyMCE a real dependency,0
Fix branding option,0.4320543,- Fine-tune uglify settings #3097 (wmertens),,0
Removing unused devDependency,0.42971903,Dependency updates:,,0
Merge branch 'master' into gautamsi/tinymce,0.4544623,Merged pull requests:,,0
Merge pull request #4890 from basilvetas/patch-1,0.709418,Merged pull requests:,Update how-to-send-emails.md,1
Merge pull request #4892 from Vultraz/doc_fixes,0.6990474,Merged pull requests:,Fixed typo in File field docs,0
Merge branch 'master' into doc_fixes,0.52539736,Merged pull requests:,,0
Merge pull request #4766 from andreicioromila/patch-1,0.75837,Merged pull requests:,[Docs] Add details for pre:admin hook,1
Merge pull request #4888 from larrybolt/master,0.75722116,Merged pull requests:,Remove kerberos from dependencies,1
Add pre:adminroutes hook,0.91157365,"new pre:adminroutes hook, thanks @pixtron",Adds a hook which is executed after admin bodyparser but before any admin route.,1
Fixed typo in File field docs,0.5884924,- Fix typo in RelationshipField (fixes #2855) #2950 (geloescht),,0
Update how-to-send-emails.md,0.54427433,- easy way to re-enable email functionality #2799,,0
Remove kerberos from dependencies,0.60592747,- Upgrades kerberos package to 0.0.21 #2821 (vkammerer),,0
tinymce version to 4.9.2 tested,0.69604796,"Make TinyMCE a real dependency (#4897 & #4887, thanks @gautamsi and @JedWatson )",,0
fix keystone-tinymce version,0.8581994,"update references to keystone-tinymce, thanks @BarryThePenguin",,1
fix TinyMCE options in HTMLField,0.7765002,- Remove tinyMCE in HtmlField when dependsOn is disabled #2868 (geloescht),,1
"Removing reference to letsencrypt-express which has a dependancy of le-acme-core trickling down to request hawk then cryptile which exposes the vulnerability, upgrading to the new module greenlock removes this dependancy trail",0.6513698,- Update letsencrypt-express to version 2.0.6 🚀 #3910 (greenkeeperio-bot),,0
part-2.md fix copypasta error,0.43992183,- Fix hook errors (again) #3406 (mxstbr),Fixed the event model defaultColumns using the User's fields instead of the Event's fields,0
Urlfield enahancement (#4856),0.5066307,"Make urlField support thumb option. (#4856, thanks @gemscng )",  add thumb option support to url type   do not fix the height of form input since it the value can be out of bound ,0
Fix markup typo in quick start docs. (#4854),0.50404096,- Fix TinyMCE not showing bug in Html field when using new dependsOn format #3551 #3554 (stuartforster),The auto update field was highlighted incorrectly.,0
Build S3 upload name when not present (#4871),0.96909094,"Build S3 upload name when not present (#4871, thanks @Tathanen )",  Restore/repair S3 image uploading in tinymce   Use custom root for S3 paths   Build S3 upload name when not present ,1
Return a 500 error when item.remove fails (#4832),0.9877007,"Return a 500 error when item.remove fails (#4832, thanks @laurenskling )"," Return a 500 error when item.remove fails  Currently, errors from item.remove are not handled at all in the callback. This gives an empty 200 back to the frontend, which will do nothing with this response (no visual feedback on the error). We should return an actual error. All suggestions on how to return this error Keystone style are welcome.  directly send the err to apiError",1
UPDATE deleteItem action with custom error message (#4683),0.8415657,"Allow custom error message in deleteItem (#4683, thanks @RecuencoJones )",,1
Fixed dependsOn setting when applied to a boolean field set to false by default (#4867),0.7306064,"Boolean fields work correctly when default: true in set, thanks @ttsirkia ",,1
Added option to hide Today button in Date field (#4869),0.49855328," * Add missing DayPicker-WeekdaysRow styling (#4601, thanks @jsundquist )",,0
Completed opening sentence,0.31993553," * Fix grammar in password field description (#4583, thanks @petertdinh)","The sentence ""Once you retrieve a list from Keystone, the mongoose methods can be accessed from."" seemed incomplete",0
"Updated index.md, fixed mongoose plugins hyperlink",0.6099193," * Update mongoose from  4.9.2 to  4.13.14 (#4701, thanks @stennie)","I think the website for mongoose plugins may have moved, now https://plugins.mongoosejs.io",0
"Refer to the newest release ""4.0.0""",0.8509217,Note this release replaces v4.2.0,"Probably forgot to update part of readme from the older release ""4.0.0.rc.1""",1
Fixed typo in paginate() docs (#4839),0.739048," * Fix paginate to return on count error (#4167, thanks @ramonfritsch)",,1
Bug - Fix UTC DateColumn vaue display (#4841),0.9158649,"Fix UTC DateColumn value display (#4841, thanks @alsoicode)",Added toMoment method to allow Moment.js to use utc dates. Updated getValue to use toMoment for proper output.,1
fix: fields explorer invalid capitilisations (#4834),0.59866977,- Fix field defaults #3393 (JedWatson),,0
incorrect link to database docs (#4833),0.54004234,- Links to relationships are HTML links #3381,,0
docs(syntax): update an upper-case (#4810),0.4221991,- Fix GitHub brand typo #3144 (montogeek),"By copying and pasting the site, I realized that the list was previously referenced with an uppercase.",0
Add _req_user to removed item so you can use this in the remove pre/post hook,0.98851085,"Add _req_user to removed item so you can use this in the remove pre/post hook (#4831, thanks @laurenskling )","As discussed in https://github.com/keystonejs/keystone/issues/1857 the remove pre/post hooks are ""missing"" the _req_user. I, amongst others, am using this object to handle some permissions. It's available in the updateHandler (in create and update) but missing in remove. it's added on the updateHandler here: https://github.com/keystonejs/keystone/blob/d34f45662eb359e2cb18b397f2ffea21f9883141/lib/list/updateItem.js#L157 Remove doesn't use the updateHandler, so this is missing.",1
Merge pull request #4826 from Vultraz/patch-1,0.69873464,Merged pull requests:,Fixed incorrectly named API method label (fixes #4825),0
Merge pull request #4829 from laurenskling/patch-2,0.7350048,Merged pull requests:,Update options.md,1
Fixed incorrectly named API method label (fixes #4825),0.57855684,- Fix Fields for using new API [WiP] #3196 (wmertens),,0
Merge pull request #4828 from laurenskling/patch-1,0.7376696,Merged pull requests:,Update Underscore-Methods.md,1
Update options.md,0.45882347," * Fix typos in  yo-generator.md and application-updates.md  (#4581 & #4582, thanks @gsklee)",Link is broken without http://,0
Update Underscore-Methods.md,0.45669034,- Update method-override to version 2.3.6 🚀 #2908 (greenkeeperio-bot),underscore instead of undercore,0
DOCS: Fix typo for TextArray Field,0.69064987,"- Documentation: There is no description about ""TextArray"" Type. #3562",,0
Merge pull request #4813 from jimulle/add-alt-text-to-delete-button,0.610427,"Add alt test to delete button in ListManagement (#4813, thanks @jimulle )",add alt text to delete button,0
Merge branch 'master' into add-alt-text-to-delete-button,0.46773818,"Add alt test to delete button in ListManagement (#4813, thanks @jimulle )",,0
documentation updates,0.5453655,Dependency updates:,,0
Fix #4818: Add redirect for /guide/config,0.4609038,"- Possible bug regarding the ""nav"" config object #3287",,0
Fix #4815: Typo in Getting started part 4 tutorial,0.5473423," * Review & update Setting Up tutorials (#4721, thanks @nathansimpsondesign)",,0
add alt test to delete button,0.84322816,"Add alt test to delete button in ListManagement (#4813, thanks @jimulle )",,1
Fix typo in part 4 of tutorial (thanks @ebrahimamer),0.5255019,- e2e: refactor #3359,,0
Correct typo in templates/views/addEvent.pug,0.40650472,- Fix typo in RelationshipField (fixes #2855) #2950 (geloescht),Fix #4805,0
update babelify,0.7953237,"Upgrade to Babel 7 (#4802, thanks ashmore11)",,1
fix json error,0.4405952,- Admin UI: packages.js:165 Uncaught SyntaxError: Unexpected string #3642,,0
upgrade to babel 7,0.90719247,"Upgrade to Babel 7 (#4802, thanks ashmore11)",,1
Fix #4762: Bump kerberos & letsencrypt-express dependencies,0.6762785,- Update letsencrypt-express to version 2.0.5 🚀 #3601 (greenkeeperio-bot),,0
Update index.md,0.3737872,- Update Cloudinary Fields #3283 (mxstbr),minor wording error fix,0
Update middleware.md,0.4864062,    * Update superagent from 3.6.3 to 3.8.3,,0
Merge pull request #4756 from nathansimpson95/master,0.7575685,Merged pull requests:,Four Oh Four!,1
Merge pull request #3 from nathansimpson95/fourOhFour,0.75100976,Merged pull requests:,Four oh four,1
Merge pull request #2 from keystonejs/master,0.6747565,Merged pull requests:,Pulling from KJS Master,0
"remove tinyMCE from source, use NPM package, change static route to detect path of tinyMCE",0.6053966,"Make TinyMCE a real dependency (#4897 & #4887, thanks @gautamsi and @JedWatson )",,0
Clean up text & formatting,0.38447574,- Style and improve GH templates #2928 (creynders),,0
Improve section labels for Get Started,0.35547674, * Add documentation about customizing the navigation bar  (thanks Francesco Panciroli),,0
Include defaultColumns in code example,0.48999223,- Fix no default columns #2959 (geloescht),,0
Make titles for Setting Up sections consistent,0.2713652,- UI Alignment #2873,,0
Link to 4.x release history,0.531523,Note this release replaces v4.2.0,,0
Fixed links to configuration pages,0.43718284," * Fix incorrect ""Edit this page"" links (thanks @stennie)",,0
Fixed a typo in Project-Options.md,0.59441066,- Fix GitHub brand typo #3144 (montogeek),"The name option appears twice, instead of the 2nd being brand.",0
Add Netlify redirects for v3 paths to v4 equivalents,0.39927787, * Documented breaking change to pre:routes behaviour (thanks @blargity),,0
Adding Google Analytics and Favicons (#4740),0.49873418,- Update serve-favicon to version 2.3.2 🚀 #3711 (greenkeeperio-bot)," Adding Favicon to Keystone 4 website Added Google Analytics Code to V4 website Removed safari-pinned-tab.svg, which was a black square.",0
Tweaking the content,0.3924604, * Reorganise README and add table of contents,,0
Fixed broken links to componants,0.6388685,- Relationship links are broken #2940,And added a link to the logo in the header,0
Created 404.js,0.48481685,- Static Files 404 after Page Reload Every Time (ex: public/styles/site.css) #3692,Currently giving errors TypeError: Cannot read property 'initial' of undefined   index.js:22 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:22:9   Array.forEach   index.js:21 ExtractTextPlugin.mergeNonInitialChunks     [website]/[extract-text-webpack-plugin]/index.js:21:16   index.js:275 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:275:12   Array.forEach   index.js:273 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:273:21   async.js:52     [website]/[async]/lib/async.js:52:16   async.js:236 Object.async.forEachOf.async.eachOf     [website]/[async]/lib/async.js:236:30   async.js:209 Object.async.forEach.async.each     [website]/[async]/lib/async.js:209:22   index.js:237 ExtractTextPlugin.     [website]/[extract-text-webpack-plugin]/index.js:237:10   Tapable.js:71 Compilation.applyPluginsAsync     [website]/[tapable]/lib/Tapable.js:71:13   Compilation.js:525 Compilation.seal     [website]/[webpack]/lib/Compilation.js:525:7   Compiler.js:397 Compiler.     [website]/[webpack]/lib/Compiler.js:397:15   Tapable.js:103     [website]/[tapable]/lib/Tapable.js:103:11   Compilation.js:445 Compilation.     [website]/[webpack]/lib/Compilation.js:445:10   Compilation.js:417     [website]/[webpack]/lib/Compilation.js:417:12 ,0
Removed incorrect image,0.38350132,- Cloudinary Image not Displaying #2920,"Removed safari-pinned-tab.svg, which was a black square.",0
Added Google Analytics Code to V4 website,0.33325517,- Update cookie-parser to version 1.4.2 🚀 #2906 (greenkeeperio-bot),,0
Adding Favicon to Keystone 4 website,0.5392728,- Update serve-favicon to version 2.3.2 🚀 #3711 (greenkeeperio-bot),Tested with Chrome and Firefox.,0
Merge pull request #1 from keystonejs/master,0.68327534,Merged pull requests:,align upstream,0
Merge pull request #4731 from keystonejs/feature/website-cleanup,0.602507,"Updated the Keystone 4 website (thanks @tuan23, @dominikwilkowski and @nathsimpson )",Feature/website cleanup,0
ignore lock files,0.2830094,- Check blacklisted lists when deleting resources #2934 (fidelisrafael),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
Merge branch 'master' into feature/website-cleanup,0.4572879,Merged pull requests:,,0
remove lock files,0.4098614,- Check blacklisted lists when deleting resources #2934 (fidelisrafael),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
FIxing broken links in README.md,0.45079896,- Relationship links are broken #2940,FIxing broken links in README.md,0
bumped version 📣🎉,0.481047,- Update marked to version 0.3.6 🚀 #3238 (greenkeeperio-bot),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
updating package bundle,0.5700848,Dependency updates:,Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
Reviewed Getting Started documentation (#4721),0.6422924," * Review & update Setting Up tutorials (#4721, thanks @nathansimpsondesign)"," FIxed spelling, grammar and broken link issues with the Getting Started documentation. Ensured that Keystone is capitalised everywhere in the docs Set Mongoose docs link to V4",0
Merge pull request #4720 from stennie/signin,0.69900686,Merged pull requests:,"Improve sanity checking for signin ""from"" param",0
Merge branch 'master' into signin,0.43724006,Merged pull requests:,,0
Update to multer 1.3.1 and automatically clean uploaded files (#4704),0.92738897," * Update multer from 0.1.8 to 1.3.1 and automatically clean uploaded files (#4704, thanks @jedwatson)",  Update to multer 1.3.1 and automatically clean uploaded files   Fix typo in bindBodyParser   Add missing next() (thanks @ttsirkia!) ,1
Minor fixes and improvements to the location field type (#4455),0.9142866," * Minor fixes and improvements to the location field type (#4455, thanks @molomby)",  Minor fix to location fields - no reason to depend on the order of address_components coming from Google   Minor fix to location fields - Better handling of address_components returned from Google API   Minor fix to location fields - no reason to depend on the order of address_components coming from Google   Minor fix to location fields - Better handling of address_components returned from Google API ,1
"Improve sanity checking for signin ""from"" param",0.89136475," * Improve sanity checking for signin ""from"" param (#4720, thanks @Noviny)",,1
fixed typo,0.47319734,- Fix GitHub brand typo #3144 (montogeek),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
added semver notations to dependencies,0.8735211," * Add semver notations to dependencies (#4719, thanks @dominikwilkowski)",Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,1
Fix #4708: Update Getting Started page,0.72752637," * Update Getting Started page (#4708, thanks @stennie)",,1
Remove WIP notes,0.3127305,- [WIP] Admin Interface Refactor #2566 (mxstbr),,0
Fix #4688: Deprecated File field types have broken docs link,0.7698164, * Fix API doc 404s for deprecated File field types (thanks @stennie),,1
Fix #4707: Docs: Edit this page links are broken,0.7174615," * Fix incorrect ""Edit this page"" links (thanks @stennie)",,1
Fix #4706: Docs: Application Updates is 404,0.5701635,- Updatehandler rewrite #3322 (JedWatson),,0
Update z-index of color chooser,0.8733851," * Update z-index of color chooser (#4256, thanks @TuurDutoit)","The previous z-index of 2 was not enough for the popover to appear above the ""Save"" footer, which has z-index: 99",1
nan,0.22519639,- Jumpy Nav #2874,Upgrade to Mongoose 4.13.14: https://github.com/Automattic/mongoose/blob/master/History.md#41314--2018-05-25 Add useMongoClient per http://thecodebarbarian.com/mongoose-4.11-use-mongo-client.html,0
Add pointer to Keystone 4 beta/RC release notes,0.677804," * Update Readme with Keystone 4 documentation references (#4666, thanks @stennie)",,0
Upgrade qs to 6.5.2,0.7474778," * Update qs from 4.0.0 to 6.5.2 (#4700, thanks @stennie)",,1
Update package.json reference to rc1,0.43482637,- Update object-assign to version 4.1.1 🚀 #3898 (greenkeeperio-bot),,0
Documented breaking change to pre:routes behaviour.,0.96091735, * Documented breaking change to pre:routes behaviour (thanks @blargity),,1
Added more info on Application updates with required relationships.,0.93746316, * Added more info on Application updates with required relationships (thanks @blargity),,1
Added letsencrypt configuration docs for #4181,0.7550564,- 🔒 Add automated Let's Encrypt support 🎉 #3133 (wmertens),,1
Fixed typo (#4597),0.5851937,- Fix GitHub brand typo #3144 (montogeek),,0
Update options.md (#4621),0.50612986," * Fix typos in  yo-generator.md and application-updates.md  (#4581 & #4582, thanks @gsklee)",Fix typo error udpatedBy -> updatedBy,0
Fix typo: s/gloing/going/,0.45062327,- Fix GitHub brand typo #3144 (montogeek),,0
Replace / with . to delimiter the file extension,0.4254177,- relative path for static files in subpages  #2956,,0
Enhance numeric fields,0.3735528,- Add READMEs to applicable fields #3192,,0
Make listing browser versions a more obvious PR testing requirement,0.54381067,- Disable test functionality that does not seem to work well with latest browsers #3891 (webteckie),,0
Check that req.session.cookie exists before setting maxAge,0.54313207," * Added session max age cookie to match keystone.uid cookie expiry (#4565, thanks @millsy)",,0
Use custom root for S3 paths,0.51715904,"Build S3 upload name when not present (#4871, thanks @Tathanen )",,0
Restore/repair S3 image uploading in tinymce,0.8580885," * Restore/repair s3 image uploaded in tinymce (#4594, thanks @Tathanen)",,1
smooth scroll spped now based on current scroll position,0.8096339," * Smooth scroll speed now based on current scroll position (#4635, thanks @AntonyMayer)",,1
Added session max age cookie to match keystone.uid cookie expiry,0.926856," * Added session max age cookie to match keystone.uid cookie expiry (#4565, thanks @millsy)",,1
bumped version to RC1,0.46636468,- Update marked to version 0.3.6 🚀 #3238 (greenkeeperio-bot),Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
updated packages bundle,0.56587183,Dependency updates:,Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
Remove unused title markdown from README.md,0.4994069, * Reorganise README and add table of contents,,0
Include keystone.version in startup message (#4692),0.970212," * Include Keystone.version in startup message (#4692, thanks @stennie)",,1
Fix bug in Safari where XHR form submission fails with empty file input (#4673),0.61586726," * Fix problem saving models with empty file fields in Safari (#4656, thanks @erikvdplas)", Provides a fix for a bug in Safari where XHR form submission fails when input[type=file] is empty,0
Upgrade debug dependency,0.73295295,    * Update debug from 2.6.8 to 3.1.0,,1
Update to latest browserify,0.88201404,    * Update browserify from 13.3.0 to 16.2.2,,1
Remove --growl from Mocha options; fails on Mocha 4+ unless growl-notify is installed,0.83982337, * Remove --growl from Mocha options,(ref: https://github.com/mochajs/mocha/issues/3088),1
Update deps according to semver,0.5207218,Dependency updates:,,0
Fix #4686: CloudinaryImage(s) fields were incorrectly marked as deprecated (#4690),0.96715677, * CloudinaryImage(s) fields were incorrectly marked as deprecated (#4686),,1
Tidy home page text & link to current release information,0.41716072," * Update Getting Started page (#4708, thanks @stennie)",,0
Update GitHub issue/PR templates,0.51925385,- Add Pull Request Template #2891 (jstockwin),,0
Consolidate the Contributing blurb,0.33902514, * Reorganise README and add table of contents,,0
Change Thinkmill link to https,0.45057017, * Use https links where available,,0
Change Netlify doc links to https,0.5045143, * Use https links where available,,0
Move dev & testing information to Contributor Guide,0.38452405, * Reorganise README and add table of contents,,0
Move field type overview to documentation,0.43619817,- Field type readme files updated with information from current docs #3261 (ostruzina),,0
Reorganise README sections and add Table of Contents,0.9303502, * Reorganise README and add table of contents,,1
Add mention of new File API and link to Contributor Guide,0.6179679,- Added documentation on uploading files. #3639 (blargity),,0
Remove link to keystone-starter (currently a v0.3 demo that doesn't cleanly deploy to Heroku),0.8680633, * Remove link to keystone-starter (outdated v0.3 demo),,1
updating packages bundle,0.5829477,Dependency updates:,Signed-off-by: Dominik Wilkowski Hi@Dominik-Wilkowski.com,0
Merge pull request #4667 from keystonejs/empty-relationship-fix,0.57175124," * Update Readme with Keystone 4 documentation references (#4666, thanks @stennie)",Fix for empty relationships submitting no value,0
Fix for updating single relationship values,0.6040783,- Fix typo in RelationshipField (fixes #2855) #2950 (geloescht),,0
Fix for empty relationships submitting no value,0.5546684," * Fix: model with required field that defaults to 0 can't be saved (#4397, thanks @jyrkive)",,0
Merge pull request #4666 from stennie/issue-4665,0.7159077,Merged pull requests:,Fix #4665: Update Readme for Keystone 4.0.0-rc0,1
Fix Relationship Fields link,0.73560345,- Relationship links are broken #2940,,1
Fix bullets & update RC title,0.3467437,"Minor fixes, including:",,0
Fix missing bullets and tweak per feedback from Jed,0.50784194,"Minor fixes, including:",,0
Fix #4665: Update Readme for Keystone 4.0.0-rc0,0.8519503," * Update Readme with Keystone 4 documentation references (#4666, thanks @stennie)",,1
Merge pull request #4662 from mikehazell/master,0.752814,Merged pull requests:,show color swatch on color field,1
show color swatch on color field,0.8600366," * Show color swatch on color field (#4662, thanks @mikehazell )",Fixes issue: https://github.com/keystonejs/keystone/issues/4074,1
Fix #4652: Remove EOL Node releases from Travis testing,0.93990266, * Remove EOL Node releases from Travis testing (#4652),,1
Adding in the missing DayPicker-WeekdaysRow (#4601),0.86598897," * Add missing DayPicker-WeekdaysRow styling (#4601, thanks @jsundquist )", Adding in the missing DayPicker-WeekdaysRow,1
Linting warning fix,0.6086339,"- fix linter errors, I'm a little OCD #3230 (pr1ntr)",,0
