Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
15,Make ._update_count and ._update_called public (#1370),0.5078314,Calling compute before update will now give an warning (#164),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
16,Device and dtype properties (#462),0.61445564,Removed dtype property (#493),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
17,document exceptions for metrics/functional (PL^6273),0.7056162,Using functional metrics,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
18,Fix structural_similarity_index_measure with autocast (#1291),0.6492628,SSIM ->  StructuralSimilarityIndexMeasure,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
19,Highlight the BibTeX entry in README (#777),0.47712964,bleu_score,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
20,add contributors section (#1736),0.7249478,Contributors,,1
21,[Refactor] Classification 7/n (#1167),0.8056368,"Classification refactor (#1054, #1143, #1145, #1151, #1159, #1163, #1167, #1175, #1189, #1197, #1215, #1195)",,1
22,rename some Image metrics (#752),0.7476543,Renamed image PSNR metrics (#732),,1
23,update slack link,0.5867202,Full Changelog: link,,0
24,Adding BERTScore metric (#424),0.71251965,BERT score (#424),,1
25,use lit utils (#1401),0.5062953,TheilsU (#1337),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
26,Add parameter top_k to RetrievalMAP (#1501),0.5800482,RetrievalHitRate (#576),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
27,make sure metriccollection is deterministic (#173),0.7512499,Metrics passed as dict to MetricCollection will now always be in deterministic order (#173),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
28,Fix v0.9 integration with PL (#1058),0.7172061,"Cleaning remaining inconsistency and fix PL develop integration (#191, #192, #193, #194)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
29,add zenodo badge,0.40380925,Decorated torch.jit.unused to MetricCollection forward (#307),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
30,docs: kendall typo (#1476),0.55392754,KendallRankCorrCoef (#1271),,0
31,Improve testing time (#820),0.82569504,Improved testing speed (#820),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
32,docs 15min,0.44195333,"Some metrics are a bit faster (1.3x), and others are much faster (4.6x) after the refactor!",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
33,Removed input_order from text unit tests (#717),0.54882836,"Removed deprecated functions, and warnings in Text (#773)",,0
34,Fix prebuild image (#649),0.5672988,Removed deprecated functions and warnings in Image (#796),fixing changelog fix condition in multi case,0
35,update deepsource,0.4648059,Changed reset method to use detach.clone() instead of deepcopy when resetting to default (#163),fixes changelog,0
36,grouping in Chlog,0.4161611,Removed restriction that preds could not be bigger than num_classes to support logit input (#357),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
37,Update Readme (#31),0.47427177,[0.4.0] - 2021-06-24,added missing space in error message spaces in next line,0
38,CI: weekly reset caching (#257),0.63796234,Forward cache is reset when reset method is called (#260),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
39,CI fix env mkl for PT 1.9 (#211),0.49718088,Changed minimum Pytorch version to be 1.8 (#1263),Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
40,Bugfix/avg prec auroc compute groups (#1086),0.54749537,Fix edge case of AUROC with average=weighted on GPU (#606),build(deps): update transformers requirement in /requirements Updates the requirements on transformers to permit the latest version. - Release notes - Commits updated-dependencies: - dependency-name: transformers   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
41,STOI: rename Term -> Time (#765),0.51382214,"Renamed audio STOI metric: (#753, #758)",build(deps): update psutil requirement in /requirements Updates the requirements on psutil to permit the latest version. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: psutil   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
42,ruff: enable SIM validation (#1469),0.58397144,"Fix SSIM propagate device if gaussian_kernel is False, add test (#1149)",Refactor BERTScore tests Fix some minor bugs Fix sorting for all_layers=True Fix doctest doctest: Fix decimals bugfix: Fix tests for dist_sync_on_step=True and update docs Streamline test suites and update a few type hints Turn on DDP=True and dist_sync_on_step=True Try to use dim_zero_cat Fix mypy + num_workers = 1 Set back num_threads=0 n_threads=1 for reference bert_score Set nthreads=0 for reference impl. + Use forked impl. avoiding calling mp.Pool Ignore order of predictions when DDP is used Upgrade reference bert_score package Try to set atol=1e-4 to pass tests with dist_sync_on_step=True Print errors Replace sk_metric kwarg by new reference_metric requirements.text_test: Bump up transformers version to 4.10.0 match multimodal reqs Disable tokenizers parallelism for testing fix minor errors fix return statement in docstring Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
43,Fix corner case of calibration error (#1648),0.6646711,Calibration error (#394),Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
44,Avoid torchscript export for Metric forward (PL^4428),0.6374519,Decorated torch.jit.unused to MetricCollection forward (#307),Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
45,update chlog after 0.9.1,0.5716959,Changed minimum Pytorch version to be 1.8 (#1263),Adding psnrb Adding the changes suggested Adding the changes suggested changes changes imports cls name precommit fix changelog remove unwanted files rename file fix docstring small fixes doctest Apply suggestions from code review fixes fix changelog fix fix implementation and tests docs: Import through torchmetrics.image Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: SkafteNicki skaftenicki@gmail.com Co-authored-by: stancld daniel.stancl@gmail.com,0
46,reuse _input_squeeze (#481),0.43797058,RetrievalRPrecision (#577),fixes remove tests changelog restrict to 1.9 or higher docs skip doctests change note Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
47,fix reduction docstring and clean tests (PL^2885),0.6190994,"Cleaning remaining inconsistency and fix PL develop integration (#191, #192, #193, #194)",fixed bug in max_det_threshold chlog Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
48,"build(deps): update pandas requirement from <=2.0.0,>=1.4.0 to >=1.4.0,<=2.0.1 in /requirements (#1734)",0.48802567,Changed minimum Pytorch version to be 1.8 (#1263),ruff: S101 missing,0
49,Move aggregation and wrappers out to their own files (#966),0.49759412,ClasswiseWrapper was added to the wrapper package. This wrapper can be used in combinations with metrics that return multiple values (such as classification metrics with the average=None argument). The wrapper will unwrap the result into a dict with a label for each value.,fix imports fixes,0
50,Bump actions/upload-artifact from 2 to 3 (#1137),0.4965486,RetrievalHitRate (#576),,0
51,formatting,0.40791348,NLP metrics - Text package,Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
52,"Revert ""Refactor: Rename update and compute to ... (#840)"" (#876)",0.5311735,RetrievalRPrecision (#577),,0
53,migrate setup.cfg -> pyproject + ruff (#1449),0.5986575,Migrate MAP metrics from pycocotools to PyTorch (#632),,0
54,ci: always build docs,0.43332067,Constant memory implementations,add doc page add init files copy-pasta change recall to precision changelog fixing try fixing typing fix mypy fix scripting issue Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
55,ci: testing with torch=2.0 (#1671),0.6635541,What is Torchmetrics,fix missing imports cycle,0
56,Fix autocast in SSIM metric (#1454),0.5503057,Renamed image SSIM metric: (#747),,0
57,Single GPU testing (#150),0.60853326,Fix edge case of AUROC with average=weighted on GPU (#606),import group in init all Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
58,CI: skip test package for docs only changes (#786),0.4571755,"Removed deprecated functions, and warnings in Text (#773)",build(deps): update pytorch-lightning requirement in /requirements Updates the requirements on pytorch-lightning to permit the latest version. - Release notes - Commits updated-dependencies: - dependency-name: pytorch-lightning   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com update 1.6 .0 pl lai Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,0
59,fix BinnedPrecisionRecallCurve default (#968),0.7854802,"Removed deprecated BinnedAveragePrecision, BinnedPrecisionRecallCurve, RecallAtFixedPrecision (#1251)",,1
60,[pre-commit.ci] pre-commit suggestions (#705),0.50050336,"Unify preds, target input argument's naming across all text metrics (#723, #727)",Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
61,rename pkg,0.527944,Changed minimum Pytorch version to be 1.8 (#1263),,0
62,update pre-commit (#297),0.60003805,[0.3.0] - 2021-04-20,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
63,Add plotting 13/n (#1624),0.52562726,"Fix empty predictions in MAP metric (#594, #610, #624)",,0
64,rename permutation_invariant_training (#737),0.78484035,Permutation Invariant Training (PIT) (#384),imports: detection functionals imports fix all,1
65,Refactor: allow reduction None (#891),0.8701618,Allowed reduction None (#891),Bumps mypy from 1.1.1 to 1.2.0. - Release notes - Commits updated-dependencies: - dependency-name: mypy   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,1
66,Fix bug for initialization of state in approximative methods (#1234),0.52826774,ErrorRelativeGlobalDimensionlessSynthesis (#894),Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
67,more tests,0.55864084,Improved testing speed (#820),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
68,RC0,0.6138946,R2Score,ci: split GPU testing badge cleaning pl 1.6 pt 1.11 Apply suggestions from code review,0
69,Change semantic ordering of kernel_size parameter in SSIM (#474),0.51902586,Changed SSIM and MSSSIM update to be online to reduce memory usage (#1231),imports: deprecate Audio functional _future_warning Apply suggestions from code review imports warnings docstring protected tests fixing . Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Luca Antiga luca@lightning.ai,0
70,Online SSIM and MS-SSIM Computation (#1231),0.7987219,SSIM and functional.ssim,build(deps): update pandas requirement in /requirements Updates the requirements on pandas to permit the latest version. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: pandas   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,1
71,ruff: tests docstring (#1588),0.48980123,"To PearsonCorrCoef, SpearmanCorrcoef, R2Score and ExplainedVariance (#225)","[pre-commit.ci] pre-commit suggestions updates: - github.com/psf/black: 23.1.0 → 23.3.0 - github.com/charliermarsh/ruff-pre-commit: v0.0.255 → v0.0.260 [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link S301 S310 Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com",0
72,build(deps): bump coverage from 7.2.3 to 7.2.5 in /requirements (#1747),0.53821087,Improve mAP performance (#742),,0
73,"MAP metric, fix metric for CUDA execution (#673)",0.5794448,Renamed detection MAP to MeanAveragePrecision metric (#754),fix + test changelog,0
74,Remove length check in favour of truthiness of the object (#281),0.508538,Short Term Objective Intelligibility (STOI) (#353),,0
75,deprecate is_multiclass (#194),0.68728864,Removed argument is_multiclass (#319),remove from root fix test imports fix docstring imports revert init Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
76,ci: azure map tmp volumes,0.55039585,Migrate MAP metrics from pycocotools to PyTorch (#632),,0
77,rename unittests,0.48587704,"TorchMetrics v0.7 brings more extensive and minor changes to how metrics should be imported. The import changes directly impact v0.7, meaning that you will most likely need to change the import statement for some specific metrics. All naming changes follow our standard deprecation process, meaning that in v0.7, any metric that is renamed will still work but raise an error asking to use the new metric name. From v0.8, the old metric names will no longer be available.",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
78,Fixed non-empty state dict for calibration error (#1012),0.66197383,Calibration error (#394),Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
79,Fix when _stable_1d_sort to work when n >= N (PL^6177),0.4972453,"Arguments reordered for TER, BLEUScore, SacreBLEUScore, CHRFScore now the expected input order is predictions first and target second (#696)",Bumps pypa/gh-action-pypi-publish from 1.6.4 to 1.8.4. - Release notes - Commits updated-dependencies: - dependency-name: pypa/gh-action-pypi-publish   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
80,Adjustment for Python 3.10 (#810),0.4890123,Changed minimum Pytorch version to be 1.8 (#1263),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
81,Smart update of metric collection (#709),0.6755166,MAE metric (#1210),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
82,"build(deps): update kornia requirement from <=0.6.9,>=0.6.7 to >=0.6.7,<0.6.11 in /requirements (#1530)",0.5736053,Changed minimum Pytorch version to be 1.8 (#1263),testing with torch=2.0 gnu,0
83,CI: add PT 1.10 (#313),0.50852525,[0.3.2] - 2021-05-10,,0
84,rename SSIM (#747),0.83738047,Renamed image SSIM metric: (#747),build & upload cache tokenizer torch,1
85,move to Pages dir (PL^4869),0.5489011,ExtendedEditDistance (#668),fixes typing Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
86,CI: use schema (#1212),0.5804366,SacreBLEUScore (#546),impl + doctests requirements tests changelog fix inference_mode Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
87,Information Retrieval (4/5) (#146),0.81298465,Information Retrieval,build(deps): update jiwer requirement in /requirements Updates the requirements on jiwer to permit the latest version. - Release notes - Commits updated-dependencies: - dependency-name: jiwer   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,1
88,adjusting PT 1.8.2,0.6010864,Changed minimum Pytorch version to be 1.8 (#1263),build(deps): update kornia requirement in /requirements Updates the requirements on kornia to permit the latest version. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: kornia   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
89,Add plotting 12/n (#1623),0.51538557,ExtendedEditDistance (#668),build(deps): update transformers requirement in /requirements Updates the requirements on transformers to permit the latest version. - Release notes - Commits updated-dependencies: - dependency-name: transformers   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
90,add LPIPS (#431),0.6223907,Renamed Fidelity & LPIPS image metric: (#752),fbeta + fairness remaining more plotting fix interface add example add testing changelog fix Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,0
91,releasing 0.10 RC,0.51310563,Changed minimum Pytorch version to be 1.8 (#1263),multimodal wrappers tests Apply suggestions from code review changelog Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
92,Fix typo (PL^3174),0.577873,"Extend typing (#330, #332, #333, #335, #314)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
93,Fixed bincount on XLA (#1471),0.5173341,Skip box conversion if no boxes are present in MeanAveragePrecision (#1097),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
94,Updated docs in PrecisionRecallCurve and AveragePrecision (#706),0.7304026,The current implementation of the AveragePrecision and PrecisionRecallCurve has the drawback that it saves all predictions and targets in memory to correctly calculate the metric value. These metrics now receive a binned version that calculates the value at fixed thresholds. This is less precise than original implementations but also much more memory efficient.,,1
95,CI: force testing LTS (#1313),0.47450942,Improved testing speed (#820),"Broken ddp syncing when initializing metric with jsonargparse (LightningCLI) This happens due the following combination of factors. - jsonargparse has a docstring parsing function enabled when installed with pip install jsonargparse[signatures] - torchmetrics.Metric has a docstring that mentions an optionaldistributed_available_fn - If distributed_available_fn is not set in **kwargs, Metric.init sets a default pytorch function which enables ddp syncing of metrics\ - When a metric is initialized in a yaml config, jsonargparse recognizes the distributed_available_fn field in the docstring and passes a default value of distributed_available_fn=None  - Hence, any subclass of Metric initialized by jsonargparse has distributed_available_fn = None. These metrics silently fail to sync across gpus. Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com",0
96,Fix ignore_index in jaccard index (#1386),0.68902624,Jaccard index (#1205),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
97,ci: optional link check (#1626),0.6317028,link,,0
98,release v0.5.0,0.60864127,[0.5.0] - 2021-08-09,,0
99,Add Citation (#839),0.49993968,SacreBLEUScore (#546),,0
100,Use PyTorch's any implementation (#1038),0.6079283,Migrate MAP metrics from pycocotools to PyTorch (#632),,0
101,Added add_metrics method to MetricCollection (#221),0.7570932,Allowed MetricCollection pass metrics as arguments (#176),license + docstring + test chlog Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,1
102,[pre-commit.ci] pre-commit suggestions (#367),0.49596316,[0.9.1] - 2022-06-08,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
103,update install notes (#790),0.56501865,Removed support for versions of Lightning lower than v1.5 (#788),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
104,mean relative error (PL^5706),0.68882304,Symmetric Mean Absolute Percentage error (SMAPE) (#375),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: SkafteNicki skaftenicki@gmail.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
105,"Update lightning-utilities requirement from <=0.6.0,>=0.5.0 to >=0.5.0,<0.7.0 in /requirements (#1518)",0.7521126,Removed support for versions of Lightning lower than v1.5 (#788),,1
106,Prune deprecated: audio (#805),0.6803368,Prune remaining deprecated (#92),,0
107,Feature pre commit yaml (#145),0.47142124,"Unify preds, target input argument's naming across all text metrics (#723, #727)",Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
108,Iterate dictionary directly (#283),0.4333933,TranslationEditRate (#646),Co-authored-by: SkafteNicki skaftenicki@gmail.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
109,CI: add dependabot for GHA (#1134),0.4936005,Updated FBeta arguments (#111),build(deps): bump mypy from 1.0.1 to 1.1.1 in /requirements Bumps mypy from 1.0.1 to 1.1.1. - Release notes - Commits updated-dependencies: - dependency-name: mypy   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com typing typing Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
110,Move the majority of test text examples into a single file (#666),0.45797956,Moved check for number of samples in R2 score to support single sample updating (#426),build(deps): update jiwer requirement in /requirements Updates the requirements on jiwer to permit the latest version. - Release notes - Commits updated-dependencies: - dependency-name: jiwer   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
111,AUC/AUROC class interface (PL^5479),0.7480718,AUC,,1
112,Readme typo (#42),0.48257953,"Extend typing (#330, #332, #333, #335, #314)",base added skipping fix doctests tests changelog,0
113,move functional psnr & ssim to image (#382),0.88324606,Moved psnr and ssim from functional.regression. to functional.image. (#382),,1
114,remove compute_on_step in torchmetrics/retrieval (#993),0.66931003,"Removed deprecated compute_on_step argument (#962, #967, #979 ,#990, #991, #993, #1005, #1004, #1007)",,0
