Index,Release Note
11,"BUG FIXES:
* Starting from Kubernetes 1.24.0 service account token is not automatically generated, thus it has to create separately. The following resources were updated to handle this change: d/kubernetes_service_account, r/kubernetes_default_service_account, r/kubernetes_service_account. For Kubernetes clusters running v1.24+ default_secret_name will be empty. A warning message will be printed once any of the above resources are in use. (#1792)
IMPROVEMENTS:

r/kubernetes_manifest: Better error messages from OpenAPI schema transformations (#1780)
Update documentation and correct some errors (#1768, #1786)
Update acceptance tests infrastructure code for GKE and AKE and related GitHub Actions
"
12,"IMPROVEMENTS:

Update documentation and correct some errors (#1759)

BUG FIXES:

Fix type morphing of nested tuples that causes Failed to morph errors (#1756)
Fix an issue when provider crashes intermittently in version v2.12.0 (#1762)
"
13,"NEW:

Attribute ignore_annotations of provider (#746)
Attribute ignore_labels of provider (#746)
Attribute condition to wait block of kubernetes_manifest (#1595)
Attribute allocate_load_balancer_node_ports of kubernetes_service(_v1) (#1683)
Attribute cluster_ips of kubernetes_service(_v1) (#1683)
Attribute internal_traffic_policy of kubernetes_service(_v1) (#1683)
Attribute load_balancer_class of kubernetes_service(_v1) (#1683)
Attribute session_affinity_config of kubernetes_service(_v1) (#1683)

IMPROVEMENTS:

Update documentation and correct some errors (#1706, #1708)
Fix security scan alerts (#1727, #1730, #1731)
Attribute topology_key of kubernetes_deployment(_v1) marked as Required (#1736)

BUG FIXES:

Fix kubernetes_default_service_account doesn't set the automount_service_account_token to false (#1247)
Fix an issue when the imported kubernetes_manifest resource is replaced instead of getting updated (#1712)
Fix provider crash when image_pull_secret of kubernetes_service_account(_v1) is null
"
14,"NEW:

Add a new resource kubernetes_horizontal_pod_autoscaler_v2 (#1674)

IMPROVEMENTS:

Add ip_families and ip_family_policy attributes to kubernetes_service (#1662)
Handle x-kubernetes-preserve-unknown-fields type annotation from OpenAPI: changes to attributes of this type trigger whole resource recreation. (#1646)
Upgrade terraform-plugin-mux to v0.6.0 (#1686)
Add GitHub action for EKS acceptance tests (#1656)
Add github action for acceptance tests using kind (#1691)

BUG FIXES:

Fix conversion of big.Float to float64 in kubernetes_manifest (#1661)
Fix identification of int-or-string type attributes to include 3rd party types defined by aggregated APIs (#1640)
Fix not handling multiple cluster_role_selectors of kubernetes_cluster_role(_v1) (#1360)
"
15,"NEW:

Resource kubernetes_labels (#692)
Resource kubernetes_annotations (#692)
Resource kubernetes_config_map_v1_data (#723)
Block wait with attribute rollout of kubernetes_manifest (#1549)
Data source and resource attributes app_protocol of kubernetes_service (#1554)
Attribute container_resource of resource kubernetes_horizontal_pod_autoscaler_v2beta2 (#1637)

IMPROVEMENTS:

Deprecate wait_for attribute in favor of wait block in kubernetes_manifest (#1549)
Make attribute rule optional of kubernetes_validating_webhook_configuration(_v1) and kubernetes_mutating_webhook_configuration(_v1) (#1618, #1643)
Update documentation and correct some errors (#1622, #1628, #1657, #1681)

BUG FIXES:

Fix crash when multiple match_expression are used in kubernetes_resource_quota (#1561)
Fix issue when in some circumstances changes of seLinuxOptions.Type doesn't reflect in the state file (#1650)
Ignore service account volumes with kube-api-access prefix (#1663)
"
16,"IMPROVEMENTS:

Add attribute csi to pod spec (#1092)
Add kubernetes_resource data source (#1548)
kubernetes_manifest resource force the re-creation of the resource when either apiVersion or kind attributes change (#1593)
Make attribute http of resource kubernetes_ingress_v1 optional (#1613)
Add a new attribute seccomp_profile to pod and container spec (#1617)
Add additional check to resource kubernetes_job_v1 when attributes wait_for_completion and ttl_seconds_after_finished are used together (#1619)
Update documentation examples and correct some errors (#1597, #1611, #1612, #1626)

BUG FIXES:

Fix logic of wait_for_rollout attribute of kubernetes_deployment (#1405)
Fix fail when the provider cannot determine default_secret_name (#1634)
"
17,"2.8.0 (February 09, 2022)
IMPROVEMENTS:

Add mutating_webhook_configuration_v1 data source (#1423)
Remove enabling experiment section (#1564)
Update kubernetes dependencies (#1574)
Update terraform-plugin-go and terraform-plugin-sdk (#1551)

BUG FIXES:

Fix panic: lists must only contain one type of element errors on kubernetes_manifest
Attribute backend.service.port.name in kubernetes_ingress_v1 should be type String  (#1541)
"
18,"BUG FIXES:

Fix type-morphing of Map into Map (#1521)
"
19,"IMPROVEMENTS:

Add support for storage/v1
Add support for certificates/v1
Add support for networking/v1
Add support for policy/v1
Add completion_mode to job spec
Improve performance of kubernetes_manifest by reducing amount of API calls

BUG FIXES:

Fix crash when container env block is empty
Fix invalid allowedHostPaths PodSecurityPolicy patch
Fix handling of ""null"" values on fields of kubernetes_manifest 

This release introduces version suffixes to the names of resources and datasources. See our documentation page for more details on this convention and the motivation behind it."
20,"2.6.1 (October 22, 2021)
BUG FIXES:
Fix import ID syntax in manifest import docs
Tolerate unknown values in ""env"" and ""exec"" provider attributes
Remove ""beta"" designation of the kubernetes_manifest from documentation"
21,"2.6.0 (October 19, 2021)
IMPROVEMENTS:
* kubernetes_manifest is now GA and enabled by default
BUG FIXES:
* kubernetes_manifest now correctly handles empty blocks as attribute values (#1352)
* kubernetes_manifest now correctly handles multiple CRDs with different number of schema versions (#1460)"
22,"IMPROVEMENTS:
Allow setting kubernetes_job parallelism to zero (#1334)
Add kubernetes_ingress_class resource (#1236)
Add immutable field to kubernetes_secret (#1280)
Add behavior field to horizontal_pod_autoscaler (#1030)
Add proxy_url attribute to provider configuration block (#1441)
BUG FIXES:
Always generate standard ObjectMeta for CRD types (#1418)
Fix importing kubernetes_manifest resources (#1440)
Fix documentation example for field_manager block (#1410)
Fix kubernetes_job ""No waiting"" documentation example (#1383)
Fix docs formatting for kubernetes_secret (#1434)"
23,"IMPROVEMENTS:
* Timeouts block on kubernetes_manifest
* kubernetes_manifest supports setting field_manager name and ""force"" mode
* kubernetes_manifest checks that resource exists before trying to create
* kubernetes_manifest supports ""computed"" attributes
* kubernetes_manifest supports import operations
BUG FIXES:
* Fix typo in kubernetes_manifest documentation
* Document that kubernetes_manifest must be enabled in the provider block.
* Docs for ingress_class_name in kubernetes_ingress"
24,"HOTFIX:
Fix kubernetes_manifest Terraform version constraint causing error on 0.12/0.13 (#1345)"
25,"BUG FIXES:
* Revert ""Filter well known labels and annotations"" (#1298)
IMPROVEMENTS:
* docs/stateful_set: add import section (#1287)"
26,"
cluster_ip for kubernetes_service should support value None (#1291)
Remove self_link from metadata (#1294)
Add missing labels to fix ""kubernetes.io/metadata.name always in plan"" (#1293)
"
27,"BUG FIXES:
* Add missing annotations (#1289)
IMPROVEMENTS:

Datasource: kubernetes_secret: add binary_data attribute (#1285)
Add validations to validating_webhook_configuration (#1279)
Add validations to mutating_webhook_configuration (#1278)
Add validations to storage_class (#1276)
Add validations to container PodSpec (#1275)
Add validations to service (#1273)
Update EKS example to use two applies (#1260)
Resource kubernetes_deployment: allow changing strategy from rolling to recreate (#1255)
Filter well known labels and annotations (#1253)
Resource kubernetes_resource_quota: suppress diff for no-op changes (#1251)
Resource kubernetes_deployment: allow removing volume mount (#1246)
"
28,"IMPROVEMENTS:

Clean up incompatible licenses. (#1238)
Docs: fix broken links (#1041)
Enable links check and fix 2 links (#1259)
"
29,"IMPROVEMENTS:
Match specific tolerations to prevent diffs (#978)
Update all go modules (#1240)
Docs: fix broken links (#1041)
Docs: fix typo in getting started guide (#1262)"
30,"BUG FIXES:
* Fix kubernetes_cron_job ForceNew when modifying job_template (#1212)
* Fix error returned by Create CSR (#1206)
* Fix kubernetes_pod_disruption_budget: 100% now is a valid value (#1107)
* Fix perpetual diff in persistent volume claimRef (#1227)
IMPROVEMENTS:
* Add binary_data field to kubernetes_secret (#1228)
* Add support for setting the persistent volume claimRef (#1020)
* Add secret_namespace to volume_source azure_file (#1204)
* Docs: fix grammar in Network Policy (#1210)
* Docs: kubernetes_cron_job add link to Kubernetes reference (#1200)"
31,"BUG FIXES:

Fix resource_field_ref schema for projected_volume (#1189)
Add diff suppression to persistent_volume and persistent_volume_claim (#1145)
Remove error for missing kubeconfig, to allow generating it at apply time (#1142)

IMPROVEMENTS:

Support topologySpreadConstraint in pod spec schema (#1022)
Wait for kubernetes_ingress to be deleted (#1143)
Improve docs for configuring the provider (#1132)
Update docs to reflect Kubernetes service status attribute (#1148)
"
32,"BUG FIXES:
* Read operation should set resource id to null if not found (#1136)
IMPROVEMENTS:
* Add service timeouts docs (#963)"
33,"BUG FIXES:
* Resources state migration should migrate empty array (#1124)
IMPROVEMENTS:
* Update docs to reflect new schema for load_balancer_ingress (#1123)"
34,"See the upgrade guide for more details.
BREAKING CHANGES:
* Replace support for KUBECONFIG environment variable with KUBE_CONFIG_PATH (#1052)
* Remove load_config_file attribute from provider block (#1052)
* Remove default of ~/.kube/config for config_path (#1052)
* Update Terraform SDK to v2 (#1027) 
* Restructure service and ingress to match K8s API (#1071)
* Normalize automount_service_account_token to be in line with the K8s API (#1054)
* Normalize enable_service_links to be in line with the K8s API (#1074)
* Normalize wait defaults across Deployment, DaemonSet, StatefulSet, Service, Ingress, and Job (#1053)
* Change resources requests and limits to TypeMap (#1065)
FEATURES:
* Add timeout argument to kubernetes_stateful_set (#1047)
* Add divisor to resource_field_ref (#1063)
* Add ingressClassName as field in Ingress manifest (#1057)
BUG FIXES:
* Fix typo in Job error message (#1048)
* Fix assertion in TestAccKubernetesPersistentVolume_hostPath_nodeAffinty (#1067)
* Fix service load balancer crash (#1070)
* Fix cronJob.ttl_seconds_after_finished causing requests to fail even without value specified (#929)
* Fix perpetual diff when using Pod resource with automount_service_account_token=true (#1085)
* Fix perpetual diff in StatefulSet when update_strategy is not specified (#1088)
* Fix delete/recreate when updating init_containers (#951)
* Fix delete/recreate of Jobs when updating mutable fields (#1074)
IMPROVEMENTS:
* Add upgrade test for daemonset (#1064)
* Add kube_config_paths to provider block (#1052)"
35,"1.13.3 (October 27, 2020)
FEATURES:

Add support for readiness_gate on Pod spec (#811)
Add Azure Managed disk to PV resource (#202)
Add support for enable_service_links to the pod specification (#975)

BUG FIXES:

Fix annotation diffs on affinity tests (#993)
Fix api_group requirement in cluster_role_binding and role_binding (#1024)
Fix service test leaking ELBs (#947)
Fix annotation diffs on affinity tests (#993)
Fix job documentation
Fix build on macOS (#1045) and windows/386

IMPROVEMENTS:

Update Go dependencies (#968)
Update acceptance tests for tfproviderlint (#887)
Refactor Typhoon test configuration to allow selection of Kubernetes version (#992)
Update Pull Request Lifecycle docs (#1032)
CI checks for docs website (registry migration) (#953)
"
36,"BUG FIXES:
Fix spurious forced replacement in empty_dir volume (#985)
Fix reported replica count when waiting for Deployment rollout (#998)
health_check_port_node should force replacement (#986)
Don't force replacement StatefulSet / Deployment when affinity rule selectors change (#755)
IMPROVEMENTS:
Wait for kubernetes_service to be deleted
Updates to CONTRIBUTING.md and PULL_REQUESTS.md"
37,"BUG FIXES:
Fix crash when size_limit is not present on empty_dir volume (#983)"
38,"FEATURES:
Add resource CertificateSigningRequest (#922)
Add resource default_service_account (#876)
IMPROVEMENTS:
Allow in-place update of PVC's storage request (#957)
Add sysctl support to pod spec (#938)
Add ability to wait for deployment to delete (#937)
Add support for aggregation_rule to cluster_role resource (#911)
Add health_check_node_port to Service resource (#908)
Add support for size_limit for empty_dir block (#912)
Add support for volume mode (#939)
Add projected volumes in pod_spec (#907)
Add termination_message_policy to container schema (#847)
BUG FIXES:
Recreate Storage Class on VolumeBindingMode update (#757)
Fix url attribute in admissionregistration client_config.service block (#959)
Fix crash when deferencing nil pointer in v1beta1.IngressRule (#967)"
39,"BUG FIXES:

Fix crash in resource_kubernetes_pod_security_policy attribute host_ports (#931)

IMPROVEMENTS:

Add wait_for_rollout to kubernetes_deployment resource (#863)
Add wait_for_rollout to kubernetes_stateful_set resource (#605)
"
40,"IMPROVEMENTS:
* Add resource for CSIDriver (#825)
* Add resource for Pod Security Policies (#861)
* Add data source for Pod and PVC (#786)
* Add support for CSI volume type in persistent_volume resource (#817)
* Add Kubernetes Job 'wait_for_completion' functionality (#625)
* Support 'optional' flag for ConfigMap mounted as volume (#823)
* Add specific error message when failing to load provider config (#780)
* Support 'optional' on env valueFrom for secret key/configmap key (#824)
* Skip tests for CSIDriver if cluster version is less than 1.16
* Allow 'ttl_seconds_after_finished = 0' in kubernetes_job resource (#849)
* Set service block to 'optional' for webhook configurations (#902)"
41,"IMPROVEMENTS:
Add data source for ingress (#514)
Add data sources for namespaces (#613)"
42,"IMPROVEMENTS:

Support for mutating_webhook_configuration and validating_webhook_configuration
Support for custom metrics in horizontal_pod_autoscaler 
Add data sources for config_map and service_account
Add wait_for_load_balancer field to ingress
"
43,"IMPROVEMENTS:

Bump provider SDK to v1.7.0

BUG FIXES:

Defer client initialization to improve resilience (#759)
"
44,"IMPROVEMENTS:

Add mount_options attribute to kubernetes_persistent_volume and kubernetes_storage_class
Refactor client config initialization and fix in-cluster config (#679) (#497)

BUG FIXES:

Do not force base64 encoding for the ca_bundle on kubernetes_api_service (#679)
Allow 3s age gap between service account and secret (issue)
Add load_config_file = false to documented provider configurations
Add support for startup_probe on container spec
Fix (cluster-)role bindings and rules updates (#713)
Fix namespacing issues on kubernetes_priority_class (#680) See comment on backward compatibility
Documentation fixes
"
45,"FEATURES:

New resource: kubernetes_pod_disruption_budget (#644 / PR #338)
New resource: kubernetes_priority_class (PR #495)

IMPROVEMENTS:

Add mount_propagation attribute to container volume mount
Add support for .spec.service.port to kubernetes_api_service (#665)
Update k8s.io/client-go to v12
Set option to cascade delete job resources (#534 / PR #635)
Support in-cluster configuration with service accounts (PR #497)
Parametrize all existing timeout values (PR #607)
Enable HTTP requests/responses tracing in debug mode (PR #630)

BUG FIXES:

Do not set default namespace for replication controller and deployment pod templates (#275)
Updated host_alias property name to host_aliases (PR #670)
Docs - updated all broken and commit-specific Kubernetes links to point to master branch (PR #626)
Allow 0 for backoff_limit on kubernetes_job (PR #632)
"
