Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
56,Upgrade addon-docs to 5.2.0-alpha.9,0.8889526,Upgrade addon-docs to 5.2.0-alpha.9  (@michael@lab80.co),,1
57,Switch Highlight to a named export,0.68138444,"Add index, convert default to named exports  (@michael@lab80.co)",,0
58,Add TSX support to Highlight component,0.89673257,Add TSX support to Highlight component #203 (@kylesuss),Update the flow image,1
59,Merge pull request #399 from storybookjs/add-sun-and-moon-icons,0.62237084,"Add sun, moon, sideBySide, and stacked icons #399 (@MichaelArestad)",Co-authored-by: Gert Hengeveld info@ghengeveld.nl,0
60,Bump version to: 5.1.0 [skip ci],0.7508994,Bump version to: 0.0.12 #3 (@kylesuss),,1
61,Integrate hooks plugin,0.54305977,Select integration fixes #333 (@domyen),,0
62,Merge pull request #366 from storybookjs/add/unpin-icon,0.6072289,fix: icon story accessibility #28 (@jsomsanith),,0
63,fix: checkbox accessibility (#23),0.8360465,fix: checkbox accessibility #23 (@jsomsanith-tlnd @domyen),"Add ""turbo"" icon for speed",1
64,Merge pull request #185 from storybookjs/shadow-box-cta,0.5993522,Port over ShadowBoxCTA from learnstorybook.com #185 (@kylesuss),,0
65,Use new docs preset,0.52374357,Change dir structure and add new components  (@domyen),,0
66,chore: button icon only demo text alternative,0.8952888,chore: button icon only demo text alternative #17 (@jsomsanith),,1
67,remove color + block props,0.6388433,remove gradient background from tooltips #230 (@domyen),Update browser image with Edge instead of IE,0
68,fix: Link - LinkWrapper optimisation,0.9080586,fix: Link - LinkWrapper optimisation #44 (@jsomsanith),,1
69,Bump version to: 7.7.6 [skip ci],0.6695777,Bump version to: 0.0.12 #3 (@kylesuss),,0
70,Bump version to: 7.11.0 [skip ci],0.70708627,Bump version to: 0.0.12 #3 (@kylesuss),,1
71,Merge pull request #414 from storybookjs/button-action-updates,0.60148495,Update org name to storybookjs from storybooks #4 (@kylesuss),update cardinal types,0
72,Merge pull request #253 from storybookjs/dependabot/npm_and_yarn/prismjs-1.23.0,0.53696704,feat(WithTooltip): support Storybook 7 root element #394 (@yannbf),,0
73,Upgrade addon-docs to alpha.21,0.8827021,Upgrade addon-docs to alpha.21  (@michael@lab80.co),,1
74,Merge pull request #318 from storybookjs/add-linter,0.60767126,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
75,Merge pull request #362 from storybookjs/update-styles,0.672977,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
76,"Fix Select, Tooltip ListItem extrabold font weights",0.69197077,"Fix Input, TextArea label font weight #33 (@kylesuss)",Remove unused components,0
77,Merge pull request #200 from storybookjs/codesnippet-refinement,0.6011123,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
78,Code cleanup,0.57644284,CLEANUP  (@ndelangen),,0
79,Reuse types,0.44225097,Include spreaded rest props in type definition (@ghengeveld),,0
80,Merge pull request #180 from storybookjs/toc,0.5662503,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
81,Bump version to: 2.0.4 [skip ci],0.7509852,Bump version to: 0.0.12 #3 (@kylesuss),,1
82,Revert 7cee57f76668ee10af3830f0ebb1d819577dc56b,0.52747667,Bump nth-check from 2.0.0 to 2.0.1 #300 (@dependabot[bot]),Ensure loading state is monochrome to fit into Chromatic & SB loading,0
83,Bump auto from 4.15.5 to 7.11.0,0.68510306,[Security] Bump handlebars from 4.4.3 to 4.7.6 #167 (@dependabot-preview[bot]),,0
84,Merge pull request #42 from storybookjs/refactor-tooltip-list-item,0.5988609,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
85,fix: link stories accessibility,0.863008,fix: link stories accessibility #34 (@jsomsanith @domyen),,1
86,Merge pull request #172 from storybookjs/remove-recompose,0.55695474,Remove recompose #172 (@kylesuss),Remove heaviest font-weight (black),0
87,Make the arrows apart of the links,0.6044322,Destructure LinkWrapper props to avoid passing them down #11 (@kylesuss),,0
88,Added Markdown icon,0.6823908,"Update Icons: markup, unordered list. Add icons: bold, ordered list CH-1332 #330 (@MichaelArestad)",,0
89,Bump version to: 5.4.3 [skip ci],0.7482827,Bump version to: 0.0.12 #3 (@kylesuss),,1
90,Merge pull request #80 from storybookjs/build-out-highlight,0.54699945,fix: icon story accessibility #28 (@jsomsanith),Update colors in the design system to match SB 7.0,0
91,Merge pull request #377 from storybookjs/misc-fixes,0.53485554,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
92,Break words in ClipboardCode to prevent content from flowing underneith the copy icon,0.7177293,Break words in ClipboardCode #259 (@ghengeveld),,1
93,Add story to cardinal that has an icon,0.6290852,Update cardinal icon #374 (@MichaelArestad),,0
94,[Security] Bump handlebars from 4.4.3 to 4.7.6,0.9239598,[Security] Bump handlebars from 4.4.3 to 4.7.6 #167 (@dependabot-preview[bot]),"Add sun, moon, sideBySide, and stacked icons",1
95,Added ComponentDriven Icon,0.6104583,add the outline icon #219 (@winkerVSbecks),,0
96,Prefer named exports,0.8786687,Prefer named exports  (@domyen),,1
97,remove gradient background from tooltips,0.88785195,remove gradient background from tooltips #230 (@domyen),,1
98,Args: Use hoisted story annotations and Story.bind() idiom,0.50598073,Pulled in AddonsGrid-Title component from frontpage #317 (@smithambera),,0
99,Bump version to: 7.7.2 [skip ci],0.6730523,Bump version to: 0.0.12 #3 (@kylesuss),,0
100,Auto-merged master into dependabot/npm_and_yarn/eslint-config-airbnb-18.0.1 on deployment.,0.49564293,Add netlify config  (@shilman),,0
101,Bump version to: 7.14.0 [skip ci],0.70618504,Bump version to: 0.0.12 #3 (@kylesuss),,1
102,Build before releasing,0.8008045,Build before releasing  (@michael@lab80.co),,1
103,Merge pull request #383 from storybookjs/cardinal-inverse,0.55609953,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
104,export Icon props so that we can extend it in other repos,0.7029073,export images and icons #363 (@winkerVSbecks),,1
105,Bump version to: 7.4.0 [skip ci],0.6954427,Bump version to: 0.0.12 #3 (@kylesuss),,0
106,Merge pull request #314 from storybookjs/amber/ch-708-pull-common-page-footer-from-frontpage,0.554526,fix: link stories accessibility #34 (@jsomsanith @domyen),,0
107,convert and correct avatar,0.58738947,Add AvatarList  (@domyen),add linkedIn icon,0
108,Pass top level menu state to consumers of the TOC component,0.9073384,Pass top level menu state to consumers of the TOC component #183 (@kylesuss),,1
109,Merge pull request #212 from storybookjs/tags,0.5763011,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
110,Merge pull request #388 from storybookjs/update-remaining-icons,0.6641284,fix: icon story accessibility #28 (@jsomsanith),,0
111,Allow hiding error message on Textarea,0.88189524,Allow hiding error message on Textarea (@ghengeveld),type the size prop for Cardinal.defaultProps,1
112,Use latest Storybook 7 RC,0.8789741,Use latest Storybook 7 RC (@ghengeveld),,1
113,Update drop shadow on CodeSnippets,0.6604861,Improve tooltip shadows  (@domyen),,0
114,Fix type in filename,0.50548863,add types being generated before publishing & fix 2 typing issues #287 (@ndelangen),,0
115,New icon,0.77574754,New icon  (@domyen),feat(WithTooltip): support Storybook 7 root element,1
116,"Upgrade auto, node to node 12",0.76375246,"Upgrade auto, node #151 (@kylesuss)",,1
117,Fix build-storybook,0.6169486,Storybook 5.2.0-alpha.13 && build-docs on publish  (@michael@lab80.co),,0
118,Fix more regressions & some prettier updates,0.6316699,fix regression and clean up other icons  (@domyen),,0
119,Allow control of tabIndex on WithTooltip,0.59642625,adjust link tabs padding #379 (@winkerVSbecks),allow modal styles to be customized,0
120,Merge branch 'master' into add-icons,0.8942647,Merge branch 'master' into add-icons  (@domyen),,1
121,Remove unused dependencies (#65),0.86166114,Remove unused dependencies #65 (@kylemh),,1
122,Merge pull request #50 from storybookjs/jsomsanith/fix/list_item_a11y,0.602368,fix: ListItem accessibility #50 (@jsomsanith),,0
123,fix: select accessibility,0.770186,fix: select accessibility #27 (@jsomsanith),:first-child to first-of-type for ToC,1
124,Bump version to: 7.6.0 [skip ci],0.71675664,Bump version to: 0.0.12 #3 (@kylesuss),,1
125,Merge pull request #197 from storybookjs/codesnippet-refinement,0.6032351,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
126,first few migrations to TS,0.45725167,Convert Link to TS #215 (@winkerVSbecks),,0
127,"Resized check, camera, and folder",0.78705275,"Resized check, camera, and folder #367 (@MichaelArestad)",,1
128,Bump version to: 6.1.0 [skip ci],0.75078845,Bump version to: 0.0.12 #3 (@kylesuss),Update remaining icons,1
129,Merge pull request #390 from storybookjs/modal-customization,0.572944,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
130,Upgrade version to 5.1.13,0.83425593,Upgrade version to 5.1.13  (@kylesuss),,1
131,FIX ignore of stories so babel is still applied for storybook,0.6128597,Ignore stories in compiled output. #62 (dom@hichroma.com),,0
132,Remove the weird Link story with button as child,0.5933603,fix: link stories accessibility #34 (@jsomsanith @domyen),Update a handful of icons,0
133,Bump version to: 5.0.1 [skip ci],0.74797964,Bump version to: 0.0.12 #3 (@kylesuss),,1
134,Merge pull request #22 from storybookjs/jsomsanith/fix/textarea_a11y,0.6392544,fix: Textarea accessibility #22 (@jsomsanith),,0
135,Fix Link transition perf by specifying properties,0.912818,Fix Link transition perf by specifying properties #8 (@kylesuss),,1
136,Merge pull request #106 from storybookjs/fix-react,0.5656962,fix: link stories accessibility #34 (@jsomsanith @domyen),,0
137,Merge pull request #72 from storybookjs/add-icons,0.6461927,fix: icon story accessibility #28 (@jsomsanith),Add Redo and FastForward images - also updated Browsers image,0
138,"Solidify button appearance combos, remove active state",0.86949086,"Solidify button appearance combos, document active state #2 (@kylesuss)",,1
139,Upgrade version to 5.1.3,0.8343467,Upgrade version to 5.1.3  (@kylesuss),,1
140,Fixed an issue with maximum call stack size being exceeded,0.44214085,"Fix wrapping, overflow on Highlight component #90 (@kylesuss)",,0
141,Config in package.json takes precedence + false is the default for this option,0.7903193,Config in package.json takes precedence + false is the default for thlink #152 (@hipstersmoothie),Fix: remove console deprecated warnings,1
142,Merge pull request #69 from storybookjs/intro-docs,0.55368257,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
143,Upgrade to SB 6.0.0-beta.0,0.76160675,Upgrade to SB6.1 final #225 (@shilman),,1
144,Bump version to: 5.4.4 [skip ci],0.74346054,Bump version to: 0.0.12 #3 (@kylesuss),,1
145,Bump eslint-utils from 1.3.1 to 1.4.2,0.7195879,Bump version to: 0.0.12 #3 (@kylesuss),,1
146,Merge pull request #44 from storybookjs/jsomsanith/fix/link_wrapper_optimisation,0.7824047,fix: Link - LinkWrapper optimisation #44 (@jsomsanith),add inverse styling for link and selectable variants of the cardinal,1
147,feat: Add OutlineCTA component,0.7779069,Add OutlineCTA component #306 (@kylegach),,1
148,Bump version to: 5.5.2 [skip ci],0.73439515,Bump version to: 0.0.12 #3 (@kylesuss),,1
149,Use chromatic package version 5.0.0,0.54882675,Update colors in the design system to match SB 7.0 #401 (@MichaelArestad),,0
150,Bump version to: 7.3.1 [skip ci],0.69007266,Bump version to: 0.0.12 #3 (@kylesuss),Add inverse status to cardinal,0
151,Add subscribeForm prop to PageFooter,0.8720524,Add subscribeForm prop to PageFooter #329 (@kylegach),,1
152,ADD types/fs-extra,0.8677599,ADD types/fs-extra  (@ndelangen),,1
153,Merge pull request #365 from storybookjs/fix-checkbox-types,0.56038296,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
154,Update Checkbox styling to mirror Radio,0.8873134,Update Checkbox styling to mirror Radio #26 (@domyen),Added four Operating System icons and updated Measure,1
155,Remove unnecessary if,0.45907778,Remove unused test scripts #74 (@kylesuss),,0
156,Bump version to: 5.0.0 [skip ci],0.75306696,Bump version to: 0.0.12 #3 (@kylesuss),,1
157,add display style back,0.66265094,Refine ToC and Sidebar styling #190 (@domyen),Add inverse and noChrome inverse button types,0
158,Fix line-height + loading state,0.48466223,Ensure loading state is monochrome to fit into Chromatic & SB loading #403 (@domyen),,0
159,Change text case of sidebyside,0.4945168,Refine ToC and Sidebar styling #190 (@domyen),export button types for reuse,0
160,clean up stories,0.6005914,CLEANUP  (@ndelangen),,0
161,rename action,0.43068862,change ItemType enum to avoid breaking change #234 (@winkerVSbecks),adjust link tabs padding,0
162,Support JSX in Highlight component,0.8996253,Support JSX in Highlight component #194 (@kylesuss),,1
163,Merge pull request #43 from storybookjs/add-list-item-appearance,0.562588,Update org name to storybookjs from storybooks #4 (@kylesuss),Add ChromaticInverted logo and export icontype type,0
164,Upgrade storybook docs to alpha.4,0.8472084,Upgrade storybook docs to alpha.4  (@shilman),,1
165,Export Highlight for consumption,0.83587986,Export Highlight for consumption #9 (@kylesuss),,1
166,remove refinements to codesnippet,0.69034517,Remove unused state value in CodeSnippets #196 (@kylesuss),,0
167,Merge pull request #52 from storybookjs/fix-tooltip-onclick-dup,0.6251396,Remove Tooltip onClick duplication #52 (@kylesuss),Format icon elements so react treats them as a the children of an svg,0
168,fix: invalid input with aria-invalid attribute,0.84632504,fix: invalid input with aria-invalid attribute #20 (@jsomsanith),,1
169,Copy edits for the shared styles stories,0.5485188,Add hoverable effect to shared styles #223 (@winkerVSbecks),This reverts commit 8be90762b1c517f3dd27449b8475885f9a845bcc.,0
170,SETUP github action && overhaul CI,0.69256765,Add a github action to auto release #274 (@winkerVSbecks),,0
171,Bump version to: 4.0.0 [skip ci],0.758429,Bump version to: 0.0.12 #3 (@kylesuss),,1
172,Update version to 5.1.23,0.80740285,Update version to 5.1.23  (susskyle@gmail.com),,1
173,Update Spinner colors to default to blue instead of pink,0.9440332,Update Spinner colors to default to blue instead of pink #334 (@domyen),Update cardinal icon,1
174,Merge pull request #246 from storybookjs/textarea-error,0.5766867,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
175,Bump version to: 0.0.36 [skip ci],0.7608017,Bump version to: 0.0.12 #3 (@kylesuss),,1
176,Add ChromaticInverted logo and export icontype type,0.8798905,Add ChromaticInverted logo and export icontype type #377 (@winkerVSbecks),,1
177,Update remaining icons,0.7732769,Update remaining icons #388 (@MichaelArestad),,1
178,Fix Emotion warning about string interpolation,0.4817977,Migration to Emotion 11 #347 (@Andarist),,0
179,Upgrade to addon-essentials and main.js config,0.8078938,Upgrade to addon-essentials and main.js config #141 (@shilman @domyen @kylesuss),,1
180,Merge branch 'master' into fix/styles-after-migration,0.64521897,Merge branch 'master' into add-icons  (@domyen),Increase size of icons in standard form elements,0
181,Remove mobx dependency,0.88136995,Remove mobx dependency  (@michael@lab80.co),,1
182,Merge pull request #335 from storybookjs/select-refinement,0.57209927,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
183,styling for emojis in ToC,0.8863352,Styling for emojis in ToC #200 (@domyen),update storybook logo and fix SVGR export,1
184,Add stack level styling,0.5451567,Add global styling setup to README #79 (@kylesuss),,0
185,Merge pull request #147 from storybookjs/update-tooltip-messages-props,0.60439044,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
186,Merge branch 'master' into upgrade-to-args,0.64775777,Merge branch 'master' into add-icons  (@domyen),,0
187,Fix Select story,0.54372025,🐛  Bug Fix,Update logos,0
188,Bump version to: 7.3.0 [skip ci],0.69267875,Bump version to: 0.0.12 #3 (@kylesuss),,0
189,Merge pull request #153 from storybookjs/remove-package-lock,0.5654342,Remove package-lock.json #153 (@shilman),,0
190,Remove viewport story for FormErrorState,0.6674669,FormErrorState: make suppressErrorMessages optional with default #351 (@kylesuss),,0
191,Merge pull request #405 from storybookjs/cardinal-types,0.56661016,Update org name to storybookjs from storybooks #4 (@kylesuss),,0
192,Redraw icons,0.64673275,Add Document illustrations to Colored Icons #326 (@MichaelArestad),,0
193,Add didAttemptSubmission prop to FormErrorState,0.6528268,FormErrorState: Allow outside control of error messages #349 (@kylesuss),Update trash icon,0
194,Bump version to: 0.0.42 [skip ci],0.76875925,Bump version to: 0.0.12 #3 (@kylesuss),,1
195,Talk about the scope/goals of the design system,0.8874614,Talk about the scope/goals of the design system  (@domyen),,1
196,fix: removed console deprecated warnings.,0.8708117,Fix: remove console deprecated warnings #385 (@zhyd1997),,1
197,Merge pull request #403 from storybookjs/avatar-loading,0.6301702,Fix Loading AvatarList Not Showing in Stories #214 (@ahmadatallah @kylesuss),,0
198,Update form icon to 14px,0.674747,Increase size of icons in standard form elements #371 (@MichaelArestad),,0
199,Upgrade Storybook to beta.28,0.70826423,upgrade to storybook 6.5 #361 (@winkerVSbecks),Make Icon size in Buttons smaller,1
200,Fix stories,0.6367743,🐛  Bug Fix,,0
201,Bump version to: 5.4.1 [skip ci],0.74306047,Bump version to: 0.0.12 #3 (@kylesuss),,1
202,Update icons used in bubble menu,0.65923053,"Update Icons: markup, unordered list. Add icons: bold, ordered list CH-1332 #330 (@MichaelArestad)",,0
203,Upgrade version to 5.1.15,0.81481636,Upgrade version to 5.1.15  (susskyle@gmail.com),,1
204,Add subcomponents example,0.44134945,Add OutlineCTA component #306 (@kylegach),"Resized check, camera, and folder",0
205,remove now unneeded css,0.6407811,Refactor Highlight CSS loading to avoid css-loader expectation #29 (@kylesuss),,0
206,Bump version to: 7.4.1 [skip ci],0.69742244,Bump version to: 0.0.12 #3 (@kylesuss),,0
207,Remove recompose,0.6750082,Remove recompose #172 (@kylesuss),,0
208,Upgrade to 5.3 and new path separators,0.8437909,Upgrade to 5.3-beta and simplified path separators #118 (@kylesuss),,1
209,Add global styling setup to README,0.8701548,Add global styling setup to README #79 (@kylesuss),Checkbox: checkboxColor is not actually required,1
210,fix: icon story accessibility (#28),0.90148556,fix: icon story accessibility #28 (@jsomsanith),,1
211,Refactor Button props to better document the proptypes,0.9190035,Refactor Button props to better document the proptypes  (@domyen),,1
212,Refine styling to be more compact in mobile view,0.9156814,Refine styling to be more compact in mobile view #343 (@domyen),Add unpin icon,1
213,Merge branch 'master' into typescript/convert-more-components-to-ts,0.57967055,Merge branch 'master' into add-icons  (@domyen),,0
214,Merge pull request #322 from storybookjs/export-marketing-components,0.57329494,Export marketing components #322 (@kylegach),,0
215,use staticDirs main.js property,0.40080976,Upgrade to addon-essentials and main.js config #141 (@shilman @domyen @kylesuss),,0
216,Update src/images/colored-icons/Flow.tsx,0.5827143,Update icons #157 (@domyen),,0
217,Add loading state for tags and split TagItem into Item and Link,0.66761756,TagItem and TagList components #212 (@winkerVSbecks),Update every icon (and add a few new ones),0
218,"Add ""turbo"" icon for speed",0.87013364,"Add ""turbo"" icon for speed #407 (@domyen)",,1
219,Merge pull request #233 from storybookjs/fix-taglink-export,0.68337464,Add TagLink export #233 (@winkerVSbecks),,0
220,added custom color support to icon,0.6431726,Add Document illustrations to Colored Icons #326 (@MichaelArestad),,0
221,Merge pull request #374 from storybookjs/update-cardinal-icon,0.6496767,fix: icon story accessibility #28 (@jsomsanith),,0
222,Bump version to: 7.8.6 [skip ci],0.6970156,Bump version to: 0.0.12 #3 (@kylesuss),,0
223,Support onOpen on WithModal,0.57891655,Support external portalContainer in WithTooltip #291 (@kylesuss),,0
224,Merge branch 'master' into upgrades,0.67304575,Merge branch 'master' into add-icons  (@domyen),,0
225,Support z index for WithTooltip & Tooltip,0.92213315,Support z index for WithTooltip & Tooltip #283 (@kylesuss),,1
226,Merge pull request #312 from storybookjs/remove-unneeded-muted-style-from-subheading,0.5222494,Pull AddonsSubheading from frontpage into the DS #311 (@smithambera),,0
227,Zero-config docs (#57),0.8263252,Zero-config docs #57 (@shilman),,1
228,Bump version to: 0.0.26 [skip ci],0.75980365,Bump version to: 0.0.12 #3 (@kylesuss),,1
229,fix: Textarea accessibility,0.8188213,fix: Textarea accessibility #22 (@jsomsanith),,1
230,Upgrade storybook to 5.2.0-alpha.5,0.82076347,Upgrade storybook to 5.2.0-alpha.5  (@shilman),,1
231,Bump version to: 5.5.6 [skip ci],0.7283796,Bump version to: 0.0.12 #3 (@kylesuss),export images and icons,1
232,Bump version to: 7.2.2 [skip ci],0.7012238,Bump version to: 0.0.12 #3 (@kylesuss),,1
233,Update icon sizing,0.77312005,Increase size of icons in standard form elements #371 (@MichaelArestad),,1
234,Enable a11y addon (#15),0.86264473,Enable a11y addon #15 (@oorestisime),,1
235,cleanup,0.73033684,CLEANUP  (@ndelangen),,1
236,Fix Link containsIcon specificity (#38),0.92974824,Fix Link containsIcon specificity #38 (@kylesuss),,1
237,Clean and Qa,0.8518683,Clean and Qa  (@domyen),Add typography styles and a couple of missing colors to shared styles,1
238,Bump version to: 5.6.0 [skip ci],0.7530751,Bump version to: 0.0.12 #3 (@kylesuss),,1
239,"Add util func for loading fonts in Storybook, export to consumers",0.57408834,Add closeAlt icon from Storybook's UI  (@domyen),,0
240,Bump prismjs from 1.20.0 to 1.23.0,0.8992929,Bump prismjs from 1.20.0 to 1.23.0 #253 (@dependabot[bot]),,1
241,Bump version to: 7.7.5 [skip ci],0.6698265,Bump version to: 0.0.12 #3 (@kylesuss),upgrade to storybook 6.5,0
242,Add baseline components & stories,0.75494593,Add baseline components & stories  (@shilman),,1
243,"Change Input appearance=""pill"" focus color to blue",0.8950046,"Change Input appearance=""pill"" focus color to blue #53 (@domyen)",,1
244,Merge pull request #300 from storybookjs/dependabot/npm_and_yarn/nth-check-2.0.1,0.5552936,feat(WithTooltip): support Storybook 7 root element #394 (@yannbf),,0
245,Merge pull request #207 from storybookjs/deps/upgrade-storybook,0.60801804,Update org name to storybookjs from storybooks #4 (@kylesuss),Only change the look of a link when it is hovered over or tabbed to,0
246,Update form components to support secondary styling (#32),0.90638554,Update form components to support secondary styling #32 (@kylesuss),,1
