Index,Release Note,Release Note With Abstraction
124,"🐛  Bug Fix

Allow classname in TOC component #182 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.7  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Allow classname in TOC component #182 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.7  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
125,"🐛  Bug Fix

Table of Contents component #180 (@kylesuss)

⚠️  Pushed to master

Update version to 5.1.6  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Table of Contents component #180 (@kylesuss)
⚠️  Pushed to master
Update version to 5.1.6  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
126,Downgrade to SC v4 as a result of https://github.com/styled-components/styled-components/issues/3022,Downgrade to SC v4 as a result of link
127,"🐛  Bug Fix

Use 'as' prop to control button, link styles and avoid transient props #178 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.4  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Use 'as' prop to control button, link styles and avoid transient props #178 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.4  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
128,"🐛  Bug Fix

Do not dynamically generate styled button component in render #177 (@kylesuss)

⚠️  Pushed to master

Upgrade version to 5.1.3  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Do not dynamically generate styled button component in render #177 (@kylesuss)
⚠️  Pushed to master
Upgrade version to 5.1.3  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
129,"🐛  Bug Fix

Do not dynamically generate styled link component in render #176 (@kylesuss)
Update styled-components dependency #173 (@domyen)

⚠️  Pushed to master

Update version to 5.1.2  (@kylesuss)

Authors: 2

Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)
","🐛  Bug Fix
Do not dynamically generate styled link component in render #176 (@kylesuss)
Update styled-components dependency #173 (@domyen)
⚠️  Pushed to master
Update version to 5.1.2  (@kylesuss)
Authors: 2
Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)"
130,"🐛  Bug Fix

Remove recompose #172 (@kylesuss)
Thank you Kyle! 🙇 #171 (@kylesuss)

⚠️  Pushed to master

Update version to 5.1.1  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Remove recompose #172 (@kylesuss)
Thank you Kyle! 🙇 #171 (@kylesuss)
⚠️  Pushed to master
Update version to 5.1.1  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
131,"🚀  Enhancement

Upgrade to 6.0 / Args #164 (@shilman @ndelangen)

🐛  Bug Fix

Add/auto ref url #169 (@ndelangen)
upgrades && typescript migration #166 (@ndelangen)
[Security] Bump handlebars from 4.4.3 to 4.7.6 #167 (@dependabot-preview[bot])
Remove keycode, reduce bundle size #162 (@oliviertassinari)
Make border-radius more consistent #161 (@domyen)

⚠️  Pushed to master

ADD types/fs-extra  (@ndelangen)
ADD dotenv && CLEANUP  (@ndelangen)
CHANGE to projectToken  (@ndelangen)
CLEANUP  (@ndelangen)
Update chromatic domain name  (@domyen)

Authors: 3

Dominic Nguyen (@domyen)
Michael Shilman (@shilman)
Norbert de Langen (@ndelangen)
","🚀  Enhancement
Upgrade to 6.0 / Args #164 (@shilman @ndelangen)
🐛  Bug Fix
Add/auto ref url #169 (@ndelangen)
upgrades && typescript migration #166 (@ndelangen)
[Security] Bump handlebars from 4.4.3 to 4.7.6 #167 (@dependabot-preview[bot])
Remove keycode, reduce bundle size #162 (@oliviertassinari)
Make border-radius more consistent #161 (@domyen)
⚠️  Pushed to master
ADD types/fs-extra  (@ndelangen)
ADD dotenv && CLEANUP  (@ndelangen)
CHANGE to projectToken  (@ndelangen)
CLEANUP  (@ndelangen)
Update chromatic domain name  (@domyen)
Authors: 3
Dominic Nguyen (@domyen)
Michael Shilman (@shilman)
Norbert de Langen (@ndelangen)"
132,"🐛  Bug Fix

Refine outline and inverse button styling for :hover and :focus states #160 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛  Bug Fix
Refine outline and inverse button styling for :hover and :focus states #160 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
133,"⚠️  Pushed to master

Export Tooltip  (susskyle@gmail.com)

Authors: 1

Kyle Suss (susskyle@gmail.com)
","⚠️  Pushed to master
Export Tooltip  (susskyle@gmail.com)
Authors: 1
Kyle Suss (susskyle@gmail.com)"
134,"🐛  Bug Fix

Add new button styles inspired by LearnStorybook.com #158 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛  Bug Fix
Add new button styles inspired by LearnStorybook.com #158 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
135,"🐛  Bug Fix

Update icons #157 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛  Bug Fix
Update icons #157 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
136,"💥  Breaking Change

Downgrade Styled Components back to v4 #156 (@ghengeveld)

Authors: 1

Gert Hengeveld (@ghengeveld)
","💥  Breaking Change
Downgrade Styled Components back to v4 #156 (@ghengeveld)
Authors: 1
Gert Hengeveld (@ghengeveld)"
137,"💥  Breaking Change

Upgrade auto, node #151 (@kylesuss)

🐛  Bug Fix

Render tooltip portal in #root if it exists #155 (@ghengeveld)
upgraded to 5.3beta and added dependencies plugin #125 (@atanasster @ndelangen)
Upgrade to addon-essentials and main.js config #141 (@shilman @domyen @kylesuss)

🏠  Internal

Remove package-lock.json #153 (@shilman)
Config in package.json takes precedence + false is the default for thhttps://github.com/storybookjs/design-system #152 (@hipstersmoothie)

⚠️  Pushed to master

change chromatic workflow to 'push'  (@ndelangen)
add app-code in public  (@ndelangen)

Authors: 5

Andrew Lisowski (@hipstersmoothie)
Atanas Stoyanov (@atanasster)
Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)
Norbert de Langen (@ndelangen)
","💥  Breaking Change
Upgrade auto, node #151 (@kylesuss)
🐛  Bug Fix
Render tooltip portal in #root if it exists #155 (@ghengeveld)
upgraded to 5.3beta and added dependencies plugin #125 (@atanasster @ndelangen)
Upgrade to addon-essentials and main.js config #141 (@shilman @domyen @kylesuss)
🏠  Internal
Remove package-lock.json #153 (@shilman)
Config in package.json takes precedence + false is the default for thlink #152 (@hipstersmoothie)
⚠️  Pushed to master
change chromatic workflow to 'push'  (@ndelangen)
add app-code in public  (@ndelangen)
Authors: 5
Andrew Lisowski (@hipstersmoothie)
Atanas Stoyanov (@atanasster)
Dominic Nguyen (@domyen)
Kyle Suss (@kylesuss)
Norbert de Langen (@ndelangen)"
138,"💥  Breaking Change

Upgrade styled-components dep to 5.0.0 #148 (@kylesuss)

⚠️  Pushed to master

Change onlyPublishWithReleaseLabel setting  (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","💥  Breaking Change
Upgrade styled-components dep to 5.0.0 #148 (@kylesuss)
⚠️  Pushed to master
Change onlyPublishWithReleaseLabel setting  (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
139,"🐛  Bug Fix

Pass props down to Tooltip components #147 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Pass props down to Tooltip components #147 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
140,"🐛  Bug Fix

Fix usage of mode prop in WithTooltip #140 (@kylesuss)
Upgrade to 5.3-beta and simplified path separators #118 (@kylesuss)
Load languages after setting global Prism. #124 (@ghengeveld)

Authors: 2

Kyle Suss (@kylesuss)
Gert Hengeveld (@ghengeveld)
","🐛  Bug Fix
Fix usage of mode prop in WithTooltip #140 (@kylesuss)
Upgrade to 5.3-beta and simplified path separators #118 (@kylesuss)
Load languages after setting global Prism. #124 (@ghengeveld)
Authors: 2
Kyle Suss (@kylesuss)
Gert Hengeveld (@ghengeveld)"
141,"🐛  Bug Fix

Load languages after setting global Prism. #124 (@ghengeveld)

⚠️  Pushed to master

Update changelog  (@ghengeveld)

Authors: 1

Gert Hengeveld (@ghengeveld)
","🐛  Bug Fix
Load languages after setting global Prism. #124 (@ghengeveld)
⚠️  Pushed to master
Update changelog  (@ghengeveld)
Authors: 1
Gert Hengeveld (@ghengeveld)"
142,"💥  Breaking Change

Rename 'loading' prop to 'isLoading' to avoid unknown attribute warnings. #122 (@ghengeveld)

🐛  Bug Fix

Tech/use action #99 (@ndelangen)

Authors: 2

Gert Hengeveld (@ghengeveld)
Norbert de Langen (@ndelangen)
","💥  Breaking Change
Rename 'loading' prop to 'isLoading' to avoid unknown attribute warnings. #122 (@ghengeveld)
🐛  Bug Fix
Tech/use action #99 (@ndelangen)
Authors: 2
Gert Hengeveld (@ghengeveld)
Norbert de Langen (@ndelangen)"
143,"🐛  Bug Fix

Add yaml syntax highlighting to Highlight component #97 (@kylesuss)

📝  Documentation

Replace custom colors/typography stories with DocBlocks. #95 (@leerob)

Authors: 2

Kyle Suss (@kylesuss)
Lee Robinson (@leerob)
","🐛  Bug Fix
Add yaml syntax highlighting to Highlight component #97 (@kylesuss)
📝  Documentation
Replace custom colors/typography stories with DocBlocks. #95 (@leerob)
Authors: 2
Kyle Suss (@kylesuss)
Lee Robinson (@leerob)"
144,"🐛  Bug Fix

Fix wrapping, overflow on Highlight component #90 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Fix wrapping, overflow on Highlight component #90 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
145,"🐛  Bug Fix

Add left, right padding back to Highlight component #89 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Add left, right padding back to Highlight component #89 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
146,"🐛  Bug Fix

Remove default styling for Highlight code, pre selectors, conflict with globals #88 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Remove default styling for Highlight code, pre selectors, conflict with globals #88 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
147,"🐛  Bug Fix

Add back global styles for code, pre elements #87 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Add back global styles for code, pre elements #87 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
148,,
149,"🚀  Enhancement

Build out Highlight component to auto format, consolidate global code styling #80 (@kylesuss)

🐛  Bug Fix

Fix Highlight PropType error for CSS langauge #86 (@kylesuss)
Add delayHide prop to tooltip for better hover behavior #85 (@kylesuss)
Add global styling setup to README #79 (@kylesuss)
Fix hook usage #66 (@kylemh)

Authors: 2

Kyle Suss (@kylesuss)
Kyle Holmberg (@kylemh)
","🚀  Enhancement
Build out Highlight component to auto format, consolidate global code styling #80 (@kylesuss)
🐛  Bug Fix
Fix Highlight PropType error for CSS langauge #86 (@kylesuss)
Add delayHide prop to tooltip for better hover behavior #85 (@kylesuss)
Add global styling setup to README #79 (@kylesuss)
Fix hook usage #66 (@kylemh)
Authors: 2
Kyle Suss (@kylesuss)
Kyle Holmberg (@kylemh)"
150,"💥  Breaking Change

Remove font import from GlobalStyle, export fontUrl #77 (@kylesuss)

🐛  Bug Fix

Move remaining body styles to bodyStyles #76 (@tmeasday)
Improve stories so they look nicer in SB Docs #75 (@domyen)
Remove unused test scripts #74 (@kylesuss)
Add icons for unfold and alternative share #72 (@domyen)

Authors: 3

Kyle Suss (@kylesuss)
Tom Coleman (@tmeasday)
Dominic Nguyen (@domyen)
","💥  Breaking Change
Remove font import from GlobalStyle, export fontUrl #77 (@kylesuss)
🐛  Bug Fix
Move remaining body styles to bodyStyles #76 (@tmeasday)
Improve stories so they look nicer in SB Docs #75 (@domyen)
Remove unused test scripts #74 (@kylesuss)
Add icons for unfold and alternative share #72 (@domyen)
Authors: 3
Kyle Suss (@kylesuss)
Tom Coleman (@tmeasday)
Dominic Nguyen (@domyen)"
151,"🐛  Bug Fix

fix regression and clean up other icons  (@domyen)
Clean up other icons while I'm here  (@domyen)
Merge branch 'master' into add-icons  (@domyen)
Remove noise from other icons  (@domyen)
Add unfold and sharealt icons  (@domyen)
Revert ""Ignore stories in compiled output."" #68 (@domyen)
Remove unused dependencies #65 (@kylemh)
Ignore stories in compiled output. #62 (dom@hichroma.com)
Zero-config docs #57 (@shilman)

Authors: 4

@domyen
Kyle Holmberg (@kylemh)
dom@hichroma.com
Michael Shilman (@shilman)
","🐛  Bug Fix
fix regression and clean up other icons  (@domyen)
Clean up other icons while I'm here  (@domyen)
Merge branch 'master' into add-icons  (@domyen)
Remove noise from other icons  (@domyen)
Add unfold and sharealt icons  (@domyen)
Revert ""Ignore stories in compiled output."" #68 (@domyen)
Remove unused dependencies #65 (@kylemh)
Ignore stories in compiled output. #62 (dom@hichroma.com)
Zero-config docs #57 (@shilman)
Authors: 4
@domyen
Kyle Holmberg (@kylemh)
dom@hichroma.com
Michael Shilman (@shilman)"
152,"⚠️  Pushed to master

Upgrade SB Docs  (@michael@lab80.co)
Add design system image and show in readme  (@domyen)

Authors: 2

@michael@lab80.co
@domyen
","⚠️  Pushed to master
Upgrade SB Docs  (@michael@lab80.co)
Add design system image and show in readme  (@domyen)
Authors: 2
@michael@lab80.co
@domyen"
153,"🐛  Bug Fix

Input: Change the ""code"" style focus color to blue #56 (@domyen)
fix: Spinner accessibility #55 (@jsomsanith)

Authors: 2

Dominic Nguyen (@domyen)
Jimmy Somsanith (@jsomsanith)
","🐛  Bug Fix
Input: Change the ""code"" style focus color to blue #56 (@domyen)
fix: Spinner accessibility #55 (@jsomsanith)
Authors: 2
Dominic Nguyen (@domyen)
Jimmy Somsanith (@jsomsanith)"
154,"⚠️  Pushed to master

Fix WithTooltip 'as' prop collision w/ styled-components  (@susskyle@gmail.com)

Authors: 1

@susskyle@gmail.com
","⚠️  Pushed to master
Fix WithTooltip 'as' prop collision w/ styled-components  (@susskyle@gmail.com)
Authors: 1
@susskyle@gmail.com"
155,"🐛  Bug Fix

fix: withTooltip accessibility #47 (@jsomsanith)
Change Input appearance=""pill"" focus color to blue #53 (@domyen)

Authors: 2

Jimmy Somsanith (@jsomsanith)
Dominic Nguyen (@domyen)
","🐛  Bug Fix
fix: withTooltip accessibility #47 (@jsomsanith)
Change Input appearance=""pill"" focus color to blue #53 (@domyen)
Authors: 2
Jimmy Somsanith (@jsomsanith)
Dominic Nguyen (@domyen)"
156,"🐛  Bug Fix

Remove Tooltip onClick duplication #52 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Remove Tooltip onClick duplication #52 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
157,"🐛  Bug Fix

fix: ListItem accessibility #50 (@jsomsanith)

Authors: 1

Jimmy Somsanith (@jsomsanith)
","🐛  Bug Fix
fix: ListItem accessibility #50 (@jsomsanith)
Authors: 1
Jimmy Somsanith (@jsomsanith)"
158,"🐛  Bug Fix

Make button text bolder to increase readability #49 (@domyen)

Authors: 1

Dominic Nguyen (@domyen)
","🐛  Bug Fix
Make button text bolder to increase readability #49 (@domyen)
Authors: 1
Dominic Nguyen (@domyen)"
159,"🐛  Bug Fix

Memoize LinkWrapper in tooltip/ListItem for perf #48 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Memoize LinkWrapper in tooltip/ListItem for perf #48 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
160,"🐛  Bug Fix

fix: Link - LinkWrapper optimisation #44 (@jsomsanith)
feat: ButtonWrapper prop in Button to customise rendering #41 (@jsomsanith @kylesuss)

⚠️  Pushed to master

Avoid recreating onHide function prop in WithTooltip  (@susskyle@gmail.com)

Authors: 3

Jimmy Somsanith (@jsomsanith)
Kyle Suss (@kylesuss)
@susskyle@gmail.com
","🐛  Bug Fix
fix: Link - LinkWrapper optimisation #44 (@jsomsanith)
feat: ButtonWrapper prop in Button to customise rendering #41 (@jsomsanith @kylesuss)
⚠️  Pushed to master
Avoid recreating onHide function prop in WithTooltip  (@susskyle@gmail.com)
Authors: 3
Jimmy Somsanith (@jsomsanith)
Kyle Suss (@kylesuss)
@susskyle@gmail.com"
161,"🐛  Bug Fix

fix: ProgressDot accessibility #45 (@jsomsanith)
Add extrabold vars for styling #46 (@kylesuss)
Add appearance to ListItem #43 (@kylesuss)

Authors: 2

Jimmy Somsanith (@jsomsanith)
Kyle Suss (@kylesuss)
","🐛  Bug Fix
fix: ProgressDot accessibility #45 (@jsomsanith)
Add extrabold vars for styling #46 (@kylesuss)
Add appearance to ListItem #43 (@kylesuss)
Authors: 2
Jimmy Somsanith (@jsomsanith)
Kyle Suss (@kylesuss)"
162,"🐛  Bug Fix

Refactor tooltip ListItem for flexibility in to/href prop names #42 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Refactor tooltip ListItem for flexibility in to/href prop names #42 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
163,"🐛  Bug Fix

Export tooltip ListItem for consumption #40 (@kylesuss)
Export spinner so it can be consumed #39 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Export tooltip ListItem for consumption #40 (@kylesuss)
Export spinner so it can be consumed #39 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
164,"🐛  Bug Fix

Fix Link containsIcon specificity #38 (@kylesuss)
Fix tertiary hover styles. Use tertiary color #37 (@kylesuss)
fix: link stories accessibility #34 (@jsomsanith @domyen)

Authors: 3

Kyle Suss (@kylesuss)
Jimmy Somsanith (@jsomsanith)
Dominic Nguyen (@domyen)
","🐛  Bug Fix
Fix Link containsIcon specificity #38 (@kylesuss)
Fix tertiary hover styles. Use tertiary color #37 (@kylesuss)
fix: link stories accessibility #34 (@jsomsanith @domyen)
Authors: 3
Kyle Suss (@kylesuss)
Jimmy Somsanith (@jsomsanith)
Dominic Nguyen (@domyen)"
165,"🐛  Bug Fix

Add lightningoff icon #35 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Add lightningoff icon #35 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
166,"🐛  Bug Fix

Fix Input, TextArea label font weight #33 (@kylesuss)

⚠️  Pushed to master

Upgrade addon-docs to 5.2.0-alpha.30  (@michael@lab80.co)

Authors: 2

Kyle Suss (@kylesuss)
@michael@lab80.co
","🐛  Bug Fix
Fix Input, TextArea label font weight #33 (@kylesuss)
⚠️  Pushed to master
Upgrade addon-docs to 5.2.0-alpha.30  (@michael@lab80.co)
Authors: 2
Kyle Suss (@kylesuss)
@michael@lab80.co"
167,"🐛  Bug Fix

Update form components to support secondary styling #32 (@kylesuss)
Update Icon comments for formatting in docs mode #30 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Update form components to support secondary styling #32 (@kylesuss)
Update Icon comments for formatting in docs mode #30 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
168,"🐛  Bug Fix

Update outline button appearance shadow to secondary color #31 (@kylesuss)
Refactor Highlight CSS loading to avoid css-loader expectation #29 (@kylesuss)
fix: icon story accessibility #28 (@jsomsanith)
fix: select accessibility #27 (@jsomsanith)

Authors: 2

Kyle Suss (@kylesuss)
Jimmy Somsanith (@jsomsanith)
","🐛  Bug Fix
Update outline button appearance shadow to secondary color #31 (@kylesuss)
Refactor Highlight CSS loading to avoid css-loader expectation #29 (@kylesuss)
fix: icon story accessibility #28 (@jsomsanith)
fix: select accessibility #27 (@jsomsanith)
Authors: 2
Kyle Suss (@kylesuss)
Jimmy Somsanith (@jsomsanith)"
169,"🐛  Bug Fix

Update Checkbox styling to mirror Radio #26 (@domyen)
fix: radio accessiblity #25 (@jsomsanith-tlnd @jsomsanith @domyen)
fix: checkbox accessibility #23 (@jsomsanith-tlnd @domyen)

⚠️  Pushed to master

Add closeAlt icon from Storybook's UI  (@domyen)
Add :checked:focus state on the checkboxes && updated stories  (@domyen)

Authors: 3

Dominic Nguyen (@domyen)
Jimmy Somsanith (@jsomsanith-tlnd)
Jimmy Somsanith (@jsomsanith)
","🐛  Bug Fix
Update Checkbox styling to mirror Radio #26 (@domyen)
fix: radio accessiblity #25 (@jsomsanith-tlnd @jsomsanith @domyen)
fix: checkbox accessibility #23 (@jsomsanith-tlnd @domyen)
⚠️  Pushed to master
Add closeAlt icon from Storybook's UI  (@domyen)
Add :checked:focus state on the checkboxes && updated stories  (@domyen)
Authors: 3
Dominic Nguyen (@domyen)
Jimmy Somsanith (@jsomsanith-tlnd)
Jimmy Somsanith (@jsomsanith)"
170,"🐛  Bug Fix

Only pass appropriate link props to Tooltip ListItem #24 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Only pass appropriate link props to Tooltip ListItem #24 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
171,"🐛  Bug Fix

fix: Textarea accessibility #22 (@jsomsanith)
fix: invalid input with aria-invalid attribute #20 (@jsomsanith)

Authors: 1

Jimmy Somsanith (@jsomsanith)
","🐛  Bug Fix
fix: Textarea accessibility #22 (@jsomsanith)
fix: invalid input with aria-invalid attribute #20 (@jsomsanith)
Authors: 1
Jimmy Somsanith (@jsomsanith)"
172,"🐛  Bug Fix

Add support for closeOnClick to WithTooltip #19 (@kylesuss)
fix: input accessibility #18 (@jsomsanith)
Enable a11y addon #15 (@oorestisime)
chore: button icon only demo text alternative #17 (@jsomsanith)
fix: AvatarList ellipsis in an li #16 (@jsomsanith)
fix: avatar list accessibility #14 (@jsomsanith)
fix: Avatar accessibility #12 (@jsomsanith)

⚠️  Pushed to master

Talk about the scope/goals of the design system  (@domyen)
Upgrade addon-docs to 5.2.0-alpha.27  (@michael@lab80.co)

Authors: 5

Kyle Suss (@kylesuss)
Jimmy Somsanith (@jsomsanith)
Orestis Ioannou (@oorestisime)
@domyen
@michael@lab80.co
","🐛  Bug Fix
Add support for closeOnClick to WithTooltip #19 (@kylesuss)
fix: input accessibility #18 (@jsomsanith)
Enable a11y addon #15 (@oorestisime)
chore: button icon only demo text alternative #17 (@jsomsanith)
fix: AvatarList ellipsis in an li #16 (@jsomsanith)
fix: avatar list accessibility #14 (@jsomsanith)
fix: Avatar accessibility #12 (@jsomsanith)
⚠️  Pushed to master
Talk about the scope/goals of the design system  (@domyen)
Upgrade addon-docs to 5.2.0-alpha.27  (@michael@lab80.co)
Authors: 5
Kyle Suss (@kylesuss)
Jimmy Somsanith (@jsomsanith)
Orestis Ioannou (@oorestisime)
@domyen
@michael@lab80.co"
173,"🐛  Bug Fix

Destructure LinkWrapper props to avoid passing them down #11 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Destructure LinkWrapper props to avoid passing them down #11 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
174,"🐛  Bug Fix

Fix LinkWrapper props to avoid collisions w React, Gatsby, etc links #10 (@kylesuss)

⚠️  Pushed to master

Upgrade to addon-docs 5.2.0-alpha.23  (@michael@lab80.co)

Authors: 2

Kyle Suss (@kylesuss)
@michael@lab80.co
","🐛  Bug Fix
Fix LinkWrapper props to avoid collisions w React, Gatsby, etc links #10 (@kylesuss)
⚠️  Pushed to master
Upgrade to addon-docs 5.2.0-alpha.23  (@michael@lab80.co)
Authors: 2
Kyle Suss (@kylesuss)
@michael@lab80.co"
175,"🐛  Bug Fix

Export Highlight for consumption #9 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Export Highlight for consumption #9 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
176,"🐛  Bug Fix

Fix Link transition perf by specifying properties #8 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Fix Link transition perf by specifying properties #8 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
177,"🐛  Bug Fix

Add Highlight component w/ bash, JS, TS, CSS, JSON support #7 (@kylesuss)

Authors: 1

Kyle Suss (@kylesuss)
","🐛  Bug Fix
Add Highlight component w/ bash, JS, TS, CSS, JSON support #7 (@kylesuss)
Authors: 1
Kyle Suss (@kylesuss)"
178,,
179,"🐛  Bug Fix

Apply link styles to LinkWrapper #6 (@kylesuss)
Document yarn release, add .yarnrc & .eslintignore #5 (@kylesuss)
","🐛  Bug Fix
Apply link styles to LinkWrapper #6 (@kylesuss)
Document yarn release, add .yarnrc & .eslintignore #5 (@kylesuss)"
180,,
181,"🐛  Bug Fix

Update org name to storybookjs from storybooks #4 (@kylesuss)
Bump version to: 0.0.12 #3 (@kylesuss)
Solidify button appearance combos, document active state #2 (@kylesuss)

⚠️  Pushed to master

Upgrade addon-docs to alpha.21  (@michael@lab80.co)
storybook 5.2.0-alpha.16  (@michael@lab80.co)
Upgrade addon-docs  (@michael@lab80.co)
Storybook 5.2.0-alpha.13 && build-docs on publish  (@michael@lab80.co)

Authors: 2

Kyle Suss (@kylesuss)
@michael@lab80.co
","🐛  Bug Fix
Update org name to storybookjs from storybooks #4 (@kylesuss)
Bump version to: 0.0.12 #3 (@kylesuss)
Solidify button appearance combos, document active state #2 (@kylesuss)
⚠️  Pushed to master
Upgrade addon-docs to alpha.21  (@michael@lab80.co)
storybook 5.2.0-alpha.16  (@michael@lab80.co)
Upgrade addon-docs  (@michael@lab80.co)
Storybook 5.2.0-alpha.13 && build-docs on publish  (@michael@lab80.co)
Authors: 2
Kyle Suss (@kylesuss)
@michael@lab80.co"
182,"⚠️  Pushed to master

Add props descriptions via docgen comments  (@domyen)
Refactor Button props to better document the proptypes  (@domyen)
Get PropsTable working for all components  (@domyen)
Upgrade addon-docs  (@michael@lab80.co)
Merge branch 'master' of github.com:storybooks/design-system  (@michael@lab80.co)
Upgrade addon-docs  (@michael@lab80.co)

Authors: 2

@domyen
@michael@lab80.co
","⚠️  Pushed to master
Add props descriptions via docgen comments  (@domyen)
Refactor Button props to better document the proptypes  (@domyen)
Get PropsTable working for all components  (@domyen)
Upgrade addon-docs  (@michael@lab80.co)
Merge branch 'master' of github.com:storybooks/design-system  (@michael@lab80.co)
Upgrade addon-docs  (@michael@lab80.co)
Authors: 2
@domyen
@michael@lab80.co"
183,"⚠️  Pushed to master

Move ListItem to the /tooltip dir  (@domyen)
Export Link  (@domyen)

Authors: 1

@domyen
","⚠️  Pushed to master
Move ListItem to the /tooltip dir  (@domyen)
Export Link  (@domyen)
Authors: 1
@domyen"
