Index,Message,Description,Message Abstract,Description Abstract
80,api: fix duplicate gateway.yml paths,"Turns out this doesn’t work: ```yaml   - selector: hashicorp.waypoint.Waypoint.SetConfig     put: /project/config     body: ""*""  selector: hashicorp.waypoint.Waypoint.DeleteConfig     put: /project/config     body: ""*"" ```  Because both requests are for PUT /project/config and as a result grpc-gateway doesn’t know how to direct the request. protoc-grpc-gateway fails with the following: go generate ./pkg/server --swagger_out: must not set request body when http method is DELETE except allow_delete_body option is true: DeleteConfig pkg/server/server.go:6: running ""sh"": exit status 1 make: *** [gen/server] Error 1 This change disambiguates the paths, but at the cost of a rather unintuitive path for the Delete rpcs. We can’t use delete: /project/config because grpc-gateway does not permit DELETE request to have a body.",api: fix duplicate gateway.yml paths,"Turns out this doesn’t work: ```yaml   - selector: hashicorp.waypoint.Waypoint.SetConfig     put: /project/config     body: ""*"" selector: hashicorp.waypoint.Waypoint.DeleteConfig     put: /project/config     body: ""*"" ``` Because both requests are for PUT /project/config and as a result grpc-gateway doesn’t know how to direct the request. protoc-grpc-gateway fails with the following: go generate ./pkg/server --swagger_out: must not set request body when http method is DELETE except allow_delete_body option is true: DeleteConfig pkg/server/server.go:6: running ""sh"": exit status 1 make: *** [gen/server] Error 1 This change disambiguates the paths, but at the cost of a rather unintuitive path for the Delete rpcs. We can’t use delete: /project/config because grpc-gateway does not permit DELETE request to have a body."
81,Merge pull request #4754 from hashicorp/f/cfg-cfgsrcs/explicit-endpoints,"server,cli: Add explicit delete RPC and CLI endpoints for Config and ConfigSourcers + tests",Merge pull request #4754 from hashicorp/f/cfg-cfgsrcs/explicit-endpoints,"server,cli: Add explicit delete RPC and CLI endpoints for Config and ConfigSourcers + tests"
82,typo: Fix typo in err message,,typo: Fix typo in err message,
83,improvement: Auto Unset all requested ConfigVars for delete,,improvement: Auto Unset all requested ConfigVars for delete,
84,gateway: Manually add gateway yml entries,,gateway: Manually add gateway yml entries,
85,Add CHANGELOG,,Add CHANGELOG,
86,fixups: Various fixups in doc strings,,fixups: Various fixups in doc strings,
87,website: auto-gen,,website: auto-gen,
88,cli: Add config source-delete CLI command,,cli: Add config source-delete CLI command,
89,statetest: Add test for explicit config sourcer deletes,,statetest: Add test for explicit config sourcer deletes,
90,Add tests for config and config sourcers,,Add tests for config and config sourcers,
91,server: Add ConfigSourceDelete rpc and db func,,server: Add ConfigSourceDelete rpc and db func,
92,server: proto auto-gen,,server: proto auto-gen,
93,Website: add config delete to nav,,Website: add config delete to nav,
94,server/proto: Add DeleteConfigSourceRequest,,server/proto: Add DeleteConfigSourceRequest,
95,website: auto-gen,,website: auto-gen,
96,cli: Properly set project scope,,cli: Properly set project scope,
97,cli: Add config var targeting,,cli: Add config var targeting,
98,cli: Add config delete CLI,,cli: Add config delete CLI,
99,server: Add ConfigDelete db and API rpc,"This commit introduces a simple ConfigDelete endpoint, which uses the existing ConfigSet endpoint to delete or unset config vars. To make this change as simple as possible, we can still leverage the existing system to unset variables, but introduce a more explicit endpoint for deleting configs.",server: Add ConfigDelete db and API rpc,"This commit introduces a simple ConfigDelete endpoint, which uses the existing ConfigSet endpoint to delete or unset config vars. To make this change as simple as possible, we can still leverage the existing system to unset variables, but introduce a more explicit endpoint for deleting configs."
100,proto: auto-gen,,proto: auto-gen,
101,server: Add DeleteConfig endpoint in proto,,server: Add DeleteConfig endpoint in proto,
102,Merge pull request #4747 from hashicorp/pipelines/current-pipeline-ref-pipeline-step,Add “root pipeline” fields to jobs,Merge pull request #4747 from hashicorp/pipelines/current-pipeline-ref-pipeline-step,Add “root pipeline” fields to jobs
103,Merge pull request #4756 from hashicorp/gh/more-explicit-suggestions-for-gateway-yml-errs,gh: Be more explicit for resolving gateway yml checks,Merge pull request #4756 from hashicorp/gh/more-explicit-suggestions-for-gateway-yml-errs,gh: Be more explicit for resolving gateway yml checks
104,Merge pull request #4755 from hashicorp/b/forgot-to-autogen-docs,Website: autogen,Merge pull request #4755 from hashicorp/b/forgot-to-autogen-docs,Website: autogen
105,gh: Be more explicit for resolving gateway yml checks,,gh: Be more explicit for resolving gateway yml checks,
106,Website: autogen,Fix missing auto-generated website docs to fix PR checks,Website: autogen,Fix missing auto-generated website docs to fix PR checks
107,wip-docs,,wip-docs,
108,Make ecs platform alb.load_balancer_arn optional,Fixes: https://github.com/hashicorp/waypoint/issues/4680,Make ecs platform alb.load_balancer_arn optional,Fixes: link
109,Merge pull request #4742 from hashicorp/i-ecs-target-group-protocol,ECS bug fixes and improvements,Merge pull request #4742 from hashicorp/i-ecs-target-group-protocol,ECS bug fixes and improvements
110,plugin/ecs: Error message updates for ALB destroy.,,plugin/ecs: Error message updates for ALB destroy.,
111,plugin/ecs: Simplify conditional for target group protocol.,Co-authored-by: Clint catsby@users.noreply.github.com,plugin/ecs: Simplify conditional for target group protocol.,Co-authored-by: Clint catsby@users.noreply.github.com
112,Merge pull request #4748 from hashicorp/get-project-template-by-name,Add gateway.yml mapping for GetProjectTemplate by name,Merge pull request #4748 from hashicorp/get-project-template-by-name,Add gateway.yml mapping for GetProjectTemplate by name
113,Return error if template file not found,,Return error if template file not found,
114,Populate “root pipeline” fields in service_pipeline,,Populate “root pipeline” fields in service_pipeline,
115,Add “root pipeline” fields to ptypes/pipeline_ui,,Add “root pipeline” fields to ptypes/pipeline_ui,
116,Add “root pipeline” fields to Ref.PipelineStep,,Add “root pipeline” fields to Ref.PipelineStep,
117,Merge pull request #4741 from hashicorp/taskinsp-update,Fixed typo: task-inspect.go,Merge pull request #4741 from hashicorp/taskinsp-update,Fixed typo: task-inspect.go
118,removed new line,,removed new line,
119,check to see if commit signing works,,check to see if commit signing works,
120,removed typo on line 300,removed typo on line 300,removed typo on line 300,removed typo on line 300
121,Add gateway.yml mapping for GetProjectTemplate by name,Co-authored-by: Sabrina Ko sabrina@hashicorp.com,Add gateway.yml mapping for GetProjectTemplate by name,Co-authored-by: Sabrina Ko sabrina@hashicorp.com
122,remove extra logging,,remove extra logging,
123,Merge pull request #4744 from hashicorp/bug/pipelines/dont-append-same-context,internal/config: Remove redundant context append for parsing,Merge pull request #4744 from hashicorp/bug/pipelines/dont-append-same-context,internal/config: Remove redundant context append for parsing
124,docs: Add integrations docs.,,docs: Add integrations docs.,
125,plugin/ecs: Delete ALB only if it is managed by Waypoint.,"Prior to this commit, the ALB would be deleted even if Waypoint did not create it.",plugin/ecs: Delete ALB only if it is managed by Waypoint.,"Prior to this commit, the ALB would be deleted even if Waypoint did not create it."
126,test: Use real plugin for tests to fix parse err,,test: Use real plugin for tests to fix parse err,
127,Add changelog,,Add changelog,
128,internal/config: Remove redundant context append for parsing,"Prior to this commit, if a config had many pipeline stanzas, say more than 6, each time we would parse a pipeline via the hcl EvalContext we would append that context to the current one to capture any additional parts of the config. Given that we are evaluating the entire config file and not parts of it, this action was redundant. Additionally, it made parsing many pipeline configs slow for each appended context. This fixes it by removing the append. We don't need to append this, given we have the full config context each time we parse pipelines.",internal/config: Remove redundant context append for parsing,"Prior to this commit, if a config had many pipeline stanzas, say more than 6, each time we would parse a pipeline via the hcl EvalContext we would append that context to the current one to capture any additional parts of the config. Given that we are evaluating the entire config file and not parts of it, this action was redundant. Additionally, it made parsing many pipeline configs slow for each appended context. This fixes it by removing the append. We don't need to append this, given we have the full config context each time we parse pipelines."
129,Merge pull request #4743 from hashicorp/dependabot/github_actions/actions/labeler-4.0.4,chore(deps): bump actions/labeler from 4.0.3 to 4.0.4,Merge pull request #4743 from hashicorp/dependabot/github_actions/actions/labeler-4.0.4,chore(deps): bump actions/labeler from 4.0.3 to 4.0.4
130,chore(deps): bump actions/labeler from 4.0.3 to 4.0.4,Bumps actions/labeler from 4.0.3 to 4.0.4. - Release notes - Commits  updated-dependencies: - dependency-name: actions/labeler   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump actions/labeler from 4.0.3 to 4.0.4,Bumps actions/labeler from 4.0.3 to 4.0.4. - Release notes - Commits updated-dependencies: - dependency-name: actions/labeler   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
131,runnerinstall/ecs: Add ODR IAM policy permission to ECS runner to get target group health.,,runnerinstall/ecs: Add ODR IAM policy permission to ECS runner to get target group health.,
132,plugin/ecs: Fix bug where incorrect number of target groups was checked when destroying a target group.,,plugin/ecs: Fix bug where incorrect number of target groups was checked when destroying a target group.,
133,plugin/ecs: Add logging to default ECS releaser.,Upgrade AWS SDK version as well.,plugin/ecs: Add logging to default ECS releaser.,Upgrade AWS SDK version as well.
134,plugin/ecs: Set Matcher to empty struct for target group health check.,,plugin/ecs: Set Matcher to empty struct for target group health check.,
135,plugin/ecs: Add config options for setting the AWS target group protocol and version.,"Prior to this commit, only the HTTP protocol was supported. Users of applications which require other protocols, or other protocol versions, such as gRPC, are now supported. A bug was also fixed, where the user-specified health check protocol was previously being set to the target group protocol, instead of the health check's.",plugin/ecs: Add config options for setting the AWS target group protocol and version.,"Prior to this commit, only the HTTP protocol was supported. Users of applications which require other protocols, or other protocol versions, such as gRPC, are now supported. A bug was also fixed, where the user-specified health check protocol was previously being set to the target group protocol, instead of the health check's."
136,Merge pull request #4739 from parikxxit/patch-1,Typo fixes in release_create.go and accept_test.go,Merge pull request #4739 from parikxxit/patch-1,Typo fixes in release_create.go and accept_test.go
137,Update formatting from PR comments,Co-authored-by: Joe 83741749+paladin-devops@users.noreply.github.com,Update formatting from PR comments,Co-authored-by: Joe 83741749+paladin-devops@users.noreply.github.com
138,Fixed typo for TestRunnerAccept_closeCancelesAccept,,Fixed typo for TestRunnerAccept_closeCancelesAccept,
139,Update release_create.go,Fixed the typo as requested in issue #4738,Update release_create.go,Fixed the typo as requested in issue #4738
140,plugin/helm: use proper namespaces,,plugin/helm: use proper namespaces,
141,"wip: upgrade helm, use setnamespace, some other things",,"wip: upgrade helm, use setnamespace, some other things",
142,Merge pull request #4712 from hashicorp/wap1152-logip,Do not allow forwarded IP to overwrite request source IP in logs,Merge pull request #4712 from hashicorp/wap1152-logip,Do not allow forwarded IP to overwrite request source IP in logs
143,modify changelog,,modify changelog,
144,add changelog,,add changelog,
145,Merge pull request #4732 from hashicorp/ptypes-pipeline-ui-filter-tasks,"Ignore {Start,Stop,Watch}Task in ptypes.UI_PipelineRunTreeFromJobs",Merge pull request #4732 from hashicorp/ptypes-pipeline-ui-filter-tasks,"Ignore {Start,Stop,Watch}Task in ptypes.UI_PipelineRunTreeFromJobs"
146,Update tfc-nocode-module flag descriptions,,Update tfc-nocode-module flag descriptions,
147,Rename markdown template flag to include path,Before this commit the -readme-markdown-template flag was ambiguous in whether the contents should be the markdown template or a path to a markdown file. This commit modifies the flag to clear up this ambiguity.,Rename markdown template flag to include path,Before this commit the -readme-markdown-template flag was ambiguous in whether the contents should be the markdown template or a path to a markdown file. This commit modifies the flag to clear up this ambiguity.
148,Remove commented proto reference,,Remove commented proto reference,
149,Clean up CLI output,This commit includes PR suggestions from Brian to clean up the CLI output Co-authored-by: Brian Cain bcain@hashicorp.com,Clean up CLI output,This commit includes PR suggestions from Brian to clean up the CLI output Co-authored-by: Brian Cain bcain@hashicorp.com
150,Enable project template cli commands in Waypoint,,Enable project template cli commands in Waypoint,
151,Add template delete to cli,,Add template delete to cli,
152,Add template inspect to cli,,Add template inspect to cli,
153,Add template update to cli,,Add template update to cli,
154,Add template create to cli,,Add template create to cli,
155,Add template list to cli,,Add template list to cli,
156,"Ignore {Start,Stop,Watch}Task in ptypes.UI_PipelineRunTreeFromJobs","Ideally, these wouldn’t be passed-in in the first place, but if they are then it’s better to ignore them.","Ignore {Start,Stop,Watch}Task in ptypes.UI_PipelineRunTreeFromJobs","Ideally, these wouldn’t be passed-in in the first place, but if they are then it’s better to ignore them."
157,Merge pull request #4727 from hashicorp/b-dont-leak-body,Close the resp.Body in all exits of the loop body,Merge pull request #4727 from hashicorp/b-dont-leak-body,Close the resp.Body in all exits of the loop body
158,Merge pull request #4567 from hashicorp/WAYP-754-ui-get-pipeline-run,Add UI_GetPipelineRun,Merge pull request #4567 from hashicorp/WAYP-754-ui-get-pipeline-run,Add UI_GetPipelineRun
159,Implement UI_GetPipelineRun,,Implement UI_GetPipelineRun,
160,Add ptypes.UI_PipelineRunTreeFromJobs,Co-authored-by: Brian Cain bcain@hashicorp.com,Add ptypes.UI_PipelineRunTreeFromJobs,Co-authored-by: Brian Cain bcain@hashicorp.com
161,Add graph.Graph.TransitiveReduction,,Add graph.Graph.TransitiveReduction,
162,Close the resp.Body in all exits of the loop body,,Close the resp.Body in all exits of the loop body,
163,Merge pull request #4726 from hashicorp/dependabot/github_actions/actions/setup-go-4.0.1,chore(deps): bump actions/setup-go from 4.0.0 to 4.0.1,Merge pull request #4726 from hashicorp/dependabot/github_actions/actions/setup-go-4.0.1,chore(deps): bump actions/setup-go from 4.0.0 to 4.0.1
164,Merge pull request #4725 from hashicorp/test_job_datarace,Remove more race conditions in job test,Merge pull request #4725 from hashicorp/test_job_datarace,Remove more race conditions in job test
165,Merge pull request #4724 from hashicorp/token-validate,Validating tokens,Merge pull request #4724 from hashicorp/token-validate,Validating tokens
166,chore(deps): bump actions/setup-go from 4.0.0 to 4.0.1,Bumps actions/setup-go from 4.0.0 to 4.0.1. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-go   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump actions/setup-go from 4.0.0 to 4.0.1,Bumps actions/setup-go from 4.0.0 to 4.0.1. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-go   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
167,Merge pull request #4716 from hashicorp/handle_unhandled_errors,update error handling for unhandled errors,Merge pull request #4716 from hashicorp/handle_unhandled_errors,update error handling for unhandled errors
168,A few more instances of unsafe job assigns,,A few more instances of unsafe job assigns,
169,Remove more race conditions in job test,"Identical to #4723, but in more places!",Remove more race conditions in job test,"Identical to #4723, but in more places!"
170,Only calling the token validator in functions that require it.,"There are lots of places where we invoke internal RPCs during tests without loading a proper token into ctx. We could update all the tests to load a test token into ctx, but not today!",Only calling the token validator in functions that require it.,"There are lots of places where we invoke internal RPCs during tests without loading a proper token into ctx. We could update all the tests to load a test token into ctx, but not today!"
171,Validating tokens,This is mostly only relevant for testing - the server shouldn't ever generate a token that it doesn't think is valid - but this at least turns a category of bug from a panic to an appropriate server error.,Validating tokens,This is mostly only relevant for testing - the server shouldn't ever generate a token that it doesn't think is valid - but this at least turns a category of bug from a panic to an appropriate server error.
172,Merge pull request #4723 from hashicorp/fix-race-job-test,Remove race condition in job test,Merge pull request #4723 from hashicorp/fix-race-job-test,Remove race condition in job test
173,Update pkg/serverstate/statetest/test_job.go,Co-authored-by: Clint catsby@users.noreply.github.com,Update pkg/serverstate/statetest/test_job.go,Co-authored-by: Clint catsby@users.noreply.github.com
174,Remove race condition in job test,This removes a race condition where we're writing to job in one goroutine and reading in another during a test. Race report: https://github.com/hashicorp/waypoint/actions/runs/4962203124/jobs/8879981994?pr=4708#step:8:387,Remove race condition in job test,This removes a race condition where we're writing to job in one goroutine and reading in another during a test. Race report: link
175,Merge pull request #4696 from hashicorp/enhanced_project_view,Tests for template-related fields Projects,Merge pull request #4696 from hashicorp/enhanced_project_view,Tests for template-related fields Projects
