Index,Message,Description
13,storage_bucket_object documentation : add example for creating empty folder in bucket (#7721) (#14422),Signed-off-by: Modular Magician magic-modules@google.com
14,Added support for CMEK in alloydb backup resource (#7829) (#14421),"  Added validation for ""type"" in cloud_sql_user_resource for preventing user from setting ""password"" or ""host"" for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT user types.   Removed validation and added documentation to prevent setting of host or password field for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT   Added support for CMEK in alloydb backup resource   Signed-off-by: Modular Magician magic-modules@google.com"
15,Introducing google_sql_tiers data source (#7801) (#14420),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Scott Suarez ScottSuarez@google.com
16,Update list implementation in google_dns_keys data source (#7748) (#14418), Change computed blocks fields to schema.ListAttribute  This is required to fix plan-time issues like : https://github.com/hashicorp/terraform-provider-google/issues/14298  Update acceptance tests to check computed blocks are accessible at plan time  Signed-off-by: Modular Magician magic-modules@google.com
17,Reduce length of bucket name in downstream acctest (#7802) (#14416),Signed-off-by: Modular Magician magic-modules@google.com
18,Rename file to match data_source_ filename prefix convention (#7815) (#14415),Signed-off-by: Modular Magician magic-modules@google.com
19,Fix environment vars for tests (make test command) (#7769) (#14414),Signed-off-by: Modular Magician magic-modules@google.com
20,Add configuration for Endpoint policy (#7751) (#14413),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Riley Karson rileykarson@google.com Co-authored-by: Madhura Phadnis madhurap@google.com
21,replacing %{random_suffix} from dcl docs1 (#7819) (#14412),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
22,docs: fix typo in container_cluster (#7793) (#14410),Closes https://github.com/hashicorp/terraform-provider-google/pull/14267 Signed-off-by: Modular Magician magic-modules@google.com
23,Create the resource Address groups (#7713) (#14408),"  adding the resource, the examples and the test   fix identation   updating the examples   adding in the tests the labels to include this field into covered and removing self-link   fixing required fields and adding one more item into the update test   Signed-off-by: Modular Magician magic-modules@google.com"
24,Format YAML for products a-b (#7785) (#14407),  Format YAML for products a-b   Update mmv1/products/accesscontextmanager/ServicePerimeter.yaml    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com
25,Add configuration for traffic director serviceBinding resource (#7605) (#14402),"  Configuration for traffic director Mesh resource.   Add more tests for Mesh resource   Use new provider for test   Configuration for service binding.   Add hand written test for service binding.   Revert ""Add hand written test for service binding.""   This reverts commit 367449af370e7e09509cba20d24ed2c152251072.   Update service binding yaml.   reduce timeouts.   Update mmv1/products/networkservices/ServiceBinding.yaml   Service binding update test.   Fix compile error.   Mark the Service Binding resource immutable.    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Madhura Phadnis madhurap@google.com Co-authored-by: Sam Levenick slevenick@google.com"
26,inspectConfig added to jobTrigger (#7677) (#14401),  inspectConfig added to jobTrigger   Test Precheck Updated   fields added to test   removed deprecated attributes contentOptions and detectionRules   customInfoTypes tests added covering all attributes   tabs removed from erb file and double space added   removed required from mentioned attributes   minor changes   Additional test for Exclusion Rule added   removing required from hotwordRegex and pattern   Spacing changed   immutable removed from customInfoType attributes   required removed from proximity   required removed from proximity and likelihoodAdjustment in rules   Tests modified and new cases added   added remaining 4 attr to test config   minor changes   Signed-off-by: Modular Magician magic-modules@google.com
27,Add automated tests for AlloyDB instance  (#7767) (#14400),  Add test to see if primary instance creation succeeds with mandatory fields   Add test to see if primary instance creation succeeds with maximum number of fields   Typo fix   Remove initial user   Add test to see if primary and read-pool instance creation succeeds using depends_on   Add test to see if we are able to update a database flag in primary instance   Fix typo   Fix typo in DB flags   Add ignore_changes for annotations and gce_zone   Rectify read-pool instance configuration   Signed-off-by: Modular Magician magic-modules@google.com
28,Add google_gkeonprem_vmware_cluster resource (#7714) (#14399),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Riley Karson rileykarson@google.com
29,Automated tests for AlloyDB on-demand backup  (#7775) (#14398),  Add test to see if on-demand backup creation with mandatory fields passes   Rectify backup location and add ignore_changes in google_compute_global_address   Change network assignment to use  reference of the created network resource   Signed-off-by: Modular Magician magic-modules@google.com
30,support for IPv6 prefix exchange in router bgp peer. (#7583) (#14397),Signed-off-by: Modular Magician magic-modules@google.com
31,Upgrade DCL to v1.39.0 (#7791) (#14396),Signed-off-by: Modular Magician magic-modules@google.com
32,Move some config files to transport package (#7768) (#14385),  import path repalcement   Move provider_dcl_endpoints.go to transport package   Move config to transport   Replace Config with transport_tpg.Config   Add transport path   Fix validator   Fix validator   Fix bugs   Change the private modue path   Fix unit tests   Fix missing line   Rebase main branch   Rebase main branch   Rebase main branch   Signed-off-by: Modular Magician magic-modules@google.com
33,Add support for Database Migration Services - Connection Profile resource (#7447) (#14383),Signed-off-by: Modular Magician magic-modules@google.com
34,Add fine-grained resource egressPolicy (#7765) (#14381),Signed-off-by: Modular Magician magic-modules@google.com
35,Add configuratgion for Tls route (#7755) (#14379),"  Configuration for traffic director Mesh resource.   Add more tests for Mesh resource   Use new provider for test   Configuration for service binding.   Add hand written test for service binding.   Revert ""Add hand written test for service binding.""   This reverts commit 367449af370e7e09509cba20d24ed2c152251072.   Update service binding yaml.   reduce timeouts.   Update mmv1/products/networkservices/ServiceBinding.yaml   Service binding update test.   Fix compile error.   Add configuration for Tls route.   Remove extra files.   Address PR comments.   Fix failing tests.    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Madhura Phadnis madhurap@google.com Co-authored-by: Sam Levenick slevenick@google.com"
36,Upgrade DCL to v1.38.0 (#7753) (#14378)," added 'allow_psc_global_access' to 'google_compute_forwarding_rule' resource (beta) added 'source_ip_ranges' and 'base_forwarding_rule' to 'google_compute_forwarding_rule' resource added 'dest_fqdns', 'dest_region_codes', 'dest_threat_intelligences', 'src_fqdns', 'src_region_codes', and 'src_threat_intelligences' to 'google_compute_firewall_policy_rule' resource.  Signed-off-by: Modular Magician magic-modules@google.com"
37,Upgrade Go 1.19 (#14371),
38,Adding startup_cpu_boost field for cloud run v2 service. (#7732) (#14372),Signed-off-by: Modular Magician magic-modules@google.com
39,Skip failed creation test (#7766) (#14370),Signed-off-by: Modular Magician magic-modules@google.com
40,Changed Discription of time_based_retention and quantity_based (#7776) (#14368),_retention in alloydb/cluster.yaml Signed-off-by: Modular Magician magic-modules@google.com
41,Add session affinity v2 (#7648) (#14367),Signed-off-by: Modular Magician magic-modules@google.com
42,Added a new datasource for fetching the list of supported alloydb database flags in a location (#7679) (#14365),"  Added validation for ""type"" in cloud_sql_user_resource for preventing user from setting ""password"" or ""host"" for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT user types.   Removed validation and added documentation to prevent setting of host or password field for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT   added new datasource for fetching all the alloydb supported database flags in a location.   added new datasource for fetching all the alloydb supported database flags in a location.   Using go client for api calls   using v1 and v1beta go clients for GA and beta providers respectively   Revert ""added new datasource for fetching all the alloydb supported database flags in a location.""   This reverts commit b5f728edb3b92adfc7a38d856b02f2f79f48b20d.  making http calls using magic modules send request insted of alloydb go client  Signed-off-by: Modular Magician magic-modules@google.com"
43,Set networkFirewallPolicyEnforcementOrder as mutable and default value from API (#7650) (#14364),Signed-off-by: Modular Magician magic-modules@google.com
44,Promotes startupProbe and livenessProbe field to GA in resource google_cloud_run_service (#7772) (#14363),Signed-off-by: Modular Magician magic-modules@google.com
45,Update CHANGELOG - v4.62.1,
46,Add optional region field (#7770) (#14362),  Add optional region field   Add field to example and test   Signed-off-by: Modular Magician magic-modules@google.com
47,Fix test for Ingress Policy (#7762) (#14361),Signed-off-by: Modular Magician magic-modules@google.com
48,Add Cloud Workstation and  Cloud Workstation Config IAM resources (#7393) (#14360),  Add workstation and workstation config IAM resources   add iam policies   add primary_resource_name   use double quotes   revert auto format   Update mmv1/products/workstations/terraform.yaml   escape double quotes   Update mmv1/products/workstations/WorkstationConfig.yaml   Update mmv1/products/workstations/Workstation.yaml   fix: add primary_resource_name   fix: set fetch_iam_policy_verb to GET   Update mmv1/products/workstations/Workstation.yaml   Update mmv1/products/workstations/WorkstationConfig.yaml   Update mmv1/products/workstations/WorkstationConfig.yaml   fix: resolve comments from @melinath   fix: resolve comment from @melinath   Update mmv1/products/workstations/Workstation.yaml    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com
49,documentation fix (#7752) (#14359),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Scott Suarez ScottSuarez@google.com
50,add http get port (#7764) (#14358),Signed-off-by: Modular Magician magic-modules@google.com
51,Add CMEK support for Workflows (#7727) (#14357),  Add CMEK support for Workflows   Fix Sprintf argument referrences   Fix Sprintf format   Update Workflows CMEK test to use bootstrapping   Format tests   Empty commit - Retry VCR test   Add location to bootstrapped KMS key   Signed-off-by: Modular Magician magic-modules@google.com
52,"Update google_compute_router_interface import, acctest, docs (#7758) (#14356)",Signed-off-by: Modular Magician magic-modules@google.com
53,Added a new datasource for fetching the available alloydb locations (#7678) (#14355),"  Added validation for ""type"" in cloud_sql_user_resource for preventing user from setting ""password"" or ""host"" for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT user types.   Removed validation and added documentation to prevent setting of host or password field for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT   Added a new data source for fetching the details of available alloydb locations   using go client libraries to call the apis   using go client library to call the apis   using go client library to call the apis   Using v1 and v1beta go client for ga and beta versions respectively   Using v1 and v1beta go client for ga and beta versions respectively   Revert ""Added a new data source for fetching the details of available alloydb locations""   This reverts commit a6791a3a1c4ae327d7271081141bb2e0ff1b37ff.   calling http calls using magic modules send request insted of alloydb go client   calling http calls using magic modules send request insted of alloydb go client   Signed-off-by: Modular Magician magic-modules@google.com"
54,Automated Tests for AlloyDB cluster (#7746) (#14353),Signed-off-by: Modular Magician magic-modules@google.com
55,"Removed timeout from the TestGoogleSqlClientCert_postgres test, since the default time is more than the specified time. (#7747) (#14352)","  Added validation for ""type"" in cloud_sql_user_resource for preventing user from setting ""password"" or ""host"" for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT user types.   Removed validation and added documentation to prevent setting of host or password field for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT   removed timeout from the test, since the default time is more than the specified time.   Signed-off-by: Modular Magician magic-modules@google.com"
56,Update tags_tag_key.html.markdown (#7743) (#14350),Update parent field to include projects now that they're supported. Signed-off-by: Modular Magician magic-modules@google.com
57,Apigee sharedflow doc fix (#7643) (#14349),Signed-off-by: Modular Magician magic-modules@google.com
58,"Revert ""fix local-ssd update issue (#7327)"" (#7760) (#14348)",This reverts commit 28fc8cef7abdb8e7e13ae8f640407be797904b51. Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
59,Update CHANGELOG.md,
60,replace %{random_suffix} from d- f- docs (#7685) (#14347),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
61,update quic_override (#7734) (#14346),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
62,replacing %{random_suffix} from i- l- t- docs (#7735) (#14345),  replacing %{random_suffix} from i- l- t- docs   update bucket id    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
63,Update TagKey.yaml (#7745) (#14344),Signed-off-by: Modular Magician magic-modules@google.com
64,Add configuration for tcp route. (#7656) (#14342),  Add configuration for tcp route.   Address comments   Address comments.    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Madhura Phadnis madhurap@google.com
65,Update TagValue.yaml (#7744) (#14338),Signed-off-by: Modular Magician magic-modules@google.com
66,Make weeklySchedule (under automatedBackupPolicy) optional for AlloyDB cluster (#7686) (#14335),Signed-off-by: Modular Magician magic-modules@google.com
67,Mark location as a required field for AlloyDB on-demand backup (#7688) (#14334),Signed-off-by: Modular Magician magic-modules@google.com
68,Sql database instance private path (#7728) (#14333),  Add EnablePrivatePathForGoogleCloudServices to ForceSendFields   Add a test   Add comment   Signed-off-by: Modular Magician magic-modules@google.com
69,Make cluster location a required field (#7652) (#14330),"  Make cluster location a required field   Corrected Go formatting   Add comment to test   Rename testAccPreCheck to AccTestPreCheck   Mark weeklySchedule as optional   Add Test for marking weeklySchedule as optional   Revert ""Mark weeklySchedule as optional""   This reverts commit 5349460713b407794adfd959cdf78a698ad2ad73.  Revert ""Add Test for marking weeklySchedule as optional""  This reverts commit 04f2d47ef4f5a2c46b7a03050cdc68a9a42c5c41. Signed-off-by: Modular Magician magic-modules@google.com"
70,Add new oidc.web_sso_config field to WorkforcePoolProvider. (#7658) (#14327),  Add new oidc.webSsoConfig field to WorkforcePoolProvider.   Remove required property of oidc.web_sso_config.   Add default_from_api: true to web_sso_config.   Signed-off-by: Modular Magician magic-modules@google.com
71,Add hybrid_options to google_data_loss_prevention_job_trigger (#7691) (#14326),  Add hybrid_options to google_data_loss_prevention_job_trigger   Fix extraneous change made during testing   Fix new test function   Signed-off-by: Modular Magician magic-modules@google.com
72,fix local-ssd update issue (#7327) (#14325),  fix local-ssd update issue   prevent data loss   update   updates   update hasLocalSsd    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
73,compute/backend_bucket: Fix default behavior with USE_ORIGIN_HEADERS (#7588) (#14323),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: d10i hello@hexago.tech
74,"Revert ""Add EnablePrivatePathForGoogleCloudServices to ForceSendFields (#7719)"" (#7726) (#14322)",This reverts commit de3428ee2ce1ba099b1e50f5f2ad6bbed33d0e92. Signed-off-by: Modular Magician magic-modules@google.com
75,Add SDK provider configuration tests (#7702) (#14321),"  Add tests for providerConfigure testing credentials config   Make test parameters names more general   Fix typo   Add tests for providerConfigure testing access_token config   Add tests for providerConfigure testing impersonate_service_account config   Add tests for providerConfigure testing impersonate_service_account_delegates config   Add tests for providerConfigure testing project config   Remove TestHandleSDKDefaults_* tests replaced by TestProvider_providerConfigure_* tests   Add function to reduce reused setup code   Refactor tests to use setupSDKProviderConfigTest test util   Explicitly un-set ADC environment variable in tests where needed   Fix whitespace   Add test case showing access_token = """" in config is not used   Update credentials tests so that all tests run without test-induced errors   Previously bad values of credential ENVs caused errors to be triggered, but test wasn't testing the effect of bad values  Comment out tests that can't run in Cloud Build CI  Signed-off-by: Modular Magician magic-modules@google.com"
76,Add a link to materialized_view structure (#7722) (#14320),Signed-off-by: Modular Magician magic-modules@google.com
77,Add EnablePrivatePathForGoogleCloudServices to ForceSendFields (#7719) (#14316),  Add EnablePrivatePathForGoogleCloudServices to ForceSendFields   Add a test   Signed-off-by: Modular Magician magic-modules@google.com
78,"Update tests for Composer 1 & 2 with node_config, also Update docs for Composer 2 (#7670) (#14315)"," Update decumentation. Composer2 also has tags as optional parameter.  CHG: Realistic oauth_scopes.   FIX: wrong function.   FIX: Disk size 2-> 20.   CHG: Name to reflect broather sense of tests.   FIX: composer version 1->2 in proper test. Rm: Unused function.   CHG: Names remove _withTags. RM: Zone, max_pods, use_ip_aliases from Composer2.   Signed-off-by: Modular Magician magic-modules@google.com"
79,Increased timeouts for google_network_services_edge_cache_keyset to 60m (#7716) (#14314),Signed-off-by: Modular Magician magic-modules@google.com
80,Add supported system annotations to google_cloud_run_service (#7717) (#14313),Signed-off-by: Modular Magician magic-modules@google.com
81,Add default_if_empty flattener to stack_type (#7718) (#14311),Signed-off-by: Modular Magician magic-modules@google.com
82,Add tests for getLocation util function (#7582) (#14310),Signed-off-by: Modular Magician magic-modules@google.com
83,Added job_notification_emails and deidentify actions in google_data_loss_prevention_job_trigger (#7687) (#14309),  Added job_notification_emails and deidentify actions in google_data_loss_prevention_job_trigger   Updated the deidentify actions enum and added update tests for deidentify action   Signed-off-by: Modular Magician magic-modules@google.com
84,Compute public advertised prefixes (#7682) (#14303),Signed-off-by: Modular Magician magic-modules@google.com
85,Initial commit for IngressPolicy (#7696) (#14302),Signed-off-by: Modular Magician magic-modules@google.com
86,compute_region_commitment (#7521) (#14301),Signed-off-by: Modular Magician magic-modules@google.com
87,Update documentation for AlloyDB instance (#7712) (#14300),Signed-off-by: Modular Magician magic-modules@google.com
88,Add configuration for http route. (#7646) (#14294),"  Configuration for traffic director Mesh resource.   Add more tests for Mesh resource   Use new provider for test   Configuration for service binding.   Add hand written test for service binding.   Revert ""Add hand written test for service binding.""   This reverts commit 367449af370e7e09509cba20d24ed2c152251072.   Update service binding yaml.   reduce timeouts.   Update mmv1/products/networkservices/ServiceBinding.yaml   Add configuration for http route.   Address comments.   remove extra files   Address comments.   Fixed compile error    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Madhura Phadnis madhurap@google.com Co-authored-by: Sam Levenick slevenick@google.com"
89,Firewall rules now support both source & destination ranges in both Ingress & Egress rules (#7698) (#14292),Signed-off-by: Modular Magician magic-modules@google.com
90,Split some functions and tests into differnt files (#7684) (#14283),Signed-off-by: Modular Magician magic-modules@google.com
91,Support for gke pod cidr overprovision config (#7673) (#14281),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Scott Suarez ScottSuarez@google.com
92,Add Region Instance Template resource and datasource into beta provider (#7664) (#14280),  Add Region Instance Template resource and datasour   Rebased and fix compile   fix build   Fix build   Fix build   Add missing tests    Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Jingcong Wang jingcong@google.com
93,"Fix empty string credentials validation issue, increase test coverage of credential validation (#7690) (#14279)",Signed-off-by: Modular Magician magic-modules@google.com
94,Add OS_INVENTORY to CloudAsset feed contentTypes (#7672) (#14277),Signed-off-by: Modular Magician magic-modules@google.com
95,Fix TestAccSqlUser_postgresIAM by waiting for user to be created (#7638) (#14276),  Fix TestAccSqlUser_postgresIAM by waiting for user to be created   Add comment for wait in test   Signed-off-by: Modular Magician magic-modules@google.com
96,"Add tests for HandleSDKDefaults function; test ""defaultable"" SDK provider config fields (#7689) (#14274)","  Add test for how user_project_override set on SDK provider   Add test case for user_project_override remaining unset when no values supplied   Add tests for how impersonate_service_account set on SDK provider   Rearrange struct fields, rename test case   Add tests for how project set on SDK provider   Add tests for how billing_project set on SDK provider   Add tests for how region set on SDK provider   Add tests for how zone set on SDK provider   Add tests for how request_reason set on SDK provider   Signed-off-by: Modular Magician magic-modules@google.com"
97,Add tests for CompileUserAgentString func (#7651) (#14266),  Add tests for CompileUserAgentString func   Make test use testing package's Setenv func   Signed-off-by: Modular Magician magic-modules@google.com
98,Use default send after for empty string (#7683) (#14263),Signed-off-by: Modular Magician magic-modules@google.com
99,Add links support (#7630) (#14261),Signed-off-by: Modular Magician magic-modules@google.com
100,replacing %{random_suffix} from b- c- docs (#7676) (#14259),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
101,replacing random_suffix from a- docs (#7675) (#14258),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
102,Update CHANGELOG.md,
103,fix: google_cloud_identity_group initialGroupConfig (#7622) (#14257),Signed-off-by: Modular Magician magic-modules@google.com
104,Fix Apigee keysotres typos (replace w/ keystores) (#7671) (#14254),Signed-off-by: Modular Magician magic-modules@google.com
105,Update apigee keystore resource names to be consistent (#7665) (#14253),Signed-off-by: Modular Magician magic-modules@google.com
106,Make network security gateway names singular (#7666) (#14252),Signed-off-by: Modular Magician magic-modules@google.com
107,Rename utility functions (#7662) (#14251),Signed-off-by: Modular Magician magic-modules@google.com
108,Upgrade to DCL Version 1.37.0 (#7619) (#14249),  DCL release 1.37.0   Fix make lint problem   Add tests for clouddeploy pipeline   Update tests for delivery_pipeline   Change delivery pipeline test name to avoid duplicated test name   Fix {{resource}} not found issue   Add tests for clouddeploy delivery pipeline   Signed-off-by: Modular Magician magic-modules@google.com
109,Increase default timeout for google_vertex_ai_index to 180m (#7657) (#14248),Signed-off-by: Modular Magician magic-modules@google.com
110,Upgrade Go 1.19 for breaking-change-detector and missing-test-detector (#7663) (#14247),Signed-off-by: Modular Magician magic-modules@google.com
111,Upgrade Go 1.19 (#7645) (#14245),  Upgrade Go 1.19   Do not upgrade tools   Signed-off-by: Modular Magician magic-modules@google.com
112,Update CHANGELOG.md,
113,Rename testAccPreCheck to AccTestPreCheck (#7639) (#14244),Signed-off-by: Modular Magician magic-modules@google.com
114,Update tests to use bootstrapped crypto permissions for compute service agent (#7617) (#14243),  Update tests to use bootstrapped crypto permissions for compute service agent   Fix templates   Fix one more template   Signed-off-by: Modular Magician magic-modules@google.com
115,dataproc metastore doc location change (#7653) (#14242),Signed-off-by: Modular Magician magic-modules@google.com
116,Relax boolean conversions to accept varying cases (#7637) (#14240),Signed-off-by: Modular Magician magic-modules@google.com
117,Rename signed_url.html.markdown to storage_object_signed_url.html.markdown (#7647) (#14239),The sidebar and page title for this page are currently google_signed_url which I assume is coming from the file name. Signed-off-by: Modular Magician magic-modules@google.com
118,switch to use MultiEnvDefault (#7644) (#14238),Signed-off-by: Modular Magician magic-modules@google.com
119,Check batching attributes in framework defaults (#7642) (#14235),Signed-off-by: Modular Magician magic-modules@google.com
120,urlLists into network services (#7592) (#14232),Signed-off-by: Modular Magician magic-modules@google.com
121,added comments for the customizedDiff in data_loss_prevention_stored_info_type (#7634) (#14230),Signed-off-by: Modular Magician magic-modules@google.com
122,Update field descriptions for container cluster (#7623) (#14229),  Update field descriptions for container cluster   Update documentation   Signed-off-by: Modular Magician magic-modules@google.com
123,Remove variable pname and use project id for the project name for testing (#7616) (#14227),Signed-off-by: Modular Magician magic-modules@google.com
124,Fix bug with importing bq capacity commitments (#7621) (#14226),Signed-off-by: Modular Magician magic-modules@google.com
125,Create network security gateway network security policies and rules (#7546) (#14225),  adding gateway security policies   adding gateway security policies rule   adding selflink to gateway security policies and rules   fixing lint checker for file generation when it is not on beta   removing unecessary comment   changing the vcr test provider in handwritten tests for gateway security policies and rules   Fixing unecessary Required description in field name   commenting out the field tlsInpectionPolicy from gwSecurityPolicies while the resource does not exist   Signed-off-by: Modular Magician magic-modules@google.com
126,Updated maxitems for route_rule (#7589) (#14224),Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Edward Sun sunedward@google.com
127,Allows empty value and sets default value for maxRetries of cloud run job (#7425) (#14223),  send empty value   add client side default   remove defaul_from_api   Signed-off-by: Modular Magician magic-modules@google.com
128,"Revert ""A new datasource for fetching the list of alloydb supported database flags in a location. (#7377)"" (#7628) (#14222)",This reverts commit 4ed506a89c15913432cf5d7def6807cd3088d7a1. Signed-off-by: Modular Magician magic-modules@google.com
129,"Improve tests for SDK-based util functions, add tests to the new plugin framework equivalents (#7555) (#14213)",  Add unit tests for getProject util   Refactor existing TestGetZone test   Move existing getRegionFromZone test alongside other util unit tests   Rename getRegionFromZone unit test   Refactor TestGetRegion unit test   Simplify acc test setup code   Change unit test to use subtests via t.Run   Add unit test for getProjectFramework util function   Fix comment   Update test to set null value more explicitly using types.StringNull()   Replace example schema for test   ResourceComputeRegionInstanceTemplate was removed? Signed-off-by: Modular Magician magic-modules@google.com
130,Handle bad enum values returned from the GKE API for stack_type (#7627) (#14208),Signed-off-by: Modular Magician magic-modules@google.com
131,Added updation capability in google_data_loss_prevention_stored_info_type resource (#7601) (#14207),  Added updation capability in data_loss_prevention_stored_info_type resource   Adjusted the extra whitespaces in the data_loss_prevention_stored_info_type_test file   Signed-off-by: Modular Magician magic-modules@google.com
132,artifactregistry: add docker tag immutability config (#7609) (#14206),Signed-off-by: Modular Magician magic-modules@google.com
133,artifact registry - bump fields to ga (#7566) (#14204),Signed-off-by: Modular Magician magic-modules@google.com
134,Add datasource for Firebase Android App Config (#7606) (#14202),Signed-off-by: Modular Magician magic-modules@google.com
135,Update CHANGELOG.md,
136,Add the SEV_LIVE_MIGRATABLE tag to list of guest os features (#7607) (#14200),Signed-off-by: Modular Magician magic-modules@google.com
137,google_logging_metric: add disabled argument (#7600) (#14198),Signed-off-by: Modular Magician magic-modules@google.com
138,A new datasource for fetching the list of alloydb supported database flags in a location. (#7377) (#14197),"  Added validation for ""type"" in cloud_sql_user_resource for preventing user from setting ""password"" or ""host"" for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT user types.   Removed validation and added documentation to prevent setting of host or password field for CLOUD_IAM_USER and CLOUD_IAM_SERVICE_ACCOUNT   added new datasource for fetching all the alloydb supported database flags in a location.   added new datasource for fetching all the alloydb supported database flags in a location.   Using go client for api calls   using v1 and v1beta go clients for GA and beta providers respectively   Signed-off-by: Modular Magician magic-modules@google.com"
139,Update pubsub subscription ttl docs (#7613) (#14188),Signed-off-by: Modular Magician magic-modules@google.com
