Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
47,Bump react-widgets to v4.4 (#551),0.61383456,"Bump some frontend devDependencies #553, #570, #579",Added financial contributors to the README Update README.md Moved Financial Contributors to the end of the badges.,0
48,update screenshot,0.8392289,Update repo screenshot #293,node-sass to 4.13.0. (Adds support for upto Node 13) eslint-plugin-import to 2.20.1. eslint-plugin-react to 7.18.3 webpack to 4.41.6.,1
49,Merge pull request #152 from jekyll/readme-gem,0.5236057,Load static files directly from Jekyll server (#147),Using the wrapper with slight modifications will bring consistency with GET and PUT requests that are sent via respective wrappers.,0
50,use select,0.4067428,Extract static-file picker logic into a component #560,,0
51,activate or deactivate save button based on input state,0.4619822,Remove unused action #559,Directives in metafields.scss and datagui.scss overlap considerably. This commit removes that overlap. datagui styles now mainly involve changes to colors and some very minor adjustments.,0
52,write files with binary mode option,0.84606266,Write files with binary mode #405 ,"Since we already check-in yarn.lock to the repository, it would be better if CI builds used the same set.",1
53,modify params.splat in Datafiles view based on context,0.5007969,Autofocus to newly created metafields #410 ,In order to avoid bloating the production bundle.js with rarely used languages.,0
54,guard against files not existing after write,0.52120304,Processes site when writing files (#629),,0
55,Merge pull request #178 from codegaze/default-post-title,0.535864,Add CreateMarkdownPage component #561,,0
56,install bundler before trying to configure it,0.5259346,Integrate bundlesize into test-suite #531,To enforce use of the type-safe equality operators === and !== instead of their regular counterparts == and !=,0
57,update constants doc,0.5704825,Update docs style #379 ,,0
58,ignore npm-debug logs with additional extension,0.9424767,Ignore npm-debug logs with additional extension #355 ,To simplify implementing a language-selector in a future release.,1
59,remove coveralls,0.5154434,Remove duplicate styles b/w datagui and metafields #577,So that bundle's sourcemap doesn't include \r\n when built on Windows,0
60,Use Jekyll::PageWithoutAFile instead of our class (#518),0.9960681,Use Jekyll::PageWithoutAFile instead of our class #518,"babel-polyfill to 6.26.0 enzyme to >= 2.9.1, < 3.0.0, eslint to >= 6.8.0, < 7.0.0, eslint-plugin-import to >= 2.19.1, < 3.0.0 eslint-plugin-react to >= 7.17.0, < 8.0.0 webpack to >= 4.41.4, < 5.0.0",1
61,Merge pull request #147 from jekyll/staticfiles-images,0.72237426,Load static files directly from Jekyll server (#147),"Replace { 'foo': foo, 'bar': bar } and { foo: foo, bar: bar } with terser { foo, bar }",1
62,remove unused storeContentFields,0.51878834,Remove unused action #559,,0
63,sort documents by date,0.91120017,Sort documents by date reverse chronologically #254 ,So that actions.delete is tested properly.,1
64,Add relative_path field in API response (#521),0.9953671,Add relative_path field in API response #521," tag with an undefined href attribute is not a link per se and therefore the target attribute on such an element is redundant as well. In such circumstances,  should generate an HTML  element. With this change Button component requires either to or an onClick prop to render an element.",1
65,fix .meta-buttons z-index,0.89027715,fix meta buttons z-index bug #237,"Bumps coveralls, nock, prettier Removes unused devDeps mocha and jsdom from package.json Bump npm-run-all to v4.1.5 for security reasons",1
66,ES6 in /src/reducers/ folder,0.6589345,ES6 applied in some files #342 (props to @gkal19 🎉 ),In order to:   - remove modal state from MetaSimple component.   - facilitate wiring into MarkdownEditor in future.,0
67,Add option to change homepage (#617),0.88048613,Add option to change homepage. It was opening pages before. (#617),"To contain repeated render logic in DraftNew.js, DocumentNew.js, PageNew.js. However, this leaves the parent components as just shells that handle saving the draft and their own respective lifecycle methods which cannot be tested with just a shallow render. (mount is currently not possible since there isn't a mechanism to pass a mock-store to the Metafields nested inside the CreateMarkdownPage component.)",1
68,DataGUI: Fix DatePicker & StaticFilePicker CSS (#385),0.6268244,Add StaticMetaFields component to render default front matter #548,Rubygems 3.1 is buggy and is being patched incrementally.,0
69,toggled render based on state directly,0.42495075,Add a utility function to compute view page title #556,By using a sample page demonstrating various Markdown features and its rendered output as reference,0
70,dispatch change action when filename and editor change,0.65417045,Redirect when the filename changes (#198),"In order to minimize repeated logic. Currently on master, DataGUI is just Metafields rendered with prop dataview: true and the inputs for editing data file path being additionally implemented for both DataFileNew and DataFileEdit. Another internal change is to use input elements' ref value on save instead of setting the parent component's state and then reading from that value.",0
71,Merge pull request #300 from jekyll/logger,0.52233607,Mention new Jekyll Admin option #381 ,The action got left behind and became redundant as surrounding code got refactored across multiple releases.,0
72,Merge pull request #198 from jekyll/edit-url,0.54756576,Load static files directly from Jekyll server (#147),So that the user doesn't have to manually remove link/ from the value returned by the image-picker modal,0
73,rename 'gems' to 'plugins',0.4726911,Refactor MetaButtons #549,To avoid duplicating logic and have a consistent pattern in the title of various views.,0
74,bump to 0.1.0.pre2,0.5917809,"Bump some frontend devDependencies #553, #570, #579",,0
75,implement Errors component,0.5242232,Add Accordion component #532,instead of being listed as a dependency,0
76,implement main containers,0.42338866,Integrate bundlesize into test-suite #531,"To allow testing their utilization via the interface. Also adds a couple of static files to the fixture collection ""puppies""",0
77,Merge pull request #415 from jekyll/race,0.5567976,Refactor JekyllAdmin::Directory #522,Extracting the accordion currently in the Sidebar component into a separate stateful component will prevent Sidebar from re-rendering each time the accordion is opened and closed. Co-Authored-By: Mert Kahyaoğlu mertkahyaoglu93@gmail.com,0
78,trim  value onBlur,0.5007818,Add syntax highlighting to markdown editor #332 ,"Apart from simplifying the render() function, there are some other changes included in this proposal:     - MetaButtons now use an internal state to determine the dropdown visibility -- the class no longer uses props onDropdownFocus and onDropdownBlur to toggle showing-dropdown className on the parent wrapper -- the class is attached to the dropdown trigger button itself.     - The dropdown trigger toggles dropdown visibility -- the dropdown gets hidden on both  clicking the focused trigger and on the trigger losing focus.",0
79,do not call site.process twice,0.5836911,Disable watch to prevent race condition between threads calling site.process #320 ,Display the Editor's mode in the status bar as an uppercased string,0
80,fix deleting from state,0.5131992,Remove file contents from all indexes (#138),,0
81,Fix horizontal margins for buttons in a row,0.6286683,Fix new button labels #274 ,"To render default front matter for the requested page / document. The input fields from this component are readonly and cannot be interacted with. In order to override a default front matter value, add a new metadata field in the non-static container.",0
82,Use ensure_* helper methods and use this more robust method as a fallback to the old way.,0.4069004,Intense code refactoring #323 ,,0
83,update sample data file for better testing,0.5518703,Fix test warnings #251 ,Reduce memory usage and additionally Jekyll's logger won't output an extra Configuration file:  message to the terminal.,0
84,controlled inputs,0.4672085,Add tooltip to path input about autogenerating #291 ,,0
85,lock data file creation to just YAML and JSON files,0.43962646,Load static files directly from Jekyll server (#147),,0
86,"remove brace, increase editor font size",0.5138695,Reduce syntax-highlighting support in MDEditor #568,,0
87,notify when a file uploaded,0.5438472,Fix uploading files on Windows #279 ,,0
88,add sass files,0.45470688,"Add GUI support for creating/editing Data files and Configuration #354 , #360, #362 , #366 (props to @ashmaroli 🎉 )",by using bracket-notation to dynamically interpolate property key. Co-Authored-By: Mert Kahyaoğlu mertkahyaoglu93@gmail.com,0
89,fix routes,0.65847886,Fix for root API route returning an error,"Most of the buttons have their icons fixed for a given type to ease UX. For example, delete type buttons are always rendered with the trash icon, or the view buttons are always rendered with the eye icon and similarly the save buttons are always rendered with the save (floppy) icon. So instead of having to repeatedly pass the icon-name as a prop for the same Button type, it is better if the Button component determined the icon based on the current type. Nevertheless, the existing behavior of passing icon as a prop is still valid to allow rendering a variant of the button with a different icon if such a need arises.",0
90,correct existing rubocop offenses,0.58450043,Remove redundant RuboCop configuration,,0
91,Merge branch 'master' into confirm-navigation,0.44842792,Build only commits to default branch #395 ,Jekyll::PageWithoutAFile is available since Jekyll 3.7.0,0
92,include extension for name field,0.5693789,Render an advanced metadata field for tags #389,,0
93,fix returning  when a data file is empty,0.5753829,Fix bug where creating a nameless datafile zeros its content (#146),,0
94,migrate to webpack 2,0.9140599,Migrate to Webpack 2 #298 ,"The front end for routes /pages, /drafts and /data are virtually identical. The implementation however consists of multiple components with repeated code. All of that repeated logic has been extracted into a new component, named Explorer.",1
95,replace page_id and document_id with id,0.4756985,Pages endpoint returns files that render to HTML (#210),"At the time the filter function was written for data files, the latter resources didn't have a name property. However, now they do. But on modifying the function to filter by filename, it became evident that the functions defined in ducks for pages, drafts and data files are now identical and can therefore be extracted as a utility function.",0
96,Optimize PNG images losslessly via Google zopflipng,0.46156725,Allow previewing images with uppercase filenames #343 ,,0
97,Merge pull request #19 from jekyll/content-edit,0.5274797,Use Jekyll::PageWithoutAFile instead of our class #518,Define splat parameter with a default value of '' Optimize by reducing conditional branches and iterations,0
98,optional splats for root level files,0.5365003,- Support editing data files in sub-directories #349,,0
99,remove second branding,0.47808668,Remove duplicate styles b/w datagui and metafields #577,,0
100,back to npm,0.57718563,Add NPM dependency checker #253 ,,0
101,move front-end to root,0.4435818,"Updated front-end to a sleek interface (#215, #189, Great work from @ashmaroli)",,0
102,update utility actions,0.50872684,Update repo screenshot #293,"For resources that respond to relative_path calls, expose the value after stripping away any leading slashes and special dirnames from them. Refer private method JekyllAdmin::APIable#relative_path_for_api for examples.",0
103,update test fixture,0.71939194,Fix test warnings #251 ,"Normalize API structure with a template API_SCAFFOLD is the base hash with each key pointing to a nil value.   When merged with the API generated via calling #hash_for_api, the   values of the base API will get updated. Therefore, the first two keys   of the final api hash from calling #to_api will always be ""name"" and   ""path"".   The url fields (""http_url"", ""api_url"", and collections' ""entries_url"")   are injected towards the end so that they are always the last keys of   the api hash. Don't allocate new Hash objects for every merge",1
104,mock missing API endpoints,0.5817287,API,To ensure that autoloaded classes from upstream have been loaded by the time they're referenced by the monkey patches,0
105,Only allow files that render to HTML to be written as a Page,0.8380084,Only allow files that render to HTML to be written as a Page #301 (props to @ivantsepp ),Since it is redundant and two path segments are joined at the back end via File.join which inserts the slash when generating an absolute path.,1
106,make InputSearch component generic,0.51123726,Add tooltip to path input about autogenerating #291 ,"Currently, editing a page / document via the MarkdownEditor interface removes the blank line at the end of the file. This change ensures that a blank line is injected if it has been removed or doesn't exist otherwise.",0
107,Simplify loading individual namespace route maps (#516),0.5489447,Add relative_path field in API response #521,"Use strings as keys for #to_liquid hash   Provides consistency with other datatypes that uses a Hash with string keys. Moreover string    literals are automatically frozen now. Therefore, they're as performant as using symbols. Use constants to avoid creating objects repeatedly   Creating the same array on every call / iteration is wasteful. String literals are now frozen   automatically. So they need not be stashed in a constant Improve readability of constructor   Pathname.new(nil) is an invalid usage. So technically all of the named parameters except   :content_type is a required parameter. But content_type being nil doesn't make sense so that   should be a required parameter as well. Base of a directory is its main container   For pages, it would be site.source   For posts, it would be site.source + collections_dir + '_posts'.  Similarly for other documents, it   would be the path upto their respective collection's root directory, Memoize relative_path method   To avoid re-evaluation on every request to a given API URL. The to_liquid method is not    memoized instead so that modified_time is picked up properly.",0
108,do not touch test file,0.4859623,Fix test warnings #251 ,"Metrics/PerceivedComplexity cop as configured via 'rubocop-jekyll' reports just one offense. So, it is better to toggle the cop for just that one offense instead of altering it for all files.",0
109,add lib/jekyll-admin/public to gitignore,0.62209594,"Going forward, Jekyll Admin will be a community-driven open source project, built one contribution at a time by users like you. See the contributing instructions, and the development docs for more information.",,0
110,Travis: Explicitly install gems to vendor/bundle,0.51844585,Fix for compiled site not being distributed with the Gem ,,0
111,fix splitter width,0.43614024,Compress logo image #448,"Since valid CSS is also valid SCSS, changing the extension will not have any detrimental effect on the generated CSS file, but will however remove the deprecation warning from LibSass regarding the import of a *.css file.",0
112,Merge remote-tracking branch 'origin/confirm-navigation' into confirm-navigation,0.47497103,Confirm navigation for unsaved changes #240,CSS rules override those that are defined for the same selector earlier in the cascade.,0
113,HTTPS and update links in README,0.73520637,Update links in README to https:// protocol #488 (Thanks @coliff),,1
114,Merge pull request #336 from jekyll/unicode,0.5675491,Use existing instance of Jekyll::Configuration #539,,0
115,Merge pull request #144 from jekyll/notifications,0.5824232,Refactor JekyllAdmin::Directory #522,,0
116,git ignore lib/jekyll-admin/public,0.52599895,"Going forward, Jekyll Admin will be a community-driven open source project, built one contribution at a time by users like you. See the contributing instructions, and the development docs for more information.",So that the section takes up lesser vertical space and additionally mirrors how users would edit front matter on text-editors.,0
117,use relative_path in InputPath for DataFileEdit,0.76731455,Add relative_path field in API response #521,,1
118,Add directory support for static files (#408),0.9963236,Add directory support for static files #408,To stop rendering routes to virtual pages—those that do not have a physical presence within the source directory. Such page objects are always generated via a plugin.,1
119,add: ptBr.js,0.44924474,Add a tooltip to 'New metadata field' link #278 ,,0
120,Merge branch 'master' into 'data-directories',0.5214037,- Support editing data files in sub-directories #349,Set a sidebar_label key in the collection's metadata to the desired string and it shall be rendered as provided.,0
121,create configuration reducer,0.5551336,Remove redundant RuboCop configuration,Also have it reflect just the status of the master branch instead of the status of the latest build.,0
122,Merge pull request #239 from jekyll/spellchecker,0.59618294,Use existing instance of Jekyll::Configuration #539,,0
123,implement components for listing contents,0.5071291,"Add categories, tags, layouts to fixture site #554","This provides JekyllAdmin::DataFile instances parity with primitives from Jekyll. Jekyll::Page, Jekyll::Document, Jekyll::StaticFile instances exposes their basename with extension via Liquid and therefore the API here as either :name or :basename",0
124,use sortablejs instead of react-dnd,0.52470577,Sort documents by date reverse chronologically #254 ,,0
125,limit directory traversal to deeper levels,0.49219567,Strip leading slash from data file's path #527,Add version from package.json as global Add VERSION to jest globals,0
126,support proper syntax highlighting for JSON data in Editor,0.63484955,Add syntax highlighting to markdown editor #332 ,,0
127,Merge pull request #277 from jekyll/docs,0.5839695,Load static files directly from Jekyll server (#147),,0
128,update license,0.58666325,Update Copyright notice #446,,0
129,dispatch save action when fieldChanged,0.5227783,Use fetch wrapper for DELETE requests to dispatch #578,Freeze all string literals with frozen_string_literal: true magic comment. Require at least Ruby 2.3.0 as we now use String#+@ from Ruby 2.3.0.,0
130,Modernize styling of notification messages (#506),0.98838186,Modernize styling of notification messages #506,,1
131,implement getValue method for Checkbox,0.42766523,Mock window.confirm() in container-view tests #563,,0
132,Merge branch 'master' into documents-sort,0.5397759,- Support editing data files in sub-directories #349,,0
133,support directories for data files more robustly,0.5977192,Add directory support for static files #408,,0
134,add label for toggle-button,0.69019014,Fix new button labels #274 ,,0
135,fix InputPath's ref name,0.55497915,Fix bug where creating a nameless datafile zeros its content (#146),,0
136,use node 6.x,0.5993919,Upgrade Node dependencies to allow using Node 10 #500,Reduce size of container headers and table cells to allow     rendering more content in the viewport. Replace gradients and shadows with a modern flat aethetic. Reduce rounded-corners to a more subtle presence. Buttons     remain at current 4px rounded-corners. Remove irrelevant mixin statements. Improve staticfile-preview aesthetics,0
137,remove unused import,0.5251208,Remove unused action #559,,0
138,temporarily stub dist/index for ruby tests,0.6016355,Reduce Ruby 2.7 deprecation warnings (#603) ,Renders as the first item in the Sidebar giving it ample space to     expand downwards. Renders a counter showing count of items within panel when collapsed Renders link to 'Posts' separately,0
139,warn user that --watch has been disabled,0.8012634,Warning about --watch being disabled #392 ,,1
140,update reducers,0.57287323,Refactor MetaButtons #549,To improve readability especially during development,0
141,Merge pull request #118 from jekyll/data-file-object,0.65134287,Load static files directly from Jekyll server (#147),,0
142,getDirectory from splats parameter,0.5140583,Extract static-file picker logic into a component #560,,0
143,show icons for actions,0.67781615,Add Icon component to render icons consistently #544,This reverts commit 9a86587639e614988abf959d025874e9a063cf35.,0
144,remove toString,0.5458994,Remove duplicate styles b/w datagui and metafields #577,,0
145,Merge pull request #350 from mikefowler/add-save-key-handler,0.5843422,"Add support for standard save keyboard shortcut #350, #382  (props to @mikefowler 🎉 )",,0
146,Merge branch 'master' into encoding,0.469342,- Support editing data files in sub-directories #349,The only exception being node-sass which requires a major version-bump to support Node 10,0
147,fix typos in api.md,0.54180336,Fix auto-generating filenames #273 ,"Mark the methods as private since #start_up_webrick is a private method   in the upstream command class From Jekyll 3.7 onwards, local variable server is an instance_variable   in the overridden method upstream",0
148,process site after write operations,0.7492881,Processes site when writing files (#629),Allow use with Jekyll 4.0 Allow testing with specific Jekyll versions,1
149,fix tests,0.7598304,Fix test warnings #251 ,To stop inheriting rubocop.yml from the latest version of Jekyll as that may cause false CI failures for PRs in this project. Miscellaneous developmental changes include: - adding support for Bundler 2.0 - dropping test coverage for EOL Ruby 2.3 and older.,1
150,minor design improvements,0.76440525,A few style fixes,,1
151,fix eslint errors,0.5882154,Appveyor fix #284 ,,0
152,do not compare timezone,0.5569484,Support 24-hour clock for DateTimePicker #371 ,HTTPS and update links in README,0
153,remove .travis.yml,0.50640994,Remove duplicate styles b/w datagui and metafields #577,,0
154,add note about API being subject to change,0.71482825,API,"The data files are getting deleted when editing in Raw Editor, fix #482",1
155,"Add categories, tags, layouts to fixture site (#554)",0.9961753,"Add categories, tags, layouts to fixture site #554",,1
156,build frontend in ci,0.62763214,Enable AppVeyor CI Builds,,0
157,conditionally alter button-label,0.76145947,Fix new button labels #274 ,Add meta charset tag,1
158,Add some read/write tests,0.5390414,Accept additional arguments in script/test-server #584 (Thanks @alzeih),,0
159,maintain cross-browser style consistency,0.49612302,Style metafields similar to DataGUI styles #524,Release v0.8.1,0
160,Merge pull request #54 from jekyll/namespace-sanity,0.61485136,Use existing instance of Jekyll::Configuration #539,,0
161,Merge pull request #252 from jekyll/new-version,0.6109204,Use existing instance of Jekyll::Configuration #539,,0
162,Merge pull request #93 from jekyll/fix-create,0.6060276,Use existing instance of Jekyll::Configuration #539,,0
163,allow delete method,0.5348917,Remove unused action #559,support livereload when jekyll-admin is installed,0
164,fix bug generating metafields,0.76039726,Autofocus to newly created metafields #410 ,,1
165,rename GUI container as DataGUI,0.48518983,Convert DataGUI into a bona fide component #546,,0
166,tag static files from a theme-gem with a sticker,0.9750308,Tag static files from a theme-gem with a sticker #406 ,,1
167,refactor data file handling,0.6554759,Ability to create/update data files in all format #255 ,Added auth options to fetch calls,0
168,Temporarily disable gathering test coverage stats,0.56486696,Stopped running tests as part of npm start task. Use start:tested for previous behavior,,0
169,convert metafields,0.7322061,Metafields design tweaks #234,Release 0.8.0,1
170,Render  when href attr will be undefined (#557),0.99615145,Render  when href attr will be undefined #557,,1
171,edit sidebar link,0.7451526,Support hiding sidebar links #361 ,,1
172,Improve test coverage for Button component,0.6441933,Compact switch statement in Button component #542,Re-compress logo image,0
173,update spec file,0.5834543,Update docs style #379 ,,0
174,Merge pull request #62 from jekyll/cleaner-monkey-patch,0.65778154,Update Jekyll server monkey-patch to mirror Core #499,Update Copyright notice,0
175,bump docs version,0.6474284,Bump Ace Editor #260 ,,0
176,validate datafiles form,0.5089687,Convert DataGUI into a bona fide component #546,Add Config Page to Documentation,0
177,"return the raw config, not the defaulted config",0.59648633,"Support editing raw config file via the interface #351, #370, #373, #377",,0
178,Merge pull request #438 from JohannesMP/master,0.47785977,Import site metadata into admin interface #543,,0
179,clarify test descriptions,0.47461188,Fix test warnings #251 ,correct capitalisation of JavaScript,0
180,reset editorChanged and updated states after any other action,0.5843233,Add a status bar to Editor component #538,,0
181,test main containers,0.52859664,Mock window.confirm() in container-view tests #563,add: ptBr.js,0
182,delete unused ref props,0.5746287,Remove redundant RuboCop configuration,Added Brazilian Portuguese translation,0
183,ruby: put empty method on a single line.,0.5151489,Freeze Ruby string literals with the pragma #509,Add snapshot tests,0
184,add multiple data file types,0.6678021,Ability to create/update data files in all format #255 ,,0
185,Merge pull request #254 from jekyll/documents-sort,0.5584013,Sort documents by date reverse chronologically #254 ,,0
186,add admin prefix to component links,0.56273246,Add Accordion component #532,,0
187,initial release,0.86206806,Initial pre-release version.,,1
188,Merge branch 'master' into no-index-contents,0.49946797,- Support editing data files in sub-directories #349,Babel Bump & Prop Types & Lint,0
189,Merge pull request #120 from jekyll/base64-static,0.68676555,Load static files directly from Jekyll server (#147),,0
190,properly namespace write_file and delete_file helpers,0.5922679,- Support editing data files in sub-directories #349,,0
191,Render advanced metafield for categories (#588),0.76668185,Autofocus to newly created metafields #410 ,,1
192,"Editor.prop(""type"") instead of (""ext"")",0.4197326,Add support for editing drafts via admin interface #367  ,,0
193,Added mkdirp dependency and 'create-dist' script,0.5157546,Use Yarn to manage dependencies #576,,0
194,Merge branch 'master' into document-all-the-things,0.51378834,- Support editing data files in sub-directories #349,activate lint-staged init,0
195,remove page and document id from payload,0.5922345,Remove file contents from all indexes (#138),Implement Ducks: Modular Redux,0
196,Enable ESLint rule eqeqeq (#575),0.5006578,Prefer ES6 object-properties-shorthand syntax #569,,0
197,refactor putDataFile function,0.44189948,Refactor MetaButtons #549,,0
198,add travis badge to readme,0.427005,Add a tooltip to 'New metadata field' link #278 ,,0
199,appease Travis,0.28005016,Support livereload #468 by @jamesluberda 🎉 ,Add support for editing drafts via admin interface,0
200,Merge remote-tracking branch 'origin/master' into index-api,0.5238173,Add Explorer component to render resource indexes #514,,0
201,add locale FR-fr,0.40592772,Add documentation for self-hosting #505,,0
202,git ignore spec/fixtures/site/Gemfile.lock,0.47256947,Fix URL to docs about installing plugins #495,,0
203,use sinatra-json by force output to a hash,0.4999662,Optimize API Hash objects #528,,0
204,update ace editor,0.69784254,Bump Ace Editor #260 ,,0
205,exclude more files from built gem,0.55790466,Remove file contents from all indexes (#138),"Updating depreciated ""gems"" to ""plugins""",0
206,Merge pull request #273 from jekyll/date,0.5633752,Update Jekyll server monkey-patch to mirror Core #499,,0
207,"The data files are getting deleted when editing in Raw Editor, fix #482",0.87230766,Fix a bug where data files get deleted when they're edited via the Raw Editor mode #486 (props to @lexoyo :+1:),Release 0.7.0,1
208,Merge pull request #381 from jekyll/readme-note,0.5307301,Use Jekyll::PageWithoutAFile instead of our class #518,,0
