Index,Message,Description,Message Abstract,Description Abstract
19,Allow default metadata fields to be overridden and edited in place (#597),"This allows a user to see the default fields for a new or existing document, choose to ""override"" the defaults, and revert back to the default at any time.",Allow default metadata fields to be overridden and edited in place (#597),"This allows a user to see the default fields for a new or existing document, choose to ""override"" the defaults, and revert back to the default at any time."
20,Release v0.10.1 (#592),  Bump versions   Update snapshots ,Release v0.10.1 (#592),Bump versions Update snapshots
21,Temporarily disable gathering test coverage stats,,Temporarily disable gathering test coverage stats,
22,Check file type before accessing its extension (#590),"Since directories do not have extname, when switched to index listing, FilePreview was throwing an error saying file.extname is undefined. Fixed it by checking file type before accessing extname.",Check file type before accessing its extension (#590),"Since directories do not have extname, when switched to index listing, FilePreview was throwing an error saying file.extname is undefined. Fixed it by checking file type before accessing extname."
23,Allow searching without enter key press (#589),,Allow searching without enter key press (#589),
24,Run all tests as part of the build process,,Run all tests as part of the build process,
25,Use Unix line-endings on stylesheets and partials,,Use Unix line-endings on stylesheets and partials,
26,Fix test:cover script definition,,Fix test:cover script definition,
27,Compute coverage after successful CI builds,,Compute coverage after successful CI builds,
28,Integrate react-scripts (#573),  Add react-scripts & adjust scripts accordingly   Remove config files already handled by react-scripts   Update public resources   Fix build script   Rename fileMocks.js as setupTests.js which is a name react-scripts looks for   Fix font awesome paths   Fix tests   Start api   Add script for bundle analyzer   Use env file   Set CI to false   Revert setting CI to false   Fix eslint warnings   Fix bundlesize build paths   Increase maxSize for css.map files   Use relative_path for alt   Use config overrides   Add public_url   Remove node-sass from dependencies   Fix array-callback-return warning   Move build folder rather than changing its path   Remove old build folder   Disable bundle analyzer   Fix header snapshots   Add test:CI script   Update yarn.lock   Update react-scripts   Clean build folder before build ,Integrate react-scripts (#573),Add react-scripts & adjust scripts accordingly Remove config files already handled by react-scripts Update public resources Fix build script Rename fileMocks.js as setupTests.js which is a name react-scripts looks for Fix font awesome paths Fix tests Start api Add script for bundle analyzer Use env file Set CI to false Revert setting CI to false Fix eslint warnings Fix bundlesize build paths Increase maxSize for css.map files Use relative_path for alt Use config overrides Add public_url Remove node-sass from dependencies Fix array-callback-return warning Move build folder rather than changing its path Remove old build folder Disable bundle analyzer Fix header snapshots Add test:CI script Update yarn.lock Update react-scripts Clean build folder before build
29,Release :gem: v0.10.0 (#586),,Release :gem: v0.10.0 (#586),
30,"Prevent unexpected file overwrites for collections, drafts and pages (#582)","For collections, drafts and pages, return HTTP 404 if a resource being created or renamed into will overwrite an existing item. Additionally, log a warning in the terminal as to why the front-end dispatched an error-notification. Co-authored-by: Ashwin Maroli ashmaroli@users.noreply.github.com","Prevent unexpected file overwrites for collections, drafts and pages (#582)","For collections, drafts and pages, return HTTP 404 if a resource being created or renamed into will overwrite an existing item. Additionally, log a warning in the terminal as to why the front-end dispatched an error-notification. Co-authored-by: Ashwin Maroli ashmaroli@users.noreply.github.com"
31,Render advanced metafield for categories (#588),,Render advanced metafield for categories (#588),
32,Use the front matter defaults computed by Jekyll (#585),"Jekyll already computes front matter defaults by comparing against path and type for a given resource. However, the front-end port is still necessary for ""(**/)new"" routes, as the resource-path is undefined by default.",Use the front matter defaults computed by Jekyll (#585),"Jekyll already computes front matter defaults by comparing against path and type for a given resource. However, the front-end port is still necessary for ""(**/)new"" routes, as the resource-path is undefined by default."
33,Add a utility method to compute meta field type (#587),,Add a utility method to compute meta field type (#587),
34,Render pointer cursor on hovering over accordion,,Render pointer cursor on hovering over accordion,
35,Initialize a new advanced metadata field for tags (#389), create and delete tags create new tags by pressing comma or spacebar or enter keys delete the last tag by pressing backspace key delete a tag by clicking on the x   prevent creating duplicate tags render suggestions based on tags already in use in another post in the Site,Initialize a new advanced metadata field for tags (#389),create and delete tags create new tags by pressing comma or spacebar or enter keys delete the last tag by pressing backspace key delete a tag by clicking on the x prevent creating duplicate tags render suggestions based on tags already in use in another post in the Site
36,Add missing classname attribute,,Add missing classname attribute,
37,Fix horizontal margins for buttons in a row,,Fix horizontal margins for buttons in a row,
38,Render a layout-picker to select layouts (#558),Utilize DropdownList component from react-widgets package to allow selecting layout for a page from a list of available layouts for the site.,Render a layout-picker to select layouts (#558),Utilize DropdownList component from react-widgets package to allow selecting layout for a page from a list of available layouts for the site.
39,Remove unused variable,,Remove unused variable,
40,Accept additional arguments in script/test-server (#584),This allows for overriding defaults. For example: ./script/test-server --host 127.0.0.1 --port 4000 Signed-off-by: alzeih alzeih@users.noreply.github.com,Accept additional arguments in script/test-server (#584),This allows for overriding defaults. For example: ./script/test-server --host 127.0.0.1 --port 4000 Signed-off-by: alzeih alzeih@users.noreply.github.com
41,Fix broken link to CONTRIBUTING.md (#583),,Fix broken link to CONTRIBUTING.md (#583),
42,Add MarkdownPageBody component (#567),"The template for children of <div className=""content-body""/> is the same for DraftEdit, DocumentEdit, PageEdit, and CreateMarkdownPage. So DRY those repeated logic with a new component.",Add MarkdownPageBody component (#567),"The template for children of  is the same for DraftEdit, DocumentEdit, PageEdit, and CreateMarkdownPage. So DRY those repeated logic with a new component."
43,Bump react-widgets to v4.4 (#551), Bumps the major-version of the package. momentLocalizer is now in a separate package — react-widgets-moment CSS bundled in the package has changed selectors and attributes as well. Therefore overrides at our end has been altered to maintain existing aesthetics.,Bump react-widgets to v4.4 (#551),Bumps the major-version of the package. momentLocalizer is now in a separate package — react-widgets-moment CSS bundled in the package has changed selectors and attributes as well. Therefore overrides at our end has been altered to maintain existing aesthetics.
44,Remove unused variable assignment,,Remove unused variable assignment,
45,Allow selecting static files in MarkdownEditor (#565),"This adds a new button to the MarkdownEditor (with icon paperclip). Clicking the button triggers the staticfilepicker modal. On selecting a file the editor gets updated depending on the file extension, If an image file was selected, Markdown image tag is inserted else a Markdown link tag is inserted. Irrespective of the file-type selected, the injected Markdown includes the static-file's relative_path enclosed in a Liquid object with Jekyll's relative_url filter. For example, if static-file assets/logo.png is selected, then the inserted Markdown will be: ![]({{ 'assets/logo.png' | relative_url }})",Allow selecting static files in MarkdownEditor (#565),"This adds a new button to the MarkdownEditor (with icon paperclip). Clicking the button triggers the staticfilepicker modal. On selecting a file the editor gets updated depending on the file extension, If an image file was selected, Markdown image tag is inserted else a Markdown link tag is inserted. Irrespective of the file-type selected, the injected Markdown includes the static-file's relative_path enclosed in a Liquid object with Jekyll's relative_url filter. For example, if static-file assets/logo.png is selected, then the inserted Markdown will be:"
46,Import site metadata into admin interface (#543),"To allow selecting existing categories, layouts and tags via the interface. The idea is to fetch the data related to above every time a page / draft / document is created / edited so that the Metafields component always reflects the latest status (i.e. a category added to one post will be available for the next post being edited).",Import site metadata into admin interface (#543),"To allow selecting existing categories, layouts and tags via the interface. The idea is to fetch the data related to above every time a page / draft / document is created / edited so that the Metafields component always reflects the latest status (i.e. a category added to one post will be available for the next post being edited)."
47,Activating Open Collective (#526),  Added financial contributors to the README   Update README.md   Moved Financial Contributors to the end of the badges. ,Activating Open Collective (#526),Added financial contributors to the README Update README.md Moved Financial Contributors to the end of the badges.
48,Bump some frontend devDependencies (#579), node-sass to 4.13.0. (Adds support for upto Node 13) eslint-plugin-import to 2.20.1. eslint-plugin-react to 7.18.3 webpack to 4.41.6.,Bump some frontend devDependencies (#579),node-sass to 4.13.0. (Adds support for upto Node 13) eslint-plugin-import to 2.20.1. eslint-plugin-react to 7.18.3 webpack to 4.41.6.
49,Use fetch wrapper for DELETE requests to dispatch (#578),Using the wrapper with slight modifications will bring consistency with GET and PUT requests that are sent via respective wrappers.,Use fetch wrapper for DELETE requests to dispatch (#578),Using the wrapper with slight modifications will bring consistency with GET and PUT requests that are sent via respective wrappers.
50,Move exported function to end of file,,Move exported function to end of file,
51,Remove duplicate styles b/w datagui and metafields (#577),Directives in metafields.scss and datagui.scss overlap considerably. This commit removes that overlap. datagui styles now mainly involve changes to colors and some very minor adjustments.,Remove duplicate styles b/w datagui and metafields (#577),Directives in metafields.scss and datagui.scss overlap considerably. This commit removes that overlap. datagui styles now mainly involve changes to colors and some very minor adjustments.
52,Use Yarn to manage dependencies (#576),"Since we already check-in yarn.lock to the repository, it would be better if CI builds used the same set.",Use Yarn to manage dependencies (#576),"Since we already check-in yarn.lock to the repository, it would be better if CI builds used the same set."
53,Reduce syntax-highlighting support in MDEditor (#568),In order to avoid bloating the production bundle.js with rarely used languages.,Reduce syntax-highlighting support in MDEditor (#568),In order to avoid bloating the production bundle.js with rarely used languages.
54,Add default branch for case statement,,Add default branch for case statement,
55,Use variable after it has been defined,,Use variable after it has been defined,
56,Enable ESLint rule eqeqeq (#575),To enforce use of the type-safe equality operators === and !== instead of their regular counterparts == and !=,Enable ESLint rule eqeqeq (#575),To enforce use of the type-safe equality operators === and !== instead of their regular counterparts == and !=
57,Enable ESLint rule no-unused-vars (#574),,Enable ESLint rule no-unused-vars (#574),
58,Export translations aggregate as a default module (#550),To simplify implementing a language-selector in a future release.,Export translations aggregate as a default module (#550),To simplify implementing a language-selector in a future release.
59,Enforce unix-style line-endings for *.js files (#571),So that bundle's sourcemap doesn't include \r\n when built on Windows,Enforce unix-style line-endings for *.js files (#571),So that bundle's sourcemap doesn't include \r\n when built on Windows
60,Bump some frontend devDependencies (#570),"babel-polyfill to 6.26.0 enzyme to >= 2.9.1, < 3.0.0, eslint to >= 6.8.0, < 7.0.0, eslint-plugin-import to >= 2.19.1, < 3.0.0 eslint-plugin-react to >= 7.17.0, < 8.0.0 webpack to >= 4.41.4, < 5.0.0",Bump some frontend devDependencies (#570),"babel-polyfill to 6.26.0 enzyme to >= 2.9.1, < 3.0.0, eslint to >= 6.8.0, < 7.0.0, eslint-plugin-import to >= 2.19.1, < 3.0.0 eslint-plugin-react to >= 7.17.0, < 8.0.0 webpack to >= 4.41.4, < 5.0.0"
61,Prefer ES6 object-properties-shorthand syntax (#569),"Replace { 'foo': foo, 'bar': bar } and { foo: foo, bar: bar } with terser { foo, bar }",Prefer ES6 object-properties-shorthand syntax (#569),"Replace { 'foo': foo, 'bar': bar } and { foo: foo, bar: bar } with terser { foo, bar }"
62,Document getDocumentTitle helper and fix test,,Document getDocumentTitle helper and fix test,
63,Mock window.confirm() in container-view tests (#563),So that actions.delete<type> is tested properly.,Mock window.confirm() in container-view tests (#563),So that actions.delete is tested properly.
64,Render <button> when href attr will be undefined (#557),"<a> tag with an undefined href attribute is not a link per se and therefore the target attribute on such an element is redundant as well. In such circumstances, <Button/> should generate an HTML <button> element. With this change Button component requires either to or an onClick prop to render an element.",Render  when href attr will be undefined (#557)," tag with an undefined href attribute is not a link per se and therefore the target attribute on such an element is redundant as well. In such circumstances,  should generate an HTML  element. With this change Button component requires either to or an onClick prop to render an element."
65,Bump some frontend devDependencies (#553)," Bumps coveralls, nock, prettier Removes unused devDeps mocha and jsdom from package.json Bump npm-run-all to v4.1.5 for security reasons",Bump some frontend devDependencies (#553),"Bumps coveralls, nock, prettier Removes unused devDeps mocha and jsdom from package.json Bump npm-run-all to v4.1.5 for security reasons"
66,Extract static-file picker logic into a component (#560),In order to:   - remove modal state from MetaSimple component.   - facilitate wiring into MarkdownEditor in future.,Extract static-file picker logic into a component (#560),In order to:   - remove modal state from MetaSimple component.   - facilitate wiring into MarkdownEditor in future.
67,Add CreateMarkdownPage component (#561),"To contain repeated render logic in DraftNew.js, DocumentNew.js, PageNew.js. However, this leaves the parent components as just shells that handle saving the draft and their own respective lifecycle methods which cannot be tested with just a shallow render. (mount is currently not possible since there isn't a mechanism to pass a mock-store to the Metafields nested inside the CreateMarkdownPage component.)",Add CreateMarkdownPage component (#561),"To contain repeated render logic in DraftNew.js, DocumentNew.js, PageNew.js. However, this leaves the parent components as just shells that handle saving the draft and their own respective lifecycle methods which cannot be tested with just a shallow render. (mount is currently not possible since there isn't a mechanism to pass a mock-store to the Metafields nested inside the CreateMarkdownPage component.)"
68,Lock Rubygems on Travis to v3.0.6 (#562),Rubygems 3.1 is buggy and is being patched incrementally.,Lock Rubygems on Travis to v3.0.6 (#562),Rubygems 3.1 is buggy and is being patched incrementally.
69,Update markdown-editor preview styles,By using a sample page demonstrating various Markdown features and its rendered output as reference,Update markdown-editor preview styles,By using a sample page demonstrating various Markdown features and its rendered output as reference
70,Convert DataGUI into a bona fide component (#546),"In order to minimize repeated logic. Currently on master, DataGUI is just Metafields rendered with prop dataview: true and the inputs for editing data file path being additionally implemented for both DataFileNew and DataFileEdit. Another internal change is to use input elements' ref value on save instead of setting the parent component's state and then reading from that value.",Convert DataGUI into a bona fide component (#546),"In order to minimize repeated logic. Currently on master, DataGUI is just Metafields rendered with prop dataview: true and the inputs for editing data file path being additionally implemented for both DataFileNew and DataFileEdit. Another internal change is to use input elements' ref value on save instead of setting the parent component's state and then reading from that value."
71,Remove unused action (#559),The action got left behind and became redundant as surrounding code got refactored across multiple releases.,Remove unused action (#559),The action got left behind and became redundant as surrounding code got refactored across multiple releases.
72,Return static file's relative_path not http_url (#555),So that the user doesn't have to manually remove http://localhost:4000/ from the value returned by the image-picker modal,Return static file's relative_path not http_url (#555),So that the user doesn't have to manually remove link/ from the value returned by the image-picker modal
73,Add a utility function to compute view page title (#556),To avoid duplicating logic and have a consistent pattern in the title of various views.,Add a utility function to compute view page title (#556),To avoid duplicating logic and have a consistent pattern in the title of various views.
74,Colorize inline code in MarkdownEditor,,Colorize inline code in MarkdownEditor,
75,Mark lint-staged as a front-end devDependency (#552),instead of being listed as a dependency,Mark lint-staged as a front-end devDependency (#552),instead of being listed as a dependency
76,"Add categories, tags, layouts to fixture site (#554)","To allow testing their utilization via the interface. Also adds a couple of static files to the fixture collection ""puppies""","Add categories, tags, layouts to fixture site (#554)","To allow testing their utilization via the interface. Also adds a couple of static files to the fixture collection ""puppies"""
77,Add Accordion component (#532),Extracting the accordion currently in the Sidebar component into a separate stateful component will prevent Sidebar from re-rendering each time the accordion is opened and closed. Co-Authored-By: Mert Kahyaoğlu mertkahyaoglu93@gmail.com,Add Accordion component (#532),Extracting the accordion currently in the Sidebar component into a separate stateful component will prevent Sidebar from re-rendering each time the accordion is opened and closed. Co-Authored-By: Mert Kahyaoğlu mertkahyaoglu93@gmail.com
78,Refactor MetaButtons (#549),"Apart from simplifying the render() function, there are some other changes included in this proposal:     - MetaButtons now use an internal state to determine the dropdown visibility -- the class no longer uses props onDropdownFocus and onDropdownBlur to toggle showing-dropdown className on the parent wrapper -- the class is attached to the dropdown trigger button itself.     - The dropdown trigger toggles dropdown visibility -- the dropdown gets hidden on both  clicking the focused trigger and on the trigger losing focus.",Refactor MetaButtons (#549),"Apart from simplifying the render() function, there are some other changes included in this proposal:     - MetaButtons now use an internal state to determine the dropdown visibility -- the class no longer uses props onDropdownFocus and onDropdownBlur to toggle showing-dropdown className on the parent wrapper -- the class is attached to the dropdown trigger button itself.     - The dropdown trigger toggles dropdown visibility -- the dropdown gets hidden on both  clicking the focused trigger and on the trigger losing focus."
79,Add a status bar to Editor component (#538),Display the Editor's mode in the status bar as an uppercased string,Add a status bar to Editor component (#538),Display the Editor's mode in the status bar as an uppercased string
80,Reduce log output from webpack-dev-middleware,,Reduce log output from webpack-dev-middleware,
81,Add StaticMetaFields component (#548),"To render default front matter for the requested page / document. The input fields from this component are readonly and cannot be interacted with. In order to override a default front matter value, add a new metadata field in the non-static container.",Add StaticMetaFields component (#548),"To render default front matter for the requested page / document. The input fields from this component are readonly and cannot be interacted with. In order to override a default front matter value, add a new metadata field in the non-static container."
82,Migrate to webpack v4 (#502),,Migrate to webpack v4 (#502),
83,Use existing instance of Jekyll::Configuration (#539),Reduce memory usage and additionally Jekyll's logger won't output an extra Configuration file: <config file path> message to the terminal.,Use existing instance of Jekyll::Configuration (#539),Reduce memory usage and additionally Jekyll's logger won't output an extra Configuration file:  message to the terminal.
84,Remove unnecessary moment.js locales from bundle (#537),,Remove unnecessary moment.js locales from bundle (#537),
85,Improve front-end test coverage (#547),,Improve front-end test coverage (#547),
86,Use Icon component to render icons,,Use Icon component to render icons,
87,Add Icon component to render icons consistently (#544),,Add Icon component to render icons consistently (#544),
88,Compact switch statement in Button component (#542),by using bracket-notation to dynamically interpolate property key. Co-Authored-By: Mert Kahyaoğlu mertkahyaoglu93@gmail.com,Compact switch statement in Button component (#542),by using bracket-notation to dynamically interpolate property key. Co-Authored-By: Mert Kahyaoğlu mertkahyaoglu93@gmail.com
89,Render icons in Button based on the type prop (#541),"Most of the buttons have their icons fixed for a given type to ease UX. For example, delete type buttons are always rendered with the trash icon, or the view buttons are always rendered with the eye icon and similarly the save buttons are always rendered with the save (floppy) icon. So instead of having to repeatedly pass the icon-name as a prop for the same Button type, it is better if the Button component determined the icon based on the current type. Nevertheless, the existing behavior of passing icon as a prop is still valid to allow rendering a variant of the button with a different icon if such a need arises.",Render icons in Button based on the type prop (#541),"Most of the buttons have their icons fixed for a given type to ease UX. For example, delete type buttons are always rendered with the trash icon, or the view buttons are always rendered with the eye icon and similarly the save buttons are always rendered with the save (floppy) icon. So instead of having to repeatedly pass the icon-name as a prop for the same Button type, it is better if the Button component determined the icon based on the current type. Nevertheless, the existing behavior of passing icon as a prop is still valid to allow rendering a variant of the button with a different icon if such a need arises."
90,Invoke Breadcrumbs consistently,,Invoke Breadcrumbs consistently,
91,Use Jekyll::PageWithoutAFile instead of our class (#518),Jekyll::PageWithoutAFile is available since Jekyll 3.7.0,Use Jekyll::PageWithoutAFile instead of our class (#518),Jekyll::PageWithoutAFile is available since Jekyll 3.7.0
92,Allow publishing drafts via the interface (#534),,Allow publishing drafts via the interface (#534),
93,Remove redundant true passed as prop values (#536),,Remove redundant true passed as prop values (#536),
94,Add Explorer component to render resource indexes (#514),"The front end for routes /pages, /drafts and /data are virtually identical. The implementation however consists of multiple components with repeated code. All of that repeated logic has been extracted into a new component, named Explorer.",Add Explorer component to render resource indexes (#514),"The front end for routes /pages, /drafts and /data are virtually identical. The implementation however consists of multiple components with repeated code. All of that repeated logic has been extracted into a new component, named Explorer."
95,Move common function in ducks to utility module (#535),"At the time the filter function was written for data files, the latter resources didn't have a name property. However, now they do. But on modifying the function to filter by filename, it became evident that the functions defined in ducks for pages, drafts and data files are now identical and can therefore be extracted as a utility function.",Move common function in ducks to utility module (#535),"At the time the filter function was written for data files, the latter resources didn't have a name property. However, now they do. But on modifying the function to filter by filename, it became evident that the functions defined in ducks for pages, drafts and data files are now identical and can therefore be extracted as a utility function."
96,Add missing static file upload-tip,,Add missing static file upload-tip,
97,Refactor Breadcrumbs component (#533), Define splat parameter with a default value of '' Optimize by reducing conditional branches and iterations,Refactor Breadcrumbs component (#533),Define splat parameter with a default value of '' Optimize by reducing conditional branches and iterations
98,Validate current resource type when creating them,,Validate current resource type when creating them,
99,Use relative_path field in Document component,,Use relative_path field in Document component,
100,Integrate bundlesize into test-suite (#531),,Integrate bundlesize into test-suite (#531),
101,Add directory support for static files (#408),,Add directory support for static files (#408),
102,Add relative_path field in API response (#521),"For resources that respond to relative_path calls, expose the value after stripping away any leading slashes and special dirnames from them. Refer private method JekyllAdmin::APIable#relative_path_for_api for examples.",Add relative_path field in API response (#521),"For resources that respond to relative_path calls, expose the value after stripping away any leading slashes and special dirnames from them. Refer private method JekyllAdmin::APIable#relative_path_for_api for examples."
103,Optimize API Hash objects (#528)," Normalize API structure with a template  API_SCAFFOLD is the base hash with each key pointing to a nil value.   When merged with the API generated via calling #hash_for_api, the   values of the base API will get updated. Therefore, the first two keys   of the final api hash from calling #to_api will always be ""name"" and   ""path"".   The url fields (""http_url"", ""api_url"", and collections' ""entries_url"")   are injected towards the end so that they are always the last keys of   the api hash.  Don't allocate new Hash objects for every merge",Optimize API Hash objects (#528),"Normalize API structure with a template API_SCAFFOLD is the base hash with each key pointing to a nil value.   When merged with the API generated via calling #hash_for_api, the   values of the base API will get updated. Therefore, the first two keys   of the final api hash from calling #to_api will always be ""name"" and   ""path"".   The url fields (""http_url"", ""api_url"", and collections' ""entries_url"")   are injected towards the end so that they are always the last keys of   the api hash. Don't allocate new Hash objects for every merge"
104,Load monkey patches after loading major actors,To ensure that autoloaded classes from upstream have been loaded by the time they're referenced by the monkey patches,Load monkey patches after loading major actors,To ensure that autoloaded classes from upstream have been loaded by the time they're referenced by the monkey patches
105,Strip leading slash from data file's path (#527),Since it is redundant and two path segments are joined at the back end via File.join which inserts the slash when generating an absolute path.,Strip leading slash from data file's path (#527),Since it is redundant and two path segments are joined at the back end via File.join which inserts the slash when generating an absolute path.
106,Ensure a blank line at end of document (#519),"Currently, editing a page / document via the MarkdownEditor interface removes the blank line at the end of the file. This change ensures that a blank line is injected if it has been removed or doesn't exist otherwise.",Ensure a blank line at end of document (#519),"Currently, editing a page / document via the MarkdownEditor interface removes the blank line at the end of the file. This change ensures that a blank line is injected if it has been removed or doesn't exist otherwise."
107,Refactor JekyllAdmin::Directory (#522),"  Use strings as keys for #to_liquid hash   Provides consistency with other datatypes that uses a Hash with string keys. Moreover string    literals are automatically frozen now. Therefore, they're as performant as using symbols.   Use constants to avoid creating objects repeatedly   Creating the same array on every call / iteration is wasteful. String literals are now frozen   automatically. So they need not be stashed in a constant   Improve readability of constructor   Pathname.new(nil) is an invalid usage. So technically all of the named parameters except   :content_type is a required parameter. But content_type being nil doesn't make sense so that   should be a required parameter as well.   Base of a directory is its main container   For pages, it would be site.source   For posts, it would be site.source + collections_dir + '_posts'.  Similarly for other documents, it   would be the path upto their respective collection's root directory,   Memoize relative_path method   To avoid re-evaluation on every request to a given API URL. The to_liquid method is not    memoized instead so that modified_time is picked up properly. ",Refactor JekyllAdmin::Directory (#522),"Use strings as keys for #to_liquid hash   Provides consistency with other datatypes that uses a Hash with string keys. Moreover string    literals are automatically frozen now. Therefore, they're as performant as using symbols. Use constants to avoid creating objects repeatedly   Creating the same array on every call / iteration is wasteful. String literals are now frozen   automatically. So they need not be stashed in a constant Improve readability of constructor   Pathname.new(nil) is an invalid usage. So technically all of the named parameters except   :content_type is a required parameter. But content_type being nil doesn't make sense so that   should be a required parameter as well. Base of a directory is its main container   For pages, it would be site.source   For posts, it would be site.source + collections_dir + '_posts'.  Similarly for other documents, it   would be the path upto their respective collection's root directory, Memoize relative_path method   To avoid re-evaluation on every request to a given API URL. The to_liquid method is not    memoized instead so that modified_time is picked up properly."
108,Manipulate Metrics/PerceivedComplexity as required,"Metrics/PerceivedComplexity cop as configured via 'rubocop-jekyll' reports just one offense. So, it is better to toggle the cop for just that one offense instead of altering it for all files.",Manipulate Metrics/PerceivedComplexity as required,"Metrics/PerceivedComplexity cop as configured via 'rubocop-jekyll' reports just one offense. So, it is better to toggle the cop for just that one offense instead of altering it for all files."
109,Minor style corrections for MarkdownEditor,,Minor style corrections for MarkdownEditor,
110,Remove redundant RuboCop configuration,,Remove redundant RuboCop configuration,
111,Rename normalize.css to normalize.scss,"Since valid CSS is also valid SCSS, changing the extension will not have any detrimental effect on the generated CSS file, but will however remove the deprecation warning from LibSass regarding the import of a *.css file.",Rename normalize.css to normalize.scss,"Since valid CSS is also valid SCSS, changing the extension will not have any detrimental effect on the generated CSS file, but will however remove the deprecation warning from LibSass regarding the import of a *.css file."
112,Fix code element font-size in CodeMirror headings,CSS rules override those that are defined for the same selector earlier in the cascade.,Fix code element font-size in CodeMirror headings,CSS rules override those that are defined for the same selector earlier in the cascade.
113,Reduce line-length in documentation's index page,,Reduce line-length in documentation's index page,
114,Improve documentation source and styles,,Improve documentation source and styles,
115,Improve Markdown editor styling (#525),,Improve Markdown editor styling (#525),
116,Style metafields similar to DataGUI styles (#524),So that the section takes up lesser vertical space and additionally mirrors how users would edit front matter on text-editors.,Style metafields similar to DataGUI styles (#524),So that the section takes up lesser vertical space and additionally mirrors how users would edit front matter on text-editors.
117,Add complex front matter to fixture page,,Add complex front matter to fixture page,
118,Filter away virtual pages that output to HTML file (#520),To stop rendering routes to virtual pages—those that do not have a physical presence within the source directory. Such page objects are always generated via a plugin.,Filter away virtual pages that output to HTML file (#520),To stop rendering routes to virtual pages—those that do not have a physical presence within the source directory. Such page objects are always generated via a plugin.
119,Simplify loading individual namespace route maps (#516),,Simplify loading individual namespace route maps (#516),
120,Allow custom labels for collections in sidebar (#515),Set a sidebar_label key in the collection's metadata to the desired string and it shall be rendered as provided.,Allow custom labels for collections in sidebar (#515),Set a sidebar_label key in the collection's metadata to the desired string and it shall be rendered as provided.
121,Point AppVeyor badge to Jekyll Org's account,Also have it reflect just the status of the master branch instead of the status of the latest build.,Point AppVeyor badge to Jekyll Org's account,Also have it reflect just the status of the master branch instead of the status of the latest build.
122,Add documentation for self-hosting (#505),,Add documentation for self-hosting (#505),
123,Expose data file's basename as attribute name (#512),"This provides JekyllAdmin::DataFile instances parity with primitives from Jekyll. Jekyll::Page, Jekyll::Document, Jekyll::StaticFile instances exposes their basename with extension via Liquid and therefore the API here as either :name or :basename",Expose data file's basename as attribute name (#512),"This provides JekyllAdmin::DataFile instances parity with primitives from Jekyll. Jekyll::Page, Jekyll::Document, Jekyll::StaticFile instances exposes their basename with extension via Liquid and therefore the API here as either :name or :basename"
124,Move babel and eslint configs into separate files (#513),,Move babel and eslint configs into separate files (#513),
125,Add version as global from package.json (#510), Add version from package.json as global Add VERSION to jest globals,Add version as global from package.json (#510),Add version from package.json as global Add VERSION to jest globals
126,Don't run tests as part of npm start task,,Don't run tests as part of npm start task,
127,Improve test coverage for Button component,,Improve test coverage for Button component,
