Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Translated using Weblate (Catalan),0.45188004,Translation updates,Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/,0
Translated using Weblate (Hebrew),0.44462353,Translation updates,Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (French),0.48112804,Translation updates,Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Polish),0.49034858,Translation updates,Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Update appdata for next release (#721),0.32933465,The list of issues closed by this release can be found here.,,0
Add flatpak folders to gitignore (#720),0.18470103,* Use Gtk.FileChooserNative throughout,,0
Translated using Weblate (Turkish),0.4138744,Translation updates,Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/,0
Remove leftover temporary warnings (#722),0.32071713,* Fix building against latest gexiv2,,0
Copy image (#701),0.42817473,New actions to copy image or metadata to clipboard,"Add Copy Image context menu option (and keyboard shortcut) Make linter happy Implement multi-format copy (single image) Send metadata when requested for text Implement copying underlying file Change menu label to ""Copy"" Implement copy metadata and copy multiple image uris. Co-authored-by: TheGag96 thegag96@gmail.com Co-authored-by: Fabio Zaramella fabiozaramella@users.noreply.github.com Co-authored-by: Ryan Kornheisl ryan@skarva.tech",0
Translated using Weblate (Marathi),0.40004796,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
Translated using Weblate (Korean),0.45858946,Translation updates,Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Add Photo Viewer icons (#716),0.7571658,Redesigned Photo Viewer icon,,1
Release 2.7.5 (#714),0.44364774,The list of issues closed by this release can be found here.,,0
Check for null and type before getting source properties (#691),0.14308247,* Use Gtk.FileChooserNative throughout,,0
Icon Redesign (#712),0.7015265,Redesigned app icon,,1
Fix build with vala 0.56 (#711),0.5282798,* Fix building against latest gexiv2,,0
Translated using Weblate (Czech),0.46353593,Translation updates,Currently translated at 100.0% (45 of 45 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Release 2.7.4 (#706),0.4476959,The list of issues closed by this release can be found here.,,0
Update io.elementary.photos.appdata.xml.in,0.57798016,pantheon-photos 0.2.4 is out!,,0
Check video date valid on importing (#689),0.5109995,Avoid a crash when importing videos,,0
Fix Minor Code-style Conflicts (#688),0.30970797,* Fix building against latest gexiv2,Fix Minor Code-style Conflicts Update AdjustTool.vala Update AdjustTool.vala Update src/editing_tools/AdjustTool.vala Co-authored-by: Ryo Nakano 26003928+ryonakano@users.noreply.github.com Update src/editing_tools/AdjustTool.vala Co-authored-by: Ryo Nakano 26003928+ryonakano@users.noreply.github.com Update AdjustTool.vala Update src/editing_tools/AdjustTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update AdjustTool.vala Update AdjustTool.vala Update AdjustTool.vala Update src/editing_tools/AdjustTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Fix lint Fix Lacking closing parenthesis Fix unreachable else Check type before invalid cast; rely on signature to exclude null Co-authored-by: Ryo Nakano 26003928+ryonakano@users.noreply.github.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Co-authored-by: Jeremy Paul Wootten jeremywootten@gmail.com,0
PiwigoPlugin: Fix deprecated codes (#677),0.32774162,* Fix building against latest gexiv2,PiwigoPlugin: Fix deprecated Gtk.Alignment and reparent Remove unwanted diff Remove Gtk.Builder.connect_signals() which is unused & removed in GTK4 Lessen design changes Missing margins Fix options not showing Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
Lose unnecessary private copies of ui_settings (#690),0.25495332,Show saved state correctly in the context-menu,,0
GObject-construct PhotoCanvas (#686),0.3855011,Photos 2.6.2 is out!,,0
Some minor code style fixes (#685),0.24148048,* Updated translations,,0
Make StraightenTool Class gobject-style constructed (#684),0.21864142,* Fix building against latest gexiv2,,0
Make RedeyeTool Class Gobject-style constructed (#683),0.25747657,Redesigned Photo Viewer icon,,0
Make CropTools Gobject-style constructed (#682),0.30826896,New actions to copy image or metadata to clipboard,Make CropTools Gobject-style constructed Some minor Fixes Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Update src/editing_tools/CropTool.vala Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
Make EditingTools a Gobject Class (#681),0.31481993,* Use Gtk.FileChooserNative throughout,,0
Make AdjustTool Class Gobject-style constructed (#676),0.27865633,* Fix building against latest gexiv2,,0
PiwigoPlugin: Fix GSettings warnings (#679),0.3162018,* Fix building against latest gexiv2,,0
Replace all occurance of 'Shotwell' to 'Photos' in the UI (#680),0.93129015,"Replace all instances of ""Shotwell"" with ""Photos""",,1
Make Command Class Gobject-style Constructed (#668),0.24923995,* Use Granite.MessageDialog throughout,Make Command Class Gobject Constructed Make Command class Gobject-style Constructed Update AppWindow.vala Update CommandManager.vala Lose little used CommandDescription interface Lose little used CommandDescription interface Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Co-authored-by: Jeremy Paul Wootten jeremywootten@gmail.com,0
Plugins: Fix deprecations (#672),0.3867519,The list of issues closed by this release can be found here.,,0
AppWindow: Use shipped icon (#670),0.68116957,Redesigned app icon,,0
Event.vala: Fix is_in_starting_day function. Use DateTime throughout (#669),0.41375047,Fix a possible crash with invalid date and time info,Event.vala: Fix is_in_starting_day function. Use DateTime throughout VideoMetaData.vala: Use DateTime instead of Time (),0
Simplify StraightenToolWindow class (#666),0.31426534,Redesigned Photo Viewer icon,,0
Translated using Weblate (Gujarati),0.40618646,Translation updates,Currently translated at 87.8% (679 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
Release 2.7.3 (#661),0.45257968,Photos 2.6.3 is out!,,0
LibraryWindow: Move sidebar and photo info toggles to menubutton (#660),0.79373693,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,1
VideoSupport: Fix wrongly placed semicolon (#662),0.38138014,Avoid a crash when importing videos,The condition was actually a no-op.,0
Replace deprecated Gtk.Menu.popup () (#645),0.41593802,* Use Gtk.FileChooserNative throughout,,0
LibraryWindow: use color icon for menubutton in titlebar,0.4161812,Redesigned app icon,,0
Changed settings button to use standard eOS popover (#659),0.3796745,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,"Added popover Converted import_menu_item  into prefered style of object creation. Converted preferences_menu_item into prefered style of object creation. Converted menu_popover_grid, settings and search_entry into prefered style of object creation. Converted sidebar_tree, scrolled_sidebar, notebook, metadata_sidebar, right_client paned, client-panle and layout to preferred style of object creation Fixed linting issues Co-authored-by: Jeremy Wootten jeremy@elementaryos.org",0
Do not use GENERIC_FALLBACK flag with lookup_by_icon () (#657),0.28087044,Redesigned Photo Viewer icon,,0
Initialize protected member ui_settings in Page class (#656),0.21083644,Show saved state correctly in the context-menu,,0
Lose unneeded paned (#646),0.19092935,Fix keyboard activation in tool windows,,0
Translated using Weblate (Occidental),0.4863069,Translation updates,Currently translated at 32.4% (12 of 37 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Update vapi files (#650),0.30953148,* Fix building against latest gexiv2,Copied in the changes from the Shotwell vapi files and fixed up and tested the associated vala. All of these code changes relate to importing and previewing files from a camera which I've just tested still works with my Pixel 4a. I also changed how the image-missing icon is loaded in the import page as this was not working and causing criticals in the terminal. This should get us some memory leak fixes as we've now got rid of a lot of the manual memory management that wasn't done right anyway.,0
Fix invalid date segfault (#648),0.5427302,Fix a possible crash with invalid date and time info,,0
Replace FileInfo.get_modification_time () in preparation for 2038 (#644),0.31652632,Fix a possible crash with invalid date and time info,,0
Translated using Weblate (Spanish),0.5008667,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
Automatically focus photo on file open (#643),0.56465197,Focus photos on startup when previewing to fix navigating with left and right arrow keys,Automatically focus photo on file open Fix lint Co-authored-by: Jeremy Paul Wootten jeremywootten@gmail.com,0
Release 2.7.2 (#642),0.4368177,Photos 0.2.5 is out!,Release 2.7.2 Update meson.build,0
Restore title to header when viewing single photo (#627),0.5453507,Show image titles in preview mode,,0
Zoom improvements (#635),0.266197,Redesigned Photo Viewer icon,"Relax some restrictions on zooming Increase max possible zoom Zoom without Ctrl Fine zoom with Ctrl Do not zoom if last zoom incomplete Aggregate smooth scroll events Revert unmodified scroll for zoom Ctrl + Scroll -> Coarse zoom Ctrl + Alt+ Scroll -> Fine zoom Consistently use zoom_assembly as name of instance of class SliderAssembly Add tooltips to slider assembly in CollectionPage Add all tooltips in SliderAssembly class Use ""zoom level"" for both Collection and Single Photo views Remove unused custom tooltip property from SliderAssembly Use tooltip text from Code zoom adjustment tool Use Granite.accel_to_string ("""") Co-authored-by: Cassidy James Blaede cassidy@elementary.io",0
CheckerboardLayout: Fix drawing selection rectangle,0.54211015,Draw selection rectangle when dragging to select,,0
l10n: Correctly setup the locales (#629),0.34457624,Translation updates,,0
Translated using Weblate (Punjabi),0.39055294,Translation updates,Currently translated at 81.9% (631 of 770 strings) Translation: Photos/Photos Translate-URL: link/,0
Translated using Weblate (English (Australia)),0.45307863,Translation updates,Currently translated at 25.7% (9 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Swedish),0.4835188,Translation updates,Currently translated at 31.4% (11 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Portuguese (Brazil)),0.4590379,Translation updates,Currently translated at 100.0% (35 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Norwegian Nynorsk),0.4295987,Translation updates,Currently translated at 25.7% (9 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Lithuanian),0.45416498,Translation updates,Currently translated at 77.1% (27 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Italian),0.42746627,Translation updates,Currently translated at 91.4% (32 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Esperanto),0.46255565,Translation updates,Currently translated at 91.4% (32 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (English (Canada)),0.46028763,Translation updates,Currently translated at 25.7% (9 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Danish),0.45502728,Translation updates,Currently translated at 45.7% (16 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Bosnian),0.41916633,Translation updates,Currently translated at 25.7% (9 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Translated using Weblate (Chinese (Traditional)),0.40907422,Translation updates,Currently translated at 54.2% (19 of 35 strings) Translation: Photos/Photos (Extra) Translate-URL: link/,0
Release 2.7.1 (#623),0.45268714,The list of issues closed by this release can be found here.,Release 2.7.1 Update meson.build Update release.yml Update screenshot Update and optimize screenshots Co-authored-by: Cassidy James Blaede c@ssidyjam.es,0
"Adds the ability to sort by File Modification Time, in addition to Exposure Date and Title. (#563)",0.45889747,Photos 2.6.0 is out!,Co-authored-by: Fabio Zaramella fabiozaramella@users.noreply.github.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
Add launchable tag to appdata (#619),0.41477782,Make sure we show the right apps in the Open In menu,,0
CI: Update Flatpak action (#621),0.22887951,* Updated translations,CI: Update Flatpak action Update io.elementary.photos.yml,0
Translated using Weblate (Arabic),0.45587426,Translation updates,Currently translated at 75.3% (579 of 768 strings) Translation: Photos/Photos Translate-URL: link/,0
Flatpak: Use elementary Runtime and Sdk (#618),0.15560392,Redesigned app icon,,0
Substitute ActionBar for Toolbar (#617),0.4654991,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
Update io.elementary.photos.appdata.xml.in (#614),0.60646135,pantheon-photos 0.2.4 is out!,,0
Translated using Weblate (Serbian),0.4294991,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
Translated using Weblate (Sinhala),0.4320916,Translation updates,Currently translated at 0.9% (7 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
Flatpak: Add Granite master (#613),0.3945198,* Use Granite.MessageDialog throughout,,0
Replace deprecated time val (#612),0.42473322,Fix a possible crash with invalid date and time info,In preparation for 2038… Replaced time_t types with int64 and use GLib.DateTime instead of GLib.TimeVal and GLib.Time,0
Export Dialog: fix action area margin and cleanup (#611),0.45022553,Redesign a large number of dialogs,Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
"Gtk.Dialog → Granite.Dialog, Hdy.Window (#599)",0.6949229,* Use Granite.MessageDialog throughout,"Gtk.Dialog → Granite.Dialog, Hdy.Window bump granite dep Use get/private set content area bump copyright, remove old docs no real reason not to be deletable don't add button press mask revert to manual window dragging",0
CI: Use elementary OS Flatpak Image (#610),0.17558,* Fix building against latest gexiv2,,0
CropTool: make properties private set (#603),0.22959614,New actions to copy image or metadata to clipboard,,0
EditingHostPage: avoid getting library_window twice for sidebar button (#608),0.29589418,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
PhotoCanvas: Use properties and remove unused (#609),0.43185985,"Replace all instances of ""Shotwell"" with ""Photos""",Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
EditingHostPage: don't track tool windows (#607),0.33552045,Fix keyboard activation in tool windows,,0
EditingTools: One public class per file (#604),0.3096697,* Use Gtk.FileChooserNative throughout,,0
"CropTool: Code style, minor fixes (#602)",0.29488164,Photos 2.6.2 is out!,,0
MedaMetadata: Remove unused methods (#605),0.2509332,"Replace all instances of ""Shotwell"" with ""Photos""",Co-authored-by: Corentin Noël corentin@elementary.io,0
Checkerboard: Use Gtk.DirectionType (#606),0.39063886,Add checkerboard behind semi-transparent photos in grid view,,0
Resources: update RAW photo icon name (#596),0.5403806,Redesigned Photo Viewer icon,,0
"LINGUAS: sort, remove en_US",0.3347445,Translation updates,,0
Translated using Weblate (Romanian),0.44258016,Translation updates,Currently translated at 85.1% (658 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
Fix #581: Use Hdy.ApplicationWindow and Hdy.HeaderBar (#594),0.31446567,Redesigned Photo Viewer icon,Fix #581: Use Hdy.ApplicationWindow and Hdy.HeaderBar Add libhandy to flatpak manifest,0
Add flatpak (#591),0.102035314,Fix pasting in comment box,,0
install icons (#590),0.4075206,Redesigned app icon,,0
LibraryWindow: Show saved state correctly in the context-menu (#585),0.79315156,Show saved state correctly in the context-menu,,1
Fix unsafe cast warnings on compiling (#584),0.3607799,* Fix building against latest gexiv2,,0
meson: Properly include config.vapi and config.h (#578),0.26872662,* Fix building against latest gexiv2,,0
Use GitHub CI (#579),0.23743244,* Fix building against latest gexiv2,Use GitHub CI Delete .travis.yml,0
Use granite instead of libunity (#571),0.53960156,* Use Granite.MessageDialog throughout,ditch libunity granite >=5.2.5,0
SinglePhotoPage: Use checkerboard class from Granite (#567),0.54445744,Add checkerboard behind semi-transparent photos in grid view,,0
Release 2.7.0 (#561),0.45965052,The list of issues closed by this release can be found here.,Release 2.7.0 Update meson.build Update io.elementary.photos.appdata.xml.in Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
Add Lint to CI (#537),0.2276352,* Fix building against latest gexiv2,Co-authored-by: Keli Grubb keligrubb324@gmail.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
Fix lint (#556),0.2949788,Fix pasting in comment box,Fix lint errors in src directory Fix lint errors in src/Views Fix lint errors in src/photos Fix lint errors in src/core Fix remaining lint errors under src directory Fix remaining lint errors Fix review issues. Co-authored-by: Ryo Nakano 26003928+ryonakano@users.noreply.github.com,0
Specify a particular nodejs version to fix Travis CI (#555),0.22424015,* Fix building against latest gexiv2,Co-authored-by: Daniel Foré daniel@elementary.io,0
Remove python-scour (#550),0.18316314,The list of issues closed by this release can be found here.,It is not required since a long time now,0
Translated using Weblate (Slovenian),0.41323048,Translation updates,Currently translated at 96.2% (744 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
Added translation using Weblate (Bengali (India)),0.4579255,Translation updates,,0
Open in menu in photo viewer (#525),0.8578257,Add Open In menu to the photo viewer,,1
Fix conflict in he.po,0.25482672,* Fix building against latest gexiv2,,0
Fix merge conflicts with Weblate,0.23592481,* Fix building against latest gexiv2,,0
Release 2.6.5 (#541),0.540948,Photos 2.6.4 is out!,Release 2.6.5 Update meson.build,0
Travis: Downgrade to 10,0.24370915,* Fix building against latest gexiv2,,0
Delete AUTHORS,0.21288325,"Replace all instances of ""Shotwell"" with ""Photos""",,0
Appdata: Add 2.6.5 release info,0.32525814,Photos 2.6.4 is out!,,0
Add Release to Actions,0.28418058,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
Add Gettext Updates,0.5085487,Translation updates,,0
Improve export dialog UI (#520),0.452138,Redesign a large number of dialogs,Improve export dialog Use Gtk.SpinButton for size requested changes Update the variable name pixels_entry to pixels_spinbutton,0
Show proper external apps (#526),0.61504155,Make sure we show the right apps in the Open In menu,,0
Translated using Weblate (Galician),0.44688344,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/,0
lint views,0.17145705,Redesigned Photo Viewer icon,,0
Delete FUNDING.yml,0.17900372,Redesigned app icon,,0
Delete CODE_OF_CONDUCT.md,0.14130184,Fix a possible crash with invalid date and time info,,0
Fix pasing in comment box (#533),0.7045709,Fix pasting in comment box,,1
"Application: Reduce method scope, remove unused (#530)",0.25997534,"Replace all instances of ""Shotwell"" with ""Photos""",,0
Application: Use Photos namespace (#531),0.5394477,Photos 0.2.5 is out!,,0
Fix double spaces (#523),0.31259388,Fix pasting in comment box,,0
Use ngettext instead of checking if a number is 1 or not (#524),0.11634,Fix keyboard activation in tool windows,,0
Dialogs: multiple_object_error_dialog as Granite.MessageDialog (#503),0.7551595,* Use Granite.MessageDialog throughout,,1
Dialogs: revert_editable_dialog as Granite.MessageDialog (#502),0.7493941,* Use Granite.MessageDialog throughout,,1
Checkerboard cards (#514),0.34877655,Add checkerboard behind semi-transparent photos in grid view,Drop styles that are already in system stylesheet Re-add temperature scale CheckerboardLayout: Remove unused solid style class CheckerboardLayout: Add checkerboard class to individual photo cards Meson: Bump minimum Granite dep for style classes,0
Drop styles that are already in system stylesheet (#513),0.17870472,* Use Gtk.FileChooserNative throughout,Drop styles that are already in system stylesheet Re-add temperature scale CheckerboardLayout: Remove unused solid style class,0
Merge remote-tracking branch 'weblate-extra/master',0.19667476,* Updated translations,,0
Merge remote-tracking branch 'weblate/master',0.18623236,* Updated translations,,0
Add Silesian and update translation template,0.5714153,Translation updates,,0
Create FUNDING.yml,0.11454479,Redesigned app icon,,0
"main.vala: Fix the case of ""Of"" (#506)",0.30685705,* Fix building against latest gexiv2,,0
Release 2.6.4,0.46788216,Photos 2.6.4 is out!,,0
Dialogs: copy_files_dialog as Granite.MessageDialog (#504),0.6529036,* Use Granite.MessageDialog throughout,,0
Merge translations from Weblate,0.49756145,Translation updates,,0
PhotoMetadata: fix issue introduced with PR #498 (#505),0.50847125,Photos 0.2.5 is out!,,0
Release 2.6.3,0.47157174,Photos 2.6.3 is out!,,0
Merge branch 'origin/master' into Weblate.,0.23529956,Translation updates,,0
Fix building against latest gexiv2 ][,0.9269612,* Fix building against latest gexiv2,,1
README: update repology badge (#499),0.2700586,* Updated translations,,0
Constructors of abstract classes should not be public,0.11296869,* Fix building against latest gexiv2,,0
Fix building against latest gexiv2 (#498),0.91616017,* Fix building against latest gexiv2,,1
Dialogs: Use Granite.MessageDialog for Import (#495),0.7968843,* Use Granite.MessageDialog throughout,,1
ImportPage: Use Granite.MessageDialog for erros (#497),0.737962,* Use Granite.MessageDialog throughout,,1
Main: Redo database error as Granite.MessageDialog (#496),0.61189073,* Use Granite.MessageDialog throughout,,0
Dialogs: Switch RAW developer dialogs as Granite.MessageDialog (#491),0.8016906,* Use Granite.MessageDialog throughout,,1
Dialogs: save_import_results to FileChooserNative (#494),0.38729852,* Use Gtk.FileChooserNative throughout,,0
LibraryWindow: Use FileChooserNative (#490),0.6009828,* Use Gtk.FileChooserNative throughout,LibraryWindow: Use FileChooserNative simplify,0
Use FileChooserNative (#489),0.64409083,* Use Gtk.FileChooserNative throughout,Use FileChooserNative Fix typo,0
Translated using Weblate (Norwegian Bokmål),0.42896396,Translation updates,Currently translated at 99.7% (775 of 777 strings) Translation: Photos/Photos Translate-URL: link/,0
Release 2.6.2,0.47003943,Photos 2.6.4 is out!,,0
Remove .desktop suffix from appdata id,0.41875774,Redesigned app icon,,0
Translated using Weblate (简体中文(Chinese Simplified)),0.40768605,Translation updates,Currently translated at 100.0% (777 of 777 strings) Translation: Photos/Photos Translate-URL: link/,0
Merge branch 'origin/master' into Weblate,0.1917481,Translation updates,,0
Add meson post install script (#482),0.15254913,* Fix building against latest gexiv2,,0
Translated using Weblate (Deutsch),0.5096471,Translation updates,"Currently translated at 100,0% (10 of 10 strings) Translation: Photos/extra Translate-URL: link/",0
Translated using Weblate (日本語),0.47593796,Translation updates,Currently translated at 100.0% (777 of 777 strings) Translation: Photos/Photos Translate-URL: link/,0
Translated using Weblate (Français),0.4958053,Translation updates,"Currently translated at 100,0% (777 of 777 strings) Translation: Photos/Photos Translate-URL: link/",0
Make AbstractSearchRow a Gtk.Grid subclass (#448),0.33146334,* Use Gtk.FileChooserNative throughout,,0
Release 2.6.1,0.47610098,Photos 2.6.1 is out!,,0
appdata: replace _li tags with plain li (#465),0.29541147,Redesigned app icon,,0
Travis.yml: Update to latest Houston CI (#464),0.2820001,* Fix building against latest gexiv2,,0
Translated using Weblate (Hindi),0.41784745,Translation updates,Currently translated at 80.7% (627 of 777 strings) Translation: Photos/Photos Translate-URL: link/,0
Translated using Weblate (Türkçe),0.4672371,Translation updates,"Currently translated at 100,0% (777 of 777 strings) Translation: Photos/Photos Translate-URL: link/",0
fix scrolledwindow not expanding (#461),0.266037,Fix keyboard activation in tool windows,,0
Translated using Weblate (Svenska),0.48506677,Translation updates,"Currently translated at 100,0% (777 of 777 strings) Translation: Photos/Photos Translate-URL: link/",0
Add missing languages to LINGUAS files (#457),0.44988793,Translation updates,,0
CustomPrintTab: Use GObject-style construction (#452),0.20783418,New actions to copy image or metadata to clipboard,,0
"CropTool: Cleanups, use Revealer, GObject-style (#454)",0.2763538,Photos 2.6.0 is out!,,0
ContractMenuItem: use GObject-style (#451),0.28636527,* Use Granite.MessageDialog throughout,,0
Release 2.6.0,0.48404604,Photos 2.6.4 is out!,,0
Move all Pages to Views folder (#440),0.2373585,"Replace all instances of ""Shotwell"" with ""Photos""",Move all Pages to Views folder Update POTFILES; run ninja io.elementary.photos-pot Sort new POTFILES lines,0
