Index,Message,Description,Message Abstract,Description Abstract
24,po/extra/zh_HK.po: Change charset to UTF-8 (#732),,po/extra/zh_HK.po: Change charset to UTF-8 (#732),
25,Translated using Weblate (Hungarian),Currently translated at 48.9% (23 of 47 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 48.9% (23 of 47 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
26,Translated using Weblate (Russian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
27,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos Translate-URL: link/"
28,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: link/"
29,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: link/"
30,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: link/"
31,Update translation template,,Update translation template,
32,actions/checkout@v3 (#731),,actions/checkout@v3 (#731),
33,Translated using Weblate (Japanese),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
34,Translated using Weblate (Portuguese),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/pt/,Translated using Weblate (Portuguese),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
35,Translated using Weblate (Russian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
36,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos Translate-URL: link/"
37,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: link/"
38,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos Translate-URL: link/"
39,Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",Update translation files,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: link/"
40,Release 2.8.0 (#729),,Release 2.8.0 (#729),
41,Resources: use fd.o icon name for calendar (#724),,Resources: use fd.o icon name for calendar (#724),
42,Translated using Weblate (Portuguese),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/pt/,Translated using Weblate (Portuguese),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
43,Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/zh_Hans/,Translated using Weblate (Chinese (Simplified)),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
44,Fix empty Open with context submenus (#723),  Fix empty Open with context submenus   Set pixel-size ,Fix empty Open with context submenus (#723),Fix empty Open with context submenus Set pixel-size
45,Translated using Weblate (Russian),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
46,Translated using Weblate (Kurdish (Central)),Currently translated at 0.1% (1 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ckb/,Translated using Weblate (Kurdish (Central)),Currently translated at 0.1% (1 of 778 strings) Translation: Photos/Photos Translate-URL: link/
47,Translated using Weblate (Hungarian),Currently translated at 46.9% (23 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 46.9% (23 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
48,Translated using Weblate (Russian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
49,Translated using Weblate (Russian),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
50,Translated using Weblate (Catalan),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
51,Translated using Weblate (Catalan),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
52,Translated using Weblate (Portuguese),Currently translated at 95.9% (47 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/pt/,Translated using Weblate (Portuguese),Currently translated at 95.9% (47 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
53,Translated using Weblate (Japanese),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
54,Translated using Weblate (Hebrew),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
55,Translated using Weblate (German),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/de/,Translated using Weblate (German),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
56,Translated using Weblate (Japanese),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
57,Translated using Weblate (Japanese),Currently translated at 99.7% (776 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,Translated using Weblate (Japanese),Currently translated at 99.7% (776 of 778 strings) Translation: Photos/Photos Translate-URL: link/
58,Translated using Weblate (Japanese),Currently translated at 97.9% (48 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ja/,Translated using Weblate (Japanese),Currently translated at 97.9% (48 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
59,Translated using Weblate (French),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
60,Translated using Weblate (Polish),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
61,Translated using Weblate (Polish),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
62,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/en_GB/,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
63,Translated using Weblate (Ukrainian),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (49 of 49 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
64,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: link/"
65,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: link/"
66,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/en_GB/,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
67,Update translation template,,Update translation template,
68,Update appdata for next release (#721),,Update appdata for next release (#721),
69,Add flatpak folders to gitignore (#720),,Add flatpak folders to gitignore (#720),
70,Translated using Weblate (Hungarian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/hu/,Translated using Weblate (Hungarian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
71,Translated using Weblate (Hebrew),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
72,Translated using Weblate (French),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/fr/,Translated using Weblate (French),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
73,Translated using Weblate (Hungarian),Currently translated at 47.8% (22 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/hu/,Translated using Weblate (Hungarian),Currently translated at 47.8% (22 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
74,Translated using Weblate (Turkish),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/tr/,Translated using Weblate (Turkish),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
75,Translated using Weblate (Ukrainian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (778 of 778 strings) Translation: Photos/Photos Translate-URL: link/
76,Remove leftover temporary warnings (#722),,Remove leftover temporary warnings (#722),
77,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: link/"
78,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: link/"
79,Update translation template,,Update translation template,
80,Copy image (#701),"  Add Copy Image context menu option (and keyboard shortcut)   Make linter happy   Implement multi-format copy (single image)   Send metadata when requested for text   Implement copying underlying file   Change menu label to ""Copy""   Implement copy metadata and copy multiple image uris.   Co-authored-by: TheGag96 thegag96@gmail.com Co-authored-by: Fabio Zaramella fabiozaramella@users.noreply.github.com Co-authored-by: Ryan Kornheisl ryan@skarva.tech",Copy image (#701),"Add Copy Image context menu option (and keyboard shortcut) Make linter happy Implement multi-format copy (single image) Send metadata when requested for text Implement copying underlying file Change menu label to ""Copy"" Implement copy metadata and copy multiple image uris. Co-authored-by: TheGag96 thegag96@gmail.com Co-authored-by: Fabio Zaramella fabiozaramella@users.noreply.github.com Co-authored-by: Ryan Kornheisl ryan@skarva.tech"
81,Translated using Weblate (Russian),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/
82,Translated using Weblate (Finnish),Currently translated at 98.7% (763 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/fi/,Translated using Weblate (Finnish),Currently translated at 98.7% (763 of 773 strings) Translation: Photos/Photos Translate-URL: link/
83,Translated using Weblate (Marathi),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/mr/,Translated using Weblate (Marathi),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/
84,Translated using Weblate (Korean),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ko/,Translated using Weblate (Korean),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
85,Translated using Weblate (Korean),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ko/,Translated using Weblate (Korean),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/
86,Translated using Weblate (Korean),Currently translated at 97.8% (756 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ko/,Translated using Weblate (Korean),Currently translated at 97.8% (756 of 773 strings) Translation: Photos/Photos Translate-URL: link/
87,Translated using Weblate (Korean),Currently translated at 96.8% (749 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ko/,Translated using Weblate (Korean),Currently translated at 96.8% (749 of 773 strings) Translation: Photos/Photos Translate-URL: link/
88,Translated using Weblate (Korean),Currently translated at 63.0% (29 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ko/,Translated using Weblate (Korean),Currently translated at 63.0% (29 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
89,Translated using Weblate (Korean),Currently translated at 95.9% (742 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ko/,Translated using Weblate (Korean),Currently translated at 95.9% (742 of 773 strings) Translation: Photos/Photos Translate-URL: link/
90,Translated using Weblate (Korean),Currently translated at 95.4% (738 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ko/,Translated using Weblate (Korean),Currently translated at 95.4% (738 of 773 strings) Translation: Photos/Photos Translate-URL: link/
91,Translated using Weblate (Russian),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ru/,Translated using Weblate (Russian),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
92,Translated using Weblate (Japanese),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ja/,Translated using Weblate (Japanese),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
93,Translated using Weblate (Polish),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/pl/,Translated using Weblate (Polish),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
94,Translated using Weblate (French),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/fr/,Translated using Weblate (French),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
95,Translated using Weblate (Turkish),Currently translated at 80.4% (37 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/tr/,Translated using Weblate (Turkish),Currently translated at 80.4% (37 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
96,Translated using Weblate (Hungarian),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/hu/,Translated using Weblate (Hungarian),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/
97,Translated using Weblate (Catalan),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ca/,Translated using Weblate (Catalan),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
98,Translated using Weblate (Hebrew),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/he/,Translated using Weblate (Hebrew),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
99,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/en_GB/,Translated using Weblate (English (United Kingdom)),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
100,Translated using Weblate (Ukrainian),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/uk/,Translated using Weblate (Ukrainian),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
101,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: link/"
102,Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",Update translation files,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: link/"
103,Update translation template,,Update translation template,
104,Add Photo Viewer icons (#716),,Add Photo Viewer icons (#716),
105,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 97.6% (755 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/nb/,Translated using Weblate (Norwegian Bokmål (nb)),Currently translated at 97.6% (755 of 773 strings) Translation: Photos/Photos Translate-URL: link/
106,Translated using Weblate (Portuguese),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/pt/,Translated using Weblate (Portuguese),Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: link/
107,Translated using Weblate (Portuguese),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/pt/,Translated using Weblate (Portuguese),Currently translated at 100.0% (46 of 46 strings) Translation: Photos/Photos (Extra) Translate-URL: link/
