Index,Message,Description,Message Abstract,Description Abstract
1119,chore(deps): update dependency eslint to v7.21.0,,chore(deps): update dependency eslint to v7.21.0,
1120,chore(deps): update commitlint monorepo to v12.0.1,,chore(deps): update commitlint monorepo to v12.0.1,
1121,chore(deps): update dependency eslint-config-prettier to v8.1.0,,chore(deps): update dependency eslint-config-prettier to v8.1.0,
1122,feat: add support for multiple authentication types,,feat: add support for multiple authentication types,
1123,chore(): release v4.7.15,,chore(): release v4.7.15,
1124,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1125,fix(plugin): support typescript 4.2+,,fix(plugin): support typescript 4.2+,
1126,chore(deps): update dependency typescript to v4.2.2,,chore(deps): update dependency typescript to v4.2.2,
1127,chore(): release v4.7.14,,chore(): release v4.7.14,
1128,fix(plugin): support typescript 4.2+,,fix(plugin): support typescript 4.2+,
1129,chore(deps): update dependency ts-jest to v26.5.2,,chore(deps): update dependency ts-jest to v26.5.2,
1130,chore(deps): update commitlint monorepo to v12,,chore(deps): update commitlint monorepo to v12,
1131,chore(deps): update typescript-eslint monorepo to v4.15.2,,chore(deps): update typescript-eslint monorepo to v4.15.2,
1132,chore(deps): update dependency husky to v5.1.1,,chore(deps): update dependency husky to v5.1.1,
1133,fix: add extra test to validate api query decorator,Added an extra test to validate the api query decorator change regarding isArray prop This change is needed to create valid OpenAPI documents. Closes #1221,fix: add extra test to validate api query decorator,Added an extra test to validate the api query decorator change regarding isArray prop This change is needed to create valid OpenAPI documents. Closes #1221
1134,chore(deps): update nest monorepo to v7.6.13,,chore(deps): update nest monorepo to v7.6.13,
1135,fix: add isArray prop for enums on api query decorator when applicable,Only add isArray prop to params list when it is an array. This change is needed to create valid OpenAPI documents. Closes #1221,fix: add isArray prop for enums on api query decorator when applicable,Only add isArray prop to params list when it is an array. This change is needed to create valid OpenAPI documents. Closes #1221
1136,chore(deps): update dependency husky to v5.1.0,,chore(deps): update dependency husky to v5.1.0,
1137,chore(deps): update dependency eslint-config-prettier to v8,,chore(deps): update dependency eslint-config-prettier to v8,
1138,fix(deps): update dependency lodash to v4.17.21,,fix(deps): update dependency lodash to v4.17.21,
1139,chore(deps): update dependency @types/node to v11.15.47,,chore(deps): update dependency @types/node to v11.15.47,
1140,chore(deps): update dependency release-it to v14.4.1,,chore(deps): update dependency release-it to v14.4.1,
1141,chore(deps): update dependency @types/node to v11.15.46,,chore(deps): update dependency @types/node to v11.15.46,
1142,chore(deps): update typescript-eslint monorepo to v4.15.1,,chore(deps): update typescript-eslint monorepo to v4.15.1,
1143,chore(): improvement in schema object interface,,chore(): improvement in schema object interface,
1144,chore(deps): update dependency @types/node to v11.15.45,,chore(deps): update dependency @types/node to v11.15.45,
1145,chore(deps): update dependency @types/node to v11.15.44,,chore(deps): update dependency @types/node to v11.15.44,
1146,chore(deps): update dependency eslint to v7.20.0,,chore(deps): update dependency eslint to v7.20.0,
1147,chore(deps): update dependency fastify-swagger to v4.3.1,,chore(deps): update dependency fastify-swagger to v4.3.1,
1148,chore(deps): update dependency release-it to v14.4.0,,chore(deps): update dependency release-it to v14.4.0,
1149,chore(): release v4.7.13,,chore(): release v4.7.13,
1150,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1151,fix(plugin): fix updating imports for new tsc,,fix(plugin): fix updating imports for new tsc,
1152,chore(deps): update dependency typescript to v4.1.5,,chore(deps): update dependency typescript to v4.1.5,
1153,chore(deps): update nest monorepo to v7.6.12,,chore(deps): update nest monorepo to v7.6.12,
1154,chore(deps): update dependency typescript to v4.1.4,,chore(deps): update dependency typescript to v4.1.4,
1155,chore(deps): update dependency ts-jest to v26.5.1,,chore(deps): update dependency ts-jest to v26.5.1,
1156,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1157,chore(): add swagger deps to peer dependencies,,chore(): add swagger deps to peer dependencies,
1158,chore(deps): update dependency fastify-swagger to v4.3.0,,chore(deps): update dependency fastify-swagger to v4.3.0,
1159,feat(): added options pattern properties,,feat(): added options pattern properties,
1160,chore(deps): update dependency husky to v5,,chore(deps): update dependency husky to v5,
1161,chore(deps): update typescript-eslint monorepo to v4.15.0,,chore(deps): update typescript-eslint monorepo to v4.15.0,
1162,feat(): added decorator for exclude controller,,feat(): added decorator for exclude controller,
1163,fix: Move format and other item-level keys inward for arrays,"When isArray is true, many of the OpenAPI keys should be be moved from the outer type into the inner items type declaration.  Define a list of such keys (keysToMove) Remove these keys from the outer type. Splat these keys (and their values) into the inner items type.  Closes #1178",fix: Move format and other item-level keys inward for arrays,"When isArray is true, many of the OpenAPI keys should be be moved from the outer type into the inner items type declaration. Define a list of such keys (keysToMove) Remove these keys from the outer type. Splat these keys (and their values) into the inner items type. Closes #1178"
1164,chore(deps): update dependency lint-staged to v10.5.4,,chore(deps): update dependency lint-staged to v10.5.4,
1165,chore(deps): update dependency lint-staged to v10.5.4,,chore(deps): update dependency lint-staged to v10.5.4,
1166,chore(deps): update dependency fastify-swagger to v4.2.0,,chore(deps): update dependency fastify-swagger to v4.2.0,
1167,fix(api-extension): Add test case for array in e2e,,fix(api-extension): Add test case for array in e2e,
1168,fix(api-extension): Handle correct array value,,fix(api-extension): Handle correct array value,
1169,chore(deps): update dependency fastify-swagger to v4.1.1,,chore(deps): update dependency fastify-swagger to v4.1.1,
1170,chore(deps): update dependency fastify-swagger to v4.1.0,,chore(deps): update dependency fastify-swagger to v4.1.0,
1171,chore(deps): update dependency release-it to v14.3.0,,chore(deps): update dependency release-it to v14.3.0,
1172,chore(deps): update nest monorepo to v7.6.11,,chore(deps): update nest monorepo to v7.6.11,
1173,chore(deps): update nest monorepo to v7.6.10,,chore(deps): update nest monorepo to v7.6.10,
1174,perf: store schemas in an object instead of an array of key/value,"Currently the schemas are passed around with two variables: - schemas of type Array<{[key: string]: SchemaObject>-schemasRefPaths` which lists the keys There are a few issues: - schemas is wrongly typed as SchemaObject[] in the code - Two related arguments need to be passed to many function accepting schemas - To check if an item is already in schemas, schemasRefPaths.includes(key) is used which is O(schemas.length) - It is not clear that schemasRefPaths is actually used to avoid infinite recursion. This commit uses only one variable, schemas. To avoid infinite recursion, schemasRefPaths is used only where necessary as an internal variable, and is renamed to pendingSchemaRefs. It is also passed by copy when modified, so that it's restored to its previous value once the recursive call is ended. Lookup is now fast: O(1) when looking up schemas, and when avoiding infinite recursion pendingPaths is looked up as well but it is a short array that does not contain any more elements than needed. Typing is also fixed.",perf: store schemas in an object instead of an array of key/value,"Currently the schemas are passed around with two variables: - schemas of type Array<{[key: string]: SchemaObject>-schemasRefPaths` which lists the keys There are a few issues: - schemas is wrongly typed as SchemaObject[] in the code - Two related arguments need to be passed to many function accepting schemas - To check if an item is already in schemas, schemasRefPaths.includes(key) is used which is O(schemas.length) - It is not clear that schemasRefPaths is actually used to avoid infinite recursion. This commit uses only one variable, schemas. To avoid infinite recursion, schemasRefPaths is used only where necessary as an internal variable, and is renamed to pendingSchemaRefs. It is also passed by copy when modified, so that it's restored to its previous value once the recursive call is ended. Lookup is now fast: O(1) when looking up schemas, and when avoiding infinite recursion pendingPaths is looked up as well but it is a short array that does not contain any more elements than needed. Typing is also fixed."
1175,chore(deps): update nest monorepo to v7.6.9,,chore(deps): update nest monorepo to v7.6.9,
1176,Merge pull request #1165 from coyotte508/patch-1,docs(contributing): remove broken link to docs/DEVELOPER.md,Merge pull request #1165 from coyotte508/patch-1,docs(contributing): remove broken link to docs/DEVELOPER.md
1177,chore(deps): update typescript-eslint monorepo to v4.14.2,,chore(deps): update typescript-eslint monorepo to v4.14.2,
1178,docs(contributing): remove broken link to docs/DEVELOPER.md,,docs(contributing): remove broken link to docs/DEVELOPER.md,
1179,chore(deps): update nest monorepo to v7.6.8,,chore(deps): update nest monorepo to v7.6.8,
1180,chore(deps): update dependency eslint to v7.19.0,,chore(deps): update dependency eslint to v7.19.0,
1181,chore(deps): update dependency ts-jest to v26.5.0,,chore(deps): update dependency ts-jest to v26.5.0,
1182,chore(deps): update dependency fastify-swagger to v4.0.1,,chore(deps): update dependency fastify-swagger to v4.0.1,
1183,Merge pull request #1156 from vahidvdn/patch-1,refactor(setup): change swaggerOptions type,Merge pull request #1156 from vahidvdn/patch-1,refactor(setup): change swaggerOptions type
1184,refactor: change swaggerOptions type,We had a discussion here about this change: https://github.com/nestjs/docs.nestjs.com/pull/1645#discussion_r565926754,refactor: change swaggerOptions type,We had a discussion here about this change: link
1185,chore(deps): update nest monorepo to v7.6.7,,chore(deps): update nest monorepo to v7.6.7,
1186,chore(deps): update dependency fastify-swagger to v4,,chore(deps): update dependency fastify-swagger to v4,
1187,chore(deps): update nest monorepo to v7.6.6,,chore(deps): update nest monorepo to v7.6.6,
1188,chore(deps): update typescript-eslint monorepo to v4.14.1,,chore(deps): update typescript-eslint monorepo to v4.14.1,
1189,fix: set default status for api-response decorator,set default value for the status code in ApiResponse decorator if status code  not pass.,fix: set default status for api-response decorator,set default value for the status code in ApiResponse decorator if status code  not pass.
1190,chore(): release v4.7.12,,chore(): release v4.7.12,
1191,Merge pull request #1146 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.3.0,Merge pull request #1146 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.3.0
1192,fix(deps): update dependency @nestjs/mapped-types to v0.3.0,,fix(deps): update dependency @nestjs/mapped-types to v0.3.0,
1193,chore(deps): update dependency eslint-config-prettier to v7.2.0,,chore(deps): update dependency eslint-config-prettier to v7.2.0,
1194,chore(deps): update typescript-eslint monorepo to v4.14.0,,chore(deps): update typescript-eslint monorepo to v4.14.0,
1195,chore(deps): update dependency @types/lodash to v4.14.168,,chore(deps): update dependency @types/lodash to v4.14.168,
1196,chore(deps): update dependency husky to v4.3.8,,chore(deps): update dependency husky to v4.3.8,
1197,chore(deps): update dependency eslint to v7.18.0,,chore(deps): update dependency eslint to v7.18.0,
1198,chore(): release v4.7.11,,chore(): release v4.7.11,
1199,chore(): update mapped-types package,,chore(): update mapped-types package,
1200,chore(deps): update dependency class-transformer to v0.3.2,,chore(deps): update dependency class-transformer to v0.3.2,
1201,chore(deps): update dependency class-validator to v0.13.1,,chore(deps): update dependency class-validator to v0.13.1,
1202,chore(): release v4.7.10,,chore(): release v4.7.10,
1203,fix(plugin): dont add decorators to standard methods in controllers,,fix(plugin): dont add decorators to standard methods in controllers,
1204,chore(deps): update typescript-eslint monorepo to v4.13.0,,chore(deps): update typescript-eslint monorepo to v4.13.0,
1205,chore(deps): update dependency class-validator to v0.13.0,,chore(deps): update dependency class-validator to v0.13.0,
1206,chore(deps): update dependency @types/jest to v26.0.20,,chore(deps): update dependency @types/jest to v26.0.20,
1207,chore(deps): update dependency husky to v4.3.7,,chore(deps): update dependency husky to v4.3.7,
1208,chore(deps): update typescript-eslint monorepo to v4.12.0,,chore(deps): update typescript-eslint monorepo to v4.12.0,
1209,chore(deps): update dependency eslint to v7.17.0,,chore(deps): update dependency eslint to v7.17.0,
1210,chore(deps): update dependency @types/lodash to v4.14.167,,chore(deps): update dependency @types/lodash to v4.14.167,
1211,chore(deps): update nest monorepo to v7.6.5,,chore(deps): update nest monorepo to v7.6.5,
1212,chore(deps): update typescript-eslint monorepo to v4.11.1,,chore(deps): update typescript-eslint monorepo to v4.11.1,
1213,chore(): release v4.7.9,,chore(): release v4.7.9,
1214,Merge pull request #1109 from foray1010/master,fix: includes additional properties in schema,Merge pull request #1109 from foray1010/master,fix: includes additional properties in schema
1215,Merge pull request #1085 from nestjs/dependabot/npm_and_yarn/ini-1.3.8,chore(deps): bump ini from 1.3.5 to 1.3.8,Merge pull request #1085 from nestjs/dependabot/npm_and_yarn/ini-1.3.8,chore(deps): bump ini from 1.3.5 to 1.3.8
1216,Merge pull request #1103 from nestjs/dependabot/npm_and_yarn/node-notifier-8.0.1,chore(deps): bump node-notifier from 8.0.0 to 8.0.1,Merge pull request #1103 from nestjs/dependabot/npm_and_yarn/node-notifier-8.0.1,chore(deps): bump node-notifier from 8.0.0 to 8.0.1
1217,chore(deps): bump ini from 1.3.5 to 1.3.8,Bumps ini from 1.3.5 to 1.3.8. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump ini from 1.3.5 to 1.3.8,Bumps ini from 1.3.5 to 1.3.8. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
1218,chore(deps): update dependency @types/lodash to v4.14.166,,chore(deps): update dependency @types/lodash to v4.14.166,
1219,fix: includes additional properties in schema,,fix: includes additional properties in schema,
1220,chore(deps): update dependency swagger-ui-express to v4.1.6,,chore(deps): update dependency swagger-ui-express to v4.1.6,
1221,chore(deps): bump node-notifier from 8.0.0 to 8.0.1,Bumps node-notifier from 8.0.0 to 8.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump node-notifier from 8.0.0 to 8.0.1,Bumps node-notifier from 8.0.0 to 8.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
1222,chore(deps): update typescript-eslint monorepo to v4.11.0,,chore(deps): update typescript-eslint monorepo to v4.11.0,
1223,chore(deps): update nest monorepo to v7.6.4,,chore(deps): update nest monorepo to v7.6.4,
1224,chore(deps): update dependency eslint-config-prettier to v7.1.0,,chore(deps): update dependency eslint-config-prettier to v7.1.0,
1225,chore(deps): update dependency eslint to v7.16.0,,chore(deps): update dependency eslint to v7.16.0,
1226,chore(): release v4.7.8,,chore(): release v4.7.8,
1227,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1228,fix(plugin): support arrays as examples (comments introspection),,fix(plugin): support arrays as examples (comments introspection),
1229,chore(deps): update nest monorepo to v7.6.3,,chore(deps): update nest monorepo to v7.6.3,
1230,chore(deps): update nest monorepo to v7.6.2,,chore(deps): update nest monorepo to v7.6.2,
1231,chore(): release v4.7.7,,chore(): release v4.7.7,
1232,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1233,fix(plugin): fix example string with spaces #1089,,fix(plugin): fix example string with spaces #1089,
1234,Merge pull request #1092 from nestjs/add-license-1,Create LICENSE,Merge pull request #1092 from nestjs/add-license-1,Create LICENSE
1235,Create LICENSE,,Create LICENSE,
1236,chore(deps): update typescript-eslint monorepo to v4.10.0,,chore(deps): update typescript-eslint monorepo to v4.10.0,
1237,chore(): release v4.7.6,,chore(): release v4.7.6,
1238,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1239,fix(plugin): dont parse stringified numbers when type is string,,fix(plugin): dont parse stringified numbers when type is string,
1240,chore(deps): update dependency husky to v4.3.6,,chore(deps): update dependency husky to v4.3.6,
1241,chore(deps): update dependency typescript to v4.1.3,,chore(deps): update dependency typescript to v4.1.3,
1242,chore(deps): update dependency @types/jest to v26.0.19,,chore(deps): update dependency @types/jest to v26.0.19,
1243,chore(deps): update nest monorepo to v7.6.1,,chore(deps): update nest monorepo to v7.6.1,
1244,chore(deps): update dependency @types/jest to v26.0.18,,chore(deps): update dependency @types/jest to v26.0.18,
1245,chore(deps): update dependency @types/jest to v26.0.17,,chore(deps): update dependency @types/jest to v26.0.17,
1246,chore(deps): update typescript-eslint monorepo to v4.9.1,,chore(deps): update typescript-eslint monorepo to v4.9.1,
1247,chore(deps): update dependency husky to v4.3.5,,chore(deps): update dependency husky to v4.3.5,
1248,chore(deps): update dependency eslint-config-prettier to v7,,chore(deps): update dependency eslint-config-prettier to v7,
1249,chore(deps): update dependency eslint to v7.15.0,,chore(deps): update dependency eslint to v7.15.0,
1250,chore(deps): update dependency lint-staged to v10.5.3,,chore(deps): update dependency lint-staged to v10.5.3,
1251,Merge pull request #1064 from Tony133/docs/update-contribute,docs(contributing): update contribution guide,Merge pull request #1064 from Tony133/docs/update-contribute,docs(contributing): update contribution guide
1252,docs(contributing): update contribution guide,,docs(contributing): update contribution guide,
1253,chore(deps): update dependency @types/jest to v26.0.16,,chore(deps): update dependency @types/jest to v26.0.16,
1254,chore(deps): update typescript-eslint monorepo to v4.9.0,,chore(deps): update typescript-eslint monorepo to v4.9.0,
1255,chore(deps): update dependency prettier to v2.2.1,,chore(deps): update dependency prettier to v2.2.1,
1256,chore(deps): update dependency release-it to v14.2.2,,chore(deps): update dependency release-it to v14.2.2,
1257,chore(deps): update dependency lint-staged to v10.5.2,,chore(deps): update dependency lint-staged to v10.5.2,
1258,chore(deps): update typescript-eslint monorepo to v4.8.2,,chore(deps): update typescript-eslint monorepo to v4.8.2,
1259,chore(deps): update nest monorepo to v7.5.5,,chore(deps): update nest monorepo to v7.5.5,
1260,chore(deps): update dependency eslint to v7.14.0,,chore(deps): update dependency eslint to v7.14.0,
1261,chore(deps): update dependency prettier to v2.2.0,,chore(deps): update dependency prettier to v2.2.0,
1262,chore(deps): update dependency typescript to v4.1.2,,chore(deps): update dependency typescript to v4.1.2,
1263,chore(deps): update dependency swagger-ui-express to v4.1.5,,chore(deps): update dependency swagger-ui-express to v4.1.5,
1264,chore(deps): update nest monorepo to v7.5.4,,chore(deps): update nest monorepo to v7.5.4,
1265,chore(deps): update typescript-eslint monorepo to v4.8.1,,chore(deps): update typescript-eslint monorepo to v4.8.1,
1266,chore(deps): update nest monorepo to v7.5.3,,chore(deps): update nest monorepo to v7.5.3,
1267,chore(): release v4.7.5,,chore(): release v4.7.5,
1268,fix(fastify): ensure body parser is applied before swagger plugin,,fix(fastify): ensure body parser is applied before swagger plugin,
1269,chore(deps): update typescript-eslint monorepo to v4.8.0,,chore(deps): update typescript-eslint monorepo to v4.8.0,
1270,chore(): release v4.7.4,,chore(): release v4.7.4,
1271,fix(): add property initializers inheritance support,,fix(): add property initializers inheritance support,
1272,chore(deps): update nest monorepo to v7.5.2,,chore(deps): update nest monorepo to v7.5.2,
1273,chore(): release v4.7.3,,chore(): release v4.7.3,
1274,fix(): allow setting query object explicitly,,fix(): allow setting query object explicitly,
1275,fix(): allow passing ref to the api query options,,fix(): allow passing ref to the api query options,
1276,fix(): fix date type for query parameters,,fix(): fix date type for query parameters,
1277,chore(): release v4.7.2,,chore(): release v4.7.2,
1278,fix(plugin): fix nullable types support for typescript v4,,fix(plugin): fix nullable types support for typescript v4,
1279,"chore(): update to ts v4, temporarily cast types",,"chore(): update to ts v4, temporarily cast types",
1280,chore(): release v4.7.1,,chore(): release v4.7.1,
1281,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1282,Merge pull request #978 from mlaigre/fix/ref-properties,fix(): nested schema additional properties take place next to allof,Merge pull request #978 from mlaigre/fix/ref-properties,fix(): nested schema additional properties take place next to allof
1283,Merge branch 'master' of https://github.com/nestjs/swagger,,Merge branch 'master' of link,
1284,fix(): fix plugin metadata and default array type clash #1034,,fix(): fix plugin metadata and default array type clash #1034,
1285,Merge pull request #1036 from nestjs/dependabot/npm_and_yarn/find-my-way-3.0.5,chore(deps): bump find-my-way from 3.0.4 to 3.0.5,Merge pull request #1036 from nestjs/dependabot/npm_and_yarn/find-my-way-3.0.5,chore(deps): bump find-my-way from 3.0.4 to 3.0.5
1286,chore(deps): bump find-my-way from 3.0.4 to 3.0.5,Bumps find-my-way from 3.0.4 to 3.0.5. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump find-my-way from 3.0.4 to 3.0.5,Bumps find-my-way from 3.0.4 to 3.0.5. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
1287,chore(deps): update typescript-eslint monorepo to v4.7.0,,chore(deps): update typescript-eslint monorepo to v4.7.0,
1288,chore(deps): update dependency ts-jest to v26.4.4,,chore(deps): update dependency ts-jest to v26.4.4,
1289,chore(deps): update dependency eslint to v7.13.0,,chore(deps): update dependency eslint to v7.13.0,
1290,ci(): fix package-lock (sync versions),,ci(): fix package-lock (sync versions),
1291,chore(): release v4.7.0,,chore(): release v4.7.0,
1292,Merge branch 'dennisameling-add-use-method-name-for-operations-option',,Merge branch 'dennisameling-add-use-method-name-for-operations-option',
1293,refactor(): minor tweaks,,refactor(): minor tweaks,
1294,Merge branch 'add-use-method-name-for-operations-option' of https://github.com/dennisameling/swagger into dennisameling-add-use-method-name-for-operations-option,,Merge branch 'add-use-method-name-for-operations-option' of link into dennisameling-add-use-method-name-for-operations-option,
1295,Merge pull request #982 from robbkidd/add-302-found-redirect,feat: Add ApiResponse wrapper for 302 FOUND,Merge pull request #982 from robbkidd/add-302-found-redirect,feat: Add ApiResponse wrapper for 302 FOUND
1296,Merge branch 'tosiek88-master',,Merge branch 'tosiek88-master',
1297,chore(): fix conflicts,,chore(): fix conflicts,
1298,chore(deps): update dependency @types/lodash to v4.14.165,,chore(deps): update dependency @types/lodash to v4.14.165,
1299,Merge branch 'master' of https://github.com/tosiek88/swagger,,Merge branch 'master' of link,
1300,fix: use new version of mapped-types,,fix: use new version of mapped-types,
1301,fix: use new version of mapped-types,,fix: use new version of mapped-types,
1302,fix: function should be imported from root,,fix: function should be imported from root,
1303,Merge pull request #1029 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.1.1,Merge pull request #1029 from nestjs/renovate/nestjs-mapped-types-0.x,fix(deps): update dependency @nestjs/mapped-types to v0.1.1
1304,chore(deps): update dependency jest to v26.6.3,,chore(deps): update dependency jest to v26.6.3,
1305,fix(deps): update dependency @nestjs/mapped-types to v0.1.1,,fix(deps): update dependency @nestjs/mapped-types to v0.1.1,
1306,chore(deps): update dependency fastify-swagger to v3.5.0,,chore(deps): update dependency fastify-swagger to v3.5.0,
1307,chore(deps): update typescript-eslint monorepo to v4.6.1,,chore(deps): update typescript-eslint monorepo to v4.6.1,
1308,chore(deps): update dependency jest to v26.6.2,,chore(deps): update dependency jest to v26.6.2,
1309,chore(deps): update nest monorepo to v7.5.1,,chore(deps): update nest monorepo to v7.5.1,
1310,chore(deps): update nest monorepo to v7.5.0,,chore(deps): update nest monorepo to v7.5.0,
1311,chore(deps): update dependency lint-staged to v10.5.1,,chore(deps): update dependency lint-staged to v10.5.1,
1312,chore(deps): update dependency release-it to v14.2.1,,chore(deps): update dependency release-it to v14.2.1,
1313,chore(deps): update dependency @types/lodash to v4.14.164,,chore(deps): update dependency @types/lodash to v4.14.164,
1314,chore(deps): update dependency @types/lodash to v4.14.163,,chore(deps): update dependency @types/lodash to v4.14.163,
1315,fix: IntersectionType doesn't inherit default values #875,,fix: IntersectionType doesn't inherit default values #875,
1316,chore(deps): update dependency eslint-config-prettier to v6.15.0,,chore(deps): update dependency eslint-config-prettier to v6.15.0,
1317,chore(deps): update dependency eslint to v7.12.1,,chore(deps): update dependency eslint to v7.12.1,
1318,chore(deps): update dependency ts-jest to v26.4.3,,chore(deps): update dependency ts-jest to v26.4.3,
1319,chore(deps): update dependency lint-staged to v10.5.0,,chore(deps): update dependency lint-staged to v10.5.0,
1320,chore(deps): update typescript-eslint monorepo to v4.6.0,,chore(deps): update typescript-eslint monorepo to v4.6.0,
1321,chore(deps): update dependency eslint to v7.12.0,,chore(deps): update dependency eslint to v7.12.0,
1322,chore(deps): update dependency ts-jest to v26.4.2,,chore(deps): update dependency ts-jest to v26.4.2,
1323,chore(deps): update dependency jest to v26.6.1,,chore(deps): update dependency jest to v26.6.1,
1324,chore(deps): update dependency eslint-config-prettier to v6.14.0,,chore(deps): update dependency eslint-config-prettier to v6.14.0,
1325,chore(deps): update dependency @types/jest to v26.0.15,,chore(deps): update dependency @types/jest to v26.0.15,
1326,chore(deps): update typescript-eslint monorepo to v4.5.0,,chore(deps): update typescript-eslint monorepo to v4.5.0,
1327,chore(deps): update dependency jest to v26.6.0,,chore(deps): update dependency jest to v26.6.0,
1328,chore(deps): update dependency release-it to v14.2.0,,chore(deps): update dependency release-it to v14.2.0,
1329,chore(deps): update dependency lint-staged to v10.4.2,,chore(deps): update dependency lint-staged to v10.4.2,
1330,chore(deps): update dependency eslint-config-prettier to v6.13.0,,chore(deps): update dependency eslint-config-prettier to v6.13.0,
1331,chore(deps): update dependency lint-staged to v10.4.1,,chore(deps): update dependency lint-staged to v10.4.1,
1332,chore(deps): update typescript-eslint monorepo to v4.4.1,,chore(deps): update typescript-eslint monorepo to v4.4.1,
1333,chore(deps): update dependency jest to v26.5.3,,chore(deps): update dependency jest to v26.5.3,
1334,chore(deps): update dependency release-it to v14.1.0,,chore(deps): update dependency release-it to v14.1.0,
1335,chore(deps): update dependency @types/lodash to v4.14.162,,chore(deps): update dependency @types/lodash to v4.14.162,
1336,chore(deps): update dependency eslint to v7.11.0,,chore(deps): update dependency eslint to v7.11.0,
1337,chore(deps): update dependency release-it to v14.0.4,,chore(deps): update dependency release-it to v14.0.4,
1338,chore(deps): update dependency jest to v26.5.2,,chore(deps): update dependency jest to v26.5.2,
1339,chore(deps): update typescript-eslint monorepo to v4.4.0,,chore(deps): update typescript-eslint monorepo to v4.4.0,
1340,chore(deps): update dependency jest to v26.5.0,,chore(deps): update dependency jest to v26.5.0,
1341,feat: Add ApiResponse wrapper for 302 FOUND,"Commit #759241607 states that it adds a wrapper for 302 MOVED PERMANENTLY. It does add MOVED PERMANENTLY, but that is a 301 response.[1][2] This adds a wrapper for the 302 FOUND[3] response, commonly used for resource redirects. [1] https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/301 [2] https://github.com/nestjs/nest/blob/v7.4.4/packages/common/enums/http-status.enum.ts#L13 [3] https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/302 Signed-off-by: Robb Kidd robb@thekidds.org",feat: Add ApiResponse wrapper for 302 FOUND,"Commit #759241607 states that it adds a wrapper for 302 MOVED PERMANENTLY. It does add MOVED PERMANENTLY, but that is a 301 response.[1][2] This adds a wrapper for the 302 FOUND[3] response, commonly used for resource redirects. [1] link [2] link [3] link Signed-off-by: Robb Kidd robb@thekidds.org"
1342,chore(deps): update dependency fastify-swagger to v3.4.0,,chore(deps): update dependency fastify-swagger to v3.4.0,
1343,fix(): nested schema additional properties take place next to allof,,fix(): nested schema additional properties take place next to allof,
1344,chore(deps): update dependency ts-jest to v26.4.1,,chore(deps): update dependency ts-jest to v26.4.1,
1345,chore(deps): update typescript-eslint monorepo to v4.3.0,,chore(deps): update typescript-eslint monorepo to v4.3.0,
1346,chore(deps): update dependency eslint-plugin-import to v2.22.1,,chore(deps): update dependency eslint-plugin-import to v2.22.1,
1347,chore(deps): update dependency eslint to v7.10.0,,chore(deps): update dependency eslint to v7.10.0,
1348,chore(deps): update dependency eslint-config-prettier to v6.12.0,,chore(deps): update dependency eslint-config-prettier to v6.12.0,
1349,chore(deps): update typescript-eslint monorepo to v4.2.0,,chore(deps): update typescript-eslint monorepo to v4.2.0,
1350,chore(): release v4.6.1,,chore(): release v4.6.1,
1351,feat(): support non-string types in examples (comments introspection),,feat(): support non-string types in examples (comments introspection),
1352,fix(): add note about inline comments regex,,fix(): add note about inline comments regex,
1353,chore(deps): update dependency ts-jest to v26.4.0,,chore(deps): update dependency ts-jest to v26.4.0,
1354,chore(deps): update dependency @types/jest to v26.0.14,,chore(deps): update dependency @types/jest to v26.0.14,
1355,chore(deps): update dependency lint-staged to v10.4.0,,chore(deps): update dependency lint-staged to v10.4.0,
1356,chore(deps): update dependency prettier to v2.1.2,,chore(deps): update dependency prettier to v2.1.2,
1357,chore(deps): update typescript-eslint monorepo to v4.1.1,,chore(deps): update typescript-eslint monorepo to v4.1.1,
1358,chore(deps): update dependency release-it to v14.0.3,,chore(deps): update dependency release-it to v14.0.3,
