Index,Message,Description,Message Abstract,Description Abstract
17,Update ipython[all] requirement from <8.7.1 to <8.14.1 in /requirements (#17837),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Update ipython[all] requirement from <8.7.1 to <8.14.1 in /requirements (#17837),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
18,"Update sphinx-copybutton requirement from <=0.5.0,>=0.3 to >=0.3,<=0.5.2 in /requirements (#17836)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"Update sphinx-copybutton requirement from <=0.5.0,>=0.3 to >=0.3,<=0.5.2 in /requirements (#17836)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
19,ci: extend the queue to 10 (#17823),,ci: extend the queue to 10 (#17823),
20,ci: allow fail building NGC (#17815),,ci: allow fail building NGC (#17815),
21,"Update fastapi requirement from <0.89.0,>=0.69.0 to >=0.69.0,<0.98.0 in /requirements (#17808)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,"Update fastapi requirement from <0.89.0,>=0.69.0 to >=0.69.0,<0.98.0 in /requirements (#17808)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz
22,try to relax dependency on 3rd integrations (#17829),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,try to relax dependency on 3rd integrations (#17829),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
23,Lightning Dataset (including optimized dataloading of s3 buckets) (#17743),"  Lightning DataLoader   lightning dataloader   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   init   example   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  [pre-commit.ci] auto fixes from pre-commit.com hooks  for more information, see https://pre-commit.ci   env var   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  Update src/lightning/pytorch/utilities/data/init.py  Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com   remove unused functions   extra reqs   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  Update src/lightning/pytorch/utilities/data/fileio.py  Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com  [pre-commit.ci] auto fixes from pre-commit.com hooks  for more information, see https://pre-commit.ci   imports work now! yay   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   tests   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   imports   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   missing import   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   error handling   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update creds for local use case   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   codeowners   recursive get index   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   index   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   clean up get index   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update imagenet example   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   docstrings   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   docstrings   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   docstrings   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   example cleanup   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   changelog   reqs   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   codeowners   requirements   expose LightningDataset too   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   expost LightningDataset at top level   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   remove unused private methods from init   remove private imports   upper bound on extra requirements   review comments   loosen req   deps   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   test updating fabric base req   remove version pin on s3fs to test   recover missing function   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   tests   update   random   torchdata >= 0.3.0   update torchdata version   remove torchdata version to test   try rem torch version pin   req   update bucket in test   req   skips   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   import   update structure to lightning.data   base.txt for data reqs   fix imports   rename to LightningS3Dataset   new workflow   dont need to test warnings   reqs   req   revert data folder in pytorch   test import   tests   req   req   req   torch version   req   req   open dep   reformatted   pin strict   pin strict extra   req   modify workflow, no cache   try   patch   import   fix   dataset test   update getattr   pin everything to test   remove torch preinstall from workflow   workflow   req   Update .github/workflows/ci-tests-data.yml   Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com   workflow   workflow   req   Update .github/workflows/ci-tests-data.yml   Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com   workflow   print   skip test for now   update path join   revert app dep version bump   Update .github/workflows/ci-tests-data.yml   Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com   workflow updates   app base req   req   window test failure   add data req to assistant   try   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   add missing comma   updates   update   typo   requirements   try widening req   older torch version   update   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update   update   update   update   cleanup tests   typo again   update   remove unnecessary line   Update .github/CODEOWNERS   Discard changes to requirements/pytorch/base.txt   Discard changes to requirements/fabric/base.txt   Discard changes to requirements/app/base.txt   requirements   requirements   one line   app workflow pick only app reqs   rename package   undo   don't use cache   examples CI   pytorch and fabric CI   try remove cache   Apply suggestions from code review   jirka playing   jirka playing   jirka playing   blah   flatten LightningDataset   cleans up dataset class   jirka playing   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   jirka playing   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   extra   fix dataset test   update checkgroups   Luca's review comments   val error fix   unskip test   min   fix precommit warning   cpu   docstrings   req   2.0.1   add return type   typing errors   req   return types with quotations   import for type-checking   no botocore in cloudagnostic code   exit args   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   backends typing   remove oldest from data tests   typing   typing   typing   types   type   typing   typing   typing   import fix   Changelog    Co-authored-by: Noha Alon nohaalon@Nohas-MacBook-Air.local Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Justus Schock justus.schock@posteo.de",Lightning Dataset (including optimized dataloading of s3 buckets) (#17743),"Lightning DataLoader lightning dataloader [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link init example [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link env var [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link Update src/lightning/pytorch/utilities/data/init.py Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com remove unused functions extra reqs [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link Update src/lightning/pytorch/utilities/data/fileio.py Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link imports work now! yay [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link tests [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link imports [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link missing import [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link error handling [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link update creds for local use case [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link codeowners recursive get index [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link index [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link clean up get index [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link update imagenet example [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link docstrings [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link docstrings [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link docstrings [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link example cleanup [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link changelog reqs [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link codeowners requirements expose LightningDataset too [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link expost LightningDataset at top level [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link remove unused private methods from init remove private imports upper bound on extra requirements review comments loosen req deps [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link test updating fabric base req remove version pin on s3fs to test recover missing function [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link tests update random torchdata >= 0.3.0 update torchdata version remove torchdata version to test try rem torch version pin req update bucket in test req skips [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link import update structure to lightning.data base.txt for data reqs fix imports rename to LightningS3Dataset new workflow dont need to test warnings reqs req revert data folder in pytorch test import tests req req req torch version req req open dep reformatted pin strict pin strict extra req modify workflow, no cache try patch import fix dataset test update getattr pin everything to test remove torch preinstall from workflow workflow req Update .github/workflows/ci-tests-data.yml Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com workflow workflow req Update .github/workflows/ci-tests-data.yml Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com workflow print skip test for now update path join revert app dep version bump Update .github/workflows/ci-tests-data.yml Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com workflow updates app base req req window test failure add data req to assistant try [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link add missing comma updates update typo requirements try widening req older torch version update [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link update update update update cleanup tests typo again update remove unnecessary line Update .github/CODEOWNERS Discard changes to requirements/pytorch/base.txt Discard changes to requirements/fabric/base.txt Discard changes to requirements/app/base.txt requirements requirements one line app workflow pick only app reqs rename package undo don't use cache examples CI pytorch and fabric CI try remove cache Apply suggestions from code review jirka playing jirka playing jirka playing blah flatten LightningDataset cleans up dataset class jirka playing [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link jirka playing [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link extra fix dataset test update checkgroups Luca's review comments val error fix unskip test min fix precommit warning cpu docstrings req 2.0.1 add return type typing errors req return types with quotations import for type-checking no botocore in cloudagnostic code exit args [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link update [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link backends typing remove oldest from data tests typing typing typing types type typing typing typing import fix Changelog Co-authored-by: Noha Alon nohaalon@Nohas-MacBook-Air.local Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Justus Schock justus.schock@posteo.de"
24,Pass-through setattr for FabricModule (#17731),Co-authored-by: awaelchli aedu.waelchli@gmail.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,Pass-through setattr for FabricModule (#17731),Co-authored-by: awaelchli aedu.waelchli@gmail.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com
25,bump torch requirements to 2.0.1 (#17783),,bump torch requirements to 2.0.1 (#17783),
26,Fix deriving default map location when there is extra state (#17812),,Fix deriving default map location when there is extra state (#17812),
27,Add rank_zero_first utility (#17784),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Add rank_zero_first utility (#17784),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
28,Remove unnecessary check (#17788),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Remove unnecessary check (#17788),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
29,update chlog with 2.0.2 & 2.0.3 (#17782),,update chlog with 2.0.2 & 2.0.3 (#17782),
30,Enable loading full optimizer checkpoints with FSDP (#17747),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com,Enable loading full optimizer checkpoints with FSDP (#17747),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com
31,Custom DeepSpeed config   format error with offload_optimizer (#17790),Co-authored-by: francis xiao.wei@synyi.com,Custom DeepSpeed config   format error with offload_optimizer (#17790),Co-authored-by: francis xiao.wei@synyi.com
32,Document non-strict loading of checkpoints in Fabric (#17765),,Document non-strict loading of checkpoints in Fabric (#17765),
33,Support empty weight initialization in Fabric.init_module() (#17627),,Support empty weight initialization in Fabric.init_module() (#17627),
34,"tests: clean too many , in mocks (#17776)",Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,"tests: clean too many , in mocks (#17776)",Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
35,Fix to Parameters to MixedPrecisionPlugin are not validated and do not match doc string (#17687),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com,Fix to Parameters to MixedPrecisionPlugin are not validated and do not match doc string (#17687),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com
36,Remove warning on no_backward_sync with XLA strategy (#17761),,Remove warning on no_backward_sync with XLA strategy (#17761),
37,Added configurable strict loading for Fabric strategies (#17645),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: bas bas.krahmer@talentflyxpert.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,Added configurable strict loading for Fabric strategies (#17645),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: bas bas.krahmer@talentflyxpert.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com
38,[FSDP] utility to apply optimizer during backward (#17710),"  utility to apply optimizer during backward   start to address CI failures   address CI failures   address review comments and harden test   change union annotation syntax   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   try to debug CI   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  add skip_windows and standalone to fsdp test   Co-authored-by: Taylor Robie taylor.robie@lightning.ai Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com",[FSDP] utility to apply optimizer during backward (#17710),"utility to apply optimizer during backward start to address CI failures address CI failures address review comments and harden test change union annotation syntax [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link try to debug CI [pre-commit.ci] auto fixes from pre-commit.com hooks for more information, see link add skip_windows and standalone to fsdp test Co-authored-by: Taylor Robie taylor.robie@lightning.ai Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com"
39,Add Fabric internal hooks (#17759),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Add Fabric internal hooks (#17759),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
40,External callback registry through entry points for Fabric (#17756),,External callback registry through entry points for Fabric (#17756),
41,Expose public and private IP in LightningWork (#17742),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Expose public and private IP in LightningWork (#17742),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
42,ci: fix typo in skip if for TPU (#17757),  ci: fix typo in skip if for TPU      $   \   |   blablab   rew ,ci: fix typo in skip if for TPU (#17757),ci: fix typo in skip if for TPU $ \ | blablab rew
43,"Update tensorboardx requirement from <=2.5.1,>=2.2 to >=2.2,<=2.6 in /requirements (#17750)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"Update tensorboardx requirement from <=2.5.1,>=2.2 to >=2.2,<=2.6 in /requirements (#17750)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
44,Simplify step redirection in strategy (#17531),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,Simplify step redirection in strategy (#17531),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com
45,Upgrade deepspeed version (#17748),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,Upgrade deepspeed version (#17748),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com
46,ci: drop NGC as required check (#17754),,ci: drop NGC as required check (#17754),
47,Address feedback for Fabric.init_module() (4/4) (#17607),,Address feedback for Fabric.init_module() (4/4) (#17607),
48,Fix race condition when downloading data (#17732),,Fix race condition when downloading data (#17732),
49,docker: NGC prune git (#17740),,docker: NGC prune git (#17740),
50,ci: fix TPU skip if (#17672),,ci: fix TPU skip if (#17672),
51,Fix multithreading checkpoint loading (#17678),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: awaelchli aedu.waelchli@gmail.com,Fix multithreading checkpoint loading (#17678),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: awaelchli aedu.waelchli@gmail.com
52,Enable loading full state dict checkpoints with FSDP (#17623),Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Enable loading full state dict checkpoints with FSDP (#17623),Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
53,Address feedback for Fabric.init_module() (3/4) (#17723),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Address feedback for Fabric.init_module() (3/4) (#17723),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
54,Fix overlapping samples in DDP when no global seed is set (#17713),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Fix overlapping samples in DDP when no global seed is set (#17713),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
55,Address feedback for Fabric.init_module() (2/4) (#17722),,Address feedback for Fabric.init_module() (2/4) (#17722),
56,Address feedback for Fabric.init_module() (1/4) (#17721),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Address feedback for Fabric.init_module() (1/4) (#17721),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
57,Support kwargs input for LayerSummary (#17709),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,Support kwargs input for LayerSummary (#17709),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com
58,avoid unnecessary workers with sequential CombinedLoader (#17639),Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com,avoid unnecessary workers with sequential CombinedLoader (#17639),Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com
59,update group-check (#17719),,update group-check (#17719),
60,replace local adjustment script with external (#17582),,replace local adjustment script with external (#17582),
61,"Update deepdiff requirement from <6.2.4,>=5.7.0 to >=5.7.0,<6.3.1 in /requirements (#17631)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"Update deepdiff requirement from <6.2.4,>=5.7.0 to >=5.7.0,<6.3.1 in /requirements (#17631)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
62,"Update docker requirement from <6.1.2,>=5.0.0 to >=5.0.0,<6.1.3 in /requirements (#17632)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,"Update docker requirement from <6.1.2,>=5.0.0 to >=5.0.0,<6.1.3 in /requirements (#17632)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
63,Bump coverage from 6.5.0 to 7.2.5 in /requirements (#17629),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump coverage from 6.5.0 to 7.2.5 in /requirements (#17629),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
64,"Update torchvision requirement from <=0.15.1,>=0.12.0 to >=0.12.0,<=0.15.2 in /requirements (#17714)",Update torchvision requirement in /requirements Updates the requirements on torchvision to permit the latest version. - Release notes - Commits  updated-dependencies: - dependency-name: torchvision   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,"Update torchvision requirement from <=0.15.1,>=0.12.0 to >=0.12.0,<=0.15.2 in /requirements (#17714)",Update torchvision requirement in /requirements Updates the requirements on torchvision to permit the latest version. - Release notes - Commits updated-dependencies: - dependency-name: torchvision   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com
65,Fix doc formatting in batch_size_finder.py (#17696),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com,Fix doc formatting in batch_size_finder.py (#17696),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com
66,ci: fix runif ref (#17716),,ci: fix runif ref (#17716),
67,Update README.md,,Update README.md,
68,runif consistency (#17686),,runif consistency (#17686),
