Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
ci: extend the queue to 10 (#17823),0.45434192,@akihironitta @awaelchli @Borda @carmocca @kaushikb11 @krshrimali @mauvilsa @otaj @pre-commit-ci @rohitgr7 @semaphore-egg @tkonopka @wayi1,,0
ci: allow fail building NGC (#17815),0.3541253,"- Marked the `{Accelerator,Signal,Callback,Checkpoint,Data,Logger}Connector` classes as protected ([#17008](https://github.com/Lightning-AI/lightning/pull/17008))",,0
"Update fastapi requirement from <0.89.0,>=0.69.0 to >=0.69.0,<0.98.0 in /requirements (#17808)",0.4736863,"Removed deprecated properties DeepSpeedPlugin.cpu_offload* in favor of offload_optimizer, offload_parameters and pin_memory (#9244)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
try to relax dependency on 3rd integrations (#17829),0.41982323,Many integrations made Lightning appear bloated,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Lightning Dataset (including optimized dataloading of s3 buckets) (#17743),0.52801734,- The top-level loops now own the data sources and combined dataloaders ([#16726](https://github.com/Lightning-AI/lightning/pull/16726)),"  Lightning DataLoader   lightning dataloader   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   init   example   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  [pre-commit.ci] auto fixes from pre-commit.com hooks  for more information, see https://pre-commit.ci   env var   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  Update src/lightning/pytorch/utilities/data/init.py  Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com   remove unused functions   extra reqs   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  Update src/lightning/pytorch/utilities/data/fileio.py  Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com  [pre-commit.ci] auto fixes from pre-commit.com hooks  for more information, see https://pre-commit.ci   imports work now! yay   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   tests   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   imports   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   missing import   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   error handling   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update creds for local use case   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   codeowners   recursive get index   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   index   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   clean up get index   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update imagenet example   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   docstrings   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   docstrings   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   docstrings   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   example cleanup   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   changelog   reqs   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   codeowners   requirements   expose LightningDataset too   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   expost LightningDataset at top level   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   remove unused private methods from init   remove private imports   upper bound on extra requirements   review comments   loosen req   deps   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   test updating fabric base req   remove version pin on s3fs to test   recover missing function   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   tests   update   random   torchdata >= 0.3.0   update torchdata version   remove torchdata version to test   try rem torch version pin   req   update bucket in test   req   skips   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   import   update structure to lightning.data   base.txt for data reqs   fix imports   rename to LightningS3Dataset   new workflow   dont need to test warnings   reqs   req   revert data folder in pytorch   test import   tests   req   req   req   torch version   req   req   open dep   reformatted   pin strict   pin strict extra   req   modify workflow, no cache   try   patch   import   fix   dataset test   update getattr   pin everything to test   remove torch preinstall from workflow   workflow   req   Update .github/workflows/ci-tests-data.yml   Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com   workflow   workflow   req   Update .github/workflows/ci-tests-data.yml   Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com   workflow   print   skip test for now   update path join   revert app dep version bump   Update .github/workflows/ci-tests-data.yml   Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com   workflow updates   app base req   req   window test failure   add data req to assistant   try   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   add missing comma   updates   update   typo   requirements   try widening req   older torch version   update   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update   update   update   update   cleanup tests   typo again   update   remove unnecessary line   Update .github/CODEOWNERS   Discard changes to requirements/pytorch/base.txt   Discard changes to requirements/fabric/base.txt   Discard changes to requirements/app/base.txt   requirements   requirements   one line   app workflow pick only app reqs   rename package   undo   don't use cache   examples CI   pytorch and fabric CI   try remove cache   Apply suggestions from code review   jirka playing   jirka playing   jirka playing   blah   flatten LightningDataset   cleans up dataset class   jirka playing   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   jirka playing   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   extra   fix dataset test   update checkgroups   Luca's review comments   val error fix   unskip test   min   fix precommit warning   cpu   docstrings   req   2.0.1   add return type   typing errors   req   return types with quotations   import for type-checking   no botocore in cloudagnostic code   exit args   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   update   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   backends typing   remove oldest from data tests   typing   typing   typing   types   type   typing   typing   typing   import fix   Changelog    Co-authored-by: Noha Alon nohaalon@Nohas-MacBook-Air.local Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Justus Schock justus.schock@posteo.de",0
Pass-through setattr for FabricModule (#17731),0.5525471,  * Changed the method signatrue of `Fabric.save` and `Fabric.load`,Co-authored-by: awaelchli aedu.waelchli@gmail.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,0
bump torch requirements to 2.0.1 (#17783),0.6777346,- Fixed an issue with comparing torch versions when using a version of torch built from source ([#17030](https://github.com/Lightning-AI/lightning/pull/17030)),,0
Fix deriving default map location when there is extra state (#17812),0.47041115,"    # previously, we were able to return state here",,0
Add rank_zero_first utility (#17784),0.561912,Set better defaults for rank_zero_only.rank when training is launched with SLURM and torchelastic (#6802),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Remove unnecessary check (#17788),0.46797353,"Simplified ""should run validation"" logic (#7682)",Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
update chlog with 2.0.2 & 2.0.3 (#17782),0.45715946,Removed collisions with logger versions by tying it to job id.,,0
Enable loading full optimizer checkpoints with FSDP (#17747),0.60889304,Updated model_checkpoint's to_yaml to use fsspec open (#3801),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com,0
Custom DeepSpeed config   format error with offload_optimizer (#17790),0.7369276,"Removed deprecated properties DeepSpeedPlugin.cpu_offload* in favor of offload_optimizer, offload_parameters and pin_memory (#9244)",Co-authored-by: francis xiao.wei@synyi.com,1
Document non-strict loading of checkpoints in Fabric (#17765),0.69034934,  * Changed the method signature of `Strategy.save_checkpoint` and `Fabric.load_checkpoint`,,0
Support empty weight initialization in Fabric.init_module() (#17627),0.5815096,"- Added `lightning.fabric.is_wrapped` to check whether a module, optimizer, or dataloader was already wrapped by Fabric ([#16953](https://github.com/Lightning-AI/lightning/pull/16953))",,0
"tests: clean too many , in mocks (#17776)",0.5038459,Cleaning up stale logger tests (#3490),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Fix to Parameters to MixedPrecisionPlugin are not validated and do not match doc string (#17687),0.62144405,NativeMixedPrecisionPlugin and its subclasses now take an optional GradScaler instance (#10055),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com,0
Remove warning on no_backward_sync with XLA strategy (#17761),0.5386838,  * Deprecated the internal `XLADeviceUtils.xla_available` staticmethod,,0
Added configurable strict loading for Fabric strategies (#17645),0.6331519,  * `Fabric.load` can now load state in-place onto models and optimizers,Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: bas bas.krahmer@talentflyxpert.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,0
[FSDP] utility to apply optimizer during backward (#17710),0.62372595,Generalized Optimizer validation to accommodate both FSDP 1.x and 2.x (#16733),"  utility to apply optimizer during backward   start to address CI failures   address CI failures   address review comments and harden test   change union annotation syntax   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   try to debug CI   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  add skip_windows and standalone to fsdp test   Co-authored-by: Taylor Robie taylor.robie@lightning.ai Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com",0
Add Fabric internal hooks (#17759),0.56693697,New Hooks,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
External callback registry through entry points for Fabric (#17756),0.5882219,Callback registration through entry points,,0
Expose public and private IP in LightningWork (#17742),0.4281871,The LoadBalancer now uses internal ip + port instead of URL exposed (#16119),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
ci: fix typo in skip if for TPU (#17757),0.4705552,- if trainer.tpu_cores:,  ci: fix typo in skip if for TPU      $   \   |   blablab   rew ,0
"Update tensorboardx requirement from <=2.5.1,>=2.2 to >=2.2,<=2.6 in /requirements (#17750)",0.7538764,Improved the error message for installing tensorboard or tensorboardx (#17053),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Simplify step redirection in strategy (#17531),0.4542989,Renames model steps (#1051),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,0
Upgrade deepspeed version (#17748),0.7201317,"Updated DeepSpeed ZeRO (#6546, #6752, #6142, #6321)",Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,1
ci: drop NGC as required check (#17754),0.40307707,-  Converted validation loop config warnings to `PossibleUserWarning` ([#13377](https://github.com/Lightning-AI/lightning/pull/13377)),,0
Address feedback for Fabric.init_module() (4/4) (#17607),0.6320743,The Fabric.run() method is no longer abstract (#14992),,0
Fix race condition when downloading data (#17732),0.46991283,Resolved a bug about a race condition when sending the work state through the caller_queue (#14074),,0
docker: NGC prune git (#17740),0.53480947,Remove unnecessary intermediate layers in Dockerfiles (#5697),,0
ci: fix TPU skip if (#17672),0.5120176,Increased TPU check timeout from 20s to 100s (#5598),,0
Fix multithreading checkpoint loading (#17678),0.6440292,Refactor load in checkpoint connector (#4593),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: awaelchli aedu.waelchli@gmail.com,0
Enable loading full state dict checkpoints with FSDP (#17623),0.70924777,"def load_state_dict(self, checkpoint):",Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
Address feedback for Fabric.init_module() (3/4) (#17723),0.6282094,The Fabric.run() method is no longer abstract (#14992),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Fix overlapping samples in DDP when no global seed is set (#17713),0.57526153,Allow setting replace_sampler_ddp=True with a distributed sampler already added (#4273),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Address feedback for Fabric.init_module() (2/4) (#17722),0.6348263,The Fabric.run() method is no longer abstract (#14992),,0
Address feedback for Fabric.init_module() (1/4) (#17721),0.63867617,The Fabric.run() method is no longer abstract (#14992),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Support kwargs input for LayerSummary (#17709),0.53165877,Allow passing model hyperparameters as complete kwarg list (#1896) ,Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
avoid unnecessary workers with sequential CombinedLoader (#17639),0.7963279,CombinedLoader only starts DataLoader workers when necessary when operating in sequential mode (#17639),Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com,1
update group-check (#17719),0.49068066,group prepare data hook (#3212),,0
replace local adjustment script with external (#17582),0.4065453,"Prevent artefactual ""running from outside your current environment"" error (#15647)",,0
"Update deepdiff requirement from <6.2.4,>=5.7.0 to >=5.7.0,<6.3.1 in /requirements (#17631)",0.459218,"Updated DeepSpeed ZeRO (#6546, #6752, #6142, #6321)",Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
"Update docker requirement from <6.1.2,>=5.0.0 to >=5.0.0,<6.1.3 in /requirements (#17632)",0.4790631,Remove unnecessary intermediate layers in Dockerfiles (#5697),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Bump coverage from 6.5.0 to 7.2.5 in /requirements (#17629),0.5224456,Setup: added requirement freeze for the next major version (#14480),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
"Update torchvision requirement from <=0.15.1,>=0.12.0 to >=0.12.0,<=0.15.2 in /requirements (#17714)",0.7515992,Removed dependency on torchvision (#797),Update torchvision requirement in /requirements Updates the requirements on torchvision to permit the latest version. - Release notes - Commits  updated-dependencies: - dependency-name: torchvision   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com,1
Fix doc formatting in batch_size_finder.py (#17696),0.5735732,Batch Size Finder (#11089),Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com,0
ci: fix runif ref (#17716),0.42647675,Updated fast_dev_run to accept integer representing num_batches (#4629),,0
Update README.md,0.5008326,"We have released New documentation, please bear with us as we fix broken links and patch in missing pieces. ",,0
runif consistency (#17686),0.34648907,  * Deprecated the internal `inner_f` function,,0
ci: update gcheck name (#17690),0.48858523,Changed ModelCheckpoint version suffixes to start at 1 (#5008),"  ci: update gcheck name   name   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  name   Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com",0
ci: separate parity/benchmarks (#17502),0.429195,The slow and clunky data-parallel strategy (#16748),"  ci: separet benchmarks   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   measure   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   conf   isort   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  [pre-commit.ci] auto fixes from pre-commit.com hooks  for more information, see https://pre-commit.ci   ci   parity   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   taska   name   ...   var   ...   ...   ...   cd   reset_cudnn_benchmark   import   imports   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   models   xfail    Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com",0
Fix Mix Precision settings for FSDP Plugins (#17670),0.60637265, * `pytorch_lightning.plugins.precision.fsdp_native_native_amp.FullyShardedNativeNativeMixedPrecisionPlugin` is now `pytorch_lightning.plugins.precision.fsdp.FSDPMixedPrecisionPlugin`,,0
"Update tensorboard requirement from <2.12.0,>=2.9.1 to >=2.9.1,<2.14.0 in /requirements (#17674)",0.77592176,Improved the error message for installing tensorboard or tensorboardx (#17053),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Add Profiler table kwargs (#17662),0.58318293,Split profilers module (#6261),Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Raise environment variable collision errors only when Fabric CLI is used (#17679),0.53759813,The Fabric.run() method is no longer abstract (#14992),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Refactor run-method-style Fabric tests (#17669),0.5793899,The Fabric.run() method is no longer abstract (#14992),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Update email address in SECURITY.md (#17664),0.33837602,Renamed xxx_AVAILABLE as protected (#5082),,0
Fixed error when using W&B project name from environment variables (#16222),0.4353805,"Prevent artefactual ""running from outside your current environment"" error (#15647)",Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com,0
fix: get project (#17666),0.4656667,Application storage prefix moved from app_id to project_id/app_id (#14583),,0
ci: drop e2e as required check (#17658),0.43283242,"validation_step, val_dataloader are now optional.   ",,0
refactor Fabric tests to use launch method (#17648),0.6061438,fabric.launch(),Co-authored-by: bas bas.krahmer@talentflyxpert.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Log LearningRateMonitor values to Trainer.callback_metrics for EarlyStopping (#17626),0.76973057,    --trainer.callbacks.logging_interval=epoch,Co-authored-by: Adrian Wälchli aedu.waelchli@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
Bugfix: LR finder max val batches (#17636),0.5792265,LR Finder argument num_accumulation_steps,,0
Make configure_sharded_model implementation in test models idempotent (#17625),0.77623665,def configure_sharded_model(self):,,1
omitted mention of QuantizationAwareTraining callback (#17646),0.5928385,- Removed the `QuantizationAwareTraining` callback ([#16750](https://github.com/Lightning-AI/lightning/pull/16750)),Co-authored-by: bas bas.krahmer@talentflyxpert.com,0
"Update tqdm requirement from <4.65.0,>=4.57.0 to >=4.57.0,<4.66.0 in /requirements (#17630)",0.5265142,Setup: added requirement freeze for the next major version (#14480),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
"Update jsonargparse[signatures] requirement from <4.19.0,>=4.18.0 to >=4.18.0,<4.22.0 in /requirements (#17633)",0.66888905,- Changes in `LightningCLI` required for the new major release of jsonargparse v4.0.0 ([#10426](https://github.com/PyTorchLightning/pytorch-lightning/pull/10426)),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Support true 16-bit precision with deepspeed (#17576),0.7302919,Updated precision attributes in DeepSpeedPlugin (#10164),Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,1
Fix ModelCheckpoint misformats filename (#17610),0.8290658,Fix saved filename in ModelCheckpoint if it already exists (#4861),Co-authored-by: awaelchli aedu.waelchli@gmail.com,1
fix: get project (#17617),0.46169004,Application storage prefix moved from app_id to project_id/app_id (#14583),"  fix: get project   test   fix tests   fix tests   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci  Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com",0
Allow setting the SLURMEnvironment.main_address via an env variable (#17596),0.609536,    default_port = os.environ['SLURM_JOB_ID'],Co-authored-by: awaelchli aedu.waelchli@gmail.com,0
Set fixed seed for pytest execution order (#17614),0.556841,pl.seed_everything will now also set the seed on the DistributedSampler (#7024),,0
docs: fix links in fabric (#17611),0.53603536,"We have released New documentation, please bear with us as we fix broken links and patch in missing pieces. ",,0
Add support for saving with full state-dict in Fabric's FSDP (#17526),0.6528589,  * `Fabric.save` accepts a state that can contain model and optimizer references,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
Make StreamLit UI less flaky (#17598),0.3899661,- Fixed `RichProgressBar` progress when refresh rate does not evenly divide the total counter ([#11668](https://github.com/PyTorchLightning/pytorch-lightning/pull/11668)),Co-authored-by: thomas thomas@thomass-MacBook-Pro.local,0
Fix docs levels and broken links (without rename) (#17545),0.47724247,"We have released New documentation, please bear with us as we fix broken links and patch in missing pieces. ","  Fix docs levels and broken links   [pre-commit.ci] auto fixes from pre-commit.com hooks   for more information, see https://pre-commit.ci   Update advanced_level_17.rst   Delete oryx-build-commands.txt   Update BECOMING_A_CORE_CONTRIBUTOR.md   Update expert_level_24.rst    Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com",0
"Update streamlit requirement from <1.16.1,>=1.13.0 to >=1.13.0,<1.22.1 in /requirements (#17589)",0.52167714,Setup: added requirement freeze for the next major version (#14480),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Update onnx requirement from <1.14.0 to <1.15.0 in /requirements (#17587),0.50479245,Setup: added requirement freeze for the next major version (#14480),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
ci: use randon seed (#17571),0.5222766,seed_everything now fails when an invalid seed value is passed instead of selecting a random seed (#8787),,0
drop IPU docker for runner (#17583),0.51110023,Remove unnecessary intermediate layers in Dockerfiles (#5697),,0
"Update docker requirement from <6.0.2,>=5.0.0 to >=5.0.0,<6.1.2 in /requirements (#17585)",0.48651516,Remove unnecessary intermediate layers in Dockerfiles (#5697),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Update uvicorn requirement from <0.21.2 to <0.22.1 in /requirements (#17586),0.49183357,Setup: added requirement freeze for the next major version (#14480),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Adding non-layer param count to summary (#17005),0.48972088,Generates a summary of all layers in a LightningModule. This currently works with the new RichProgressBar callback.,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec 6035284+Borda@users.noreply.github.com Co-authored-by: awaelchli aedu.waelchli@gmail.com,0
Fix property raised instead of returned (#17595),0.61237264,    # returning a value here is no longer supported,,0
Bump pytest from 7.2.2 to 7.3.1 in /requirements (#17588),0.5579387,Remove pytest as a requirement to run app by @manskx in https://github.com/Lightning-AI/lightning/pull/15449,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
