Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Move to macOS Ventura-style Settings in place of Preferences (#1215),0.96117663,Move to macOS Ventura-style Settings in place of Preferences by @austincondiff in link,"Move to ventura-style preferences and refactor preferences (#1213) add initial ventura-style preferences ui fix lint errors refactor Settings -> Preferences add comments and rename GeneralSettings -> Preferences make font size 12 and images 20x20 minor rephrase add venturacolors.swift fix colors fix text-misaligment remove VStack, fixing an issue preferences initial refactor continue preference refactor refactor SourceControlGeneralView.swift and start refactor on SourceControlGitView refactor SourceControlGitView and fix lint errors fix issue fix code inconstencies fix warnings edit docs fix docs problem remove public Partially fix search issue fix link add explicit values, fix link and intiate fix to issue where text if cut-off small changes add default selection Rearranged files. Window size adjustments. Worked on the settings view to get it closer to our target Created a custom settings window to set the toolbar style Added General Settings page. Cleaned up code in GeneralSettingsView add new settings panes fix lint errors fix problem with settings Reverted Luah's changes from his PR Reintroduced Luah's changes Added Text Editing settings page. Started theme settings page Improved tab width selection Signed-off-by: Wouter01 wouterhennen@gmail.com Added themes settings page Added constrainHeightToWindow modifier so sheets in Settings will constrain their height to be within the parent window. Cleaned up code and reduced padding on theme color preview Enabled saving of theme details form. Fixed searcher gap. Fixed title alignment. Added back button when looking at details view. Fixed search bar Signed-off-by: Wouter01 wouterhennen@gmail.com Added sign in and details views for Accounts Settings Added dark appearance for GitHub icon Added custom Form so we can show custom titlebar background based on scroll position. Cleaned up locations settings page Fixed issues with settings toolbar background on scroll. Implemented tabs in source control settings page. fixed scrollbar offset Signed-off-by: Wouter01 wouterhennen@gmail.com Cleaned up SettingsForm Fixed some issues with the accounts add and sign in sheets When clicking cancel from account sign in, it will take the user back to account selection Moved models from AppPreferences to Settings More Settings file structure updates Renamed models - AppPreferences to Settings, AppPreferencesModel to SettingsModel Added AppSettings prop wrapper, Settings subscript Signed-off-by: Wouter01 wouterhennen@gmail.com Merged Accounts and SourceControlAccounts. Removed SourceControlProvider in preference to SourceControlAccounts.Provider. Removed AppPreferences and defaulted to Settings. Renamed gitAccount to gitAccounts as it is an array of SourceControlAccount. Added zero-state for accounts settings. Renamed all setting-related models to use Settings instead of Preferences. Moved settings references to use new usage pattern Dirty trick for search bar Signed-off-by: Wouter01 wouterhennen@gmail.com Cleaned up account selection and signing sheets. Disabled scroll. Added transition to scrolled shadow in settings window Setting theme by appearance when applicable Code cleanup Added fix for sidebar collapsing Signed-off-by: Wouter01 wouterhennen@gmail.com fix swiftlint error Added new icon buttonStyle for the upcoming settings table view toolbar. Added new ExternalLink view that we are using in Locations settings. Removed SettingsTable from project.pbxproj Improved font selection in text editing and terminal settings. Added a toggle to use text editor font in terminal settings. Using the grouped form stepper throughout. Updated monospaced font picker to get fonts after rendering so the rest of the UI is not delayed while retrieving fonts. Fixed lint error Simplified theme setting page by removing terminal theme section. Fixed some of the theme settings options to work as expected. Added subtle shadowing to settings sidebar icons. Fixed tests, deleted FontPicker Removed FontPickerView - not used anymore Signed-off-by: Wouter01 wouterhennen@gmail.com Co-authored-by: luah5 128280019+luah5@users.noreply.github.com Co-authored-by: luah5 raymondvleeshouwer@gmail.com Co-authored-by: Wouter01 wouterhennen@gmail.com Co-authored-by: Lukas Pistrol lukas@pistrol.com",1
bugfix: renaming a file uses the wrong background color (#1241),0.87649155,bugfix: renaming a file uses the wrong background color by @aaryankotharii in link,,1
Fix a bug with the image preview bounds (#1233),0.8710176,Fix a bug with the image preview bounds by @luah5 in link,"fix bug with the images bounds respond to @austincondiff's review, fixing a bug",1
[chore]: updates SwiftLintPlugin to the latest version (#1231),0.92400634,[chore]: updates SwiftLintPlugin to the latest version by @lukepistrol in link,updates SwiftLintPlugin to the latest version also fixes warnings introduced in the latest swiftlint version Co-authored-by: Lukas Pistrol lukeeep@Lukas-Mac-mini.local,1
docs: add evanlwang as a contributor for code (#1230),0.7674592,docs: add evanlwang as a contributor for code by @allcontributors in link,docs: update README.md [skip ci] docs: update .all-contributorsrc [skip ci] Co-authored-by: allcontributors[bot] 46447321+allcontributors[bot]@users.noreply.github.com,1
Add pixel to top of first line (#1229),0.8175099,Add pixel to top of first line by @evanlwang in link,Add pixel to first line,1
Fixed inspector toolbar background color and inspector maxWidth (#1214),0.77896804,Fix for background color of toolbar in inspector by @Wouter01 in link,Fixed inspector toolbar background color and inspector maxWidth.,1
Bump Build Number to 32 (#1220),0.70816225,Bump Build Number to 32 by @github-actions in link,bump build number to 32 Co-authored-by: GitHub Action action@github.com,1
[chore]: Update CodeEditTextView to 0.6.1 (#1219),0.9488318,[chore]: Update CodeEditTextView to 0.6.1 by @lukepistrol in link,update CodeEditTextView to 0.6.1,1
Add terminal zoom in/out (building on top of #1191) (#1209),0.88637185,Add terminal zoom in/out (building on top of #1191) by @luah5 in link,add terminal zoom in/out (building on top of #1191) respond to @austincondiff's review make variables private fix logic fix @matthijseikelenboom's review comments,1
Code Cleanup: Simplify AppDelegate (#1184),0.8154793,Code Cleanup: Simplify AppDelegate by @richardtop in link,"Code Cleanup: simplify SoftwareUpdater variable, make it private and constant Code Cleanup: Make some methods in AppDelegate private",1
Status Bar and Debugger Drawer UI Improvements (#1199),0.9106796,Status Bar and Debugger Drawer UI Improvements by @austincondiff in link,Various UI improvements mostly around the status bar and debug area.,1
docs: add luah5 as a contributor for code (#1201),0.8058704,docs: add luah5 as a contributor for code by @allcontributors in link,docs: update README.md [skip ci] docs: update .all-contributorsrc [skip ci] Co-authored-by: allcontributors[bot] 46447321+allcontributors[bot]@users.noreply.github.com,1
"[chore]: Update CodeEditTextView, Remove unused GRDB (#1196)",0.92907935,"[chore]: Update CodeEditTextView, Remove unused GRDB by @lukepistrol in link","update CodeEditTextView, remove unused GRDB also removed leftover missing test groups from the modules migration",1
Add setting to determine what happens after closing the last open workspace (#1194),0.83360386,Add setting to determine what happens after closing the last open workspace by @luah5 in link,"adds setting to determine what happens after closing the last open window, closing #1193 clean up code and add comment minor rephrase refactor reopenWindowAfterWorkspaceClose to reopenWindowAfterClose and add switch resolves @lukepistrol review finalize refactor respond to @lukepistrol's constructive comment Fix error revert a change Co-authored-by: luah5 russo.173.328@gmail.com",1
Remove files related to plugin extension system (#1195),0.8274018,Remove files related to plugin extension system by @Wouter01 in link,Remove files related to plugin extension system Signed-off-by: Wouter01 wouterhennen@gmail.com build fix Signed-off-by: Wouter01 wouterhennen@gmail.com Signed-off-by: Wouter01 wouterhennen@gmail.com,1
Fix Inspector toggling (#1192),0.74755335,Fix Inspector toggling by @Wouter01 in link,Fixed inspector not toggling Signed-off-by: Wouter01 wouterhennen@gmail.com Removed old sidebar command Signed-off-by: Wouter01 wouterhennen@gmail.com Fix warning Signed-off-by: Wouter01 wouterhennen@gmail.com fix warning Signed-off-by: Wouter01 wouterhennen@gmail.com Signed-off-by: Wouter01 wouterhennen@gmail.com,1
Add text zoom shortcut (#1191),0.76270354,Add text zoom shortcut by @luah5 in link,,1
Code cleanup: improve code up to Swift 5.7 standard: simplify if let and guard let statements (#1183),0.9414865,Code cleanup: improve code up to Swift 5.7 standard: simplify if let and guard let statements by @richardtop in link,Co-authored-by: Wouter Hennen 62355975+Wouter01@users.noreply.github.com,1
Add open quickly animation (#1187),0.8474282,Add open quickly animation by @Wouter01 in link,Added preview toggle to search overlay view. Displaying the toggle button if a preview exists. Animated preview visibility in search overlay Fix for animation Signed-off-by: Wouter01 wouterhennen@gmail.com Signed-off-by: Wouter01 wouterhennen@gmail.com Co-authored-by: Austin Condiff austin.condiff@gmail.com,1
Search overlay preview toggle (#1185),0.8410803,Search overlay preview toggle by @austincondiff in link,Added preview toggle to search overlay view. Displaying the toggle button if a preview exists. Animated preview visibility in search overlay Update OverlayView.swift,1
Bump Build Number to 31 (#1178),0.6810758,Bump Build Number to 31 by @github-actions in link,bump build number to 31 Co-authored-by: GitHub Action action@github.com,0
Fix #1158 Using Delayed Appearance and Focus (#1175),0.79659396,Fix #1158 Using Delayed Appearance and Focus by @thecoolwinter in link,Fix #1158 using delayed focus,1
Overlay UI Improvements (#1159),0.82472706,Overlay UI Improvements by @austincondiff in link,"Update feature_request.yml Update feature_request.yml Update feature_request.yml Update feature_request.yml Update feature_request.yml Update feature_request.yml Update bug_report.yml Update bug_report.yml Update bug_report.yml Update bug_report.yml Update pull_request_template.md Update pull_request_template.md Update feature_request.yml Update bug_report.yml Update feature_request.yml Update pull_request_template.md Update .github/pull_request_template.md Co-authored-by: Lukas Pistrol l.pistrol@gmail.com Update .github/ISSUE_TEMPLATE/bug_report.yml Co-authored-by: Lukas Pistrol l.pistrol@gmail.com Refactored quick open view to not use a navigation view so that it looks right. Other UI corrections to improve the design of the overlay. Improved open quickly list items path design Cleaned up Open Quickly overlay view. Made UI improvements for command palette. Add OverlayView Moved to NSTableView for palette results Signed-off-by: Wouter01 wouterhennen@gmail.com Add isEditable back Signed-off-by: Wouter01 wouterhennen@gmail.com Reverted custom textfield to swiftui textfield Signed-off-by: Wouter01 wouterhennen@gmail.com Changed command palette keybinding to ⌘⇧P. Renamed data to options. Renamed queryContent to text. Added alwaysShowOptions parameter. Added optionRowHeight parameter. Showing commands by default when there is no text in command palette. Change text color when text is present to make highlighted text stand out in open quickly overlay Selecting the first item automatically in the OverlayView Merged with latest master Merged conflicts, fixed resulting issues, changed keybinding for command pallet to ⌘⇧P Updated CodeEditTextView version Fixed build issue Signed-off-by: Wouter01 wouterhennen@gmail.com Signed-off-by: Wouter01 wouterhennen@gmail.com Co-authored-by: Lukas Pistrol l.pistrol@gmail.com Co-authored-by: Khan Winter 35942988+thecoolwinter@users.noreply.github.com Co-authored-by: Wouter01 wouterhennen@gmail.com",1
Fixed bug where about window wouldn’t open (#1177),0.5279175,Redesigned About Window by @Wouter01 in link,Signed-off-by: Wouter01 wouterhennen@gmail.com,0
Code of conduct amendment: low quality PRs (#1176),0.8480313,Code of conduct amendment: low quality PRs by @austincondiff in link,,1
Update README.md (#1171),0.9040383,Update README.md by @richardtop in link,"Make stars, forks and build status buttons clickable",1
Files & folders dropped on Welcome Window are opened (#1169),0.7739856,Files & folders dropped on Welcome Window are opened by @Wouter01 in link,Files & folders dropped on welcomewindow are opened Signed-off-by: Wouter01 wouterhennen@gmail.com,1
Remove Welcome Window reopening after last document is closed (#1168),0.8795409,Remove Welcome Window reopening after last document is closed by @Wouter01 in link,Remove welcomewindow open after document is closed Signed-off-by: Wouter01 wouterhennen@gmail.com,1
Update README.md,0.89043415,Update README.md by @richardtop in link,,1
Fix for background color of toolbar in inspector (#1155),0.91135544,Fix for background color of toolbar in inspector by @Wouter01 in link,Fix for background color of toolbar in inspector Signed-off-by: Wouter01 wouterhennen@gmail.com Fixed warning Signed-off-by: Wouter01 wouterhennen@gmail.com renamed fixInspectorToolbarBackground to hideInspectorToolbarBackground Signed-off-by: Wouter01 wouterhennen@gmail.com Signed-off-by: Wouter01 wouterhennen@gmail.com,1
"Make ""Latest Release"" Button Clickable",0.80965763,"Make ""Latest Release"" button clickable and point to the latest GitHub release by @richardtop in link","Make ""Latest Release"" button clickable and point to the latest GitHub release (#1153)",1
Fix for runtime errors (#1154),0.72383076,Fix for runtime errors by @Wouter01 in link,,1
Partial move to SwiftUI lifecycle (#1152),0.89646935,Partial move to SwiftUI lifecycle by @Wouter01 in link,"Start of reimplement Signed-off-by: Wouter01 wouterhennen@gmail.com Added more commands Signed-off-by: Wouter01 wouterhennen@gmail.com Moved WelcomeWindow to SwiftUI Window Signed-off-by: Wouter01 wouterhennen@gmail.com Moved aboutview to SwiftUI Window Signed-off-by: Wouter01 wouterhennen@gmail.com Fixed resizing welcome window Signed-off-by: Wouter01 wouterhennen@gmail.com removed unused window controllers Signed-off-by: Wouter01 wouterhennen@gmail.com Removed unused window controller Signed-off-by: Wouter01 wouterhennen@gmail.com changed hiddenOption to hidden Signed-off-by: Wouter01 wouterhennen@gmail.com Fixed NSDocumentController tied to SwiftUI Signed-off-by: Wouter01 wouterhennen@gmail.com removed unused code Signed-off-by: Wouter01 wouterhennen@gmail.com Added Navigate, Source Control, Help commands Signed-off-by: Wouter01 wouterhennen@gmail.com Added some actions to menu items Signed-off-by: Wouter01 wouterhennen@gmail.com small improvements to menu items Signed-off-by: Wouter01 wouterhennen@gmail.com removed MainMenu.xib Signed-off-by: Wouter01 wouterhennen@gmail.com Cleaned up code Signed-off-by: Wouter01 wouterhennen@gmail.com Cleaned up code Signed-off-by: Wouter01 wouterhennen@gmail.com Cleaned up code Signed-off-by: Wouter01 wouterhennen@gmail.com Small fix Signed-off-by: Wouter01 wouterhennen@gmail.com changed requested things Signed-off-by: Wouter01 wouterhennen@gmail.com Fixed lint warning Signed-off-by: Wouter01 wouterhennen@gmail.com Small changes Signed-off-by: Wouter01 wouterhennen@gmail.com Signed-off-by: Wouter01 wouterhennen@gmail.com",1
Bump Build Number to 30 (#1136),0.6395794,Bump Build Number to 31 by @github-actions in link,bump build number to 30 Co-authored-by: GitHub Action action@github.com,0
Fix for retain cycles & splitview recreation issue (#1132),0.9174042,Fix for retain cycles & splitview recreation issue by @Wouter01 in link,,1
Update .all-contributorsrc,0.50305456,docs: add RenanGreca as a contributor for code by @allcontributors in link,,0
Revised issue and PR templates (#1133),0.8182019,Revised issue and PR templates by @austincondiff in link,Update feature_request.yml Update feature_request.yml Update feature_request.yml Update feature_request.yml Update feature_request.yml Update feature_request.yml Update bug_report.yml Update bug_report.yml Update bug_report.yml Update bug_report.yml Update pull_request_template.md Update pull_request_template.md Update feature_request.yml Update bug_report.yml Update feature_request.yml Update pull_request_template.md Update .github/pull_request_template.md Co-authored-by: Lukas Pistrol l.pistrol@gmail.com Update .github/ISSUE_TEMPLATE/bug_report.yml Co-authored-by: Lukas Pistrol l.pistrol@gmail.com Co-authored-by: Lukas Pistrol l.pistrol@gmail.com,1
docs: add stavares843 as a contributor for bug (#1135),0.6415409,docs: add Cubik65536 as a contributor for bug by @allcontributors in link,docs: update README.md [skip ci] docs: update .all-contributorsrc [skip ci] docs: update README.md [skip ci] docs: update .all-contributorsrc [skip ci] Co-authored-by: allcontributors[bot] 46447321+allcontributors[bot]@users.noreply.github.com,0
chore(typos): fix typos (#1121),0.81915003,chore(typos): fix typos by @stavares843 in link,chore(typos): fix typos revert change,1
docs: add iggy890 as a contributor for code (#1134),0.64440215,docs: add Cubik65536 as a contributor for code by @allcontributors in link,docs: update README.md [skip ci] docs: update .all-contributorsrc [skip ci] Co-authored-by: allcontributors[bot] 46447321+allcontributors[bot]@users.noreply.github.com,0
