Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
15,[added] pagination boundaryLinks,0.6309714,Pagination: Wrap Pagination sub-components in forward refs (#6306) (2686ae3),"Create initial docusaurus site wip wip wip wip wip wip wip wip wip wip wip wip wip wip wip add props table add version dropdown to navbar fix prop table render fix code examples add component api to TOC bump react fix sidebar positions fix props table parsing fix some components not being processed by react docgen delete old www rename www2 to www cleanup and styles fix images in examples, cleanup fix build fix point rb to local src dir address feedback wip update deps tweak colors",0
16,chore(deps): bump gatsby-transformer-remark from 2.6.14 to 2.6.… (#4283),0.6059786,2.7.4 (2023-04-15),,0
17,simplify prop passing,0.5431482,Alert: Properly spread props when transition={false} (#5545) (1352a87),,0
18,Release v0.25.100-react-pre.1,0.7311827,2.0.0-beta.0 (2021-06-03),,1
19,Issue #107: Pass Nav props to ul,0.64887387,Nav: Add navbarScroll prop (#5620) (d9c1bb7),,0
20,chore(deps): bump gatsby-remark-prismjs from 3.2.6 to 3.2.8 in /www (#3632),0.5442287,2.5.0 (2022-08-05),,0
21,Gatsby v2 (#3045),0.4638288,2.0.0-beta.4 (2021-07-20),,0
22,Merge pull request #1293 from deerawan/images-component,0.5814258,v5: Drop FormFile and related components (#5523) (d4195da),,0
23,Make release-docs script executable,0.33572218,remove unused files from build output,,0
24,Fix bad PropTypes in PanelGroup,0.55624783,"RTL: Update popover classes, fix placement proptypes (67bf18d)",,0
25,Nav onSelect bugfix,0.7213101,NavDropdown: fix onSelect type (#6151) (253c998),,1
26,chore(deps): bump gatsby from 2.9.4 to 2.9.11 in /www (#3921),0.5980344,1.6.3 (2021-09-08),,0
27,Merge pull request #1116 from AlexKVal/deps,0.46781754,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
28,Add missing peerDep for es build,0.4755277,add Stack component (#5987) (57be243),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
29,[fixed] Add missed propType validation for Button 'type' property,0.6052964,types: inherit FormCheckTypes from React.InputHTMLAttributes (#5497) (4b257b6),,0
30,[fixed] Use .ownerDocument instead of root document,0.4206377,defaultIsOpen -> defaultExpanded,Bumps ua-parser-js from 0.7.31 to 0.7.33. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: ua-parser-js   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
31,Added target attribute to other locations that expose href for consistency,0.4229613,Tabs: support passing custom attributes to Tab (#5879) (6afa734),,0
32,Merge branch 'master' into ci/fix-pr-fork-triggering,0.3796041,migrate components to restart/ui (73a559e),accordion accessibility fix #6536 added a test for AccordionButton component #6536 Co-authored-by: mdreieva maryna.dreieva@experian.com,0
33,Clean up Navbar docs,0.61137754,"NavBar: navOpen ==> navExpanded, thanks @alasdaircs",,0
34,Release v0.23.6,0.8268282,2.0.0-beta.0 (2021-06-03),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
35,Merge pull request #978 from AlexKVal/semver,0.46725026,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
36,[changed] expose static Modal Dialog component,0.5134823,v5: Refactor ToggleButton (4daed01),,0
37,Merge pull request #3366 from SebTM/issue-3278,0.5575316,v5: Drop bsPrefix from FormGroup (#5362) (091b51e),Bumps express from 4.17.1 to 4.18.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: express   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
38,Remove old pages from docs build,0.62560415,remove unused files from build output,Bumps qs from 6.5.2 to 6.5.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: qs   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
39,[added] Add prevIcon and nextIcon props as node proptypes to Carousel,0.65095353,Carousel: add indicatorLabels prop and fix indicator styling (#5773) (0f7b39d),,0
40,Merge pull request #718 from AlexKVal/depUpdate,0.49041218,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
41,Merge pull request #298 from glenjamin/number-badge,0.4842819,ToggleButtonGroup: remove extra onChange check (#6345) (52220e0),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
42,Merge pull request #628 from react-bootstrap/docs-dev-workflow,0.5325395,"FormCheck: fix Form.Check.Label spacing (#5983) (250655c), closes /github.com/react-bootstrap/react-bootstrap/issues/5938#issuecomment-883704209",Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
43,fix: fix types for DropdownButton and SplitButton (#5589),0.9567123,fix types for DropdownButton and SplitButton (#5589) (df6024b),Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
44,Merge remote-tracking branch 'origin/master' into pr576,0.4747936,migrate components to restart/ui (73a559e),,0
45,chore(deps): update dependency husky to v7 (#6162),0.6433201,update dependencies (#6587) (753dc53),,0
46,"[changed] Deprecate OverlayTrigger positioning api and ""manual"" trigger",0.6251186,prioritize poppers position prop in overlaytrigger (#6175) (dc9a0d7),Bumps loader-utils from 1.4.0 to 1.4.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
47,Ignore WebStorm and PhpStorm editor config files.,0.41496772,remove unused files from build output,Added support for portrait size ratios removed the 100% cap on the aspect ratio to allow portrait style size ratios modified RatioSpec to allow aspect ratio greater than 100%,0
48,chore(deps): bump devcert from 1.1.3 to 1.2.1 in /www (#6365),0.6053221,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
49,chore: update react overlays (#4661),0.72677284,update react-overlays and @restart/hooks packages (#6333) (9654ca2),Bumps socket.io-parser from 4.0.4 to 4.0.5. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: socket.io-parser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
50,Release v0.27.3,0.8138356,2.0.0-beta.0 (2021-06-03),Bumps socket.io-parser from 4.0.4 to 4.0.5. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: socket.io-parser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
51,Merge pull request #1209 from AlexKVal/travis,0.45261684,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps engine.io from 6.2.0 to 6.2.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: engine.io   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
52,chore(deps-dev): bump execa from 2.0.3 to 2.0.4,0.5514369,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
53,chore(deps-dev): bump eslint-plugin-prettier from 3.0.1 to 3.1.0 (#3773),0.56441593,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps loader-utils from 2.0.2 to 2.0.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
54,Change build status badge to pull from the master branch,0.62709653,v5: Update Badge classes (#5389) (651ae24),fix(ci): fix ubuntu firefox build try with xvfb force to use .deb package force deb package v2,0
55,Merge pull request #892 from AlexKVal/eslint,0.48061615,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
56,Release prep (#2923),0.68531454,2.0.0-beta.6 (2021-08-24),,0
57,Merge pull request #241 from mtscout6/fadeMixinContainerFix-withDocs,0.58223665,"CollapsableMixin: Fixed not removing event handlers correctly, thanks @justjake",Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
58,Merge branch 'master' into pr/Bartozzz/3563,0.37202746,add SSRProvider (#6031) (ca97dc8),,0
59,chore(deps): bump @mdx-js/mdx from 1.3.1 to 1.3.2 in /www,0.49082404,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
60,Set sideEffects to false for webpack 4 (#3075),0.58805966,DropdownMenu: use Bootstrap default offsets (#5662) (f29ad48),Fixes a TypeScript 4.8 error applications using react-bootstrap may have encountered with usePopper's typing through the transitive dependency: link,0
61,Trim fat (#3277),0.40504235,Toast: remove margins on close button (#5707) (9199b49),"make the spinner animation default to border There's no good reason to always type out the animation for the spinner. There are only two choices, and the ""border"" option is the obvious choice as a default. This should be a non-breaking change. use default prop for spinner animation parameter",0
62,fix(v5): Fix form types (#5350),0.9554154,v5: Fix form types (#5350) (835d397),Prevent a div with a href attribute Revise fix to set the href in the props revise check for href and action to show warning add test to validate warning remove redundant tests and renamed a test,1
63,Merge pull request #2902 from kevinzwhuang/replace-transition-events-with-dom-helpers,0.4969553,"CollapsableMixin: Fixed not removing event handlers correctly, thanks @justjake",,0
64,Merge pull request #278 from jquense/NavItem-prop-fix,0.57096046,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Add onClick and href to the ListGroupItem api Fix doc to href where there's an extra dependency,0
65,Merge pull request #765 from AlexKVal/eslintUpd,0.5233775,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),fix typos in mdx remove unnecessary semicolons and blank lines in mdx fix typos in comments of components fix typos in test/ and tests/ Update www/src/pages/components/placeholder.mdx Co-authored-by: Szymon Wiszczuk 37072867+golota60@users.noreply.github.com Co-authored-by: Szymon Wiszczuk 37072867+golota60@users.noreply.github.com,0
66,Merge tag 'v0.23.7' into v0.24-rc,0.5658951,v5: Add floating labels (#5567) (6802774),chore(deps): update all non-major dependencies fix lint error Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: kyletsang 6854874+kyletsang@users.noreply.github.com,0
67,Bump bootstrap to v5 alpha 2,0.5898518,Popover: use Bootstrap default offsets (#5663) (ef3cce8),,0
68,chore(deps): bump gatsby from 2.17.11 to 2.17.13 in /www,0.5924845,1.5.2 (2021-03-11),,0
69,Merge pull request #1252 from AlexKVal/airbnb,0.45088726,feat(NavLink)!: migrate to restart/ui (87bf01a),,0
70,Merge pull request #71 from pieterv/node-render-fix,0.53762674,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
71,Merge pull request #904 from AlexKVal/dep,0.48094547,v5: Drop FormFile and related components (#5523) (d4195da),,0
72,OverlayTrigger: Remove extra comma in createChainedFunction call,0.6140747,Overlay: show tooltips for func overlay without transition (#5631) (278eff7),,0
73,Fix linting error after merging,0.39209905,"NavDropdown: fix align=""end"" not working (#5878) (a307102)",,0
74,Used React.Children API and Array.prototype.some for dealing with children.,0.46783623,types: inherit FormCheckTypes from React.InputHTMLAttributes (#5497) (4b257b6),Docs: Added Example For React Bootstarp Component in As Prop API Removed Button Example and Changed file name to more appropriate Changes to Introduction for As Prop Example import name change,0
75,[fixed] OverlayTrigger passes onClick prop to child,0.63719314,Overlay: show tooltips for func overlay without transition (#5631) (278eff7),,0
76,Merge pull request #161 from pieterv/overlaymixin-container,0.6259084,OverlayMixin container prop change for better compatibility with React 0.11 thanks to @jsdf #161,overriden -> overridden,0
77,Pass props from SplitButton to children,0.57122135,SplitButton: add flip prop support (909c564),,0
78,chore(deps): bump react-live from 2.0.1 to 2.1.1 in /www (#3802),0.6153566,update react-overlays and @restart/hooks packages (#6333) (9654ca2),,0
79,chore(deps-dev): bump mocha from 6.0.2 to 6.1.2 (#3611),0.5977342,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
80,Publish v2.0.0-beta.1,0.8427468,2.0.0-beta.0 (2021-06-03),docs: migrate to Algolia DocSearch v3 make search bar full width,1
81,Merge pull request #691 from AlexKVal/wpCnf,0.534784,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps file-type from 16.5.3 to 16.5.4. - Release notes - Commits updated-dependencies: - dependency-name: file-type   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
82,Merge pull request #1060 from react-bootstrap/custom-dialog-api,0.55740964,update react-overlays and @restart/hooks packages (#6333) (9654ca2),,0
83,Merge pull request #1138 from AlexKVal/deps,0.468988,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps terser from 4.8.0 to 4.8.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: terser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
84,feat(v5): Add FormControl color support (#5349),0.93603086,v5: Add FormControl color support (#5349) (5c5e7ec),Bumps terser from 5.7.1 to 5.14.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: terser   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
85,chore(deps): bump gatsby from 2.7.3 to 2.7.5 in /www (#3850),0.5907554,1.6.2 (2021-09-07),Co-authored-by: Ryan Lee rol@bluetel.co.uk,0
86,update tests,0.53919643,v5: Update Accordion (#5517) (5acddf3),Add Carousel no transition example Fix typo,0
87,Merge pull request #65 from chollier/master,0.47780448,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
88,Passing event to onClose prop (#5120),0.54738075,Offcanvas: add responsive support (#6363) (3bc4df2),"added a note in the documentation for OverlayTrigger that the click trigger ignores the configured delay added a note in the documentation for OverlayTrigger that the click trigger ignores the configured delay added optional delay close after click trigger Revert ""added a note in the documentation for OverlayTrigger that the click trigger ignores the configured delay"" This reverts commit aeea7df4d89131d2f11e5a705af670e723030a9d. reverting back to just the documentation change for OverlayTrigger added note to OverlayTrigger documentation",0
89,Merge pull request #1771 from taion/update-deps,0.475972,"refactor(Dropdown)!: simplify menu alignment API (#5759) (8a7e095), closes #5759",Bumps moment from 2.29.2 to 2.29.4. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
90,Merge pull request #738 from react-bootstrap/mathieumg_buttongroup_block,0.5585412,update react-overlays and @restart/hooks packages (#6333) (9654ca2),,0
91,fix: lint error,0.389724,update dependencies (#6587) (753dc53),,0
92,Fix  on docs page,0.5426536,docs: fix missing img on toast (fix #5729) (#5814) (488e5c0),Allow fill and justify settings for tabs Update tabs Fill and justify documentation section Remove variant from TabsProps,0
93,Trivial linting fix,0.45171866,types: fix role prop (#5851) (28769b4),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,0
94,Release v0.32.3,0.8226858,2.3.0 (2022-04-19),,1
95,chore(deps): update dependency eslint-plugin-mocha to v9 (#5845),0.67098683,update dependencies (#6587) (753dc53),,0
96,Merge pull request #2582 from jochenberger/patch-3,0.563079,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
97,Remove remaining nav-related deprecations,0.64002514,remove onSelect in NavItem,,0
98,Check mountable prop is truthly,0.52154684,Better propType checking #163 #167,,0
99,add href,0.49288285,New Pager and PageItem components thanks to @brainary,,0
100,Merge pull request #4018 from react-bootstrap/feat/add-carousel-touch-support,0.53758967,"CollapsableMixin: Fixed not removing event handlers correctly, thanks @justjake",,0
101,chore(deps): update all non-major dependencies (#5312),0.66273224,update dependencies (#6587) (753dc53),,0
102,chore(deps): bump @restart/hooks from 0.2.6 to 0.2.7 (#3669),0.8256341,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,1
103,Update bower badge to SVG (missed it),0.6476084,v5: Update Badge classes (#5389) (651ae24),,0
104,chore(deps): bump dom-helpers from 5.1.2 to 5.1.3 (#4747),0.55297244,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),feat(Offcanvas): add responsive support docs: update example with imports,0
105,feat(ListGroup): add numbered prop (#6072),0.909072,ListGroup: add numbered prop (#6072) (415b636),,1
106,docs: fix examples and editor layout (#6035),0.55091786,ThemeProvider: support breakpoints smaller than xs (#6371) (09bf4a2),docs(all): Add imports to playground examples (#4952) Revert Sonnet and PlaceholderImage imports to use defaults,0
107,chore(deps-dev): bump dtslint from 0.7.1 to 0.7.2 (#3785),0.6272311,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),bug(ThemeProvider): fix breakpoints smaller than xs bug(ThemeProvider): Added new tests,0
108,Merge pull request #417 from vinnymac/master,0.5152019,use shared modal manager to sync container state (#5917) (46eb1bb),Bumps devcert from 1.1.3 to 1.2.1. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: devcert   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
109,Update carousel.mdx (#4263),0.69036716,Carousel: Fix ref type (#5613) (4e28124),,0
110,Merge pull request #114 from odetown/master,0.43965623,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
111,Bump React dev dependency to 0.10,0.59954023,update react-overlays and @restart/hooks packages (#6333) (9654ca2),,0
112,Docs build refactor,0.44551492,Check out the v2 docs for the new features.,Co-authored-by: Renovate Bot bot@renovateapp.com,0
113,Update eslint-plugin-mocha.,0.5638894,update react-overlays and @restart/hooks packages (#6333) (9654ca2),,0
114,Merge branch 'master' into v0.24-rc,0.45065948,Promoted v2.0.0-rc.1 to stable,,0
115,[fixed] Use actual ellipsis in pagination,0.48319593,Pagination: Wrap Pagination sub-components in forward refs (#6306) (2686ae3),"This const variable is already checked on line 95, so must be truthy here as well. This bug was accidently detected by TypeScript 4.7-RC",0
116,chore(deps-dev): bump dtslint from 0.7.6 to 0.7.7 (#3852),0.62906575,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
117,Update minor dependencies,0.7749045,update dependencies (#6587) (753dc53),,1
118,Fixed typos,0.4928991,Modal: fix children typing (#6023) (30ceea8),Co-authored-by: Renovate Bot bot@renovateapp.com,0
119,update docs for new export,0.59648323,fix exports and types (#5969) (3531dc8),Co-authored-by: Renovate Bot bot@renovateapp.com,0
120,Merge pull request #1503 from taion/merge-v0.28,0.51706016,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Co-authored-by: Renovate Bot bot@renovateapp.com,0
121,Merge pull request #772 from AlexKVal/iojs,0.49789745,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Co-authored-by: Renovate Bot bot@renovateapp.com,0
122,chore(deps-dev): bump karma from 4.2.0 to 4.3.0,0.47967687,1.4.1 (2021-01-07),"Restrict the GitHub token permissions only to the required ones; this way, even if the attackers will succeed in compromising your workflow, they won’t be able to do much. Included permissions for the action. link link link Keeping your GitHub Actions and workflows secure Part 1: Preventing pwn requests Signed-off-by: nathannaveen 42319948+nathannaveen@users.noreply.github.com",0
123,chore(deps): bump @restart/hooks from 0.3.6 to 0.3.7,0.812677,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,1
124,docs: upgraded mdx (#3690),0.5488781,v5: Update Accordion (#5517) (5acddf3),Update toasts.mdx Update toasts.mdx,0
125,Update react-overlays dependency,0.6997205,update react-overlays and @restart/hooks packages (#6333) (9654ca2),Add containerPosition props Refactor ToastContainerSpec Allow empty string to remove position-*,0
126,[fixed] Fix for bug507.,0.6396885,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Fixes #6318,0
127,Merge pull request #5265 from kyletsang/test/fix-carousel-interval,0.59137166,Carousel: Fix ref type (#5613) (4e28124),,0
128,chore(deps-dev): bump colors from 1.3.3 to 1.4.0,0.47253633,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Co-authored-by: Renovate Bot bot@renovateapp.com,0
129,Fix use of React.findDOMNode in PopoverContained example,0.56171733,Form: fix controlId override behavior on FormRange and FormSelect (#5880) (866ec5b),Bumps moment from 2.27.0 to 2.29.2. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: moment   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
130,Release v0.23.1,0.8221117,2.0.0-beta.0 (2021-06-03),Co-authored-by: Renovate Bot bot@renovateapp.com,1
131,Merge pull request #172 from mtscout6/input-submit,0.55541223,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
132,switch to new one (#2621),0.593047,feat(Nav)!: migrate to restart/ui (2a7a0e2),docs: fix examples docs: fix more examples,0
133,chore(deps): update all non-major dependencies (#5385),0.67328954,update dependencies (#6587) (753dc53),fix(TabPane): Omit Transition when prop is false Make sure Transition is omitted in Tabpane when prop is a boolean and false instead of falling back to Fade fix(TabPane): Omit Transition whenn prop is false Return nooptransition from helper instead of adding logic to tabpane fix(Tabs): Remove unnecessary prop Remove transition={false} from tabs as it is not needed Co-authored-by: Eduardo Martins eduardo@sessionlab.com,0
134,fix(Offcanvas): fix responsive behavior when resizing screen (#6380),0.9719426,Offcanvas: fix responsive behavior when resizing screen (#6380) (a3e188a),,1
135,Add babel cache directory for faster webpack builds,0.4117828,add Stack component (#5987) (57be243),,0
136,fix: Fix typo with alignRight prop (#3488),0.645783,removes alignRight and menuAlign props in favor of align,feat(Pagination): Add ref forwarding to children components better types on ref,0
137,[fixed] ensure last focused item can be focused,0.57789505,Prevent focus on disabled nav items or list group items only (#5593) (198931d),,0
138,"fix: duplicate class ""carousel-item"" (#4609)",0.6695462,Carousel: Fix ref type (#5613) (4e28124),,0
139,chore(deps): bump gatsby from 2.8.2 to 2.8.3 in /www (#3869),0.5996012,1.6.3 (2021-09-08),,0
140,Fix don't close dropdowns when eg. menu header is clicked,0.67551684,Dropdown: add support for centered dropdown menus (#6490) (500ee94),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
141,chore(deps): bump gatsby from 2.15.3 to 2.15.6 in /www,0.5839894,1.5.0 (2021-02-16),,0
142,Merge pull request #688 from react-bootstrap/docs-prod-unoptimized,0.53842306,"FormCheck: fix Form.Check.Label spacing (#5983) (250655c), closes /github.com/react-bootstrap/react-bootstrap/issues/5938#issuecomment-883704209",,0
143,Merge pull request #626 from aabenoja/submit-split,0.5535577,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
144,"test: FormControl, FormLabel, FormCheck, FormControlFeedback, FormGroup, FormRange, FormSelect, and FormText: Migrate to RTL (#6224)",0.68635243,Form: fix controlId override behavior on FormRange and FormSelect (#5880) (866ec5b),chore(DropdownMenu): remove old onSelect function rm omit onselect,0
