Index,Message,Description,Message Abstract,Description Abstract
43,Add a Security Policy (#1613),  Add a Security Policy   Apply suggestions from code review   Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com Co-authored-by: Mark Waite mark.earl.waite@gmail.com  Improve wording / structure and adding rationale   Co-authored-by: Mark Waite mark.earl.waite@gmail.com Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,Add a Security Policy (#1613),Add a Security Policy Apply suggestions from code review Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com Co-authored-by: Mark Waite mark.earl.waite@gmail.com Improve wording / structure and adding rationale Co-authored-by: Mark Waite mark.earl.waite@gmail.com Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com
44,Bump debian in /17/debian/bullseye-slim/hotspot (#1622),Bumps debian from bullseye-20230411-slim to bullseye-20230502-slim.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump debian in /17/debian/bullseye-slim/hotspot (#1622),Bumps debian from bullseye-20230411-slim to bullseye-20230502-slim. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
45,Bump debian in /17/debian/bullseye/hotspot (#1621),Bumps debian from bullseye-20230411 to bullseye-20230502.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump debian in /17/debian/bullseye/hotspot (#1621),Bumps debian from bullseye-20230411 to bullseye-20230502. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
46,Bump debian in /11/debian/bullseye/hotspot (#1620),Bumps debian from bullseye-20230411 to bullseye-20230502.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,Bump debian in /11/debian/bullseye/hotspot (#1620),Bumps debian from bullseye-20230411 to bullseye-20230502. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
47,Bump debian in /11/debian/bullseye-slim/hotspot (#1619),,Bump debian in /11/debian/bullseye-slim/hotspot (#1619),
48,Use JDK 11.0.19 and JDK 17.0.7 (#1616),"  Use JDK 11.0.19_7, not JDK 11.0.18_10   Use JDK 17.0.7_7, not JDK 17.0.6_10 ",Use JDK 11.0.19 and JDK 17.0.7 (#1616),"Use JDK 11.0.19_7, not JDK 11.0.18_10 Use JDK 17.0.7_7, not JDK 17.0.6_10"
49,Fix README section hierarchy (#1614),,Fix README section hierarchy (#1614),
50,Bump debian in /17/debian/bullseye-slim/hotspot (#1611),,Bump debian in /17/debian/bullseye-slim/hotspot (#1611),
51,Bump debian in /17/debian/bullseye/hotspot (#1610),,Bump debian in /17/debian/bullseye/hotspot (#1610),
52,Bump debian in /11/debian/bullseye/hotspot (#1609),,Bump debian in /11/debian/bullseye/hotspot (#1609),
53,Bump ubi9/ubi from 9.1.0-1782 to 9.1.0-1817 in /17/rhel/ubi9/hotspot (#1612),,Bump ubi9/ubi from 9.1.0-1782 to 9.1.0-1817 in /17/rhel/ubi9/hotspot (#1612),
54,Bump debian in /11/debian/bullseye-slim/hotspot (#1608),,Bump debian in /11/debian/bullseye-slim/hotspot (#1608),
55,Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1607),,Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1607),
56,Bump alpine from 3.17.2 to 3.17.3 in /17/alpine/hotspot (#1600),,Bump alpine from 3.17.2 to 3.17.3 in /17/alpine/hotspot (#1600),
57,Bump alpine from 3.17.2 to 3.17.3 in /11/alpine/hotspot (#1592),,Bump alpine from 3.17.2 to 3.17.3 in /11/alpine/hotspot (#1592),
58,Merge branch 'master' into master,,Merge branch 'master' into master,
59,Bump debian in /17/debian/bullseye-slim/hotspot (#1590),,Bump debian in /17/debian/bullseye-slim/hotspot (#1590),
60,Bump debian in /11/debian/bullseye-slim/hotspot (#1591),,Bump debian in /11/debian/bullseye-slim/hotspot (#1591),
61,Merge pull request #1589 from jenkinsci/dependabot/docker/17/debian/bullseye/hotspot/master/debian-bullseye-20230320,Bump debian from bullseye-20230227 to bullseye-20230320 in /17/debian/bullseye/hotspot,Merge pull request #1589 from jenkinsci/dependabot/docker/17/debian/bullseye/hotspot/master/debian-bullseye-20230320,Bump debian from bullseye-20230227 to bullseye-20230320 in /17/debian/bullseye/hotspot
62,Bump debian in /17/debian/bullseye/hotspot,Bumps debian from bullseye-20230227 to bullseye-20230320.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,Bump debian in /17/debian/bullseye/hotspot,Bumps debian from bullseye-20230227 to bullseye-20230320. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com
63,Bump debian in /11/debian/bullseye/hotspot (#1588),,Bump debian in /11/debian/bullseye/hotspot (#1588),
64,Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1587),,Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1587),
65,A less redundant way for me to add ppc64le to the Makefile,,A less redundant way for me to add ppc64le to the Makefile,
66,Adding debian_jdk17 image in the build as well for ppc64le,,Adding debian_jdk17 image in the build as well for ppc64le,
67,This patch adds ppc64le support back into the Jenkins CI Docker,controller build. This will build the debian_jdk11 and rhel_ubi9_jdk17 images.,This patch adds ppc64le support back into the Jenkins CI Docker,controller build. This will build the debian_jdk11 and rhel_ubi9_jdk17 images.
68,Bump debian in /11/debian/bullseye-slim/hotspot (#1581),,Bump debian in /11/debian/bullseye-slim/hotspot (#1581),
69,Bump debian in /17/debian/bullseye-slim/hotspot (#1582),,Bump debian in /17/debian/bullseye-slim/hotspot (#1582),
70,Bump debian in /17/debian/bullseye/hotspot (#1583),,Bump debian in /17/debian/bullseye/hotspot (#1583),
71,Bump ubi9/ubi in /17/rhel/ubi9/hotspot (#1584),,Bump ubi9/ubi in /17/rhel/ubi9/hotspot (#1584),
72,Bump debian in /11/debian/bullseye/hotspot (#1580),,Bump debian in /11/debian/bullseye/hotspot (#1580),
73,Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1579),,Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1579),
74,Merge pull request #1578 from dduportal/chore/publish/fixup-1564-2,chore(publish.sh) fixup #1564 (again) to correct weekly publications,Merge pull request #1578 from dduportal/chore/publish/fixup-1564-2,chore(publish.sh) fixup #1564 (again) to correct weekly publications
75,chore(publish.sh) fix #1567 by correcting the Jenkins latest weekly version pattern capture,Signed-off-by: Damien Duportal damien.duportal@gmail.com,chore(publish.sh) fix #1567 by correcting the Jenkins latest weekly version pattern capture,Signed-off-by: Damien Duportal damien.duportal@gmail.com
76,chore(publish.sh) exit properly when an unknown option is passed,Signed-off-by: Damien Duportal damien.duportal@gmail.com,chore(publish.sh) exit properly when an unknown option is passed,Signed-off-by: Damien Duportal damien.duportal@gmail.com
77,chore(publish.sh) fixup #1564 - is-published does not fail anymore but returns 1 instead when unpublished image is found,Signed-off-by: Damien Duportal damien.duportal@gmail.com,chore(publish.sh) fixup #1564 - is-published does not fail anymore but returns 1 instead when unpublished image is found,Signed-off-by: Damien Duportal damien.duportal@gmail.com
78,Merge pull request #1577 from MarkEWaite/publish-2.391,Allow 2.391 container image to publish,Merge pull request #1577 from MarkEWaite/publish-2.391,Allow 2.391 container image to publish
79,Allow 2.391 container image to publish,"Build script is failing to publish with repeated messages that the test $x -eq $y is not evaluating an integer expression. The $x in the expression is an empty string because 2.391 has not been published.  If the empty string, then the function can return immediately without any further tests.",Allow 2.391 container image to publish,"Build script is failing to publish with repeated messages that the test $x -eq $y is not evaluating an integer expression. The $x in the expression is an empty string because 2.391 has not been published.  If the empty string, then the function can return immediately without any further tests."
80,Bump ubi9/ubi in /17/rhel/ubi9/hotspot (#1575),,Bump ubi9/ubi in /17/rhel/ubi9/hotspot (#1575),
81,Merge pull request #1576 from jenkinsci/dependabot/docker/11/debian/bullseye/hotspot/master/debian-bullseye-20230208,Bump debian from bullseye-20230202 to bullseye-20230208 in /11/debian/bullseye/hotspot,Merge pull request #1576 from jenkinsci/dependabot/docker/11/debian/bullseye/hotspot/master/debian-bullseye-20230208,Bump debian from bullseye-20230202 to bullseye-20230208 in /11/debian/bullseye/hotspot
82,Bump debian in /11/debian/bullseye-slim/hotspot (#1571),,Bump debian in /11/debian/bullseye-slim/hotspot (#1571),
83,Merge branch 'master' into dependabot/docker/11/debian/bullseye/hotspot/master/debian-bullseye-20230208,,Merge branch 'master' into dependabot/docker/11/debian/bullseye/hotspot/master/debian-bullseye-20230208,
84,Bump alpine from 3.17.1 to 3.17.2 in /17/alpine/hotspot (#1573),,Bump alpine from 3.17.1 to 3.17.2 in /17/alpine/hotspot (#1573),
85,Bump debian in /11/debian/bullseye/hotspot,Bumps debian from bullseye-20230202 to bullseye-20230208.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,Bump debian in /11/debian/bullseye/hotspot,Bumps debian from bullseye-20230202 to bullseye-20230208. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com
86,Bump debian in /17/debian/bullseye-slim/hotspot (#1574),,Bump debian in /17/debian/bullseye-slim/hotspot (#1574),
87,Bump debian in /17/debian/bullseye/hotspot (#1572),,Bump debian in /17/debian/bullseye/hotspot (#1572),
88,Merge pull request #1570 from jenkinsci/dependabot/docker/11/alpine/hotspot/master/alpine-3.17.2,Bump alpine from 3.17.1 to 3.17.2 in /11/alpine/hotspot,Merge pull request #1570 from jenkinsci/dependabot/docker/11/alpine/hotspot/master/alpine-3.17.2,Bump alpine from 3.17.1 to 3.17.2 in /11/alpine/hotspot
89,Merge pull request #1569 from jenkinsci/dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.7-1054.1675788412,Bump ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412 in /11/rhel/ubi8/hotspot,Merge pull request #1569 from jenkinsci/dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.7-1054.1675788412,Bump ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412 in /11/rhel/ubi8/hotspot
90,Bump alpine from 3.17.1 to 3.17.2 in /11/alpine/hotspot,Bumps alpine from 3.17.1 to 3.17.2.  updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,Bump alpine from 3.17.1 to 3.17.2 in /11/alpine/hotspot,Bumps alpine from 3.17.1 to 3.17.2. updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com
91,Bump ubi8/ubi in /11/rhel/ubi8/hotspot,Bumps ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412.  updated-dependencies: - dependency-name: ubi8/ubi   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,Bump ubi8/ubi in /11/rhel/ubi8/hotspot,Bumps ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412. updated-dependencies: - dependency-name: ubi8/ubi   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com
92,chore(deps): bump plugin manager to 2.12.11 (#1566),Co-authored-by: jenkins-dependency-updater 81680575+jenkins-dependency-updater[bot]@users.noreply.github.com,chore(deps): bump plugin manager to 2.12.11 (#1566),Co-authored-by: jenkins-dependency-updater 81680575+jenkins-dependency-updater[bot]@users.noreply.github.com
93,chore(publish.sh) fix publication check by switching from raw curl to docker buildx imagetools for stronger manifest retrieving (#1564),Signed-off-by: Damien Duportal damien.duportal@gmail.com,chore(publish.sh) fix publication check by switching from raw curl to docker buildx imagetools for stronger manifest retrieving (#1564),Signed-off-by: Damien Duportal damien.duportal@gmail.com
94,chore(publish.sh) hotfix to ensure that LTS images are checked and published,,chore(publish.sh) hotfix to ensure that LTS images are checked and published,
95,Bump debian in /11/debian/bullseye/hotspot (#1561),,Bump debian in /11/debian/bullseye/hotspot (#1561),
96,Bump debian in /17/debian/bullseye/hotspot (#1563),,Bump debian in /17/debian/bullseye/hotspot (#1563),
97,Bump debian in /17/debian/bullseye-slim/hotspot (#1562),,Bump debian in /17/debian/bullseye-slim/hotspot (#1562),
98,Bump debian in /11/debian/bullseye-slim/hotspot (#1560),,Bump debian in /11/debian/bullseye-slim/hotspot (#1560),
99,workaround(pulish.sh) Only check the last 3 Jenkins versions for publication (#1558),,workaround(pulish.sh) Only check the last 3 Jenkins versions for publication (#1558),
100,Use ubi8/8.7 instead of ubi8/8.6 (#1554),,Use ubi8/8.7 instead of ubi8/8.6 (#1554),
101,Merge pull request #1549 from npotluri-rh/add-container-ubi9,Add container ubi9,Merge pull request #1549 from npotluri-rh/add-container-ubi9,Add container ubi9
102,Use consistent formatting,,Use consistent formatting,
103,Merge branch 'master' into add-container-ubi9,,Merge branch 'master' into add-container-ubi9,
104,Use JDK 17 instead of JDK 11,Also updates to most recent ubi9/ubi container,Use JDK 17 instead of JDK 11,Also updates to most recent ubi9/ubi container
105,Use JDK 11.0.18 and JDK 17.0.6 (#1553), Use JDK 11.0.18 and JDK 17.0.6  Upgrade from 11.0.17 and 17.0.5.  Use JDK 11.0.18 in one more file,Use JDK 11.0.18 and JDK 17.0.6 (#1553),Use JDK 11.0.18 and JDK 17.0.6 Upgrade from 11.0.17 and 17.0.5. Use JDK 11.0.18 in one more file
106,Merge pull request #1552 from camueller/procps,Add procps to Debian images for consistency with Alpine images,Merge pull request #1552 from camueller/procps,Add procps to Debian images for consistency with Alpine images
107,run test only on Linux,,run test only on Linux,
108,1551 procps added to Debian images in order to provide ps which is already available to Alpine,,1551 procps added to Debian images in order to provide ps which is already available to Alpine,
109,Test ubi9 jdk11 image in CI,,Test ubi9 jdk11 image in CI,
110,Track ubi9 updates with dependabot,,Track ubi9 updates with dependabot,
111,Merge branch 'master' into add-container-ubi9,,Merge branch 'master' into add-container-ubi9,
112,include ubi9 image to make build,,include ubi9 image to make build,
113,ubi9 image already has curl,,ubi9 image already has curl,
114,add ubi9 image,,add ubi9 image,
115,Bump debian in /17/debian/bullseye/hotspot (#1548),,Bump debian in /17/debian/bullseye/hotspot (#1548),
116,Bump debian in /11/debian/bullseye-slim/hotspot (#1546),,Bump debian in /11/debian/bullseye-slim/hotspot (#1546),
117,Bump debian in /17/debian/bullseye-slim/hotspot (#1547),,Bump debian in /17/debian/bullseye-slim/hotspot (#1547),
118,Bump debian in /11/debian/bullseye/hotspot (#1545),,Bump debian in /11/debian/bullseye/hotspot (#1545),
119,Bump alpine from 3.17.0 to 3.17.1 in /11/alpine/hotspot (#1542),,Bump alpine from 3.17.0 to 3.17.1 in /11/alpine/hotspot (#1542),
120,Bump alpine from 3.17.0 to 3.17.1 in /17/alpine/hotspot (#1543),,Bump alpine from 3.17.0 to 3.17.1 in /17/alpine/hotspot (#1543),
121,Update hadolint and shellcheck (#1539),,Update hadolint and shellcheck (#1539),
122,Bump debian in /17/debian/bullseye-slim/hotspot (#1537),,Bump debian in /17/debian/bullseye-slim/hotspot (#1537),
123,Bump debian in /11/debian/bullseye/hotspot (#1535),,Bump debian in /11/debian/bullseye/hotspot (#1535),
124,Bump debian in /11/debian/bullseye-slim/hotspot (#1534),,Bump debian in /11/debian/bullseye-slim/hotspot (#1534),
125,Bump debian in /17/debian/bullseye/hotspot (#1536),,Bump debian in /17/debian/bullseye/hotspot (#1536),
126,Merge pull request #1488 from rbnis/docs/bind-mount-recomendation,docs: Do not recommend using bind mount in README.md,Merge pull request #1488 from rbnis/docs/bind-mount-recomendation,docs: Do not recommend using bind mount in README.md
127,Merge branch 'master' into docs/bind-mount-recomendation,,Merge branch 'master' into docs/bind-mount-recomendation,
128,Merge pull request #1530 from ritikbanger/readme-updates,Improved Documentation,Merge pull request #1530 from ritikbanger/readme-updates,Improved Documentation
129,removed versioning due to deprecation,,removed versioning due to deprecation,
130,Merge pull request #1533 from lemeurherve/patch-1,fix(sync-plugin-manager): prevent it to open wrong PRs updating to null,Merge pull request #1533 from lemeurherve/patch-1,fix(sync-plugin-manager): prevent it to open wrong PRs updating to null
131,fix error log message,,fix error log message,
132,fix(sync-plugin-manager): prevent the GHA to open wrong PRs updating to null,,fix(sync-plugin-manager): prevent the GHA to open wrong PRs updating to null,
133,"inline markdowns and linked reference, removed volume mounting",,"inline markdowns and linked reference, removed volume mounting",
134,Readability improvements,Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,Readability improvements,Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com
135,Improved readability,Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,Improved readability,Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com
136,"refactoring the language, added suggestions",,"refactoring the language, added suggestions",
137,updates based on example,,updates based on example,
138,made docker-compose example more easy,,made docker-compose example more easy,
139,"docker compose example update, use of named volumes, removal of links and deprecated directive",,"docker compose example update, use of named volumes, removal of links and deprecated directive",
140,improved documentation,,improved documentation,
141,Bump debian in /17/debian/bullseye/hotspot (#1526),,Bump debian in /17/debian/bullseye/hotspot (#1526),
142,Bump debian in /11/debian/bullseye-slim/hotspot (#1524),,Bump debian in /11/debian/bullseye-slim/hotspot (#1524),
143,Bump debian in /17/debian/bullseye-slim/hotspot (#1527),,Bump debian in /17/debian/bullseye-slim/hotspot (#1527),
144,Bump debian in /11/debian/bullseye/hotspot (#1525),,Bump debian in /11/debian/bullseye/hotspot (#1525),
145,Merge pull request #1522 from jenkinsci/dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.6-943.1665521450,,Merge pull request #1522 from jenkinsci/dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.6-943.1665521450,
146,Merge branch 'master' into dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.6-943.1665521450,,Merge branch 'master' into dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.6-943.1665521450,
147,Merge pull request #1523 from jenkinsci/dependabot/docker/17/alpine/hotspot/master/alpine-3.17.0,,Merge pull request #1523 from jenkinsci/dependabot/docker/17/alpine/hotspot/master/alpine-3.17.0,
148,Merge pull request #1521 from jenkinsci/dependabot/docker/11/alpine/hotspot/master/alpine-3.17.0,,Merge pull request #1521 from jenkinsci/dependabot/docker/11/alpine/hotspot/master/alpine-3.17.0,
149,Bump alpine from 3.16.3 to 3.17.0 in /17/alpine/hotspot,Bumps alpine from 3.16.3 to 3.17.0.  updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,Bump alpine from 3.16.3 to 3.17.0 in /17/alpine/hotspot,Bumps alpine from 3.16.3 to 3.17.0. updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com
