Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),1.0,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Skip dependabot pull requests for Java major versions (#1635),1.0,Skip dependabot pull requests for Java major versions (#1635),Avoid pull requests like:  https://github.com/jenkinsci/docker/pull/1602 https://github.com/jenkinsci/docker/pull/1603 https://github.com/jenkinsci/docker/pull/1604,1
Merge pull request #1633 from MarkEWaite/use-ubi9-jdk-from-temurin,0.5940642,Use Eclipse Temurin from UBI 9 for ubi9 container (#1633),Use JDK from UBI 9 in UBI 9 container,0
Use Eclipse Temurin from UBI 9 for ubi9 container,0.96890485,Use Eclipse Temurin from UBI 9 for ubi9 container (#1633),,1
Merge pull request #1632 from jenkinsci/chore/ksalerno-codeowner,0.60460585,Update to Jenkins 2.405 (changelog) ,chore: add ksalerno as codeowner,0
Merge pull request #1631 from jenkinsci/dduportal-patch-1,0.6268263,Update to Jenkins 2.405 (changelog) ,chore(Jenkinsfile) fix publication syntax error,0
chore: add ksalerno as codeowner,0.8501407,Add ksalerno as codeowner (#1632),,1
chore(Jenkinsfile) fix publication syntax error,0.6338352,Update to Jenkins 2.176.4 (changelog). This is a security release!,,0
Merge pull request #1630 from dduportal/chore/trigger-deploy-by-tag,0.45769936,Publish versioned LTS tags so that images can be uodated by Dependabot (#958) @j3parker,chore(publish) only 'publish' when triggered by a tag to not avoid overriding existing tags,0
chore(publish) only 'publish' when triggered by a tag to not avoid overriding existing tags,0.3497133,Publish versioned LTS tags so that images can be uodated by Dependabot (#958) @j3parker,Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
Merge pull request #1586 from ksalerno99/master,0.4414221,Add ksalerno as codeowner (#1632),This patch adds ppc64le support back into the Jenkins CI Docker controller build,0
Merge branch 'master' into master,0.21369596,📦 Jenkins Core update,,0
Bump alpine from 3.17.3 to 3.18.0 in /11/alpine/hotspot (#1628),0.63783395,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Bump alpine from 3.17.3 to 3.18.0 in /17/alpine/hotspot (#1626),0.60931146,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Bump ubi9/ubi from 9.1.0-1817 to 9.2-489 in /17/rhel/ubi9/hotspot (#1625),0.78495336,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,1
Add a Security Policy (#1613),0.4210931,Create a CODEOWNERS file (#911) @oleg-nenashev,  Add a Security Policy   Apply suggestions from code review   Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com Co-authored-by: Mark Waite mark.earl.waite@gmail.com  Improve wording / structure and adding rationale   Co-authored-by: Mark Waite mark.earl.waite@gmail.com Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,0
Bump debian in /17/debian/bullseye-slim/hotspot (#1622),0.9973976,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),Bumps debian from bullseye-20230411-slim to bullseye-20230502-slim.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump debian in /17/debian/bullseye/hotspot (#1621),0.99435157,Bump debian in /17/debian/bullseye/hotspot (#1639),Bumps debian from bullseye-20230411 to bullseye-20230502.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump debian in /11/debian/bullseye/hotspot (#1620),0.99465674,Bump debian in /11/debian/bullseye/hotspot (#1638),Bumps debian from bullseye-20230411 to bullseye-20230502.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Bump debian in /11/debian/bullseye-slim/hotspot (#1619),0.99772686,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Use JDK 11.0.19 and JDK 17.0.7 (#1616),0.5210347,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach ,"  Use JDK 11.0.19_7, not JDK 11.0.18_10   Use JDK 17.0.7_7, not JDK 17.0.6_10 ",0
Fix README section hierarchy (#1614),0.41177693,📝 Documentation updates,,0
Bump debian in /17/debian/bullseye-slim/hotspot (#1611),0.9945037,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /17/debian/bullseye/hotspot (#1610),0.9956031,Bump debian in /17/debian/bullseye/hotspot (#1639),,1
Bump debian in /11/debian/bullseye/hotspot (#1609),0.9950669,Bump debian in /11/debian/bullseye/hotspot (#1638),,1
Bump ubi9/ubi from 9.1.0-1782 to 9.1.0-1817 in /17/rhel/ubi9/hotspot (#1612),0.78109515,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,1
Bump debian in /11/debian/bullseye-slim/hotspot (#1608),0.9965998,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1607),0.9319347,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,1
Bump alpine from 3.17.2 to 3.17.3 in /17/alpine/hotspot (#1600),0.6174428,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Bump alpine from 3.17.2 to 3.17.3 in /11/alpine/hotspot (#1592),0.6460085,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Bump debian in /17/debian/bullseye-slim/hotspot (#1590),0.9969243,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /11/debian/bullseye-slim/hotspot (#1591),0.9973718,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Merge pull request #1589 from jenkinsci/dependabot/docker/17/debian/bullseye/hotspot/master/debian-bullseye-20230320,0.619917,Bump debian in /17/debian/bullseye/hotspot (#1639),Bump debian from bullseye-20230227 to bullseye-20230320 in /17/debian/bullseye/hotspot,0
Bump debian in /17/debian/bullseye/hotspot,0.98721564,Bump debian in /17/debian/bullseye/hotspot (#1639),Bumps debian from bullseye-20230227 to bullseye-20230320.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,1
Bump debian in /11/debian/bullseye/hotspot (#1588),0.9947498,Bump debian in /11/debian/bullseye/hotspot (#1638),,1
Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1587),0.9358784,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,1
A less redundant way for me to add ppc64le to the Makefile,0.32070622,"Always update OS packages when building Debian, Slim and Debian/Java11 images(#824) @jvz",,0
Adding debian_jdk17 image in the build as well for ppc64le,0.53456926,"Always update OS packages when building Debian, Slim and Debian/Java11 images(#824) @jvz",,0
This patch adds ppc64le support back into the Jenkins CI Docker,0.60015666,Update to Jenkins 2.176.4 (changelog). This is a security release!,controller build. This will build the debian_jdk11 and rhel_ubi9_jdk17 images.,0
Bump debian in /11/debian/bullseye-slim/hotspot (#1581),0.99691385,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Bump debian in /17/debian/bullseye-slim/hotspot (#1582),0.99697006,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /17/debian/bullseye/hotspot (#1583),0.997723,Bump debian in /17/debian/bullseye/hotspot (#1639),,1
Bump ubi9/ubi in /17/rhel/ubi9/hotspot (#1584),0.7952488,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,1
Bump debian in /11/debian/bullseye/hotspot (#1580),0.99401414,Bump debian in /11/debian/bullseye/hotspot (#1638),,1
Bump ubi8/ubi in /11/rhel/ubi8/hotspot (#1579),0.92888373,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,1
Merge pull request #1578 from dduportal/chore/publish/fixup-1564-2,0.41699332,Update to Jenkins 2.176.3 (changelog) ,chore(publish.sh) fixup #1564 (again) to correct weekly publications,0
chore(publish.sh) fix #1567 by correcting the Jenkins latest weekly version pattern capture,0.7911395,Update to Jenkins 2.176.4 (changelog). This is a security release!,Signed-off-by: Damien Duportal damien.duportal@gmail.com,1
chore(publish.sh) exit properly when an unknown option is passed,0.32633728,Add a default value for COPY_REFERENCE_FILE_LOG in jenkins.sh (#847) @dsathyan,Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
chore(publish.sh) fixup #1564 - is-published does not fail anymore but returns 1 instead when unpublished image is found,0.42763677,Update to Jenkins 2.176.4 (changelog). This is a security release!,Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
Merge pull request #1577 from MarkEWaite/publish-2.391,0.4439451,Update to Jenkins 2.406 (changelog) ,Allow 2.391 container image to publish,0
Allow 2.391 container image to publish,0.5128853,Publish CentOS 7 and 8 images (#906) @ArnauSistach,"Build script is failing to publish with repeated messages that the test $x -eq $y is not evaluating an integer expression. The $x in the expression is an empty string because 2.391 has not been published.  If the empty string, then the function can return immediately without any further tests.",0
Bump ubi9/ubi in /17/rhel/ubi9/hotspot (#1575),0.78108776,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,1
Merge pull request #1576 from jenkinsci/dependabot/docker/11/debian/bullseye/hotspot/master/debian-bullseye-20230208,0.60775465,Bump debian in /17/debian/bullseye/hotspot (#1639),Bump debian from bullseye-20230202 to bullseye-20230208 in /11/debian/bullseye/hotspot,0
Bump debian in /11/debian/bullseye-slim/hotspot (#1571),0.9971869,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Merge branch 'master' into dependabot/docker/11/debian/bullseye/hotspot/master/debian-bullseye-20230208,0.5654502,Bump debian in /11/debian/bullseye/hotspot (#1638),,0
Bump alpine from 3.17.1 to 3.17.2 in /17/alpine/hotspot (#1573),0.614825,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Bump debian in /11/debian/bullseye/hotspot,0.9826088,Bump debian in /11/debian/bullseye/hotspot (#1638),Bumps debian from bullseye-20230202 to bullseye-20230208.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,1
Bump debian in /17/debian/bullseye-slim/hotspot (#1574),0.9965373,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /17/debian/bullseye/hotspot (#1572),0.99790764,Bump debian in /17/debian/bullseye/hotspot (#1639),,1
Merge pull request #1570 from jenkinsci/dependabot/docker/11/alpine/hotspot/master/alpine-3.17.2,0.51935995,Update to Jenkins 2.176.3 (changelog) ,Bump alpine from 3.17.1 to 3.17.2 in /11/alpine/hotspot,0
Merge pull request #1569 from jenkinsci/dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.7-1054.1675788412,0.6521713,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),Bump ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412 in /11/rhel/ubi8/hotspot,0
Bump alpine from 3.17.1 to 3.17.2 in /11/alpine/hotspot,0.6443595,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),Bumps alpine from 3.17.1 to 3.17.2.  updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
Bump ubi8/ubi in /11/rhel/ubi8/hotspot,0.89002264,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),Bumps ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412.  updated-dependencies: - dependency-name: ubi8/ubi   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): bump plugin manager to 2.12.11 (#1566),0.5113854,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,Co-authored-by: jenkins-dependency-updater 81680575+jenkins-dependency-updater[bot]@users.noreply.github.com,0
chore(publish.sh) fix publication check by switching from raw curl to docker buildx imagetools for stronger manifest retrieving (#1564),0.5861849,"686 - Add experimental packaging scripts for multi-architecture Docker images (#750, #806) @jmreicha  @imdurgadas",Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
chore(publish.sh) hotfix to ensure that LTS images are checked and published,0.5877578,Publish versioned LTS tags so that images can be uodated by Dependabot (#958) @j3parker,,0
Bump debian in /11/debian/bullseye/hotspot (#1561),0.9947392,Bump debian in /11/debian/bullseye/hotspot (#1638),,1
Bump debian in /17/debian/bullseye/hotspot (#1563),0.99724454,Bump debian in /17/debian/bullseye/hotspot (#1639),,1
Bump debian in /17/debian/bullseye-slim/hotspot (#1562),0.9967891,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /11/debian/bullseye-slim/hotspot (#1560),0.9950889,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
workaround(pulish.sh) Only check the last 3 Jenkins versions for publication (#1558),0.65396875,Update the default Jenkins version for development (#869) @jbnetfr,,0
Use ubi8/8.7 instead of ubi8/8.6 (#1554),0.63459706,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,0
Merge pull request #1549 from npotluri-rh/add-container-ubi9,0.54909456,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,Add container ubi9,0
Use consistent formatting,0.27211124,Fix typos and grammar (#951) @jurnho,,0
Merge branch 'master' into add-container-ubi9,0.44737178,"686 - Add experimental packaging scripts for multi-architecture Docker images (#750, #806) @jmreicha  @imdurgadas",,0
Use JDK 17 instead of JDK 11,0.44906417,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach ,Also updates to most recent ubi9/ubi container,0
Use JDK 11.0.18 and JDK 17.0.6 (#1553),0.5086809,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach , Use JDK 11.0.18 and JDK 17.0.6  Upgrade from 11.0.17 and 17.0.5.  Use JDK 11.0.18 in one more file,0
Merge pull request #1552 from camueller/procps,0.36753002,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,Add procps to Debian images for consistency with Alpine images,0
run test only on Linux,0.2851687,🚦 Tests,,0
1551 procps added to Debian images in order to provide ps which is already available to Alpine,0.37900388,Bump debian in /17/debian/bullseye/hotspot (#1639),,0
Test ubi9 jdk11 image in CI,0.6741386,Add Java 11 image testing to the CI Pipeline (#827) @batmat ,,0
Track ubi9 updates with dependabot,0.5057876,Block dependabot proposals to update to Alma Linux 9 (#1634),,0
include ubi9 image to make build,0.39187995,Use Eclipse Temurin from UBI 9 for ubi9 container (#1633),,0
ubi9 image already has curl,0.40506366,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,0
add ubi9 image,0.41416085,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach ,,0
Bump debian in /17/debian/bullseye/hotspot (#1548),0.99639386,Bump debian in /17/debian/bullseye/hotspot (#1639),,1
Bump debian in /11/debian/bullseye-slim/hotspot (#1546),0.9964759,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Bump debian in /17/debian/bullseye-slim/hotspot (#1547),0.9955511,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /11/debian/bullseye/hotspot (#1545),0.9932988,Bump debian in /11/debian/bullseye/hotspot (#1638),,1
Bump alpine from 3.17.0 to 3.17.1 in /11/alpine/hotspot (#1542),0.6400156,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Bump alpine from 3.17.0 to 3.17.1 in /17/alpine/hotspot (#1543),0.616576,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Update hadolint and shellcheck (#1539),0.7302228,Update Shellcheck 0.7.0 (#931) @ducksecops,,1
Bump debian in /17/debian/bullseye-slim/hotspot (#1537),0.99561226,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /11/debian/bullseye/hotspot (#1535),0.9933248,Bump debian in /11/debian/bullseye/hotspot (#1638),,1
Bump debian in /11/debian/bullseye-slim/hotspot (#1534),0.9954761,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Bump debian in /17/debian/bullseye/hotspot (#1536),0.99663126,Bump debian in /17/debian/bullseye/hotspot (#1639),,1
Merge pull request #1488 from rbnis/docs/bind-mount-recomendation,0.3282912,Add git-lfs to all images (#880) @flokli,docs: Do not recommend using bind mount in README.md,0
Merge branch 'master' into docs/bind-mount-recomendation,0.3507736,Add git-lfs to all images (#880) @flokli,,0
Merge pull request #1530 from ritikbanger/readme-updates,0.40992135,Skip dependabot pull requests for Java major versions (#1635),Improved Documentation,0
removed versioning due to deprecation,0.46519262,Publish versioned LTS tags so that images can be uodated by Dependabot (#958) @j3parker,,0
Merge pull request #1533 from lemeurherve/patch-1,0.34470809,Skip dependabot pull requests for Java major versions (#1635),fix(sync-plugin-manager): prevent it to open wrong PRs updating to null,0
fix error log message,0.32186395,Fix typos and grammar (#951) @jurnho,,0
fix(sync-plugin-manager): prevent the GHA to open wrong PRs updating to null,0.38980317,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,,0
"inline markdowns and linked reference, removed volume mounting",0.22010139,Publish versioned LTS tags so that images can be uodated by Dependabot (#958) @j3parker,,0
Readability improvements,0.47051954,Fix typos and grammar (#951) @jurnho,Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,0
Improved readability,0.42984027,Fix typos and grammar (#951) @jurnho,Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,0
"refactoring the language, added suggestions",0.47500312,Fix typos and grammar (#951) @jurnho,,0
updates based on example,0.3662019,📝 Documentation updates,,0
made docker-compose example more easy,0.5233431,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
"docker compose example update, use of named volumes, removal of links and deprecated directive",0.5505287,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
improved documentation,0.65781665,📝 Documentation updates,,0
Bump debian in /17/debian/bullseye/hotspot (#1526),0.99688196,Bump debian in /17/debian/bullseye/hotspot (#1639),,1
Bump debian in /11/debian/bullseye-slim/hotspot (#1524),0.9965628,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),,1
Bump debian in /17/debian/bullseye-slim/hotspot (#1527),0.99537694,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),,1
Bump debian in /11/debian/bullseye/hotspot (#1525),0.99368316,Bump debian in /11/debian/bullseye/hotspot (#1638),,1
Merge pull request #1522 from jenkinsci/dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.6-943.1665521450,0.624454,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,0
Merge branch 'master' into dependabot/docker/11/rhel/ubi8/hotspot/master/ubi8/ubi-8.6-943.1665521450,0.5766146,Bump ubi8/ubi from 8.7-1112 to 8.8-854 in /11/rhel/ubi8/hotspot (#1636),,0
Merge pull request #1523 from jenkinsci/dependabot/docker/17/alpine/hotspot/master/alpine-3.17.0,0.51692456,Update to Jenkins 2.164.3 (changelog) ,,0
Merge pull request #1521 from jenkinsci/dependabot/docker/11/alpine/hotspot/master/alpine-3.17.0,0.51146746,Update to Jenkins 2.176.3 (changelog) ,,0
Bump alpine from 3.16.3 to 3.17.0 in /17/alpine/hotspot,0.6103972,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),Bumps alpine from 3.16.3 to 3.17.0.  updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
Bump alpine from 3.16.3 to 3.17.0 in /11/alpine/hotspot,0.6316867,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),Bumps alpine from 3.16.3 to 3.17.0.  updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
Bump debian in /17/debian/bullseye-slim/hotspot,0.9894829,Bump debian in /17/debian/bullseye-slim/hotspot (#1640),Bumps debian from bullseye-20221024-slim to bullseye-20221114-slim.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,1
Bump debian in /11/debian/bullseye-slim/hotspot,0.9882499,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),Bumps debian from bullseye-20221024-slim to bullseye-20221114-slim.  updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,1
Merge pull request #1515 from basil/tini-shim,0.3633957,Skip dependabot pull requests for Java major versions (#1635),Remove tini-shim,0
Remove tini-shim,0.2468389,👻 Maintenance,,0
Update Eclipse Temurin to latest release (#1514),0.6749709,Use Eclipse Temurin from UBI 9 for ubi9 container (#1633),,0
Merge pull request #1511 from jenkinsci/dependabot/docker/11/alpine/hotspot/master/alpine-3.16.3,0.51055825,Update to Jenkins 2.176.3 (changelog) ,,0
Bump alpine from 3.16.2 to 3.16.3 in /11/alpine/hotspot,0.6434305,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),Bumps alpine from 3.16.2 to 3.16.3.  updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #1513 from jenkinsci/dependabot/docker/17/alpine/hotspot/master/alpine-3.16.3,0.5151287,Update to Jenkins 2.164.3 (changelog) ,,0
Merge pull request #1512 from jenkinsci/dependabot/docker/11/almalinux/almalinux8/hotspot/master/almalinux-8.7,0.6254501,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),,0
Bump alpine from 3.16.2 to 3.16.3 in /17/alpine/hotspot,0.6126029,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),Bumps alpine from 3.16.2 to 3.16.3.  updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
Bump almalinux from 8.6 to 8.7 in /11/almalinux/almalinux8/hotspot,0.97922945,Bump almalinux from 8.7 to 8.8 in /11/almalinux/almalinux8/hotspot (#1644),Bumps almalinux from 8.6 to 8.7.  updated-dependencies: - dependency-name: almalinux   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,1
Bump debian from bullseye-20221004-slim to bullseye-20221024-slim in /11/debian/bullseye-slim/hotspot (#1504),0.9475106,Bump debian in /11/debian/bullseye-slim/hotspot (#1641),Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
