Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
36,Upgrade alpine to 3.7 and openjdk 8u151,0.5149943,Update the default Jenkins version for development (#869) @jbnetfr,,0
37,Use JDK 8u292 on CentOS 7 and 8,0.69012666,Introduce new CentOS image with JDK 8 (#826) @ArnauSistach,,0
38,Merge pull request #444 from jonahermansen/master,0.38303688,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,controller build. This will build the debian_jdk11 and rhel_ubi9_jdk17 images.,0
39,Document folder we create and their usage,0.36751077,📝 Documentation updates,,0
40,Merge pull request #577 from Triqqo/override-manual-plugins,0.5074568,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
41,Bump alpine from 3.14.3 to 3.15.0 in /11/alpine/hotspot,0.3910862,Increase build timeouts (#914) @slide,,0
42,Merge pull request #761 from batmat/pin-bats-version,0.4002514,Add Java 11 image testing to the CI Pipeline (#827) @batmat ,,0
43,Bump debian in /17/debian/bullseye/hotspot (#1572),0.46007282,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,,0
44,weekly is 1.617,0.30222997,Increase build timeouts (#914) @slide,,0
45,Use exec instead of bash to start java,0.313389,Initialize the agent port on startup instead of waiting till the job loading ends (#805) @hpedrorodrigues ,chore(publish.sh) fixup #1564 (again) to correct weekly publications,0
46,Breakup USER and comment to two lines.,0.3699921,Fix typos and grammar (#951) @jurnho,Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
47,Noting jenkins.install.UpgradeWizard.state,0.5836001,Update to Jenkins 2.164.1 (changelog) ,Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
48,Merge branch 'master' into docs/bind-mount-recomendation,0.42589328,Add a default value for COPY_REFERENCE_FILE_LOG in jenkins.sh (#847) @dsathyan,Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
49,Merge pull request #1443 from jenkinsci/dependabot/docker/17/debian/bullseye/hotspot/master/debian-bullseye-20220822,0.4406186,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Allow 2.391 container image to publish,0
50,Bump debian in /17/debian/bullseye/hotspot (#1621),0.44343522,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,"Build script is failing to publish with repeated messages that the test $x -eq $y is not evaluating an integer expression. The $x in the expression is an empty string because 2.391 has not been published.  If the empty string, then the function can return immediately without any further tests.",0
51,Merge pull request #637 from carlossg/timeout,0.38788295,Increase build timeouts (#914) @slide,,0
52,update JENKINS_VERSION to 2.60.3,0.7032983,Update to Jenkins 2.176.2 (changelog) ,Bump debian from bullseye-20230202 to bullseye-20230208 in /11/debian/bullseye/hotspot,1
53,Merge pull request #124 from jenkinsci/#54,0.41462502,📦 Jenkins Core updates,,0
54,Merge pull request #1055 from slide/centos_adoptium_install,0.5086825,Slim image: Remove call to sed and added necessary packages to apt-get install (#837) @slide ,,0
55,Merge pull request #1131 from timja/update-shellcheck,0.4259325,Update the default Jenkins version for development (#869) @jbnetfr,,0
56,Bump debian in /17/debian/bullseye-slim/hotspot (#1622),0.47883415,Fix resolution of incrementals version specifications in install-plugins.sh (#834) @halkeye ,Bumps debian from bullseye-20230202 to bullseye-20230208. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
57,Merge pull request #815 from lelandsindttouchnet/lelandsindttouchnet-fix-unbound-variable,0.6767546,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
58,"Revert ""Use ExitLifecycle when running in a container (#1268)"" (#1269)",0.50999355,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
59,"Revert ""add support for Jenkins Enterprise by cloudbees""",0.6320451,📦 Jenkins Core updates,Bump alpine from 3.17.1 to 3.17.2 in /11/alpine/hotspot,0
60,Fix #293 Use version sort so 2.10 gets built,0.50833005,Fix resolution of incrementals version specifications in install-plugins.sh (#834) @halkeye ,Bump ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412 in /11/rhel/ubi8/hotspot,0
61,Merge pull request #407 from winggundamth/master-2.32.1,0.44113302,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Bumps alpine from 3.17.1 to 3.17.2. updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
62,Adapt to jenkinsci/jenkins#6602 by removing -preview from Java 17 tags (#1399),0.5682616,Update the default Jenkins version for development (#869) @jbnetfr,Bumps ubi8/ubi from 8.7-1054 to 8.7-1054.1675788412. updated-dependencies: - dependency-name: ubi8/ubi   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
63,chore(deps): bump lts to 2.12.0 (#1263),0.54287714,Look further back to handle LTS.4/LTS.1 dual release days (#886) @daniel-beck,Co-authored-by: jenkins-dependency-updater 81680575+jenkins-dependency-updater[bot]@users.noreply.github.com,0
64,Use the correct image in test,0.4969117,🚦 Tests,Signed-off-by: Damien Duportal damien.duportal@gmail.com,0
65,2.46.1,0.539212,Look further back to handle LTS.4/LTS.1 dual release days (#886) @daniel-beck,,0
66,Support JUnit format for Windows tests,0.39815587,🚦 Tests,,0
67,Merge branch 'master' into update-pmcli,0.3514573,Fix resolution of incrementals version specifications in install-plugins.sh (#834) @halkeye ,,0
68,Merge pull request #1025 from dnskr/master,0.43703145,Add a default value for COPY_REFERENCE_FILE_LOG in jenkins.sh (#847) @dsathyan,,0
69,corrected CMD and updates as per advice,0.50538605,📝 Documentation updates,,0
70,Update README.md (#269),0.50576156,Update to Jenkins 2.176.3 (changelog) ,,0
71,Bump ubi8/ubi from 8.5-226 to 8.5-236 in /11/rhel/ubi8/hotspot,0.42123425,Temporarily disable arm32v7 (#961) @slide,,0
72,Merge pull request #744 from batmat/make-tools-easier-to-use-locally-as-in-ci,0.4128222,Add Java 11 image testing to the CI Pipeline (#827) @batmat ,Add container ubi9,0
73,"207, #219 - Filter out plugins already installed, updated with feedback",0.5655402,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,,0
74,206 - Added example to get a list of plugins in the required format from an existing server,0.53804207,"709, #861 - Make the REF_DIR configurable in plugin installation scripts (#866) @slide",,0
75,Remove multi-arch from older platforms (#1156),0.45570347,Temporarily disable arm32v7 (#961) @slide,Also updates to most recent ubi9/ubi container,0
76,Remove un-published openj9 images (#1134),0.71407336,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach ,Use JDK 11.0.18 and JDK 17.0.6 Upgrade from 11.0.17 and 17.0.5. Use JDK 11.0.18 in one more file,1
77,"Revert ""Try login prior to push (#839)"" (#841)",0.46918428,Temporarily disable arm32v7 (#961) @slide,Add procps to Debian images for consistency with Alpine images,0
78,Merge pull request #1084 from MarkEWaite/use-plugin-installation-manager-2.6.0,0.5823672,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
79,Merge pull request #986 from slide/deprecate_install_plugins,0.53692466,"709, #861 - Make the REF_DIR configurable in plugin installation scripts (#866) @slide",,0
80,Accept debug on non local connections (#1210),0.5788183,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
81,Update to Jenkins 1.609.1 - latest LTS,0.82388276,Update to Jenkins 2.176.1 (changelog) ,,1
82,Weekly is 1.620,0.2781104,Increase build timeouts (#914) @slide,,0
83,Use JDK 8u282 in Alpine image,0.6207464,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach ,,0
84,Add contribution guidelines,0.49549016,Optional: add a release summary here ,,0
85,Upgrade plugins if needed (#306),0.647475,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,,0
86,openjdk-7u65-jdk tag is now available on dockerhub,0.5925524,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach ,,0
87,chore(ci/publish) check for image publication from buildx bake output by comparing manifest kind with the amount of expected platforms (#1332),0.5399527,Add Java 11 image testing to the CI Pipeline (#827) @batmat ,,0
88,Bump ubi8/ubi from 8.4-209 to 8.4-211 in /11/rhel/ubi8/hotspot (#1214),0.45092684,Temporarily disable arm32v7 (#961) @slide,,0
89,Merge pull request #765 from batmat/JENKINS-54725-filter-older-releases,0.4582787,Update the default Jenkins version for development (#869) @jbnetfr,,0
90,chore: stop attempting to publish latest,0.44801968,📝 Documentation updates,,0
91,Merge pull request #712 from casz/fixMissingENV,0.4723798,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
92,Create a build context that can be used for multi-arch images (#1160),0.6387466,"686 - Add experimental packaging scripts for multi-architecture Docker images (#750, #806) @jmreicha  @imdurgadas",,0
93,Show error message if curl fails,0.51091695,Fix test issues (#910) @slide,,0
94,Merge pull request #387 from annerajb/patch-1,0.40701926,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
95,Run this every six hours,0.4302243,Increase build timeouts (#914) @slide,,0
96,Merge pull request #695 from oleg-nenashev/java11,0.46610326,Create a CODEOWNERS file (#911) @oleg-nenashev,,0
97,Verify git-lfs download (#1144),0.47426188,Add git-lfs to all images (#880) @flokli,docs: Do not recommend using bind mount in README.md,0
98,chore: attempt to fix the 'Publish Experimental' phase,0.4886595,NOTE: This is an experimental changelog. See this page for more info,,0
99,Add missing script to readme example,0.3411829,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Improved Documentation,0
100,Added jenkins slave agent port settings through the environmental variable JENKINS_SLAVE_AGENT_PORT,0.52872884,Initialize the agent port on startup instead of waiting till the job loading ends (#805) @hpedrorodrigues ,,0
101,Make copy_reference_file quieter,0.5726077,Add a default value for COPY_REFERENCE_FILE_LOG in jenkins.sh (#847) @dsathyan,fix(sync-plugin-manager): prevent it to open wrong PRs updating to null,0
102,Make versionsLT support versions with qualifier (#307),0.60056216,Fix resolution of incrementals version specifications in install-plugins.sh (#834) @halkeye ,,0
103,Enable parallel flag in bats (#1128),0.42771417,Add Java 11 image testing to the CI Pipeline (#827) @batmat ,,0
104,move to latest redhat version (8.5-239.1651231664) (#1344),0.49622786,Fix resolution of incrementals version specifications in install-plugins.sh (#834) @halkeye ,,0
105,tidy up by moving clean,0.3664304,👻 Maintenance,Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,0
106,Merge pull request #363 from elyscape/fix-version-regex,0.41920203,"709, #861 - Make the REF_DIR configurable in plugin installation scripts (#866) @slide",Co-authored-by: Hervé Le Meur 91831478+lemeurherve@users.noreply.github.com,0
107,Small cleanup,0.5055593,👻 Maintenance,,0
108,"207, #219 Filter out plugins already installed, update tests",0.5964569,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,,0
109,Make target Docker Hub repositories overridable,0.49047816,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
110,Merge pull request #773 from oleg-nenashev/java11-preview/JENKINS-55086-custom-uc,0.50901866,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
111,Small updates,0.6013456,This changelog contains an incremental change after Jenkins 2.190.1. Multiple releases are included.,,0
112,Merge pull request #1512 from jenkinsci/dependabot/docker/11/almalinux/almalinux8/hotspot/master/almalinux-8.7,0.49125963,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
113,Bump debian in /17/debian/bullseye-slim/hotspot (#1537),0.4758111,Fix resolution of incrementals version specifications in install-plugins.sh (#834) @halkeye ,,0
114,Update to latest LTS version 1.642.3,0.7007977,Update to Jenkins 2.190.1 (changelog). This is a security release! 2.176.4 includes the same security patches for the previous LTS baseline,,1
115,Escape variables,0.31133825,🚦 Internal changes,,0
116,Checking success in clean test,0.6499032,🚦 Tests,,0
117,adding retry to plugins.sh for curl,0.515388,"709, #861 - Make the REF_DIR configurable in plugin installation scripts (#866) @slide",,0
118,Typo,0.57640696,Fix typos and grammar (#951) @jurnho,,0
119,chore(Jenkinsfile) stop logging in Docker Engine,0.4754135,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
120,2.32.2,0.5284374,Look further back to handle LTS.4/LTS.1 dual release days (#886) @daniel-beck,Bumps alpine from 3.16.3 to 3.17.0. updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
121,[INFRA-729] Publish all our versions under jenkinsci docker org,0.5491361,Publish CentOS 7 and 8 images (#906) @ArnauSistach,Bumps ubi8/ubi from 8.5-239.1651231664 to 8.6-943.1665521450. updated-dependencies: - dependency-name: ubi8/ubi   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
122,Fix publishing to use new directory strucutre,0.47470164,Add a default value for COPY_REFERENCE_FILE_LOG in jenkins.sh (#847) @dsathyan,Bumps alpine from 3.16.3 to 3.17.0. updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
123,Merge pull request #5 from aleasoluciones/upstream,0.4119138,Publish versioned LTS tags so that images can be uodated by Dependabot (#958) @j3parker,Bumps debian from bullseye-20221024-slim to bullseye-20221114-slim. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
124,Remove ppc46le debian image that is failing to publish (#1161),0.53104025,Publish CentOS 7 and 8 images (#906) @ArnauSistach,Bumps debian from bullseye-20221024-slim to bullseye-20221114-slim. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
125,More logging,0.37442392,Add a default value for COPY_REFERENCE_FILE_LOG in jenkins.sh (#847) @dsathyan,Bumps debian from bullseye-20221024 to bullseye-20221114. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
126,Bump debian in /11/debian/bullseye-slim/hotspot (#1608),0.4709037,Fix resolution of incrementals version specifications in install-plugins.sh (#834) @halkeye ,Bumps debian from bullseye-20221024 to bullseye-20221114. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
127,Issue #116 Add JNLP port to the instructions on starting the container,0.53981733,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,Remove tini-shim,0
128,Merge pull request #575 from carlossg/alpine-tests,0.485722,Fix test issues (#910) @slide,,0
129,Fix typo in label (#1209),0.56978965,Fix typos and grammar (#951) @jurnho,,0
130,minor typo in README,0.5401274,Fix typos and grammar (#951) @jurnho,,0
131,weekly is 1.619,0.3034351,Increase build timeouts (#914) @slide,Bumps alpine from 3.16.2 to 3.16.3. updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
132,Enable multi-arch publishing (#1157),0.44527125,Publish CentOS 7 and 8 images (#906) @ArnauSistach,,0
133,"Oh right, and a slash.",0.29189864,nan,,0
134,Merge pull request #1383 from jenkinsci/dependabot/docker/11/debian/bullseye-slim/hotspot/master/debian-bullseye-20220527-slim,0.4540526,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Bumps alpine from 3.16.2 to 3.16.3. updated-dependencies: - dependency-name: alpine   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
135,2.0!,0.47472936,Update to Jenkins 2.176.4 (changelog). This is a security release!,Bumps almalinux from 8.6 to 8.7. updated-dependencies: - dependency-name: almalinux   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
136,Merge pull request #1406 from dduportal/chore/fix-install-plugins-tests,0.5880263,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
137,Print erro message if get-digest fails,0.35737407,Fix test issues (#910) @slide,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
138,Merge pull request #105 from MarkEWaite/master-1.609.1,0.434716,Fix test issues (#910) @slide,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
139,"docker compose example update, use of named volumes, removal of links and deprecated directive",0.56679547,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
140,chown created home directory to uid:gid,0.42002425,Add a default value for COPY_REFERENCE_FILE_LOG in jenkins.sh (#847) @dsathyan,,0
141,Merge pull request #81 from yurinnick/plugin-download-fix,0.57718754,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
142,Clean up the change-executors example in the README,0.40773064,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
143,Merge pull request #194 from sergeychipiga/master,0.43917787,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,Remove ppc64le support,0
144,Use the tini shim in all flavours,0.30793747,🚀 New features and improvements,,0
145,Merge pull request #186 from bastiaanb/feature/config-files-can-override-2,0.47686872,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
146,Use Eclipse Temurin from UBI 9 for ubi9 container,0.40344042,"686 - Add experimental packaging scripts for multi-architecture Docker images (#750, #806) @jmreicha  @imdurgadas",,0
147,Use plugin installation manager 2.8.0,0.5324414,Allow install-plugins.sh to take a url as an option (#799) @techlunacy,Bumps debian from bullseye-20220912-slim to bullseye-20221004-slim. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
148,Merge pull request #423 from daniel-beck/2.32.2,0.40679324,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Bumps debian from bullseye-20220912 to bullseye-20221004. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
149,"Updated to latest LTS version 1.625.1, including a fresh sha1",0.57584196,Look further back to handle LTS.4/LTS.1 dual release days (#886) @daniel-beck,,0
150,Test ubi9 jdk11 image in CI,0.72216636,Add Java 11 image testing to the CI Pipeline (#827) @batmat ,Bumps debian from bullseye-20220912-slim to bullseye-20221004-slim. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,1
151,Update default version (fixes windows build) (#1213),0.54731673,Update the default Jenkins version for development (#869) @jbnetfr,,0
152,Merge pull request #58 from pinguinkiste/improve-plugins-list,0.4678552,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,Bumps debian from bullseye-20220912 to bullseye-20221004. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
153,Support JUnit format for Linux tests,0.42153943,🚦 Tests,IBM no longer provides the PowerPC agents that we use to test and verify PowerPC support.  Can't support an architecture that we can't test.,0
154,Merge pull request #1358 from basil/update-bullseye,0.43762204,Update the default Jenkins version for development (#869) @jbnetfr,Update actions/checkout to v3,0
155,Use more specific CentOS 8 tag,0.58524364,Introduce new CentOS image with JDK 8 (#826) @ArnauSistach,,0
156,Fixup tests to run the actual plugin manager docker,0.49468994,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,,0
157,chore: ensure windows build & test phases are authenticated,0.3857394,👻 Maintenance,Bumps debian from bullseye-20220822 to bullseye-20220912. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
158,Bump alpine from 3.17.0 to 3.17.1 in /11/alpine/hotspot (#1542),0.39882746,Increase build timeouts (#914) @slide,,0
159,Install plugins timeout fix (#296),0.54537416,Always upgrade plugins on startup when PLUGINS_FORCE_UPGRADE is true (#577) @Triqqo @carlossg ,Bumps debian from bullseye-20220822-slim to bullseye-20220912-slim. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
160,Issue #46 Last line of plugins.txt ignored if a new line is not present on that last line,0.48518583,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,,0
161,Merge pull request #392 from CoRfr/2.19.4,0.39826658,"709, #861 - Make the REF_DIR configurable in plugin installation scripts (#866) @slide",chore(deps): bump plugin manager to 2.12.9,0
162,Merge pull request #1070 from MarkEWaite/replace-debian-stretch-with-buster,0.50943595,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Bumps debian from bullseye-20220822-slim to bullseye-20220912-slim. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
163,Use ExitLifecycle when running in a container (#1268),0.41234916,Do not build containers on Wednesdays during EU daytime (#920) @daniel-beck,,0
164,Merge pull request #357 from charles-dyfis-net/regression-fix-352,0.43768752,Fix test issues (#910) @slide,Bumps debian from bullseye-20220822 to bullseye-20220912. updated-dependencies: - dependency-name: debian   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
165,Fix FROM for buster jdk8 image,0.6404552,Add OpenJ9 images for Java 1.8 and Java 11 (#890) @dzmitrykashlach ,Signed-off-by: jenkins-dependency-updater 81680575+jenkins-dependency-updater[bot]@users.noreply.github.com,0
166,"Always install latest version of dependencies, not minimum",0.5458471,"Always update OS packages when building Debian, Slim and Debian/Java11 images(#824) @jvz",Update README.md,0
167,Simplifies test case for not reinstalling dependencies,0.4776768,814 - Prevent unbound variable error in install-plugins.sh (#815) @lelandsindttouchnet,Slight grammar and spelling inconsistency,0
168,Also check the jenkins-support file,0.4903797,📦 Jenkins Core updates,Use JDK 11.0.16.1 instead of JDK 11.0.16,0
169,[docker] support metadata labels (#965),0.5087196,Introduce Docker Packaging changelogs (#856) @oleg-nenashev,,0
