Index,Message,Description,Message Abstract,Description Abstract
15,feat: upgrade flutter_html package and restructure parser (#958),  feat: dry html parser   fix: code parsing   feat: flutter html 3.0.0.beta-1   fix: extensions   fix: podcast description widget   fix: font sizes   fix: episode list view html   fix: remove import   fix: data url images   fix: italix and link text size   fix: codeblock position   fix: youtube iframe width and player controls   fix: bold text font size   fix: consistent line spacing in list text   fix: center align figure caption text   fix: missing route name   fix: code block width for non-overflowing code   fix: podcast description font size   fix: remove highlight view   feat: give everything the same font size   fix: ios podfile dependencies   fix: set font size to xlarge   fix: h4 non-relative font size   fix: text color on font sizes   fix: make bold text bold again   fix: text size tables   fix: remove list wrapper   fix: block quote layout    Co-authored-by: Niraj Nandish nirajnandish@icloud.com,feat: upgrade flutter_html package and restructure parser (#958),feat: dry html parser fix: code parsing feat: flutter html 3.0.0.beta-1 fix: extensions fix: podcast description widget fix: font sizes fix: episode list view html fix: remove import fix: data url images fix: italix and link text size fix: codeblock position fix: youtube iframe width and player controls fix: bold text font size fix: consistent line spacing in list text fix: center align figure caption text fix: missing route name fix: code block width for non-overflowing code fix: podcast description font size fix: remove highlight view feat: give everything the same font size fix: ios podfile dependencies fix: set font size to xlarge fix: h4 non-relative font size fix: text color on font sizes fix: make bold text bold again fix: text size tables fix: remove list wrapper fix: block quote layout Co-authored-by: Niraj Nandish nirajnandish@icloud.com
16,chore(deps): update babel monorepo to v7.22.5 (#1000),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update babel monorepo to v7.22.5 (#1000),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
17,fix: iOS bugs (#993),  fix: data url images   fix: handle null episode duration   chore: update cached_network_image   feat: add podcast episode name for analytics ,fix: iOS bugs (#993),fix: data url images fix: handle null episode duration chore: update cached_network_image feat: add podcast episode name for analytics
18,chore(deps): update dependency typescript to v5.1.3 (#991),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency typescript to v5.1.3 (#991),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
19,chore(deps): update dependency eslint to v8.42.0 (#990),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to v8.42.0 (#990),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
20,chore(deps): update dependency @types/jest to v29.5.2 (#989),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/jest to v29.5.2 (#989),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
21,fix(deps): update dependency dotenv to v16.1.4 (#992),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency dotenv to v16.1.4 (#992),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
22,release(app): v3.4.1+30401 (#988),,release(app): v3.4.1+30401 (#988),
23,chore: update auth0 (#987),  chore: update auth0   chore: update phone_ide package    Co-authored-by: sembauke semboot699@gmail.com,chore: update auth0 (#987),chore: update auth0 chore: update phone_ide package Co-authored-by: sembauke semboot699@gmail.com
24,feat: update challenge links (#985),  feat: update challenge links   feat: update challenge model with dashedname value   fix: update challenge link in help widget   chore: update tests ,feat: update challenge links (#985),feat: update challenge links feat: update challenge model with dashedname value fix: update challenge link in help widget chore: update tests
25,fix: javascript test runner issues (#951),  fix: javascript test runner issues   fix: condition issues   fix: move functionality to model and improve logic   fix: don't empty array   fix: console log isssues hopefully this time final   feat: add some useful comments ,fix: javascript test runner issues (#951),fix: javascript test runner issues fix: condition issues fix: move functionality to model and improve logic fix: don't empty array fix: console log isssues hopefully this time final feat: add some useful comments
26,chore(deps): update dependency fastlane to v2.213.0 (#984),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency fastlane to v2.213.0 (#984),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
27,chore(deps): update babel monorepo (#983),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update babel monorepo (#983),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
28,chore(deps): update typescript-eslint monorepo to v5.59.8 (#982),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update typescript-eslint monorepo to v5.59.8 (#982),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
29,chore(deps): update dependency @types/node to v18.16.16 (#972),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/node to v18.16.16 (#972),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
30,release(app): v3.4.0+30400 (#981),,release(app): v3.4.0+30400 (#981),
31,fix: button text native login (#968),  fix: button text native login   fix: for email button ,fix: button text native login (#968),fix: button text native login fix: for email button
32,feat: remove streak property (#977),  feat: remove streak property   fix: streaks in profile view ,feat: remove streak property (#977),feat: remove streak property fix: streaks in profile view
33,fix: login button UI (#974),  fix: learn landing login button ui   fix: pass widget login button ui ,fix: login button UI (#974),fix: learn landing login button ui fix: pass widget login button ui
34,feat: add settings page (#970),  feat: add settings page   feat: add clear cache button   feat: add are you sure? Dialog   fix: add drawer   feat: delete account view   feat: delete account viewmodel   feat: processing UI for account delete    Co-authored-by: Niraj Nandish nirajnandish@icloud.com,feat: add settings page (#970),feat: add settings page feat: add clear cache button feat: add are you sure? Dialog fix: add drawer feat: delete account view feat: delete account viewmodel feat: processing UI for account delete Co-authored-by: Niraj Nandish nirajnandish@icloud.com
35,fix: possible values profile ui (#971),,fix: possible values profile ui (#971),
36,chore(deps): update dependency eslint to v8.41.0 (#973),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to v8.41.0 (#973),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
37,fix: remove web support (#969),,fix: remove web support (#969),
38,chore(deps): update typescript-eslint monorepo to v5.59.6 (#960),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update typescript-eslint monorepo to v5.59.6 (#960),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
39,fix(deps): update dependency mongoose to v6.11.1 (#961),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency mongoose to v6.11.1 (#961),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
40,feat: disable crashlytics for local development (#963),,feat: disable crashlytics for local development (#963),
41,chore: remove dev wall on native login screen (#967),,chore: remove dev wall on native login screen (#967),
42,release(app): v3.3.3+30303 (#965),,release(app): v3.3.3+30303 (#965),
43,chore: remove unused values (#964),,chore: remove unused values (#964),
44,chore(deps): update dependency @types/node to v18.16.9 (#959),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/node to v18.16.9 (#959),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
45,chore: hide apple button (#957),  chore: hide apple button   feat: add development wall ,chore: hide apple button (#957),chore: hide apple button feat: add development wall
46,fix: passpane login issue (#956),  fix: passpane login issue   fix: use better notation ,fix: passpane login issue (#956),fix: passpane login issue fix: use better notation
47,fix(deps): update dependency com.google.android.material:material to v1.9.0 (#949),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency com.google.android.material:material to v1.9.0 (#949),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
48,fix(deps): update dependency mongoose to v6.11.0 (#950),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency mongoose to v6.11.0 (#950),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
49,chore(deps): update dependency eslint to v8.40.0 (#948),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to v8.40.0 (#948),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
50,chore(deps): update dependency @types/node to v18.16.5 (#947),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/node to v18.16.5 (#947),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
51,chore(deps): update typescript-eslint monorepo to v5.59.2 (#946),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update typescript-eslint monorepo to v5.59.2 (#946),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
52,fix(deps): update dependency com.google.firebase:firebase-crashlytics-gradle to v2.9.5 (#918),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency com.google.firebase:firebase-crashlytics-gradle to v2.9.5 (#918),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
53,chore: hide code radio articles in iOS devices (#945),  chore: hide code radio articles in ios search view   chore: hide code radio articles in ios feed view ,chore: hide code radio articles in iOS devices (#945),chore: hide code radio articles in ios search view chore: hide code radio articles in ios feed view
54,feat: native login (#937),  feat: native login   feat: add passwordless input field   feat: button icons   fix: remove divider at top   fix: stacked generator   feat: add email validation   fix: center align social login text   feat: native social login   fix: route butotns to login view   fix: linting issues   feat: native passwordless login   feat: handle incorrect OTP   feat: update auth service to use native login   fix: logout in drawer   feat: succesful login route back to before logiv view   fix: overflowing view   fix: make view scrollable when keyboard is open    Co-authored-by: Niraj Nandish nirajnandish@icloud.com,feat: native login (#937),feat: native login feat: add passwordless input field feat: button icons fix: remove divider at top fix: stacked generator feat: add email validation fix: center align social login text feat: native social login fix: route butotns to login view fix: linting issues feat: native passwordless login feat: handle incorrect OTP feat: update auth service to use native login fix: logout in drawer feat: succesful login route back to before logiv view fix: overflowing view fix: make view scrollable when keyboard is open Co-authored-by: Niraj Nandish nirajnandish@icloud.com
55,fix: remove type assertion (#944),  fix: remove type assertion   fix: others ,fix: remove type assertion (#944),fix: remove type assertion fix: others
56,fix(deps): update kotlin monorepo to v1.8.21 (#941),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update kotlin monorepo to v1.8.21 (#941),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
57,feat: javascript console (#930),"  feat: javascript console   fix: remove the need for javascript channels   chore: remove webview_flutter from pubspec   feat create basic console widget   fix: remove back button from previews   fix: get view logic working correctly   feat: display tests   fix: tab highlighting   fix: make height of console dynamic   fix: do not reset preview window   feat: add user's script documents after inital test script parsing   fix: parse console.log messages in paragraph tags   feat: ability to add multiple script tags   fix: remove ""as"" import   fix: remove debug function   fix: multiple test runner issues   fix: don't set error back to false in finally   feat: clearer test runner   fix: only log console logs on last test completion   fix: only show console for js only challenges   fix: javascript test runner   fix: add removed changes back   fix: console view file names   fix: replace active file links with fake ones   fix: conditional file linking replacement   fix: replace links after style parsing   chore: reduce retries for curriculum ci   test: break after fail   fix: actually return...   fix: add multiple path posibilities   fix: don't parse if no scripts or links are present   fix: change parseFragment back to parse    Co-authored-by: Niraj Nandish nirajnandish@icloud.com",feat: javascript console (#930),"feat: javascript console fix: remove the need for javascript channels chore: remove webview_flutter from pubspec feat create basic console widget fix: remove back button from previews fix: get view logic working correctly feat: display tests fix: tab highlighting fix: make height of console dynamic fix: do not reset preview window feat: add user's script documents after inital test script parsing fix: parse console.log messages in paragraph tags feat: ability to add multiple script tags fix: remove ""as"" import fix: remove debug function fix: multiple test runner issues fix: don't set error back to false in finally feat: clearer test runner fix: only log console logs on last test completion fix: only show console for js only challenges fix: javascript test runner fix: add removed changes back fix: console view file names fix: replace active file links with fake ones fix: conditional file linking replacement fix: replace links after style parsing chore: reduce retries for curriculum ci test: break after fail fix: actually return... fix: add multiple path posibilities fix: don't parse if no scripts or links are present fix: change parseFragment back to parse Co-authored-by: Niraj Nandish nirajnandish@icloud.com"
58,chore(deps): update babel monorepo to v7.21.5 (#938),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update babel monorepo to v7.21.5 (#938),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
59,chore(deps): update dependency lint-staged to v13.2.2 (#939),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency lint-staged to v13.2.2 (#939),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
60,chore(deps): update typescript-eslint monorepo to v5.59.1 (#940),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update typescript-eslint monorepo to v5.59.1 (#940),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
61,chore(deps): update dependency prettier to v2.8.8 (#936),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency prettier to v2.8.8 (#936),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
62,chore(deps): update dependency fastlane to v2.212.2 (#921),,chore(deps): update dependency fastlane to v2.212.2 (#921),
63,chore(deps): update actions/checkout digest to 8e5e7e5 (#916),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update actions/checkout digest to 8e5e7e5 (#916),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
64,chore(deps): update dependency @types/node to v18.15.13 (#932),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/node to v18.15.13 (#932),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
65,fix(deps): update dependency rss-parser to v3.13.0 (#919),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency rss-parser to v3.13.0 (#919),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
66,chore(deps): update dependency @types/jest to v29.5.1 (#931),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/jest to v29.5.1 (#931),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
67,chore(deps): update dependency eslint to v8.39.0 (#933),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to v8.39.0 (#933),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
68,chore: release 3.3.2 (#929),  chore: release 3.3.3   fix: correct version ,chore: release 3.3.2 (#929),chore: release 3.3.3 fix: correct version
69,feat: disable code radio for iOS build (#928),,feat: disable code radio for iOS build (#928),
70,Comments resolved: Now using already present consoleSnackbar function (#927),  preview button made unavailable for JS challenges   used the already present console snackbar ,Comments resolved: Now using already present consoleSnackbar function (#927),preview button made unavailable for JS challenges used the already present console snackbar
71,chore: change tutorial title (#926),,chore: change tutorial title (#926),
72,fix: login button padding (#925),,fix: login button padding (#925),
73,chore(deps): update dependency stacked_generator to v1 (#909),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency stacked_generator to v1 (#909),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
74,chore(deps): update typescript-eslint monorepo to v5.59.0 (#917),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update typescript-eslint monorepo to v5.59.0 (#917),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
75,fix: update phone_ide imports (#906),  fix: update phone_ide imports   fix: make text copyable without custom repo   chore: add phone_ide from pub   chore: update phoneIDE ,fix: update phone_ide imports (#906),fix: update phone_ide imports fix: make text copyable without custom repo chore: add phone_ide from pub chore: update phoneIDE
76,fix: back button for challenge view (#923),,fix: back button for challenge view (#923),
77,release(app): v3.3.1+30301 (#922),,release(app): v3.3.1+30301 (#922),
78,fix: ios issues (#914),  fix: ios issues   feat: add non-HTTPS  URLS rule support   feat: audio_service iOS config   chore: revert flutter CI/CD actions to support only android    Co-authored-by: Niraj Nandish nirajnandish@icloud.com,fix: ios issues (#914),fix: ios issues feat: add non-HTTPS  URLS rule support feat: audio_service iOS config chore: revert flutter CI/CD actions to support only android Co-authored-by: Niraj Nandish nirajnandish@icloud.com
79,fix(deps): update dependency jiffy to v6 (#908),  fix(deps): update dependency jiffy to v6   fix: update jiffy    Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: sembauke semboot699@gmail.com,fix(deps): update dependency jiffy to v6 (#908),fix(deps): update dependency jiffy to v6 fix: update jiffy Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com Co-authored-by: sembauke semboot699@gmail.com
80,chore(deps): update dependency typescript to v5 (#910),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency typescript to v5 (#910),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
81,fix(deps): update dependency flutter_secure_storage to v8 (#911),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency flutter_secure_storage to v8 (#911),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
82,release(app): v3.3.0+30300 (#904),,release(app): v3.3.0+30300 (#904),
83,feat: iOS deployment (#885),  feat: disable firebase tools for tests   feat: update firebase config for ios   fix: temp fix for e2e test for iOS   chore: update Ci/CD workflows for   feat: ios deployment config   feat: auth0 config   chore: ci screenshot zip name ,feat: iOS deployment (#885),feat: disable firebase tools for tests feat: update firebase config for ios fix: temp fix for e2e test for iOS chore: update Ci/CD workflows for feat: ios deployment config feat: auth0 config chore: ci screenshot zip name
84,fix: mobile curriculum test (#902),"  fix: mobile curriculum test   chore: test action in PR branch   test action without giving spec option to action   Specs are given in config option so no need of redundantly mentioning it again  Revert ""chore: test action in PR branch""  This reverts commit d90e3d75c6171626b80ccbc59e5d74f300ef9000.",fix: mobile curriculum test (#902),"fix: mobile curriculum test chore: test action in PR branch test action without giving spec option to action Specs are given in config option so no need of redundantly mentioning it again Revert ""chore: test action in PR branch"" This reverts commit d90e3d75c6171626b80ccbc59e5d74f300ef9000."
85,fix: login issues (#903),  fix: name of user can be null   fix: isLocked value can be null   fix: analyze errors ,fix: login issues (#903),fix: name of user can be null fix: isLocked value can be null fix: analyze errors
86,chore(deps): update dependency ts-jest to v29.1.0 (#901),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency ts-jest to v29.1.0 (#901),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
87,chore(deps): update dependency eslint to v8.38.0 (#899),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to v8.38.0 (#899),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
88,fix(deps): update dependency mongoose to v6.10.5 (#898),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency mongoose to v6.10.5 (#898),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
89,chore(deps): update dependency lint-staged to v13.2.1 (#897),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency lint-staged to v13.2.1 (#897),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
90,chore(deps): update dependency @types/node to v18.15.11 (#874),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/node to v18.15.11 (#874),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
91,chore(deps): update github actions (#873),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update github actions (#873),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
92,feat: introduce card widgets on landing page (#882),  feat: introduce card widgets on landing page   fix: remove background on button   fix: add padding ,feat: introduce card widgets on landing page (#882),feat: introduce card widgets on landing page fix: remove background on button fix: add padding
93,fix: old state pass panel (#894),,fix: old state pass panel (#894),
94,chore: update pnpm version (#895),,chore: update pnpm version (#895),
95,"feat: add ""Next"" button in pass panel (#893)",,"feat: add ""Next"" button in pass panel (#893)",
96,chore(deps): update dependency eslint-config-prettier to v8.8.0 (#878),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint-config-prettier to v8.8.0 (#878),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
97,chore(deps): update typescript-eslint monorepo to v5.57.1 (#890),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update typescript-eslint monorepo to v5.57.1 (#890),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
98,chore(deps): update dependency prettier to v2.8.7 (#876),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency prettier to v2.8.7 (#876),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
99,chore(deps): update dependency nodemon to v2.0.22 (#875),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency nodemon to v2.0.22 (#875),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
100,chore(deps): update babel monorepo to v7.21.4 (#887),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update babel monorepo to v7.21.4 (#887),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
101,chore(deps): update dependency eslint to v8.37.0 (#889),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency eslint to v8.37.0 (#889),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
102,release(app): v3.2.3+30203 (#884),,release(app): v3.2.3+30203 (#884),
103,feat(app): firebase crashlytics (#883)," Revert ""feat: option to email support login error (#880)""  This reverts commit c39655f9a9a7cf16baac8c9f594a9debf92f06a6.   feat: firebase crashlytics   fix: login bug due to missing user property ",feat(app): firebase crashlytics (#883),"Revert ""feat: option to email support login error (#880)"" This reverts commit c39655f9a9a7cf16baac8c9f594a9debf92f06a6. feat: firebase crashlytics fix: login bug due to missing user property"
104,chore(deps): update typescript-eslint monorepo to v5.56.0 (#879),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update typescript-eslint monorepo to v5.56.0 (#879),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
105,fix(deps): update dependency mongoose to v6.10.4 (#877),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,fix(deps): update dependency mongoose to v6.10.4 (#877),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
106,release(app): v3.2.2+30202 (#881),,release(app): v3.2.2+30202 (#881),
107,feat: option to email support login error (#880),,feat: option to email support login error (#880),
108,fix: author profile tutorial list widget (#872),,fix: author profile tutorial list widget (#872),
109,fix: old state when returning to block page (#871),  fix: old state when returning to block page   feat: add on willpop scope   fix: remove debug value ,fix: old state when returning to block page (#871),fix: old state when returning to block page feat: add on willpop scope fix: remove debug value
110,release(app): v3.2.1+30201 (#869),,release(app): v3.2.1+30201 (#869),
111,chore(deps): update dependency fastlane to v2.212.1 (#861),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency fastlane to v2.212.1 (#861),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
112,"Changed Android:label:""freeCode Camp"" to ""freeCodeCamp"" in AndroidManifest.xml file (#867)",Co-authored-by: Megan Chung chungmegan3@gmail.com Co-authored-by: Yuancheng Cao cao916245578@gmail.com,"Changed Android:label:""freeCode Camp"" to ""freeCodeCamp"" in AndroidManifest.xml file (#867)",Co-authored-by: Megan Chung chungmegan3@gmail.com Co-authored-by: Yuancheng Cao cao916245578@gmail.com
113,chore(deps): update dependency @types/jest to v29.5.0 (#860),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/jest to v29.5.0 (#860),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
114,chore(deps): update dependency @babel/plugin-transform-typescript to v7.21.3 (#859),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @babel/plugin-transform-typescript to v7.21.3 (#859),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
115,chore(deps): update dependency @types/node to v18.15.5 (#852),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update dependency @types/node to v18.15.5 (#852),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
116,chore(deps): update github actions (#849),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com,chore(deps): update github actions (#849),Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com
117,chore: update to 3.2.0 (#864),,chore: update to 3.2.0 (#864),
