Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
21,Cast option to string for testing,0.57700694,Cast boolean values to appropriate string (#713),Update tests.yml Update composer.json Update tests.yml Update tests.yml,0
22,Merge branch 'master-js-dialogs' of link into mnabialek-master-js-dialogs,0.4347431,assertVue*() methods support Vue 3 composition API by @derekmd in link,,0
23,Do not test PHPUnit on PHP 7.4,0.68727916,Support PHPUnit 8 (788e79c),,0
24,Merge branch 'mnabialek-master-reload-environment',0.39469242,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),Co-authored-by: Kravets Vadim kravets@kazinsys.kz,0
25,Merge branch '3.0' of github.com:laravel/dusk into 3.0,0.4231849,Update minimum Laravel version (fcb2226),,0
26,support for phpunit 6.x,0.48007095,Allow for Symfony 5 (#696),,0
27,Add Component objects,0.6372055,Add assert attribute methods (#751),This reverts commit eedf08c80106ac4983b77ec23197528bf90aaec2.,0
28,Fix for majority of Linux versions,0.52301306,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),,0
29,[6.x] Fixed vueAttribute for older Vue 2.x projects (#970),0.6053317,Add Vue 3 support to the assertVue*() methods (#834)﻿,feat: add alternative tag for element selection formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
30,Escape single quotes ,0.3693384,scrollTo: add support for selectors with quotes (#697),,0
31,add clickAndWaitForReload (#953),0.77521145,Add clickAndWaitForReload by @SjorsO in link,,1
32,Avoid deprecation messages on PHPUnit 8,0.9731724,Avoid deprecation messages on PHPUnit 8 (#620),Add Stub Test Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,1
33,[6.x] Add Browser::elsewhereWhenAvailable(). (#846),0.9492547,Add Browser::elsewhereWhenAvailable() (#846)﻿,This reverts commit b9857c7f8bb87250e5230fd098ee9e0700c9a269.,1
34,Merge pull request #532 from danmichaelo/visible-links,0.55492556,Drop PHPUnit v8 by @driesvints in link,"Adds config file dusk.php Use configuration for install and exec path Fix test It seems PHPUnit\Framework\TestCase is not booting the Laravel app, so it doesn't find the config class. This solves it. Fix directory separator Create the chrome install directory if doesn't exists Delete dusk.php Update DuskServiceProvider.php Update ChromeProcess.php Update ChromeDriverCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com",0
35,InteractsWithMouse@clickByXPath,0.71998274,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,1
36,Merge pull request #237 from alexgarrett/textarea-check,0.57235724,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,0
37,Merge pull request #553 from browner12/assertions,0.5180649,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,0
38,fail earlier if no value is provided for radio when field is not an id,0.5035181,"throw an error if assertValue() is used with an element that does not support the value attribute (#936, 334c49f)",,0
39,Support back button,0.46716642,Add assertion checks if a button is disabled or enabled (#661),,0
40,Ensure jQuery for scrollTo,0.9252989,Ensure jQuery for scrollTo (#686),Add pauseIf() Add pauseUnless(),1
41,Define connection and request timeouts on RemoteWebDriver creation,0.44721892,"Allow Dusk route to be configurable (#774, 668289a)",,0
42,Update phpdotenv requirement to ^5.0 for Laravel 8,0.68555355,Support phpdotenv v4 (#699),,0
43,add assertUrlIs,0.7537106,"Add new assertion assertAttributeContains() (#931, ab47680)",,1
44,Merge pull request #693 from JunaidQadirB/patch-1,0.4860239,Drop PHPUnit 7 by @driesvints in link,,0
45,fix wording,0.580183,Fix with() and page assertions (#625),,0
46,Remove extra ),0.6928992,Removed,Upgrade guide for 7.x Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
47,"[6.x] Allow to utilise browser ""about:blank"" page (#824)",0.9535311,"Allow to utilise browser ""about:blank"" page  (#824)",Drop old PHP and Laravel versions wip,1
48,Require pcntl extension in composer.json,0.4855712,assertVue*() methods support Vue 3 composition API by @derekmd in link,,0
49,ensure consistent use of php binary to trigger test,0.498501,Avoid deprecation messages on PHPUnit 8 (#620),Conflicts: CHANGELOG.md,0
50,Merge branch 'feature/guards' of link into tedslittlerobot-feature/guards,0.46640122,Bump dependencies by @driesvints in link,,0
51,Added .env file existence check (#1014),0.439467,Add source directory creation on install (#915)﻿,attempt to click all elements before failing remove unused import Update InteractsWithMouse.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
52,Update WaitsForElements.php,0.64912564,Support waiting for URLs with waitForLocation (#916)﻿,,0
53,update doc block,0.5760383,Updated,Add assertIndeterminate assertion for checkbox. Reference: link Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Update MakesAssertions.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
54,add lang highlighting,0.4630247,Allow custom dusk selector by @taylorotwell in link,,0
55,"Revert ""feat: add alternative tag for element selection (#1012)"" (#1013)",0.84554994,"Revert ""feat: add alternative tag for element selection"" by @driesvints in link",Method uses some default screen sizes which can be altered,1
56,Merge pull request #677 from staudenmeir/chromedriver,0.5026581,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
57,Merge pull request #17 from toniperic/abstract-page,0.53632486,Automatically fit content on failures (#704),,0
58,Add middleware configuration (#888),0.5701262,Fix logout() when using AuthenticateSession middleware (#826)﻿,,0
59,Add Illuminate/Console as dependency,0.5059562,Prefer stable dependencies (fdb2fd4),Add hasStartMaximizedEnabled method. Fix formatting. Update DuskTestCase.stub Co-authored-by: Taylor Otwell taylor@laravel.com,0
60,Change APP_URI to APP_URL,0.46157765,Drop PHPUnit v8 by @driesvints in link,,0
61,fix: check if userId is an object (#922),0.52258664,Using loginAs with id (#922,,0
62,Tweak how Chrome is used.,0.6381413,"Implement ChromeDriverCommand (#643, 60339a5, #644) ",,0
63,Simplify JS config,0.37675112,Add hasStartMaximizedEnabled method by @roksprogar in link,"Add waitForEvent This commit adds a waitForEvent() method to the WaitsForElements trait, making it available to the Browser class. The waitForEvent() method pauses the test execution until a given event type occurs on a target element or object. It also adds a corresponding test case to WaitsForElementsTest. Fix syntax in exception message formatting Co-authored-by: Taylor Otwell taylor@laravel.com",0
64,Merge pull request #4 from JayBizzle/patch-1,0.50946444,Bump dependencies by @driesvints in link,,0
65,Merge pull request #721 from asbiin/update-jquery-version,0.5884612,Update jQuery file (#721),,0
66,"add typeWithPauses(), appendWithPauses() methods",0.7004939,Adds typeSlowly & appendSlowly (#748),,1
67,Don't serialize cookies when encrypted,0.740388,Add CookieValuePrefix detection for encrypted cookies (#804),Fixed vueAttribute for older Vue 2.X projects Update MakesAssertionsTest.php,1
68,Update MakesAssertions add present assert,0.6926045,"Add new assertion assertAttributeContains() (#931, ab47680)",,0
69,Merge pull request #703 from laravel/php74,0.65468246,Drop PHPUnit 7 by @driesvints in link,"If Vue's composition API used, reactive data and computed props cannot be inspected through these methods. When fetching a component prop, attempt these paths: el.vue.key Vue 2 el.__vueParentComponent.ctx.key Vue 3 options API Vue 3 composition API for definedProps() el.__vueParentComponent.setupState.key Vue 3 composition API reactive(), computed(), or any other",0
70,Fix calling invalid method,0.7744448,Fix Call to undefined method (#750),,1
71,Add Stub Test (#1009),0.534073,Add assertInputPresent and assertInputMissing assertions (#914),,0
72,Merge pull request #286 from nicolasbeauvais/patch-1,0.5404218,Bump dependencies by @driesvints in link,,0
73,add function to allow a closure to be executed outside of the current scope,0.8140321,Support executing closures outside of the current selector scope (#784),,1
74,add frame() method,0.5272287,Add assert attribute methods (#751),Fixes link assertion with single or double quote Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com wip Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Update InteractsWithElements.php Update MakesAssertions.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
75,Merge branch 'add-proxy-support' of link into add-proxy-support,0.4509357,Add proxy support to the dusk:install command (#659),[6.x] Use release target branch in changelog compare URL,0
76,Fix TimeOutException sprintf() error,0.39400142,Bugfix quoting for InteractsWithElements::value (#735),,0
77,Merge pull request #174 from browner12/type-hint,0.482417,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,0
78,[7.x] Refactor PR to match changes to PR #876 (#877),0.5382557,Update regular expression base on website changes (#674),,0
79,fix logout() when using AuthenticateSession middleware (#826),0.99911326,Fix logout() when using AuthenticateSession middleware (#826)﻿,add waitForInput Update WaitsForElements.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
80,Merge branch '5.0',0.3922072,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),,0
81,Merge pull request #712 from iamgergo/5.0,0.5165492,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Merge into master,0
82,update deps,0.70936275,Updated,,1
83,Let jQuery handle string selector,0.5372076,Try clicking all elements before throwing ElementClickInterceptedException by @SjorsO in link,,0
84,[2.0] Add missing import.,0.6907426,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
85,Don't ignore /stubs/phpunit.xml,0.6635906,Fix PHPUnit v10 stubs by @driesvints in link,Laravel 9 wip,0
86,Use ubuntu-18.04,0.43760127,Allow proxy for getting latest version (#805),,0
87,Merge pull request #433 from moxx/patch-1,0.4541452,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
88,assert missing cookie,0.7019243,Fix for cookie assertions (#778),Conflicts: CHANGELOG.md,1
89,Update DuskServiceProvider.php,0.63457084,Rename php-webdriver package (#720),Update phpunit.xml.dist,0
90,Drop PHP 7.2 (#860),0.81371176,Dropped support for PHP 7.1 (210e03e),,1
91,Formatting (#938),0.5448797,Fit content to  instead of  (#726),,0
92,Drop Laravel v6 & v7 support (#862),0.8933306,"Dropped support for Laravel 5.7 & 5.8 (98af698, e0c173a)",Fix assertValue for select elements,1
93,Merge pull request #764 from laravel/trim-trailing-slash,0.48707032,Trim trailing slash (#764),,0
94,rename assertion to be more consistent with others,0.48975304,Add assertNotPresent() assertion (#879)﻿,Fix return types Update InteractsWithCookies.php Co-authored-by: Steve Bauman 6421846+stevebauman@users.noreply.github.com Co-authored-by: Taylor Otwell taylor@laravel.com,0
95,Declare function argument type,0.5407771,Add assertInputPresent and assertInputMissing assertions (#914),Conflicts: .github/workflows/tests.yml CHANGELOG.md,0
96,Only run getLog in Chrome or if overridden,0.57390565,"Implement ChromeDriverCommand (#643, 60339a5, #644) ",,0
97,added assertPathBeginsWith assertion,0.8092648,Add assertNotPresent() assertion (#879)﻿,"[6.x] Fix logout() when using AuthenticateSession and default guard Fix was attempted by #826, but the string concatenation is wrong and it never uses the default guard. Use local variable instead",1
98,Merge pull request #109 from sileence/rename_stubs,0.53523475,Refactor redundant purging methods (#886)﻿,Docblocks,0
99,Merge pull request #692 from laravel/pcntl-update,0.4806161,Fix PHPUnit v10 stubs by @driesvints in link,,0
100,update formatting,0.6686261,Updated,Provide test coverage for waitUntilMissing() Provide test coverage for waitForTextIn() Provide test coverage for waitForLink() Provide test coverage for waitUntilVue() / waitUntilVueIsNot() Provide test coverage for waitForDialog() Provide test coverage for waitForReload(),0
101,move common middleware web to group,0.42691088,Rename php-webdriver package (#720),,0
102,Merge branch '4.0',0.4664009,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),,0
103,Update .editorconfig,0.63966125,Updated,,0
104,allow authentication actions for specific guards,0.5207572,Fix logout() when using AuthenticateSession and default guard (#939)﻿,,0
105,fix a bunch of stuff,0.42896613,Updated,Add PHP 8.1 support,0
106,Merge pull request #827 from pataar/patch-1,0.44415286,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
107,Rename stubs to avoid multiple class definition warning in PHPStorm,0.5651426,Avoid deprecation messages on PHPUnit 8 (#620),Correct docblocks Add new assertion assertValueIsNot(),0
108,Sync license with framework,0.43743742,Update Symfony dependencies to latest version (788e79c),,0
109,Support phpdotenv v4,0.93840784,Support phpdotenv v4 (#699),,1
110,Merge pull request #739 from laravel/github-actions,0.43469644,Bump dependencies by @driesvints in link,,0
111,Run the Windows chrome driver for WSL,0.59689546,"Implement ChromeDriverCommand (#643, 60339a5, #644) ",,0
112,Add Github templates,0.4615576,Add hasStartMaximizedEnabled method by @roksprogar in link,,0
113,Handle case where GET_LOG is not supported,0.37499183,Bugfix quoting for InteractsWithElements::value (#735),Fix logo for GitHub Dark Theme minor fix,0
114,Rename php-webdriver package (fixes #718),0.96100056,Rename php-webdriver package (#720),,1
115,Merge pull request #559 from browner12/patch-1,0.4371083,Fix assertVueContains and assertVueDoesNotContain (#638),Add Missing Type Hints and Fix some typos Add StyleCI Fixes,0
116,Merge branch 'patch-3' of link into devinfd-patch-3,0.48774326,Bump dependencies by @driesvints in link,Conflicts: CHANGELOG.md,0
117,Fix typo,0.44841146,Fix with() and page assertions (#625),,0
118,Fixes Support invocation of dusk testcases through phpdbg #530,0.6126485,"PHPUnit 9 support (2770f25, 45ae210)",,0
119,Allow passing mixed to assertVue() and assertVueIsNot() (#853),0.98113185,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,1
120,Merge pull request #704 from browner12/autofit,0.5219924,Automatically fit content on failures (#704),Conflicts: CHANGELOG.md,0
121,"Add assertAuthentication, assertGuest and assertIsAuthenticated methods",0.71794665,Add assertInputPresent and assertInputMissing assertions (#914),,1
122,Merge pull request #686 from laravel/update-scroll-to,0.5106455,Drop old PHP and Laravel versions by @driesvints in link,add waitUntilEnabled and waitUntilDisabled Update WaitsForElements.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
123,Merge pull request #74 from mnabialek/master-update-chromedriver-docblock,0.5170973,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),"Set Component as possible variable type to phpdoc of methods with, within,elsewhere FQN",0
124,Merge branch 'assert-attribute-contains' into 6.x,0.50972354,"Add new assertion assertAttributeContains() (#931, ab47680)",Conflicts: CHANGELOG.md,0
125,Merge pull request #691 from petermein/5.0,0.48645183,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
126,Merge pull request #243 from deleugpn/revert-240-fix_php_binary,0.584705,Fix PHPUnit v10 stubs by @driesvints in link,,0
127,Add assertions,0.79024756,Add assertNotPresent() assertion (#879)﻿,,1
128,Refactoring various pieces of Dusk.,0.47881418,Allow custom dusk selector by @taylorotwell in link,,0
129,Merge branch '2.0' into 3.0,0.4467433,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),add assertInputPresent and assertInputMissing assertions wip,0
130,clean up a bunch,0.36912465,Refactor redundant purging methods (#886)﻿,Conflicts: CHANGELOG.md src/Console/DuskCommand.php,0
131,Merge pull request #122 from MightySCollins/master,0.4928524,Fix assertVueContains and assertVueDoesNotContain (#638),,0
132,Update .gitattributes,0.59112144,Updated,Update DuskCommand.php Update DuskCommand.php Update DuskCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
133,Exit code on test failure,0.53217876,"Capture source code on failure (#819, 3c59a5c)","Authentication assert will require the browser to navigate to /_dusk/user/:id, if user visit a page and then use assertGuest() they need to remember to navigate back to previous page. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com",0
134,add custom message for title assertion,0.5677651,"Add new assertion assertAttributeContains() (#931, ab47680)",Replace str_split with preg_split for support unicode,0
135,remove php70 from travis,0.6616312,Remove php-webdriver constraints (#737),,0
136,Merge branch '6.x' into master,0.32491162,Add support for Mac ARM64 architecture (#876)﻿,Conflicts: CHANGELOG.md,0
137,Merge pull request #177 from KKSzymanowski/master,0.34490615,Bump dependencies by @driesvints in link,,0
138,Create page.stub,0.5024078,Add hasStartMaximizedEnabled method by @roksprogar in link,Allow to pass array for select multiple. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Apply fixes from StyleCI Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Update InteractsWithElements.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
139,Merge pull request #620 from mnabialek/5.0-phpunit-8,0.6221309,Drop PHPUnit 7 by @driesvints in link,Fixes for page import Update page.stub Co-authored-by: Taylor Otwell taylor@laravel.com,0
140,Allow tests to be run on an alternative port,0.37969995,"Allow Dusk route to be configurable (#774, 668289a)",,0
141,Merge pull request #266 from calebporzio/cp-tinker-method,0.46641368,Fix unicode support in appendSlowly method (#907),,0
142,Merge branch '2.0' into optional-logs,0.35273275,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),,0
143,use phpunit 7,0.43720075,Prevent using pcntl when not installed (#692),Conflicts: CHANGELOG.md,0
144,UserController getProvider guard,0.44309583,Fix logout() when using AuthenticateSession and default guard (#939)﻿,,0
145,renaming methods,0.4862256,Refactor redundant purging methods (#886)﻿,,0
146,"Add ""dusk:component"" command with stubs",0.46431428,Add hasStartMaximizedEnabled method by @roksprogar in link,Conflicts: CHANGELOG.md,0
147,bugfix quoting for InteractsWithElements::value,0.952828,Bugfix quoting for InteractsWithElements::value (#735),,1
148,Let Firefox users disable console,0.37042123,"Allow to utilise browser ""about:blank"" page  (#824)",[6.x] Add purge console command Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Fixes CS Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Improve warn message on folder doesn't exists. Update PurgeCommand.php Co-authored-by: Derek derekmd@hotmail.com Co-authored-by: Taylor Otwell taylor@laravel.com,0
149,rename vars,0.51805586,Changed,[6.x] Refactor redundant purging methods. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Fixes indent. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
150,Added responsiveScreenShots method,0.52136993,Add hasStartMaximizedEnabled method by @roksprogar in link,,0
151,Fix workflow syntax,0.49826488,Bugfix quoting for InteractsWithElements::value (#735),,0
152,fixes,0.5870854,﻿,,0
153,Merge pull request #882 from laravel/ubuntu,0.4640854,Fix PHPUnit v10 stubs by @driesvints in link,,0
154,Ensure the chrome driver binary can be started,0.72474056,Add Chrome driver auto detection (#816)﻿,Use ubuntu-18.04,1
155,Update minimum Laravel version,0.936659,Update minimum Laravel version (fcb2226),,1
156,Merge pull request #138 from devinfd/patch-1,0.5350927,Drop PHPUnit 7 by @driesvints in link,Conflicts: CHANGELOG.md,0
157,missing use statement,0.49972332,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,0
158,Try to fix mac issue,0.5906994,Fix updated Mac image name by @driesvints in link,,0
159,Merge pull request #445 from helmut/patch-1,0.4919943,Bump dependencies by @driesvints in link,add assertNotPresent() Fix code styling,0
160,PHPUnit 9 support,0.8655218,"PHPUnit 9 support (2770f25, 45ae210)",Conflicts: CHANGELOG.md,1
161,Fix StyleCI issues,0.48809922,Fix unicode support in appendSlowly method (#907),,0
162,Merge branch 'source-failures' into 6.x,0.4542274,Update Symfony dependencies to latest version (788e79c),,0
163,avoid else,0.4705553,Removed,Add support for Mac ARM64 architecture. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Allow tests on Laravel 6. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Fixes phpunit 7 support. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Use include instead of exclude. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
164,Merge branch 'app_url_note' of link into bobbybouwmann-app_url_note,0.46748185,Add hasStartMaximizedEnabled method by @roksprogar in link,Refactor PR to match changes to 6.x Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Allow tests on phpunit 10. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Skip testbench 5. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
165,Add docblock for stub,0.5231465,Add hasStartMaximizedEnabled method by @roksprogar in link,Add support for arm64 macOS Fix ChromeProcess::chromeEnvironment(),0
166,Add scrollTo method,0.93203247,Add scrollTo method (#684),Remove chrome binaries Ignore chrome binaries Apply fixes from StyleCI (#872) Only install OS binary Orchestra 7.0 Update testbench dependency Attempt at fixing tests Apply fixes from StyleCI (#875) Fix tests Fix tests,1
167,fix readme,0.51619667,Automatically fit content on failures (#704),,0
168,assert more specific exception,0.5216441,Add assertNotPresent() assertion (#879)﻿,,0
169,tweak how browsers are initialized,0.5111877,Add option to fullsize the browser (#655),[6.x] Fix DuskCommand syntax mistake,0
170,Drop support for deprecated Carbon v1,0.87389135,Dropped support for Carbon v1 (0b880e9),"No test coverage, you say.",1
171,add wait tests,0.61175084,Add waitUntilEnabled and waitUntilDisabled (#918)﻿,"Add Dusk command argument --browse Allow headless mode to be disabled by calling: php artisan dusk --browse This will instead show the browser window in the viewport while tests run. --browse cannot be used if CI=true is set in the local environment, which GitHub Actions, TravisCI, CircleCI, GitLab, etc. all configure. Update DuskCommand.php Update DuskFailsCommand.php Update DuskTestCase.stub Co-authored-by: Mior Muhammad Zaki crynobone@gmail.com Co-authored-by: Taylor Otwell taylor@laravel.com",0
172,Merge pull request #644 from staudenmeir/chromedriver,0.49501228,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Conflicts: CHANGELOG.md,0
173,Merge pull request #591 from driesvints/update-chromedriver,0.52951133,Bump dependencies by @driesvints in link,,0
174,added waitForTextIn Function (#823),0.8255347,"Add ""waitUntilMissingText"" (#706)",,1
175,chore: update docblock to valid docblock,0.4727236,Fix storing page source to disk when source assertions fail. by @calmdev in link,Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
176,styling,0.38753238,﻿,Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
177,Add missing tests for 16 existing assertions (#838),0.66064334,Add assertNotPresent() assertion (#879)﻿,,0
178,Add docblocks for cookie expiry and standardise,0.56302047,Add CookieValuePrefix detection for encrypted cookies (#804),,0
179,add windows note,0.40524495,Adds typeSlowly & appendSlowly (#748),,0
180,Make waitUntilMissing work as expected.,0.66031003,Add waitUntilEnabled and waitUntilDisabled (#918)﻿,,0
181,update branch alias,0.4423802,Updated,Conflicts: CHANGELOG.md,0
182,Supress Syphone exception when TTY is not available,0.44049606,Update Symfony dependencies to latest version (788e79c),,0
183,Merge pull request #395 from themsaid/pr/13795,0.43891722,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Fix the value generated when setting encrypted cookies Update InteractsWithCookies.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
184,Merge pull request #263 from nesk/set-web-driver-timeouts,0.45425326,Remove php-webdriver constraints (#737),,0
185,formatting and rename method,0.45026773,Rename php-webdriver package (#720),"On my freshly installed Debian 10, apt install chromium create the executable in /usr/bin/chromium.",0
186,Merge pull request #91 from ockle/multi-checkbox-support,0.46960026,Try clicking all elements before throwing ElementClickInterceptedException by @SjorsO in link,Conflicts: CHANGELOG.md,0
187,Merge pull request #14 from laravel/fix-1,0.51848006,Fix PHPUnit v10 stubs by @driesvints in link,,0
188,PHPUnit Namespace,0.65503323,Uses PHP Native Type Declarations 🐘  by @nunomaduro in link,,0
189,Drop 5.7 support,0.5894352,"Dropped support for Laravel 5.7 & 5.8 (98af698, e0c173a)",,0
190,Fix assertValue for select elements,0.904054,Fix assertValue for select elements (#942),Conflicts: CHANGELOG.md,1
191,Merge pull request #662 from SjorsO/screenshots-in-subdir,0.6747149,Allow saving screenshots in a subdirectory (#662),,0
192,use HTTPS links where appropriate,0.5480423,Drop PHP 7.2 by @driesvints in link,,0
193,Add assertPathisNot function,0.7148801,Add assertInputPresent and assertInputMissing assertions (#914),Use $browser given from closure to received scoped selector.,1
194,[7.x] Adds type checking (#1028),0.59351647,Adds typeSlowly & appendSlowly (#748),Additional fix to #846 PR. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
195,Support Laravel 8,0.95108426,Support Laravel 8 (#800),Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,1
196,Improve assertions,0.633685,Add assertNotPresent() assertion (#879)﻿,Conflicts: CHANGELOG.md,0
197,Update CHANGELOG.md,0.73498976,Updated,,1
198,Apply fixes from StyleCI (#801),0.5959787,Fix unicode support in appendSlowly method (#907),,0
199,"Removed Extra ""The""",0.5808352,Removed,,0
200,Allow the ChromeProcess port to be specified,0.6157208,"Implement ChromeDriverCommand (#643, 60339a5, #644) ",,0
201,Add visitRoute helper,0.5688082,Add hasStartMaximizedEnabled method by @roksprogar in link,,0
202,Fix running tests on Linux,0.43978634,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),,0
203,Merge pull request #9 from renedekat/patch-1,0.50709426,Drop PHPUnit 7 by @driesvints in link,,0
204,Merge pull request #2 from marcusmoore/patch-1,0.52429813,Bump dependencies by @driesvints in link,,0
205,update composer file,0.50256157,Updated,,0
206,Merge pull request #477 from staudenmeir/3.0,0.47445756,Drop PHPUnit 7 by @driesvints in link,,0
207,rename varibale,0.37124467,Allow for Symfony 5 (#696),,0
208,[6.x] Add purge console command (#887),0.95197564,Add purge console command (#887),Correctly order URL assertions and accompanying tests,1
