Index,Message,Description,Message Abstract,Description Abstract
55,Cursor pagination for invoices (#1479),,Cursor pagination for invoices (#1479),
56,Update CHANGELOG,,Update CHANGELOG,
57,version,,version,
58,[14.x] Update Stripe API version and Stripe PHP SDK v10 support (#1478),  Update Stripe API version   Stripe PHP SDK v10   wip   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,[14.x] Update Stripe API version and Stripe PHP SDK v10 support (#1478),Update Stripe API version Stripe PHP SDK v10 wip Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com
59,Create issues.yml,,Create issues.yml,
60,"Revert ""Exception Attempt to read property ""percentage"" on string (#1475)"" (#1476)",This reverts commit a4477c756f30c56330e54186091792df9bde36f6.,"Revert ""Exception Attempt to read property ""percentage"" on string (#1475)"" (#1476)",This reverts commit a4477c756f30c56330e54186091792df9bde36f6.
61,"Exception Attempt to read property ""percentage"" on string (#1475)","  Attempt to read property ""percentage"" on string   Update InvoiceLineItem.php ","Exception Attempt to read property ""percentage"" on string (#1475)","Attempt to read property ""percentage"" on string Update InvoiceLineItem.php"
62,Update CHANGELOG,,Update CHANGELOG,
63,Update Cashier.php,,Update Cashier.php,
64,Modernize migrations (#1471),,Modernize migrations (#1471),
65,Update CHANGELOG,,Update CHANGELOG,
66,version,,version,
67,Test on PHP 8.2 (#1468),,Test on PHP 8.2 (#1468),
68,Allow incomplete subscriptions as active (#1466),,Allow incomplete subscriptions as active (#1466),
69,Pass pay options to pay method (#1464),,Pass pay options to pay method (#1464),
70,[14.x] Refactor dates property (#1462),  Refactor dates property   wip ,[14.x] Refactor dates property (#1462),Refactor dates property wip
71,Update tests.yml (#1463),,Update tests.yml (#1463),
72,Update CHANGELOG,,Update CHANGELOG,
73,Update Cashier.php,,Update Cashier.php,
74,[14.x] Add note about config file in the upgrade docs (#1458),  Add note about config file in the upgrade docs   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,[14.x] Add note about config file in the upgrade docs (#1458),Add note about config file in the upgrade docs Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com
75,Fix StripeObject values problem (#1449),,Fix StripeObject values problem (#1449),
76,fix minor typo (#1450),,fix minor typo (#1450),
77,Fix undefined property id notice (#1448),  Fix undefined property id notice   Check for the value ,Fix undefined property id notice (#1448),Fix undefined property id notice Check for the value
78,Update CHANGELOG,,Update CHANGELOG,
79,Update Cashier.php,,Update Cashier.php,
80,Add fallback for null value in unitAmountExcludingTax method (#1447),,Add fallback for null value in unitAmountExcludingTax method (#1447),
81,Update CHANGELOG,,Update CHANGELOG,
82,Update Cashier.php,,Update Cashier.php,
83,[14.x] Fresh receipt templates (#1446),  wip   wip   wip   wip ,[14.x] Fresh receipt templates (#1446),wip wip wip wip
84,Fix applied balance on invoices (#1445),,Fix applied balance on invoices (#1445),
85,Remove parentInstance argument from guest checkout,,Remove parentInstance argument from guest checkout,
86,[14.x] Improve guest Checkout flow (#1439),  Improve guest Checkout flow   Apply fixes from StyleCI   wip   Co-authored-by: StyleCI Bot bot@styleci.io,[14.x] Improve guest Checkout flow (#1439),Improve guest Checkout flow Apply fixes from StyleCI wip Co-authored-by: StyleCI Bot bot@styleci.io
87,[14.x] Allow guest checkout (#1438),"  feat(anonymous-checkout): allow owner of checkout to be nullable, add check if owner is null   feat(anonymous-checkout): allow owner of checkout to be nullable, add check if owner is null   feat(anonymous-checkout): add anonymous static function to improve DX   feat(anonymous-checkout): add anonymous static function to improve DX   feat(anonymous-checkout): add anonymous static function to improve DX   remove .idea   feat(anonymous-checkout): add test   feat(anonymous-checkout): add test   feat(anonymous-checkout): add test   Rename to guest and simplify   wip   Co-authored-by: Alexander Gaal alexander.gaal@live.at Co-authored-by: Dries Vints dries@vints.io",[14.x] Allow guest checkout (#1438),"feat(anonymous-checkout): allow owner of checkout to be nullable, add check if owner is null feat(anonymous-checkout): allow owner of checkout to be nullable, add check if owner is null feat(anonymous-checkout): add anonymous static function to improve DX feat(anonymous-checkout): add anonymous static function to improve DX feat(anonymous-checkout): add anonymous static function to improve DX remove .idea feat(anonymous-checkout): add test feat(anonymous-checkout): add test feat(anonymous-checkout): add test Rename to guest and simplify wip Co-authored-by: Alexander Gaal alexander.gaal@live.at Co-authored-by: Dries Vints dries@vints.io"
88,Add days until due to sends invoice (#1437),,Add days until due to sends invoice (#1437),
89,[14.x] Add generic trial scopes (#1436),  add generic trial scopes to billable   removed unused import   fix styling   Update ManagesSubscriptions.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[14.x] Add generic trial scopes (#1436),add generic trial scopes to billable removed unused import fix styling Update ManagesSubscriptions.php Co-authored-by: Taylor Otwell taylor@laravel.com
90,Apply fixes from StyleCI,,Apply fixes from StyleCI,
91,[14.x] Configurable Webhook Enabled Events (#1435),  Configurable Webhook Enabled Events   Update cashier.php   Update WebhookCommand.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[14.x] Configurable Webhook Enabled Events (#1435),Configurable Webhook Enabled Events Update cashier.php Update WebhookCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com
92,Update CHANGELOG,,Update CHANGELOG,
93,Update Cashier.php,,Update Cashier.php,
94,Fix subscription invoicing bug (#1434),,Fix subscription invoicing bug (#1434),
95,wip,,wip,
96,Merge branch '13.x' into 14.x,Conflicts: CHANGELOG.md,Merge branch '13.x' into 14.x,Conflicts: CHANGELOG.md
97,wip,,wip,
98,Update CHANGELOG,,Update CHANGELOG,
99,Update Cashier.php,,Update Cashier.php,
100,wip,,wip,
101,Merge branch '13.x' into 14.x,Conflicts: src/Cashier.php,Merge branch '13.x' into 14.x,Conflicts: src/Cashier.php
102,Update CHANGELOG,,Update CHANGELOG,
103,Update Cashier.php,,Update Cashier.php,
104,[14.x] Renders the invoice item dates on invoices when set (#1432),  fixes #1431 - renders the invoice item dates on invoices when set   wip   formatting   Co-authored-by: Dries Vints dries@vints.io Co-authored-by: Taylor Otwell taylor@laravel.com,[14.x] Renders the invoice item dates on invoices when set (#1432),fixes #1431 - renders the invoice item dates on invoices when set wip formatting Co-authored-by: Dries Vints dries@vints.io Co-authored-by: Taylor Otwell taylor@laravel.com
105,Update UPGRADE.md,,Update UPGRADE.md,
106,Update WebhookCommand.php (#1428),,Update WebhookCommand.php (#1428),
107,Update receipt.blade.php (#1429),,Update receipt.blade.php (#1429),
108,Fix typo (#1426),,Fix typo (#1426),
109,Update CHANGELOG,,Update CHANGELOG,
110,Update UPGRADE.md (#1425),  Update UPGRADE.md   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,Update UPGRADE.md (#1425),Update UPGRADE.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com
111,Update Cashier.php,,Update Cashier.php,
112,Upgrade Guide v14 (#1424),  Upgrade Guide v14   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,Upgrade Guide v14 (#1424),Upgrade Guide v14 Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com
113,wip,,wip,
114,Merge branch '13.x',,Merge branch '13.x',
115,[14.x] New subscription behavior (#1420),  Change subscription flow   wip   wip   wip   wip ,[14.x] New subscription behavior (#1420),Change subscription flow wip wip wip wip
116,Adjust multiprice wording (#1422),  Adjust multiprice wording   wip ,Adjust multiprice wording (#1422),Adjust multiprice wording wip
117,Add new balance transaction methods (#1423),  Add new balance transaction methods   wip   Update ManagesCustomer.php   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,Add new balance transaction methods (#1423),Add new balance transaction methods wip Update ManagesCustomer.php Co-authored-by: Taylor Otwell taylorotwell@gmail.com
118,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php
119,Update CHANGELOG,,Update CHANGELOG,
120,Update Cashier.php,,Update Cashier.php,
121,Update Payment.php (#1421),,Update Payment.php (#1421),
122,[14.x] Drop MoneyPHP 3.x (#1416),  Drop PHP 8.0 and MoneyPHP 3.x   wip ,[14.x] Drop MoneyPHP 3.x (#1416),Drop PHP 8.0 and MoneyPHP 3.x wip
123,[14.x] Update to new Stripe version (#1417),  Bump to Stripe 2022-08-01 API version   Fix issues with invoices ,[14.x] Update to new Stripe version (#1417),Bump to Stripe 2022-08-01 API version Fix issues with invoices
124,Remove deprecated functionality (#1418),,Remove deprecated functionality (#1418),
125,Merge branch '13.x',Conflicts: CHANGELOG.md composer.json src/Cashier.php src/Concerns/ManagesInvoices.php src/Invoice.php,Merge branch '13.x',Conflicts: CHANGELOG.md composer.json src/Cashier.php src/Concerns/ManagesInvoices.php src/Invoice.php
126,Update CHANGELOG,,Update CHANGELOG,
127,Update Cashier.php,,Update Cashier.php,
128,Allow Stripe SDK v9 (#1413),,Allow Stripe SDK v9 (#1413),
129,Update ManagesInvoices.php (#1410),,Update ManagesInvoices.php (#1410),
130,Update CHANGELOG,,Update CHANGELOG,
131,Update Cashier.php,,Update Cashier.php,
132,[14.x] Sync preferred locales (#1408),  Sync preferred locales   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,[14.x] Sync preferred locales (#1408),Sync preferred locales formatting Co-authored-by: Taylor Otwell taylor@laravel.com
133,Fix webhook command (#1407),,Fix webhook command (#1407),
134,Create invoices separately (#1409),,Create invoices separately (#1409),
135,[14.x] Improves console output (#1401),  Improves console output   Fixes required version of PHPUnit ,[14.x] Improves console output (#1401),Improves console output Fixes required version of PHPUnit
136,Manage Checkout PM from Dashboard (#1400),,Manage Checkout PM from Dashboard (#1400),
137,Merge branch '13.x',Conflicts: CHANGELOG.md composer.json src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md composer.json src/Cashier.php
138,Update CHANGELOG,,Update CHANGELOG,
139,Update Cashier.php,,Update Cashier.php,
140,Allow dompdf v2 (#1393),,Allow dompdf v2 (#1393),
141,Fix receipts (#1388),,Fix receipts (#1388),
142,Update CHANGELOG,,Update CHANGELOG,
143,Update Cashier.php,,Update Cashier.php,
144,Re-add support for Sources API (#1384),,Re-add support for Sources API (#1384),
145,Update Invoice.php (#1383),,Update Invoice.php (#1383),
146,Update CHANGELOG,,Update CHANGELOG,
147,Update Cashier.php,,Update Cashier.php,
148,Fixed undefined quantity notice (#1377),  Fixed undefined quantity notice   Update Subscription.php   Update SubscriptionBuilder.php   Co-authored-by: Taylor Otwell taylor@laravel.com,Fixed undefined quantity notice (#1377),Fixed undefined quantity notice Update Subscription.php Update SubscriptionBuilder.php Co-authored-by: Taylor Otwell taylor@laravel.com
149,Update update-changelog.yml,,Update update-changelog.yml,
150,Update pull-requests.yml,,Update pull-requests.yml,
151,Update CHANGELOG,,Update CHANGELOG,
152,Update Cashier.php,,Update Cashier.php,
153,Update composer.json,,Update composer.json,
154,[13.x] Add new hasTrialExpired methods (#1366),  Add new hasTrialExpired methods   rename method   Co-authored-by: Taylor Otwell taylor@laravel.com,[13.x] Add new hasTrialExpired methods (#1366),Add new hasTrialExpired methods rename method Co-authored-by: Taylor Otwell taylor@laravel.com
155,Allow stripe sdk v8 (#1365),,Allow stripe sdk v8 (#1365),
156,Fix reference to billable (#1363),,Fix reference to billable (#1363),
157,Update CHANGELOG,,Update CHANGELOG,
158,version,,version,
159,Bump dompdf (#1360),,Bump dompdf (#1360),
160,Update CHANGELOG,,Update CHANGELOG,
161,Update Cashier.php,,Update Cashier.php,
162,[13.x] Discount improvements (#1354),  Improve discount handling   wip   wip   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,[13.x] Discount improvements (#1354),Improve discount handling wip wip formatting Co-authored-by: Taylor Otwell taylor@laravel.com
163,Fix deprecation with Carbon on receipts (#1356),,Fix deprecation with Carbon on receipts (#1356),
164,Drop PHP 7.4 and Laravel v8 support (#1353),,Drop PHP 7.4 and Laravel v8 support (#1353),
165,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php
166,Update CHANGELOG,,Update CHANGELOG,
167,Update Cashier.php,,Update Cashier.php,
168,[13.x] Allow options with formatAmount (#1348),  Allow options with formatAmount   wip ,[13.x] Allow options with formatAmount (#1348),Allow options with formatAmount wip
169,[13.x] Add pay method (#1345),  Add createPaymentIntent Method   Fix StyleCI Errors   Fix StyleCI Errors :(   Fix StyleCI Spacing Error   Fix StyleCI Spacing Error :(   Add new pay method   Forward calls on Payment instance   wip   wip   wip   wip   wip   Ignore payment_method_types on pay method   Add payWith method   Add findPayment method   Co-authored-by: Dries Vints dries@vints.io,[13.x] Add pay method (#1345),Add createPaymentIntent Method Fix StyleCI Errors Fix StyleCI Errors :( Fix StyleCI Spacing Error Fix StyleCI Spacing Error :( Add new pay method Forward calls on Payment instance wip wip wip wip wip Ignore payment_method_types on pay method Add payWith method Add findPayment method Co-authored-by: Dries Vints dries@vints.io
170,Merge branch '13.x',Conflicts: CHANGELOG.md composer.json src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md composer.json src/Cashier.php
171,Update CHANGELOG,,Update CHANGELOG,
172,Update Cashier.php,,Update Cashier.php,
173,Fix issue with zero tax on invoice (#1343),,Fix issue with zero tax on invoice (#1343),
174,[13.x] Throw deprecations in tests (#1342),  Update tests.yml   wip ,[13.x] Throw deprecations in tests (#1342),Update tests.yml wip
175,Create pull-requests.yml,,Create pull-requests.yml,
176,Update CHANGELOG,,Update CHANGELOG,
177,version,,version,
178,Pass locale to custom format amount (#1340),,Pass locale to custom format amount (#1340),
179,Update UPGRADE.md,,Update UPGRADE.md,
180,Update UPGRADE.md,,Update UPGRADE.md,
181,Update update-changelog.yml,,Update update-changelog.yml,
182,Update UPGRADE.md,,Update UPGRADE.md,
183,Update .styleci.yml,,Update .styleci.yml,
184,Update .styleci.yml,,Update .styleci.yml,
185,Update CHANGELOG.md,,Update CHANGELOG.md,
186,Update Cashier.php,,Update Cashier.php,
187,[13.x] Allow normal and metered prices in builder (#1336),  Allow normal and metered prices in builder   wip   Update SubscriptionBuilder.php   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,[13.x] Allow normal and metered prices in builder (#1336),Allow normal and metered prices in builder wip Update SubscriptionBuilder.php Co-authored-by: Taylor Otwell taylorotwell@gmail.com
188,Make use of anonymous classes (#1329),,Make use of anonymous classes (#1329),
189,Update CHANGELOG.md,,Update CHANGELOG.md,
190,Update Cashier.php,,Update Cashier.php,
191,[13.x] Fix swapping metered price of subscription item to existing su… (#1328), [13.x] Fix swapping metered price of subscription item to existing subscription  Fix swapping metered price (with quantity null) to existing subscription. Stripe don't accept null value for quantity (integer required) so it has to be removed from request if it's null. Fix for #1326   Fix CI issue identified   Update SubscriptionItem.php   Co-authored-by: Dries Vints dries@vints.io,[13.x] Fix swapping metered price of subscription item to existing su… (#1328),[13.x] Fix swapping metered price of subscription item to existing subscription Fix swapping metered price (with quantity null) to existing subscription. Stripe don't accept null value for quantity (integer required) so it has to be removed from request if it's null. Fix for #1326 Fix CI issue identified Update SubscriptionItem.php Co-authored-by: Dries Vints dries@vints.io
192,Fix rawDiscountFor method (#1325),,Fix rawDiscountFor method (#1325),
193,Update CHANGELOG.md,,Update CHANGELOG.md,
194,version,,version,
195,Fallback to null quantity for metered price when swapping a subscription (#1319),,Fallback to null quantity for metered price when swapping a subscription (#1319),
196,Rename update-changelog.md to update-changelog.yml,,Rename update-changelog.md to update-changelog.yml,
197,Update RELEASE.md,,Update RELEASE.md,
198,Create update-changelog.md,,Create update-changelog.md,
199,[13.x] Improve test key check (#1318),  explain   Use config helper instead   Apply fixes from StyleCI   Fix redirect   Update CONTRIBUTING.md   Co-authored-by: StyleCI Bot bot@styleci.io Co-authored-by: Taylor Otwell taylorotwell@gmail.com,[13.x] Improve test key check (#1318),explain Use config helper instead Apply fixes from StyleCI Fix redirect Update CONTRIBUTING.md Co-authored-by: StyleCI Bot bot@styleci.io Co-authored-by: Taylor Otwell taylorotwell@gmail.com
200,Apply fixes from StyleCI,,Apply fixes from StyleCI,
201,Enforce Stripe testing API key is used within tests (#1314),  enforce stripe testing api key is used within tests   simplify   remove import   Co-authored-by: Taylor Otwell taylor@laravel.com,Enforce Stripe testing API key is used within tests (#1314),enforce stripe testing api key is used within tests simplify remove import Co-authored-by: Taylor Otwell taylor@laravel.com
202,version,,version,
203,Update CHANGELOG.md,,Update CHANGELOG.md,
204,Make dompdf an optional dependency (#1312),,Make dompdf an optional dependency (#1312),
205,Merge branch '13.x',,Merge branch '13.x',
206,[13.x] Prevent duplicate subscription creation (#1308),  Prevent duplicate subscription creation   Update SubscriptionBuilder.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[13.x] Prevent duplicate subscription creation (#1308),Prevent duplicate subscription creation Update SubscriptionBuilder.php Co-authored-by: Taylor Otwell taylor@laravel.com
207,Merge branch '13.x',Conflicts: .github/workflows/tests.yml CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: .github/workflows/tests.yml CHANGELOG.md src/Cashier.php
208,version,,version,
209,Merge branch '12.x' into 13.x,Conflicts: .github/workflows/tests.yml CHANGELOG.md composer.json src/Cashier.php src/Concerns/ManagesSubscriptions.php src/Subscription.php src/SubscriptionBuilder.php,Merge branch '12.x' into 13.x,Conflicts: .github/workflows/tests.yml CHANGELOG.md composer.json src/Cashier.php src/Concerns/ManagesSubscriptions.php src/Subscription.php src/SubscriptionBuilder.php
210,version,,version,
211,Update CHANGELOG.md,,Update CHANGELOG.md,
212,[12.x] Implement invoice renderer (#1304),  Implement invoice renderer   wip   wip   formatting   Add default renderer in service provider   Co-authored-by: Taylor Otwell taylor@laravel.com,[12.x] Implement invoice renderer (#1304),Implement invoice renderer wip wip formatting Add default renderer in service provider Co-authored-by: Taylor Otwell taylor@laravel.com
213,version,,version,
214,Update CHANGELOG.md,,Update CHANGELOG.md,
215,[12.x] Laravel 9 support (#1302),  Laravel 9 support   Apply fixes from StyleCI   Co-authored-by: StyleCI Bot bot@styleci.io,[12.x] Laravel 9 support (#1302),Laravel 9 support Apply fixes from StyleCI Co-authored-by: StyleCI Bot bot@styleci.io
216,Update CHANGELOG.md,,Update CHANGELOG.md,
217,Update Cashier.php,,Update Cashier.php,
218,Laravel 9 support (#1299),,Laravel 9 support (#1299),
219,Add deletePaymentMethod (#1298),,Add deletePaymentMethod (#1298),
220,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php
221,version,,version,
222,Update CHANGELOG.md,,Update CHANGELOG.md,
223,Update composer.json (#1286),,Update composer.json (#1286),
224,Allow moneyphp/money version 4 (#1280),,Allow moneyphp/money version 4 (#1280),
225,[13.x] Rename cancelled to canceled (#1284),  Rename cancelled to canceled   Apply fixes from StyleCI   Co-authored-by: Taylor Otwell taylorotwell@users.noreply.github.com,[13.x] Rename cancelled to canceled (#1284),Rename cancelled to canceled Apply fixes from StyleCI Co-authored-by: Taylor Otwell taylorotwell@users.noreply.github.com
226,[13.x] Fix factory canceled state (#1282),  Fix factory canceled state   Update SubscriptionFactory.php   Co-authored-by: Taylor Otwell taylor@laravel.com,[13.x] Fix factory canceled state (#1282),Fix factory canceled state Update SubscriptionFactory.php Co-authored-by: Taylor Otwell taylor@laravel.com
227,Simplify cancelation check (#1283),,Simplify cancelation check (#1283),
228,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php
229,version,,version,
230,Update CHANGELOG.md,,Update CHANGELOG.md,
231,Add createAndSendInvoice method (#1276),,Add createAndSendInvoice method (#1276),
232,Skip tests without Stripe Secret (#1274),,Skip tests without Stripe Secret (#1274),
233,Apply fixes from StyleCI,,Apply fixes from StyleCI,
234,Allow the base url for the Stripe API to be customised (#1273),  Allow the base url for the Stripe API to be customised   Update Cashier.php   Co-authored-by: Taylor Otwell taylor@laravel.com,Allow the base url for the Stripe API to be customised (#1273),Allow the base url for the Stripe API to be customised Update Cashier.php Co-authored-by: Taylor Otwell taylor@laravel.com
235,Merge branch '13.x',Conflicts: .github/workflows/tests.yml CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: .github/workflows/tests.yml CHANGELOG.md src/Cashier.php
236,version,,version,
237,Update CHANGELOG.md,,Update CHANGELOG.md,
238,Update RELEASE.md,,Update RELEASE.md,
239,[13.x] Add release instructions (#1271),  Create RELEASE.md   Update .gitattributes ,[13.x] Add release instructions (#1271),Create RELEASE.md Update .gitattributes
240,Fix enabling auto collecting in checkout (#1270),,Fix enabling auto collecting in checkout (#1270),
241,Add PHP 8.1 support (#1262),  Add PHP 8.1 support   Update phpunit.xml.dist ,Add PHP 8.1 support (#1262),Add PHP 8.1 support Update phpunit.xml.dist
242,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php
243,version,,version,
244,Update CHANGELOG.md,,Update CHANGELOG.md,
245,Fix confirming payments on the payment page (#1268),,Fix confirming payments on the payment page (#1268),
246,Styling,,Styling,
247,[13.x] Clarify that default_source is no longer returned (#1265),  Update UPGRADE.md   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylor@laravel.com,[13.x] Clarify that default_source is no longer returned (#1265),Update UPGRADE.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com
248,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php
249,version,,version,
250,Update CHANGELOG.md,,Update CHANGELOG.md,
251,[13.x] Handle Stripe Object lock timeout (#1259),  Handle Stripe Object lock timeout   Update WebhookController.php   Update WebhookController.php   Update WebhookController.php   Update WebhookController.php   Co-authored-by: Dries Vints dries@vints.io,[13.x] Handle Stripe Object lock timeout (#1259),Handle Stripe Object lock timeout Update WebhookController.php Update WebhookController.php Update WebhookController.php Update WebhookController.php Co-authored-by: Dries Vints dries@vints.io
252,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php,Merge branch '13.x',Conflicts: CHANGELOG.md src/Cashier.php
253,version,,version,
254,Update CHANGELOG.md,,Update CHANGELOG.md,
