Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Test on PHP 8.2 (#1468),0.6513389,PHP 8 Support (#1020)﻿,,0
Allow incomplete subscriptions as active (#1466),0.81709266,Handle incomplete subscriptions upon creation (#631),,1
Pass pay options to pay method (#1464),0.7886827,Pass pay options to pay method by @driesvints in link,,1
[14.x] Refactor dates property (#1462),0.6832967,Refactor dates property by @driesvints in link,Refactor dates property wip,0
Update tests.yml (#1463),0.36498877,Fix issue with requires_action (#1226),,0
[14.x] Add note about config file in the upgrade docs (#1458),0.39131004,Remove config repository dependency from webhook middleware (#793),Add note about config file in the upgrade docs Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
Fix StripeObject values problem (#1449),0.7763596,Fix StripeObject values problem by @Lyrisbee in link,,1
fix minor typo (#1450),0.69558686,fix minor typo by @owainjones74 in link,,0
Fix undefined property id notice (#1448),0.7736228,Fix undefined property id notice by @Lyrisbee in link,Fix undefined property id notice Check for the value,1
Add fallback for null value in unitAmountExcludingTax method (#1447),0.959093,Add fallback for null value in unitAmountExcludingTax method by @jayan-blutui in link,,1
[14.x] Fresh receipt templates (#1446),0.7231382,Fresh receipt template by @driesvints in link,wip wip wip wip,1
Fix applied balance on invoices (#1445),0.8205912,Fix applied balance on invoices by @driesvints in link,,1
Remove parentInstance argument from guest checkout,0.43998215,Remove Checkout button by @driesvints in link,,0
[14.x] Improve guest Checkout flow (#1439),0.54753214,Allow guest checkout by @alexgaal & @driesvints in link & link,Improve guest Checkout flow Apply fixes from StyleCI wip Co-authored-by: StyleCI Bot bot@styleci.io,0
[14.x] Allow guest checkout (#1438),0.66000986,Allow guest checkout by @alexgaal & @driesvints in link & link,"feat(anonymous-checkout): allow owner of checkout to be nullable, add check if owner is null feat(anonymous-checkout): allow owner of checkout to be nullable, add check if owner is null feat(anonymous-checkout): add anonymous static function to improve DX feat(anonymous-checkout): add anonymous static function to improve DX feat(anonymous-checkout): add anonymous static function to improve DX remove .idea feat(anonymous-checkout): add test feat(anonymous-checkout): add test feat(anonymous-checkout): add test Rename to guest and simplify wip Co-authored-by: Alexander Gaal alexander.gaal@live.at Co-authored-by: Dries Vints dries@vints.io",0
Add days until due to sends invoice (#1437),0.7901728,Add days until due to sends invoice by @driesvints in link,,1
[14.x] Add generic trial scopes (#1436),0.701022,Add generic trial scopes by @lioneaglesolutions in link,add generic trial scopes to billable removed unused import fix styling Update ManagesSubscriptions.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
[14.x] Configurable Webhook Enabled Events (#1435),0.8081771,Webhook events (#810),Configurable Webhook Enabled Events Update cashier.php Update WebhookCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Fix subscription invoicing bug (#1434),0.8864737,Fix subscription invoicing (#710),,1
wip,0.2677194,﻿,,0
Merge branch '13.x' into 14.x,0.34831032,Remove legacy sources support (#1077)﻿,Conflicts: CHANGELOG.md,0
[14.x] Renders the invoice item dates on invoices when set (#1432),0.83892417,Renders the invoice item dates on invoices when set by @nicko170 in link,fixes #1431 - renders the invoice item dates on invoices when set wip formatting Co-authored-by: Dries Vints dries@vints.io Co-authored-by: Taylor Otwell taylor@laravel.com,1
Update WebhookCommand.php (#1428),0.7612328,Fix missing method on WebhookController (#1080),,1
Update receipt.blade.php (#1429),0.5595395,Fresh receipt template by @driesvints in link,,0
Fix typo (#1426),0.7046838,fix minor typo by @owainjones74 in link,,1
Update UPGRADE.md (#1425),0.4514847,Implement new proration and pending updates (#949),Update UPGRADE.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
Upgrade Guide v14 (#1424),0.43007088,Implement new proration and pending updates (#949),Upgrade Guide v14 Update UPGRADE.md Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
Merge branch '13.x',0.37770492,Remove legacy sources support (#1077)﻿,,0
[14.x] New subscription behavior (#1420),0.72795975,New subscription behavior by @driesvints in link,Change subscription flow wip wip wip wip,1
Adjust multiprice wording (#1422),0.56932545,Rename plans to prices (#1166),Adjust multiprice wording wip,0
Add new balance transaction methods (#1423),0.76447207,Add new balance transaction methods by @driesvints in link,Add new balance transaction methods wip Update ManagesCustomer.php Co-authored-by: Taylor Otwell taylorotwell@gmail.com,1
Update Payment.php (#1421),0.7411033,Payment page updates (#1120),,1
[14.x] Drop MoneyPHP 3.x (#1416),0.63931966,Drop MoneyPHP 3.x by @driesvints in link,Drop PHP 8.0 and MoneyPHP 3.x wip,0
[14.x] Update to new Stripe version (#1417),0.8182979,Update Stripe API version to 2019-08-14 (#749),Bump to Stripe 2022-08-01 API version Fix issues with invoices,1
Remove deprecated functionality (#1418),0.7328715,Remove deprecated functionality by @driesvints in link,,1
Allow Stripe SDK v9 (#1413),0.8778248,Allow Stripe SDK v9 by @driesvints in link,,1
Update ManagesInvoices.php (#1410),0.6117575,Fix latest_invoice retrieval (#1115),,0
[14.x] Sync preferred locales (#1408),0.6777672,Sync preferred locales by @driesvints in link,Sync preferred locales formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
Fix webhook command (#1407),0.8428909,Fix webhook command by @driesvints in link,,1
Create invoices separately (#1409),0.7441599,Create invoices separately by @driesvints in link,,1
[14.x] Improves console output (#1401),0.5403707,Improves console output by @nunomaduro in link,Improves console output Fixes required version of PHPUnit,0
Manage Checkout PM from Dashboard (#1400),0.8494492,Manage Checkout PM from Dashboard by @driesvints in link,,1
Allow dompdf v2 (#1393),0.9670495,Allow dompdf v1.0 (4949af9)﻿,,1
Fix receipts (#1388),0.7699934,Fix receipt comments (#1131)﻿,,1
Re-add support for Sources API (#1384),0.82153565,Re-add support for Sources API by @driesvints in link,,1
Update Invoice.php (#1383),0.6697659,Use proper invoice number (#878),,0
Fixed undefined quantity notice (#1377),0.6812894,Fix quantity prorating (#924),Fixed undefined quantity notice Update Subscription.php Update SubscriptionBuilder.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
Update update-changelog.yml,0.4355047,Implement new proration and pending updates (#949),,0
Update pull-requests.yml,0.41328472,Re-add support for Sources API by @driesvints in link,,0
Update composer.json,0.45103353,Updated version constraints for Laravel 6.0 (4a4c5c2),,0
[13.x] Add new hasTrialExpired methods (#1366),0.7116981,Add new hasTrialExpired methods by @driesvints in link,Add new hasTrialExpired methods rename method Co-authored-by: Taylor Otwell taylor@laravel.com,1
Allow stripe sdk v8 (#1365),0.8907089,Allow Stripe SDK v8 by @ankurk91 in link,,1
Fix reference to billable (#1363),0.7267213,Fix reference to billable by @driesvints in link,,1
Bump dompdf (#1360),0.78897715,Bump Dompdf by @driesvints in link,,1
[13.x] Discount improvements (#1354),0.6555765,Fix discount calculation (#1144)﻿,Improve discount handling wip wip formatting Co-authored-by: Taylor Otwell taylor@laravel.com,0
Fix deprecation with Carbon on receipts (#1356),0.87499523,Fix deprecation with Carbon on receipts by @driesvints in link,,1
Drop PHP 7.4 and Laravel v8 support (#1353),0.8653625,Drop Laravel 6 & 7 support (#1064),,1
[13.x] Allow options with formatAmount (#1348),0.7708163,Allow options with formatAmount by @driesvints in link,Allow options with formatAmount wip,1
[13.x] Add pay method (#1345),0.765331,Add new has payment method (#838),Add createPaymentIntent Method Fix StyleCI Errors Fix StyleCI Errors :( Fix StyleCI Spacing Error Fix StyleCI Spacing Error :( Add new pay method Forward calls on Payment instance wip wip wip wip wip Ignore payment_method_types on pay method Add payWith method Add findPayment method Co-authored-by: Dries Vints dries@vints.io,1
Fix issue with zero tax on invoice (#1343),0.8561999,Fix issue with zero tax on invoice by @driesvints in link,,1
[13.x] Throw deprecations in tests (#1342),0.508009,Remove deprecated functionality by @driesvints in link,Update tests.yml wip,0
Create pull-requests.yml,0.37074608,Re-add support for Sources API by @driesvints in link,,0
Pass locale to custom format amount (#1340),0.7942488,Pass locale to custom format amount by @driesvints in link,,1
Update .styleci.yml,0.37686372,Fix styles overwriting checkout button when class is set (#1070)﻿,,0
[13.x] Allow normal and metered prices in builder (#1336),0.8603849,Allow normal and metered prices in builder by @driesvints in link,Allow normal and metered prices in builder wip Update SubscriptionBuilder.php Co-authored-by: Taylor Otwell taylorotwell@gmail.com,1
Make use of anonymous classes (#1329),0.61996925,Make use of anonymous classes by @mmachatschek in link,,0
[13.x] Fix swapping metered price of subscription item to existing su… (#1328),0.7568145,Fix swapping metered price of subscription item by @pietrantonio91 in link,[13.x] Fix swapping metered price of subscription item to existing subscription Fix swapping metered price (with quantity null) to existing subscription. Stripe don't accept null value for quantity (integer required) so it has to be removed from request if it's null. Fix for #1326 Fix CI issue identified Update SubscriptionItem.php Co-authored-by: Dries Vints dries@vints.io,1
Fix rawDiscountFor method (#1325),0.7712196,Fix rawDiscountFor method by @driesvints in link,,1
Fallback to null quantity for metered price when swapping a subscription (#1319),1.0000002,Fallback to null quantity for metered price when swapping a subscription (#1319),,1
Rename update-changelog.md to update-changelog.yml,0.34187713,Implement new proration and pending updates (#949),,0
Update RELEASE.md,0.45022705,Implement new proration and pending updates (#949),,0
Create update-changelog.md,0.33089313,Implement new proration and pending updates (#949),,0
[13.x] Improve test key check (#1318),0.43147612,Fix trial ends at check (#1015)﻿,explain Use config helper instead Apply fixes from StyleCI Fix redirect Update CONTRIBUTING.md Co-authored-by: StyleCI Bot bot@styleci.io Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
Enforce Stripe testing API key is used within tests (#1314),0.61772984,Test against latest Stripe API version (#603),enforce stripe testing api key is used within tests simplify remove import Co-authored-by: Taylor Otwell taylor@laravel.com,0
Make dompdf an optional dependency (#1312),0.7282006,Make dompdf optional by @driesvints in link,,1
[13.x] Prevent duplicate subscription creation (#1308),0.94443065,Prevent duplicate subscription creation (#1308)﻿,Prevent duplicate subscription creation Update SubscriptionBuilder.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Merge branch '12.x' into 13.x,0.33991525,Remove legacy sources support (#1077)﻿,Conflicts: .github/workflows/tests.yml CHANGELOG.md composer.json src/Cashier.php src/Concerns/ManagesSubscriptions.php src/Subscription.php src/SubscriptionBuilder.php,0
[12.x] Implement invoice renderer (#1304),0.9370289,Implement invoice renderer (#1304)﻿,Implement invoice renderer wip wip formatting Add default renderer in service provider Co-authored-by: Taylor Otwell taylor@laravel.com,1
[12.x] Laravel 9 support (#1302),0.95954597,Laravel 9 support (#1302)﻿,Laravel 9 support Apply fixes from StyleCI Co-authored-by: StyleCI Bot bot@styleci.io,1
Laravel 9 support (#1299),1.0000001,Laravel 9 Support (#1299),,1
Add deletePaymentMethod (#1298),1.0000002,Add deletePaymentMethod (#1298),,1
Update composer.json (#1286),0.49728298,Updated version constraints for Laravel 6.0 (4a4c5c2),,0
Allow moneyphp/money version 4 (#1280),0.8807097,"Allow latest moneyphp version (#1280, #1286)",,1
[13.x] Rename cancelled to canceled (#1284),0.9119706,Rename cancelled to canceled (#1284),Rename cancelled to canceled Apply fixes from StyleCI Co-authored-by: Taylor Otwell taylorotwell@users.noreply.github.com,1
[13.x] Fix factory canceled state (#1282),0.88335085,Fix factory canceled state (#1282)﻿,Fix factory canceled state Update SubscriptionFactory.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Simplify cancelation check (#1283),0.99999976,Simplify cancelation check (#1283),,1
Add createAndSendInvoice method (#1276),1.0000001,Add createAndSendInvoice method (#1276),,1
Skip tests without Stripe Secret (#1274),0.6052003,Test latest Stripe API version (#611),,0
Allow the base url for the Stripe API to be customised (#1273),1.0000002,Allow the base url for the Stripe API to be customised (#1273)﻿,Allow the base url for the Stripe API to be customised Update Cashier.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
[13.x] Add release instructions (#1271),0.4419452,Implement new proration and pending updates (#949),Create RELEASE.md Update .gitattributes,0
Fix enabling auto collecting in checkout (#1270),1.0,Fix enabling auto collecting in checkout (#1270)﻿,,1
Add PHP 8.1 support (#1262),0.85124725,PHP 8.1 compatibility (#1251),Add PHP 8.1 support Update phpunit.xml.dist,1
Fix confirming payments on the payment page (#1268),1.0000001,Fix confirming payments on the payment page (#1268)﻿,,1
Styling,0.30863678,Fix styles overwriting checkout button when class is set (#1070)﻿,,0
[13.x] Clarify that default_source is no longer returned (#1265),0.45905977,Re-add support for Sources API by @driesvints in link,Update UPGRADE.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
[13.x] Handle Stripe Object lock timeout (#1259),0.941652,Handle Stripe Object lock timeout (#1259)﻿,Handle Stripe Object lock timeout Update WebhookController.php Update WebhookController.php Update WebhookController.php Update WebhookController.php Co-authored-by: Dries Vints dries@vints.io,1
Fix a stripe notice with SubscriptionBuilder and metered prices (#1261),1.0000001,Fix a stripe notice with SubscriptionBuilder and metered prices (#1261)﻿,This fixes a Stripe Notice (Stripe Notice: Undefined property of Stripe\SubscriptionItem instance: quantity) when using the SubscriptionBuilder with metered prices. See my comments on #1254.,1
Fallback to null quantity for metered price (#1255),1.0000004,Fallback to null quantity for metered price (#1255)﻿,,1
Change logo to work on Dark Theme (#1252),0.2726253,Fix styles overwriting checkout button when class is set (#1070)﻿,,0
Add ReturnTypeWillChange to PaymentMethod (#1251),0.67906195,Add findPaymentMethod method (#801),Add ReturnTypeWillChange to PaymentMethod Add ReturnTypeWillChange to Payment Add ReturnTypeWillChange to Invoice Add ReturnTypeWillChange to Checkout,0
Update SubscriptionFactory.php (#1250),0.54797006,Use default name for subscription factory (#1250),,0
Fix setting name on subscription,0.9128876,Fix setting name on subscription (5d00c21)﻿,,1
Enable customer updates for auto tax id collection (#1246),0.7588158,Update customer details when tax id is collected (#1246)﻿,,1
Send data when upcoming invoice is refreshed (#1244),1.0,Send data when upcoming invoice is refreshed (#1244),,1
[13.x] Fix webhook order issue (#1243),0.957744,Fix webhook order issue (#1243),Create or update subscription Add unique indexes Fix tests,1
[13.x] Add invoices methods to subscription (#1245),0.9436437,Add invoices methods to subscription (#1245),Add invoices methods to subscription Update ManagesInvoices.php Update Subscription.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Typo,0.43171847,fix minor typo by @owainjones74 in link,,0
Fix unreachable status value (#1240),1.0000001,Fix unreachable status value (#1240)﻿,,1
Fix quantity filling (#1238),0.72619987,Fix quantity filling on subscriptions (#1238),,1
Add support for inline price data (#1235),1.0000002,Add support for inline price data (#1235)﻿,Add support for inline price data Apply style fixes Cleanup Update ManagesInvoices.php Co-authored-by: Dries Vints dries@vints.io Co-authored-by: Taylor Otwell taylor@laravel.com,1
"Method asStripeCustomerBalanceTransaction() should return the Stripe transaction, not the invoice",0.6370316,Cascade Stripe exceptions when invoicing by @driesvints in link,,0
Promotion codes with susbcription updates (#1230),0.69102967,Allow promo codes on subscription updates (#1230),,0
Fixes typo (#1228),0.66362655,fix minor typo by @owainjones74 in link,,0
[13.x] Fix async issue with webhooks (#1227),0.95432,Fix async issue with webhooks (#1227)﻿,Fix async issue with webhooks Update WebhookController.php Update WebhookController.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Fix issue with requires_action (#1226),1.0000002,Fix issue with requires_action (#1226),,1
Remove Checkout button (#1219),0.75807774,Remove Checkout button by @driesvints in link,,1
[13.x] Server side Checkout redirect (#1218),0.844378,Implement server side Checkout redirect (#1218)﻿,Server side Checkout redirect Update Checkout.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Make invoice data optional (#1217),0.7369026,Make invoice data optional by @driesvints in link,,1
[13.x] Implement customer balances (#1216),0.8666785,Implement customer balances (#1216)﻿,Implement customer balances Update InvalidCustomerBalanceTransaction.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Add invoicePrice method (#1213),0.82616395,Add invoicePrice and tabPrice methods (#1213)﻿,,1
Cascase Stripe exceptions when invoicing (#1210),0.77724546,Cascade Stripe exceptions when invoicing by @driesvints in link,,1
Merge branch 'driesvints-patch-1' into 13.x,0.44348678,Re-add support for Sources API by @driesvints in link,,0
formatting,0.29978576,Changed,,0
Fix collecting tax ids (#1209),1.0000001,Fix collecting tax ids (#1209)﻿,,1
Update WebhookCommand,0.7999681,Implement webhook command (#1202),,1
[13.x] Prevent tax calculation for one-off charges (#1206),0.9212369,Prevent tax calculation for one-off charges (#1206),Prevent tax calculation for one-off charges Update HandlesTaxes.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
[12.x] Implement webhook command (#1202),0.9283322,Implement webhook command (#1202),Implement webhook command Update WebhookCommand.php Update WebhookCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
Use correct method visibility (#1200),1.0000001,Use correct method visibility (#1200)﻿,,1
[13.x] Implement new calculateTaxes call (#1198),0.9086375,Implement new calculateTaxes call (#1198),Implement new taxes config setting Switch to static method Switch config call Update Cashier.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
IncompletePayment exception: Fix typo in message for requiresConfirmation (#1196),0.63930666,Fix validating payment intent (#959),,0
[13.x] Note updating webhooks in upgrade guide (#1193),0.7291008,Fix missing method on WebhookController (#1080),Update UPGRADE.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,1
Revert dark mode changes,0.29986197,Changed,,0
[13.x] Collect Tax IDs in Checkout (#1191),0.89499927,Collect Tax IDs in Checkout (#1191),Collect Tax IDs in Checkout rename property Co-authored-by: Taylor Otwell taylorotwell@gmail.com,1
fix comment,0.5546253,Fix receipt comments (#1131)﻿,,0
fix caps,0.28651196,Fix quantity prorating (#924),,0
Merge branch 'stripe-tax' into 13.x,0.6659261,Implement support for Stripe Tax (#1190),,0
Implement support for Stripe Tax,0.94695187,Implement support for Stripe Tax (#1190),,1
[13.x] Fix adding metered plan to subscription (#1189),0.94764173,Fix adding metered plan to subscription (#1189)﻿,Add Failing test Fix adding metered price to existing subscription cleanup Co-authored-by: Matthew Hailwood matthew@hailwood.nz,1
[14.x] Drop PHP 7.3 support (#1186),0.8646309,Drop PHP 7.2 support (#1065),Drop support for PHP 7.3 Update CHANGELOG.md,1
branch-alias,0.18819565,Billing portal arguments (#1104),,0
[13.x] Implement stripe_product column (#1185),0.70856327,Add stripe_product column to subscriptions_items table (#1185),Implement stripe_product column Update CHANGELOG.md Update UPGRADE.md Add product methods Update UPGRADE.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,1
Merge branch '12.x',0.33926457,Remove legacy sources support (#1077)﻿,,0
Dark mode for logo (#1184),0.28497192,Use correct method visibility (#1200)﻿,,0
Sync more upon creation (#1183),0.466054,Add SyncCustomerDetails job by @driesvints in link,,0
Fix test,0.50428724,Fix trial ends at check (#1015)﻿,,0
Merge branch 'sync-customer-with-stripe',0.6365709,"Allow customers to be synced with Stripe (#1178, #1183)",,0
Extract coupon functionality to trait (#1182),0.4892906,Split Billable trait into multiple concerns (#898),,0
Tests for tax ids (#1180),0.7089611,Collect Tax IDs in Checkout (#1191),,1
Fix broken unit_amount in tab,0.9244971,Fix broken unit_amount with tab (9246063)﻿,,1
Add test,0.3730287,Implement trialEndsAt (#1000),,0
Remove listener,0.4144273,Implement cancelAt method (#1106)﻿,,0
Allow customers to be synced with Stripe,0.90424675,"Allow customers to be synced with Stripe (#1178, #1183)",,1
Add new metered price methods (#1177),0.9999999,Add new metered price methods (#1177),,1
[13.x] Update UPGRADE.md (#1176),0.45493945,Implement new proration and pending updates (#949),Update UPGRADE.md Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
[13.x] v13 Upgrade guide (#1170),0.39777184,Implement new proration and pending updates (#949),Work on upgrade guide Work on upgrade guide Update UPGRADE.md Update title formatting formatting formatting Add all method renames typo Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
Fixed test (#1173),0.47122836,Fix trial ends at check (#1015)﻿,,0
Update PaymentController.php (#1174),0.67954457,Payment page updates (#1120),,0
[13.x] Payment page updates (#1120),0.9280028,Payment page updates (#1120),Allow expanding for asStripePaymentIntent method Refactor payment page wip Work on payment page wip Refactor Choose payment method Work on payment method switcher Work on payment method switching Implement payment remember checkbox Add more payment methods More payment methods refactor payment methods Refactor elements Work on payment page wip Wrap up payment page Fix Refactor to computed property,1
[13.x] Stripe SDK refactor (#1169),0.97393817,Stripe SDK refactor (#1169),Implement StripeClient Refactor to StripeClient Fix checkout with discounts Fix checkout Styling Fix call Remove delay Fixes,1
Fix customer names,0.44000024,Fix setting name on subscription (5d00c21)﻿,,0
[13.x] Rename plans to prices (#1166),0.9063555,Rename plans to prices (#1166),Rename plans to prices Rename internal methods to prices Rename plan columns,1
Add extra methods to Invoice object,0.9612097,Add extra methods to invoice object (#1167),,1
Fix Checkout owner,0.92551494,Fix checkout owner (7bbfe23)﻿,,1
Fix coupons with Stripe Checkout sessions (#1165),1.0,Fix coupons with Stripe Checkout sessions (#1165),,1
Fix adding invoice item with quantities (#1161),1.0,Fix adding invoice item with quantities (#1161),,1
[13.x] Throw payment exceptions on item swap (#1157),0.94651735,Throw payment exceptions on item swap (#1157),Throw payment exceptions on item swap Refactor expands,1
[12.x] Add extra 10 seconds of trial time (#1160),0.65895134,Add extra 10 seconds of trial time for checkout session (#1160),Add extra 10 seconds of trial time Update SubscriptionBuilder.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
[13.x] Preview upcoming invoice (#1146),0.9070418,Preview upcoming invoice (#1146),preview upcoming invoice test fix test re-use upcomingInvoice from Billable updated upcoming invoice docblocks merge options merge options in upcoming invoice wip wip wip Work on previewing invoices Update Subscription.php Co-authored-by: Dries Vints dries@vints.io Co-authored-by: Taylor Otwell taylor@laravel.com,1
Throw payment exception for quantity methods (#1155),1.0000002,Throw payment exception for quantity methods (#1155),,1
Add array types (#1152),1.0,Add array types (#1152),,1
[13.x] Multiple discounts on receipts (#1147),0.9271878,Multiple discounts on receipts (#1147),Work on multiple discounts Work on multiple discounts Fix tests Change the way refreshed state works,1
Prorations and extending trials (#1151),0.7790698,Support prorations while extending trials (#1151),,1
[12.x] Fix discount calculation (#1144),0.91656667,Fix discount calculation (#1144)﻿,Fix discount amount Update test,1
[12.x] Add methods for managing TaxIDs (#1137),0.9288382,Add methods for managing TaxIDs (#1137),Add methods for managing TaxIDs Rename exception,1
[13.x] Refactor receipts with more data from Stripe (#1136),0.9679535,Refactor receipts with more data from Stripe (#1136),Work on new receipts Descriptions Work on receipts,1
Fix receipt comments (#1131),1.0,Fix receipt comments (#1131)﻿,,1
[13.x] Fix trialEndsAt more closely represents onTrial (#1129),0.9349413,Fix trialEndsAt more closely represents onTrial (#1129),Alter trialEndsAt to match onTrial extra test,1
Apply fixes from StyleCI (#1127),0.42128474,Fix styles overwriting checkout button when class is set (#1070)﻿,,0
Extract creating subscription to a separate method (#1124),0.9999998,Extract creating subscription to a separate method (#1124),,1
Fix coupon label on receipts (#1118),1.0000004,Fix coupon label on receipts (#1118)﻿,,1
Implement object serialization (#1116),0.9999999,Implement object serialization (#1116),,1
Replace super heavy symfony/intl dependency (#1114),0.9496224,Replace symfony/intl dependency (#1114),,1
Fix latest_invoice retrieval (#1115),1.0000001,Fix latest_invoice retrieval (#1115),,1
Implement cancelAt (#1106),0.95177233,Implement cancelAt method (#1106)﻿,,1
