Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
94,Merge pull request #607 from kylekatarnls/patch-2,0.5626716,Fix rawDiscountFor method by @driesvints in https://github.com/laravel/cashier-stripe/pull/1325,,0
95,Merge pull request #672 from laravel/register-routes,0.51870507,Remove collation from migrations (#761),,0
96,Merge branch '7.0',0.37010893,Fix checkout owner (7bbfe23)﻿,Conflicts: CHANGELOG.md,0
97,Add PHP 8.1 support (#1262),0.86479926,PHP 8 Support (#1020)﻿,,1
98,Return invoices regardless of the subscription status.,0.6426555,Fix subscription invoicing (#710),,0
99,Add PHP 7.3 to Travis,0.63017505,Require PHP 7.2 (f0f8cd1),,0
100,  Fix Skipping trial on swapping,0.58911365,Fix trial ends at check (#1015)﻿,,0
101,Fix a stripe notice with SubscriptionBuilder and metered prices (#1261),1.0,Fix a stripe notice with SubscriptionBuilder and metered prices (#1261)﻿,Conflicts: src/Cashier.php,1
102,Remove forgotten throw annotations,0.54997146,Add deletePaymentMethod (#1298),,0
103,Add change log.,0.5005176,Changed,,0
104,Merge pull request #910 from laravel/update-require-dev,0.523569,Re-add support for Sources API by @driesvints in https://github.com/laravel/cashier-stripe/pull/1384,  fixes #1431 - renders the invoice item dates on invoices when set   wip   formatting   Co-authored-by: Dries Vints dries@vints.io Co-authored-by: Taylor Otwell taylor@laravel.com,0
105,Prevent exception throwing on some methods,0.67736286,Loosen exception throwing (#882),,0
106,Removed duplicate return tag in upcomingInvoice DocBlock,0.59412074,Fix latest_invoice retrieval (#1115),,0
107,Merge pull request #591 from laravel/remove-event-checks,0.53415406,Remove Checkout button by @driesvints in https://github.com/laravel/cashier-stripe/pull/1219,,0
108,Fix broken tests.,0.57120574,Fix trial ends at check (#1015)﻿,,0
109,Update migration,0.6552043,Modernize migrations by @driesvints in https://github.com/laravel/cashier-stripe/pull/1471,,0
110,remove group,0.6854212,Removed,  Update UPGRADE.md   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
111,Merge branch '13.x' into 14.x,0.40491554,Multiplan swapping (#915),,0
112,Fix null return for latestPayment,0.9368037,Fix null return for latestPayment method (#730),  Upgrade Guide v14   Update UPGRADE.md   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,1
113,Allow for custom styling,0.43037432,Allow options with formatAmount by @driesvints in https://github.com/laravel/cashier-stripe/pull/1348,,0
114,Fix for https://github.com/laravel/cashier/issues/270 - attempting to update card with a null token,0.5711309,Handle automatic payment method updates by @shatterproof in https://github.com/laravel/cashier-stripe/pull/1534,,0
115,Merge pull request #85 from GrahamCampbell/fixes,0.5332575,Fix add and remove plan (#926),  Change subscription flow   wip   wip   wip   wip ,0
116,Apply fixes from StyleCI (#774),0.52506554,Fix add and remove plan (#926),  Adjust multiprice wording   wip ,0
117,[12.x] Fix double payment method (#987),0.9680042,Fix double payment method (#987),  Add new balance transaction methods   wip   Update ManagesCustomer.php   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,1
118,Update 1_Bug_report.md,0.58002514,"Subscription Update Webhook bugfix (#1085, 3184afc)﻿",Conflicts: CHANGELOG.md src/Cashier.php,0
119,Version,0.52969193,Changed,,0
120,Specify proration behaviour when syncing tax rates (#1028),0.91607964,Fix proration behaviour being forced when syncing tax rates (#1028)﻿,,1
121,Fixed the minimum stability,0.49938154,Fix quantity prorating (#924),,0
122,[14.x] Drop PHP 7.3 support (#1186),0.9459288,Drop PHP 7.2 support (#1065),  Drop PHP 8.0 and MoneyPHP 3.x   wip ,1
123,Some composer adjustments.,0.44663548,Changed,  Bump to Stripe 2022-08-01 API version   Fix issues with invoices ,0
124,Merge pull request #326 from ellisio/dompdf-0.7,0.6420694,Allow dompdf v1.0 (4949af9)﻿,,0
125,Merge pull request #189 from GrahamForks/cs,0.50016046,Fix deletion of subscription items in swap() by @glspdotnet in https://github.com/laravel/cashier-stripe/pull/1509,Conflicts: CHANGELOG.md composer.json src/Cashier.php src/Concerns/ManagesInvoices.php src/Invoice.php,0
126,Update .styleci.yml,0.47531953,Replace symfony/intl dependency (#1114),,0
127,upgrade formatting,0.47308156,Stripe SDK refactor (#1169),,0
128,Removing Coupon from Subscription,0.69751203,Prevent duplicate subscription creation (#1308)﻿,,0
129,Merge pull request #112 from jfrabaute/fix,0.5489224,Fix webhook command by @driesvints in https://github.com/laravel/cashier-stripe/pull/1499,,0
130,Cursor pagination for invoices (#1479),0.86584806,Cursor pagination for invoices by @driesvints in https://github.com/laravel/cashier-stripe/pull/1479,,1
131,Merge pull request #883 from laravel/docblocks,0.52969944,Fix webhook command by @driesvints in https://github.com/laravel/cashier-stripe/pull/1407,,0
132,Merge branch '10.0',0.4161148,Multiplan swapping (#915),  Sync preferred locales   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,0
133,Use new created property on invoice,0.9311569,Use new created property on invoice (4714ba4),,1
134,Fixed stripe status column name,0.7055782,Improve stripe statuses (#707),,1
135,Fix undefined property id notice (#1448),0.77862024,Fix undefined property id notice by @Lyrisbee in https://github.com/laravel/cashier-stripe/pull/1448,  Improves console output   Fixes required version of PHPUnit ,1
136,Set Stripe library info,0.916906,Set Stripe library info (#756),,1
137,Add array types (#1152),0.99999964,Add array types (#1152),Conflicts: CHANGELOG.md composer.json src/Cashier.php,1
138,Fixed undefined quantity notice (#1377),0.6119323,Fix hasStartingBalance and subtotal on Invoice (#684),,0
139,[13.x] Implement stripe_product column (#1185),0.7638191,Add stripe_product column to subscriptions_items table (#1185),,1
140,Fix receipts (#1388),0.7988156,Fix receipt comments (#1131)﻿,,1
141,clarify',0.42373443,Changed,,0
142,Merge branch 'master' into changelog,0.40198165,Fix multiplan subscription swapping (#925),,0
143,Merge pull request #262 from jeteon/patch-1,0.5456439,Remove collation from migrations (#761),,0
144,Allow Symfony 5,0.7387842,Symfony 5 support (#822),,1
145,Indentation fixes,0.4995682,Fix createSetupIntent (#704),,0
146,Create invoices separately (#1409),0.77894557,Create invoices separately by @driesvints in https://github.com/laravel/cashier-stripe/pull/1409,,1
147,Support multiple Stripe accounts,0.8066611,Multiple stripe accounts (#754),,1
148,Update version constraints,0.6640874,Remove old 5.9 version constraints (c7664fc),  Fixed undefined quantity notice   Update Subscription.php   Update SubscriptionBuilder.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
149,first.,0.440499,﻿,,0
150,Merge pull request #653 from laravel/add-publishable-key,0.48436832,Fix undefined property id notice by @Lyrisbee in https://github.com/laravel/cashier-stripe/pull/1448,,0
151,Bootstrap stripe tests,0.67877567,Test latest Stripe API version (#611),,0
152,Add ability to anchor a new subscription to a billing cycle date.,0.6714277,Add latestPayment method on Subscription (#705),,0
153,Fixing an issue with not being able to test stripe webhooks,0.6612242,Test against latest Stripe API version (#603),,0
154,Merge pull request #70 from GrahamCampbell/patch-3,0.5179997,Fix deletion of subscription items in swap() by @glspdotnet in https://github.com/laravel/cashier-stripe/pull/1509,  Add new hasTrialExpired methods   rename method   Co-authored-by: Taylor Otwell taylor@laravel.com,0
155,update readme.,0.49462947,Changed,,0
156,Update readme.md,0.48258764,Refactor active subscription state (#712),,0
157,Fixed docblocks,0.5020811,Fix createSetupIntent (#704),,0
158,Merge pull request #761 from laravel/remove-collation,0.6517426,Remove collation from migrations (#761),,0
159,Cleaning up a lot of code.,0.47286862,Refactor duplicated code (#1029)﻿,,0
160,Merge pull request #846 from Xenonym/fix/paymentmethod-exception-message,0.5366611,Fix validating payment intent (#959),,0
161,Fix add and remove plan (#926),0.9999999,Fix add and remove plan (#926),,1
162,Merge pull request #611 from laravel/update-api,0.5230863,Re-add support for Sources API by @driesvints in https://github.com/laravel/cashier-stripe/pull/1384,  Improve discount handling   wip   wip   formatting   Co-authored-by: Taylor Otwell taylor@laravel.com,0
163,display tax on receipts,0.71797705,Collect Tax IDs in Checkout (#1191),,1
164,Merge pull request #135 from GrahamForks/patch-1,0.5311346,Fix deletion of subscription items in swap() by @glspdotnet in https://github.com/laravel/cashier-stripe/pull/1509,,0
165,Add test for trialing while invoicing,0.5914802,Implement trialEndsAt (#1000),Conflicts: CHANGELOG.md src/Cashier.php,0
166,Fix bug on master branch.,0.4626035,Fix createSetupIntent (#704),,0
167,Merge pull request #198 from JTallis/5.0,0.5210552,Fix rawDiscountFor method by @driesvints in https://github.com/laravel/cashier-stripe/pull/1325,,0
168,Fix invoices declaration.,0.72396475,Fix hasStartingBalance and subtotal on Invoice (#684),  Allow options with formatAmount   wip ,1
169,Apply fixes from StyleCI (#1036),0.58509505,Add withPromotionCode method (#1032),  Add createPaymentIntent Method   Fix StyleCI Errors   Fix StyleCI Errors :(   Fix StyleCI Spacing Error   Fix StyleCI Spacing Error :(   Add new pay method   Forward calls on Payment instance   wip   wip   wip   wip   wip   Ignore payment_method_types on pay method   Add payWith method   Add findPayment method   Co-authored-by: Dries Vints dries@vints.io,0
170,"[14.x] Add ability to set a description on ""one-off"" charge checkouts (#1525)",0.8461157,"Add ability to set a description on ""one-off"" charge checkouts by @AmrAb-05 in https://github.com/laravel/cashier-stripe/pull/1525",Conflicts: CHANGELOG.md composer.json src/Cashier.php,1
171,Correct PHP Doc @return tag,0.96183574,Correct PHP Doc @return tag (#601),,1
172,Stripe Checkout,0.8593824,Stripe Checkout Support (#1007)﻿,,1
173,null out ends_at on swap.,0.5912434,Throw payment exceptions on item swap (#1157),,0
174,Merge branch '11.x',0.43155324,Multiplan swapping (#915),  Update tests.yml   wip ,0
175,Merge pull request #563 from driesvints/revert-swap-name,0.54574126,Refactor webhook responses (#722),,0
176,update versions,0.62325025,Update stripe api version (#905),,0
177,Merge branch 'feature/logger' of https://github.com/sebdesign/cashier into sebdesign-feature/logger,0.3943843,Re-add support for Sources API by @driesvints in https://github.com/laravel/cashier-stripe/pull/1384,,0
178,Laravel 9 support (#1299),0.99893445,Laravel 9 Support (#1299),,1
179,[14.x] Fix wrong foreignKey on SubscriptionItem (#1494),0.7960095,Fix wrong foreignKey on SubscriptionItem by @zofe in https://github.com/laravel/cashier-stripe/pull/1494,,1
180,Remove unnecessary if statement on receipt,0.93682677,Remove unnecessary if statement on receipt (#946),,1
181,Merge branch 'refunds-invoices' of https://github.com/mlantz/cashier into mlantz-refunds-invoices,0.6742356,Fix applied balance on invoices by @driesvints in https://github.com/laravel/cashier-stripe/pull/1445,,0
182,Refactor model config option (#1100),0.9999999,Refactor model config option (#1100),,1
183,Green up tests.,0.43300247,Test against latest Stripe API version (#603),,0
184,Fix billingCycleAnchor(),0.65988433,Fix confirming payments on the payment page (#1268)﻿,,0
185,Cleaning up code.,0.56469876,Refactor duplicated code (#1029)﻿,,0
186,Added tax percent method to Billable trait,0.7168585,Re-add tax percentage (#916),,1
187,[13.x] Note updating webhooks in upgrade guide (#1193),0.72385883,"Subscription Update Webhook bugfix (#1085, 3184afc)﻿",  Allow normal and metered prices in builder   wip   Update SubscriptionBuilder.php   Co-authored-by: Taylor Otwell taylorotwell@gmail.com,1
188,Added no prorate and billing cycle anchor setters for subscription swapping.,0.5831129,Fix multiplan subscription swapping (#925),,0
189,Allow incomplete subscriptions as active (#1466),0.81066096,Handle incomplete subscriptions upon creation (#631),,1
190,    add get all cards and delete card,0.53747475,Add deletePaymentMethod (#1298),,0
191,[12.x] Allow relative urls for redirect (#1082),0.9717423,Allow relative urls for redirect (#1082)﻿, [13.x] Fix swapping metered price of subscription item to existing subscription  Fix swapping metered price (with quantity null) to existing subscription. Stripe don't accept null value for quantity (integer required) so it has to be removed from request if it's null. Fix for #1326   Fix CI issue identified   Update SubscriptionItem.php   Co-authored-by: Dries Vints dries@vints.io,1
192,"Revert ""Exception Attempt to read property ""percentage"" on string (#1475)"" (#1476)",0.550582,Loosen exception throwing (#882),,0
193,[12.x] Add capture method (#1099),0.9535873,Add capture method (#1099),,1
194,Check trial_ends_at,0.7551042,Fix trial ends at check (#1015)﻿,,1
195,Fix a few L5 bugs.,0.5473805,fix minor typo by @owainjones74 in https://github.com/laravel/cashier-stripe/pull/1450,,0
196,Fixed test (#1173),0.6000533,Fix trial ends at check (#1015)﻿,,0
197,Merge branch '2.0',0.38005,Fix multiplan subscription swapping (#925),,0
198,Update .travis.yml,0.49279207,Update stripe api version (#1001),,0
199,Merge pull request #750 from laravel/fix-6.0-build,0.54322463,Fix add and remove plan (#926),  explain   Use config helper instead   Apply fixes from StyleCI   Fix redirect   Update CONTRIBUTING.md   Co-authored-by: StyleCI Bot bot@styleci.io Co-authored-by: Taylor Otwell taylorotwell@gmail.com,0
200,Update Invoice.php (#1383),0.6747611,Fix latest_invoice retrieval (#1115),,0
201,Allow Carbon 2,0.8138875,Allow Carbon 2 installs (a3b9d36),  enforce stripe testing api key is used within tests   simplify   remove import   Co-authored-by: Taylor Otwell taylor@laravel.com,1
202,Merge pull request #731 from sdebacker/patch-1,0.52262366,Fix createSetupIntent (#704),,0
203,Reversed incorrect typo correction,0.5078809,fix minor typo by @owainjones74 in https://github.com/laravel/cashier-stripe/pull/1450,,0
204,[13.x] Fix webhook order issue (#1243),0.97211146,Fix webhook order issue (#1243),,1
205,Move fixtures to where they're used,0.4004774,Changed,,0
206,add rawTotal and make startingBalance public,0.52958727,Fix rawDiscountFor method by @driesvints in https://github.com/laravel/cashier-stripe/pull/1325,  Prevent duplicate subscription creation   Update SubscriptionBuilder.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
207,Modernize migrations (#1471),0.83141464,Modernize migrations by @driesvints in https://github.com/laravel/cashier-stripe/pull/1471,Conflicts: .github/workflows/tests.yml CHANGELOG.md src/Cashier.php,1
208,Implement extending trials,0.8924663,Implement extending trials (#884),,1
209,Merge pull request #122 from ransomcarroll/migration-fix,0.5867777,Remove collation from migrations (#761),Conflicts: .github/workflows/tests.yml CHANGELOG.md composer.json src/Cashier.php src/Concerns/ManagesSubscriptions.php src/Subscription.php src/SubscriptionBuilder.php,0
210,Merge branch 'stripe-checkout' into 12.x,0.42116994,Multiplan swapping (#915),,0
211,Merge branch '7.0' of github.com:laravel/cashier into 7.0,0.49431092,Remove config repository dependency from webhook middleware (#793),,0
212,Merge pull request #705 from laravel/latest-subscription-payment,0.6397433,Add latestPayment method on Subscription (#705),  Implement invoice renderer   wip   wip   formatting   Add default renderer in service provider   Co-authored-by: Taylor Otwell taylor@laravel.com,0
213,Version 2.0.4,0.56371117,Stripe SDK minimum version is now ^7.39 (#981),,0
214,Simplify cancelation check (#1283),1.0000001,Simplify cancelation check (#1283),,1
215,Merge pull request #772 from u01jmg3/10.0,0.5108127,Fix rawDiscountFor method by @driesvints in https://github.com/laravel/cashier-stripe/pull/1325,  Laravel 9 support   Apply fixes from StyleCI   Co-authored-by: StyleCI Bot bot@styleci.io,0
216,Check if trial end is set.,0.7267128,Fix trial ends at check (#1015)﻿,,1
217,Bug solved: accessing the Stripe invoice lines with the Stripe Key,0.6914713,Fix return type for invoice line items (#1053)﻿,,0
218,Update signatures,0.64318204,Refactor handling of invalid webhook signatures (#791),,0
219,Remove null assignment,0.9032743,Remove null assignment (8520443),,1
220,Fix retrieve.,0.51965874,Removed,Conflicts: CHANGELOG.md src/Cashier.php,0
221,Require PHP 7.2,0.89687145,Require PHP 7.2 (f0f8cd1),,1
222,Merge pull request #901 from laravel/update-add-method,0.5324886,Fix deletion of subscription items in swap() by @glspdotnet in https://github.com/laravel/cashier-stripe/pull/1509,,0
223,Merge pull request #411 from browner12/patch-1,0.5410818,Fix rawDiscountFor method by @driesvints in https://github.com/laravel/cashier-stripe/pull/1325,,0
224,Update SubscriptionFactory.php (#1250),0.6402403,"Subscription Update Webhook bugfix (#1085, 3184afc)﻿",,0
225,Update test instructions,0.56479764,Test against latest Stripe API version (#603),  Rename cancelled to canceled   Apply fixes from StyleCI   Co-authored-by: Taylor Otwell taylorotwell@users.noreply.github.com,0
226,Fix orientation in invoice.js,0.67388475,Fix return type for invoice line items (#1053)﻿,  Fix factory canceled state   Update SubscriptionFactory.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
