Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
32,test: download the checksum first,0.5981457,Electron downloads are now checked against their published checksums (#493),"  (feat) implements the following lifecycle hooks: afterAsar, afterComplete, afterCopyExtraResources, beforeAsar, beforeCopy, beforeCopyExtraResources   fix: minor style issues fixed   test: new hooks added to test/hooks.js   fix: restored accidentally removed test for afterExtract hook in test/hooks.js   fix: removed failing tests for conditional hooks   chore: clean up TODO, add tests for new hooks   Co-authored-by: Erik Moura erik@nullbug.dev Co-authored-by: Keeley Hammond khammond@slack-corp.com",0
33,Infer platform/arch in readme instead of using --all,0.55575234,"all or platform=linux, arch=all now include arch=mips64el if the Electron version specified",,0
34,Add hostArch from Electron Forge,0.7022994,"hostArch and unameArch in electron-packager/targets, replaced with host and uname in",,1
35,chore(deps): bump yargs-parser from 17.1.0 to 18.0.0 (#1132),0.62606585,Bump got to 2.0.0 (#1397),,0
36,test: clean up test names,0.3861914,Allow scoped package names as Electron app names - invalid characters are replaced with,,0
37,chore: upgrade electron-notarize to ^0.1.0 (#997),0.93020713,Upgrade electron-notarize to ^0.2.0 (#1069),BREAKING CHANGE: This changes the accepted options for the osxSign option.,1
38,Handle errors and  during test setup,0.50591683,Regression that caused the symlink test on Windows to not work as intended (#1071),  fix: remove ElectronAsarIntegrity when asar is disabled   docs: update NEWS   chore: fix tests   Update NEWS.md ,0
39,chore: bump json5 from 1.0.1 to 1.0.2 (#1465),0.62563497,Bump got to 2.0.0 (#1397),This reverts commit 18749c78f1215767b604f28de31769aa23d3fab2.,0
40,Merge pull request #1166 from electron/dependabot/npm_and_yarn/tsd-0.13.1,0.61164534,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
41,Merge pull request #673 from electron-userland/spaces-in-platform-arch-options,0.5515191,  electron-userland,Bumps typedoc from 0.19.2 to 0.23.14. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: typedoc   dependency-type: direct:development   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
42,Merge pull request #257 from malept/add-coveralls-support,0.547198,[contributors] Add code coverage support via Coveralls (#257),,0
43,Add electron-osx-sign to the list of known modules with DEBUG support,0.6236614,"Upgrade electron-osx-sign to 0.5.0 which adds a new option, entitlementsForFile (#1189)",,0
44,Use module.exports,0.5424189,Prune user-namespaced modules (#889),,0
45,Add comment explaining why the 0.37.4 test exists,0.4852221,"[contributors] Code contributions need to be validated in ""strict"" mode (#342, #351)",,0
46,ES6ify test/win32.js,0.54495823,win32metadata.application-manifest option (#610),,0
47,Tests: determine how many targets 'all' generates when running on win32 host,0.5109375,hostArch() and allOfficialArchsForPlatformAndVersion() (#727),,0
48,DRY up electron-download related code,0.7084161,"  electron-download/lib/arch, respectively",,1
49,13.1.0,0.5983286,  1.8.0 or above (#711),,0
50,Refactor pruning to be part of the copy filter,0.4553079,Stop yarn creating .bin folders when pruning (#678)," Revert ""feat!: upgrade Node.js to 14 LTS (#1393)""  This reverts commit c6b4c78210f589291188213a8c6e968b98e7c82e.  build: yargs to 20.2.9, xcode 12.5.1",0
51,10.1.2,0.6612503,  1.8.0 or above (#711),,0
52,Merge asar-options into asar,0.63325596,asar options can be specified as an Object (via the API) or with dot notation (via the CLI) -,Bumps fs-extra from 9.1.0 to 10.1.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: fs-extra   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
53,Forgot to var,0.44034752,Deprecated,Bumps yargs-parser from 20.2.9 to 21.1.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: yargs-parser   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
54,chore(deps-dev): bump eslint-plugin-node from 9.2.0 to 10.0.0 (#1056),0.6111147,Dropped support for running on Node < 4.0. (#319),,0
55,Ask which Electron version is being used,0.68460834,version is deprecated in favor of electronVersion (--electron-version via CLI) (#547),Fixes #1374,0
56,chore: replace references to the default branch (#1262),0.4629532,Stop yarn creating .bin folders when pruning (#678),,0
57,Merge pull request #1234 from electron/dependabot/npm_and_yarn/sinon-10.0.1,0.6097095,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,Bumps sinon from 13.0.2 to 14.0.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sinon   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
58,Add option for child entitlements,0.35478854,[contributors] Add code coverage support via Coveralls (#257),,0
59,Use codecov instead of coveralls,0.67203444,[contributors] Add code coverage support via Coveralls (#257),,0
60,chore: add NEWS entries for v14,0.5948957,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
61,fix(typescript): ensure OsxNotarizeOptions definition contains credentials (#1167),0.933001,TypeScript: ensure OsxNotarizeOptions definition contains credentials (#1167),,1
62,fix(infer): add missing fields to the infer error message (#1153),0.5618446,Clarify the error message when infer cannot find a package.json file (#1079),,0
63,Update nyc requirement from ^13.0.1 to ^14.0.0 (#979),0.47546723,Full Changelog: https://github.com/electron/electron-packager/compare/v17.1.0...v17.1.1,  feat: integrate @electron/universal   chore: fix platform typo   spec: add universal generation tests   spec: fix tests   fix: add universal to supported list for mas   spec: fix tests   spec: fix tests   docs: update usage   Update README.md   Update usage.txt   Co-authored-by: Erick Zhao erick@hotmail.ca,0
64,Merge pull request #795 from malept/codecov,0.4420324,"win32metadata option (#331, #463)",Bumps actions/checkout from 2 to 3. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
65,Add option to use custom pruning module to avoid package manager specific issues,0.7354927,Package manager-agnostic pruning support (set packageManager to false) (#690),Bumps sinon from 12.0.1 to 13.0.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sinon   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
66,7.1.0,0.69861317,  1.8.0 or above (#711),,0
67,Merge pull request #268 from malept/cross-platform-app-copyright,0.5835967,[win32] version-string.LegalCopyright is deprecated in favor of app-copyright (#268),Bumps sinon from 11.1.2 to 12.0.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: sinon   dependency-type: direct:development   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
68,chore: add .editorconfig,0.4479658,Add download parameter (#320),Bumps actions/setup-node from 2.4.0 to 2.4.1. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
69,docs: update NEWS.md,0.6736255,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
70,Add CLI usage,0.614079,Show CLI option when showing option deprecation message (#560),,0
71,"fix(types): add ""universal"" as a valid arch (#1407)",0.5937836,Better type checking when validating arch/platform (#534), fix: update TypeScript definitions for electron-notarize@1.1.0 chore: use import/typescript for .d.ts files chore: upgrade to electron-notarize@^1.1.1 chore(mac): remove usage of notarize arg validation & leave it to the module refactor(mac): allow overwriting appBundleId if tool is notarytool,0
72,chore(deps-dev): bump eslint-plugin-ava from 11.0.0 to 12.0.0 (#1231),0.58697397,Bump got to 2.0.0 (#1397),Bumps actions/setup-node from 2.3.2 to 2.4.0. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
73,fix: ignore node_gyp_bins if it exists (#1391),0.8426814,Ignore node_gyp_bins directory if it exists,chore: bump actions/setup-node from 2.3.1 to 2.3.2,1
74,Update rcedit support based on final merged upstream PRs,0.7013248,rcedit upgraded to 0.8.0,Bumps actions/setup-node from 2.3.1 to 2.3.2. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,1
75,Add NEWS entries for win32metadata defaults,0.68255,"win32metadata option (#331, #463)",Bumps actions/setup-node from 2.3.0 to 2.3.1. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
76,Promisify the packager function itself,0.7985201,Promise support for packager - function returns a Promise instead of the return value of the,,1
77,Travis: add support for testing on OS X,0.54790103,"Add support for a new target platform, Mac App Store (mas), including signing OS X apps",Bumps actions/setup-node from 2.2.0 to 2.3.0. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
78,Merge pull request #263 from malept/add-news-file,0.42687243,Add download parameter (#320),"discord.gg redirects to the ds landing page, this should be discord.gg/electron as written in the other places",0
79,Merge pull request #1139 - refactor: replace cross-zip with extract-zip,0.82529974,Replace cross-zip with extract-zip (#1139),,1
80,Merge pull request #451 from electron-userland/remove-test-logging,0.55211115,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,"The link no longer exists, so replace with the text from the guide.",0
81,Refactor and clarify README and usage docs,0.578061,API documentation moved from readme.md to docs/api.md (#296),Bumps actions/setup-node from 1 to 2.2.0. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-node   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
82,chore(deps): bump semver from 6.3.0 to 7.1.3,0.611118,Bump got to 2.0.0 (#1397),,0
83,Add download parameter; deprecate cache & strict-ssl parameters,0.690068,strict-ssl is removed in favor of download.strictSSL,,0
84,5.0.0,0.65675384,  is 1.8.2-beta.5 or above (#800),,0
85,chore: bump sinon from 13.0.2 to 14.0.0 (#1364),0.7160938,Bump got to 2.0.0 (#1397),,1
86,Merge pull request #843 from electron-userland/mips64el-not-supported-by-2.0.0,0.5863884,mips64el arch is only available with Electron 1.8.x (#843)," docs: remove dependabot badge, it only works with -preview right now",0
87,Pre-download the MAS version being tested,0.59067315,Support for MAS Login Helper (Electron 2.0.0-beta.1 and above) (#807),,0
88,docs: note in usage that sub-properties listed aren't exhaustive,0.56903934,"  see the respective docs for details (#353, #417)",,0
89,Re-alphabetize options,0.39594057,The mirror URL string is now a set of options defined by mirrorOptions,,0
90,Add CLI option name to deprecatedParameter message (#560),0.8409312,Show CLI option when showing option deprecation message (#560),Bumps sinon from 10.0.1 to 11.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
91,Clarify icon docs: local paths only,0.48784053,mac: don't fail if the icon path doesn't exist (#1101),Bumps sinon from 10.0.1 to 11.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
92,build: ignore typedoc output for eslint,0.5159362,"The build-version property, when unspecified, now defaults to the",Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
93,Merge pull request #34 from jenslind/feature/default-ignores,0.55504316,derefSymlinks option (#410),Bumps eslint-plugin-ava from 11.0.0 to 12.0.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
94,Force test Electron binary downloads to go to the old cache dir,0.64695656,Electron downloads are now checked against their published checksums (#493),chore(deps-dev): bump eslint-plugin-promise from 4.3.1 to 5.1.0,0
95,Upgrade yargs-parser to ^13.0.0,0.7649101,Switch from minimist to yargs-parser (#732),Bumps eslint-plugin-promise from 4.3.1 to 5.1.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
96,11.1.0,0.67354953,  1.8.0 or above (#711),chore(deps-dev): bump sinon from 9.2.4 to 10.0.1,0
97,Fix alphabetization of dependencies,0.4579356,  compatibility) and optionally takes several of the same sub-parameters as,Bumps sinon from 9.2.4 to 10.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
98,Merge pull request #667 from electron-userland/win32metadata-defaults,0.6630289,"win32metadata option (#331, #463)",,0
99,Add object files to default ignore patterns,0.538766,Add package manager lockfiles to default ignore list (#1182),,0
100,Merge pull request #452 from electron-userland/handle-errors-setting-up-fixtures,0.5382337,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,chore(deps-dev): bump typedoc from 0.19.2 to 0.20.20,0
101,Merge pull request #255 from develar/ignore-out-path,0.4964706,Ignore the directory specified by the out parameter by default (#255),Bumps typedoc from 0.19.2 to 0.20.20. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
102,Set theme jekyll-theme-cayman,0.3358098,fix: allow packaging twice simultaneously by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1439,,0
103,Add dev dependency with bin file,0.4745707,[win32] rcedit dependency updated to 0.4.x,Bumps tsd from 0.13.1 to 0.14.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
104,Ignore Travis Node 5 + OSX worker due to strange problem,0.5297418,Dropped support for running on Node < 6.0. (#900),Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com Co-authored-by: Mark Lee electronjs@lazymalevolence.com,0
105,Merge pull request #772 from barinali/issue-767,0.46409264,"win32metadata option (#331, #463)",,0
106,Lint error fixed,0.4159246,win32: correctly catch missing wine exceptions (#1117),Bumps electron-osx-sign from 0.4.17 to 0.5.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
107,chore: fix question link title,0.422861,derefSymlinks option (#410),,0
108,Merge pull request #457 from floriangosse/master,0.5121895,derefSymlinks option (#410), chore(deps-dev): bump eslint-config-standard from 15.0.1 to 16.0.0  Bumps eslint-config-standard from 15.0.1 to 16.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com  refactor: suppress lint warnings  Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com Co-authored-by: Mark Lee electronjs@lazymalevolence.com,0
109,fix: add os.release() to host info,0.7938545,Host info shows OS release,Bumps eslint-config-standard from 14.1.1 to 15.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,1
110,'use strict' in all of the files (#351),0.5833709,  strict-ssl (#349),,0
111,Merge pull request #326 from electron-userland/appveyor-ci,0.5469229,Send the properly formatted options from the CLI to electron-osx-sign (#1047),Co-authored-by: Eddy Brown eddybrown@me.com Co-authored-by: Mark Lee malept@users.noreply.github.com,0
112,Use fs.pathExists instead of fs.exists,0.41162282,derefSymlinks option (#410),Bumps yargs-parser from 19.0.4 to 20.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
113,Merge pull request #1216 from electron/dependabot/npm_and_yarn/typedoc-0.20.20,0.6154133,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
114,Update asar/electron-download/fs-extra dependencies,0.59069484,default_app.asar is deleted during packaging (necessary when Electron ≥ 0.37.4 is used).,Bumps typedoc from 0.18.0 to 0.19.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
115,set asar and prune as boolean options. /cc #18,0.5463728,"Default the prune option to true (#235, #472)", chore(deps-dev): bump eslint-plugin-ava from 10.5.0 to 11.0.0  Bumps eslint-plugin-ava from 10.5.0 to 11.0.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com  test: fix lint warnings  Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com Co-authored-by: Mark Lee electronjs@lazymalevolence.com,0
116,Fix typo in NEWS,0.3596799,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",Bumps typescript from 3.9.7 to 4.0.2. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
117,use standard 5,0.53228337,[contributors] Update Standard (JavaScript coding standard) package to 5.4.x,,0
118,Update api.md,0.6011407,API documentation moved from readme.md to docs/api.md (#296),Bumps typedoc from 0.17.8 to 0.18.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
119,version-string hash added to update the windows executable resource,0.6667287,[win32] version-string.FileVersion and version-string.ProductVersion are replaced by,Bumps yargs-parser from 18.1.3 to 19.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
120,chore: lower the no-response days to 7,0.48498654,Chores,,0
121,fix(win32): handle missing wine64 binaries in addition to wine (#1083),0.7826582,win32: correctly catch missing wine exceptions (#1117),,1
122,Tests: increase codesign exec timeout,0.35476452,[CLI] Minimum Node version is enforced (#454),,0
123,asar test updated to assert unpack option,0.70341986,asar-unpack is removed in favor of asar.unpack,"3.10.0 contained a regression, see https://github.com/avajs/ava/issues/2535",1
124,Fix dir of getNameAndVersion for require package.json (#440),0.7283506,Clarify the error message when infer cannot find a package.json file (#1079),chore(deps-dev): bump tsd from 0.12.1 to 0.13.1,1
125,Fix eslint warnings,0.6475686,"Prepend all warning messages with ""WARNING:"" (#593)",,0
126,chore: upgrade electron-notarize to ^0.1.1,0.9267194,Upgrade electron-notarize to ^0.2.0 (#1069),,1
127,Enforce minimum Node version in CLI (#454),0.9792468,[CLI] Minimum Node version is enforced (#454),,1
128,More consts,0.3709077,[darwin/mas] Ensure CFBundleVersion and CFBundleShortVersionString are strings (#250),Bumps tsd from 0.12.1 to 0.13.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
