Index,Message,Description,Message Abstract,Description Abstract
17,"Label: allow different values of left, top, right and bottom for padding. (#8162)","  Allow left, top, right, and bottom padding values   Keep support for deprecated properties   handle deprecated properties   remove duplicate import   update doc and method name   add class name to logger message   Co-authored-by: Mirko Galimberti me@mirkogalimberti.com   fixes and minor refactoring   fix padding   fix valign center   fix halign center   fix valign   fix halign center with markup=True    Co-authored-by: Mirko Galimberti me@mirkogalimberti.com","Label: allow different values of left, top, right and bottom for padding. (#8162)","Allow left, top, right, and bottom padding values Keep support for deprecated properties handle deprecated properties remove duplicate import update doc and method name add class name to logger message Co-authored-by: Mirko Galimberti me@mirkogalimberti.com fixes and minor refactoring fix padding fix valign center fix halign center fix valign fix halign center with markup=True Co-authored-by: Mirko Galimberti me@mirkogalimberti.com"
18,Migrate allow_stretch and keep_ratio in widgets/examples by corresponding fit_mode (#8202),  remove deprecated properties   add comma ,Migrate allow_stretch and keep_ratio in widgets/examples by corresponding fit_mode (#8202),remove deprecated properties add comma
19,Config unicode support on Windows (#7942), Update config.py  On Windows platform without this it cannot write correctly unicode characters  Update config.py  fix unicode read for Windows platform  Update config.py,Config unicode support on Windows (#7942),Update config.py On Windows platform without this it cannot write correctly unicode characters Update config.py fix unicode read for Windows platform Update config.py
20,"Qwerty VKeyboard button fix( z, Q and W and ] )  (#7925)","  Qwerty VKeyboard button fix(z,Q and W and ]) on Linux   Update kivy/data/keyboards/qwerty.json    Co-authored-by: Mirko Galimberti me@mirkogalimberti.com","Qwerty VKeyboard button fix( z, Q and W and ] )  (#7925)","Qwerty VKeyboard button fix(z,Q and W and ]) on Linux Update kivy/data/keyboards/qwerty.json Co-authored-by: Mirko Galimberti me@mirkogalimberti.com"
21,New Feature: Allows to hide the taskbar icon (SDL2 window provider)  (#8142),  allow hide taskbar icon   flake8   require config migration   move logic into setup_window   fix typo ,New Feature: Allows to hide the taskbar icon (SDL2 window provider)  (#8142),allow hide taskbar icon flake8 require config migration move logic into setup_window fix typo
22,Line/SmoothLine - ellipse: Handle the number of segments to match Ellipse (#8187),,Line/SmoothLine - ellipse: Handle the number of segments to match Ellipse (#8187),
23,Makes Windows DPI aware of scale changes (#8058),  make dpi aware of scale changes   Resize on startup if there is any dpi change   remove workarounds and use SDL_HINT_WINDOWS_DPI_SCALING ,Makes Windows DPI aware of scale changes (#8058),make dpi aware of scale changes Resize on startup if there is any dpi change remove workarounds and use SDL_HINT_WINDOWS_DPI_SCALING
24,Line/SmoothLine: ellipse - Add close_mode feature to allow closing line through center of ellipse (#8163),  fix ellipse   add warning   remove management os minimum segments   refactoring to change from close_from_center to close_mode   update close_mode value ,Line/SmoothLine: ellipse - Add close_mode feature to allow closing line through center of ellipse (#8163),fix ellipse add warning remove management os minimum segments refactoring to change from close_from_center to close_mode update close_mode value
25,Image: add fit_mode feature (#8169),  add fill_mode   remove redundant code   update docs   fix flake8 error and doc   update options name and docs   use stencil instructions instead of getting texture region   update docs and refactoring ,Image: add fit_mode feature (#8169),add fill_mode remove redundant code update docs fix flake8 error and doc update options name and docs use stencil instructions instead of getting texture region update docs and refactoring
26,"Revert ""Detect High DPI on Linux Desktop"" (#8184)",,"Revert ""Detect High DPI on Linux Desktop"" (#8184)",
27,Merge pull request #8181 from kivy/doc/grammar_tweaks,:book: Grammar tweaks to focus docstrings,Merge pull request #8181 from kivy/doc/grammar_tweaks,:book: Grammar tweaks to focus docstrings
28,Docs: Fixes a typo (issue #7838) (#8183),,Docs: Fixes a typo (issue #7838) (#8183),
29,distutils module is deprecated and slated for removal in 3.12 (#8070),,distutils module is deprecated and slated for removal in 3.12 (#8070),
30,:books: Fix typo,,:books: Fix typo,
31,Make VideoFFPy work with RTSP streams. (#8171),"  Make VideoFFPy work with RTSP streams.   Remove superfluous loop waiting for metadata from ffpyplayer. This already happens above when checking src_pix_fmt.   src_pix_fmt is reported as bytes from ffpyplayer   Remove preventing seek on streams, stream may or may not provide seeking.   Check src_pix_fmt for both bytes and str in VideoFFPy._next_frame_run.   Comment the purpose of VideoFFPy._is_stream ",Make VideoFFPy work with RTSP streams. (#8171),"Make VideoFFPy work with RTSP streams. Remove superfluous loop waiting for metadata from ffpyplayer. This already happens above when checking src_pix_fmt. src_pix_fmt is reported as bytes from ffpyplayer Remove preventing seek on streams, stream may or may not provide seeking. Check src_pix_fmt for both bytes and str in VideoFFPy._next_frame_run. Comment the purpose of VideoFFPy._is_stream"
32,:book: Grammar tweaks to focus,,:book: Grammar tweaks to focus,
33,Add svg rotation transform support (#8170), Add svg rotation transform support  Fixes #8166 - ChatGPT wrote the matrix transformations. I merely fixed type and import errors and verified the code works.   Adding some simple screenshot-based Svg tests   Simplify rotated example svg   Clean up unnecessary lines ,Add svg rotation transform support (#8170),Add svg rotation transform support Fixes #8166 - ChatGPT wrote the matrix transformations. I merely fixed type and import errors and verified the code works. Adding some simple screenshot-based Svg tests Simplify rotated example svg Clean up unnecessary lines
34,Allow control how many lines to scroll at once using the mouse wheel on TextInput (#7626),  [WIP] Allows scrolling more than one line using the mouse scroll wheel   code to scroll lines based on lines_to_scroll property   fix pep   typo   fix tests and update doc   Update test_uix_textinput.py ,Allow control how many lines to scroll at once using the mouse wheel on TextInput (#7626),[WIP] Allows scrolling more than one line using the mouse scroll wheel code to scroll lines based on lines_to_scroll property fix pep typo fix tests and update doc Update test_uix_textinput.py
35,Bump cython_max version to 0.29.33 (#8178),,Bump cython_max version to 0.29.33 (#8178),
36,Update Python supported versions (#8179),,Update Python supported versions (#8179),
37,Bump Windows dependencies via kivy_deps packages (#8176),,Bump Windows dependencies via kivy_deps packages (#8176),
38,Bump versions on tools/build_macos_dependencies.sh,,Bump versions on tools/build_macos_dependencies.sh,
39,Bump versions on tools/build_linux_dependencies.sh,,Bump versions on tools/build_linux_dependencies.sh,
40,Update Copyright and LICENSE dates (#8175),,Update Copyright and LICENSE dates (#8175),
41,Ellipse: Handle the number of segments and avoid division by zero (#8164),"  handle the number of segments, avoid division by zero   add warning, update segment calculation   Update kivy/graphics/vertex_instructions.pyx   Co-authored-by: Mirko Galimberti me@mirkogalimberti.com  update docs   Co-authored-by: Mirko Galimberti me@mirkogalimberti.com",Ellipse: Handle the number of segments and avoid division by zero (#8164),"handle the number of segments, avoid division by zero add warning, update segment calculation Update kivy/graphics/vertex_instructions.pyx Co-authored-by: Mirko Galimberti me@mirkogalimberti.com update docs Co-authored-by: Mirko Galimberti me@mirkogalimberti.com"
42,"Line/SmoothLine: Fixes rendering issues related to corner radius and updates its order (rounded_rectangle) + add getter methods for rounded_rectangle, rectangle, ellipse, circle. (#7876)","  Fix for radius values large or equal to 0 in the rounded_rectangle   Internal segment control to avoid unwanted shapes.  Update resolution default value to 90. Corner_radius order changed to match RoundedRectangle radius property (clock-wise).  Avoid issues with smoothline if width or height < 2.0   Update doc, add unittests and minor tweaks   decrease the number of segments   Update doc, refactoring, allow larger radius value   Allows to get the generated shape   rounded_rectangle  rectangle ellipse  circle   update unittests   fixes issue related to number of segments   removing code no longer needed since my last commit   limit minimum resolution, refactoring   Minimum resolution keeps the figure renderable and avoids division by zero   removing unnecessary note, typo   Apply suggestions from code review   Co-authored-by: Gabriel Pettier gabriel.pettier@gmail.com   Update vertex_instructions_line.pxi   update docs    Co-authored-by: Gabriel Pettier gabriel.pettier@gmail.com","Line/SmoothLine: Fixes rendering issues related to corner radius and updates its order (rounded_rectangle) + add getter methods for rounded_rectangle, rectangle, ellipse, circle. (#7876)","Fix for radius values large or equal to 0 in the rounded_rectangle Internal segment control to avoid unwanted shapes. Update resolution default value to 90. Corner_radius order changed to match RoundedRectangle radius property (clock-wise). Avoid issues with smoothline if width or height < 2.0 Update doc, add unittests and minor tweaks decrease the number of segments Update doc, refactoring, allow larger radius value Allows to get the generated shape rounded_rectangle rectangle ellipse circle update unittests fixes issue related to number of segments removing code no longer needed since my last commit limit minimum resolution, refactoring Minimum resolution keeps the figure renderable and avoids division by zero removing unnecessary note, typo Apply suggestions from code review Co-authored-by: Gabriel Pettier gabriel.pettier@gmail.com Update vertex_instructions_line.pxi update docs Co-authored-by: Gabriel Pettier gabriel.pettier@gmail.com"
43,Added property for mouse draggable tab scrollbar to TabbedPanel (#8144),  Added property for mouse draggable tab scrollbar   Fix: W291 trailing whitespace   add versionadded 2.2.0 tag ,Added property for mouse draggable tab scrollbar to TabbedPanel (#8144),Added property for mouse draggable tab scrollbar Fix: W291 trailing whitespace add versionadded 2.2.0 tag
44,Fix memory access issue on iOS 16.2 for AVMetadata objects (#8146),,Fix memory access issue on iOS 16.2 for AVMetadata objects (#8146),
45,Use font_direction and font_script_name from sdl2_ttfi.,,Use font_direction and font_script_name from sdl2_ttfi.,
46,Merge pull request #8156 from misl6/fix/update-required-tools,,Merge pull request #8156 from misl6/fix/update-required-tools,
47,Merge pull request #8147 from jotoft/linux_highdpi_sdl2,,Merge pull request #8147 from jotoft/linux_highdpi_sdl2,
48,Add libxext-dev as a requirement for ubuntu build.,,Add libxext-dev as a requirement for ubuntu build.,
49,Merge pull request #8155 from misl6/fix/linux-dependencies-build-fail-early-and-docs,Dependencies build tool: exit immediately on fail and allows to debug easier,Merge pull request #8155 from misl6/fix/linux-dependencies-build-fail-early-and-docs,Dependencies build tool: exit immediately on fail and allows to debug easier
50,Use SDL_GetDisplayDPI as fallback method to get DPI,Use SDL_GetDisplayDPI to get the display DPI if no high DPI was detected using the method described in the warning for the SDL_GetDisplayDPI function (which is the current method for guessing the DPI). If the X server is configured with the DPI of the display then this GetDisplayDPI method returns the correct DPI on Linux.,Use SDL_GetDisplayDPI as fallback method to get DPI,Use SDL_GetDisplayDPI to get the display DPI if no high DPI was detected using the method described in the warning for the SDL_GetDisplayDPI function (which is the current method for guessing the DPI). If the X server is configured with the DPI of the display then this GetDisplayDPI method returns the correct DPI on Linux.
51,Scale metrics density for linux,"If higher than normal DPI is configured using KIVY_DPI or other means then the density of the screen is higher and this should be reflected in the density. This will make the density calculation on linux the same as Windows and macOS. Unit test change: Use almost equal in density property unit tests Since the density is a floating point number, the tests can fail if the calculated value is slightly rounded.",Scale metrics density for linux,"If higher than normal DPI is configured using KIVY_DPI or other means then the density of the screen is higher and this should be reflected in the density. This will make the density calculation on linux the same as Windows and macOS. Unit test change: Use almost equal in density property unit tests Since the density is a floating point number, the tests can fail if the calculated value is slightly rounded."
52,Correct the flake8 pre-commit URL (#8157),,Correct the flake8 pre-commit URL (#8157),
53,Docs: Update the Ubuntu prereq to build Kivy and its dependencies,,Docs: Update the Ubuntu prereq to build Kivy and its dependencies,
54,Dependencies build tool: exit immediately on fail and allow an easier debug,,Dependencies build tool: exit immediately on fail and allow an easier debug,
55,Use SDL_WINDOWEVENT_DISPLAY_CHANGED to notice about window moving to another display (which may have a different dpi value) (#7982),,Use SDL_WINDOWEVENT_DISPLAY_CHANGED to notice about window moving to another display (which may have a different dpi value) (#7982),
56,BoxShadow: Accept values for vertical and horizontal spread_radius (#8138),  Accept values for vertical and horizontal spread_radius   fix image   update docs ,BoxShadow: Accept values for vertical and horizontal spread_radius (#8138),Accept values for vertical and horizontal spread_radius fix image update docs
57,Adds always on top feature (#8076),,Adds always on top feature (#8076),
58,Improve docs about BoxShadow behavior and usage. (#8139),  update BoxShadow docs   update images ,Improve docs about BoxShadow behavior and usage. (#8139),update BoxShadow docs update images
59,Merge pull request #8096 from misl6/feat/build-dependencies,Introduce build script for SDL dependencies and KIVY_DEPS_ROOT,Merge pull request #8096 from misl6/feat/build-dependencies,Introduce build script for SDL dependencies and KIVY_DEPS_ROOT
60,BoxShadow: Add inset feature (#8132),  add inset feature   update docs   Refactor shadow calculation ,BoxShadow: Add inset feature (#8132),add inset feature update docs Refactor shadow calculation
61,Remove remaining nosetest settings in favor of pytest (#8129),,Remove remaining nosetest settings in favor of pytest (#8129),
62,Switch back to macos-latest instead of macos-11 (#8126),,Switch back to macos-latest instead of macos-11 (#8126),
63,Fix for changes of Splitter.strip_cls having no effect (#8109),  fix for Splitter.strip_cls not working in kvlang   adjusted uix.Splitter._strip reinstancing trigger   removed compat.string_types import in uix.Splitter ,Fix for changes of Splitter.strip_cls having no effect (#8109),fix for Splitter.strip_cls not working in kvlang adjusted uix.Splitter._strip reinstancing trigger removed compat.string_types import in uix.Splitter
64,GitHub Actions: Use current Python instead of hardcoded v3.9 (#8121),  [build wheel] GitHub Actions: Use current Python instead of hardcoded v3.9   Python 3.11 on apple-silicon-m1 ,GitHub Actions: Use current Python instead of hardcoded v3.9 (#8121),[build wheel] GitHub Actions: Use current Python instead of hardcoded v3.9 Python 3.11 on apple-silicon-m1
65,Build with libmodplug support,,Build with libmodplug support,
66,Add libtiff support on linux,,Add libtiff support on linux,
67,Simplify Animation._unregister (#8035),Use a more idiomatic way to remove an element from a set if the element is in the set.,Simplify Animation._unregister (#8035),Use a more idiomatic way to remove an element from a set if the element is in the set.
68,webp support on linux,,webp support on linux,
69,Upgrade more GitHub Actions versions (#8120),,Upgrade more GitHub Actions versions (#8120),
70,Update docs,,Update docs,
71,Upgrade GitHub Actions versions (#8117)," GitHub Actions: Fix unix unit test  SETUPTOOLS_ENABLE_FEATURES: ""legacy-editable""  Revert SETUPTOOLS_ENABLE_FEATURES: 'legacy-editable'  Co-authored-by: Mirko Galimberti me@mirkogalimberti.com  Co-authored-by: Mirko Galimberti me@mirkogalimberti.com",Upgrade GitHub Actions versions (#8117),"GitHub Actions: Fix unix unit test SETUPTOOLS_ENABLE_FEATURES: ""legacy-editable"" Revert SETUPTOOLS_ENABLE_FEATURES: 'legacy-editable' Co-authored-by: Mirko Galimberti me@mirkogalimberti.com Co-authored-by: Mirko Galimberti me@mirkogalimberti.com"
72,Merge pull request #7632 from Alspb/get_cursor_from_xy_fix,Fixed enormously large cursor_x returned by get_cursor_from_xy when touch is righter then the last symbol of the line.,Merge pull request #7632 from Alspb/get_cursor_from_xy_fix,Fixed enormously large cursor_x returned by get_cursor_from_xy when touch is righter then the last symbol of the line.
73,Fix BoxShadow shader crashing issue on Adreno GPUs (#8098),  update fix for Adreno GPU   add reference   remove workarounds   fix typo   Update boxshadow.pyx ,Fix BoxShadow shader crashing issue on Adreno GPUs (#8098),update fix for Adreno GPU add reference remove workarounds fix typo Update boxshadow.pyx
74,Merge pull request #8083 from misl6/feat/runtime-fullscreen-ios,Allow changing Window.fullscreen and Window.borderless options after setup on iOS,Merge pull request #8083 from misl6/feat/runtime-fullscreen-ios,Allow changing Window.fullscreen and Window.borderless options after setup on iOS
75,Add libxrender-dev for rpi build,,Add libxrender-dev for rpi build,
76,Update docs,,Update docs,
77,Introduces build scripts for sdl2 dependencies and KIVY_DEPS_ROOT,,Introduces build scripts for sdl2 dependencies and KIVY_DEPS_ROOT,
78,Install twine only when needed (#8099),,Install twine only when needed (#8099),
79,Add gstreamer1.0-plugins-good for autoaudiosink availability during tests (#8093),,Add gstreamer1.0-plugins-good for autoaudiosink availability during tests (#8093),
80,Add a warning about keyboard_suggestions usage on Android (#8089),,Add a warning about keyboard_suggestions usage on Android (#8089),
81,Add support sphinx 6.0.0 (#8088),,Add support sphinx 6.0.0 (#8088),
82,Switch from ubuntu-18.04 to ubuntu-latest as 18.04 runners will be removed on 2023-01-12 (#8084),  Switch from ubuntu-18.04 to ubuntu-latest as 18.04 runners will be removed on 2023-01-12   Fix a dependency bug ,Switch from ubuntu-18.04 to ubuntu-latest as 18.04 runners will be removed on 2023-01-12 (#8084),Switch from ubuntu-18.04 to ubuntu-latest as 18.04 runners will be removed on 2023-01-12 Fix a dependency bug
83,Add some documentation regarding fullscreen + borderless functionality on iOS,,Add some documentation regarding fullscreen + borderless functionality on iOS,
84,Disable unbind_create_window hack on iOS,,Disable unbind_create_window hack on iOS,
85,Make fullscreen configurable at runtime on iOS,,Make fullscreen configurable at runtime on iOS,
86,Add BoxShadow graphic instruction  (#8056),"  add BoxShadow instruction   update docs, fix shader for some devices   assign texture only on initialization   check initial attributes   change to tuple   refactoring   update docs   add unit tests ",Add BoxShadow graphic instruction  (#8056),"add BoxShadow instruction update docs, fix shader for some devices assign texture only on initialization check initial attributes change to tuple refactoring update docs add unit tests"
87,"Use find_spec, module_from_spec and exec_module instead of find_module and load_module since are deprecated. (#8062)",Co-authored-by: Mirko Galimberti me@mirkogalimberti,"Use find_spec, module_from_spec and exec_module instead of find_module and load_module since are deprecated. (#8062)",Co-authored-by: Mirko Galimberti me@mirkogalimberti
88,Add support for Python 3.11 (#8044),  Test on Python 3.11 (except Apple Silicon)   Add comment about gstreamer 0.4.0   Bump cython to 0.29.32 for 3.11 support.   Bump cibuildwheel to 2.11.2 and add config for 3.11   Co-authored-by: Matt Einhorn matt@einhorn.dev,Add support for Python 3.11 (#8044),Test on Python 3.11 (except Apple Silicon) Add comment about gstreamer 0.4.0 Bump cython to 0.29.32 for 3.11 support. Bump cibuildwheel to 2.11.2 and add config for 3.11 Co-authored-by: Matt Einhorn matt@einhorn.dev
89,Bump again SDL2 to 2.24.2 on Linux and macOS (#8050), Update osx_ci.sh  update SDL2 2.24.1  Update ubuntu_ci.sh  update SDL2 2.24.1  Update osx_ci.sh  update SDL version osx  Update ubuntu_ci.sh  update SDL version ubuntu,Bump again SDL2 to 2.24.2 on Linux and macOS (#8050),Update osx_ci.sh update SDL2 2.24.1 Update ubuntu_ci.sh update SDL2 2.24.1 Update osx_ci.sh update SDL version osx Update ubuntu_ci.sh update SDL version ubuntu
90,Update installation-osx.rst (#8041),Remove extraneous backticks.,Update installation-osx.rst (#8041),Remove extraneous backticks.
91,Bump SDL2 to 2.24.1 on Linux and macOS (#8043), Update osx_ci.sh  update SDL2 2.24.1  Update ubuntu_ci.sh  update SDL2 2.24.1,Bump SDL2 to 2.24.1 on Linux and macOS (#8043),Update osx_ci.sh update SDL2 2.24.1 Update ubuntu_ci.sh update SDL2 2.24.1
92,Use Platypus 5.4.1 (#8006),  Use Platypus 5.4   Update Platypus Version   Co-authored-by: Mirko Galimberti me@mirkogalimberti.com,Use Platypus 5.4.1 (#8006),Use Platypus 5.4 Update Platypus Version Co-authored-by: Mirko Galimberti me@mirkogalimberti.com
93,Link to buildozer installation instructions instead of duplicating them (#8039),,Link to buildozer installation instructions instead of duplicating them (#8039),
94,doc: Initial remarks on *BSD compatibility. (#8032),Signed-off-by: Tomasz 'CeDeROM' CEDRO tomek@cedro.info Signed-off-by: Tomasz 'CeDeROM' CEDRO tomek@cedro.info,doc: Initial remarks on *BSD compatibility. (#8032),Signed-off-by: Tomasz 'CeDeROM' CEDRO tomek@cedro.info Signed-off-by: Tomasz 'CeDeROM' CEDRO tomek@cedro.info
95,Fix backticks typo in pong tutorial (#8034),,Fix backticks typo in pong tutorial (#8034),
96,Typo : German Keyboard is QWERTZ (#8027),And upper G as in other files.,Typo : German Keyboard is QWERTZ (#8027),And upper G as in other files.
97,Typo : missing coma in the doc (#8026),,Typo : missing coma in the doc (#8026),
98,"Since ffpyplayer now ships cp310 and Apple Silicon compatible wheels, we can now switch back to full install (#7847)",,"Since ffpyplayer now ships cp310 and Apple Silicon compatible wheels, we can now switch back to full install (#7847)",
99,Release the GIL when performing SDL_GL_SwapWindow call. (#8025),,Release the GIL when performing SDL_GL_SwapWindow call. (#8025),
100,Reset is_space to 0 for each line (#7999),,Reset is_space to 0 for each line (#7999),
101,Use urlopen instead of build_opener when fetching files from 'internet'. Removes some PY2 compat. (#7994),,Use urlopen instead of build_opener when fetching files from 'internet'. Removes some PY2 compat. (#7994),
102,Use consistent source code notes in pong tutorial (#7929)," Highlight parenthetical expression with hyphens  The expression ""and source code files for each step"" was only partially in a parenthesis: there wasn't a closing comma after the word ""step"" to highlight that the expression was extra information in the sentence. This commit changes the punctuation around the parenthetical expression to use hyphpens to make it stand out more and adds the missing closing punctuation.  Add missing full stop at end of note sentence  Since this note is a sentence, it probably should have a full-stop at the end.  Mention source location consistently in pong tutorial  The two notes mentioning the source code location were formatted differently.  To be consistent, they both now use the same formatting.",Use consistent source code notes in pong tutorial (#7929),"Highlight parenthetical expression with hyphens The expression ""and source code files for each step"" was only partially in a parenthesis: there wasn't a closing comma after the word ""step"" to highlight that the expression was extra information in the sentence. This commit changes the punctuation around the parenthetical expression to use hyphpens to make it stand out more and adds the missing closing punctuation. Add missing full stop at end of note sentence Since this note is a sentence, it probably should have a full-stop at the end. Mention source location consistently in pong tutorial The two notes mentioning the source code location were formatted differently.  To be consistent, they both now use the same formatting."
103,Purge trailing whitespace in docs source files (#7930),"Trailing whitespace is forbidden in source code for this project (implemented as part of the PEP8 checks), however the documentation source files contained trailing whitespace.  It seemed appropriate to remove trailing whitespace in the documentation source files as well.",Purge trailing whitespace in docs source files (#7930),"Trailing whitespace is forbidden in source code for this project (implemented as part of the PEP8 checks), however the documentation source files contained trailing whitespace.  It seemed appropriate to remove trailing whitespace in the documentation source files as well."
104,Update builder.py (#8021),,Update builder.py (#8021),
105,Android Lifecycle convergence (#7989)," Android pause on back key/gesture  Replaces previous divergence between Android and Kivy state machines.  Android exit app when on_pause returns False  Corrects previous behavior where Kivy app stops, but Android does not stop.  stop() - set Android state  Let Kivy app state follow Android state.   Add pause()   typo   Disambiguate   It is unclear it ""default case"" refers to existence of a return statement, or existence of a method.   add versionadded   pep8   pep8   pep8   Update kivy/app.py   Co-authored-by: Mirko Galimberti me@mirkogalimberti.com  Update app.py  Co-authored-by: Mirko Galimberti me@mirkogalimberti.com",Android Lifecycle convergence (#7989),"Android pause on back key/gesture Replaces previous divergence between Android and Kivy state machines. Android exit app when on_pause returns False Corrects previous behavior where Kivy app stops, but Android does not stop. stop() - set Android state Let Kivy app state follow Android state. Add pause() typo Disambiguate It is unclear it ""default case"" refers to existence of a return statement, or existence of a method. add versionadded pep8 pep8 pep8 Update kivy/app.py Co-authored-by: Mirko Galimberti me@mirkogalimberti.com Update app.py Co-authored-by: Mirko Galimberti me@mirkogalimberti.com"
106,Bump kivy_deps.sdl2 and kivy_deps.sdl2_dev to 0.5.0 (#8004),,Bump kivy_deps.sdl2 and kivy_deps.sdl2_dev to 0.5.0 (#8004),
107,Added support for KIVY_LOG_MODE (#7988)," Add support for KIVY_LOG_MODE  Including:  New unit tests Limiting some unit tests to some modes. Adding pytest markers to allow quick testing of relevant tests, without repeating unaffected tests. Removing KIVY_LOG_MODE=TEST which has been subsumed by PYTHON mode. Added an xfail test for another Issue while I am here.  Documentation additions.   Mention environment variable control of the logger in the config description.   Mute Config-file driven log level changes   When in PYTHON mode, the Config file's ability to change levels should be muted.   Fixed items identified in Review #1.   Typo in documentation   Co-authored-by: Mirko Galimberti me@mirkogalimberti.com  Suppress coverage report until end.  Co-authored-by: Mirko Galimberti me@mirkogalimberti.com",Added support for KIVY_LOG_MODE (#7988),"Add support for KIVY_LOG_MODE Including: New unit tests Limiting some unit tests to some modes. Adding pytest markers to allow quick testing of relevant tests, without repeating unaffected tests. Removing KIVY_LOG_MODE=TEST which has been subsumed by PYTHON mode. Added an xfail test for another Issue while I am here. Documentation additions. Mention environment variable control of the logger in the config description. Mute Config-file driven log level changes When in PYTHON mode, the Config file's ability to change levels should be muted. Fixed items identified in Review #1. Typo in documentation Co-authored-by: Mirko Galimberti me@mirkogalimberti.com Suppress coverage report until end. Co-authored-by: Mirko Galimberti me@mirkogalimberti.com"
108,"Bump SDL2, SDL2_image, SDL2_mixer, SDL2_ttf versions to latest stable release (#7974)",,"Bump SDL2, SDL2_image, SDL2_mixer, SDL2_ttf versions to latest stable release (#7974)",
109,Fix source typo in test_uix_bubbles.py (#7987),Changed assertTestBubbleLayoutWithPredifinedArrowPos() to assertTestBubbleLayoutWithPredefinedArrowPos(),Fix source typo in test_uix_bubbles.py (#7987),Changed assertTestBubbleLayoutWithPredifinedArrowPos() to assertTestBubbleLayoutWithPredefinedArrowPos()
110,7978: Don't monkey-patch logging.root (#7979)," Move logging handler installation code into a function.  Also, move color terminal detection into its own function to reduce local complexity.   Move handlers to root level, instead of monkey patching.   Add blank lines.   Flake8 fixes   Use kivy.utils.platform   Its algorithm is more exhaustive than a simple env var check.",7978: Don't monkey-patch logging.root (#7979),"Move logging handler installation code into a function. Also, move color terminal detection into its own function to reduce local complexity. Move handlers to root level, instead of monkey patching. Add blank lines. Flake8 fixes Use kivy.utils.platform Its algorithm is more exhaustive than a simple env var check."
111,Handle non-strings in logs. (#7985),"LogRecords may contain non-string messages (not just non-string args) that aren't converted to strings until the last moment (to save expensive effort if the log message is never emitted). Bug introduced with Colored/UncoloredLogRecords did not convert to str before replacing colour markings (if any). str() added. Unit tests added (used to fail, now pass)",Handle non-strings in logs. (#7985),"LogRecords may contain non-string messages (not just non-string args) that aren't converted to strings until the last moment (to save expensive effort if the log message is never emitted). Bug introduced with Colored/UncoloredLogRecords did not convert to str before replacing colour markings (if any). str() added. Unit tests added (used to fail, now pass)"
112,Better comments and light clean up of stderr handling. (#7975),,Better comments and light clean up of stderr handling. (#7975),
