Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
54,doc: fixed numbering in sources/installation/installation-windows.rst,0.6955725,[#6750]: Doc: Update packaging-windows.rst,,0
55,Merge pull request #4550 from kivy/fix_4353,0.6395232,[#6485]: Doc: Fix KIVY_EVENTLOOP doc,,0
56,graphics/texture: remove enable/disable call for GL_TEXTURE_2D. We got a glGetError on a pure opengles 2 device (invalid enum).,0.60860395,[#6844]: Graphics: Use GLES context when ES2 is forced,fix for Splitter.strip_cls not working in kvlang adjusted uix.Splitter._strip reinstancing trigger removed compat.string_types import in uix.Splitter,0
57,Fix touch and keyboard helper methods.,0.64488256,[#7231]: Keyboard: Add keyboard suggestions and fix input type on android,[build wheel] GitHub Actions: Use current Python instead of hardcoded v3.9 Python 3.11 on apple-silicon-m1,0
58,faq: add informations about the exact python version supported,0.58595014,Currently supported Python versions are 3.7-3.10,,0
59,examples:Showcase fix higherchy navigation.,0.57704526,[#6252]: Attempt to fix nested scrollviews,,0
60,Vkeyboard: Request Android keyboard only if vkeyboard isn't enabled.,0.622015,[#7231]: Keyboard: Add keyboard suggestions and fix input type on android,Use a more idiomatic way to remove an element from a set if the element is in the set.,0
61,Merge pull request #4551 from user5061/patch-3,0.5372957,58b9685da: @triggered: add cancel method,,0
62,Moved the initial set of arranged_objects to come after the associated callback is bound.,0.48121467,[#7691]: MotionEvent: Fix keeping of the previous normalized position,,0
63,doc: grammar tweaks to kivy/core/video/init.py,0.7997967,3d243629f: Doc: petty grammar tweaks to kicy/core/window/init.py,,1
64,Add VariableListProperty to properties.pxd,0.6856259,[#6917]: ColorProperty: Re-add ColorProperty to all list in properties.pyx module,"GitHub Actions: Fix unix unit test SETUPTOOLS_ENABLE_FEATURES: ""legacy-editable"" Revert SETUPTOOLS_ENABLE_FEATURES: 'legacy-editable' Co-authored-by: Mirko Galimberti me@mirkogalimberti.com Co-authored-by: Mirko Galimberti me@mirkogalimberti.com",0
65,bump to 1.1.2-dev,0.8110239,[#7822]: Bump to 2.1.0rc3,Fixed enormously large cursor_x returned by get_cursor_from_xy when touch is righter then the last symbol of the line.,1
66,Re-implements the Bubble widget.,0.74093705,Bubble,update fix for Adreno GPU add reference remove workarounds fix typo Update boxshadow.pyx,1
67,scrollview: fix initial mousewheel scrolling. closes #645,0.8554486,[#7196]: ScrollView: fix jumping to bottom when using scrollwheel.,Allow changing Window.fullscreen and Window.borderless options after setup on iOS,1
68,"core/window: implement a new dropfile event, currently used only on macosx.",0.64081025,[#7793]: WindowBase|WindowSDL: Add drop position for all on_drop_xxx events,,0
69,Use aliases (where defined) for well known types (-Wpedantic :d ),0.47403657,[#5841]: fix issues with disabled aliasproperty,,0
70,Add _version.py and move updating version metadata to the CI. [build wheel],0.86878955,[#7083]: Core: Add _version.py and move updating version metadata to the CI,,1
71,"py3: import configparser or ConfigParser, depending 3.3 or 2.7.",0.6221951,[#5833]: Docs: Add note about not yet available py3.7 packages,,0
72,pep8 fixes for kivy/uix/bubble.py,0.72083735,[#6681]: CI: Switch to flake8 and fix PEP8 issues,,1
73,long overdue update to the kv syntax highlight for vim,0.9538032,fa01246c8: long overdue update to the kv syntax highlight for vim,,1
74,Merge pull request #2964 from merriam/merriam_branch_22,0.50449824,58b9685da: @triggered: add cancel method,,0
75,add layout examples to showcase,0.600414,Pagelayout,Switch from ubuntu-18.04 to ubuntu-latest as 18.04 runners will be removed on 2023-01-12 Fix a dependency bug,0
76,Move apostrophe,0.4408989,Spelling,,0
77,screenmanager: fix shader-based transition when they are not used in fullscreen. Now it works perfectly even when used in a specific pos/size.,0.6687368,5370: Fix all ScreenManagers sharing the same transition,,0
78,Add libxrender-dev for rpi build,0.6179335,[#6061]: Fix rpi instructions,,0
79,:sparkles: Siplify assertion,0.4684218,[#7488]: FocusBehavior: Fix assumption that modifiers is always a set.,"add BoxShadow instruction update docs, fix shader for some devices assign texture only on initialization check initial attributes change to tuple refactoring update docs add unit tests",0
80,Merge pull request #3170 from kivy/core_clipboard,0.53826904,5763: Add kivy/core/window/window_info.c to .gitignore,Co-authored-by: Mirko Galimberti me@mirkogalimberti,0
81,Merge pull request #1240 from Zen-CODE/guide/packaging-iso.rst,0.5236125,5167: Add support for RST replace,Test on Python 3.11 (except Apple Silicon) Add comment about gstreamer 0.4.0 Bump cython to 0.29.32 for 3.11 support. Bump cibuildwheel to 2.11.2 and add config for 3.11 Co-authored-by: Matt Einhorn matt@einhorn.dev,0
82,doc fixes,0.88148904,Docs,Update osx_ci.sh update SDL2 2.24.1 Update ubuntu_ci.sh update SDL2 2.24.1 Update osx_ci.sh update SDL version osx Update ubuntu_ci.sh update SDL version ubuntu,1
83,Docs: FAQ,0.8714861,Docs,Remove extraneous backticks.,1
84,Update Fullscreen doc,0.6094541,[#5910]: Versioned docs,Update osx_ci.sh update SDL2 2.24.1 Update ubuntu_ci.sh update SDL2 2.24.1,0
85,"gstplayer: fix audio/video volume handling, as setting only once in load() doesnt work after stop(). Closes #2125",0.65208673,[#6246]: Disabled set_volume() in core.video.ffpyplayer play() function. Fix for #6210,Use Platypus 5.4 Update Platypus Version Co-authored-by: Mirko Galimberti me@mirkogalimberti.com,0
86,Fix for problem: Height of a DropDown List (once opened) is not properly updated after window resize to smaller heights.,0.616329,"[#6179]: window: fix multiple resize sent, and always sent the GL size, never …",,0
87,clock: add @mainthread decorator,0.80123395,061891ce1: Add decorator for Clock.create_trigger(),Signed-off-by: Tomasz 'CeDeROM' CEDRO tomek@cedro.info Signed-off-by: Tomasz 'CeDeROM' CEDRO tomek@cedro.info,1
88,Merge pull request #4197 from kivy/ti_focus_disabled,0.58018064,[#6485]: Doc: Fix KIVY_EVENTLOOP doc,,0
89,only add filling if there is a fill color (not None),0.5754427,[#7021]: ColorProperty: Use ColorProperty for remaining color properites,And upper G as in other files.,0
90,update documentation generation,0.6744033,[#7625]: Update line number references in documentation,,0
91,doc:added link for programming guide example,0.61380893,d054d5665: Add -- to --use-path option in documentation,,0
92,Merge pull request #3134 from rastogiachyut/scale_origin,0.5074518,5362: Raspbian stretch egl library fix,,0
93,Merge pull request #2980 from merriam/merriam_branch_35,0.4881144,58b9685da: @triggered: add cancel method,,0
94,Docs: Fix errors in build,0.7286872,[#5971]: fix doc generation,,1
95,pep8 fixes in test_vector,0.7499845,[#5858]: Fixed PEP8 in Pong examples,"Highlight parenthetical expression with hyphens The expression ""and source code files for each step"" was only partially in a parenthesis: there wasn't a closing comma after the word ""step"" to highlight that the expression was extra information in the sentence. This commit changes the punctuation around the parenthetical expression to use hyphpens to make it stand out more and adds the missing closing punctuation. Add missing full stop at end of note sentence Since this note is a sentence, it probably should have a full-stop at the end. Mention source location consistently in pong tutorial The two notes mentioning the source code location were formatted differently.  To be consistent, they both now use the same formatting.",1
96,temporary force python3.9 use in the ci (#7674),0.9804885,[#7674]: temporary force python3.9 use in the ci,"Trailing whitespace is forbidden in source code for this project (implemented as part of the PEP8 checks), however the documentation source files contained trailing whitespace.  It seemed appropriate to remove trailing whitespace in the documentation source files as well.",1
97,Fix VideoPlayer state inaccurate after eos,0.7928462,[#7520]: Video: Fixed handling eos after unloading,,1
98,Added comments in the SelectableListsAdapter test.,0.6121397,See the selector documentation for more details.,"Android pause on back key/gesture Replaces previous divergence between Android and Kivy state machines. Android exit app when on_pause returns False Corrects previous behavior where Kivy app stops, but Android does not stop. stop() - set Android state Let Kivy app state follow Android state. Add pause() typo Disambiguate It is unclear it ""default case"" refers to existence of a return statement, or existence of a method. add versionadded pep8 pep8 pep8 Update kivy/app.py Co-authored-by: Mirko Galimberti me@mirkogalimberti.com Update app.py Co-authored-by: Mirko Galimberti me@mirkogalimberti.com",0
99,Fix unicode issues where python internally converts unicode to bytes.,0.7170779,[#7451]: Docs: Fix Type Error when creating bytes from array in Python 3,,1
100,doc: fix generation,0.8984836,[#5971]: fix doc generation,"Add support for KIVY_LOG_MODE Including: New unit tests Limiting some unit tests to some modes. Adding pytest markers to allow quick testing of relevant tests, without repeating unaffected tests. Removing KIVY_LOG_MODE=TEST which has been subsumed by PYTHON mode. Added an xfail test for another Issue while I am here. Documentation additions. Mention environment variable control of the logger in the config description. Mute Config-file driven log level changes When in PYTHON mode, the Config file's ability to change levels should be muted. Fixed items identified in Review #1. Typo in documentation Co-authored-by: Mirko Galimberti me@mirkogalimberti.com Suppress coverage report until end. Co-authored-by: Mirko Galimberti me@mirkogalimberti.com",1
101,sync (no tested),0.54744726,[#6578]: Window: Revert swap forced sync (#4219) as it causes performance issue,,0
102,Remove unused old function.,0.61712956,[#5968]: Listview and all its associated modules has finally be removed in favor of RecycleView.,Changed assertTestBubbleLayoutWithPredifinedArrowPos() to assertTestBubbleLayoutWithPredefinedArrowPos(),0
103,Merge pull request #6778 from Lauszus/pi4_docs,0.5311669,[#6969]: Doc: Fix docs for on_dropfile,"Move logging handler installation code into a function. Also, move color terminal detection into its own function to reduce local complexity. Move handlers to root level, instead of monkey patching. Add blank lines. Flake8 fixes Use kivy.utils.platform Its algorithm is more exhaustive than a simple env var check.",0
104,"fix lang documentation of Dynamic Classes, order and synthax",0.48484635,Lang,"LogRecords may contain non-string messages (not just non-string args) that aren't converted to strings until the last moment (to save expensive effort if the log message is never emitted). Bug introduced with Colored/UncoloredLogRecords did not convert to str before replacing colour markings (if any). str() added. Unit tests added (used to fail, now pass)",0
105,Fix PEP8 issues in kivy/utils.py,0.7881812,[#7147]: PEP8: Fix PEP8 issues,,1
106,widget: prefer hasattr instead of try/catch which is a little bit faster,0.591342,[#7424]: Properties: Speed up bare widget creation (3X) and property dispatching/setting.,"Ellipse: update param types in docs Ellipse parameters angle_start and angle_end are now called as float in docs instead of int Ellipse: change default param to floats For additional clarity, change angle_start and angle_end default values to floats (0.0, 360.0)",0
107,Merge pull request #3 from kivy-garden/dessant-patch-2,0.51384985,[#6485]: Doc: Fix KIVY_EVENTLOOP doc,Support KivyLogMode for logging testing Also: Remove unused imports. Remove Python 2 only code Run through Black to canonicalize formatting Undo formatting changes Undo black.,0
108,Fixed repeated added. references #2087,0.7225573,[#7625]: Update line number references in documentation,,1
109,"ignore audio_sdl2.c, generated by cython",0.60901415,[#7102]: Audio: Added loop functionality for SoundAndroidPlayer,"Found via codespell -q 3 -S ./doc/sources/changelog.rst -L als,ba,childrens,childs,co-ordinate,co-ordinates,datas,enew,everytime,inout,iself,quitted,tesselate,tesselated,tesselator,ths",0
110,Benchmark - use range under py3,0.78301144,[#7292]: Benchmarks: Add benchmarks option measurements to pytest,,1
111,doc: temporary prevent the menu scrolling.,0.6778239,[#7129]: TabbedPanel: Stop tab buttons from scrolling around,,0
112,doc: Added intro doc to kivy.base,0.75727606,[#7179]: Docs: Switch to staging docs on kivy-website-docs,"Refactor ColoredFormatter Removed old formatter and support code. Added 3 LogRecord shims, new formatter, new unit tests for above and a unit test that used to fail to confirm bugs have been fixed. PEP8 fixes Match project-style. PEP8 fixes (I can't run black on these files without making the review too hard.) PEP8 Fixes Note to self: Do a black refactor of key files so I don't get stuck in this loop again.",1
113,typos,0.63699114,5600: Fixed one letter documentation typo (in example),"fix(UrlRequest): Add ""on_finish"" and add alternative implementation Added ""on_finish"" callback to URlRequest, it fires always when the request is done Added alternative implementation for UrlRequest based on REQUESTS lib It have also implemented ""on_finish"" and ""auth"" params for easy BASICAUTH handling Refactored tests of new implementation to be mocked by RESPONSES, so we dont need real network to test nor we dont ping real servers during tests Made selectable implementations of URLlib and Requests. Urllib is still default implementation Refactored baseclass to be used with ""plugins"" fix docs and add ""implementation"" in config There was missing docs in some places Minor ""unused variables"" fixes Add ""implementation"" key to config.network",0
114,Docs: Update Cython version information for v1.10.1 (#5809),0.85938597,[#5777]: Update Cython to 0.28.3,,1
115,Syncing packaging files for Debian/Ubuntu for 1.9.0,0.60324216,0cc3a9812: Update debian installation doc,,0
116,Fixing bind() example (wrong event signature),0.5484288,[#7830]: EventManager: Fix typo in module doc,Addresses #7957 One unit test that shows no regression. One unit test that used to fail and now passes to show issue is addressed.,0
117,"sdl2: fix indexed png not beeing converted, due to an issue in SDL_ConvertSurface (returning unknown pixel format). Uses SDL_ConvertSurfaceFormat instead.",0.76992404,[#6142]: Fixes SDL2 image loading (jpg),Fixes some E275 - assert is a keyword Fix E501,1
118,animation: update animation documentation to include easing methods documentation + image for each animation easing func.,0.60327125,[#7209]: Animation: Allow canceling all animated widgets,,0
119,Merge branch 'master' of link into rebind2,0.5052084,"2ad58a9a0: Doc: cleanup, added doc strign for RecycleLayout to make linkable",The hint at the end of the pong tutorial associated with making the game end after a certain score was missing its closing parenthesis.,0
120,trigger build,0.5357981,[#6938]: Doc: trigger_action warning / documentation updates,"While reading through the pong tutorial code, I noticed that of should have been off in code comments.  This commit fixes the issue.",0
121,colorpicker: reduced spacing and row height,0.689077,Colorpicker,,0
122,graphics: add void return for build(),0.5915645,a432e0d73: Let BoxLayout.add_widget use the canvas argument,,0
123,Added with_previous property to ActionPrevious,0.59547114,[#5781]: Add 'on_pre_open' and 'on_pre_dismiss' events to ModalView,,0
124,Merge pull request #1132 from rogererens/patch-1,0.516846,[#6012]: Fix HIDMotionEvent log formatting,Fix TextInputCutCopyPaste widget,0
125,stencilinstruction: add the possibility to configure the stencil glop code,0.6760806,1aa431539: Fix stencil's documentation,,0
126,fix invalid glGetIntegerv argument. closes #463,0.63449925,[#5999]: : Fixes KIVY_GL_DEBUG=1,Re-implements the Bubble widget.,0
127,bugfix ProgressBarContainer.kv,0.5883695,67fb972ee: Doc: refinements to actionbar.py,Updates documentation: - Adds further documentation - More details about 'versionadded' and 'versionchanged' Little improvement/fix (found during update of the documentation): - Update the arrow image size information on arrow_image change.,0
128,Update audio_pygame.py,0.5987353,[#6461]: Audio: Fix playing audio streams from ffpyplayer,,0
129,Added new effects and fixed existing ones,0.57869345,Highlighted changes:,"The textinput uses a Bubble for ""cut"", ""copy"", ""paste"" functionality. Three example scripts and kv files contained the Bubble widget. Signed-off-by: AnthonyZimmermann anthony.zimmermann@protonmail.com",0
130,Merge pull request #3699 from ngoonee/patch-5,0.50004333,58b9685da: @triggered: add cancel method,"Core functionality tests: - Rendering - Add/remove content - Error handling if two child widgets are added to the Bubble - Test BubbleContent, BubbleButton Arrow positioning and Bubble sizing: - parameterized tests for predefined arrow_pos arrow positioning (12   tests) - parameterized tests for flexible flex_arrow_pos arrow positioing (40   tests) Signed-off-by: AnthonyZimmermann anthony.zimmermann@protonmail.com",0
131,MotionEvent: Fix keeping of the previous normalized position (#7691),0.99375683,[#7691]: MotionEvent: Fix keeping of the previous normalized position,"The old Bubble widget design was complicated and used a GridLayout with multiple dummy widgets solely to get an arrow placed as desired. Multiple magic numbers like 99 columns or 99 rows were undocumented and unintuitive. Probably some of these numbers even add unnecessary limitations to the Bubble widget. The Bubble widget was fused with the 'BubbleContent' which by design makes the Bubble widget feel very unflexible. Sizing the Bubble according to the content was unintuitive if not even impossible for some cases and the arrow positioning was relying on magic numbers as well. Lastly, the old implementation lacked test coverage with very few tests that did not even cover the core logic of the widget. The new implementation reduces the core logic (formerly ""on_arrow_pos"", ~100 lines of code) to ~30 lines plus a well documented lookup structure without magic but intuitive values. Furthermore, it adds proper inline documentation for maintainers. Furthermore, completely flexible arrow positioning was implemented and allows free positioning of the arrow to all sides of the content by selecting a (relative) position on the Bubble widget border. The BubbleContent widget is a seperate styled BoxLayout and the code and documentation makes clear that any other Widet or Layout can be placed as content. The background_color, border and border_auto_scale properties have been attached to the BubbleContent instead of the Bubble itself which removes the unnecessary connections between the Bubble itself and it's BubbleContent. Properties, that refer to multiple dimensions are cleanly integrated through ReferenceListProperties. The rework of the Bubble widget fixes the issue #4348 which had been opened in 2016 and remained unsolved. Minimal changes are necessary for existing applications using the Bubble widget: - A BubbleContent (can be any Layout or a single Widget) is added as only child   to the Bubble (similarly to the ActionBar/ActionView widgets). - The background_color, border and border_auto_scale properties have   been removed from the Bubble as they belong to the BubbleContent Signed-off-by: AnthonyZimmermann anthony.zimmermann@protonmail.com",1
132,Change EventObservers to use python lists/tuples instead of structs.,0.5285447,[#7445]: EventDispatcher: Rename method unregister_event_types to unregister_event_type,,0
133,Change padding order to match css padding.,0.43614638,[#7389]: Mouse: Fix mouse being offset by 2 pixels vertically,Update camera_avfoundation.pyx Update camera_avfoundation_implem.h Update camera_avfoundation_implem.m Update camera_avfoundation_implem.m Update camera_avfoundation_implem.m Update camera_avfoundation_implem.h Update camera_avfoundation.pyx Update camera_avfoundation_implem.m Update camera_avfoundation_implem.h Update camera_avfoundation.pyx Update camera_avfoundation_implem.m Update camera_avfoundation_implem.m,0
134,kvrun: press F5 to reload app,0.5054831,5487: Update codeinput.kv,,0
135,Merge pull request #1169 from bob-the-hamster/windows-user_data_dir-fix,0.50832456,"2ad58a9a0: Doc: cleanup, added doc strign for RecycleLayout to make linkable",Bump to 2.2.0.dev0,0
136,doc: revisions to uix/screenmanager.py (1),0.72140706,e029bed41: Doc: tweak to uix/spinner.py docs,,1
137,Merge commit '1.0.8' into android-support,0.5518993,"The new stable branch is now derived from the 2.0.0 tag. The oldest stable branch has been renamed to stable-1.11.1. If you still want to compile on android with this branch, use ""kivy==stable-1.11.1"" as requirement. We do not support previous versions, so if things doesn't work anymore due to changes in python-for-android, please take time to update your application.",,0
138,Merge pull request #5435 from inclement/android_module_import,0.5665639,5435: Changed Logger.error to Logger.warning on android import,,0
139,GL: Fix minimum GL version check,0.5880497,[#5969]: Fix version number and supports ARGB/BGRA,,0
140,fix style violation,0.67289853,[#5970]: fix styles from latests PR,,0
141,Add repeat-key function to the vkeyboard. Stay longer than 0.5s on a key and it will repeat itself until you let go of the key.,0.5148767,[#6879]: VKeyboard: Fix key_background_color property not used,,0
142,Updatd docs and tried to fix some rest syntax but it's not done.,0.6200825,[#7222]: Docs: minor typo fix in layout docs,,0
143,Fixed label.py title,0.60606706,[#7441]: Docs: Fix creating of docs of compoundselection.py,,0
144,scrollview: fix crash that can happen when dt is 0,0.74488264,[#6985]: ScrollView: Fix scrollview scroll/effect recursion,"VideoPlayer: Defer before the next frame the default thumbnail and annotations loading. Avoid on_ usage, reset thumbnail and add some tests Check if annotation is not empty and added a relevant test Fix typo",1
