Index,Message,Description,Message Abstract,Description Abstract
3742,Word update,"Just a little update - I guess Travis has changed its icon a bit. It's not a wrench icon, but a gear one.",Word update,"Just a little update - I guess Travis has changed its icon a bit. It's not a wrench icon, but a gear one."
3743,"Test case for issue #5192, where Jekyll.sanitized_path strips drive name on Windows incorrectly",,"Test case for issue #5192, where Jekyll.sanitized_path strips drive name on Windows incorrectly",
3744,"Test case for issue #5276, where Jekyll.sanitized_path strips base path incorrectly if file path has matching prefix",,"Test case for issue #5276, where Jekyll.sanitized_path strips base path incorrectly if file path has matching prefix",
3745,sassy update to match,,sassy update to match,
3746,replace liquid highlight tag with backticks,,replace liquid highlight tag with backticks,
3747,Update history to reflect merge of #5291 [ci skip],,Update history to reflect merge of #5291 [ci skip],
3748,Merge pull request #5291 from mertkahyaoglu/jekyll-admin-post,Merge pull request 5291,Merge pull request #5291 from mertkahyaoglu/jekyll-admin-post,Merge pull request 5291
3749,"Fix issue #5276, where path strips root destination dir if filename matches",,"Fix issue #5276, where path strips root destination dir if filename matches",
3750,Implement respond_to_missing? in Document,,Implement respond_to_missing? in Document,
3751,rubocop: reduce code complexity,,rubocop: reduce code complexity,
3752,Exclude Gemfile in _config.yml template,,Exclude Gemfile in _config.yml template,
3753,up timezone,,up timezone,
3754,up date,,up date,
3755,add post about jekyll admin initial release,,add post about jekyll admin initial release,
3756,Update history to reflect merge of #5286 [ci skip],,Update history to reflect merge of #5286 [ci skip],
3757,Merge pull request #5286 from DirtyF/issue-template,Merge pull request 5286,Merge pull request #5286 from DirtyF/issue-template,Merge pull request 5286
3758,Update history to reflect merge of #5287 [ci skip],,Update history to reflect merge of #5287 [ci skip],
3759,Merge pull request #5287 from ashmaroli/docs-fix,Merge pull request 5287,Merge pull request #5287 from ashmaroli/docs-fix,Merge pull request 5287
3760,update homepage to reflect merge of #5258,,update homepage to reflect merge of #5258,
3761,replace duplicate with local test [ci-skip],,replace duplicate with local test [ci-skip],
3762,"On the site documentation section, links to documentation items point to the ""jekyllrb.com"" website, this means that users testing changes might get confused because they will see the official external website instead of their local website upon clicking those links.",,"On the site documentation section, links to documentation items point to the ""jekyllrb.com"" website, this means that users testing changes might get confused because they will see the official external website instead of their local website upon clicking those links.",
3763,Update history to reflect merge of #5273 [ci skip],,Update history to reflect merge of #5273 [ci skip],
3764,Merge pull request #5273 from jekyll/affinity-teams-and-their-captains,Merge pull request 5273,Merge pull request #5273 from jekyll/affinity-teams-and-their-captains,Merge pull request 5273
3765,"The hook "":site, :post_render"" also provides a ""payload"", but the plugins documentation section of the official Jekyll site doesnt inform this.",,"The hook "":site, :post_render"" also provides a ""payload"", but the plugins documentation section of the official Jekyll site doesnt inform this.",
3766,Update history to reflect merge of #5279 [ci skip],,Update history to reflect merge of #5279 [ci skip],
3767,Merge pull request #5279 from DirtyF/document-profile-option,Merge pull request 5279,Merge pull request #5279 from DirtyF/document-profile-option,Merge pull request 5279
3768,document --profile option,,document --profile option,
3769,Update history to reflect merge of #5272 [ci skip],,Update history to reflect merge of #5272 [ci skip],
3770,Merge pull request #5272 from Anthony-Gaudino/site_install_command,Merge pull request 5272,Merge pull request #5272 from Anthony-Gaudino/site_install_command,Merge pull request 5272
3771,Update history to reflect merge of #5274 [ci skip],,Update history to reflect merge of #5274 [ci skip],
3772,Merge pull request #5274 from DirtyF/document-lsi,Merge pull request 5274,Merge pull request #5274 from DirtyF/document-lsi,Merge pull request 5274
3773,Link to latent semantic indexing on Wikipedia,,Link to latent semantic indexing on Wikipedia,
3774,docs: add affinity team captain docs,,docs: add affinity team captain docs,
3775,capital_H_dangit,,capital_H_dangit,
3776,Update history to reflect merge of #5271 [ci skip],,Update history to reflect merge of #5271 [ci skip],
3777,Merge pull request #5271 from cchorn/patch-2,Merge pull request 5271,Merge pull request #5271 from cchorn/patch-2,Merge pull request 5271
3778,Many of the gems installed bu just running bundle install are not necessary to test the Jekyll site. Changed the install command to avoid installing unecessary gems.,,Many of the gems installed bu just running bundle install are not necessary to test the Jekyll site. Changed the install command to avoid installing unecessary gems.,
3779,Update troubleshooting.md,update to include an error for a jekyll build related to issues ... https://github.com/jekyll/jekyll/issues/5267 https://github.com/jekyll/jekyll/issues/2938,Update troubleshooting.md,update to include an error for a jekyll build related to issues ... link link
3780,Rename filename to name,,Rename filename to name,
3781,Get static filename,,Get static filename,
3782,Update history to reflect merge of #5258 [ci skip],,Update history to reflect merge of #5258 [ci skip],
3783,Merge pull request #5258 from ebabel-eu/patch-1,Merge pull request 5258,Merge pull request #5258 from ebabel-eu/patch-1,Merge pull request 5258
3784,combined jekyll and bundler install in one line,,combined jekyll and bundler install in one line,
3785,Bundler isn't installed by default,The bundle command requires the bundler gem to have been installed before it's run.,Bundler isn't installed by default,The bundle command requires the bundler gem to have been installed before it's run.
3786,Proposed fix for #5192,Strip drive name only when necessary.,Proposed fix for #5192,Strip drive name only when necessary.
3787,Update history to reflect merge of #5249 [ci skip],,Update history to reflect merge of #5249 [ci skip],
3788,Merge pull request #5249 from crispgm/fix-theme-highlight,Merge pull request 5249,Merge pull request #5249 from crispgm/fix-theme-highlight,Merge pull request 5249
3789,Update history to reflect merge of #5244 [ci skip],,Update history to reflect merge of #5244 [ci skip],
3790,Merge pull request #5244 from mkasberg/master,Merge pull request 5244,Merge pull request #5244 from mkasberg/master,Merge pull request 5244
3791,Update history to reflect merge of #5254 [ci skip],,Update history to reflect merge of #5254 [ci skip],
3792,Merge pull request #5254 from pmarsceill/fix-logo-stretch,Merge pull request 5254,Merge pull request #5254 from pmarsceill/fix-logo-stretch,Merge pull request 5254
3793,Maintain aspect ratio with height: auto;,,Maintain aspect ratio with height: auto;,
3794,Update history to reflect merge of #5239 [ci skip],,Update history to reflect merge of #5239 [ci skip],
3795,Merge pull request #5239 from ashmaroli/colorize-embed,Merge pull request 5239,Merge pull request #5239 from ashmaroli/colorize-embed,Merge pull request 5239
3796,colorize interpolated text in Jekyll.logger.info,,colorize interpolated text in Jekyll.logger.info,
3797,Fix #5233: Increase our ability to detect Windows.,"This increases our ability to detect Windows, and to detect Windows+Bash.  It also adds a message to Windows for users who try to ""--watch"", also noting to to them to check out the Windows ticket so eventually somebody pings us if this issue is fixed. /cc @TAGraves",Fix #5233: Increase our ability to detect Windows.,"This increases our ability to detect Windows, and to detect Windows+Bash.  It also adds a message to Windows for users who try to ""--watch"", also noting to to them to check out the Windows ticket so eventually somebody pings us if this issue is fixed. /cc @TAGraves"
3798,Fix theme highlight,,Fix theme highlight,
3799,Fix a link in deployment-methods.md,"The link to the scp deploy script was broken - it appears someone changed the link text and did not update the matching link text in the markdown footer. Because the script is really simple, and the script originally linked includes some unnecessary scss commands, let's just inline the script.",Fix a link in deployment-methods.md,"The link to the scp deploy script was broken - it appears someone changed the link text and did not update the matching link text in the markdown footer. Because the script is really simple, and the script originally linked includes some unnecessary scss commands, let's just inline the script."
3800,Update history to reflect merge of #5221 [ci skip],,Update history to reflect merge of #5221 [ci skip],
3801,Merge pull request #5221 from ashmaroli/mod-travis,Merge pull request 5221,Merge pull request #5221 from ashmaroli/mod-travis,Merge pull request 5221
3802,Update history to reflect merge of #5222 [ci skip],,Update history to reflect merge of #5222 [ci skip],
3803,Merge pull request #5222 from stkent/patch-1,Merge pull request 5222,Merge pull request #5222 from stkent/patch-1,Merge pull request 5222
3804,Update history to reflect merge of #5226 [ci skip],,Update history to reflect merge of #5226 [ci skip],
3805,Merge pull request #5226 from gerardorn/patch-1,Merge pull request 5226,Merge pull request #5226 from gerardorn/patch-1,Merge pull request 5226
3806,fixed typo,,fixed typo,
3807,Add link to Staticman,"This PR adds a link to Staticman, a free and open source platform to insert user-generated into a Jekyll site by converting entries to data files and pushing them to the repository where the site lives.",Add link to Staticman,"This PR adds a link to Staticman, a free and open source platform to insert user-generated into a Jekyll site by converting entries to data files and pushing them to the repository where the site lives."
3808,Add missing comma,,Add missing comma,
3809,update rubies in travis,,update rubies in travis,
3810,That should be jruby-9.1.2.0.,,That should be jruby-9.1.2.0.,
3811,Fix bad  colon in .travis.yml,,Fix bad  colon in .travis.yml,
3812,Cleanup .travis.yml so it can be updated more cleanly.,Use shared values in YAML so that only certain pieces of .travis.yml need to be updated in order to update Ruby versions.  Things should cascade so that if people send a pull request they can update just RVM field.,Cleanup .travis.yml so it can be updated more cleanly.,Use shared values in YAML so that only certain pieces of .travis.yml need to be updated in order to update Ruby versions.  Things should cascade so that if people send a pull request they can update just RVM field.
3813,Update history to reflect merge of #5214 [ci skip],,Update history to reflect merge of #5214 [ci skip],
3814,Merge pull request #5214 from DirtyF/fix-5213,Merge pull request 5214,Merge pull request #5214 from DirtyF/fix-5213,Merge pull request 5214
3815,Remove mention of page for link tag,fix #5213,Remove mention of page for link tag,fix #5213
3816,Update history to reflect merge of #5167 [ci skip],,Update history to reflect merge of #5167 [ci skip],
3817,Merge pull request #5167 from Crunch09/plugin_manager_tests,Merge pull request 5167,Merge pull request #5167 from Crunch09/plugin_manager_tests,Merge pull request 5167
3818,Site#configure_theme: warn in case the 'theme' config is not a string,,Site#configure_theme: warn in case the 'theme' config is not a string,
3819,update require_gems test,,update require_gems test,
3820,Update history to reflect merge of #5182,[ci skip],Update history to reflect merge of #5182,[ci skip]
3821,Merge branch 'DirtyF-doc-link-tag', DirtyF-doc-link-tag:   templates.md: {% link %} tag only accepts collection documents   add more link tag usage examples   [docs] link tag example for a post   [docs] Document link Liquid tag,Merge branch 'DirtyF-doc-link-tag',DirtyF-doc-link-tag:   templates.md: {% link %} tag only accepts collection documents   add more link tag usage examples   [docs] link tag example for a post   [docs] Document link Liquid tag
3822,templates.md: {% link %} tag only accepts collection documents,Remove examples of pages/static file links until it's released. 5182 #5199,templates.md: {% link %} tag only accepts collection documents,Remove examples of pages/static file links until it's released. 5182 #5199
3823,"replace assert false, ... with refute",,"replace assert false, ... with refute",
3824,Update history to reflect merge of #5205 [ci skip],,Update history to reflect merge of #5205 [ci skip],
3825,Merge pull request #5205 from DirtyF/document-new-theme,Merge pull request 5205,Merge pull request #5205 from DirtyF/document-new-theme,Merge pull request 5205
3826,Run hooks in priority order.,"Low priority hooks are being run before higher priority hooks. This is easy to demonstrate with the following plugin: 1.upto(10).each do |n|   Jekyll::Hooks.register :site, :after_reset, priority: Jekyll::Hooks::PRIORITY_MAP[:low] do     puts ""Low #{n}""   end   Jekyll::Hooks.register :site, :after_reset, priority: Jekyll::Hooks::PRIORITY_MAP[:normal] do     puts ""Normal #{n}""   end   Jekyll::Hooks.register :site, :after_reset, priority: Jekyll::Hooks::PRIORITY_MAP[:high] do     puts ""High #{n}""   end end  Sorting by the negative of the priority and then by the order the hook was added does the right thing.",Run hooks in priority order.,"Low priority hooks are being run before higher priority hooks. This is easy to demonstrate with the following plugin: 1.upto(10).each do |n|   Jekyll::Hooks.register :site, :after_reset, priority: Jekyll::Hooks::PRIORITY_MAP[:low] do     puts ""Low #{n}""   end   Jekyll::Hooks.register :site, :after_reset, priority: Jekyll::Hooks::PRIORITY_MAP[:normal] do     puts ""Normal #{n}""   end   Jekyll::Hooks.register :site, :after_reset, priority: Jekyll::Hooks::PRIORITY_MAP[:high] do     puts ""High #{n}""   end end Sorting by the negative of the priority and then by the order the hook was added does the right thing."
3827,Update history to reflect merge of #5183 [ci skip],,Update history to reflect merge of #5183 [ci skip],
3828,Merge pull request #5183 from nhoizey/patch-1,Merge pull request 5183,Merge pull request #5183 from nhoizey/patch-1,Merge pull request 5183
3829,Update history to reflect merge of #5196 [ci skip],,Update history to reflect merge of #5196 [ci skip],
3830,Merge pull request #5196 from jekyll/site-template-jekyll-feed,Merge pull request 5196,Merge pull request #5196 from jekyll/site-template-jekyll-feed,Merge pull request 5196
3831,fix hightlight tag,,fix hightlight tag,
3832,Documentation : new-theme command,,Documentation : new-theme command,
3833,Fixes link tag to work with static files,,Fixes link tag to work with static files,
3834,Fixes tests to account for new info.md file,,Fixes tests to account for new info.md file,
3835,add more link tag usage examples,,add more link tag usage examples,
3836,Adds ability to link to all files,Fixes request made in #4624 and bug found in #5182,Adds ability to link to all files,Fixes request made in #4624 and bug found in #5182
3837,Update history to reflect merge of #5190 [ci skip],,Update history to reflect merge of #5190 [ci skip],
3838,Merge pull request #5190 from shingo-nakanishi/master,Merge pull request 5190,Merge pull request #5190 from shingo-nakanishi/master,Merge pull request 5190
3839,Update history to reflect merge of #5194 [ci skip],,Update history to reflect merge of #5194 [ci skip],
3840,Merge pull request #5194 from nhoizey/patch-2,Merge pull request 5194,Merge pull request #5194 from nhoizey/patch-2,Merge pull request 5194
3841,use jekyll-feed for default site RSS feed,,use jekyll-feed for default site RSS feed,
3842,Fix path in the prompt,,Fix path in the prompt,
3843,need subcommand build,"simply run the jekyll shows A subcommand is required.  jekyll 3.2.1 -- Jekyll is a blog-aware, static site generator in Ruby  need subcommand build",need subcommand build,"simply run the jekyll shows A subcommand is required.  jekyll 3.2.1 -- Jekyll is a blog-aware, static site generator in Ruby  need subcommand build"
3844,Update history to reflect merge of #5180 [ci skip],,Update history to reflect merge of #5180 [ci skip],
3845,Merge pull request #5180 from XhmikosR/patch-1,Merge pull request 5180,Merge pull request #5180 from XhmikosR/patch-1,Merge pull request 5180
3846,Update history to reflect merge of #5185 [ci skip],,Update history to reflect merge of #5185 [ci skip],
3847,Merge pull request #5185 from crispgm/doc-for-filters,Merge pull request 5185,Merge pull request #5185 from crispgm/doc-for-filters,Merge pull request 5185
3848,Site#configure_theme: do not set theme unless it's a string,"Some previous ad-hoc 'themes' used this configuration option to store a hash of values. In that case, we should simply pretend we have no theme.",Site#configure_theme: do not set theme unless it's a string,"Some previous ad-hoc 'themes' used this configuration option to store a hash of values. In that case, we should simply pretend we have no theme."
3849,Release :gem: 3.2.1,,Release :gem: 3.2.1,
3850,Merge pull request #5187 from jekyll/release-3-2-1,Site updates for v3.2.1,Merge pull request #5187 from jekyll/release-3-2-1,Site updates for v3.2.1
3851,New site/latest_version.txt,,New site/latest_version.txt,
3852,Do not generate the site in verbose mode.,,Do not generate the site in verbose mode.,
3853,Gemfile: Be looser about jekyll plugin versions.,,Gemfile: Be looser about jekyll plugin versions.,
3854,Add release post for 3.2.1 & update History & version,,Add release post for 3.2.1 & update History & version,
3855,Update history to reflect merge of #5188 [ci skip],,Update history to reflect merge of #5188 [ci skip],
3856,Merge pull request #5188 from jekyll/default-site-read-from-local,Merge pull request 5188,Merge pull request #5188 from jekyll/default-site-read-from-local,Merge pull request 5188
3857,script/default-site: read Jekyll source from local clone,"If you bump the version in the repo, then it all goes haywire.",script/default-site: read Jekyll source from local clone,"If you bump the version in the repo, then it all goes haywire."
3858,[docs] link tag example for a post, put link tag before post_url example of link to a post with link tag,[docs] link tag example for a post,put link tag before post_url example of link to a post with link tag
3859,Gemfile: specify x64_mingw for the optional deps.,,Gemfile: specify x64_mingw for the optional deps.,
3860,Update appveyor.yml., rename variables add default-site target remove fast_finish in order to match Travis CI behavior run cucumber tests only on the latest Ruby,Update appveyor.yml.,rename variables add default-site target remove fast_finish in order to match Travis CI behavior run cucumber tests only on the latest Ruby
3861,Fix inspect,,Fix inspect,
3862,Document for to_integer and inspect filters,,Document for to_integer and inspect filters,
3863,Add the Jekyll Cloudinary plugin,,Add the Jekyll Cloudinary plugin,
3864,[docs] Document link Liquid tag,,[docs] Document link Liquid tag,
3865,Update history to reflect merge of #5178 [ci skip],,Update history to reflect merge of #5178 [ci skip],
3866,Merge pull request #5178 from jekyll/default-site-specify-gemfile,Merge pull request 5178,Merge pull request #5178 from jekyll/default-site-specify-gemfile,Merge pull request 5178
3867,script/default-site: specify BUNDLE_GEMFILE for new site,,script/default-site: specify BUNDLE_GEMFILE for new site,
3868,Update history to reflect merge of #5168 [ci skip],,Update history to reflect merge of #5168 [ci skip],
3869,Merge pull request #5168 from jekyll/change-quickstart,Merge pull request 5168,Merge pull request #5168 from jekyll/change-quickstart,Merge pull request 5168
3870,Update history to reflect merge of #5164 [ci skip],,Update history to reflect merge of #5164 [ci skip],
3871,Merge pull request #5164 from jekyll/fix-windows-error,Merge pull request 5164,Merge pull request #5164 from jekyll/fix-windows-error,Merge pull request 5164
3872,Merge pull request #5169 from DirtyF/change-quickstart,Merge pull request 5169,Merge pull request #5169 from DirtyF/change-quickstart,Merge pull request 5169
3873,Update history to reflect merge of #5169 [ci skip],,Update history to reflect merge of #5169 [ci skip],
3874,Update history to reflect merge of #5154 [ci skip],,Update history to reflect merge of #5154 [ci skip],
3875,Merge pull request #5154 from jekyll/build-the-site,Merge pull request 5154,Merge pull request #5154 from jekyll/build-the-site,Merge pull request 5154
3876,"Run the CI, please.",,"Run the CI, please.",
3877,Merge branch 'master' into build-the-site, master:   Update history to reflect merge of #5156 [ci skip]   Update history to reflect merge of #5177 [ci skip]   Update history to reflect merge of #5173 [ci skip]   Minor updates and corrections   Future True on GitHub Pages note   resolve theme root before sanitizing   dont double sanitize theme folder paths,Merge branch 'master' into build-the-site,master:   Update history to reflect merge of #5156 [ci skip]   Update history to reflect merge of #5177 [ci skip]   Update history to reflect merge of #5173 [ci skip]   Minor updates and corrections   Future True on GitHub Pages note   resolve theme root before sanitizing   dont double sanitize theme folder paths
3878,Merge branch 'master' into build-the-site," master:   Update history to reflect merge of #5152 [ci skip]   Missing trailing |   Update history to reflect merge of #5158 [ci skip]   Also include LICENSE and README   note that themes have been released   Update history to reflect merge of #5143 [ci skip]   Update history to reflect merge of #5150 [ci skip]   Revert ""Readability: lib/jekyll/static_file.rb.""   include theme directories in default gemspec   [site] enable excerpts   Centre align text and use nav styles on helpful links.   Puns FTW   Add helpful links and minor alignment tweak.   Create error template that has no main nav or footer.   Use more generic wording.   sitemap: false so that the error page is not indexed   Initial 404 page",Merge branch 'master' into build-the-site,"master:   Update history to reflect merge of #5152 [ci skip]   Missing trailing |   Update history to reflect merge of #5158 [ci skip]   Also include LICENSE and README   note that themes have been released   Update history to reflect merge of #5143 [ci skip]   Update history to reflect merge of #5150 [ci skip]   Revert ""Readability: lib/jekyll/static_file.rb.""   include theme directories in default gemspec   [site] enable excerpts   Centre align text and use nav styles on helpful links.   Puns FTW   Add helpful links and minor alignment tweak.   Create error template that has no main nav or footer.   Use more generic wording.   sitemap: false so that the error page is not indexed   Initial 404 page"
3879,Update history to reflect merge of #5156 [ci skip],,Update history to reflect merge of #5156 [ci skip],
3880,Merge pull request #5156 from jekyll/theme-source-fix,Merge pull request 5156,Merge pull request #5156 from jekyll/theme-source-fix,Merge pull request 5156
3881,Update history to reflect merge of #5177 [ci skip],,Update history to reflect merge of #5177 [ci skip],
3882,Merge pull request #5177 from gep13/patch-1,Merge pull request 5177,Merge pull request #5177 from gep13/patch-1,Merge pull request 5177
3883,script/default-site: give debug output,,script/default-site: give debug output,
3884,Update history to reflect merge of #5173 [ci skip],,Update history to reflect merge of #5173 [ci skip],
3885,Merge pull request #5173 from danayel/patch-1,Merge pull request 5173,Merge pull request #5173 from danayel/patch-1,Merge pull request 5173
3886,Minor updates and corrections, Corrected highlighting on multi-line sections Replace cinst with choco install for consistency,Minor updates and corrections,Corrected highlighting on multi-line sections Replace cinst with choco install for consistency
3887,Only build default site once,,Only build default site once,
3888,Future True on GitHub Pages note,,Future True on GitHub Pages note,
3889,update instructions to require bundler,,update instructions to require bundler,
3890,docs/quickstart: update instructions to require bundler,"With gem-based themes being bundled in the new site via the Gemfile, we should ask folks to use Bundler wherever possible. This should lead to more successful installations and getting the base site setup properly. The only trouble this introduces is it puts a dependency on Bundler. That said, I'm totally fine with requiring everyone use Bundler for this site. How could we best install bundler in these instructions? /cc @jekyll/documentation",docs/quickstart: update instructions to require bundler,"With gem-based themes being bundled in the new site via the Gemfile, we should ask folks to use Bundler wherever possible. This should lead to more successful installations and getting the base site setup properly. The only trouble this introduces is it puts a dependency on Bundler. That said, I'm totally fine with requiring everyone use Bundler for this site. How could we best install bundler in these instructions? /cc @jekyll/documentation"
3891,add missing tests,,add missing tests,
3892,migrate existing tests to should syntax,,migrate existing tests to should syntax,
3893,Layout: set relative_path without using Pathname,"Presently, on a Windows machine, you get an ArgumentError on Windows:  Generating...  C:/Ruby23-x64/lib/ruby/2.3.0/pathname.rb:520:in relative_path_from':     different prefix: ""/"" and ""C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/minima-1.0.1"" (ArgumentError)     from C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/jekyll-3.2.0/lib/jekyll/layout.rb:61:inrelative_path'     from C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/jekyll-3.2.0/lib/jekyll/renderer.rb:161:in place_in_layouts'     from C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/jekyll-3.2.0/lib/jekyll/renderer.rb:71:inrun' This doesn't affect filesystems which do not use drive names.",Layout: set relative_path without using Pathname,"Presently, on a Windows machine, you get an ArgumentError on Windows:  Generating... C:/Ruby23-x64/lib/ruby/2.3.0/pathname.rb:520:in relative_path_from':     different prefix: ""/"" and ""C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/minima-1.0.1"" (ArgumentError)     from C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/jekyll-3.2.0/lib/jekyll/layout.rb:61:inrelative_path'     from C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/jekyll-3.2.0/lib/jekyll/renderer.rb:161:in place_in_layouts'     from C:/Ruby23-x64/lib/ruby/gems/2.3.0/gems/jekyll-3.2.0/lib/jekyll/renderer.rb:71:inrun' This doesn't affect filesystems which do not use drive names."
3894,Update history to reflect merge of #5152 [ci skip],,Update history to reflect merge of #5152 [ci skip],
3895,Merge pull request #5152 from jekyll/theme-dir-regex-fix,Merge pull request 5152,Merge pull request #5152 from jekyll/theme-dir-regex-fix,Merge pull request 5152
3896,Missing trailing |,,Missing trailing |,
3897,Update history to reflect merge of #5158 [ci skip],,Update history to reflect merge of #5158 [ci skip],
3898,Merge pull request #5158 from jekyll/release-the-themes,Merge pull request 5158,Merge pull request #5158 from jekyll/release-the-themes,Merge pull request 5158
3899,Also include LICENSE and README,,Also include LICENSE and README,
3900,note that themes have been released,,note that themes have been released,
3901,resolve theme root before sanitizing,,resolve theme root before sanitizing,
3902,Update history to reflect merge of #5143 [ci skip],,Update history to reflect merge of #5143 [ci skip],
3903,Merge pull request #5143 from adampetrie/jekyllrb-404,Merge pull request 5143,Merge pull request #5143 from adampetrie/jekyllrb-404,Merge pull request 5143
3904,Update history to reflect merge of #5150 [ci skip],,Update history to reflect merge of #5150 [ci skip],
3905,Merge pull request #5150 from jekyll/add-excerpts,Merge pull request 5150,Merge pull request #5150 from jekyll/add-excerpts,Merge pull request 5150
3906,dont double sanitize theme folder paths,,dont double sanitize theme folder paths,
3907,bundle install before running bundle exec,,bundle install before running bundle exec,
3908,"Revert ""Readability: lib/jekyll/static_file.rb.""",This reverts commit 26f1ea24871c545fe53bbcc313dbc5d437d46915.,"Revert ""Readability: lib/jekyll/static_file.rb.""",This reverts commit 26f1ea24871c545fe53bbcc313dbc5d437d46915.
3909,add default site test to travis,,add default site test to travis,
3910,add test to build the default site,,add test to build the default site,
3911,include theme directories in default gemspec,,include theme directories in default gemspec,
3912,[site] enable excerpts,,[site] enable excerpts,
3913,Readability: lib/jekyll/static_file.rb.,,Readability: lib/jekyll/static_file.rb.,
3914,New latest version for Jekyll.,,New latest version for Jekyll.,
3915,Release :gem: 3.2.0,,Release :gem: 3.2.0,
3916,Release :gem: 3.2.0,,Release :gem: 3.2.0,
3917,Release :gem: 3.2.0,,Release :gem: 3.2.0,
3918,Merge pull request #5140 from jekyll/3.2.0-release-post,3.2.0 release post,Merge pull request #5140 from jekyll/3.2.0-release-post,3.2.0 release post
3919,Merge pull request #5141 from jekyll/remove-example-from-theme,ThemeBuilder: Remove example site from theme,Merge pull request #5141 from jekyll/remove-example-from-theme,ThemeBuilder: Remove example site from theme
3920,3.2.0 release post: remove duplicate contributor,,3.2.0 release post: remove duplicate contributor,
3921,Centre align text and use nav styles on helpful links.,,Centre align text and use nav styles on helpful links.,
3922,Puns FTW,,Puns FTW,
3923,Add helpful links and minor alignment tweak.,,Add helpful links and minor alignment tweak.,
3924,Create error template that has no main nav or footer.,,Create error template that has no main nav or footer.,
3925,Use more generic wording.,,Use more generic wording.,
3926,sitemap: false so that the error page is not indexed,,sitemap: false so that the error page is not indexed,
3927,Initial 404 page,,Initial 404 page,
3928,Remove mention of rake preview for theme README.,,Remove mention of rake preview for theme README.,
3929,ThemeBuilder: do not create example site & Rakefile,They're unnecessary -- the theme is a Jekyll site. Just use jekyll build.,ThemeBuilder: do not create example site & Rakefile,They're unnecessary -- the theme is a Jekyll site. Just use jekyll build.
3930,Remove DirtyF from 3.2.0 contributors list due to duplication,,Remove DirtyF from 3.2.0 contributors list due to duplication,
3931,site template: update link to jglovier/jekyll-new to jekyll/minima,,site template: update link to jglovier/jekyll-new to jekyll/minima,
3932,Update History to reflect release of v3.2.0,,Update History to reflect release of v3.2.0,
3933,Added post: v3.2.0 Released,,Added post: v3.2.0 Released,
3934,Backport #5138 to .github/CONTRIBUTING.markdown,,Backport #5138 to .github/CONTRIBUTING.markdown,
3935,Update history to reflect merge of #5138 [ci skip],,Update history to reflect merge of #5138 [ci skip],
3936,Merge pull request #5138 from chrisfinazzo/note-about-fmt,Merge pull request 5138,Merge pull request #5138 from chrisfinazzo/note-about-fmt,Merge pull request 5138
3937,Update history to reflect merge of #5139 [ci skip],,Update history to reflect merge of #5139 [ci skip],
3938,Merge pull request #5139 from cdubz/patch-1,Merge pull request 5139,Merge pull request #5139 from cdubz/patch-1,Merge pull request 5139
3939,Removed confusing word repetition.,"Deleted both instances of ""yourself"" in the first sentence under ""Self-managed web server"".",Removed confusing word repetition.,"Deleted both instances of ""yourself"" in the first sentence under ""Self-managed web server""."
3940,"script/fmt: prefix rubocop version with ""Rubocop""",This makes it obvious what those mysterious numbers are.,"script/fmt: prefix rubocop version with ""Rubocop""",This makes it obvious what those mysterious numbers are.
3941,"script/cibuild: if no TEST_SUITE is defined, run fmt, test, cucumber",/cc #5136,"script/cibuild: if no TEST_SUITE is defined, run fmt, test, cucumber",/cc #5136
3942,Update history to reflect merge of #5137 [ci skip],,Update history to reflect merge of #5137 [ci skip],
3943,Merge pull request #5137 from jekyll/pull/fixes-for-rubocop-0-42,Merge pull request 5137,Merge pull request #5137 from jekyll/pull/fixes-for-rubocop-0-42,Merge pull request 5137
3944,Add a note about script/fmt,,Add a note about script/fmt,
3945,Style fixes for Rubocop 0.42.0," var == 0 becomes var.zero? when defining method_missing, also define respond_to_missing?",Style fixes for Rubocop 0.42.0,"var == 0 becomes var.zero? when defining method_missing, also define respond_to_missing?"
3946,Update history to reflect merge of #5135 [ci skip],,Update history to reflect merge of #5135 [ci skip],
3947,Merge pull request #5135 from chrisfinazzo/baseurl-subcommand,Merge pull request 5135,Merge pull request #5135 from chrisfinazzo/baseurl-subcommand,Merge pull request 5135
3948,Update history to reflect merge of #4860 [ci skip],,Update history to reflect merge of #4860 [ci skip],
3949,Merge pull request #4860 from pathawks/pr/where_exp,Merge pull request 4860,Merge pull request #4860 from pathawks/pr/where_exp,Merge pull request 4860
3950,Update history to reflect merge of #5127 [ci skip],,Update history to reflect merge of #5127 [ci skip],
3951,Merge pull request #5127 from ayastreb/date-filter-fix,Merge pull request 5127,Merge pull request #5127 from ayastreb/date-filter-fix,Merge pull request 5127
3952,Update history to reflect merge of #5129 [ci skip],,Update history to reflect merge of #5129 [ci skip],
3953,Merge pull request #5129 from stevecheckoway/display-liquid-warnings,Merge pull request 5129,Merge pull request #5129 from stevecheckoway/display-liquid-warnings,Merge pull request 5129
3954,Update history to reflect merge of #5131 [ci skip],,Update history to reflect merge of #5131 [ci skip],
