Index,Message,Description,Message Abstract,Description Abstract
1,[Oxide] Add built-in @import processing support (#11239)," run PostCSS relative to test file  The PostCSS from was always set to the tests/util/run file with the current test name as a query param to make it unique. However, that results in issues with relative file paths because they are now relative to this file instead of the actual test file. Luckily, expect.getState() exposes the testPath value that points to the current test file itself.   add built in @import processing   additional features such that you can use @tailwind and @config   directives before the @import at rule which isn't normally allowed.   However ""@tailwind"" in a way is an @import and @config in a way is   a @charset which can be used before the @import at rule.   drop partial normalizeTailwindDirectives when in the Oxide engine   This will now be handled by Tailwind from a higher level, so the core doesn't have to worry about normalizing this anymore since it will always be normalized right now.   add handleImportAtRules to CLI   update changelog   scope import processing to the oxide engine   update Changelog   use direct comparison   We don't need the startsWith check anymore because the contents of the comment will be the actual value we expect.",[Oxide] Add built-in @import processing support (#11239),"run PostCSS relative to test file The PostCSS from was always set to the tests/util/run file with the current test name as a query param to make it unique. However, that results in issues with relative file paths because they are now relative to this file instead of the actual test file. Luckily, expect.getState() exposes the testPath value that points to the current test file itself. add built in @import processing additional features such that you can use @tailwind and @config   directives before the @import at rule which isn't normally allowed.   However ""@tailwind"" in a way is an @import and @config in a way is   a @charset which can be used before the @import at rule. drop partial normalizeTailwindDirectives when in the Oxide engine This will now be handled by Tailwind from a higher level, so the core doesn't have to worry about normalizing this anymore since it will always be normalized right now. add handleImportAtRules to CLI update changelog scope import processing to the oxide engine update Changelog use direct comparison We don't need the startsWith check anymore because the contents of the comment will be the actual value we expect."
2,[Oxide] Ensure generated tailwind.config.js file is formatted properly (#11221)," ensure beginning \n is not removed  The \s regex includes newlines \n, but we only want leading spaces to be removed.  update changelog",[Oxide] Ensure generated tailwind.config.js file is formatted properly (#11221),"ensure beginning \n is not removed The \s regex includes newlines \n, but we only want leading spaces to be removed. update changelog"
3,add missing ^ to package-lock.json,,add missing ^ to package-lock.json,
4,update CHANGELOG,,update CHANGELOG,
5,[Oxide] Automatic content detection (#11173),"  resolve all existing content paths   pin @napi-rs/cli   WIP: Log all resolved content files/globs   only filter out raw changed content in non-auto mode   skip parseCandidateFiles cache in auto mode   improve algorithm of detecting content paths   Files in the root should be listed statically instead of using globs.  Files and folders in special known direct child folders should be    listed statically instead of using globs (e.g.: public). This is    because these special folders are often used to store generated AND    source files at the same time. Using globs could trigger infinite    loops because we are watching and acting upon dist files. All file extensions found in the project, should be used in the globs    in addition to a known set of extensions.  Direct folders seen from the root, can use the glob syntax    <root>/src/**/*.{...known-extensions}   inline wanted-extensions   Not 100% convinced yet, but seems cleaner so far.   ensure writing an file also makes the parent folder(s)   add integration tests for the auto content feature   add pnpm and bun lock files   Revert ""inline wanted-extensions""   This reverts commit 879c1248524e84216125f4a24e0160b40736333a.   sort binary-extensions and add lockb   sort + add lock to ignored extensions   drop yarn.lock, because lock extensions are already covered   group template extensions   This will make it a bit easier to organize in the future.   drop empty lines and commented lines from template-extensions   skip the config path when resolving template files   The config file will automatically trigger a rebuild when this file is changed. However, this should not be part of the template files because that could cause additional css that's not being used.   make auto content the default in the oxide engine   In the oxide engine, the default content: [] will be dropped from   the default configuration (config.simple.js, config.full.js).   If you have content: [] or content: { files: [] } then the auto   content feature won't be active. However if those arrays are empty a   warning will still be shown. Adding files/globs or dropping the   content section completely will enable auto content.   only test the auto content integration test in the oxide engine   set content.files to auto instead of using auto: boolean   This way we don't run into the issue where the config.content.files is set and the config.content.auto is set to true.   drop log   ensure we validate the config in the CLI   show experimental warning for automatic content detection   use cached version of the getCandidateFiles instead of bypassing it   use is_empty() shorthand   Thanks, Clippy!   add test to ensure nested ignored folders are not scanned   add tempfile for tests   add auto content tests in Rust   refactor auto content detection   This will also make sure that if we have (deeply) nested ignored folders, then we won't use deeply nested globs (/.{js,html}) for the parent(s) of the nested ignored folders but instead use a shallow glob for each directory (/*.{js,html}). Then each sibling directory of the parent can use deeply nested globs again except for the direct parent.   use consistent comments   ensure ignored static listed files are not present   improve performance by ~30x   On a big test project this goes from ~6s to ~200ms  improve performance by ~5x  We started with a ~6s duration Then in the previous commit, we improved it by ~30x and it went down to ~200ms Now with this change, it takes about ~40ms. That's another ~5x improvement. Or in total a ~150x improvement.   ensure nested folders in public/ are also explicitly listed   add shortcut for normalizing files   This is only called once so won't do anything to the main performance of Tailwind CSS. But always nice to make small performance improvements!   run Rust tests in CI   fix lint warnings   update changelog   Update CHANGELOG.md    Co-authored-by: Robin Malfait malfait.robin@gmail.com",[Oxide] Automatic content detection (#11173),"resolve all existing content paths pin @napi-rs/cli WIP: Log all resolved content files/globs only filter out raw changed content in non-auto mode skip parseCandidateFiles cache in auto mode improve algorithm of detecting content paths Files in the root should be listed statically instead of using globs. Files and folders in special known direct child folders should be    listed statically instead of using globs (e.g.: public). This is    because these special folders are often used to store generated AND    source files at the same time. Using globs could trigger infinite    loops because we are watching and acting upon dist files. All file extensions found in the project, should be used in the globs    in addition to a known set of extensions. Direct folders seen from the root, can use the glob syntax    /src/*/.{...known-extensions} inline wanted-extensions Not 100% convinced yet, but seems cleaner so far. ensure writing an file also makes the parent folder(s) add integration tests for the auto content feature add pnpm and bun lock files Revert ""inline wanted-extensions"" This reverts commit 879c1248524e84216125f4a24e0160b40736333a. sort binary-extensions and add lockb sort + add lock to ignored extensions drop yarn.lock, because lock extensions are already covered group template extensions This will make it a bit easier to organize in the future. drop empty lines and commented lines from template-extensions skip the config path when resolving template files The config file will automatically trigger a rebuild when this file is changed. However, this should not be part of the template files because that could cause additional css that's not being used. make auto content the default in the oxide engine In the oxide engine, the default content: [] will be dropped from   the default configuration (config.simple.js, config.full.js). If you have content: [] or content: { files: [] } then the auto   content feature won't be active. However if those arrays are empty a   warning will still be shown. Adding files/globs or dropping the   content section completely will enable auto content. only test the auto content integration test in the oxide engine set content.files to auto instead of using auto: boolean This way we don't run into the issue where the config.content.files is set and the config.content.auto is set to true. drop log ensure we validate the config in the CLI show experimental warning for automatic content detection use cached version of the getCandidateFiles instead of bypassing it use is_empty() shorthand Thanks, Clippy! add test to ensure nested ignored folders are not scanned add tempfile for tests add auto content tests in Rust refactor auto content detection This will also make sure that if we have (deeply) nested ignored folders, then we won't use deeply nested globs (/.{js,html}) for the parent(s) of the nested ignored folders but instead use a shallow glob for each directory (/*.{js,html}). Then each sibling directory of the parent can use deeply nested globs again except for the direct parent. use consistent comments ensure ignored static listed files are not present improve performance by ~30x On a big test project this goes from ~6s to ~200ms improve performance by ~5x We started with a ~6s duration Then in the previous commit, we improved it by ~30x and it went down to ~200ms Now with this change, it takes about ~40ms. That's another ~5x improvement. Or in total a ~150x improvement. ensure nested folders in public/ are also explicitly listed add shortcut for normalizing files This is only called once so won't do anything to the main performance of Tailwind CSS. But always nice to make small performance improvements! run Rust tests in CI fix lint warnings update changelog Update CHANGELOG.md Co-authored-by: Robin Malfait malfait.robin@gmail.com"
6,"Support @import ""tailwindcss"" using top-level index.css file (#11205)","  make @import ""tailwindcss"" work out of the box   update changelog ","Support @import ""tailwindcss"" using top-level index.css file (#11205)","make @import ""tailwindcss"" work out of the box update changelog"
7,Update sass to version 1.62.1,,Update sass to version 1.62.1,
8,Update cssnano to version 6.0.1,,Update cssnano to version 6.0.1,
9,Update postcss-selector-parser to version 6.0.12,,Update postcss-selector-parser to version 6.0.12,
10,Update vite to version 4.3.4,,Update vite to version 4.3.4,
11,Update @swc/core to version 1.3.56,,Update @swc/core to version 1.3.56,
12,use older version of centos/nodejs-12,,use older version of centos/nodejs-12,
13,[oxide] Expose experimental Rust parser setup (#11116),  make sequential and parallel version of a new (tmp) parse_candidate_strings   use bitmasks for the strategy   Only sending a number over the wire instead of a serialized objects.  use cleaner match syntax,[oxide] Expose experimental Rust parser setup (#11116),make sequential and parallel version of a new (tmp) parse_candidate_strings use bitmasks for the strategy Only sending a number over the wire instead of a serialized objects. use cleaner match syntax
14,Update resolve to version 1.22.3,,Update resolve to version 1.22.3,
15,"Revert ""Update CODE_OF_CONDUCT.md (#10999)""",This reverts commit ba5454543e74a6d702ce11b410d27672c2ee4b3f.,"Revert ""Update CODE_OF_CONDUCT.md (#10999)""",This reverts commit ba5454543e74a6d702ce11b410d27672c2ee4b3f.
16,Update CODE_OF_CONDUCT.md (#10999),,Update CODE_OF_CONDUCT.md (#10999),
17,Revert prepare of v3.3,,Revert prepare of v3.3,
18,Ensure repeating-conic-gradient is detected as an image (#11180),  ensure repeating-conic-gradient is detected as an image   update changelog ,Ensure repeating-conic-gradient is detected as an image (#11180),ensure repeating-conic-gradient is detected as an image update changelog
19,Fix parsing of theme() inside calc() when there are no spaces around operators (#11157),  Refactor   Don’t resolve functions for anything not using theme or screen   Normalize math operators inside calc when handling functions   Inline postcss-value-parser   Treat all functions the same as calc   Remove workaround for calc + operators without spaces   Remove postcss-value-parser dependency   Update lockfile   Update sourcemaps   Update changelog   Update value-parser formatting   Stop prettier from complaining ,Fix parsing of theme() inside calc() when there are no spaces around operators (#11157),Refactor Don’t resolve functions for anything not using theme or screen Normalize math operators inside calc when handling functions Inline postcss-value-parser Treat all functions the same as calc Remove workaround for calc + operators without spaces Remove postcss-value-parser dependency Update lockfile Update sourcemaps Update changelog Update value-parser formatting Stop prettier from complaining
20,Update preflight.css,,Update preflight.css,
21,Update changelog,,Update changelog,
22,Reset dialog element styles (#11069),  disable useragent styling for dialog   nits   Update src/css/preflight.css   Simplify dialog reset   We don’t want to reset everything here. Just the padding should be enough.  Update test   Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Jordan Pittman jordan@cryptica.me,Reset dialog element styles (#11069),disable useragent styling for dialog nits Update src/css/preflight.css Simplify dialog reset We don’t want to reset everything here. Just the padding should be enough. Update test Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Jordan Pittman jordan@cryptica.me
23,Add aria-busy utility (#10966), Add aria-busy variant  This is useful to show a spinner or dim a region that is updating. Very useful in conjunction with Turbo  update changelog   Co-authored-by: Robin Malfait malfait.robin@gmail.com,Add aria-busy utility (#10966),Add aria-busy variant This is useful to show a spinner or dim a region that is updating. Very useful in conjunction with Turbo update changelog Co-authored-by: Robin Malfait malfait.robin@gmail.com
24,"Make font settings propagate into buttons, inputs, etc. (#10940)","  Make font settings propagate into buttons, inputs, etc.   update source-maps test due to preflight change   update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com","Make font settings propagate into buttons, inputs, etc. (#10940)","Make font settings propagate into buttons, inputs, etc. update source-maps test due to preflight change update changelog Co-authored-by: Robin Malfait malfait.robin@gmail.com"
25,Fix issues with some pseudo-elements (#11111)," Fix issues with some pseudo-elements  We’ve included pseudo elements for backdrop, marker, placeholder, and selection and they were all “jumpable” before we made changes in v3.3.2. Ideally they wouldn’t be because if they ever eventually have any interactivity that could become a problem.  Update changelog",Fix issues with some pseudo-elements (#11111),"Fix issues with some pseudo-elements We’ve included pseudo elements for backdrop, marker, placeholder, and selection and they were all “jumpable” before we made changes in v3.3.2. Ideally they wouldn’t be because if they ever eventually have any interactivity that could become a problem. Update changelog"
26,3.3.2,,3.3.2,
27,Update test,,Update test,
28,Disable SWC “unused” minification,,Disable SWC “unused” minification,
29,"Revert ""Fix standalone CLI tests""",This reverts commit 0e539a7929dfb5475e3c9b4423f572c89ea0fa91.,"Revert ""Fix standalone CLI tests""",This reverts commit 0e539a7929dfb5475e3c9b4423f572c89ea0fa91.
30,Fix standalone CLI tests,,Fix standalone CLI tests,
31,Drop support for Node.js v12 (#11089),  bump postcss-load-config in the oxide engine   bump postcss-load-config in the stable engine   update changelog   Switch to stable   Update Node to v14   Update to latest dependency versions   Update test helper for new version of rimraf   Co-Authored-By: Jordan Pittman jordan@cryptica.me  Downgrade lightningcss to v1.18.0  Co-Authored-By: Jordan Pittman jordan@cryptica.me   Switch back to oxide   Update Github actions from Node 12 to Node 14   Update oxide dependencies   Update stable dependencies   Update content-resolution integration test dependencies   Update postcss-cli integration test dependencies   Update rollup integration test dependencies   Update rollup-sass integration test dependencies   Update vite integration test dependencies   Update webpack-5 integration test dependencies   Update changelog   Remove color-name dependency   Replace quick-lru dependency with @alloc/quick-lru   Replace quick-lru dependency with @alloc/quick-lru in stable   Fix standalone CLI test    Co-authored-by: Jonathan Reinink jonathan@reinink.ca Co-authored-by: Jordan Pittman jordan@cryptica.me,Drop support for Node.js v12 (#11089),bump postcss-load-config in the oxide engine bump postcss-load-config in the stable engine update changelog Switch to stable Update Node to v14 Update to latest dependency versions Update test helper for new version of rimraf Co-Authored-By: Jordan Pittman jordan@cryptica.me Downgrade lightningcss to v1.18.0 Co-Authored-By: Jordan Pittman jordan@cryptica.me Switch back to oxide Update Github actions from Node 12 to Node 14 Update oxide dependencies Update stable dependencies Update content-resolution integration test dependencies Update postcss-cli integration test dependencies Update rollup integration test dependencies Update rollup-sass integration test dependencies Update vite integration test dependencies Update webpack-5 integration test dependencies Update changelog Remove color-name dependency Replace quick-lru dependency with @alloc/quick-lru Replace quick-lru dependency with @alloc/quick-lru in stable Fix standalone CLI test Co-authored-by: Jonathan Reinink jonathan@reinink.ca Co-authored-by: Jordan Pittman jordan@cryptica.me
32,Normalize arbitrary modifiers (#11057)," ensure we normalize the arbitrary modifiers  This applies the same rules as arbitrary values. The _ can be used in place of a space. If you do want an underscore, you can escape it with \_ (\\_ in JavaScript).  update changelog",Normalize arbitrary modifiers (#11057),"ensure we normalize the arbitrary modifiers This applies the same rules as arbitrary values. The _ can be used in place of a space. If you do want an underscore, you can escape it with _ (\_ in JavaScript). update changelog"
33,Ensure multiple theme(spacing[5]) calls with bracket notation in arbitrary properties work (#11039)," ensure that last ] doesn't stop the match  Given this input: ```html  ``` Then we would expect the match to be this: [width:_calc(theme(spacing[5])_+_theme(spacing[5]))] However, with the ?, then it would stop and result in: [width:_calc(theme(spacing[5])_+_theme(spacing[5] Which makes it incomplete because the ))] are missing at the end.  update changelog",Ensure multiple theme(spacing[5]) calls with bracket notation in arbitrary properties work (#11039),"ensure that last ] doesn't stop the match Given this input: ```html ``` Then we would expect the match to be this: [width:calc(theme(spacing[5])+theme(spacing[5]))] However, with the ?, then it would stop and result in: [width:_calc(theme(spacing[5])+_theme(spacing[5] Which makes it incomplete because the ))] are missing at the end. update changelog"
34,tweak changelog,,tweak changelog,
35,Replace __OXIDE__ at build time to prevent @tailwindcss/oxide leaks in the stable engine (#10988)," replace env.OXIDE with global __OXIDE__  This will allow us to replace the __OXIDE__ at build time, and fully remove the branches from the final code so that there is not even any reference to @tailwindcss/oxide on the stable engine.   update changelog   use env.ENGINE in integration tests   drop oxide branching for the PostCSS plugin for now   This is currently a redirect to the same file, so doesn't hurt.   Enable better dead-code elimination   Update CLI tests   Fix indentation  Fix indentation   Co-authored-by: Jordan Pittman jordan@cryptica.me",Replace OXIDE at build time to prevent @tailwindcss/oxide leaks in the stable engine (#10988),"replace env.OXIDE with global OXIDE This will allow us to replace the OXIDE at build time, and fully remove the branches from the final code so that there is not even any reference to @tailwindcss/oxide on the stable engine. update changelog use env.ENGINE in integration tests drop oxide branching for the PostCSS plugin for now This is currently a redirect to the same file, so doesn't hurt. Enable better dead-code elimination Update CLI tests Fix indentation Fix indentation Co-authored-by: Jordan Pittman jordan@cryptica.me"
36,Fix gradient stop positions with transparent colors and/or variants (#11002),  fixed gradient stop for default transparent   Inherit gradient stop positions when using variants   Update tests   Update changelog    Co-authored-by: Jordan Pittman jordan@cryptica.me,Fix gradient stop positions with transparent colors and/or variants (#11002),fixed gradient stop for default transparent Inherit gradient stop positions when using variants Update tests Update changelog Co-authored-by: Jordan Pittman jordan@cryptica.me
37,Don’t move unknown pseudo-elements to the end of selectors (#10962),  Don’t move ::deep pseudo element to end of selector when using @apply   Update changelog   Move pseudo-elements in two passes   Rewrite pseudo-element relocation logic   Update test   ::test is an unknown pseudo element and therefore may be actionable and nestable   Add tests   Simplify tests   Simplify   run tests on CI multiple times   This works around the timeouts/flakeyness of GitHub Actions   Update formatting   Add comment   Mark webkit peusdo elements as terminal   update comment   only execute the global-setup once   Simplify   NO SORT FN YAY   Use typedefs   Update changelog   Update changelog   update again    Co-authored-by: Robin Malfait malfait.robin@gmail.com,Don’t move unknown pseudo-elements to the end of selectors (#10962),Don’t move ::deep pseudo element to end of selector when using @apply Update changelog Move pseudo-elements in two passes Rewrite pseudo-element relocation logic Update test ::test is an unknown pseudo element and therefore may be actionable and nestable Add tests Simplify tests Simplify run tests on CI multiple times This works around the timeouts/flakeyness of GitHub Actions Update formatting Add comment Mark webkit peusdo elements as terminal update comment only execute the global-setup once Simplify NO SORT FN YAY Use typedefs Update changelog Update changelog update again Co-authored-by: Robin Malfait malfait.robin@gmail.com
38,Don’t move ::ng-deep pseudo element to end of selector when using @apply (#10943),  Don’t move ::ng-deep pseudo element   Update changelog ,Don’t move ::ng-deep pseudo element to end of selector when using @apply (#10943),Don’t move ::ng-deep pseudo element Update changelog
39,Tweak changelog,,Tweak changelog,
40,3.3.1,,3.3.1,
41,Fix @tailwindcss/line-clamp warning (#10919),"  WIP   Move warning to validateConfig   This only happens in setupTrackingContext outside of resolveConfig  Use original dynamic require approach in validateConfig  The important thing is that this happens in Node-land only. It is outside of resolveConfig which is public and importable into user projects. That is the scenario that breaks because of static import hoisting.  Don’t reference process when it might be undefined  The resolveConfig dep path is public which should not reference process. However, we have some behavior that changes based on env vars so we need to conditionalize it instead.   Update changelog   Formatting   More formatting   Update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Jonathan Reinink jonathan@reinink.ca",Fix @tailwindcss/line-clamp warning (#10919),"WIP Move warning to validateConfig This only happens in setupTrackingContext outside of resolveConfig Use original dynamic require approach in validateConfig The important thing is that this happens in Node-land only. It is outside of resolveConfig which is public and importable into user projects. That is the scenario that breaks because of static import hoisting. Don’t reference process when it might be undefined The resolveConfig dep path is public which should not reference process. However, we have some behavior that changes based on env vars so we need to conditionalize it instead. Update changelog Formatting More formatting Update changelog Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Jonathan Reinink jonathan@reinink.ca"
42,Drop @tailwindcss/line-clamp warning (#10915), drop @tailwindcss/line-clamp check  This won't work in places where require calls are hoisted so that they become static imports. This means that in some projects this require call was breaking the full application even though it was intentionally put in a try/catch block...  update changelog,Drop @tailwindcss/line-clamp warning (#10915),drop @tailwindcss/line-clamp check This won't work in places where require calls are hoisted so that they become static imports. This means that in some projects this require call was breaking the full application even though it was intentionally put in a try/catch block... update changelog
43,cleanup unused import,,cleanup unused import,
44,ensure workflows run for the 3.3 branch,,ensure workflows run for the 3.3 branch,
45,Update the types for the safelist config (#10901),"  Revert prepare of v3.3   Revert ""Revert prepare of v3.3""   This reverts commit 14d5a0a7c6d457a9b73fa1a9aca6ed41c46b27ad.  update SafelistConfig type  I think this type was meant to be like this?   format types   update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com",Update the types for the safelist config (#10901),"Revert prepare of v3.3 Revert ""Revert prepare of v3.3"" This reverts commit 14d5a0a7c6d457a9b73fa1a9aca6ed41c46b27ad. update SafelistConfig type I think this type was meant to be like this? format types update changelog Co-authored-by: Robin Malfait malfait.robin@gmail.com"
46,Pull pseudo elements outside of :is and :has when using @apply (#10903),  Pull pseudo elements outside of :is and :has when using @apply   Update changelog   Refactor   Update important selector handling for :is and :has   fixup   fixup   trigger CI    Co-authored-by: Robin Malfait malfait.robin@gmail.com,Pull pseudo elements outside of :is and :has when using @apply (#10903),Pull pseudo elements outside of :is and :has when using @apply Update changelog Refactor Update important selector handling for :is and :has fixup fixup trigger CI Co-authored-by: Robin Malfait malfait.robin@gmail.com
47,Try resolving config.default before config to ensure the config file is resolved correctly (#10898),  try to use config.default before using config   update changelog   add quick SHOW_OUTPUT toggle for integration tests   Setting this to true shows the output of the executed commands.  add integration tests for tailwind.config.ts and tailwind.config.js with ESM syntax,Try resolving config.default before config to ensure the config file is resolved correctly (#10898),try to use config.default before using config update changelog add quick SHOW_OUTPUT toggle for integration tests Setting this to true shows the output of the executed commands. add integration tests for tailwind.config.ts and tailwind.config.js with ESM syntax
48,3.3.0,,3.3.0,
49,Add gradient color stop position utilities (#10886),  add gradient color stop positions   update tests to include gradient position color stop reset values   add dedicated color stop position tests   use % sign in the name of the uility   update changelog   ensure length values and css variables work ,Add gradient color stop position utilities (#10886),add gradient color stop positions update tests to include gradient position color stop reset values add dedicated color stop position tests use % sign in the name of the uility update changelog ensure length values and css variables work
50,sync package-lock.json,,sync package-lock.json,
51,Update @napi-rs/cli to version 2.15.2,,Update @napi-rs/cli to version 2.15.2,
52,Update prettier to version 2.8.7,,Update prettier to version 2.8.7,
53,Update sucrase to version 3.31.0,,Update sucrase to version 3.31.0,
54,Update eslint-config-prettier to version 8.8.0,,Update eslint-config-prettier to version 8.8.0,
55,Clean up changelog,,Clean up changelog,
56,Extend default color palette with new 950 shades (#10879),  Add 950 colors   Update changelog ,Extend default color palette with new 950 shades (#10879),Add 950 colors Update changelog
57,Fix format assumption when resolving module dependencies (#10878)," fix assumption when resolving dependencies  When resolving dependencies given a path, we are only interested relative files from the current file. We are not interested in the dependencies that are listed in your package.json and thus in your node_modules folder. We made the assumption that your imports have at least 3 characters. This sort of makes sense because there will be a ., then the OS separator like / and than a file name. E.g.: ./a is the minimal amount of characters. This makes sense for import statements, but in the case of require, it is totally valid to write require('.'). This will require the current index.{js,ts,mjs,cjs,...} in the current directory. Before this change, having a require('.') wouldn't crash, but the dependency would not be marked as a module dependencies and therefore we won't listen for file changes for that dependency.  update changelog",Fix format assumption when resolving module dependencies (#10878),"fix assumption when resolving dependencies When resolving dependencies given a path, we are only interested relative files from the current file. We are not interested in the dependencies that are listed in your package.json and thus in your node_modules folder. We made the assumption that your imports have at least 3 characters. This sort of makes sense because there will be a ., then the OS separator like / and than a file name. E.g.: ./a is the minimal amount of characters. This makes sense for import statements, but in the case of require, it is totally valid to write require('.'). This will require the current index.{js,ts,mjs,cjs,...} in the current directory. Before this change, having a require('.') wouldn't crash, but the dependency would not be marked as a module dependencies and therefore we won't listen for file changes for that dependency. update changelog"
58,"Ensure module dependencies for value null, is an empty Set (#10877)"," ensure we have no dependencies when absoluteFilePath is null  This happens in the CLI where we don't have a guaranteed path for the config file. This can happen in practice if you use: console npx tailwindcss --content ./index.html -o ./output.css ... and if you don't have a tailwind.config.{js,ts,cjs,...} in the current directory.  update changelog","Ensure module dependencies for value null, is an empty Set (#10877)","ensure we have no dependencies when absoluteFilePath is null This happens in the CLI where we don't have a guaranteed path for the config file. This can happen in practice if you use: console npx tailwindcss --content ./index.html -o ./output.css ... and if you don't have a tailwind.config.{js,ts,cjs,...} in the current directory. update changelog"
59,Reset all properties when using line-clamp-none (#10876),  reset other properties on line-clamp-none   update CHANGELOG ,Reset all properties when using line-clamp-none (#10876),reset other properties on line-clamp-none update CHANGELOG
60,Update vite to version 4.2.1,,Update vite to version 4.2.1,
61,prepare for v3.3 release,,prepare for v3.3 release,
62,sync package-lock.json,,sync package-lock.json,
63,Update changelog,,Update changelog,
64,Add support for white-space: break-spaces (#10729),,Add support for white-space: break-spaces (#10729),
65,Update warning message,,Update warning message,
66,Warn when @tailwindcss/line-clamp plugin is being used (#10862),  Warn if line-clamp plugin is installed   Replace line-clamp in standalone CLI   Update import   Remove line-clamp plugin if found   update lockfiles   Update changelog ,Warn when @tailwindcss/line-clamp plugin is being used (#10862),Warn if line-clamp plugin is installed Replace line-clamp in standalone CLI Update import Remove line-clamp plugin if found update lockfiles Update changelog
67,Update esbuild to version 0.17.12,,Update esbuild to version 0.17.12,
68,"Revert ""Remove blocklisted classes from autocomplete (#10844)""",This reverts commit f1473f53bb9e90b02f319cb1c88093406f10c990.,"Revert ""Remove blocklisted classes from autocomplete (#10844)""",This reverts commit f1473f53bb9e90b02f319cb1c88093406f10c990.
69,Remove blocklisted classes from autocomplete (#10844),  Remove blocklisted classes from autocomplete   Update changelog   Don't unnecessary loop over classes   Co-authored-by: Robin Malfait malfait.robin@gmail.com,Remove blocklisted classes from autocomplete (#10844),Remove blocklisted classes from autocomplete Update changelog Don't unnecessary loop over classes Co-authored-by: Robin Malfait malfait.robin@gmail.com
70,Update sass to version 1.59.3,,Update sass to version 1.59.3,
71,Use :is to make important selector option insensitive to DOM order (#10835),  Use :is to make important selector option insensitive to DOM order   WIP   add applyImportantSelector helper   use new applyImportantSelector   update tests   remove unnecessary slice adjustment   Not 100% sure.  update changelog   Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Robin Malfait malfait.robin@gmail.com,Use :is to make important selector option insensitive to DOM order (#10835),Use :is to make important selector option insensitive to DOM order WIP add applyImportantSelector helper use new applyImportantSelector update tests remove unnecessary slice adjustment Not 100% sure. update changelog Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Robin Malfait malfait.robin@gmail.com
72,ensure stacking dark and rtl variants with pseudo elements works as expected,,ensure stacking dark and rtl variants with pseudo elements works as expected,
73,Update rollup to version 3.20.0,,Update rollup to version 3.20.0,
74,Add list-style-image support (#10817)," add listStyle instead of listStyleType  Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me   add listStyleType related deprecation warnings   Implement list-style-image as separate plugin   Remove unused code, update tests   Always generate list-none, don't pull it from theme   Gracefully handle missing listStyleType configuration   Just use list-image-* fuck it   Update changelog    Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me Co-authored-by: Peter Neupauer peter@neupauer.sk",Add list-style-image support (#10817),"add listStyle instead of listStyleType Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me add listStyleType related deprecation warnings Implement list-style-image as separate plugin Remove unused code, update tests Always generate list-none, don't pull it from theme Gracefully handle missing listStyleType configuration Just use list-image-* fuck it Update changelog Co-authored-by: Robin Malfait malfait.robin@gmail.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me Co-authored-by: Peter Neupauer peter@neupauer.sk"
75,Update changelog,,Update changelog,
76,"ensure we look at the extension from the ""parent"" file","If you have a file ./a.js, and you import ./b, then ./b should be resolved based on the ./a.js extension and use the jsResolutionOrder.","ensure we look at the extension from the ""parent"" file","If you have a file ./a.js, and you import ./b, then ./b should be resolved based on the ./a.js extension and use the jsResolutionOrder."
77,Improve bundle size by replacing detective-typescript (#10825)," replace detective-typescript with our own implementation  We are not parsing the code but just trying to pluck out the dependencies used via import and require.   drop detective-typescript   return a Set instead of an Array   resolve rebuilds, but log errors in case they occur   This won't be the prettiest if it happens, but at least we are not swallowing errors which should make bugs be easier to discover. See previous commit for an example... 😅 Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me",Improve bundle size by replacing detective-typescript (#10825),"replace detective-typescript with our own implementation We are not parsing the code but just trying to pluck out the dependencies used via import and require. drop detective-typescript return a Set instead of an Array resolve rebuilds, but log errors in case they occur This won't be the prettiest if it happens, but at least we are not swallowing errors which should make bugs be easier to discover. See previous commit for an example... 😅 Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Jordan Pittman jordan@cryptica.me"
78,Update @swc/core to version 1.3.41,,Update @swc/core to version 1.3.41,
79,transform files using @swc/jest (#10815),,transform files using @swc/jest (#10815),
80,refactor log.warn checks in tests,,refactor log.warn checks in tests,
81,add toHaveBeenWarned and toHaveBeenWarnedWith custom matchers,,add toHaveBeenWarned and toHaveBeenWarnedWith custom matchers,
82,Update autoprefixer to version 10.4.14,,Update autoprefixer to version 10.4.14,
