Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
58,gl-destroy just in case extension does not exist,0.5522371,- Fixed DestroyTexture function in webGLRenderer,,0
59,[DOC] Small changes,0.7144993,Doc tweaks / typo corrections.,,1
60,Fix Sprite.getLocalBounds corrupting bounds (#8087),0.97710073,Fix Sprite.getLocalBounds corrupting bounds (#8087) @dev7355608 ,,1
61,Add autoResize option to CanvasRenderer and WebGLRenderer,0.7053365,Adds resize event to the Renderer and CanvasRenderer (#6415),,1
62,Merge pull request #2640 from pixijs/dev-static-transform,0.58801633,Removes PIXI.TransformStatic #4424 ,,0
63,Fixes Graphics closePath (#5515),0.7851023,Adds Graphics close points epsilon (#5988),,1
64,v5.1.0,0.7376167,https://github.com/pixijs/pixi.js/compare/v5.0.4...v5.1.0,,1
65,Fixes #3100,0.86345273,Fix #1594,,1
66,fixed canvas renderTexture,0.8265579,Fix some canvas rendering issues,,1
67,Add a TODO for ascii filter,0.6709241,Add support for multisampled filters (#7423) @dev7355608 ,,0
68,Merge pull request #946 from DuskEagle/dev,0.5215577,Cleanup WebGLState #2826 ,,0
69,Fixed Ellipse contains function,0.93436575,Fix ellipse contains function,,1
70,Fix ismobilejs breakage (#6551),1.0,Fix ismobilejs breakage (#6551),,1
71,v6.1.2,0.7429007,https://github.com/pixijs/pixi.js/compare/v6.2.0...v6.2.1,,1
72,Merge branch 'dev' of https://github.com/GoodBoyDigital/pixi.js into blurfix,0.5705097,https://github.com/GoodBoyDigital/pixi.js/compare/v3.0.4...v3.0.5,,0
73,Fix missing dependency to compressed-textures (#7474),0.9513676,Fix missing dependency to compressed-textures (#7474) @dev7355608 ,,1
74,style fixes,0.6254426,Fix Graphics fillStyle instead of lineStyle (#6226),,0
75,general code cleanup for hitTest,0.6033236,Chore: Cleanup useContextAlpha deprecation (#8866) @bigtimebuddy ,,0
76,Fixed resolution issue with interactionManager,0.8266684,- Fix some issues with interaction manager.,,1
77,Fixes the mixin bundles (#5575),0.75890183,Mixin utils are no longer needed (#5529),,1
78,ground image update for spine pixi example,0.6750298,updateSourceImage added to PIXI.BaseTexture.,,0
79,"update bower and package json files, fixes #1832",0.7709022,Updating package.json descriptions (#5362),,1
80,Reverts jaguarjs-jsdoc,0.70361996,"- Use the jaguarjs-jsdoc theme (#1812, thanks @JiDW)",,1
81,Convert core to TypeScript (#6340),0.7070299,Convert @pixi/utils to TypeScript (#6262),,1
82,comments,0.61794066,        },,0
83,Merge pull request #229 from GorshSerginio/dev,0.49121243,Fix docs for DecomposedDataUri (#6312),,0
84,Support ColorSource with Mesh & BitmapText tint (#9181),0.9999999,Support ColorSource with Mesh & BitmapText tint (#9181),,1
85,Added worldVisible getter to DisplayObject,0.7102818,Add multisample getter and setter in RenderTexture,,1
86,Add BitmapFont.from to generate BitmapFonts on-the-fly (#6600),0.93681085,"Add BitmapFont.from to generate BitmapFonts on-the-fly example (#6600, #6640, #6641, #6643)",,1
87,Enable deploy latest release (#5590),1.0000002,Enable deploy latest release (#5590),,1
88,Fix LoaderResource documentation (#6919),0.7838057,Fix LoaderResource tests (#8518) @Julien-Marcou ,,1
89,Added a little log for when pixi is loaded,0.68083787,PIXI.UPDATE_PRIORITY,,0
90,Tweaked Graphics to only flush SpriteBatch if it has children to render,0.6681248,Fix CanvasSpriteRenderer to render sprites with rotated BaseTextures (#8615) @smlmyck ,,0
91,Little blendMode tweak,0.7411226,Fix BlendMode in BatchRenderer (#6236),,1
92,tweaked Displacement Map documentation,0.6869057,Update displacement filter to support rotation of displacement map pixels (#5507),,0
93,"Split SpriteMaskFilter into separate frag and vert files, this resolves a TODO",0.59361124,Improving SVG handling in Spritesheets with sourceScale support #4271,,0
94,extend Graphics.lineTo expectations,0.72882986,"Add support for lineJoin, lineCap and miterLimit to Graphics line rendering example (#6502, #6545, #6584) ",,1
95,"move constructor property to prototype, fixes #189",0.6258404,Update RenderTexture constructor documentation (#5729),,0
96,some restructuring,0.5844891,Changed,,0
97,get relative bitmap font loading properly.,0.69891953,Support Text-based format for BitmapText example (#6347),,0
98,Fixes shader avoiding equal compare between float (#5466),0.64193326,Fix: Geometry with different shaders leaked buffers (#7093) ,,0
99,Normalizes drawBuffers for WebGL 1 & 2 (#5339),1.0,Normalizes drawBuffers for WebGL 1 & 2 (#5339),,1
100,tweaked blur,0.79807866,- Fix some small issues with the blur filter.,,1
101,Fixed documentation of SimpleRope (#6010),0.6570805,Reformat documentation for AppLoaderPlugin and Loader (#8060) @omer8374 ,,0
102,Fixes #284,0.8594848,Fix #1594,,1
103,bump version to RC4,0.67987585,- Bump resource loader version to 1.5.2,,0
104,fixed blendmode mapping in canvas bug,0.7588097,- #2229: Fix issue in CanvasRenderer where previous blend mode was used,,1
105,fixed a couple of semicolon issues reported by jshint,0.55523133,TextStyle fixes #3405,,0
106,updates text before calling getLocalBounds,0.68477106,Fix for Graphics#_calculateBounds calling updateLocalBounds every time #3444 ,,0
107,Workaround for JSDoc events in v3.5.5 (#4994),1.0000001,Workaround for JSDoc events in v3.5.5 (#4994),,1
108,Merge pull request #2395 from ivanpopelyshev/dev-v4.0.0,0.49183533,Fix SVGResource test for data-URIs (#8655) @ivanpopelyshev,,0
109,Add strict null checks to @pixi/webworker (#9229),0.7919555,Chore: Add strict null checks to @pixijs/utils (#8960) @Emobe ,,1
110,Cache VAO states,0.5653741,Rebind vao before glData upload. #3455,,0
111,Cleanup spritesheet source files,0.71956635,Code clean-up of SpriteRenderer #3585,,1
112,fixed render texture issue and jshinted code,0.6971005,Fix RenderTexture clear in CanvasRenderer (#6712),,0
113,tweak to setting frame,0.6731902,"Rename renderTexture field to current, like in FramebufferSystem (#5425)",,0
114,Swap drawFilletRect and drawChamferRect API names (#7337),0.8819239,Swap drawFilletRect and drawChamferRect API names (#7337) @bigtimebuddy ,,1
115,Adds missing babelrc to release list,0.5544747,Chore: Remove unused lib references from packages (#8463) @Zyie ,,0
116,Merge pull request #1877 from ivanpopelyshev/dev,0.47204566,Fix loseContext/restoreContext (#9051) @yordan-kanchelov @dev7355608 ,,0
117,Remove forceFXAA Application and Renderer option (#6455),0.99999976,Remove forceFXAA Application and Renderer option (#6455),,1
118,fix doc header,0.7466738,- Fix some docs,,1
119,republished main file,0.44615513,Download,,0
120,Merge pull request #1607 from ivanpopelyshev/v2.x,0.5256327,Fix SVGResource test for data-URIs (#8655) @ivanpopelyshev,,0
121,Changed it so that getBoundingClientRect is called on the new dom element vs the one for canvas,0.66646487,Restructured the canvas renderer,,0
122,DisplayObject is not sprite by default (#5358),0.650674,Fix typo in DisplayObject docs (#7869) @r00ster91,,0
123,fixed a few aslant problems,0.7012408,Many bug fixes,,1
124,fixed clear,0.56892234,🐛 Fixed,,0
125,fix eventTarget emit bug,0.7844691,"Fix problems with event emitter (#187, @johnste)",,1
126,test update,0.65591013,Rectangle test updates #3578 ,,0
127,move listeners to be lazy added,0.50060785,Remove accessibility event listeners with capture (#5085),,0
128,Fix Point documentation (#7414),0.8242364,Fix Point documentation (#7414) @jrod-disco ,,1
129,v7.1.4,0.7104899,https://github.com/pixijs/pixi.js/compare/v7.0.5...v7.1.0,,1
130,Feature Extensions API (#8410),0.7864095,"Feature Extensions API (#8410, #8485) @bigtimebuddy ",,1
131,added Graphics tests,0.77101344,Adds test for Graphics.containsPoint with no fill expectation #3608 ,,1
132,"When handling a restored webgl context event, save the newly created context and remove the lost one",0.65200025,Fix WebGL context cannot be restored (#5872),,0
133,Fix Canvas's TilingSprite resolution (#8059),0.92831165,Fix Canvas's TilingSprite resolution (#8059) @JetLua ,,1
134,removed old filters,0.7800393,Fix legacy filters that use filterArea/filterClamp failing the first time they are used (#8033) @dev7355608 ,,1
135,Add docs on the new param globalPos,0.67545724,globalpointermove,,0
136,fix loading of bitmap font,0.81178904,Renames BitmapText.fonts to BitmapFont.available (#6347),,1
137,EventSystem always fire a pointertap after click or touch (#8431),0.9478269,EventSystem always fire a pointertap after click or touch (#8431) @miltoncandelero ,,1
138,added accessibility to interactive elements,0.6676263,"Make Interactive dom element configurable (#321, @MikkoH)",,0
139,Separated out the canvas buffer class,0.8863028,Separated out the CanvasBuffer to its own class,,1
140,Skip shapes with negative dimensions in buildCircle (#8310),0.9645572,Skip shapes with negative dimensions in buildCircle (#8310) @dev7355608 ,,1
141,fix #1501; move brfs to normal deps,0.5768682,Fix fromBuffer overriding defaults (#8709) @dev7355608 ,,0
142,Check specific npm version when doing a releases (#7998),0.8823688,Check specific npm version when doing a releases (#7998) @bigtimebuddy ,,1
143,fix missing doc for autoDetectRenderer,0.7091099,Re-implements autoDetectRender to reduce confusion (#5523),,1
144,added a little getGlobalPosition plugin in extras,0.6459367,Adds format and quality options to extract plugins (#5592),,0
145,update for new event emitter api,0.7667718,Updates to EventEmitter3 latest release (#5473),,1
146,Fix the flicker between HTMLText renders (#9193),0.65676117,Fix Text's lineHeight rendering to be similar to HTML (#7386) @andrej-ilic ,,0
147,update loader; use blob parser,0.65121603,Fix: Prevent BlobResource.load from loading the data multiple times (#9331) @dev7355608 ,,0
148,added contains tests,0.6517183,Adds unit tests for both of these fixes. #3857,,0
149,Fix: Clone and deep equal the Color's value when setting (#9280),0.90329355,Fix: Clone and deep equal the Color's value when setting (#9280) @bigtimebuddy ,,1
150,Added Complex Graphics,0.7539897,New example added to showcase the graphics object.,,1
151,standardizing annotations,0.57854027,Minor doc fixes for TypeScript definitions (#5637),,0
152,clena run on all folders,0.3769628,Fix export namespace to the declaration files (#7413) @JetLua ,,0
153,Clear some properties in ParticleBuffer.destroy(). (#4407),0.9945977,Clear some properties in ParticleBuffer.destroy() #4407,,1
154,bump versions to v3.0.4,0.75497305,- Bump resource loader version to 1.5.2,,1
155,"Reformat documentation for Text, TextMetrics (#7842)",0.7459333,Text improvements #2799 ,,1
156,Adds floats internal format for webgl1 and webgl2 (#5770),0.9912032,"Adds floats internal format for webgl1 and webgl2 (#5770, #5829)",,1
157,Marks the interaction event as being of the type PIXI.interaction.InteractionData in jsdocs,0.69869184,Expose event properties on InteractionData  #3963,,0
158,Cache sampler uniform values (#8587),0.9588458,Cache sampler uniform values (#8587) @dev7355608 ,,1
159,CocoonJS fix on updateText,0.7767315,Various CocoonJS Fixs.,,1
160,TilingSprite BaseTexture resolution,0.7699165,Fix Canvas's TilingSprite resolution (#8059) @JetLua ,,1
161,remove isDev; always output sourcemap; add uglify,0.5627708,"Properly deprecate BaseTexture v4 imageUrl, loadSource and hasLoaded (#5556)",,0
162,Removed TODO comment,0.6159138,Removed,,0
163,reuse the same array objects on reset,0.4985714,Move items back into their namespaces,,0
164,Adding npm command to run the --fix prefix on linting,0.5312884,Add a blank .npmignore file to fix #3183 ,,0
165,v7.2.0-beta,0.7808501,https://github.com/pixijs/pixi.js/compare/v7.0.0-beta.2...v7.0.0-beta.3,,1
166,Fixed issue with removing children with filters,0.99475217,Fix issue with removing children with filters,,1
167,and pivot.,0.59406734,Moves PIXI.mesh.Rope to PIXI.Rope,,0
168,Chore: Remove all dependencies from module bundles (#9203),0.86866724,Chore: Remove all dependencies from module bundles (#9203) @SuperSodaSea ,,1
169,"If the texture is destroyed, it should be removed from TextureCache too",0.8720803,"If the texture is destroyed, it should be removed from PIXI.TextureCache too.",,1
170,Bump pixi-gl-core,0.6234888,Removal of pixi-gl-core dependency #4547,,0
171,fix PIXI vs CONST reference,0.7209189,PIXI.settings.FILTER_RESOLUTION (moved from PIXI.RESOLUTION),,1
172,v5.3.2,0.7412477,"Small fixes and tweaks for v5 (#5329, #5343)",,1
173,Update documentation of RenderTexture (#6915),0.89403635,Update RenderTexture constructor documentation (#5729),,1
174,fix logic error in bitmapFontParser check:,0.7893261,- Fixed BitmapFont passer bug.,,1
175,fastrect fix textureid problem,0.69534934,Fix for invalid texture #3474 ,,0
176,fixed canvas renderer options bug; added roundPixels to default render options,0.7674856,Fix some canvas rendering issues,,1
177,Merge pull request #1207 from TrompoGames/Trompo-SpineUpdate,0.54148674,Fix SpritesheetLoader to pass metadata to all multipacks (#7745) @Gawlas ,,0
178,Changes for pixi-compressed-textures,0.68107027,PIXI.Texture.fromImage moves to PIXI.Texture.from,,0
179,Update TilingSprite.js,0.7183045,"One fix introduced in v5.3.5 broke TilingSprite because it was not thoroughly tested. This release reverts this change to the v5.3.4 behavior. If you are using TilingSprite with CanvasRenderer, it's recommended you update.",,1
180,"Revert ""A few JSDoc corrections relating to Text and TextStyle""",0.64105576,TextStyle fixes #3405,,0
181,Merge pull request #561 from alvinsight/dev,0.5256915,Fix docs for DecomposedDataUri (#6312),,0
182,Fix for when '_segmentsCount' can return NaN (#6231),1.0000002,Fix for when '_segmentsCount' can return NaN (#6231),,1
183,Republished Bin Files,0.46371374,Use copyFrom instead of deprecated copy in AnimatedSprite (#6053),,0
184,Fix bug #4467 : scale of ParticleContainer (#4511),0.8240146,Fix ParticleContainer type issues (#7840) @bigtimebuddy ,,1
185,removed use of png data in test canvas blend modes,0.6416509,Add all supported blend modes to the Canvas Renderer,,0
186,Chore: Add --strictNullChecks check for specific path (#8965),0.7824746,Chore: Add --strictNullChecks check for specific path (#8965) @SuperSodaSea ,,1
187,Fix readme example (#8113),0.83397996,Fix readme example (#8113) @niknbr ,,1
188,Without forgetting the Rounded Rect,0.6044018,Clamp extreme radius inputs for RoundedRectangle (#6539),,0
189,Merge branch 'dev' into main,0.4056854,"Bower main fix, ""bin"" renamed ""dist"" #3332 ",,0
190,BlurFilter does not clear the result in case of several filters (#5309),1.0,BlurFilter does not clear the result in case of several filters (#5309),,1
191,Calculate offset of trimmed frames in sprite sheet,0.6059726,- Fix sprite canvas draw sizing for scaled resolutions (#1778),,0
192,moved particle renderer outside of core,0.6839617,Support ParticleContainer with multiple renderers (#4680),,0
193,fixed lint warnings (#3726),0.58831525,Chore: Fix some Webdoc warnings (#8737) @SuperSodaSea ,,0
194,Merge pull request #315 from Jam3/totalFrames,0.5548163,Unsubscribe from baseTexture loaded event on Texture destroy (#6534),,0
195,Add an easy way to clear RenderTexture (#3647),0.83331454,Fix RenderTexture clear in CanvasRenderer (#6712),,1
196,revert interaction fix,0.5961249,Fix InteractionManager's stopPropagation (#6043),,0
197,scissor resolution fix #2545,0.6696944,Fix scissor mask bugs (#8376) @dev7355608 ,,0
198,Correctly remove renderer view when destroying renderer with removeView parameter.,0.66969407,Destroying a DisplayObject now removes itself from it's parent #2809,,0
199,Removes deprecation logs for release (#2887),0.65964353,Add preprocess to exclude deprecations from the release #2782,,0
200,Add color masks (#8353),0.93806016,Add color masks (#8353) @dev7355608 ,,1
201,Fix RenderTexture destroy also disposing the depth texture (#6561),1.0,Fix RenderTexture destroy also disposing the depth texture (#6561),,1
202,Docs :),0.663428,- Fix some docs,,0
203,"Make the measure text not wrap, fixes #170",0.6057876,Adds trim property to TextStyle #3565 #3631 ,,0
204,Add public update to AnimatedSprite (#6464),0.99999994,Add public update to AnimatedSprite (#6464),,1
205,"expose bitmap font parse, fixes #2196",0.78710675,Renames BitmapText.fonts to BitmapFont.available (#6347),,1
206,Fixed resolution issue with baseTexture,0.7824815,Fix types for Renderer resolution (#9209) @baseten ,,1
207,fixed clear issue,0.65968144,:bug: Fixed,,0
208,Fix export namespace to the declaration files (#7413),0.8879876,Fix export namespace to the declaration files (#7413) @JetLua ,,1
209,getter / setter optimisation on MovieClip,0.69158065,Updates MovieClip frame immediately with gotoAndPlay #3203,,0
210,move trim to TextStyle,0.74463063,Adds trim property to TextStyle #3565 #3631 ,,1
211,todo..,0.57899064,{,,0
212,Support depth texture on WebGL 1 (#6420),1.0,Support depth texture on WebGL 1 (#6420),,1
213,Improved CocoonJS touch support: compatibility with user defined layouts/absolute positions,0.64230597,CocoonJS interaction position fix #3392 ,,0
214,trying to fix clear(),0.56190693,Fix dirty check in Mesh.calculateVertices (#7453) @dev7355608 ,,0
215,"VideoBaseTexture.baseTextureFromVideo not avaliable, so changed it to VideoBaseTexture.fromVideo",0.7390457,VideoBaseTexture createSource should not modify the url. (#5170),,1
216,tweaks filters again sprite mask now works,0.82328194,Add option for custom sprite mask filters (#7648) @dev7355608 ,,1
217,moved cacheAsBitmap to extras,0.8399831,Changed Default cacheAsBitmap Resolution Behavior,,1
218,simple transform refactoring (#2732),0.7525834,"Refactor, remove unnecessary filter transform operations #4257",,1
219,fix #918 set image source after calling ctor,0.72908866,Fix ImageResource load behavior (#6374),,1
220,Merge pull request #1455 from fay-jai/license,0.4712124,Add crossOrigin with credentials support for XHR requests (#7948) @sergaks ,,0
221,Removed lots of logs,0.5931995,Removed,,0
222,Fixes https://github.com/pixijs/pixi.js/issues/2031. Adds imageUrl to baseTexture in textureParser. Adds texture to basetexturecache,0.8083105,Fix Texture.from not accepting a BaseTexture as texture source (#7807) @ShukantPal ,,1
223,"Removed more spine refs, ingore polyfill in inch.json",0.51225454,Fix rendering tinted Spines (#6923),,0
224,Improved documentation of the destroy method (#3529),0.7074082,- Fix some issues in a couple destroy methods,,1
225,Update SVG test when converting SVG to base64 (#7857),0.96111923,Update SVG test when converting SVG to base64 (#7857) @zero41120 ,,1
226,bounds and transform for invisible containers.,0.59429777,Adds container recalculate transform tests #3666,,0
227,Proper disposal for Mesh and Graphics Geometry objects (#5349),1.0000001,Proper disposal for Mesh and Graphics Geometry objects (#5349),,1
228,fixes #1698,0.9467737,Fix #1594,,1
229,vertexCount is number of last used buffer (#3308),0.85307187,iOS bug vertexCount is number of last used buffer #3308,,1
230,Removal of pixi-gl-core dependency and refactor of GLTexture (#4547),0.81615144,Removal of pixi-gl-core dependency #4547,,1
231,split tagged and non-taged deploys for diff cache durations,0.57449925,Changed Default cacheAsBitmap Resolution Behavior,,0
232,BASIS fixes (#7020),0.75549805,Fix #1594,,1
233,Fix default resolution for BlurFilter to use FILTER_RESOLUTION  (#7033),0.9999998,Fix default resolution for BlurFilter to use FILTER_RESOLUTION  (#7033),,1
234,"Revert ""Removed the namespaces""",0.7129151,Move items back into their namespaces,,1
235,set kernels to have sigma of 2,0.47647724,Add parameter kernelSize for BlurFilter. #3410 ,,0
236,couple of tweaks to EventTarget,0.74421513,InteractionManager: Add target and currentTarget to eventData #2828,,1
237,Update documentation for AnimatedSprite handlers (#6755),1.0,Update documentation for AnimatedSprite handlers (#6755),,1
238,fixed deleteRenderbuffer typo,0.63161266,Fix DisplayObject.destroy should call listener removed (#6210),Co-authored-by: Matt Karl matt@mattkarl.com,0
239,Fix issue with previousFrame and resetting textures (#6513),0.80512255,Reset textures on Renderer's reset operation (#5430),,1
240,moved text style params to separated object,0.562402,Add TextMetrics.wordWrapSplit customization of splitting method (#6251),,0
241,fixed typo in comment,0.5745187,- Fix typo in ConvolutionFilter,,0
242,added a clear to the correct place (when filters are stacked),0.6889185,Fix: Clear full texture in filter system (#7074),,0
243,Merge pull request #2116 from giraluna/remove-renderer-view,0.57123256,Fix missing removeEventListener in ResizePlugin (#7271) @epaezrubio ,,0
244,Merge pull request #1540 from SirKnightDragoon/dev,0.5113508,Add crossOrigin with credentials support for XHR requests (#7948) @sergaks ,,0
245,be sure to mixin to json loader,0.63360095,package.json,,0
246,Fix ColorMatrixFilter negative effect (#4636),0.99999994,Fix ColorMatrixFilter negative effect (#4636),,1
247,Renamed DisplayObjectContainer to Container,0.7022669,Fix DisplayObject's parent type to Container (#7501) @bigtimebuddy ,,1
248,Convert Loaders to TypeScript (#6385),0.73989403,Adds TypeScript typings for bundles #4760,,1
249,Fix typo in Resolver basePath setter (#8569),0.92316574,Fix typo in Resolver basePath setter (#8569) @qwertywelch,,1
250,Depecrate PIXI.math namespace,0.7246431,4 export as namespace PIXI;,,1
251,v6.1.0-rc,0.7586994,https://github.com/pixijs/pixi.js/compare/v6.0.0-rc.2...v6.0.0-rc.3,,1
252,got textures binding correctly and webgl works,0.70192,- Fixed DestroyTexture function in webGLRenderer,,1
253,Fix HEIGHT_MULTIPLIER height in TextMetrics.measureFont() (#7439),0.9752687,Fix HEIGHT_MULTIPLIER height in TextMetrics.measureFont() (#7439) @dev7355608 ,,1
254,Fixes CanvasRenderer (#4588),0.8243084,Fix serious performance problem in CanvasRenderer (#7032),,1
255,Fix holes in masks not working (#7446),0.89928585,Fix holes in masks not working (#7446) @JetLua ,,1
256,Reformat Runner.ts documentation (#7811),0.62867934,Support mid-emit removal of Runner items (#5975),,0
257,"Reformat documentation for Framebuffer, FramebufferSystem, GLFramebuffer (#8161)",0.7522745,Minor fixes to Framebuffer (#5899),,1
258,Tied up new webGL batch approach,0.79672056,New webGL renderer,,1
259,"Upgrades to Rollup 0.52, added unfreeze functionality (#4484)",0.6229454,"Updates build tool dependencies, Lerna v3, Rollup v1, etc (#5327)",,0
260,cachAsBitmap returns!,0.69472253,Fix cacheAsBitmap bounds calculation (#5298),,0
261,filter key generation,0.65498435,Backport filterPoolKey property from v5 (#4858),,0
262,Fix typescript definition errors (#7045),0.7774806,Minor doc fixes for TypeScript definitions (#5637),,1
263,Merge branch 'agamemnus-patch-9' into dev,0.48693633,Fix docs for DecomposedDataUri (#6312),,0
264,Reformat Transform.ts documentation (#7787),0.6803558,Code clean up in TransformStatic.updateTransform #3404 #3435,,0
265,filter arrays now working correctly,0.7225269,Fix batch-breaking by empty filter array (#5945),,1
266,tweaked blur filter back to how it was..,0.78222644,- Revert blur filter to previous method,,1
267,v6.3.1,0.7608535,https://github.com/pixijs/pixi.js/compare/v6.3.0...v6.3.1,,1
268,added the option to make transforms static / dynamic,0.71818006,static transforms - objects only updated if changed,,1
269,Fix filters to sum padding instead of max padding (#6520),0.9999999,Fix filters to sum padding instead of max padding (#6520),,1
270,Merge pull request #457 from photonstorm/dev,0.52122813,"Fix IE11 check (#442, @photonstorm)",,0
271,Adds a caching layer to generateSyncUniforms (#4792),1.0000001,Adds a caching layer to generateSyncUniforms (#4792),,1
272,Add my twitter back in :P,0.57804227,@tleb,,0
