Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Chore: Readme cleanup [skip ci],0.5356173,"Chore: Update README typos, missing GrayscaleFilter (#357) @bigtimebuddy ",Fix badge links and format filter demo links.,0
Chore: Update dependencies (#367),0.8386712,Chore: Update dependencies (#367) @vikpe ,,1
v5.1.1,0.43295267,Initial release,,0
Bump json5 from 2.2.1 to 2.2.3 (#366),0.9379699,Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot ,Bumps json5 from 2.2.1 to 2.2.3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
"Fix flipped characters in AsciiFilter, improved sample color (#364)",0.9896512,"Fix flipped characters in AsciiFilter, improved sample color (#364) @movAX13h ",,1
Output a browser module bundle (#365),0.9179851,Output a browser module bundle (#365) @bigtimebuddy ,,1
Chore: Allow configuring filter target per filter in screenshot renderer (#363),0.9462036,Chore: Allow configuring filter target per filter in screenshot renderer (#363) @vikpe ,,1
Chore: Allow using query string to enable filters in the demo application (#361),0.9704218,Chore: Allow using query string to enable filters in the demo application (#361) @vikpe ,,1
v5.1.0,0.45014185,Fix v5 deprecation warning (#235),,0
Chore: Add a green fish to demo application (#358),0.9283603,Chore: Add a green fish to demo application (#358) @vikpe ,,1
Add alpha setting to GlowFilter (#359),0.89173144,Add alpha setting to GlowFilter (#359) @vikpe ,,1
Chore: Use cross-platform friendly open (#360),0.91624004,Chore: Use cross-platform friendly open (#360) @vikpe ,,1
"Chore: Update README typos, missing GrayscaleFilter (#357)",0.96990395,"Chore: Update README typos, missing GrayscaleFilter (#357) @bigtimebuddy ",,1
Add GrayscaleFilter (#356),0.79205096,Add GrayscaleFilter (#356) @vikpe ,,1
Add grayscale setting to DotFilter (#354),0.8168696,Add grayscale setting to DotFilter (#354) @vikpe ,,1
Add alpha setting to OutlineFilter (#353),0.8405889,Add alpha setting to OutlineFilter (#353) @vikpe ,,1
Unblock Actions (#355),0.40185124,"Fix actions deprecations, auto-deploy bundle files (#371) @bigtimebuddy ",Related: link,0
Bump decode-uri-component from 0.2.0 to 0.2.2,0.48866916,Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot ,Bumps decode-uri-component from 0.2.0 to 0.2.2. - Release notes - Commits updated-dependencies: - dependency-name: decode-uri-component   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,0
v5.0.0,0.46484452,Fix v5 deprecation warning (#235),,0
Allow publishing,0.52503735,Cleaned-up publishing process,,0
Update README.md,0.7128781,Fix package name in README.md (#338) @akiomik ,,1
Remove old unused packages,0.9596168,Remove unused packages,,1
Remove minimist,0.3472126,Remove this in dist file (#160),,0
Remove browser bundles for individual packages,0.761666,Remove the browser bundles for individual filters,,1
Lessen the dependency on Lerna,0.58858454,Remove publishing hacks and Lerna anti-patterns (#309) @bigtimebuddy ,,0
"Update TypeScript, API-Extractor, and linting",0.6119521,Updated package source to TypeScript,,0
Remove global namespace from docs,0.5316026,Remove PIXI.filters namespace from API docs,,0
Updated readme for pixi-filters,0.8256527,Adds support for PixiJS v5 filters #149 ,,1
Upgrade demo,0.52324206,Refactored the demo to tools/demo #85 #88,,0
Convert source to v7,0.42052633,Convert source code to ES6 #30 ,,0
Restrict demo to v6.x,0.45436007,Refactored the demo to tools/demo #85 #88,,0
Update all filters links to their own docs (#342),0.9271283,Update all filters links to their own docs (#342) @mauriciomassaia ,,1
v4.2.0,0.4867202,Removes v4 deprecations,,0
Fix type annotation for TwistFilter (#340),0.9828764,Fix type annotation for TwistFilter (#340) @akiomik ,,1
Add new exports format for Node.js (#337),0.9512319,Add new exports format for Node.js (#337) @bigtimebuddy ,,1
Fix package name in README.md (#338),0.9730232,Fix package name in README.md (#338) @akiomik ,,1
Fix README.md for CRTFilter (#336),0.9738467,Fix README.md for CRTFilter (#336) @akiomik,,1
v4.1.6,0.41954517,Removes v4 deprecations,,0
Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),0.9999999,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),Bumps trim-off-newlines from 1.0.1 to 1.0.3. - Release notes - Commits updated-dependencies: - dependency-name: trim-off-newlines   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Matt Karl matt@mattkarl.com,1
Bump node-fetch from 2.6.1 to 2.6.7 (#318),1.0000002,Bump node-fetch from 2.6.1 to 2.6.7 (#318),Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Commits updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com Co-authored-by: Matt Karl matt@mattkarl.com,1
Fix CRTFilter allowing non power-of-2 texture bounds correctly (#317),0.9928677,Fix CRTFilter allowing non power-of-2 texture bounds correctly (#317) @bradedelman ,,1
Remove publishing hacks and Lerna anti-patterns (#309),0.9534769,Remove publishing hacks and Lerna anti-patterns (#309) @bigtimebuddy ,,1
dat.gui => lil-gui (#310),0.8296729,Replace dat.gui with lil-gui in demo (#310) @georgealways,,1
v4.1.5,0.4465409,Removes v4 deprecations,,0
"Upgrade docs and template, remove simple explicit types (#308)",0.9596311,"Upgrade docs and template, remove simple explicit types (#308) @bigtimebuddy ",,1
Update _resolution scope for DropShadow and AdvancedBloom (#307),0.985138,Update _resolution scope for DropShadow and AdvancedBloom (#307) @mcdenhoed ,,1
v4.1.4,0.45443767,Removes v4 deprecations,,0
Fix bundle types missing,0.5455388,"Fix actions deprecations, auto-deploy bundle files (#371) @bigtimebuddy ",,0
v4.1.3,0.44198138,Removes v4 deprecations,,0
v4.1.3-rc.2,0.46516007,Drop support for v4 (#195),,0
Update setup-node dependency,0.55685276,Update Dependencies & Build Tooling (#181),,0
Revert from-git to from-package,0.40746555,Changed the repo name from pixi-filters to filters,,0
v4.1.3-rc,0.41155392,Drop support for v4 (#195),,0
Fix typo in workflow file,0.60474,Fix typo in readme (#153),,0
Add logging for publish use from-git,0.4672715,Testing preprelease publishing with GitHub Actions.,,0
"Clean-up actions, publish on release",0.7287237,Cleaned-up publishing process,,1
Add directory field to repository entry,0.27266037,Add CDNJS version badge in README.md #15,,0
v4.1.2,0.44470492,Removes v4 deprecations,,0
Do not mutate defaults in DropShadowFilter (#303),0.9603658,Do not mutate defaults in DropShadowFilter (#303) @a-c-sreedhar-reddy ,,1
v4.1.1,0.4467916,Initial release,,0
Fix GlitchFilter by un-initializing a variable (#300),0.9485144,Fix GlitchFilter by un-initializing a variable (#300) @miltoncandelero ,,1
Update webdoc and template to latest,0.4687628,Replace JSDoc with Webdoc,,0
Fixes #296,0.6043871,:bug: Fixed,,0
Update package-lock.json,0.5324134,Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot ,,0
Merge pull request #295 from pixijs/chore/webdoc-1.3.1,0.5560866,Adds support for PixiJS v5 (#181),1.3.1,0
1.3.1,0.4234622,Initial release,,0
v4.1.0,0.47019327,Removes v4 deprecations,,0
Use strict engines,0.28651375,Convert source code to ES6 #30 ,,0
Change repo name from pixi-filters to filters,0.9303259,Changed the repo name from pixi-filters to filters,,1
"Update to npm 7 workspaces, consolidate env on actions (#290)",0.97469974,"Update to npm 7 workspaces, consolidate env on actions (#290) @bigtimebuddy ",,1
Add alpha property to ColorOverlayFilter (#287),0.96358335,Add alpha property to ColorOverlayFilter (#287) @gregmax17,,1
Automatically update padding for MotionBlur on velocity change (#288),0.95747817,Automatically update padding for MotionBlur on velocity change (#288) @st3v0 ,,1
v4.0.0,0.472736,Removes v4 deprecations,,0
Move ESLint to the package.json,0.633837,Update to @pixi/eslint-config,,0
Upgrade to TypeScript and PixiJS v6 (#284),0.8049027,"Upgrade to PixiJS v6, build against proper package types",,1
v3.2.2,0.39898413,Initial release,,0
Fix badges,0.3258869,🐛  Fixed,,0
Change from-git to from-package,0.44913477,Changed the repo name from pixi-filters to filters,,0
v3.2.1,0.41936702,Initial release,,0
Add constructor options for TwistFilter (#283),0.95394367,Add constructor options for TwistFilter (#283) @bigtimebuddy ,,1
Add start script for running demo and filters in development,0.42420483,Chore: Allow using query string to enable filters in the demo application (#361) @vikpe ,,0
Fix README link for documentation,0.5748625,Fix typo in readme (#153),,0
"Fixes #230, add default padding for BevelFilter to correctly apply to rectangles",0.8715039,Add default padding of 1 for BevelFilter to correctly apply to rectangles (4fe80dc) @bigtimebuddy ,,1
"Fixes #216, supports lowering MAX_KERNEL_SIZE on ZoomFilter",0.87369394,Adds support lowering MAX_KERNEL_SIZE on ZoomBlurFilter (88b9b5b) @bigtimebuddy ,,1
Fixes #271,0.55757487,Updated typos in the README,,0
Cleanup GitHub workflow for publishing,0.73222035,Cleaned-up publishing process,,1
v3.2.0,0.41257292,Removes v4 deprecations,,0
Add automated publishing to NPM,0.5643935,Re-published to NPM with bin folder,,0
Change default branch paths,0.26735651,Re-published to NPM with bin folder,,0
Create FUNDING.yml,0.19393538,Changed the repo name from pixi-filters to filters,,0
Fix BloomFilter for PixiJS v5.3.0+ (#279),0.98228407,Fix BloomFilter for PixiJS v5.3.0+ (#279) @bigtimebuddy ,,1
Fix clear mode flag to TiltFilter (#280),0.95680416,Fix clear mode flag to TiltFilter (#280) @bigtimebuddy ,,1
"Fix GlowFilter dependencies, should be peers (#281)",0.96377385,"Fix GlowFilter dependencies, should be peers (#281) @bigtimebuddy ",,1
"Remove TravisCI, replace with GitHub Actions (#282)",0.93009007,"Remove TravisCI, replace with GitHub Actions (#282) @bigtimebuddy ",,1
Add auto-padding based on the outline thickness (#258),0.9625051,Add auto-padding based on the outline thickness (#258) @bigtimebuddy ,,1
Adds auto-padding to KawaseBlurFilter (#275),0.91392887,Adds auto-padding to KawaseBlurFilter (#275) @LiamMartens,,1
Small cosmetic change with CRTFilter fragment shader (#257),0.9899394,Small cosmetic change with CRTFilter fragment shader (#257) @finscn ,,1
Add alpha support to Godray filter (#263),0.9556166,Add alpha support to Godray filter (#263) @jrod-disco,,1
Fix resolution defaults to use FILTER_RESOLUTION (#274),0.95628643,Fix resolution defaults to use FILTER_RESOLUTION (#274) @dev7355608 ,,1
"Small optimization, use internal property instead of setter (#254)",0.96698,"Small optimization, use internal property instead of setter (#254) @finscn ",,1
v3.1.1,0.43188584,Initial release,,0
Convert clear to clearModes to be compatible with 5.3.0+ (#252),0.99999994,Convert clear to clearModes to be compatible with 5.3.0+ (#252),,1
Publishing Improvements (#248),0.9999999,Publishing Improvements (#248),,1
Support PIXI.filters namespace (#250),1.0000001,Support PIXI.filters namespace (#250),,1
Publish exact version of dependencies (#247),1.0000001,Publish exact version of dependencies (#247),,1
v3.1.0,0.41375872,Initial release,,0
Fix OutlineFilter doc (#246),0.9999997,Fix OutlineFilter doc (#246),,1
Provide options for bulge-pinch and zoom-blur (#245),1.0,Provide options for bulge-pinch and zoom-blur (#245),Provide options for bulge-pinch and zoom-blur Better type for generic point Change example to use options Made options optional,1
Add knockout property for GlowFilter (#233),0.9999999,Add knockout property for GlowFilter (#233),,1
Improve performance of GlowFilter (#239),0.8137229,"Improve performance of GlowFilter, changed constructor arguments, remove writable distance property (#239)",Improve and fix glow filter Support fractional distance values and fix off-color pixels around sprite edges with certain colors Fix for fractional distance values Just round distance Convert GlowFilter to use options Co-authored-by: Matt Karl matt@mattkarl.com,1
Bump eslint-utils from 1.3.1 to 1.4.3 (#224),0.67397434,Update to @pixi/eslint-config,Bumps eslint-utils from 1.3.1 to 1.4.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump lodash.template from 4.4.0 to 4.5.0 (#226),0.5663325,Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot ,Bumps lodash.template from 4.4.0 to 4.5.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump lodash from 4.17.11 to 4.17.15 (#225),0.52533823,Bump node-fetch from 2.6.1 to 2.6.7 (#318),Bumps lodash from 4.17.11 to 4.17.15. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump ecstatic from 3.3.0 to 3.3.2 (#227),0.46234772,Bump node-fetch from 2.6.1 to 2.6.7 (#318),Bumps ecstatic from 3.3.0 to 3.3.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump js-yaml from 3.12.2 to 3.13.1 (#228),0.4793101,Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot ,Bumps js-yaml from 3.12.2 to 3.13.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump mixin-deep from 1.3.1 to 1.3.2 (#229),0.4111426,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),Bumps mixin-deep from 1.3.1 to 1.3.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump handlebars from 4.1.2 to 4.7.2 (#241),0.48668343,Bump node-fetch from 2.6.1 to 2.6.7 (#318),Bumps handlebars from 4.1.2 to 4.7.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Import PixiJS as a peer dependency (#221),1.0000002,Import PixiJS as a peer dependency (#221),,1
Fix v5 deprecation warning (#235),1.0000001,Fix v5 deprecation warning (#235),,1
Remove unnecessary if in drop shadow frag shader (#223),0.921851,Remove unncessary if in drop shadow frag shader (#223),,1
Delete .DS_Store,0.44628757,Remove this in dist file (#160),,0
Adds ColorOverlayFilter (#214),1.0000002,Adds ColorOverlayFilter (#214),,1
v3.0.3,0.38494414,Removes v4 deprecations,,0
Fixes #211,0.5588569,:bug: Fixed,,0
Support for deploying latest tag,0.38995755,Publish exact version of dependencies (#247),,0
v3.0.2,0.39947277,Initial release,,0
Fix glitch filter for win7 d3d (#207),1.0000004,Fix glitch filter for win7 d3d (#207),,1
v3.0.1,0.41447467,Initial release,,0
Adds postversion fix,0.53595066,This is a no-change release to verify publishing pipeline works correctly.,,0
Fixes copying the docs,0.42856616,"Upgrade docs and template, remove simple explicit types (#308) @bigtimebuddy ",,0
v3.0.0,0.42279124,Removes v4 deprecations,,0
Bump the rollup-string plugin,0.42275953,Convert project to use Rollup instead of Browserify #30 ,,0
"For lerna, root package must include unique name that doesn't match package",0.43912017,Remove publishing hacks and Lerna anti-patterns (#309) @bigtimebuddy ,,0
Updates documentation,0.6137325,Improved documentation #30 ,,0
See if we can generate screenshots on Travis,0.5570322,Auto-generate screenshot previews #36,,0
Improve deployment of docs/demo/filters/bundle,0.568542,"Creates cjs, esm & iife builds for all filters and bundle",,0
Adds descriptions about the namespaces,0.5091884,Better PIXI Namespace Definitions #35 ,,0
"Fixes documentation, add links to npm modules",0.51440376,"Update to npm 7 workspaces, consolidate env on actions (#290) @bigtimebuddy ",,0
Fixes typo,0.60698855,Updated typos in the README,,0
"Bump dependencies, fixed demo",0.46052828,Publish exact version of dependencies (#247),,0
Fix drop shadow filter shift (#204),0.9999999,Fix drop shadow filter shift (#204),,1
Fully support v5 (#195),0.672845,Drop support for v4 (#195),,0
v2.7.1,0.41040182,Initial release,,0
Bump dependencies,0.47004348,Update Dependencies & Build Tooling (#181),,0
Fixes AsciiFilter bug due to an old WegGL compiler bug (#194),0.5424989,"Fix flipped characters in AsciiFilter, improved sample color (#364) @movAX13h ",,0
v2.7.0,0.40700015,Initial release,,0
Fixes GlitchFilter slices update (#186),0.6364609,Fix GlitchFilter by un-initializing a variable (#300) @miltoncandelero ,,0
"Fixes #165, slightly more legible enabled title color in demo",0.7518946,Uses more legible color in demo for enabled filter titles (01701ab),,1
"Fixes ConvolutionFilter bug for IE11, better defaults (#183)",0.5128417,Fix link in documentation for ConvolutionFilter (e13ff66) @bigtimebuddy ,,0
Update Dependencies & Build Tooling (#181),1.0,Update Dependencies & Build Tooling (#181),,1
"Fixes ZoomBlurFilter for iOS devices, better hash generation (#180)",0.6296061,Adds support lowering MAX_KERNEL_SIZE on ZoomBlurFilter (88b9b5b) @bigtimebuddy ,,0
Updates ColorMapFilter to support alpha (#182),0.9999999,Updates ColorMapFilter to support alpha (#182),,1
Fixes BulgePinchFilter allows 0 as radius and strength argument (#174),0.70959836,BulgePinchFilter,,1
Made properties in DropShadowFilterOptions optional to match docs (#178),1.0000002,Made properties in DropShadowFilterOptions optional to match docs (#178),,1
v2.6.2,0.3895724,Initial release,,0
Updated dependencies,0.70376605,Update Dependencies & Build Tooling (#181),,1
Create package-lock.json,0.45298994,Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot ,,0
Fix DemoApplication resize problem (#176),0.6780387,Fix DemoApplication resize problem with PixJS v5 (#176),,0
Adds alternative installation options,0.28327894,Adds source-maps and un-minified files to the build files.,,0
v2.6.1,0.4147034,Initial release,,0
Adds support for velocity being an ObservablePoint (#162),1.0000001,Adds support for velocity being an ObservablePoint (#162),,1
Remove this in dist  js file (#160),0.77143145,Remove this in dist file (#160),,1
Removes needless BaseTexture code (#156),1.0000001,Removes needless BaseTexture code (#156),"updateID will be changed when call  texture.baseTexture.emit('update', texture.baseTexture);",1
Fix typo in readme (#153),1.0000002,Fix typo in readme (#153),,1
Update README.md (#154),0.7251909,Fix package name in README.md (#338) @akiomik ,"Shouldn't this be ""Built-in""?  Adjective describing something inherent",1
.gitattributes added; stops all files showing up as changed when checking out and building on windows (#151),0.37437195,Adds source-maps and un-minified files to the build files.,,0
v2.6.0,0.41035146,Initial release,,0
Removed space,0.6064802,Remove trailing-white-space #74,,0
Add filterClamp option to KawaseBlur (#144),0.98594666,Add filterClamp option to KawaseBlur #144,,1
"Updates all dependencies, fixes colormap for v5 (#150)",0.6191173,Update Dependencies & Build Tooling (#181),,0
Color map tweaks,0.5655009,Adds ColorMapFilter #136 ,,0
Add ColorMapFilter (#136),0.88560987,Adds ColorMapFilter #136 ,,1
Support for v5 Filters (#149),0.64294267,Adds support for PixiJS v5 filters #149 ,,0
Use KawaseBlurFilter instead of BlurFilter for DropShadowFilter (#138),0.98803073,Use KawaseBlurFilter instead of BlurFilter for DropShadowFilter #138,,1
Remove non-constant expressions in global scope (#143),0.9839268,Remove non-constant expressions in global scope #143 ,,1
Adds BevelFilter (#148),0.9567932,Adds BevelFilter #148 ,Adds BevelFilter bevel filter requested changes set filter version to 2.5.0 Fixes documentation and demo,1
Fixes the bug about gl_FragColor on iOS (#140),0.47335398,Small cosmetic change with CRTFilter fragment shader (#257) @finscn ,,0
Adds resolution for extractFilter in AdvancedBloomFilter (#137),0.9446075,Adds missing resolution set for extractFilter in AdvancedBloomFilter #137 ,,1
v2.5.1,0.42830348,Fix v5 deprecation warning (#235),,0
Add display info of fillMode for glitch example (#134),0.65042275,Add better select list for fillMode for GlitchFilter demo #134,,0
Fixes ZoomBlurFilter README,0.76280946,ZoomBlurFilter Demo,,1
Fixes demo links,0.6347159,Refactored the demo to tools/demo #85 #88,,0
Fixes screenshot,0.5221597,Update Electron for generating screenshots,,0
v2.5.0,0.4564138,Fix v5 deprecation warning (#235),,0
"Refactor how global PIXI is imported, update READMEs (#133)",0.93961436,Refactor how global PIXI is imported #133,,1
AdvancedBloomFilter to use KawaseBlurFilter (#131),0.84176654,AdvancedBloomFilter uses KawaseBlurFilter instead of Gaussian BlurFilter #131,,1
update LICENSE (#132),0.7832638,Update LICENSE year and author #132 ,,1
Adds GlitchFilter (#119),0.9650557,Adds GlitchFilter #119,,1
Adds KawaseBlurFilter (#114),0.9512943,Adds KawaseBlurFilter #114,,1
Adds ReflectionFilter (#125),0.9586122,Adds ReflectionFilter #125,,1
Add AdjustmentFilter (#124),0.80101603,Adds AdjustmentFilter #124 ,,1
Add CRTFilter (#123),0.6917721,Adds CRTFilter #123,,0
Delete example redirect (#129),0.97776073,Delete example redirect #129 ,,1
Change the CDN (jsdelivr) for static files (#127),0.92903304,Change the CDN to jsdelivr for static files #127,,1
Update GodrayFilter to support non-parallel lights (#118),0.8853926,"Update GodrayFilter to support non-parallel lights. This changes the constructor arguments from angle, gain, lacunarity, time to options. The options now are the following: #118",,1
Fix bug : #107 (#126),0.6697224,:bug: Fixed,details at link,0
Remove whitespace,0.77061677,Remove trailing-white-space #74,,1
v2.4.1,0.43469954,Removes v4 deprecations,,0
Fixed bugs of fragment shader in glow-fliter. (#117),0.6748008,Small cosmetic change with CRTFilter fragment shader (#257) @finscn ,,0
Improve OutlineFilter quality (#116),0.80699027,OutlineFilter,,1
v2.4.0,0.4735709,Removes v4 deprecations,,0
Add OldFilmFilter (#113),0.8954519,Adds new OldFilmFilter #113 ,,1
Creates plugin to dedupe default vertex in bundle output (#112),0.6217497,De-duplicates default vertex in pixi-filters bundle #112,,0
Optimize the Build Process (#110),0.91087896,Optimized the internal build process #110 ,,1
Add MotionBlurFilter (#99),0.8644519,Adds new MotionBlurFilter #99 ,,1
Add RadialBlurFilter (#109),0.9070412,Adds new RadialBlurFilter #109 ,,1
Fixes the README for drop-shadow  (#105),0.66576076,Fix drop shadow filter shift (#204),,0
Change the order of filters & fix typo (#106),0.98221135,Change the order of filters & fix typo #106 ,,1
v2.3.1,0.41816792,Initial release,,0
Improve the performance of DropShadowFilter (#101),0.9192098,Minor performance improvements to DropShadowFilter #101,"Improve the performance of DropShadowFilter Detail at :  link Update DropShadowFilter.js Adds documentation, private function names",1
Alphabetized filter list in demo (#104),0.9854847,Alphabetized filter list in demo #104 ,Alphabetized filter list in demo Oops fix order,1
Removed redundant default vertex shaders (#102),0.9873503,Removed redundant default vertex shaders #102 ,A few filters had a copy of the default vertex shader and just removed it. Ran build and verified successful build,1
not all filters were passing fourth param in applyFilter (#103),0.96127045,Not all filters were passing fourth clear param in applyFilter #103 ,,1
v2.3.0,0.41417128,Removes v4 deprecations,,0
Bump shockwave version,0.43502855,Refactor ShockwaveFilter to support more options #95,,0
Reduces shockwave preview size,0.3961429,Refactor ShockwaveFilter to support more options #95,,0
"Don't stop shader , when fish & pond are stopped (#97)",0.37242523,Chore: Add a green fish to demo application (#358) @vikpe ,"Don't stop shader , when fish & pond I add this property for stopping fish & pond only. The stop  shader & fish & pond , this feature will look like as same as stop rendering So  I hope still run  this.animateTimer += 0.1 * delta & this.events.emit('animate', delta, animateTimer) remove needless computation  0.1 , then  * -10   --->  *-1",0
Simplifies the Rollup config import,0.42628032,Refactor how global PIXI is imported #133,,0
Adds deprecation notice to ShockwaveFilter,0.64562243,Refactor ShockwaveFilter to support more options #95,,0
Cleans up animating filters,0.46340555,"Introduces a few NEW filters including GlitchFilter, CRTFilter, AdjustmentFilter, ReflectionFilter, KawaseBlurFilter. Big shout-out to @finscn for all his help submitting these filters and pushing along this big release.",,0
Refactor GodrayFilter for optimizing. (#91),0.97473097,Refactor GodrayFilter for optimizing #91,"Refactor GodrayFilter for optimizing time as property , access directly , because in real game, time will be changed every game tick usually. use get/set angle . because this property. because in real game, angle won't be changed every game tick usually. simplify shader ( use filterArea-coord ), and fix aspect ratio via filterArea.y / filterArea.x.     I know some filters must use input.sourceFrame.size, but this filter is not. use filterArea-coord is good enough.  use ${perlin} instead of $perlin , make it as same as js-template-string. Update main.frag fix the bug about angle Update main.frag Update GodrayFilter.js Update GodrayFilter.js adjust default speed of the filter update example add play manually",1
Refactor ShockwaveFilter (#95),0.89500856,Refactor ShockwaveFilter to support more options #95,refactor ShockwaveFilter Update config.json Update config.json Update config.json update config for screenshots,1
Cleans up the demo controls,0.60832584,Refactored the demo to tools/demo #85 #88,,0
Fixes typings (#96),0.48576802,Adds TypeScript typings for all modules #51,,0
Bump screenshots pixi.js version,0.6536817,Adds support for PixiJS v5 (#181),,0
Add animate event for some dynamic  filters and other features (#88),0.45978212,Adds new MotionBlurFilter #99 ,"Add animate event for some dynamic  filters add Pause animation Update DemoApplication.js change order of css if index.css before dat.gui.min.js , some css in index.css will be ignored.  ( in fast network or use local dat.gui.min.js) Update index.css Update DemoApplication.js Add opened option for filter folder in gui add fishCount Update DemoApplication.js add toggle event for filter",0
Support for PixiJS core AlphaFilter (#42),0.9880965,Support for PixiJS core AlphaFilter #42 ,Adds AlphaFilter to examples Replaced other instances of VoidFilter with AlphaFilter Fixes config Adds alpha filter to demo Bump the pixi.js peerDependency version for bloom,1
Moves filters/all to bundle (#90),0.97324264,Moves filters/all to bundle #90,Moves all bundle to top-level pixi-filters folder Fixes travis path Renames pixi-filters folder to bundle,1
Fix bug on some Android device. (#92),0.38068336,☝️ Known Issues,"On some Android device , the webgl doesn't support that  compute variable with uniform parames in global scope. Must move them in a function.",0
"Fixes line-breaks in docs, externalizes jsdoc-fix",0.54783124,Replace JSDoc with Webdoc,,0
Refactor Demo (#85),0.60432094,Refactored the demo to tools/demo #85 #88,"Move examples to tools/demo and use Rollup to build Fixes tabbing Fixes linting issues, adds build:dev to demo Scale background proportionally Fixes deploy paths Optimizes images with ImageOptim (31% savings)",0
"Add watch, remove publishing unmagnified files, fixes linting (#86)",0.5736207,Published filters will no longer contain unminified files in lib folder #86,,0
Remove trailing-white-space (#74),0.98010063,Remove trailing-white-space #74,"I suggest the developers of PIXI team could install some plugins for remove trailing-white-space in their code editor. BTW , I use sublime text 3 , the feature built in it.",1
Change the default value of radius (#82),0.5469305,"ZoomBlurFilter, support default infinite outer radius #82 #92",Change the default of radius Use -1 or Infinity replace 1E8. Update zoom-blur.frag,0
Visually show enabled filters when collapsed,0.42143512,Remove the browser bundles for individual filters,,0
v2.2.0,0.42462367,Removes v4 deprecations,,0
